Id	GroupId	Type	NpcName	NpcHalfIconPath	Contents	CueId	ContentsSkip	OptionTitle	Optionskip
23	2	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	指挥官，你应该有自己的一个任务板对吧？		24		
24	2	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	除了主要任务之外，每天也会有一批需要当天完成的任务。		25		
25	2	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	可不要小瞧了这些任务的奖励物资对于我们在作战上的帮助。		26		
26	2	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	接下来，就请你仔细阅览一下任务板上的各类任务吧。				
27	3	1	？？？	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	呀吼——有没有想起来我是谁！		28		
28	3	1	？？？	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	我就知道你记着呢！我是说……我们第一次见面的时候。		29		
29	3	1	？？？	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	忘了也不要紧，你马上就会想起来了。因为我们马上就要并肩作战啦！		30		
30	3	1	？？？	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	补给中心为指挥官准备了研发券，快去领取吧！				
32	111	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	指挥官，战斗越来越艰难了，我们也需要持续的后勤补给。		33		
33	111	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	请继续保持状态，确保完成主要任务。		34		
34	111	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	这样我们才有足够的物资储备，以应对更强的敌人。		35		
35	111	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	指挥官，我们一起努力吧。				
36	106	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官，在完成主要任务的空暇之余，还可以让构造体们参与特训。		37		
37	106	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	构造体特训能够让我们在模拟战斗中继续精进自身的战斗经验。		38		
38	106	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	今后也请给我们安排一些特训计划吧。				
39	4	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官，这个战区来了新的支援小队，他们正在外面等候和你的会面。		40		
40	4	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	他们除了会运输物资以外，还会做一些资源的交换。		41		
41	4	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	要不要去试着和他们交换些什么呢？				
47	107	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官，在帮助构造体们升级技能的时候，是不是会遇到技能点的不足问题呢？		48		
48	107	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	通过战技演习可以让技能点数的获得效率大大加快。		49		
49	107	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	如果有这方面的需要，请多多考虑这个方法吧。				
50	108	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官，这些螺母中包含有构成我们构造体身体的重要物质。		51		
51	108	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	每当升级我们的机体时，就会需要大量消耗螺母，来从中提取这种物质。		52		
52	108	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	螺母广泛存在于地球上，请通过螺母作战来更多地获得它们吧！				
53	6	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	指挥官，我们的武器装备都是通过十分特殊的材料制作而成。		54		
54	6	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	对装备进行升级时，同样也需要消耗这些材料。		55		
55	6	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	我们可以通过后勤保养作战来获得这些材料。				
56	7	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	指挥官，装备的升级也是会出现瓶颈的。		57		
57	7	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	装备被强化到一定程度时，就需要添加进装备突破材料。		58		
58	7	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	这样可以帮助装备的强化到下一阶段。		59		
59	7	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	军备突破作战能帮助我们获得这些珍贵的突破材料，建议尝试。				
64	9	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	指挥官，你还记得曾经参与的那些作战吗？		65		
65	9	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	作为事件的亲历者，通常只能获得一个角度的信息。		66		
66	9	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	经过这段时间对各方记录的汇集……		67		
67	9	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	但现在开始，你有机会用另一个角度观察曾经发生过的事情了。		68		
68	9	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	那么，接下来就“重温”一下过去吧？				
69	109	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官，当我们熟悉了某一次作战的策略之后——		70		
70	109	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	作战的危险性就可以大幅降低，在这种情况下就可以使用自动作战功能。		71		
71	109	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	这样我们就可以不需要依赖指挥官指挥，也能完成这些重复的任务。		72		
72	109	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官也可以把自己宝贵的精力放在更重要的任务上了。				
73	10	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	指挥官，高级意识对构造体作战能力的提升效果很大。		74		
74	10	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	越困难的补给作战，收集到高级意识的概率越高。		75		
75	10	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	接下来，请在小队能够承受的范围内不断挑战更高的难度吧。				
76	11	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	灰鸦小队的指挥官，你好呀。		77		
77	11	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	对刚出现的我是不是很好奇呢！		78		
78	11	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	实际上我们每个构造体都有一份自己的详细档案。		79		
79	11	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	偶尔翻翻的话，没准能发现什么新奇的东西也说不定！				
80	112	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	灰鸦小队的指挥官，我们又见面了。		81		
81	112	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	不知道你有没有注意到，你已经拥有了进入试玩区的权限哦。		82		
82	112	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	试玩区中的都是一些正在开发中的非正式项目……		83		
83	112	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	而不是科技人员们的搞怪创作……他们是这么说的。				
84	12	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	指挥官，已经有不少新的构造体加入了我们的队伍。		85		
85	12	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	现在可以在构造体军团的名单上查看各位构造体的加入和培养情况了。		86		
86	12	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	在这里，每当对构造体的培养满足了一定条件就可以获得对应构造体的特殊物资。		87		
87	12	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	我想……指挥官应该会对这类物资感兴趣吧……				
88	13	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	新兵，虽说用的是通信，但其实这只是个留言而已。		89		
89	13	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	长话短说，随着战事的发展各地区都出现了非常强大的侵蚀体。		90		
90	13	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	要打倒它们，需要联合更多人的力量。		91		
91	13	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	我认为你应该参与一次这样的协同作战，来证明自己。		92		
92	13	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	我相信灰鸦小队不会让我失望的。				
93	110	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官，大部分的行动都不会只有一个小队参与。		94		
94	110	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	在战斗前，我们可以请求其他小队的构造体对本次行动进行支援。		95		
95	110	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	那么，接下来，请指挥官尝试一下呼叫其他小队的构造体加入战斗吧。				
96	14	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	指挥官，还记得哈桑先生的提醒吗？		97		
97	14	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	知道了更多的事情，也就会面临更多地选择。		98		
98	14	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	根据你现在和构造体们的关系，已经可以有权限查阅他们的部分过去经历了。		99		
99	14	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	指挥官，在此我想要给你一个忠告，在了解到构造体们的过去之后……		100		
100	14	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	请务必更加珍惜他们的现在和未来。				
101	15	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	指挥官，总部那边送来了新的涂装方案。		102		
102	15	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	涂装是一种不改变机体性能，只改变外观的装备。		103		
103	15	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	指挥官……那个……我需要换上新的涂装吗？				
104	16	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	来做赏金任务吧，指挥官！		105		
105	16	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	……呃，需要解释吗？		106		
106	16	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	据说完成之后就能够获得大——量的战队经验。		107		
107	16	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	但最重要的是，这个名字真的很酷！				
108	17	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png					
109	18	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官，灰鸦小队基地的宿舍终于投入正式运作了！		110		
110	18	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	今后这里就可以作为我们在地球上的一个长期据点。		111		
111	18	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	我开始期待和大家一起在里面的生活了……		112		
112	18	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	对了，指挥官可以对宿舍进行各种改装升级。		113		
113	18	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官的话，一定能把这里变得很棒吧。				
114	19	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	竞争和合作，你的选择会是哪个？		115		
115	19	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	荣誉，资源……在纷争战区中的一切都需要通过竞争获得。		116		
116	19	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	只要能在战区中取得足够高的名次，你们小队就能前往更高级的战区……		117		
117	19	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	然后获取更好的奖励……		118		
118	19	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	这里是最适合证明你们灰鸦小队实力的地方……让我看看你们能做到什么程度吧。				
119	20	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	知道第一时间接听还算你聪明。		120		
120	20	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	我通过观察你们灰鸦小队的战斗记录……		121		
121	20	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	发现那些特殊的敌对个体可让你们吃了不少苦头。		122		
122	20	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	我可以给你们一个权限，在模拟空间中与这些特殊的敌对个体战斗。		123		
123	20	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	赶紧熟悉和它们的作战吧，今后可是有更强大的敌人需要面对。				
124	21	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	灰鸦小队的指挥官，你是否和我一样对现在的这个世界感到好奇呢？		125		
125	21	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	虽然我不是在地球上出生，但想要回到那里的心情是和你们一样的。		126		
126	21	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	在这片废土世界中，有着太多的秘密等待发掘……		127		
127	21	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	有兴趣的话，我可以介绍给你一些我们一经发现的……特别的地方。				
128	22	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	指挥官你好呀，你的勋章系统使用权限已开启了哦。		129		
129	22	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	勋章是属于那些对人类阵线做出过杰出贡献之人的荣耀，快去中央数据库中查看一下吧。				
130	23	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	因为各位指挥官的努力，空中花园终于在地面上成功的确立了存在。		131		
131	23	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	接下来要指派的任务，也跟这一全新的情况有关系。		132		
132	23	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	即将要派各位前往的，就是在各战区的安全区清理出来之后的“待重建城区”。		133		
133	23	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	清理城区的敌人，重启城区过滤塔，这样空中花园的工程部队就能进场重建。		134		
134	23	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	具体的事情，等过滤塔重建完成以后再说明吧。				
135	555	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	结合灰鸦小队在最近任务中的表现，这次评估的结果我要和你谈一谈。		136		
136	555	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	你们起到的决定性作用是其他小队无法比拟的，特此授予你勋章“王牌指挥”。		137		
137	555	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	下次可要再打个漂亮仗回来，毕竟身为“王牌”，我会对你有更高的要求和期待的。		138		
138	555	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	认证链接发给你了，去领取你的勋章吧。				
139	556	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	好久没看到这一幕了，在显示器上能够亮起如此多的人类据点。		140		
140	556	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	多亏了你，成功完成了夺回据点的任务，没有辜负空中花园对你给予的厚望。		141		
141	556	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	现在我仅代表所有人类阵线势力，为你颁发“绝境开拓”勋章，背负着它的荣耀和使命继续前进吧，我会一直注视着你的。		142		
142	556	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	去吧，这枚荣耀的勋章在等着你的领取。				
143	557	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	哼，你还真是一直做着让人吃惊的事啊。		144		
144	557	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	好久没见到讨伐值达到百万的指挥官了，虽然速度上比我年轻时要慢了一点。		145		
145	557	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	不过你是自我之后第二位达成这个数据的人，光这一点就值得你骄傲了。		146		
146	557	1	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	领取权限开放给你了，去认证一下吧。				
147	558	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	这是你递交的第九份解放报告，看来你们在一起成长了不少。我仍记得你们刚入伍时的模……		148		
148	558	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	说远了，同伴是军团整体实力的指标之一，我看到了构造体们凝结在你身上的意志，你已经成为那座在黑暗的风暴中最明亮的信标了。		149		
149	558	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	那么现在授予你“意志灯塔”勋章，你可要扛起核心的旗帜，好好引领你的队友，不要辜负了他们的期待。		150		
150	558	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	不啰嗦了，领到这枚勋章后，去好好和同伴们分享一下喜悦吧。				
151	559	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	这一路经历的艰辛，我都看在眼里，辛苦你了。		152		
152	559	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	不知不觉间，你也走到了“领袖”这条道路之上，也勾起了我的一些似曾相识的回忆……		153		
153	559	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	总之，现在我代表人类阵线所有势力，为你颁发这枚“人类领袖”勋章。		154		
154	559	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	从今天开始，比起得到他人的认可，你更需要的是为他人带去希望的方向——那么，我们舰桥指挥室见。				
155	599	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	好久不见呀指挥官，恭喜你成功控制了015市区，工程部队稍后会进行据点建设，尝试对015号过滤塔进行重启。		156		
156	599	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	但在城市外围还有残余的侵蚀体势力，可不要掉以轻心哦。				
157	600	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	你们如今迈出的一小步，标志着人类向帕弥什病毒反击的一大步。		158		
158	600	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	多亏了灰鸦小队的活跃，升格者势力已经完全撤出了这片城市，我们终于能在地球上建立第一个大型据点，我看好你未来的表现。				
159	601	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	辛苦你了，这次的行动不仅夺回了一个人类据点，还保住了博物馆的遗物。		160		
160	601	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	考古远征队的感谢信我先替你收着，等下次回来我们得一起好好犒劳下你这位大功臣了。				
161	602	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	不愧是你，不仅克服了沙漠恶劣的天气还出色的完成了任务。		162		
162	602	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	这片地区的收复一直都受到诸多因素的阻碍，多亏了你建立的据点，接下来空中花园在这里的工作总算能够顺利展开啦。				
163	603	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	做的还不错，你从试验场获取的数据对意识海技术的发展具有巨大的……考古意义。		164		
164	603	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	我代表科学理事会下属的教育中心感谢你这份杰出的贡献。				
165	604	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	指挥官，因为月光城军工厂的特殊性，我们不能将它的过多信息透露出去。		166		
166	604	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	所以很遗憾这次的嘉奖只有我们几人参加。		167		
167	604	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	但你的贡献是不可磨灭的，在此献上对你的感激。				
168	605	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	壁画……机械先哲……有意思。		169		
169	605	1	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	多亏了你们成功占领这个遗迹，让我们可以进行实地考察了，谢了。				
170	606	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	空间站的收复，对于未来空中花园的周边安全有着重要意义。		171		
171	606	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	我代表空中花园感谢你的付出，期待你们尽早归来分享作战经验。				
172	607	1	贾米拉	Assets/Product/Texture/Image/RoleStory/JiamilaNormal01.png	看起来交易是顺利完成了。		173		
173	607	1	贾米拉	Assets/Product/Texture/Image/RoleStory/JiamilaNormal01.png	该说不愧是你吗？		174		
174	607	1	贾米拉	Assets/Product/Texture/Image/RoleStory/JiamilaNormal01.png	对了，那件事你考虑得如何了？阿迪莱可是随时欢迎你的加入哦~				
175	608	1	蒲牢	Assets/Product/Texture/Image/RoleStory/PulaoNormal01.png	感谢贵方的帮助。		176		
176	608	1	蒲牢	Assets/Product/Texture/Image/RoleStory/PulaoNormal01.png	这艘船上的问题基本被解决了，接下来它会驶向正确的地方。		177		
177	608	1	蒲牢	Assets/Product/Texture/Image/RoleStory/PulaoNormal01.png	不过到了目的地之后又会发生什么呢……		178		
178	608	1	蒲牢	Assets/Product/Texture/Image/RoleStory/PulaoNormal01.png	算了，不管怎么说，正是你的到来才为我们带来了改变的转机，谢啦~				
179	609	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	你回来了，看到你的状态我就放心了。		180		
180	609	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	就算这次的事对人类阵线造成了不小的打击也没关系，因为你的脚步还没有停下。		181		
181	609	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	好了，虽然要忙的事还有很多，但是现在先好好休息一下吧。		182		
182	609	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	毕竟，还有人在等着你呢。				
183	700	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	这段时间陪着他们胡闹，辛苦你了。		184		
184	700	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	也因为有你，大家在这个节日才能过得如此开心。		185		
185	700	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	好好休息吧，另外我给你准备了一些礼物放在基地，稍后去看一下吧。				
186	701	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	这是我第一次参与这种春节活动，说实话……有点不适应。		187		
187	701	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	但看着大家幸福的笑脸还是很开心。		188		
188	701	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	作为感谢，这是我的一点心意，希望您能够喜欢。				
189	702	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	呦，指挥官，猜猜我给你带了什么。		190		
190	702	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	算了直接告诉你好了，是我特意准备的新年礼物哦！		191		
191	702	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	……咦，跑哪去了，我应该放到包里了呀。		192		
192	702	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	难道已经被我寄出去了？指挥官快和我一起去看一眼！				
193	703	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	指挥官，新年快乐。		194		
194	703	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	感谢您在这一年的付出。		195		
195	703	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	希望来年，我们也可以继续并肩作战。				
196	704	1	七实	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	指挥官指挥官，新年快乐！		197		
197	704	1	七实	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	有没有想念可爱的七实呢？		198		
198	704	1	七实	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	嘿嘿，七实特意为你准备了新年礼物！		199		
199	704	1	七实	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	怎么样，开心吗？再夸夸七实也可以哦~				
200	705	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	当初听你叫我一起来过春节真是吓了一跳呢。		201		
201	705	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	我玩得很开心哦~		202		
202	705	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	你这么有心，那我也不能什么都不做对吧。		203		
203	705	1	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	喏，这个送你，是只属于我们两个之间的小——秘——密~				
204	706	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	哼，和你们一起过春节我才没有很开心呢。		205		
205	706	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	一个个都顶着傻笑抢红包，都没人注意到完全没有准备新年烟花吗？！		206		
206	706	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	真是的，最后还是得靠我。		207		
207	706	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	哼，一个人看烟花表演也太无聊了，就勉为其难让你和我一起吧。				
208	24	1	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	好了，常规简报结束，各位可以先行解散。不过指挥官需要再留一会儿。		209		
