SkipId	Origin	UiName	ParamId	Explain	IsRecord	ConditionId	FunctionalId	TimeId	StartTime	CloseTime	CustomParams	IsHideFunc	IsShowExplain	NotShowUI
40043	2	UiAutoWindow	44	V2.1比安卡深痕最高规格特效涂装								True		
40044	2	UiAutoWindow	45	V2.1版本打脸图								True		
40045	2	UiAutoWindow	46	V2.1超阿尔法特效皮打脸图								True		
40046	2	UiAutoWindow	47	V2.1卡列尼娜特效皮打脸图								True		
40047	2	UiAutoWindow	48	V2.1公会宿舍春节活动打脸图								True		
40048	2	UiAutoWindow	49	V2.2版本打脸图								True		
40049	2	UiAutoWindow	50	V2.2薇拉特效皮打脸图								True		
40050	2	UiAutoWindow	51	V2.3版本打脸图								True		
40051	2	UiAutoWindow	52	V2.3鸦羽特效皮打脸图								True		
40052	2	UiAutoWindow	53	V2.4版本打脸图								True		
40053	2	UiAutoWindow	54	V2.4深红之渊特效皮打脸图								True		
40054	2	UiAutoWindow	55	V2.5版本打脸图								True		
40055	2	UiAutoWindow	56	V2.5莱娜涂装活动打脸图								True		
40056	2	UiAutoWindow	57	V2.6版本打脸图								True		
40057	2	UiAutoWindow	58	V2.6卡列特效皮打脸图								True		
40058	2	UiAutoWindow	59	V2.6赛琳娜特效皮打脸								True		
40059	2	UiAutoWindow	60	V2.6超里特效皮打脸								True		
40060	2	UiAutoWindow	61	V2.6拉弥亚特效皮打脸								True		
40061	2	UiAutoWindow	62	V2.7比安卡深痕复刻最高规格特效涂装								True		
40062	2	UiAutoWindow	63	V2.7雷白毛特效皮打脸								True		
40063	2	UiAutoWindow	64	V2.7版本打脸图								True		
40064	2	UiAutoWindow	65	V2.8版本打脸图								True		
40065	2	UiAutoWindow	66	V2.8万华特效皮打脸								True		
40066	2	UiAutoWindow	67	V2.9版本打脸图								True		
40067	2	UiAutoWindow	68	v2.9版本S曲伴生特效皮打脸								True		
40068	2	UiAutoWindow	69	v2.9版本S薇拉国风特效皮打脸								True		
40069	2	UiAutoWindow	70	v2.9版本S21国风特效皮打脸								True		
40070	2	UiAutoWindow	71	V2.10版本打脸图								True		
40071	2	UiAutoWindow	72	V2.10版本复刻超丽芙卡池特效皮打脸								True		
40072	2	UiAutoWindow	73	V2.11版本打脸图								True		
40073	2	UiAutoWindow	74	V2.11版本露娜伴生特效皮打脸								True		
40074	2	UiAutoWindow	75	V2.11版本雷白毛春节特效皮打脸								True		
40075	2	UiAutoWindow	76	V2.11版本拉弥亚卡池最高规格特效皮打脸								True		
40076	2	UiAutoWindow	77	V2.12版本邦比娜塔联动小豆泥普通皮打脸								True		
40077	2	UiAutoWindow	78	V2.12版本打脸图								True		
40078	2	UiAutoWindow	79	V2.12版本比安卡红魔特效皮打脸								True		
40079	2	UiAutoWindow	80	V2.13版本打脸图								True		
40080	2	UiAutoWindow	81	V2.13版本卡列卡池特效皮复刻打脸								True		
40081	2	UiAutoWindow	82	V2.13版本含英伴生特效皮打脸								True		
40082	2	UiAutoWindow	83	V2.13版本回音特效皮打脸								True		
40083	2	UiAutoWindow	84	V2.14版本打脸图								True		
40084	2	UiAutoWindow	85	V2.14版本全境艾拉泳装打脸图								True		
40085	2	UiAutoWindow	86	V2.14版本S21儿童节特效皮打脸图								True		
40086	2	UiAutoWindow	87	V2.15版本打脸图								True		
40087	2	UiAutoWindow	88	V2.15版本雷白毛卡池皮打脸图								True		
40088	2	UiAutoWindow	89	V2.15版本露西亚伴生特效皮打脸图								True		
40089	2	UiAutoWindow	90	V2.15版本含英泳装打脸图								True		
40090	2	UiAutoWindow	91	V2.15版本露娜泳装打脸图								True		
40091	2	UiAutoWindow	92	V2.16版本打脸图								True		
40092	2	UiAutoWindow	93	V2.16版本拉弥亚卡池皮复刻打脸图								True		
40093	2	UiAutoWindow	94	V2.16版本卡列特效皮打脸图								True		
40094	2	UiAutoWindow	95	V2.17版本打脸图								True		
40095	2	UiAutoWindow	96	V2.17版本比安卡卡池皮打脸图								True		
40096	2	UiAutoWindow	97	V2.17版本渡边特效皮打脸图								True		
40097	2	UiAutoWindow	98	V2.17版本七实伴生特效皮打脸图								True		
40098	2	UiAutoWindow	99	V3.0版本打脸图								True		
40099	2	UiAutoWindow	100	V3.0露娜卡池皮打脸图								True		
40100	2	UiAutoWindow	101	V3.0慈悲者伴生打脸图								True		
40101	2	UiAutoWindow	102	V3.0拉弥亚红烧鱼打脸图								True		
40102	2	UiAutoWindow	103	v3.1版本打脸图								True		
40103	2	UiAutoWindow	104	v3.1曲打脸图								True		
40104	2	UiAutoWindow	105	v3.2版本打脸图								True		
40105	2	UiAutoWindow	106	V3.2露西亚卡池皮打脸图								True		
40106	2	UiAutoWindow	107	V3.2赛琳娜伴生打脸图								True		
40107	2	UiAutoWindow	108	V3.2含英春节皮打脸图								True		
40108	2	UiAutoWindow	109	v3.3版本打脸图								True		
40109	2	UiAutoWindow	110	v3.3卡池三合一打脸								True		
40110	2	UiAutoWindow	111	v3.3三合一卡池雷白毛打脸								True		
40111	2	UiAutoWindow	112	v3.3三合一卡池拉弥亚打脸								True		
40112	2	UiAutoWindow	113	v3.3三合一卡池比安卡打脸								True		
40113	2	UiAutoWindow	114	v3.3莉莉丝特效皮打脸								True		
40114	2	UiAutoWindow	115	v3.4版本打脸图								True		
40115	2	UiAutoWindow	116	v3.4版本薇拉伴生皮打脸图								True		
40116	2	UiAutoWindow	117	v3.4版本七实特效皮打脸图								True		
40117	2	UiAutoWindow	118	v3.5版本打脸图								True		
40118	2	UiAutoWindow	119	v3.5卡池四合一打脸								True		
40119	2	UiAutoWindow	120	v3.5四合一卡池丽芙打脸								True		
40120	2	UiAutoWindow	121	v3.5四合一卡池卡列打脸								True		
40121	2	UiAutoWindow	122	v3.5四合一卡池薇拉打脸								True		
40122	2	UiAutoWindow	123	v3.5四合一卡池露娜打脸								True		
40123	2	UiAutoWindow	124	v3.5慈悲者特效皮打脸								True		
40124	2	UiAutoWindow	125	v3.5回音特效皮打脸								True		
40125	2	UiAutoWindow	126	v3.6版本打脸图								True		
40126	2	UiAutoWindow	127	v3.6比安卡伴生皮打脸								True		
40127	2	UiAutoWindow	128	v3.6露西亚泳装皮打脸								True		
40128	2	UiAutoWindow	129	v3.6赛琳娜卡池皮打脸								True		
40129	2	UiAutoWindow	130	v3.6pv预告								True		
40130	2	UiAutoWindow	131	v3.7版本打脸图								True		
40131	2	UiAutoWindow	132	v3.7万事涂装打脸								True		
40132	2	UiAutoWindow	133	v3.7曲涂装打脸								True		
40133	2	UiAutoWindow	134	v4.0首充重置打脸								True		
40134	2	UiAutoWindow	135	v4.0露娜礼包打脸								True		
40135	2	UiAutoWindow	136	v3.8版本打脸图								True		
40136	2	UiAutoWindow	137	v3.8维罗妮卡伴生皮打脸								True		
40137	2	UiAutoWindow	138	v3.8莉莉丝特效皮打脸								True		
40138	2	UiAutoWindow	139	v3.8卡池500四合一打脸								True		
40139	2	UiAutoWindow	140	v3.8四合一卡池阿尔法打脸								True		
40140	2	UiAutoWindow	141	v3.8四合一卡池拉弥亚打脸								True		
40141	2	UiAutoWindow	142	v3.8四合一卡池比安卡打脸								True		
40142	2	UiAutoWindow	143	v3.8四合一卡池露西亚打脸								True		
40143	2	UiAutoWindow	144	v4.0版本打脸图								True		
40144	2	UiAutoWindow	145	v4.0丽芙伴生皮打脸								True		
40145	2	UiAutoWindow	146	v4.0慈悲者328卡池打脸								True		
40146	2	UiAutoWindow	147	v4.0露娜涂装玩法打脸								True		
40147	2	UiAutoWindow	148	v4.0版本PV预告打脸								True		
40148	2	UiAutoWindow	149	v4.0三日补给								True		
40149	2	UiAutoWindow	150	v4.0月卡plus								True		
40150	2	UiAutoWindow	151	v4.0周年回顾打脸								True		
40151	2	UiAutoWindow	152	v4.1版本打脸								True		
40152	2	UiAutoWindow	153	v4.1布偶熊伴生皮打脸								True		
40153	2	UiAutoWindow	154	v4.1神寂启示录涂装打脸								True		
40154	2	UiAutoWindow	155	v4.2涂装折扣活动打脸								True		
40155	2	UiAutoWindow	156	v4.2版本打脸								True		
40156	2	UiAutoWindow	157	v4.2伴生皮打脸								True		
40157	2	UiAutoWindow	158	v4.2七实涂装打脸								True		
40158	2	UiAutoWindow	159	v4.2比安卡涂装打脸								True		
40159	2	UiAutoWindow	160	v4.3可肝商店新增打脸图								True		
40160	2	UiAutoWindow	161	v4.0版本PV预告打脸								True		
40161	2	UiAutoWindow	163	4.3版本预热打脸								True		
40162	2	UiAutoWindow	164	4.3版本薇拉涂装打脸图								True		
40163	2	UiAutoWindow	162	4.3涅缇娅好感领取打脸图								True		
40164	2	UiAutoWindow	165	4.3版本曲涂装打脸图								True		
40165	2	UiAutoWindow	166	4.4版本黄油小狗打脸图								True		
40756	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
40757	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
40758	7	OnOpenUiArena		纷争战区	True		10204					True		
40759	7	OnOpenUiArena		纷争战区	True		10204					True		
40760	7	OnOpenUiFubenBossSingle		幻痛囚笼	True		10203					True		
40761	7	OnOpenUiFubenBossSingle		幻痛囚笼	True		10203					True		
40762	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
40763	7	OpenGuildBoss		拟真围剿	True							True		
40764	7	OpenGuildBoss		拟真围剿	True							True		
40765	7	OnOpenMaintainerAction		维系者行动	True		1302					True		
40766	7	OnOpenMaintainerAction		维系者行动	True		1302					True		
40767	7	OnOpenMaintainerAction		维系者行动	True		1302					True		
40768	7	OnOpenUiOnlineBoss		前往协同作战			10302					True		
40769	4	UiMain		前往主界面								True		
40770	4	UiMain		前往主界面								True		
40771	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
40772	7	OnOpenUiArena		纷争战区	True		10204					True		
40773	7	OnOpenUiFubenBossSingle		幻痛囚笼	True		10203					True		
40774	7	OnOpenMaintainerAction		维系者行动	True		1302					True		
40775	7	OpenGuildBoss		拟真围剿	True							True		
40776	4	UiMain		前往主界面								True		
40777	7	OnOpenMaintainerAction		维系者行动	True		1302					True		
40778	7	OnOpenMentorSystem		前往师徒系统	True		1303					True		
40779	7	SkipToUiPurchase						41904			[0, 202]	True		
50000	2	UiSignBanner	1									True		
50001	2	UiSignBanner	2									True		
50004	2	UiSignBanner	3									True		
50005	2	UiSignBanner	4									True		
50006	2	UiPurchase	2	礼包界面							[1, 0, 0]	True		
50007	2	UiPurchase	3	月卡界面							[1, 0, 0]	True		
50008	2	UiPurchase	1	充值界面							[1, 0, 0]	True		
50009	6	UiSign		首充界面							[3, 0, 0]	True		
50010	2	UiSignBanner	5	圣诞节签到								True		
50011	2	UiSignBanner	6	空间站签到								True		
50012	2	UiSignBanner	7	春节签到								True		
50013	2	UiSignBanner	8	列车签到								True		
50014	2	UiSignBanner	9	中国船签到								True		
50015	2	UiSignBanner	10	大都会签到								True		
50016	2	UiSignBanner	11	水上乐园签到								True		
50017	2	UiSignBanner	12	罗塞塔签到								True		
50018	2	UiSignBanner	13	国庆签到								True		
50019	2	UiSignBanner	14	曲签到								True		
50021	2	UiSignBanner	15	周年7日签到								True		
50022	2	UiSignBanner	16	周年3日签到								True		
50023	2	UiSignBanner	17	尼尔7日签到								True		
50024	2	UiPurchase	4	黑卡兑换							[1, 0, 0]	True		
50025	2	UiSignBanner	18	新年签到								True		
50026	2	UiSignBanner	19	新春颂献签到								True		
50027	2	UiSignBanner	20	熹年贺岁签到								True		
50028	2	UiSignBanner	21	咏叹回声签到								True		
50029	2	UiSignBanner	22	视线囚笼签到								True		
50030	2	UiSignBanner	23	21号签到								True		
50031	2	UiSignBanner	24	萌战签到								True		
50032	2	UiSignBanner	25	S薇拉签到								True		
50033	2	UiSignBanner	26	夏风馈赠签到								True		
50034	2	UiSignBanner	27	中秋节签到								True		
50035	2	UiSignBanner	28	罗兰签到								True		
50036	2	UiSignBanner	29	超丽芙签到								True		
50037	2	UiPurchase	1	虹卡充值界面							[1, 0, 0]	True		
50038	2	UiSignBanner	30	S赛琳娜签到								True		
50039	2	UiSignBanner	31	周年3日签到								True		
50040	2	UiSignBanner	32	蒲牢签到								True		
50041	2	UiSignBanner	33	元旦3日签到								True		
50043	2	UiSignBanner	36	七实机器人签到								True		
50044	2	UiSignBanner	35	2022春节签到								True		
50045	2	UiSignBanner	37	哈卡玛签到								True		
50046	2	UiSignBanner	38	超卡列签到								True		
50047	2	UiSignBanner	39	超卡列51签到								True		
50048	2	UiSignBanner	40	诺安签到								True		
50049	2	UiSignBanner	41	诺安端午签到								True		
50050	2	UiSignBanner	42	新手签到【新锐武备】		84100111						True		
50051	2	UiSignBanner	43	超比安卡签到								True		
50052	2	UiSignBanner	44	邦比纳塔签到								True		
50053	2	UiSignBanner	45	邦比纳塔中秋签到								True		
50054	2	UiSignBanner	46	超里签到								True		
50055	2	UiSignBanner	48	s艾拉版本签到								True		
50056	2	UiSignBanner	49	三周年三日签到								True		
50057	2	UiSignBanner	50	s白毛版本7日签到								True		
50058	2	UiSignBanner	51	2.1元宵三日签到								True		
50059	2	UiSignBanner	52	2.1春节三日签到								True		
50060	2	UiSignBanner	53	2.2版本七日签到								True		
50061	2	UiSignBanner	54	S级构造体自选礼包签到								True		
50062	2	UiSignBanner	55	2.3版本七日签到								True		
50063	2	UiSignBanner	56	2.4五一签到								True		
50064	2	UiSignBanner	57	2.4版本签到								True		
50065	2	UiSignBanner	58	2.5端午签到								True		
50066	2	UiSignBanner	59	2.5版本签到								True		
50067	2	UiSignBanner	60	2.6版本签到								True		
50068	2	UiSignBanner	61	2.7版本签到								True		
50069	2	UiSignBanner	62	2.8中秋三日签到								True		
50070	2	UiSignBanner	63	2.8版本七日签到								True		
50071	2	UiSignBanner	64	2.9周年三日签到								True		
50072	2	UiSignBanner	65	2.9版本七日签到								True		
50073	2	UiSignBanner	66	2.10元旦三日签到								True		
50074	2	UiSignBanner	67	2.10版本七日签到								True		
50075	2	UiSignBanner	68	2.11春节三日签到								True		
50076	2	UiSignBanner	69	2.11版本七日签到								True		
50077	2	UiSignBanner	70	2.12版本七日签到								True		
50078	2	UiSignBanner	71	2.13版本七日签到								True		
50079	2	UiSignBanner	72	2.13五一三日签到								True		
50080	2	UiSignBanner	73	2.14版本七日签到								True		
50081	2	UiSignBanner	74	2.14端午三日签到								True		
50082	2	UiSignBanner	75	2.15版本七日签到								True		
50083	7	SkipToWeekCardBuyTips		【固定跳转】周卡跳转到采购界面打开周卡购买弹窗								True		
50084	2	UiSignBanner	76	【每次新建】2.15周卡签到弹窗跳转								True		
50042	7	SkipToWeekChallenge		周任务								True		
50085	2	UiSignBanner	77	2.16版本七日签到								True		
50086	2	UiSignBanner	78	2.16中秋三日签到								True		
50087	2	UiSignBanner	79	2.17版本七日签到								True		
50088	2	UiSignBanner	80	3.0周年三日签到								True		
50089	2	UiSignBanner	81	3.0版本七日签到								True		
50090	2	UiSignBanner	82	3.0周年特殊双周签到								True		
50091	2	UiSignBanner	83	3.1版本七日签到								True		
50092	2	UiSignBanner	84	3.1元旦三日签到								True		
50093	2	UiSignBanner	85	3.2版本七日签到								True		
50094	2	UiSignBanner	86	3.2春节三日签到								True		
50095	2	UiSignBanner	87	【每次新建】v3.02周卡签到弹窗跳转								True		
50096	2	UiSignBanner	88	3.3版本七日签到								True		
50097	2	UiSignBanner	89	3.4版本七日签到				37051				True		
50098	2	UiSignBanner	90	3.5版本七日签到				38651				True		
50099	2	UiSignBanner	91	3.5端午三日签到				38652				True		
50100	2	UiSignBanner	92	3.4五一三日签到				37057				True		
50101	2	UiSignBanner	93	【每次新建】v3.06周卡签到弹窗跳转								True		
50102	2	UiSignBanner	94	3.6版本七日签到				39452				True		
50103	2	UiSignBanner	95	3.7版本七日签到				40602				True		
50104	2	UiSignBanner	96	3.8版本七日签到				41902				True		
50105	2	UiSignBanner	97	3.8中秋三日签到				41903				True		
50106	2	UiSignBanner	98	【每次新建】v4.0新手日卡签到弹窗跳转								True		
50107	2	UiSignBanner	99	4.0版本七日签到				42953				True		
50108	2	UiSignBanner	100	4.0周年三日签到				42954				True		
50109	2	UiSignBanner	101	4.0双周签到				42955				True		
50110	2	UiSignBanner	102	4.1版本签到				43502				True		
50111	2	UiSignBanner	103	4.1元旦签到				43503				True		
50112	2	UiSignBanner	104	4.2版本签到				44551				True		
50113	2	UiSignBanner	105	4.2春节签到				44552				True		
50114	2	UiSignBanner	106	【每次新建】v4.2周卡签到弹窗跳转								True		
50115	2	UiSignBanner	107	4.3-4.4预热签到				45911				True		
50116	2	UiSignBanner	108	4.3版本签到				45110				True		
50117	2	UiSignBanner	109	4.4版本签到				46110				True		
50118	2	UiSignBanner	110	4.4劳动节签到				46111				True		
500	1	UiMedalUnlock		进入徽章解锁								True		
11	2	UiDrawGroup	1	研发系统								True		
21	4		2	回到主界面								True		
31	5		3									True		
41	1		4									True		
51	1		5									True		
12	2		6									True		
13	3		7									True		
23	1	UiFuben		进入副本			10101					True		
98	1	UiNewFuben		前往普通剧情								True		
100	3	UiNewFuben	10010101	前往普通剧情								True		
101	3	UiNewFuben	10010102	前往普通剧情								True		
102	3	UiNewFuben	10010103	前往普通剧情								True		
103	3	UiNewFuben	10010104	前往普通剧情								True		
104	3	UiNewFuben	10010201	前往普通剧情								True		
105	3	UiNewFuben	10010202	前往普通剧情								True		
106	1	UiCharacterSystemV2P6		前往穿戴			101				[0]	True		
107	1	UiCharacterSystemV2P6		前往强化			301				[0]	True		
108	3	UiNewFuben	10010203	前往普通剧情								True		
109	3	UiNewFuben	10010204	前往普通剧情								True		
110	3	UiNewFuben	10010301	前往普通剧情								True		
111	3	UiNewFuben	10010302	前往普通剧情								True		
112	1	UiCharacterSystemV2P6		前往穿戴			101				[0]	True		
113	1	UiCharacterSystemV2P6		前往强化			301				[0]	True		
114	3	UiNewFuben	10010303	前往普通剧情								True		
115	6	UiTask		前往任务							[1, 0, 0]	True		
116	1	UiCharacterSystemV2P6		前往强化成员			101				[0]	True		
117	3	UiNewFuben	10020101	前往普通剧情								True		
118	3	UiNewFuben	10020102	前往普通剧情								True		
119	3	UiNewFuben	10020103	前往普通剧情								True		
120	3	UiNewFuben	10020104	前往普通剧情								True		
121	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
122	1	UiCharacterSystemV2P6		前往升级成员			101				[0]	True		
123	3	UiNewFuben	10020201	前往普通剧情								True		
124	3	UiNewFuben	10020202	前往普通剧情								True		
125	3	UiNewFuben	10020203	前往普通剧情								True		
126	3	UiNewFuben	10020204	前往普通剧情								True		
127	6	UiTask		前往任务							[4]	True		
128	1	UiCharacterSystemV2P6		前往强化			301				[0]	True		
129	3	UiNewFuben	10020301	前往普通剧情								True		
130	3	UiNewFuben	10020302	前往普通剧情								True		
131	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
132	1	UiCharacterSystemV2P6		前往强化			301				[0]	True		
133	3	UiNewFuben	10020303	前往普通剧情								True		
134	6	UiTask		前往任务							[1, 0, 0]	True		
135	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
136	1	UiCharacterSystemV2P6		前往突破			301				[0]	True		
137	1	UiCharacterSystemV2P6		前往强化成员			101				[0]	True		
138	3	UiNewFuben	11010101	前往隐藏剧情			10102					True		
139	3	UiNewFuben	11010102	前往隐藏剧情			10102					True		
140	3	UiNewFuben	11010103	前往隐藏剧情			10102					True		
141	1	UiCharacterSystemV2P6		前往升级成员			101				[0]	True		
142	1	UiCharacterSystemV2P6		前往升级成员			101				[0]	True		
143	3	UiNewFuben	11010104	前往隐藏剧情			10102					True		
144	3	UiNewFuben	11010105	前往隐藏剧情			10102					True		
145	6	UiTask		前往任务							[1, 0, 0]	True		
146	1	UiCharacterSystemV2P6		前往强化成员			101				[0]	True		
147	3	UiNewFuben	10030101	前往普通剧情								True		
148	3	UiNewFuben	10030102	前往普通剧情								True		
149	3	UiNewFuben	10030103	前往普通剧情								True		
150	3	UiNewFuben	10030104	前往普通剧情								True		
151	1	UiCharacterSystemV2P6		前往强化			301				[0]	True		
152	1	UiCharacterSystemV2P6		前往强化			301				[0]	True		
153	3	UiNewFuben	10030201	前往普通剧情								True		
154	3	UiNewFuben	10030202	前往普通剧情								True		
155	3	UiNewFuben	10030203	前往普通剧情								True		
156	3	UiNewFuben	10030204	前往普通剧情								True		
157	1	UiCharacterSystemV2P6		前往突破			301				[0]	True		
158	1	UiCharacterSystemV2P6		前往突破			301				[0]	True		
159	3	UiNewFuben	10030301	前往普通剧情								True		
160	3	UiNewFuben	10030302	前往普通剧情								True		
161	3	UiNewFuben	10030303	前往普通剧情								True		
162	6	UiTask		前往任务							[1, 0, 0]	True		
163	1	UiCharacterSystemV2P6		前往升级成员			101				[0]	True		
164	1	UiCharacterSystemV2P6		前往升级成员			101				[0]	True		
165	1	UiCharacterSystemV2P6		前往强化成员			101				[0]	True		
166	3	UiNewFuben	11020101	前往隐藏剧情			10102					True		
167	3	UiNewFuben	11020102	前往隐藏剧情			10102					True		
168	3	UiNewFuben	11020103	前往隐藏剧情			10102					True		
169	3	UiNewFuben	11020104	前往隐藏剧情			10102					True		
170	1	UiCharacterSystemV2P6		前往升级成员			101				[0]	True		
171	1	UiCharacterSystemV2P6		前往强化			301				[0]	True		
172	3	UiNewFuben	11020105	前往普通剧情								True		
173	6	UiTask		前往任务							[1, 0, 0]	True		
174	1	UiCharacterSystemV2P6		前往强化成员			101				[0]	True		
175	3	UiNewFuben	10040101	前往普通剧情								True		
176	3	UiNewFuben	10040102	前往普通剧情								True		
177	3	UiNewFuben	10040103	前往普通剧情								True		
178	3	UiNewFuben	10040104	前往普通剧情								True		
179	1	UiCharacterSystemV2P6		前往突破			301				[0]	True		
180	1	UiCharacterSystemV2P6		前往突破			301				[0]	True		
