Id	Type	Model	Name	NameFrist	NameLast	HeadIcon	HeadRoundIcon	ExpFondleWidgetHeight	ExpDetailWidgetHeight	PutOnWidgetHight	DailogWidgetHight	DailogTouchHight	EffectWidgetHight	TouchWidgetHight	LoveType	LikeType	LikeCharIds	HateCharIds	LikePetIds	QuestAttrib
1061003	1	Assets/Product/Role/Room/Prefab/QR3ShenweiMd010011.prefab	神威 暗能	神威	暗能	Assets/Product/Texture/Image/Role/RoleHeadShenweiSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1031002, 1021001, 1011003]	[1011002]	[1001, 1002]	[2, 5, 6]
1031003	2	Assets/Product/Role/Room/Prefab/QR3LifuMd010011.prefab	丽芙 仰光	丽芙	仰光	Assets/Product/Texture/Image/Role/RoleHeadLifuSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3SSQ.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	1	[1021002, 1011003]		[1001, 1002]	[1, 3, 7]
1011003	1	Assets/Product/Role/Room/Prefab/QR3LiangMd010011.prefab	里 乱数	里	乱数	Assets/Product/Texture/Image/Role/RoleHeadLiSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadLi3SSQ.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	1	[1021002, 1031001, 1061003]		[1001, 1002]	[1, 3, 5]
1071003	2	Assets/Product/Role/Room/Prefab/QR3KalieninaMd010011.prefab	卡列尼娜 烬燃	卡列尼娜	烬燃	Assets/Product/Texture/Image/Role/RoleHeadKalieSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1031003, 1041002, 1291002]		[1001, 1002]	[2, 4, 5]
1051003	2	Assets/Product/Role/Room/Prefab/QR3YongyechaoMd010011.prefab	七实 脉冲	七实	脉冲	Assets/Product/Texture/Image/Role/RoleHeadYongyechaoSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1031003, 1041002]		[1001, 1002]	[2, 3, 5]
1021003	2	Assets/Product/Role/Room/Prefab/QR3LuxiyaMd010011.prefab	露西亚 深红之渊	露西亚	深红之渊	Assets/Product/Texture/Image/Role/RoleHeadluxiyaSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3SSQ.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3		[1021001, 1021002]		[1, 2, 4]
1081003	1	Assets/Product/Role/Room/Prefab/QR3DubianMd010011.prefab	渡边 夙星	渡边	夙星	Assets/Product/Texture/Image/Role/RoleHeadDubianSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2		[1041002]	[1001, 1002]	[4, 6]
1091002	2	Assets/Product/Role/Room/Prefab/QR2AilaMd010011.prefab	艾拉 溢彩	艾拉	溢彩	Assets/Product/Texture/Image/Role/RoleHeadAilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1011002, 1021001, 1031001]		[1001, 1002]	[5, 6]
90370	3	Assets/Product/Role/Room/Prefab/QR1GongjianMd010011.prefab	意识十 阿箭	阿箭	意识十	Assets/Product/Texture/Image/Role/RoleChangmaoQ.png	Assets/Product/Texture/Image/Role/RoleChangmao3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[90220]			
90220	3	Assets/Product/Role/Room/Prefab/QR1ChangmaoMd010011.prefab	意识十 阿枪	阿枪	意识十	Assets/Product/Texture/Image/Role/RoleChangQiangQ.png	Assets/Product/Texture/Image/Role/RoleChangQiang3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[90370]			
1041003	2	Assets/Product/Role/Room/Prefab/QR3BiankaMd010011.prefab	比安卡 真理	比安卡	真理	Assets/Product/Texture/Image/Role/RoleHeadBiankaSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1071002, 1071003]	[1081003, 1081002]		[1, 5, 7]
1111002	2	Assets/Product/Role/Room/Prefab/QR2SufeiyaMd010011.prefab	苏菲亚 银牙	苏菲亚	银牙	Assets/Product/Texture/Image/Role/RoleHeadSufeiyaQ.png	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2	[1011002, 1031001]			[3, 5]
81600	3	Assets/Product/Role/Room/Prefab/QR1LuolanMd010011.prefab	罗兰	罗兰		Assets/Product/Texture/Image/Role/RoleHeadLuolanQ.png	Assets/Product/Texture/Image/Role/RoleHeadLuolan3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2	[1021003, 1061002]			
81500	3	Assets/Product/Role/Room/Prefab/QR1PentujixieMd010011.prefab	喷涂机械	喷涂机械		Assets/Product/Texture/Image/Role/RoleHeadGuerQ.png	Assets/Product/Texture/Image/Role/RoleHeadGuer3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	3	[1091002]	[1011002]		
92030	3	Assets/Product/Role/Room/Prefab/QR1XiulijigongMd010011.prefab	修理机工	修理机工		Assets/Product/Texture/Image/Role/RoleHeadBanshouQ.png	Assets/Product/Texture/Image/Role/RoleHeadBanshou3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	1	[1111002]			
1121002	1	Assets/Product/Role/Room/Prefab/QR2KuluomuMd010011.prefab	库洛姆 弧光	库洛姆	弧光	Assets/Product/Texture/Image/Role/RoleHeadKulomuQ.png	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2	[1061003, 1061002]			[6, 7]
92670	3	Assets/Product/Role/Room/Prefab/QR1HuanMd010011.prefab	烟粉	烟粉		Assets/Product/Texture/Image/Role/RoleHeadHuanQ.png	Assets/Product/Texture/Image/Role/RoleHeadHuan3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2	[1091002, 1041003, 1041002]			
813000	3	Assets/Product/Role/Room/Prefab/QR1GuanjiaMd010011.prefab	蔷薇之剑	蔷薇之剑		Assets/Product/Texture/Image/Role/RoleHeadGuanjiaQ.png	Assets/Product/Texture/Image/Role/RoleHeadGuanjia3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1021001, 1031001, 1011002]			
1000000	5	Assets/Product/Role/Room/Prefab/QR1SailikaMd010011.prefab	赛利卡	赛利卡		Assets/Product/Texture/Image/Role/RoleHeadSailikaQ.png	Assets/Product/Texture/Image/Role/RoleHeadSailika3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2	[1041002, 1011002]	[1051003, 1071002]		
1021004	2	Assets/Product/Role/Room/Prefab/QR4LuxiyaMd010011.prefab	露西亚 鸦羽	露西亚	鸦羽	Assets/Product/Texture/Image/Role/RoleHeadR4LuxiyaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4Luxiya3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2	[1031001, 1011003]		[1001, 1002]	[1, 4, 6]
1131002	2	Assets/Product/Role/Room/Prefab/QR2WeilaMd010011.prefab	薇拉 瑰丽	薇拉	瑰丽	Assets/Product/Texture/Image/Role/RoleHeadWeilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadWeila3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2		[81600]		[1, 3]
1511003	6	Assets/Product/Role/Room/Prefab/QR2KamuMd010011.prefab	卡穆 狂犬	卡穆	狂犬	Assets/Product/Texture/Image/Role/RoleHeadKamuQ.png	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2	[1061002, 1061003]	[81600]		[1, 2, 6]
1141003	2	Assets/Product/Role/Room/Prefab/QR3LuosaitaMd010011.prefab	罗塞塔 凛冽	罗塞塔	凛冽	Assets/Product/Texture/Image/Role/RoleHeadLuosaitaQ.png	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1021004, 1011003, 1031001]	[1021003]		[1, 2, 5]
1521003	7	Assets/Product/Role/Room/Prefab/QR2QuMd010011.prefab	曲 雀翎	曲	雀翎	Assets/Product/Texture/Image/Role/RoleHeadQuQ.png	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	1	[1021004]	[1021003]		[1, 2, 7]
1161002	1	Assets/Product/Role/Room/Prefab/QR1ChangyuMd010011.prefab	常羽 游麟	常羽	游麟	Assets/Product/Texture/Image/Role/RoleHeadChangYuQ.png	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1031002, 1111002]			[2, 7]
837000	3	Assets/Product/Role/Room/Prefab/QR1AolajiangMd010011.prefab	鲨士碧儿	鲨士碧儿		Assets/Product/Texture/Image/Role/RoleHeadShashibierQ.png	Assets/Product/Texture/Image/Role/RoleHeadShashibier3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2	[1091002]			
1171003	2	Assets/Product/Role/Room/Prefab/QR3LunaMd010011.prefab	露娜 银冕	露娜	银冕	Assets/Product/Texture/Image/Role/RoleHeadLunaQ.png	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1021001, 1021003]			[1, 2, 4]
1181003	8	Assets/Product/Role/Room/Prefab/QR3TwobMd010011.prefab	2B	2B		Assets/Product/Texture/Image/Role/RoleHead2BQ.png	Assets/Product/Texture/Image/Role/RoleHead2B3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2	[1191003]			
1191003	8	Assets/Product/Role/Room/Prefab/QR3NinesMd010011.prefab	9S	9S		Assets/Product/Texture/Image/Role/RoleHead9SQ.png	Assets/Product/Texture/Image/Role/RoleHead9S3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1181003]	[1201003]		
1201003	8	Assets/Product/Role/Room/Prefab/QR3AtwoMd010011.prefab	A2	A2		Assets/Product/Texture/Image/Role/RoleHeadA2Q.png	Assets/Product/Texture/Image/Role/RoleHeadA23Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	1		[1191003]		
1211002	1	Assets/Product/Role/Room/Prefab/QR2WanshiMd010011.prefab	万事 明觉	万事	明觉	Assets/Product/Texture/Image/Role/RoleHeadWanShiQ.png	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1061002, 1061003, 1121002, 1511003]	[81600]	[1001, 1002]	[2, 3]
1531003	7	Assets/Product/Role/Room/Prefab/QR3SailinnaMd010011.prefab	赛琳娜 岚音	赛琳娜	岚音	Assets/Product/Texture/Image/Role/RoleHeadSaiLinNaQ.png	Assets/Product/Texture/Image/Role/RoleHeadSaiLinNa3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2	[1091002]	[81600]	[1001, 1002]	[3, 6, 7]
1121003	1	Assets/Product/Role/Room/Prefab/QR3KuluomuMd010011.prefab	库洛姆 荣光	库洛姆	荣光	Assets/Product/Texture/Image/Role/RoleHeadR3KuluomuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2	[1061003, 1061002, 1211002]			[1, 6, 7]
1221002	2	Assets/Product/Role/Room/Prefab/QR2TwentyoneMd010011.prefab	21号 XXI	21号	XXI	Assets/Product/Texture/Image/Role/RoleHead21HaoQ.png	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	1	[1131002]			[2, 6]
1131003	2	Assets/Product/Role/Room/Prefab/QR3WeilaMd010011.prefab	薇拉 绯耀	薇拉	绯耀	Assets/Product/Texture/Image/Role/RoleHeadR3WeilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2	[1221002]	[81600]		[2, 3, 6]
1541003	6	Assets/Product/Role/Room/Prefab/QR2LuolanMd010011.prefab	罗兰 戏炎	罗兰	戏炎	Assets/Product/Texture/Image/Role/RoleHeadR2LuolanQ.png	Assets/Product/Texture/Image/Role/RoleHeadR2Luolan3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	3	[1171003, 1021003]			[4, 5, 6]
1031004	2	Assets/Product/Role/Room/Prefab/QR4LifuMd010011.prefab	丽芙 极昼	丽芙	极昼	Assets/Product/Texture/Image/Role/RoleHeadR4LifuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1021004, 1011003]		[1001, 1002]	[2, 3, 7]
1531004	2	Assets/Product/Role/Room/Prefab/QR4SailinnaMd010011.prefab	赛琳娜 幻奏	赛琳娜	幻奏	Assets/Product/Texture/Image/Role/RoleHeadR3SailinnaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2	[1091002, 1531003]		[1001, 1002]	[2, 6, 7]
1551003	7	Assets/Product/Role/Room/Prefab/QR2PulaoMd010011.prefab	蒲牢 华钟	蒲牢	华钟	Assets/Product/Texture/Image/Role/RoleHeadPulaoQnew.png	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1161002, 1111002]		[1001, 1002]	[1, 4, 7]
1051004	2	Assets/Product/Role/Room/Prefab/QR4YongyechaoMd010011.prefab	七实 遥星之座	七实	遥星之座	Assets/Product/Texture/Image/Role/RoleHeadR5YongyechaoQ.png	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1021004, 1031004, 1041003]		[1001, 1002]	[2, 3, 4]
1561003	7	Assets/Product/Role/Room/Prefab/QR2HakamaMd010011.prefab	哈卡玛 隐星	哈卡玛	隐星	Assets/Product/Texture/Image/Role/RoleHeadHakamaQnew.png	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	1	[1051004, 1051003, 1051001]			[2, 4, 6]
1071004	2	Assets/Product/Role/Room/Prefab/QR4KalieninaMd010011.prefab	卡列尼娜 辉晓	卡列尼娜	辉晓	Assets/Product/Texture/Image/Role/RoleHeadR4KalieninaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	3	[1041002, 837000, 1291002]		[1001, 1002]	[1, 4, 5]
1571003	6	Assets/Product/Role/Room/Prefab/QR2NuoanMd010011.prefab	诺安 逆旅	诺安	逆旅	Assets/Product/Texture/Image/Role/RoleHeadNuoanQnew.png	Assets/Product/Texture/Image/Role/RoleHeadNuoan3Qnew.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2	[1081002, 1161002]		[1001, 1002]	[4, 6, 7]
1041004	2	Assets/Product/Role/Room/Prefab/QR4BiankaMd010011.prefab	比安卡 深痕	比安卡	深痕	Assets/Product/Texture/Image/Role/RoleHeadR4BiankaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4Bianka3Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1071002, 1071003, 1071004]	[1081003, 1081002]		[1, 5, 6]
1231002	2	Assets/Product/Role/Room/Prefab/QR2BangbinataMd010011.prefab	邦比娜塔 琉璃	邦比娜塔	琉璃	Assets/Product/Texture/Image/Role/RoleHeadR2Bangbinata1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Bangbinata2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1			[1001, 1002]	[1, 6]
1011004	1	Assets/Product/Role/Room/Prefab/QR4LiangMd010011.prefab	里 超刻	里	超刻	Assets/Product/Texture/Image/Role/RoleHeadR4Li1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Li2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	1	[1021004, 1031001]		[1001, 1002]	[1, 3, 6]
1091003	2	Assets/Product/Role/Room/Prefab/QR3AilaMd010011.prefab	艾拉 万华	艾拉	万华	Assets/Product/Texture/Image/Role/RoleHeadR3Aila1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Aila2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2	[1531003, 1531004, 1051004]		[1001, 1002]	[5, 6, 7]
1021005	2	Assets/Product/Role/Room/Prefab/QR5LuxiyaMd010011.prefab	露西亚 深红囚影	露西亚	深红囚影	Assets/Product/Texture/Image/Role/RoleHeadR5Luxiya1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR5Luxiya2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	3	[1171003]			[1, 2, 4]
1241002	2	Assets/Product/Role/Room/Prefab/QR2HanyingMd010011.prefab	含英 清商	含英	清商	Assets/Product/Texture/Image/Role/RoleHeadR2Hanying1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Hanying2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	3	[1551003]		[1001, 1002]	[2, 7]
1221003	2	Assets/Product/Role/Room/Prefab/QR3TwentyoneMd010011.prefab	21号 森息	21号	森息	Assets/Product/Texture/Image/Role/RoleHeadR3Twentyone1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Twentyone2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1131002, 1131003]			[3, 4, 6]
1251002	1	Assets/Product/Role/Room/Prefab/QR2NuoketiMd010011.prefab	诺克提 擎驱	诺克提	擎驱	Assets/Product/Texture/Image/Role/RoleHeadR2Nuoketi1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Nuoketi2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2		[1041002, 1041003, 1041004]		[1, 4]
1261003	2	Assets/Product/Role/Room/Prefab/QR3YalishaMd010011.prefab	亚里莎 回音	亚里莎	回音	Assets/Product/Texture/Image/Role/RoleHeadR3Yalisha1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Yalisha2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2				[3, 5, 6]
1271003	2	Assets/Product/Role/Room/Prefab/QR3LamiyaMd010011.prefab	拉弥亚 深谣	拉弥亚	深谣	Assets/Product/Texture/Image/Role/RoleHeadR3Lamiya1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Lamiya2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1171003]	[1131002, 1131003]		[2, 6, 7]
1281002	8	Assets/Product/Role/Room/Prefab/QR2BlackrockMd010011.prefab	BRS	BRS		Assets/Product/Texture/Image/Role/RoleHeadR2Blackrock1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Blackrock2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3				[1, 2]
1081004	1	Assets/Product/Role/Room/Prefab/QR4DubianMd010011.prefab	渡边 尘铭	渡边	尘铭	Assets/Product/Texture/Image/Role/RoleHeadR4Dubian1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Dubian2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2			[1001, 1002]	[3, 4, 7]
1521004	2	Assets/Product/Role/Room/Prefab/QR3QuMd010011.prefab	曲 启明	曲	启明	Assets/Product/Texture/Image/Role/RoleHeadR3Qu1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Qu2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	1	[1551003]			[1, 2, 7]
1291002	2	Assets/Product/Role/Room/Prefab/QR2BuouxiongMd010011.prefab	布偶熊 觅语	布偶熊	觅语	Assets/Product/Texture/Image/Role/RoleHeadR2Buouxiong1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Buouxiong2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1071002, 1071003, 1071004]			[3, 6]
1171004	2	Assets/Product/Role/Room/Prefab/QR4LunaMd010011.prefab	露娜 终焉	露娜	终焉	Assets/Product/Texture/Image/Role/RoleHeadR4Luna1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Luna2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1021003, 1021004, 1021005]			[1, 2, 4]
1301002	2	Assets/Product/Role/Room/Prefab/QR2BulijiteMd010011.prefab	布丽姬特 耀炎	布丽姬特	耀炎	Assets/Product/Texture/Image/Role/RoleHeadR2Bulijite1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Bulijite2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1				[3, 4]
1241003	2	Assets/Product/Role/Room/Prefab/QR3HanyingMd010011.prefab	含英 檀心	含英	檀心	Assets/Product/Texture/Image/Role/RoleHeadR3Hanying1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Hanying2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	3	[1551003]		[1001, 1002]	[2, 5, 7]
1211003	1	Assets/Product/Role/Room/Prefab/QR3WanshiMd010011.prefab	万事 明晰梦	万事	明晰梦	Assets/Product/Texture/Image/Role/RoleHeadR3Wanshi1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Wanshi2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1061002, 1061003, 1121002, 1511003]	[81600]	[1001, 1002]	[2, 3, 6]
1021006	2	Assets/Product/Role/Room/Prefab/QR6LuxiyaMd010011.prefab	露西亚 誓焰	露西亚	誓焰	Assets/Product/Texture/Image/Role/RoleHeadR6Luxiya1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR6Luxiya2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1031001, 1011004]		[1001, 1002]	[1, 4, 6]
1311002	2	Assets/Product/Role/Room/Prefab/QR2BazhiMd010011.prefab	八咫 徊闪	八咫	徊闪	Assets/Product/Texture/Image/Role/RoleHeadR2Bazhi1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Bazhi2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3			[1001, 1002]	[2, 6]
1051005	2	Assets/Product/Role/Room/Prefab/QR5YongyechaoMd010011.prefab	七实 芒星之迹	七实	芒星之迹	Assets/Product/Texture/Image/Role/RoleHeadR6Yongyechao1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR6Yongyechao2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1021006, 1031004, 1041003]		[1001, 1002]	[4, 5, 7]
