Id	CueSheetName	CueAwb	HasAwb
550000	External/Criware/BigWorld/Common/BW_amb_common.acb	External/Criware/BigWorld/Common/BW_amb_common.awb	True
550001	External/Criware/BigWorld/Common/BW_amb_lobby.acb	External/Criware/BigWorld/Common/BW_amb_lobby.awb	True
550002	External/Criware/BigWorld/Common/BW_amb_plaza.acb	External/Criware/BigWorld/Common/BW_amb_plaza.awb	True
550003	External/Criware/BigWorld/Common/BW_amb_dormroom.acb	External/Criware/BigWorld/Common/BW_amb_dormroom.awb	True
550004	External/Criware/BigWorld/Common/BW_amb_cafe.acb	External/Criware/BigWorld/Common/BW_amb_cafe.awb	True
550005	External/Criware/BigWorld/Common/BW_amb_club.acb	External/Criware/BigWorld/Common/BW_amb_club.awb	True
550006	External/Criware/BigWorld/Common/BW_g_SceneItem.acb	External/Criware/BigWorld/Common/BW_g_SceneItem.awb	True
550007	External/Criware/BigWorld/Common/BW_amb_datenight.acb	External/Criware/BigWorld/Common/BW_amb_datenight.awb	True
550008	External/Criware/BigWorld/Common/BW_amb_findsiyecao.acb	External/Criware/BigWorld/Common/BW_amb_findsiyecao.awb	True
550009	External/Criware/BigWorld/Common/BW_amb_mall.acb	External/Criware/BigWorld/Common/BW_amb_mall.awb	True
550011	External/Criware/BigWorld/Common/BW_amb_restaurant.acb	External/Criware/BigWorld/Common/BW_amb_restaurant.awb	True
550012	External/Criware/BigWorld/Common/BW_amb_suspense.acb	External/Criware/BigWorld/Common/BW_amb_suspense.awb	True
550013	External/Criware/BigWorld/Common/BW_amb_fireworks.acb	External/Criware/BigWorld/Common/BW_amb_fireworks.awb	True
550014	External/Criware/BigWorld/Common/BW_amb_art.acb	External/Criware/BigWorld/Common/BW_amb_art.awb	True
550015	External/Criware/BigWorld/Common/BW_amb_cinema.acb	External/Criware/BigWorld/Common/BW_amb_cinema.awb	True
550016	External/Criware/BigWorld/Common/BW_amb_garden.acb	External/Criware/BigWorld/Common/BW_amb_garden.awb	True
550017	External/Criware/BigWorld/Common/BW_amb_zone.acb	External/Criware/BigWorld/Common/BW_amb_zone.awb	True
550018	External/Criware/BigWorld/Common/BW_amb_airport.acb	External/Criware/BigWorld/Common/BW_amb_airport.awb	True
550020	External/Criware/BigWorld/Common/BW_amb_snow.acb	External/Criware/BigWorld/Common/BW_amb_snow.awb	True
550021	External/Criware/BigWorld/Common/BW_amb_Intersection_square.acb	External/Criware/BigWorld/Common/BW_amb_Intersection_square.awb	True
560000	External/Criware/BigWorld/Common/BW_g_ui.acb		
570000	External/Criware/BigWorld/Common/g_ingame_minigame_kafeiting.acb		
570001	External/Criware/BigWorld/Common/g_ingame_minigame_tiaotiaole.acb		
570002	External/Criware/BigWorld/Common/g_ingame_minigame_shangdianjie.acb		
570003	External/Criware/BigWorld/Common/g_ingame_minigame_drone.acb		
570004	External/Criware/BigWorld/Common/g_ingame_minigame_zhongpao.acb		
580000	External/Criware/BigWorld/Common/tlsg01_1001_A1_01.acb		
580001	External/Criware/BigWorld/Common/tlsg01_1001_A1_04.acb		
580002	External/Criware/BigWorld/Common/tlsg01_1001_A1_24.acb		
580003	External/Criware/BigWorld/Common/tlsg01_1001_B.acb	External/Criware/BigWorld/Common/tlsg01_1001_B.awb	True
580004	External/Criware/BigWorld/Common/tlsg01_1001_A1_07.acb		
580005	External/Criware/BigWorld/Common/tlsg01_1001_A1_1_02.acb	External/Criware/BigWorld/Common/tlsg01_1001_A1_1_02.awb	True
580006	External/Criware/BigWorld/Common/tlsg01_1001_A1_1_23.acb	External/Criware/BigWorld/Common/tlsg01_1001_A1_1_23.awb	True
580007	External/Criware/BigWorld/Common/tlsg01_1001_A1_1_22.acb	External/Criware/BigWorld/Common/tlsg01_1001_A1_1_22.awb	True
580008	External/Criware/BigWorld/Common/tlsg01_1001_A1_08.acb	External/Criware/BigWorld/Common/tlsg01_1001_A1_08.awb	True
580009	External/Criware/BigWorld/Common/tlsg01_1001_A1_14.acb	External/Criware/BigWorld/Common/tlsg01_1001_A1_14.awb	True
580010	External/Criware/BigWorld/Common/tlsg01_1001_A1_15.acb	External/Criware/BigWorld/Common/tlsg01_1001_A1_15.awb	True
580011	External/Criware/BigWorld/Common/tlsg01_1001_A1_29.acb	External/Criware/BigWorld/Common/tlsg01_1001_A1_29.awb	True
580012	External/Criware/BigWorld/Common/tlsg01_1001_A1_31.acb	External/Criware/BigWorld/Common/tlsg01_1001_A1_31.awb	True
580013	External/Criware/BigWorld/Common/tlsg02_1002_A02.acb	External/Criware/BigWorld/Common/tlsg02_1002_A02.awb	True
580014	External/Criware/BigWorld/Common/tlsg02_1002_A09.acb	External/Criware/BigWorld/Common/tlsg02_1002_A09.awb	True
580015	External/Criware/BigWorld/Common/tlsg02_1002_A12.acb	External/Criware/BigWorld/Common/tlsg02_1002_A12.awb	True
580016	External/Criware/BigWorld/Common/tlsg02_2009_A01.acb	External/Criware/BigWorld/Common/tlsg02_2009_A01.awb	True
580017	External/Criware/BigWorld/Common/tlsg02_2007_A01.acb	External/Criware/BigWorld/Common/tlsg02_2007_A01.awb	True
580018	External/Criware/BigWorld/Common/tlsg02_1002_B04.acb	External/Criware/BigWorld/Common/tlsg02_1002_B04.awb	True
580019	External/Criware/BigWorld/Common/tlsg02_1002_B06.acb	External/Criware/BigWorld/Common/tlsg02_1002_B06.awb	True
580020	External/Criware/BigWorld/Common/tlsg02_1002_B10.acb	External/Criware/BigWorld/Common/tlsg02_1002_B10.awb	True
580021	External/Criware/BigWorld/Common/tlsg02_1002_B11.acb	External/Criware/BigWorld/Common/tlsg02_1002_B11.awb	True
580022	External/Criware/BigWorld/Common/tlsg02_1002_B12.acb	External/Criware/BigWorld/Common/tlsg02_1002_B12.awb	True
580023	External/Criware/BigWorld/Common/tlsg02_2007_B01.acb	External/Criware/BigWorld/Common/tlsg02_2007_B01.awb	True
580024	External/Criware/BigWorld/Common/tlsg02_2007_B02.acb	External/Criware/BigWorld/Common/tlsg02_2007_B02.awb	True
580025	External/Criware/BigWorld/Common/tlsg02_2009_B01.acb	External/Criware/BigWorld/Common/tlsg02_2009_B01.awb	True
580026	External/Criware/BigWorld/Common/tlsg02_2009_B02.acb	External/Criware/BigWorld/Common/tlsg02_2009_B02.awb	True
580027	External/Criware/BigWorld/Common/tlsg02_300701.acb	External/Criware/BigWorld/Common/tlsg02_300701.awb	True
580028	External/Criware/BigWorld/Common/tlsg02_3012001.acb	External/Criware/BigWorld/Common/tlsg02_3012001.awb	True
510001	External/Criware/BigWorld/Common/ja/acsg01_1001.acb	External/Criware/BigWorld/Common/ja/acsg01_1001.awb	True
520001	External/Criware/BigWorld/Common/zh/acsg01_1001.acb	External/Criware/BigWorld/Common/zh/acsg01_1001.awb	True
530001	External/Criware/BigWorld/Common/ca/acsg01_1001.acb	External/Criware/BigWorld/Common/ca/acsg01_1001.awb	True
540001	External/Criware/BigWorld/Common/en/acsg01_1001.acb	External/Criware/BigWorld/Common/en/acsg01_1001.awb	True
510002	External/Criware/BigWorld/Common/ja/acsg01_2001.acb	External/Criware/BigWorld/Common/ja/acsg01_2001.awb	True
520002	External/Criware/BigWorld/Common/zh/acsg01_2001.acb	External/Criware/BigWorld/Common/zh/acsg01_2001.awb	True
530002	External/Criware/BigWorld/Common/ca/acsg01_2001.acb	External/Criware/BigWorld/Common/ca/acsg01_2001.awb	True
540002	External/Criware/BigWorld/Common/en/acsg01_2001.acb	External/Criware/BigWorld/Common/en/acsg01_2001.awb	True
510005	External/Criware/BigWorld/Common/ja/acsg01_2003.acb	External/Criware/BigWorld/Common/ja/acsg01_2003.awb	True
520005	External/Criware/BigWorld/Common/zh/acsg01_2003.acb	External/Criware/BigWorld/Common/zh/acsg01_2003.awb	True
530005	External/Criware/BigWorld/Common/ca/acsg01_2003.acb	External/Criware/BigWorld/Common/ca/acsg01_2003.awb	True
540005	External/Criware/BigWorld/Common/en/acsg01_2003.acb	External/Criware/BigWorld/Common/en/acsg01_2003.awb	True
510003	External/Criware/BigWorld/Common/ja/acsg01_4001.acb	External/Criware/BigWorld/Common/ja/acsg01_4001.awb	True
520003	External/Criware/BigWorld/Common/zh/acsg01_4001.acb	External/Criware/BigWorld/Common/zh/acsg01_4001.awb	True
530003	External/Criware/BigWorld/Common/ca/acsg01_4001.acb	External/Criware/BigWorld/Common/ca/acsg01_4001.awb	True
540003	External/Criware/BigWorld/Common/en/acsg01_4001.acb	External/Criware/BigWorld/Common/en/acsg01_4001.awb	True
510006	External/Criware/BigWorld/Common/ja/BW_g_ui_kuroro.acb	External/Criware/BigWorld/Common/ja/BW_g_ui_kuroro.awb	True
520006	External/Criware/BigWorld/Common/zh/BW_g_ui_kuroro.acb	External/Criware/BigWorld/Common/zh/BW_g_ui_kuroro.awb	True
530006	External/Criware/BigWorld/Common/ca/BW_g_ui_kuroro.acb	External/Criware/BigWorld/Common/ca/BW_g_ui_kuroro.awb	True
540006	External/Criware/BigWorld/Common/en/BW_g_ui_kuroro.acb	External/Criware/BigWorld/Common/en/BW_g_ui_kuroro.awb	True
510007	External/Criware/BigWorld/Common/ja/acsg01_guidevoice.acb	External/Criware/BigWorld/Common/ja/acsg01_guidevoice.awb	True
520007	External/Criware/BigWorld/Common/zh/acsg01_guidevoice.acb	External/Criware/BigWorld/Common/zh/acsg01_guidevoice.awb	True
530007	External/Criware/BigWorld/Common/ca/acsg01_guidevoice.acb	External/Criware/BigWorld/Common/ca/acsg01_guidevoice.awb	True
540007	External/Criware/BigWorld/Common/en/acsg01_guidevoice.acb	External/Criware/BigWorld/Common/en/acsg01_guidevoice.awb	True
510008	External/Criware/BigWorld/Common/ja/acsg01_Scenevoice.acb	External/Criware/BigWorld/Common/ja/acsg01_Scenevoice.awb	True
520008	External/Criware/BigWorld/Common/zh/acsg01_Scenevoice.acb	External/Criware/BigWorld/Common/zh/acsg01_Scenevoice.awb	True
530008	External/Criware/BigWorld/Common/ca/acsg01_Scenevoice.acb	External/Criware/BigWorld/Common/ca/acsg01_Scenevoice.awb	True
540008	External/Criware/BigWorld/Common/en/acsg01_Scenevoice.acb	External/Criware/BigWorld/Common/en/acsg01_Scenevoice.awb	True
510009	External/Criware/BigWorld/Common/ja/acsg01_SystemVoice.acb	External/Criware/BigWorld/Common/ja/acsg01_SystemVoice.awb	True
520009	External/Criware/BigWorld/Common/zh/acsg01_SystemVoice.acb	External/Criware/BigWorld/Common/zh/acsg01_SystemVoice.awb	True
530009	External/Criware/BigWorld/Common/ca/acsg01_SystemVoice.acb	External/Criware/BigWorld/Common/ca/acsg01_SystemVoice.awb	True
540009	External/Criware/BigWorld/Common/en/acsg01_SystemVoice.acb	External/Criware/BigWorld/Common/en/acsg01_SystemVoice.awb	True
510010	External/Criware/BigWorld/Common/ja/acsg01_Invitation_Li.acb	External/Criware/BigWorld/Common/ja/acsg01_Invitation_Li.awb	True
520010	External/Criware/BigWorld/Common/zh/acsg01_Invitation_Li.acb	External/Criware/BigWorld/Common/zh/acsg01_Invitation_Li.awb	True
530010	External/Criware/BigWorld/Common/ca/acsg01_Invitation_Li.acb	External/Criware/BigWorld/Common/ca/acsg01_Invitation_Li.awb	True
540010	External/Criware/BigWorld/Common/en/acsg01_Invitation_Li.acb	External/Criware/BigWorld/Common/en/acsg01_Invitation_Li.awb	True
510011	External/Criware/BigWorld/Common/ja/acsg01_Invitation_Liv.acb	External/Criware/BigWorld/Common/ja/acsg01_Invitation_Liv.awb	True
520011	External/Criware/BigWorld/Common/zh/acsg01_Invitation_Liv.acb	External/Criware/BigWorld/Common/zh/acsg01_Invitation_Liv.awb	True
530011	External/Criware/BigWorld/Common/ca/acsg01_Invitation_Liv.acb	External/Criware/BigWorld/Common/ca/acsg01_Invitation_Liv.awb	True
540011	External/Criware/BigWorld/Common/en/acsg01_Invitation_Liv.acb	External/Criware/BigWorld/Common/en/acsg01_Invitation_Liv.awb	True
510014	External/Criware/BigWorld/Common/ja/acsg01_5001.acb	External/Criware/BigWorld/Common/ja/acsg01_5001.awb	True
520014	External/Criware/BigWorld/Common/zh/acsg01_5001.acb	External/Criware/BigWorld/Common/zh/acsg01_5001.awb	True
530014	External/Criware/BigWorld/Common/ca/acsg01_5001.acb	External/Criware/BigWorld/Common/ca/acsg01_5001.awb	True
540014	External/Criware/BigWorld/Common/en/acsg01_5001.acb	External/Criware/BigWorld/Common/en/acsg01_5001.awb	True
510015	External/Criware/BigWorld/Common/ja/acsg01_1002.acb	External/Criware/BigWorld/Common/ja/acsg01_1002.awb	True
520015	External/Criware/BigWorld/Common/zh/acsg01_1002.acb	External/Criware/BigWorld/Common/zh/acsg01_1002.awb	True
530015	External/Criware/BigWorld/Common/ca/acsg01_1002.acb	External/Criware/BigWorld/Common/ca/acsg01_1002.awb	True
540015	External/Criware/BigWorld/Common/en/acsg01_1002.acb	External/Criware/BigWorld/Common/en/acsg01_1002.awb	True
510016	External/Criware/BigWorld/Common/ja/acsg03_drone.acb	External/Criware/BigWorld/Common/ja/acsg03_drone.awb	True
520016	External/Criware/BigWorld/Common/zh/acsg03_drone.acb	External/Criware/BigWorld/Common/zh/acsg03_drone.awb	True
530016	External/Criware/BigWorld/Common/ca/acsg03_drone.acb	External/Criware/BigWorld/Common/ca/acsg03_drone.awb	True
540016	External/Criware/BigWorld/Common/en/acsg03_drone.acb	External/Criware/BigWorld/Common/en/acsg03_drone.awb	True
510017	External/Criware/BigWorld/Common/ja/acsg03_pic.acb	External/Criware/BigWorld/Common/ja/acsg03_pic.awb	True
520017	External/Criware/BigWorld/Common/zh/acsg03_pic.acb	External/Criware/BigWorld/Common/zh/acsg03_pic.awb	True
530017	External/Criware/BigWorld/Common/ca/acsg03_pic.acb	External/Criware/BigWorld/Common/ca/acsg03_pic.awb	True
540017	External/Criware/BigWorld/Common/en/acsg03_pic.acb	External/Criware/BigWorld/Common/en/acsg03_pic.awb	True
510018	External/Criware/BigWorld/Common/ja/acsg03_3006.acb	External/Criware/BigWorld/Common/ja/acsg03_3006.awb	True
520018	External/Criware/BigWorld/Common/zh/acsg03_3006.acb	External/Criware/BigWorld/Common/zh/acsg03_3006.awb	True
530018	External/Criware/BigWorld/Common/ca/acsg03_3006.acb	External/Criware/BigWorld/Common/ca/acsg03_3006.awb	True
540018	External/Criware/BigWorld/Common/en/acsg03_3006.acb	External/Criware/BigWorld/Common/en/acsg03_3006.awb	True
510019	External/Criware/BigWorld/Common/ja/acsg03_3007.acb	External/Criware/BigWorld/Common/ja/acsg03_3007.awb	True
520019	External/Criware/BigWorld/Common/zh/acsg03_3007.acb	External/Criware/BigWorld/Common/zh/acsg03_3007.awb	True
530019	External/Criware/BigWorld/Common/ca/acsg03_3007.acb	External/Criware/BigWorld/Common/ca/acsg03_3007.awb	True
540019	External/Criware/BigWorld/Common/en/acsg03_3007.acb	External/Criware/BigWorld/Common/en/acsg03_3007.awb	True
510020	External/Criware/BigWorld/Common/ja/acsg03_3008.acb	External/Criware/BigWorld/Common/ja/acsg03_3008.awb	True
520020	External/Criware/BigWorld/Common/zh/acsg03_3008.acb	External/Criware/BigWorld/Common/zh/acsg03_3008.awb	True
530020	External/Criware/BigWorld/Common/ca/acsg03_3008.acb	External/Criware/BigWorld/Common/ca/acsg03_3008.awb	True
540020	External/Criware/BigWorld/Common/en/acsg03_3008.acb	External/Criware/BigWorld/Common/en/acsg03_3008.awb	True
510021	External/Criware/BigWorld/Common/ja/acsg03_3009.acb	External/Criware/BigWorld/Common/ja/acsg03_3009.awb	True
520021	External/Criware/BigWorld/Common/zh/acsg03_3009.acb	External/Criware/BigWorld/Common/zh/acsg03_3009.awb	True
530021	External/Criware/BigWorld/Common/ca/acsg03_3009.acb	External/Criware/BigWorld/Common/ca/acsg03_3009.awb	True
540021	External/Criware/BigWorld/Common/en/acsg03_3009.acb	External/Criware/BigWorld/Common/en/acsg03_3009.awb	True
510022	External/Criware/BigWorld/Common/ja/acsg03_3010.acb	External/Criware/BigWorld/Common/ja/acsg03_3010.awb	True
520022	External/Criware/BigWorld/Common/zh/acsg03_3010.acb	External/Criware/BigWorld/Common/zh/acsg03_3010.awb	True
530022	External/Criware/BigWorld/Common/ca/acsg03_3010.acb	External/Criware/BigWorld/Common/ca/acsg03_3010.awb	True
540022	External/Criware/BigWorld/Common/en/acsg03_3010.acb	External/Criware/BigWorld/Common/en/acsg03_3010.awb	True
510023	External/Criware/BigWorld/Common/ja/acsg03_3011.acb	External/Criware/BigWorld/Common/ja/acsg03_3011.awb	True
520023	External/Criware/BigWorld/Common/zh/acsg03_3011.acb	External/Criware/BigWorld/Common/zh/acsg03_3011.awb	True
530023	External/Criware/BigWorld/Common/ca/acsg03_3011.acb	External/Criware/BigWorld/Common/ca/acsg03_3011.awb	True
540023	External/Criware/BigWorld/Common/en/acsg03_3011.acb	External/Criware/BigWorld/Common/en/acsg03_3011.awb	True
510024	External/Criware/BigWorld/Common/ja/acsg03_3012.acb	External/Criware/BigWorld/Common/ja/acsg03_3012.awb	True
520024	External/Criware/BigWorld/Common/zh/acsg03_3012.acb	External/Criware/BigWorld/Common/zh/acsg03_3012.awb	True
530024	External/Criware/BigWorld/Common/ca/acsg03_3012.acb	External/Criware/BigWorld/Common/ca/acsg03_3012.awb	True
540024	External/Criware/BigWorld/Common/en/acsg03_3012.acb	External/Criware/BigWorld/Common/en/acsg03_3012.awb	True
510025	External/Criware/BigWorld/Common/ja/acsg03_3013.acb	External/Criware/BigWorld/Common/ja/acsg03_3013.awb	True
520025	External/Criware/BigWorld/Common/zh/acsg03_3013.acb	External/Criware/BigWorld/Common/zh/acsg03_3013.awb	True
530025	External/Criware/BigWorld/Common/ca/acsg03_3013.acb	External/Criware/BigWorld/Common/ca/acsg03_3013.awb	True
540025	External/Criware/BigWorld/Common/en/acsg03_3013.acb	External/Criware/BigWorld/Common/en/acsg03_3013.awb	True
510026	External/Criware/BigWorld/Common/ja/acsg03_SceneVoice.acb	External/Criware/BigWorld/Common/ja/acsg03_SceneVoice.awb	True
520026	External/Criware/BigWorld/Common/zh/acsg03_SceneVoice.acb	External/Criware/BigWorld/Common/zh/acsg03_SceneVoice.awb	True
530026	External/Criware/BigWorld/Common/ca/acsg03_SceneVoice.acb	External/Criware/BigWorld/Common/ca/acsg03_SceneVoice.awb	True
540026	External/Criware/BigWorld/Common/en/acsg03_SceneVoice.acb	External/Criware/BigWorld/Common/en/acsg03_SceneVoice.awb	True
