GroupId	CharacterId	GeneralSkillId	Name	Icon	BackGroundImage	ActivityTimeId	ActivityCondition	OpenCondition	PrefabName
1221003	1221003		森息	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Twentyone1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	17301	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1251002	1251002		擎驱	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Nuoketi1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png	18151	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1261003	1261003		回音	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Yalisha1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	35506	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1271003	1271003		深谣	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lamiya1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	20411	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1281002	1281002		BRS	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Blackrock1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png	21401	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1081004	1081004		尘铭	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Dubian1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	40301	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1521004	1521004		启明	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Qu1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	23901	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1291002	1291002		觅语	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Buouxiong1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png	24801	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1171004	1171004		终焉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luna1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	42404	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1301002	1301002		耀炎	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Bulijite1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png	26601	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
5001001		1	紊乱	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectGeneral.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectGeneral.png				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
5001002		2	焚烧	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectBurn.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectBurn.png				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
5001003		3	真意斩	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectSwordPower.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectSwordPower.png				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
5001004		4	电束	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectThunderShield.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectThunderShield.png				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
5001005		5	覆冰	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectFreeze.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectFreeze.png				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
5001006		6	黯衍	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectRadiate.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectRadiate.png				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
5001007		7	熠光	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectLightNoise.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeEffectLightNoise.png				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1241003	1241003		檀心	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Hanying1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	27920	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1211003	1211003		明晰梦	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Wanshi1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	28701	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1021006	1021006		誓焰	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Luxiya1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	29601	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1311002	1311002		徊闪	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Bazhi1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png	30601	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1051005	1051005		芒星之迹	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Yongyechao1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	32701	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1321003	1321003		幻日	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Cibeizhe1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	33301	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1331003	1331003		谬影	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Lilith1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	34801	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1531005	1531005		希声	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Sailinna1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	35501	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1341002	1341002		破晓	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Jietawei1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png	36601	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1351003	1351003		维吉尔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Weijier1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	38301	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1361003	1361003		但丁	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Danding1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	38301	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1131004	1131004		灼惘	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Weila1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	37801	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1041005	1041005		晖暮	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Bianka1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	39705	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1371002	1371002		裁律	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Xiezou1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png	40901	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1381003	1381003		铮骨	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Weiluonika1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	41808	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1031005	1031005		霁梦	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Lifu1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	42911	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1291003	1291003		骇影	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Buouxiong1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	43911	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1141004	1141004		极锋	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luosaita1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	44704	[100000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1391003	1391003		不明	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luosaita1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	45301	[200000]		Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
