Id	GroupID	Name	RecommendLevel	Order	Type	ConditionId	ShowPass	Ico	TrialID	TrialStatus	SingStageId	MultStageId	SingleDescription	MultDescription	DetailBackGroundIco	TimeId	HeadIcon	ChapterIcon	HelpCourseId	SkillExplainId	StarDesc	StarReward	SpinePath	FashionId
48	14	罗塞塔	70	1040	2	[30499]	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenrenma1.png				30030207		不消耗体力\n难度值：5000	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenrenma1.png	-1								
49	14	噩梦罗塞塔	80	1041	2	[30499]	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenrenma2.png				30030208		不消耗体力\n难度值：6500	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenrenma2.png	-1								
50	14	梦魇罗塞塔	80	1042	2	[30499]	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenrenma3.png				30030209		不消耗体力\n难度值：8000	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenrenma3.png	-1								
57	15	梦魇加百列	80	1028	2	[30499]	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenJjiabailie1.png				30030214		不消耗体力\n难度值：8000	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenJjiabailie1.png	-1				1	['通过关卡', '待重启角色不超过2人', '无进入待重启状态角色']	1		
58	18	荆棘火		100	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLunaSpecial1.png			30101001		不消耗体力\n没有人知道露娜怀着怎样的心情为自己制作了这身涂装，萤色的荆棘如同永不消失的枷锁般缠绕，低语。“愿磷火从荆棘里出来，愿叛道之人受火焚烧。”		Assets/Product/Texture/Image/BgCg/Cghb009.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luna1Sp.png							6000804
59	18	纺光同尘		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLiuguangMarried.png			30101003		不消耗体力\n 希冀着被采撷的初绽花蕾，希求着能被察觉的、不会输给任何人的心意，纺光同尘，如梭岁月，这幅身姿便是为此而存在的。		Assets/Product/Texture/Image/BgCg/Cghb011.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Lifu6S.png							6310205
60	18	天赐恩典		102	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenZhenliMarried.png			30101002		不消耗体力\n 作为圣职者的她曾目送无数生命踏入神圣的殿堂。而作为构造体的她，从未想过自己也能穿上相类的服装，沐浴在圣光之下，在繁花的簇拥与夏虫的鸣贺之中，与君携手。		Assets/Product/Texture/Image/BgCg/Cghb010.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadQu6.png							6410306
61	18	红绡春榭		100	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenQuQipao.png			30101005		不消耗体力\n\n明媚鲜妍多有时，春归锦庭自芳菲。\n纹样优雅，还原了传统织金工艺的材质仍旧承自古法。\n尽管能够换上这套涂装的机会并不多，可她依然想要让人看到，“万世铭”中不可缺少的一部分。		Assets/Product/Texture/Image/BgCg/Cghb012.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Bianka8SS.png							6000705
62	18	末世绀华		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBaimaoSpecial1.png			30101006		不消耗体力\n\n在一切结束之后，世界的喧闹戛然而止。\n最终与你相遇的她，终于从一切命运的棘刺中挣脱，归于洁白。\n接下来的时间……只属于你们。		Assets/Product/Texture/Image/BgCg/Cghb013.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luxiya8SS.png						Assets/Product/Ui/Spine/Luxiya-Skin-Qingrenjie/SpineLuxiyaSkin_ShiWan.prefab	6210307
63	18	旌风雪冠		100	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLuosaitaSpecial1.png			30101004		不消耗体力\n\n即便万物静默不语，她手中闪烁着寒雪之光的长枪也不会放下。\n守卫、拯救与矜贵的誓言便是她向世界交付的答案。\n于霜雪之中向您致敬，第一位发觉她傲立于此的……因缘之人。		Assets/Product/Texture/Image/BgCg/Cghb014.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLuosaita6.png							6000505
64	18	荣勋典范		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenKuluomuSpecial2.png			30101007		不消耗体力\n\n法奥斯优秀毕业生的定做制服，贴身却不阻碍行动，华贵却不张扬，适用于出席多种场合。胸前沉淀的纯金挂链时刻警醒着装者肩负起精英的使命，将荣誉与责任挂在心头，成为引领众人的光荣典范。		Assets/Product/Texture/Image/BgCg/Cghb015.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu7.png							6001404
65	18	街头红芒		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLunaBadgirl.png			30101011		不消耗体力\n\n以年少轻狂为主要理念设计的涂装，服饰上下彰显着孤狼少女的叛逆与自我。光是穿着这身立在街口，仿佛就能释放出一股生人勿近的气场。		Assets/Product/Texture/Image/BgCg/Cghb016.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luna2Sp.png							6000805
66	18	长夜魅影		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenKuluomuSpecial3.png			30101022		不消耗体力\n\n在黑夜中畅饮一杯鲜红，众生也为他献上赞歌。虽已无法拥抱光明，但他仍会在黑暗中默默守护着你。		Assets/Product/Texture/Image/BgCg/Cghb021.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu8.png							6001405
67	18	雪豹之契		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenKareninaSpecial.png			30101023		不消耗体力\n\n“指挥官，有......有什么吩……啊啊！为什么我还得做这个！？”虽然此时少女的眼中闪烁着羞怒，但她的獠牙永远只会为保护同伴呲露。即使是为了任务而伪装的短暂工作依旧会全力以赴，当然，最重要的顾客也不会让给任何人。		Assets/Product/Texture/Image/BgCg/Cghb022.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kalienina8.png							6710308
68	18	春围巡狩		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBiancaTiger.png			30101025		不消耗体力\n\n灵感来自数千年前皇家春猎的古老仪典，融合传统弓射服饰设计，尽显贵族风韵。鸣镝离弦，以神祇之声击破禁锢世界的灾厄与苦痛，渡春意回归。		Assets/Product/Texture/Image/BgCg/Cghb024.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Bianka9SS.png							6410307
69	18	扬威虎将		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenKamuiTiger.png			30101026		不消耗体力\n\n得闻虎将啸前军，重剑轻飞万人敌。为契合使用者张扬的性格，使用了多种大胆的纹印符号。焕然一新的装扮仿佛使其获得了东方神兽的神秘力量，显得更加威风凛凛，活力四射。		Assets/Product/Texture/Image/BgCg/Cghb023.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadShenwei9SS.png							6610307
70	18	撷影迷情		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLiang.png			30101027		不消耗体力\n\n以魔术掩饰早已准备好的特殊回礼，繁复的技巧捧出绯红的真心，纵使众人因戏法演绎的绚烂惊叹不已，魔术师的目光仅会为心中唯一的观众而停留。 现在，他已将回应交予你的手心。		Assets/Product/Texture/Image/BgCg/Cghb025.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Li8SS.png							6110307
71	18	赤锦洄梦		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenPulaoIdol.png			30101029		不消耗体力\n\n根据蒲牢叙述的一次梦境来复原的涂装。在叙述过程中，蒲牢热情地演绎了茶房伙计、卖酸梅汤的老大爷，以及热情推销这套衣装给她的店主。诸如“叉烧包好食！”和“着起呢件衫你真系成个偶像一样！”等话语，在蒲牢的倾情再现后，便时时回响在大家的意识海里。		Assets/Product/Texture/Image/BgCg/Cghb026.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadPulao6.png							6002005
72	18	绯澜盛律		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenVelaSummer.png			30101030		不消耗体力\n\n将装甲减少到了最低限度，以确保她能够在音乐的盛会里追逐浪花。但本人似乎更倾向于背靠遮阳伞的阴影，尽情欣赏你在人潮中束手无措的样子。并在合适的时机发出呼唤：“指挥官，帮我把那个拿过来。”作为奖励，她会允许你共享遮阳伞下不怎么宽敞的空间。		Assets/Product/Texture/Image/BgCg/Cghb029.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weila7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion1.png						6001605
73	18	逐魇幽芒		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenSuperBiancaBan.png			30101032		不消耗体力\n\n驱魔者的提灯在胸前常亮，淬银的利剑倒映清丽的脸庞。碧色的眼瞳追逐着旧日之影，在幽邃之境的终点，她终将得知何为真相。		Assets/Product/Texture/Image/BgCg/Cghb027.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Bianka7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion2.png						6002504
74	18	尼刻US1000		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenSuperLuoziNikki.png			30101033		不消耗体力\n\n“动力系统确认，风速平衡确认，GPS调整完毕……那么，你愿意成为我的幸运之神，和我一起获得这次胜利吗？”		Assets/Product/Texture/Image/BgCg/Cghb030.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luosaita7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion3.png						6000506
75	18	余暇沐日		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenKuromuIvy.png			30101037		不消耗体力\n\n虽然并非出行的提议者，但他仍然安排了一场称得上完美的行程。夜色渐临，路灯之下他挥手致意，微笑伴以晚风将为约定画上句号。在告别之前，轻轻将他快要滑落的围巾拢紧——做好了一切准备的周密者，未曾料想过自己会因为你的随手之举而短暂失措。		Assets/Product/Texture/Image/BgCg/Cghb031.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kuluomu9.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion4.png						6001406
76	18	苍空炽月		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLunaMis.png			30101040		苍月的幻想封缄伪神的恩典，只因其蔑视腐朽的生命，无需白昼为她加冕，破碎倒塌的神殿遗迹在她的挥手间重新筑起，重回世间的旅人啊，是否看到了她眼中转瞬即逝的光明？		Assets/Product/Texture/Image/BgCg/Cghb032.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luna7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion5.png						6000806
77	18	晴喻天音		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenSelenaWitch.png			30101039		昼观朝露，夜望繁星，春涉江雪，秋抚落英。\n无人知晓的深山神殿，静候日出的少女于雨幕之中独自演奏。\n与天穹相伴，与四季为伍，将残存的碎片紧握手中。\n即使距离愈加遥远，即使被世界待以沉默，少女也会为她所思念之人虔诚祈福。\n笛声起，雨渐隐，初晓至，铃音鸣。\n晴天之后，又会是百花盛开的季节。		Assets/Product/Texture/Image/BgCg/Cghb033.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Sailinna7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion6.png						6001905
78	18	蚩龙渊渺		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBetaInk.png			30101043		"""霹雳昼射蛟螭渊,妖星夜落蚩尤躔。\n同行、牺牲、背叛……即使舍弃了诸多过往，旅人仍将一路行来的记忆錾刻于身，繁复的纹样述说着上古之战的历史，于她而言，这是“他们”存在过的证明。\n历史变为传说，神话被传承讲述，如今独自流浪的她，眼中映出的又会是怎样的世界？"""		Assets/Product/Texture/Image/BgCg/Cghb036.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion9.png						6002904
79	18	晓兔阗春		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenKareninaQipao.png			30101042		新晓辞旧岁，卯兔携春归。		Assets/Product/Texture/Image/BgCg/Cghb034.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Kalienina6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion7.png						6002305
80	18	冥夜日冕		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenVeraPharaoh.png			30101045		她如煌煌烈阳，逐光展旗，照亮幽邃深沉的天幕。她如冥域之风，呼啸苍穹，宣示生死界限的真谕。她是众神的先锋，是英灵的终点，是静候长夜的神祇。当太阳落下，圣鹮展翼之时，面对她的邀请，你是否愿意同行，去见证那永无止境的远征，守护你们共同铭刻的誓言？		Assets/Product/Texture/Image/BgCg/Cghb037.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weila8.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion10.png						6001606
81	18	罪誓茜羽		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBinLu40K.png			30101046		在深沉的黑夜背向神明，以生命咏唱禁忌的咒语，燃烧的烛影间摇曳着熟悉的少女的面庞，即使曾历经长久的别离，彼此的契约与誓言终将点亮失落的记忆，遗失之物也会被尽数寻回。 “……谨遵黯红之契，前来履约。”		Assets/Product/Texture/Image/BgCg/Cghb038.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luxiya9.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion11.png						6210406
82	18	末世绀华		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBaimaoSpecial1.png			30101048		不消耗体力\n\n在一切结束之后，世界的喧闹戛然而止。\n最终与你相遇的她，终于从一切命运的棘刺中挣脱，归于洁白。\n接下来的时间……只属于你们。		Assets/Product/Texture/Image/BgCg/Cghb013.jpg	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luxiya8SS.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion12.png					Assets/Product/Ui/Spine/Luxiya-Skin-Qingrenjie/SpineLuxiyaSkin_ShiWan.prefab	6210307
83	18	长夜瞭望		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBinEchoPolice.png			30101049		不消耗体力\n\n白昼之光，岂知夜色之深。		Assets/Product/Texture/Image/BgCg/Cghb040.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Yalisha5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion13.png						6003304
84	18	海渊殊色		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFUubenBinRenYu.png			30101053		不消耗体力\n\n有人说她是海妖，有人说她是守护神，有人说饮下她的眼泪不仅可以治愈一切疾病，还能获得悠久的生命。无数探险者为了她的眼泪踏上旅途……可是，她为什么会流泪呢?		Assets/Product/Texture/Image/BgCg/Cghb044.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lamiya5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion14.png						6003404
85	18	破夜极星		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLeibaimaoLiandong.png			30101055		不消耗体力\n\n手中的星芒穿过黑暗，自纯白色的光线中开拓出极昼。行走在自由边界之人亮出她崭新的刀刃——她的身影，步伐与火光于耀眼极星的淬炼中再次诞生。		Assets/Product/Texture/Image/BgCg/Cghb045.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion18.png						6002905
86	18	竞跃纷斓		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenWanHuaDianWan.png			30101056		不消耗体力\n\n“战场的基调绝不是黑白灰！”少女的每一次跃动，都将是这场战斗游戏中的最强指令。		Assets/Product/Texture/Image/BgCg/Cghb047.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Aila5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion19.png						6002805
87	18	灰翎飞翩		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBingQuBlack.png			30101058		不消耗体力\n\n坠入漆黑的无垠之梦，换上灰色雀羽编织而成的晚礼服，在氤氲的氛围中拥抱瑰丽幻象，于温柔乡逝去之前轻吟旧日之歌。		Assets/Product/Texture/Image/BgCg/Cghb048.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Qu5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion20.png						6003704
88	18	朽骨回生		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLei21GuoFeng.png			30101059		不消耗体力\n\n“她着一袭白裳，拍拍旁边的招幌，上面写着四个大字‘妙手回春’，原来这位便是坊间传说中那位大名鼎鼎的再世华佗……”——节选自《空都话本》		Assets/Product/Texture/Image/BgCg/Cghb050.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Twentyone5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion21.png						6003105
89	18	弥月寒调		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenChaolunaBansheng.png			30101061		不消耗体力\n\n终末的银月编织出银砂洒下的夜晚，少女轻盈地勾勒出纯白色的世界，将此夜的喧嚣涤净。		Assets/Product/Texture/Image/BgCg/Cghb054.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luna5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion22.png						6003904
90	18	绛龙佑岁		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLeibaimaoGuoFeng.png			30101062		不消耗体力\n\n剑刃以绛龙之姿出鞘，迅如雷霆的身形破开朔气，御龙而出，她的身影所过之处，春日复苏，大地万象更新。		Assets/Product/Texture/Image/BgCg/Cghb053.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion23.png						6002906
91	18	赤红璨焰		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBiankaChimo.png			30101064		不消耗体力\n\n以此剑身焚灭戴罪之魂；长杖涤净不息之影。异端之血晕染她的一袭白袍，如焰火赤红的双翼，为罪孽鸣奏镇魂的终章。		Assets/Product/Texture/Image/BgCg/Cghb055.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Bianka9.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion24.png						6002506
92	18	瑶云流华		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenHanYingDunHuang.png			30101066		不消耗体力\n\n她以流云作裳，轻奏琵琶，翩然于此尘世渺远，弦声似来自蜃楼幻景，引人随这曼舞踏入千年旧梦。		Assets/Product/Texture/Image/BgCg/Cghb056.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Hanying5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion25.png						6004104
93	18	暮色黯星		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenHuiYinMuSe.png			30101067		不消耗体力\n\n暮色群星下的少女用低语祷告，搭箭上弦，她以夜星化作的洁白弓矢驱散迷雾，同身后殉道者的魂灵灭除迷途之人的荆棘。		Assets/Product/Texture/Image/BgCg/Cghb057.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Yalisha6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion26.png						6003305
94	18	稚眠绒狼		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFuben21HaoTongMeng.png			30101068		不消耗体力\n\n蜷进蜜糖般的梦，探险家追寻着气球踏入乐园，花车和热气球在她灵动的身影旁招摇而过，追赶到摩天轮下的她停下脚步，决定将海盐冰淇淋作为下一个狩猎目标。		Assets/Product/Texture/Image/BgCg/Cghb058.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Twentyone6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion27.png						6003106
95	18	滨海涟漪		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenAiLaYongZhuang.png			30101069		不消耗体力\n\n她笔下绘出金黄色的海岸，又画上一道绚丽的虹彩，夏日阳光的拥抱下，手边汽水打开的声音也带着欢悦，与她一起晕染起又一个夏天。		Assets/Product/Texture/Image/BgCg/Cghb059.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Aila6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion28.png						6002806
96	18	光耀颂赞		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLuciaBansheng.png			30101071		不消耗体力\n\n若黑暗化作不醒的长梦又该将如何？且让一声鸦鸣撕心裂肺铸就她的赞歌。等火光耀眼刺破天际灰线，直至烈焰将罪土灼烧殆尽，此刻黎明披身，荣光沐盛。		Assets/Product/Texture/Image/BgCg/Cghb060.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Luxiya5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion29.png						6004304
97	18	罡炁祛祟		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenKareninaSpecial2.png			30101075		不消耗体力\n\n七月十五，地官赦罪。\n夜晚清风吹过，身着道袍的少女沿古道前行。今夜狱门洞开，有后人祭祀的受香火供养，无主无依的徘徊寻觅食物。少女摇动清铃，设膳施孤，超度无依之魂归于安宁。但总有些怨念不愿退散，想要危害人间，每次遇上，她必定怒笑抡锤。\n“不识好歹，看姑奶奶这就送你魂飞魄散！”		Assets/Product/Texture/Image/BgCg/Cghb064.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Kalienina8.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion32.png						6002307
98	18	甜莓绯轮		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenSuperNanamiBansheng.png			30101076		不消耗体力\n\n斜晖匿入夜幕，与城市告别，万束霓虹苏醒的时刻，女孩悄然登上冰场，她剥开糖果包装，踏着轱轱的轮声，将喧嚣与烦恼甩在身后，逆着时间的方向，疾驰启程。		Assets/Product/Texture/Image/BgCg/Cghb067.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Yongyechao5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion33.png						6004504
99	18	逐孽游骑		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenSuperDubianQishi.png			30101077		不消耗体力\n\n他的身体在黄沙浸染中变得模糊，胸前无从辨别来历的徽记同样如这遗弃之土般黯淡无光，自我放逐的游荡者利刃出鞘，此地唯有恶徒存驻，片刻之后，他们眼中只留下恐惧与绝望。		Assets/Product/Texture/Image/BgCg/Cghb066.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Dubian5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion34.png						6003605
100	18	御衡圣翼		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBridgetBansheng.png			30101079		不消耗体力\n\n苍茫薄暮，天边微微泛起星光。女神端坐山巅，饶有兴致地凭眺汪洋，在那清幽的眸底，一叶孤帆从风暴冲出，满舵转航，驶向远方……她莞然浅笑，挥动起了手中的画笔，记叙下了又一位英雄的史诗。		Assets/Product/Texture/Image/BgCg/Cghb068.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Cibeizhe5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion36.png						6004604
