Id	Type	Params	Formula	Desc
50001028	10101003	[30050101]		完成漫纪任务「庆典邀约·露西亚」后可接取任务
50001029	10101003	[30060101]		露西亚选项1
50001030	10101003	[30060102]		露西亚选项2
50001031	10101003	[30060103]		露西亚选项3
50001032	10101003	[30070101]		布偶熊选项1
50001033	10101003	[30070102]		布偶熊选项2
50001034	10101003	[30070103]		布偶熊选项3
50001035	10101003	[30080101]		薇拉选项1
50001036	10101003	[30080102]		薇拉选项2
50001037	10101003	[30080103]		薇拉选项3
50001038	10101003	[30090101]		比安卡选项1
50001039	10101003	[30090102]		比安卡选项2
50001040	10101003	[30090103]		比安卡选项3
50001041	10101003	[30100101]		罗塞塔选项1
50001042	10101003	[30100102]		罗塞塔选项2
50001043	10101003	[30100103]		罗塞塔选项3
50001044	10101003	[30110101]		万事选项1
50001045	10101003	[30110102]		万事选项2
50001046	10101003	[30110103]		万事选项3
50001047	10101003	[30120101]		里选项1
50001048	10101003	[30120102]		里选项2
50001049	10101003	[30120103]		里选项3
50001050	10101003	[30130101]		阿西莫夫选项1
50001051	10101003	[30130102]		阿西莫夫选项2
50001052	10101003	[30130103]		阿西莫夫选项3
50001500	10101001	[2002]		完成引航任务「逸时邀约」可解锁
50001501	10101003	[10010125]		完成阶段1可解锁
50001502	10101003	[10010144]		完成阶段2可解锁
50001503	10101003	[10010155]		完成阶段3可解锁
50001504	10101003	[10010163]		完成阶段4可解锁
50001505	10101003	[20030112]		推进漫纪任务「咖啡因难题」可解锁
50001506	10101003	[20010112]		推进漫纪任务「商业露天广场开发计划」可解锁
50001511	10101003	[2002014]		推进引航任务「逸时邀约」可解锁
50001551	10101	[40]		指挥官等级到达40级
50002001			50002002|50002003	完成「邀约任务」的任意结局可解锁前置任务「星海漂流的祝愿」
50002002	10101007	[1, 1, 2, 3, 4]		【对玩家不可见】完成任意邀约任务可解锁
50002003	10101008	[1001, 1]		【对玩家不可见】bool值1001设置为true
50002004	10101003	[20120107]		推进漫纪任务「星海漂流的祝愿」可解锁
50002005	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002006			50002007|50002008	完成「邀约任务」的任意结局
50002007	10101007	[1, 1, 2, 3, 4]		【对玩家不可见】完成任意邀约任务可解锁
50002008	10101008	[1002, 1]		【对玩家不可见】bool值1002设置为true
50002009	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002010	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002011	10101007	[1, 1, 2, 3, 4]		【对玩家不可见】【无人机玩法提前解锁FinishCondition】完成任意邀约任务
50002012	10101007	[1, 1, 2, 3, 4]		【对玩家不可见】【拍照玩法提前解锁FinishCondition】完成任意邀约任务
50002013	10101007	[1, 1, 2, 3, 4]		完成「邀约任务」的任意结局可解锁
50002014	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002015	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002016	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002017	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002018	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002019	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002020	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002021	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002022	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002023	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002024	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002025	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002026	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002027	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002028	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002029	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002030	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002031	10204001	[101, 1021]		【对玩家不可见】【接取任务前置条件】完成第一关无人机
50002032	10101007	[1, 1, 2, 3, 4]		【对玩家不可见】【接取任务前置条件】完成任意邀约任务
50002033	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002034	10187	[1, 200255]		【对玩家不可见】已完成强引导id 200255，用于完成1.5历程任务第一个StepObj
50002035	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002036	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002037	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002038	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002039	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002040	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002041	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002042	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002043	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002044	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002045	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002046	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002047	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002048	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002049	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002050	10101001	[2002]		【空花1.5测试占位】完成漫纪任务「逸时邀约」可解锁
50002051	10101001	[7001]		完成引航任务「向着未启之美」可解锁
50002052	10101001	[7001]		完成引航任务「向着未启之美」可解锁
50002053	10101001	[2002]		完成引航任务「逸时邀约」可解锁
50003001	10101003	[20130108]		推进「镜头下的意志」可解锁
50003002	10101003	[20130304]		推进「镜头下的意志」可解锁
50003003	10101003	[20110106]		推进「镜头下的意志」可解锁
50003101	10101003	[20140504]		推进「镜头下的意志」可解锁
50003102	10101003	[70010108]		【对玩家不可见】【解锁空花1.5Pin点】完成StepObj70010102
50010000	10187	[1, 200100]		【引导】已完成日志历程引导200100
50010001	10101002	[200201]		【引导】完成第一个剧情对话
50010002	10101003	[2002038]		【引导】完成历程日志引导前置流程
50010003	10101003	[2002044]		【引导】完成拍照引导流程前置流程
50010004	10187	[1, 200002]		【引导】已完成引导200002
50010005	10187	[1, 200003]		【引导】已完成引导200003
50010006	10203002	[1001, 1]		【引导】咖啡厅当前位于关卡1001的时段1
50010007	10187	[1, 200201]		【引导】已完成引导200201
50010008	10203002	[1001, 2]		【引导】咖啡厅当前位于关卡1001的时段2
50010009	10203002	[1001, 3]		【引导】咖啡厅当前位于关卡1001的时段3
50010010	10187	[1, 200102]		【引导】已完成照片墙历程引导200102
50010011	10187	[1, 200103]		【引导】已完成拍照历程引导200103
50010012	10187	[1, 200101]		【引导】已完成地图历程引导200101
50010013	10203001	[1001, 1]		【引导】咖啡厅已通关关卡1001
50010014	10203002	[1002, 1]		【引导】咖啡厅当前位于关卡1002的时段1
50010015	10203002	[1003, 1]		【引导】咖啡厅当前位于关卡1003的时段1
50010016	10203002	[1004, 1]		【引导】咖啡厅当前位于关卡1004的时段1
50010017	10203002	[1004, 3]		【引导】咖啡厅当前位于关卡1004的时段3
50010018	10203002	[1005, 1]		【引导】咖啡厅当前位于关卡1005的时段1
50010019	10203001	[1006, 1]		【引导】咖啡厅已通关关卡1006
50010020	10203002	[2001, 1]		【引导】咖啡厅当前位于关卡2001的时段1
50010021	10202022	[0]		【引导】商业街当前是准备界面
50010022	10202022	[1]		【引导】商业街当前是游玩界面
50010023	10202021	[1, 1]		【引导】商业街当前位于1-1
50010024	10202023	[1]		【引导】商业街当前存在小费气泡
50010025	10202023	[2]		【引导】商业街当前存在反馈气泡
50010026	10202021	[1, 2]		【引导】商业街当前位于1-2
50010027	10202021	[1, 3]		【引导】商业街当前位于1-3
50010028	10187	[1, 200236]		【引导】已完成商业街引导200236
50010029	10202021	[2, 1]		【引导】商业街当前位于2-1
50010030	10202021	[2, 2]		【引导】商业街当前位于2-2
50010031	10202021	[3, 1]		【引导】商业街当前位于3-1
50010032	10187	[1, 200241]		【引导】已完成商业街引导200241
50010033	10202021	[3, 0]		【引导】商业街当前位于第三关任意轮次
50010034	10202025	[2, 25]		【引导】商业街当前满意度大于等于25
50010035	10187	[1, 200243]		【引导】已完成商业街引导200243
50010036	10202026	[1]		【引导】商业街当前存在突发事件
50010037	10202027	[1]		【引导】商业街当前为常规促销
50010038	10187	[1, 200246]		【引导】已完成商业街引导200246
50010039	10202021	[4, 1]		【引导】商业街当前位于4-1
50010040	10202021	[5, 0]		【引导】商业街当前位于第五关任意轮次
50010041	10202024	[2, 50]		【引导】商业街当前金币大于等于50
50010042	10202003	[0, 122]		【引导】商业街当前未建造辅助机体验
50010043	10202003	[0, 121]		【引导】商业街当前未建造弈智桌游店
50010044	10202003	[0, 131]		【引导】商业街当前未建造蔻屿鲜花
50010045	10202003	[0, 112]		【引导】商业街当前未建造茵泰百货
50010046	10101	[1]		指挥官等级达到1
50010047	10202003	[1, 111]		【引导】商业街当前已建造梵希食品
50010048	10101001	[7001]		【引导】完成引航任务「向着未启之美」
50010101	10187	[1, 200255]		【空花1.5测试占位】【完成强引导】完成空花新闻强引导
50010102	10187	[1, 200256]		【空花1.5测试占位】【完成强引导】完成1.5期历程日志+邀约强引导
50010201	10101003	[20120107]		【空花1.5测试占位】【强引导触发】无人机强引导触发（完成前置剧情StepObj）
50010202	10101003	[20110105]		【空花1.5测试占位】【强引导触发】拍照玩法强引导触发（完成前置剧情StepObj）
50010301	10101003	[20110106]		【拍照引导1】
50010302	10101003	[20130104]		【拍照引导2】
50010303	10101003	[20130108]		【拍照引导3】
50010304	10101003	[20130304]		【拍照引导4】
50010401	10204001	[104, 1041]		【无人机玩法】完成第一章的最后一关
50010402	10204001	[204, 2041]		【无人机玩法】完成第二章的最后一关
50010403	10204001	[303, 3031]		【无人机玩法】完成第三章的最后一关
50010404	10204001	[403, 4031]		【无人机玩法】完成第四章的最后一关
50010405	10101003	[20120107]		推进漫纪任务「星海漂流的祝愿」可解锁
50010406	10101003	[20120109]		推进漫纪任务「星海漂流的祝愿」可解锁
50010407	10101003	[20120113]		推进漫纪任务「星海漂流的祝愿」可解锁
50010408	10101003	[20120115]		推进漫纪任务「星海漂流的祝愿」可解锁
50010409	10101003	[70010107]		【地图功能】1.5历程任务推进至到达1.5场景
50010410	10101001	[7001]		【邀约功能】1.5历程任务完成后解锁
50010411	10187	[0, 200261]		【引导】未完成无人机第一个引导（用于屏蔽无人机关卡内的引导）
