Id	Stacked	Tag	Duration	Rare	BuffIds	EffectIds	Icon	Name	Desc	EffectDesc	ShowLabels	ShowScores	ActualScores
4106	1			1	[52125, 52126]		Assets/Product/Texture/Image/IconTools/IconActivityConsume2023001.png	萤火虫玩具	因为工作而不能带孩子去田间看萤火虫的家长，放弃午休拼尽全力制作的小玩具。	<color=#a46800>石油</color>的生产效率<color=#FF0000>+5%</color>；主城≥5级时，额外<color=#FF0000>+8%</color>	[3]	{3: 150}	{3: 0}
4107			2	1	[100011, 100012, 100013]		Assets/Product/Texture/Image/IconTools/IconRift007.png	“种子”—废弃	从许愿井获得的神奇物品，精灵叫它“种子”。难不成她来自什么发达的外星文明吗？	下季度开始时<b>所有商品</b>的库存数量增加10%，并在生效后的下个回合将自身销毁	[5]		
4108				1	[58005]		Assets/Product/Texture/Image/IconTools/IconDormSummerWater001.png	饮水机	不是没队要，只是饮水机太温暖	城邦每个星级提供<color=#a46800>椰子</color>生产效率<color=#FF0000>+2%</color>	[1]	{1: 100}	{1: 0}
4109				1	[58006]		Assets/Product/Texture/Image/IconTools/IconDormForestChair002.png	树墩子	伐伐伐伐木工~	城邦每个星级提供<color=#a46800>木材</color>生产效率<color=#FF0000>+2%</color>	[2]	{2: 100}	{2: 0}
4110				1	[58007]		Assets/Product/Texture/Image/IconTools/IconDormBasistrays001.png	石油管道	左耳朵进，右耳朵出	城邦每个星级提供<color=#a46800>石油</color>生产效率<color=#FF0000>+2%</color>	[3]	{3: 100}	{3: 0}
4200				2	[54001, 54002, 54003]		Assets/Product/Texture/Image/IconTools/IconRestaurantJiasu01.png	加速熊玩偶	能让时间过得更快的奇妙玩偶，适合不想上班的人	<b>所有商品</b>的生产效率<color=#FF0000>+20%</color>	[4]	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
4201				2	[54004, 54005, 54006]		Assets/Product/Texture/Image/IconTools/IconErtongjie002.png	商会定制糖果	集市入口发放的糖果，购物的人因为吃了糖果心情变好，而加大了消费力度	<b>所有商品</b>的售价<color=#FF0000>+20%</color>	[4]	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
4202				2	[54010]		Assets/Product/Texture/Image/IconTools/IconDuanwujie003.png	节日礼盒	节日限定礼盒，一盒有4个粽子，虽然价格昂贵，但绝对是过节回家最好的伴手礼。	<color=#a46800>椰子</color>的生产效率<color=#FF0000>+25%</color>，但售价<color=#16D100>-10%</color>	[1]	{1: 150}	{1: 0}
4203				2	[54011]		Assets/Product/Texture/Image/IconTools/IconDormTheaterDrum001.png	战鼓	只是放着就可以加快生产线的运输效率，如果敲响起来，更能让人工作速度增加。	<color=#a46800>木材</color>的生产效率<color=#FF0000>+25%</color>，但售价<color=#16D100>-10%</color>	[2]	{2: 150}	{2: 0}
4204				2	[54012]		Assets/Product/Texture/Image/IconTools/IconRestaurantItem05.png	加班券	家长只要使用这张券，周末就可以去加班而不用陪孩子出去玩，但应该没人会使用吧。	<color=#a46800>石油</color>的生产效率<color=#FF0000>+25%</color>，但售价<color=#16D100>-10%</color>	[3]	{3: 150}	{3: 0}
4205				2	[54013]		Assets/Product/Texture/Image/IconTools/IconTheatre09.png	破旧的骑士剑	在部分人群中畅销的剑，看起来饱经战斗，但请注意，红色的部分是染料而不是血。	<color=#a46800>椰子</color>的生产效率<color=#FF0000>+15%</color>，且售价<color=#FF0000>+2</color>	[1]	{1: 250}	{1: 0}
4206				2	[54014]		Assets/Product/Texture/Image/IconTools/IconDormNuoanTelescope001.png	观星者望远镜	只依靠太阳供能就能持续工作的高级望远镜，别太在意望远镜为什么需要供能。	<color=#a46800>木材</color>的生产效率<color=#FF0000>+15%</color>，且售价<color=#FF0000>+1</color>	[2]	{2: 250}	{2: 0}
4207				2	[54015]		Assets/Product/Texture/Image/IconTools/IconTheatre07.png	秘密诗篇	据说是一本藏有秘密的诗集，只要破解就能知道作者关于这个世界的一切理解。	<color=#a46800>石油</color>的生产效率<color=#FF0000>+15%</color>，且售价<color=#FF0000>+4</color>	[3]	{3: 250}	{3: 0}
4210	1			2	[54022]		Assets/Product/Texture/Image/IconTools/IconActivityConsume2024001.png	神奇海螺	为什么不问问神奇的海螺呢？	<b>所有商品</b>的售价波动上限<color=#FF0000>+5%</color>，且下限<color=#FF0000>+5%</color>	[4]	{1: 100, 2: 100, 3: 100}	{1: 0, 2: 0, 3: 0}
4211	1			2	[54023]		Assets/Product/Texture/Image/IconTools/IconDormSkuluomuTelescope001.png	远见牌望远镜	知名的老商人演讲时教育新商人们要有远见，当天望远镜就在市场卖脱销了。	<b>所有商品</b>的售价波动上限<color=#FF0000>+15%</color>，但下限<color=#16D100>-8%</color>	[4]	{1: 100, 2: 100, 3: 100}	{1: 0, 2: 0, 3: 0}
4212				2	[54025, 54026]		Assets/Product/Texture/Image/IconTools/IconRestaurantItem01.png	熊猫套餐	对于小孩子来说或许有点幼稚，但对于成年人来说却刚刚好的美味。	<color=#a46800>椰子</color>、<color=#a46800>木材</color>的生产暴击概率<color=#FF0000>+5%</color>	[1, 2]	{1: 100, 2: 100}	{1: 0, 2: 0}
4213				2	[54026, 54027]		Assets/Product/Texture/Image/IconTools/IconTheatre08.png	超越羁绊之诗	一张普通的乐谱，记载了一首从诗朗诵开始的曲子。	<color=#a46800>木材</color>、<color=#a46800>石油</color>的生产暴击概率<color=#FF0000>+5%</color>	[2, 3]	{2: 100, 3: 100}	{2: 0, 3: 0}
4214				2	[54025, 54027]		Assets/Product/Texture/Image/IconTools/IconEquipAwake9992.png	保存罐	研究人员们常用的溶剂保存罐之一，因为防潮性能良好，也会被部分人拿来当盐罐。	<color=#a46800>椰子</color>、<color=#a46800>石油</color>的生产暴击概率<color=#FF0000>+5%</color>	[1, 3]	{1: 100, 3: 100}	{1: 0, 3: 0}
4215				2	[54028, 54029]		Assets/Product/Texture/Image/IconTools/IconFubenYuanxiao2.png	加热装置	食物都先热热再吃啊！	<color=#a46800>椰子</color>、<color=#a46800>木材</color>的销售暴击概率<color=#FF0000>+5%</color>	[1, 2]	{1: 100, 2: 100}	{1: 0, 2: 0}
4216				2	[54029, 54030]		Assets/Product/Texture/Image/IconTools/IconActivityConsume2007002.png	奇特骰子	“我骰出了1，大成功！”“再强调一下，我们是在玩DND”	<color=#a46800>木材</color>、<color=#a46800>石油</color>的销售暴击概率<color=#FF0000>+5%</color>	[2, 3]	{2: 100, 3: 100}	{2: 0, 3: 0}
4217				2	[54028, 54030]		Assets/Product/Texture/Image/IconTools/IconActivityConsume2029001.png	开樱商会信物	以商会名中的樱字为形象，制作出来的花瓣信物，持有它即可获得该商会的帮助。	<color=#a46800>椰子</color>、<color=#a46800>石油</color>的销售暴击概率<color=#FF0000>+5%</color>	[1, 3]	{1: 100, 3: 100}	{1: 0, 3: 0}
4218	1			2	[54031]		Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2101005.png	福袋	以促销为卖点、其中包含未知产品的销售方式，但谁都知道卖家是不会亏钱的。	<b>所有商品</b>的最终售价额外<color=#FF0000>+4</color>，此售价加成可以暴击	[4]	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
4219				2	[58102]		Assets/Product/Texture/Image/IconTools/IconDormMayPosters001.png	签名剧照	黄金时代某知名演员的亲笔签名剧照，应该可以拿来忽悠人帮你建两套房子。	免费建造次数<color=#FF0000>+2</color>	[5]		
4220	1			2	[58106, 58107]		Assets/Product/Texture/Image/IconTools/IconDormMooncake002.png	豆沙月饼	豆沙馅月饼才好吃，五仁真的不行	<b>所有商品</b>销售暴击效果<color=#FF0000>+40%</color>，但销售暴击率<color=#16D100>-20%</color>	[4]	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
4221	1			2	[58108, 58109]		Assets/Product/Texture/Image/IconTools/IconDormMooncake005.png	五仁月饼	五仁馅月饼才好吃，豆沙真的不行	<b>所有商品</b>销售暴击效果<color=#16D100>-40%</color>，但销售暴击率<color=#FF0000>+20%</color>	[4]	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
4222	1			2	[58110, 58112, 58114]		Assets/Product/Texture/Image/IconTools/E2SwordaxeMd020011.png	盾斧	一口气上吧~	每隔3个季度，销售收入最多的商品售价在本回合<color=#FF0000>+30%</color>	[5]		
4223	1			2	[58117]		Assets/Product/Texture/Image/IconTools/E2WandMd020011.png	法杖	免责声明：不是购买法杖并使用就可以释放魔法，请勿因此投诉。	单季度出售商品获得超过<color=#FF0000>5w</color>金贝后，<b>所有商品</b>最终售价额外永久<color=#FF0000>+3</color>（只触发一次）	[5]	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
4224	1			2	[58118, 58120, 58122]		Assets/Product/Texture/Image/IconTools/IconFangKuai08.png	了转反	负负得正了属于是	商品价格波动<color=#FF0000>不大于0</color>时，该商品生产效率<color=#FF0000>+15%</color>	[5]		
4225	1			2	[58124, 58126, 58128]		Assets/Product/Texture/Image/IconTools/IconFangKuai04.png	正停了	正正还是得正，没想到吧	商品价格波动<color=#FF0000>大于0</color>时，该商品销售暴击<color=#FF0000>+10%</color>	[5]		
4226	1			2	[58130]		Assets/Product/Texture/Image/IconTools/QSailika.png	霸王吧唧	你们找空花秘书和我天空霸主有什么关系？	同时销售超过<color=#FF0000>2种</color>商品时，其中随机一种商品售价<color=#FF0000>+30%</color>	[5]		
4227	1			2	[58131]		Assets/Product/Texture/Image/IconTools/IconDormQR0ShaojiejipaoMd010011.png	杂鱼的塑像	强大的效果往往伴随着代价，你还记得上一季度生产了什么吗？	生产上一季度<color=#FF0000>未生产</color>的商品时，生产效率<color=#FF0000>+40%</color>	[5]		
4305	1			2	[51101]		Assets/Product/Texture/Image/IconTools/IconDormHakamaCabinet001.png	果蔬来喽	啊哈哈哈，新鲜的果蔬来喽~	<color=#a46800>椰子</color>每有1%生产暴击概率加成（不计算商品基础属性），其生产效率<color=#FF0000>+0.5%</color>	[1]	{1: 200}	{1: 0}
4306	1			2	[51104]		Assets/Product/Texture/Image/IconTools/IconActivityConsume2101002.png	复合零件	品相完美的机械零件，要是金子做的就更完美了。	<color=#a46800>木材</color>每有1%生产暴击概率加成（不计算商品基础属性），其生产效率<color=#FF0000>+0.5%</color>	[2]	{2: 200}	{2: 0}
4307	1			2	[51107]		Assets/Product/Texture/Image/IconTools/IconActivityPointQuest2006001.png	九龙玉佩	精致的九龙玉佩，由九龙工匠仙人纯手工打造——这是原件的山寨品。	<color=#a46800>石油</color>每有1%生产暴击概率加成（不计算商品基础属性），其生产效率<color=#FF0000>+0.5%</color>	[3]	{3: 200}	{3: 0}
4308	1			2	[51119]		Assets/Product/Texture/Image/UiRestaurant/UiRestaurantFood21.png	有机蔬果	新鲜绿色纯天然，有机营养无公害。——加上这串文本，就能卖出高价。	<color=#a46800>椰子</color>每有1%销售暴击概率加成（不计算商品基础属性），其售价<color=#FF0000>+0.5%</color>	[1]	{1: 200}	{1: 0}
4309	1			2	[51120]		Assets/Product/Texture/Image/UiSweep/UiSweepImg3.png	蓄能立方	这类商品以前有个更通俗易懂一点的名字，叫做“电池”。	<color=#a46800>木材</color>每有1%销售暴击概率加成（不计算商品基础属性），其售价<color=#FF0000>+0.5%</color>	[2]	{2: 200}	{2: 0}
4310	1			2	[51121]		Assets/Product/Texture/Image/IconTools/E3ClaymoreMd100011.png	咸鱼突刺	抽象艺术和行为艺术也是艺术！	<color=#a46800>石油</color>每有1%销售暴击概率加成（不计算商品基础属性），其售价<color=#FF0000>+0.5%</color>	[3]	{3: 200}	{3: 0}
4311				2	[51110]		Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem001.png	黄金糕手	油炸至金黄的手状年糕，据说会有人驱车几百公里慕名而来品尝。	每级主城等级会使<color=#a46800>椰子</color>的生产效率<color=#FF0000>+5%</color>	[1]	{1: 200}	{1: 0}
4312				2	[51111]		Assets/Product/Texture/Image/IconTools/IconParentPiece02.png	时序零件	青春零件会梦到古代机械巨人吗？	每级主城等级会使<color=#a46800>木材</color>的生产效率<color=#FF0000>+5%</color>	[2]	{2: 200}	{2: 0}
4313				2	[51112]		Assets/Product/Texture/Image/IconTools/IconDormHaiwaiPicture002.png	蒙娜利卡	传说中的美人天空霸主的真迹，年代已不可考。	每级主城等级会使<color=#a46800>石油</color>的生产效率<color=#FF0000>+5%</color>	[3]	{3: 200}	{3: 0}
4314	1			2	[51112]		Assets/Product/Texture/Image/IconTools/IconDormHaiwaiPicture002.png	道具占位	道具占位	每级主城等级会使<color=#a46800>石油</color>的生产效率<color=#FF0000>+5%</color>			
4315	1			2	[51102, 51105, 51108]		Assets/Product/Texture/Image/IconTools/IconFubenYuanxiao5.png	工业神油	也叫润滑油，可以让生产设备越转越顺。	获取本秘藏后，每经过1季度，<b>所有商品</b>的生产效率<color=#FF0000>+5%</color>	[4]	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
4316	1			2	[58101]		Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem011.png	存储硬件	虽然听起来很高端，但它其实就是个容量很大的u盘。	购买区域时获得<color=#FF0000>15%</color>折扣	[5]		
4317				2	[58103]		Assets/Product/Texture/Image/IconTools/E1SwordMd020011.png	太刀	不是，哥们，这玩意跟<color=#a46800>椰子</color>有什么关系？	城邦每个星级提供<color=#a46800>椰子</color>售价<color=#FF0000>+3%</color>	[1]	{1: 150}	{1: 0}
4318				2	[58104]		Assets/Product/Texture/Image/IconTools/E2CuttingMd010011.png	锯子	是，哥们，它可以用来砍柴。	城邦每个星级提供<color=#a46800>木材</color>售价<color=#FF0000>+3%</color>	[2]	{2: 150}	{2: 0}
4319				2	[58105]		Assets/Product/Texture/Image/IconTools/E1SleeveMd030011.png	聚能炮	不！哥们！<color=#a46800>石油</color>应该远离火源！	城邦每个星级提供<color=#a46800>石油</color>售价<color=#FF0000>+3%</color>	[3]	{3: 150}	{3: 0}
4320	1			2	[58132]		Assets/Product/Texture/Image/IconTools/IconAreaWar01.png	橙坷垃	有了橙坷垃，<color=#a46800>椰子</color>亩产一亿八千八	每累计生产<color=#FF0000>500</color>个<color=#a46800>椰子</color>，<color=#a46800>椰子</color>生产效率<color=#FF0000>+10%</color>，最高<color=#FF0000>+50%</color>	[1]	{1: 350}	{1: 0}
4321	1			2	[58133]		Assets/Product/Texture/Image/IconTools/IconFangKuai07.png	冰	闪现向前可以加快伐木效率	每累计生产<color=#FF0000>1000</color>个<color=#a46800>木材</color>，<color=#a46800>木材</color>生产效率<color=#FF0000>+10%</color>，最高<color=#FF0000>+50%</color>	[2]	{2: 350}	{2: 0}
4322	1			2	[58134]		Assets/Product/Texture/Image/IconTools/IconPlanet01.png	美丽金块	<color=#a46800>石油</color>就是金子，金子就是<color=#a46800>石油</color>	每累计生产<color=#FF0000>100</color>个<color=#a46800>石油</color>，<color=#a46800>石油</color>生产效率<color=#FF0000>+10%</color>，最高<color=#FF0000>+50%</color>	[3]	{3: 350}	{3: 0}
4323	1			2	[58135]		Assets/Product/Texture/Image/IconTools/IconWeakSsbr05.png	一“头”鲨鲨	已经没什么好怕的了	每累计销售<color=#FF0000>500</color>个<color=#a46800>椰子</color>，<color=#a46800>椰子</color>售价<color=#FF0000>+10%</color>，最高<color=#FF0000>+50%</color>	[1]	{1: 350}	{1: 0}
4324	1			2	[58136]		Assets/Product/Texture/Image/IconTools/IconPokemonXianjingrenou01.png	先哲的玩偶	我最好的朋友	每累计销售<color=#FF0000>1000</color>个<color=#a46800>木材</color>，<color=#a46800>木材</color>售价<color=#FF0000>+10%</color>，最高<color=#FF0000>+50%</color>	[2]	{2: 350}	{2: 0}
4325	1			2	[58137]		Assets/Product/Texture/Image/IconTools/IconFubenYuanxiao4.png	魔法少女棒	奇迹和魔法都是存在的	每累计销售<color=#FF0000>100</color>个<color=#a46800>石油</color>，<color=#a46800>石油</color>售价<color=#FF0000>+10%</color>，最高<color=#FF0000>+50%</color>	[3]	{3: 350}	{3: 0}
4400				3	[55001]		Assets/Product/Texture/Image/IconTools/IconRegressionCoin.png	加急订单	我知道你很急，但是你先别急，因为急也没用，反正总之别急。	<b>所有商品</b>的生产效率<color=#FF0000>+30%</color>	[4]	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
4401				3	[55002]		Assets/Product/Texture/Image/UiFubenYureYuandan/IconDice01.png	珐琅玉梅	哪里贵了，这么多年都是这个价格。	<b>所有商品</b>的售价<color=#FF0000>+30%</color>	[4]	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
4402	1			3	[58203]		Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardGameItem03.png	无界之瓶	高维空间才存在的瓶子，十分震撼人心，以至于大家都没发现你在偷偷砍价。	购买区域时获得<color=#FF0000>30%</color>折扣	[5]		
4403				3	[55004]		Assets/Product/Texture/Image/IconTools/IconDormMooncake001.png	莲蓉月饼	其实莲蓉月饼才是最好吃的！	<b>所有商品</b>的生产暴击概率<color=#FF0000>+10%</color>	[4]	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
4404	1			3	[55005]		Assets/Product/Texture/Image/IconTools/UiLivWarmItem02.png	绝版贝壳	编号00001的绝版贝壳，批发价出售了——	<b>所有商品</b>的销售暴击概率<color=#FF0000>+10%</color>	[4]	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
4405				3	[55006]		Assets/Product/Texture/Image/UiRestaurant/UiRestaurantFood41.png	鲨示椰椰	QQNeNe好喝到咩噗鲨示椰椰~	<color=#a46800>椰子</color>的生产效率<color=#FF0000>+8%</color>，售价<color=#FF0000>+8%</color>，生产暴击概率<color=#FF0000>+5%</color>，销售暴击概率<color=#FF0000>+5%</color>	[1]	{1: 300}	{1: 0}
4406				3	[55007]		Assets/Product/Texture/Image/IconTools/ItGuildConsume02.png	试作零件FT-01	被施加了神奇的魔法，无法从外侧打开进行拆解。	<color=#a46800>木材</color>的生产效率<color=#FF0000>+8%</color>，售价<color=#FF0000>+8%</color>，生产暴击概率<color=#FF0000>+5%</color>，销售暴击概率<color=#FF0000>+5%</color>	[2]	{2: 300}	{2: 0}
4407				3	[55008]		Assets/Product/Texture/Image/IconTools/IconDormMayDrums001.png	架子鼓	口头禅是“哈？”的传奇鼓手留下的架子鼓，据说会自动循环演奏《春日》。	<color=#a46800>石油</color>的生产效率<color=#FF0000>+8%</color>，售价<color=#FF0000>+8%</color>，生产暴击概率<color=#FF0000>+5%</color>，销售暴击概率<color=#FF0000>+5%</color>	[3]	{3: 300}	{3: 0}
4408				3	[55009]		Assets/Product/Texture/Image/UiFingerGuessing/UiFingerGuessingImg6.png	护心镜	不是照骨镜噢，里面看不到帅哥美女的。	<b>所有商品</b>的售价波动上限<color=#FF0000>+15%</color>，且下限<color=#FF0000>+15%</color>	[4]	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
4410				3	[55011]		Assets/Product/Texture/Image/IconTools/UiDragPuzzleItem08.png	“命运”	命运今晚留下来~	<b>所有商品</b>的售价波动上限<color=#FF0000>+50%</color>，但下限<color=#16D100>-30%</color>	[4]	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
4411				3	[55012]		Assets/Product/Texture/Image/IconTools/IconFubenYuanxiao1.png	“神灯”	许下愿望向神灯祈祷，回应你的只有涨价的消息。	<b>所有商品</b>的最终售价额外<color=#FF0000>+8</color>，此售价加成可以暴击	[4]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4412	1			3	[58213]		Assets/Product/Texture/Image/IconTools/ItFool02.png	B.O.O.M.	南无加特林菩萨，爆爆爆爆爆爆爆。	同时销售<color=#FF0000>3种</color>商品时，其中随机一种商品销售暴击<color=#FF0000>+100%</color>	[5]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4413	1			3	[58214]		Assets/Product/Texture/Image/IconTools/IconDormQR0QishiMd010011.png	先哲的塑像	强大的效果往往没有代价，如果有代价说明还不够强大。	生产上一季度<color=#FF0000>未生产</color>的商品时，生产暴击<color=#FF0000>+100%</color>	[5]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4414	1			3	[58219]		Assets/Product/Texture/Image/IconTools/Qshashibier.png	鲨鲨吧唧	超究极无敌稀有隐藏罕见珍贵款式，要虔心斋戒三天才能开出来。	每过<color=#FF0000>3</color>回合，<b>所有商品</b>的生产暴击<color=#FF0000>+100%</color>	[4]	{1: 600, 2: 600, 3: 600}	{1: 0, 2: 0, 3: 0}
4415	1			3	[58204, 58205, 58206]		Assets/Product/Texture/Image/IconTools/IconRift010.png	五星勋章	知名评论家大麦克评价道：非常好勋章，使我当上五星下士。	<b>所有商品</b>波动上限锁定为<color=#FF0000>50%</color>	[5]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4501				3	[50009, 50013, 50014]		Assets/Product/Texture/Image/IconTools/IconColorTableItem001.png	开拓徽记	奇特的纪念徽章，眼熟的既视感让人不禁想问 How old are you.	每提升一级主城等级，<b>所有商品</b>的生产效率<color=#FF0000>+5%</color>	[4]	{1: 500}	{1: 0}
4502				3	[50010, 50015, 50016]		Assets/Product/Texture/Image/IconTools/IconActivityConsume2014001.png	合作备忘录	上面只有四个大字：给点给点。	每完成一个城邦任务，<b>所有商品</b>的售价<color=#FF0000>+5%</color>	[4]	{2: 500}	{2: 0}
4505	1			3	[56001, 56002, 56003]		Assets/Product/Texture/Image/IconTools/IconActivityConsumeTic2101004.png	奇异玩偶-废弃	奇特的玩偶，会让人忍不住购物的欲望。	<b>所有商品</b>出售时，必定采用自身的季度售价波动上限值	[4]	{3: 500}	{3: 0}
4506				3	[56010]		Assets/Product/Texture/Image/IconTools/IconRougeItem011.png	红色吊坠	生产暴击概率越高，销售暴击概率越高。所以暴击越高，暴击越高。	<color=#a46800>椰子</color>每有1%生产暴击概率加成（不计算商品基础属性），其销售暴击概率<color=#FF0000>+0.5%</color>	[1]	{1: 400}	{1: 0}
