Id	Name	Desc	Condition	CostResourceIds	CostResourceCounts	CostResourceRates	CostCommodityIds	CostCommodityCounts	CostCommodityRates	BuffIds	EffectIds	NextEventId	WinningRate	WinningNextEvents	FailedNextEvents	GambleRewardDelay	GambleRewardRates	GambleRewardWeights
83411202	跟你杠上了，接着跟	需要295750金贝；30%概率成功拍下，但若失败将涨价	83411202	[2]	[295750]	[0]							3000	[844102]	[834113]			
83411203	高手不买第三件	从长计议，下次一定													[844104]			
83411301	跟他们爆了，直接一口价！	需要591500金贝；必定成功拍下拍卖品	83411301	[2]	[591500]	[0]							10000	[844101]				
83411302	高手不买第三件	从长计议，下次一定													[844104]			
84410101	结束嘞	已经结束嘞																
84410201	结束嘞	已经结束嘞																
84410301	结束嘞	已经结束嘞																
84410401	结束嘞	已经结束嘞																
81510101	花钱，爽！直接一口价！	需要60000金贝；必定成功拍下拍卖品	81510101	[2]	[60000]	[0]							10000	[825101]				
81510102	凑个热闹玩玩	需要18000金贝；20%概率成功拍下，但若失败将涨价	81510102	[2]	[18000]	[0]							2000	[825102]	[815111]			
81510103	高手不买第一件	从长计议，下次一定													[825104]			
81511101	长痛不如短痛！直接一口价！	需要78000金贝；必定成功拍下拍卖品	81511101	[2]	[78000]	[0]							10000	[825101]				
81511102	多大点事，跟！	需要31200金贝；30%概率成功拍下，但若失败将涨价	81511102	[2]	[31200]	[0]							3000	[825102]	[815112]			
81511103	高手不买第一件	从长计议，下次一定													[825104]			
81511201	略加思索，要不还是一口价	需要101400金贝；必定成功拍下拍卖品	81511201	[2]	[101400]	[0]							10000	[825101]				
81511202	跟你杠上了，接着跟	需要50700金贝；40%概率成功拍下，但若失败将涨价	81511202	[2]	[50700]	[0]							4000	[825102]	[815113]			
81511203	高手不买第一件	从长计议，下次一定													[825104]			
81511301	跟他们爆了，直接一口价！	需要101400金贝；必定成功拍下拍卖品	81511301	[2]	[101400]	[0]							10000	[825101]				
81511302	高手不买第一件	从长计议，下次一定													[825104]			
82510101	花钱，爽！直接一口价！	需要80000金贝；必定成功拍下拍卖品	82510101	[2]	[80000]	[0]							10000	[835101]				
82510102	凑个热闹玩玩	需要24000金贝；15%概率成功拍下，但若失败将涨价	82510102	[2]	[24000]	[0]							1500	[835102]	[825111]			
82510103	高手不买第二件	从长计议，下次一定													[835104]			
82511101	长痛不如短痛！直接一口价！	需要104000金贝；必定成功拍下拍卖品	82511101	[2]	[104000]	[0]							10000	[835101]				
82511102	多大点事，跟！	需要41600金贝；25%概率成功拍下，但若失败将涨价	82511102	[2]	[41600]	[0]							2500	[835102]	[825112]			
82511103	高手不买第二件	从长计议，下次一定													[835104]			
82511201	略加思索，要不还是一口价	需要135200金贝；必定成功拍下拍卖品	82511201	[2]	[135200]	[0]							10000	[835101]				
82511202	跟你杠上了，接着跟	需要67600金贝；35%概率成功拍下，但若失败将涨价	82511202	[2]	[67600]	[0]							3500	[835102]	[825113]			
82511203	高手不买第二件	从长计议，下次一定													[835104]			
82511301	跟他们爆了，直接一口价！	需要135200金贝；必定成功拍下拍卖品	82511301	[2]	[135200]	[0]							10000	[835101]				
82511302	高手不买第二件	从长计议，下次一定													[835104]			
83510101	花钱，爽！直接一口价！	需要120000金贝；必定成功拍下拍卖品	83510101	[2]	[120000]	[0]							10000	[845101]				
83510102	凑个热闹玩玩	需要36000金贝；10%概率成功拍下，但若失败将涨价	83510102	[2]	[36000]	[0]							1000	[845102]	[835111]			
83510103	高手不买第三件	从长计议，下次一定													[845104]			
83511101	长痛不如短痛！直接一口价！	需要156000金贝；必定成功拍下拍卖品	83511101	[2]	[156000]	[0]							10000	[845101]				
83511102	多大点事，跟！	需要62400金贝；20%概率成功拍下，但若失败将涨价	83511102	[2]	[62400]	[0]							2000	[845102]	[835112]			
83511103	高手不买第三件	从长计议，下次一定													[845104]			
83511201	略加思索，要不还是一口价	需要202800金贝；必定成功拍下拍卖品	83511201	[2]	[202800]	[0]							10000	[845101]				
83511202	跟你杠上了，接着跟	需要101400金贝；30%概率成功拍下，但若失败将涨价	83511202	[2]	[101400]	[0]							3000	[845102]	[835113]			
83511203	高手不买第三件	从长计议，下次一定													[845104]			
83511301	跟他们爆了，直接一口价！	需要202800金贝；必定成功拍下拍卖品	83511301	[2]	[202800]	[0]							10000	[845101]				
83511302	高手不买第三件	从长计议，下次一定													[845104]			
84510101	结束嘞	已经结束嘞																
84510201	结束嘞	已经结束嘞																
84510301	结束嘞	已经结束嘞																
84510401	结束嘞	已经结束嘞																
81610101	花钱，爽！直接一口价！	需要200000金贝；必定成功拍下拍卖品	81610101	[2]	[200000]	[0]							10000	[826101]				
81610102	凑个热闹玩玩	需要60000金贝；15%概率成功拍下，但若失败将涨价	81610102	[2]	[60000]	[0]							1500	[826102]	[816111]			
81610103	高手不买第一件	从长计议，下次一定													[826104]			
81611101	长痛不如短痛！直接一口价！	需要260000金贝；必定成功拍下拍卖品	81611101	[2]	[260000]	[0]							10000	[826101]				
81611102	多大点事，跟！	需要104000金贝；25%概率成功拍下，但若失败将涨价	81611102	[2]	[104000]	[0]							2500	[826102]	[816112]			
81611103	高手不买第一件	从长计议，下次一定													[826104]			
81611201	略加思索，要不还是一口价	需要338000金贝；必定成功拍下拍卖品	81611201	[2]	[338000]	[0]							10000	[826101]				
81611202	跟你杠上了，接着跟	需要169000金贝；35%概率成功拍下，但若失败将涨价	81611202	[2]	[169000]	[0]							3500	[826102]	[816113]			
81611203	高手不买第一件	从长计议，下次一定													[826104]			
81611301	跟他们爆了，直接一口价！	需要338000金贝；必定成功拍下拍卖品	81611301	[2]	[338000]	[0]							10000	[826101]				
81611302	高手不买第一件	从长计议，下次一定													[826104]			
82610101	花钱，爽！直接一口价！	需要200000金贝；必定成功拍下拍卖品	82610101	[2]	[200000]	[0]							10000	[836101]				
82610102	凑个热闹玩玩	需要60000金贝；15%概率成功拍下，但若失败将涨价	82610102	[2]	[60000]	[0]							1500	[836102]	[826111]			
82610103	高手不买第二件	从长计议，下次一定													[836104]			
82611101	长痛不如短痛！直接一口价！	需要260000金贝；必定成功拍下拍卖品	82611101	[2]	[260000]	[0]							10000	[836101]				
82611102	多大点事，跟！	需要104000金贝；25%概率成功拍下，但若失败将涨价	82611102	[2]	[104000]	[0]							2500	[836102]	[826112]			
82611103	高手不买第二件	从长计议，下次一定													[836104]			
82611201	略加思索，要不还是一口价	需要338000金贝；必定成功拍下拍卖品	82611201	[2]	[338000]	[0]							10000	[836101]				
82611202	跟你杠上了，接着跟	需要169000金贝；35%概率成功拍下，但若失败将涨价	82611202	[2]	[169000]	[0]							3500	[836102]	[826113]			
82611203	高手不买第二件	从长计议，下次一定													[836104]			
82611301	跟他们爆了，直接一口价！	需要338000金贝；必定成功拍下拍卖品	82611301	[2]	[338000]	[0]							10000	[836101]				
82611302	高手不买第二件	从长计议，下次一定													[836104]			
83610101	花钱，爽！直接一口价！	需要350000金贝；必定成功拍下拍卖品	83610101	[2]	[350000]	[0]							10000	[846101]				
83610102	凑个热闹玩玩	需要105000金贝；10%概率成功拍下，但若失败将涨价	83610102	[2]	[105000]	[0]							1000	[846102]	[836111]			
83610103	高手不买第三件	从长计议，下次一定													[846104]			
83611101	长痛不如短痛！直接一口价！	需要455000金贝；必定成功拍下拍卖品	83611101	[2]	[455000]	[0]							10000	[846101]				
83611102	多大点事，跟！	需要182000金贝；20%概率成功拍下，但若失败将涨价	83611102	[2]	[182000]	[0]							2000	[846102]	[836112]			
83611103	高手不买第三件	从长计议，下次一定													[846104]			
83611201	略加思索，要不还是一口价	需要591500金贝；必定成功拍下拍卖品	83611201	[2]	[591500]	[0]							10000	[846101]				
83611202	跟你杠上了，接着跟	需要295750金贝；30%概率成功拍下，但若失败将涨价	83611202	[2]	[295750]	[0]							3000	[846102]	[836113]			
83611203	高手不买第三件	从长计议，下次一定													[846104]			
83611301	跟他们爆了，直接一口价！	需要591500金贝；必定成功拍下拍卖品	83611301	[2]	[591500]	[0]							10000	[846101]				
83611302	高手不买第三件	从长计议，下次一定													[846104]			
84610101	结束嘞	已经结束嘞																
84610201	结束嘞	已经结束嘞																
84610301	结束嘞	已经结束嘞																
84610401	结束嘞	已经结束嘞																
91000101	还有这种好事？	金贝<color=#FF0000>+2000</color>									[91010201]							
91000201	还有这种好事？	金贝<color=#FF0000>+4000</color>									[91010301]							
91000301	还有这种好事？	金贝<color=#FF0000>+4000</color>									[91010301]							
91010101	我的心里只有稳健	投资10000金贝	91010101									910111						
91010102	富有让我选择百分比伤害	投资30%当前金贝										910112						
91010103	把钱还我，我不玩了	离开这里										910103						
91010201	财神保佑	怀着期待离开																
91010301	溜了溜了	回头看一眼算我输																
91011101	稳健型	90%概率<color=#EC5B38>+10%</color>额外收益，10%概率亏损<color=#409B7E>10%</color>投入金贝		[2]	[10000]	[0]						910102				1	[11000, 9000]	[9000, 1000]
91011102	激进型	70%概率<color=#EC5B38>+30%</color>额外收益，30%概率亏损<color=#409B7E>20%</color>投入金贝		[2]	[10000]	[0]						910102				1	[13000, 8000]	[7000, 3000]
91011103	玩的就是心跳	50%概率<color=#EC5B38>+80%</color>额外收益，50%概率亏损<color=#409B7E>40%</color>投入金贝		[2]	[10000]	[0]						910102				1	[18000, 6000]	[5000, 5000]
91011201	稳健型	90%概率<color=#EC5B38>+10%</color>额外收益，10%概率亏损<color=#409B7E>10%</color>投入金贝		[2]	[0]	[3000]						910102				1	[11000, 9000]	[9000, 1000]
91011202	激进型	70%概率<color=#EC5B38>+30%</color>额外收益，30%概率亏损<color=#409B7E>20%</color>投入金贝		[2]	[0]	[3000]						910102				1	[13000, 8000]	[7000, 3000]
91011203	玩的就是心跳	50%概率<color=#EC5B38>+80%</color>额外收益，50%概率亏损<color=#409B7E>40%</color>投入金贝		[2]	[0]	[3000]						910102				1	[18000, 6000]	[5000, 5000]
92010101	我的心里只有稳健	投资50000金贝	92010101									920111						
92010102	富有让我选择百分比伤害	投资40%当前金贝										920112						
92010103	把钱还我，我不玩了	离开这里										920103						
92010201	财神保佑	怀着期待离开																
92010301	溜了溜了	回头看一眼算我输																
92011101	稳健型	80%概率<color=#EC5B38>+30%</color>额外收益，20%概率亏损<color=#409B7E>20%</color>投入金贝		[2]	[50000]	[0]						920102				1	[13000, 8000]	[8000, 2000]
92011102	激进型	70%概率<color=#EC5B38>+60%</color>额外收益，30%概率亏损<color=#409B7E>40%</color>投入金贝		[2]	[50000]	[0]						920102				1	[16000, 6000]	[7000, 3000]
92011103	玩的就是心跳	50%概率<color=#EC5B38>+130%</color>额外收益，50%概率亏损<color=#409B7E>50%</color>投入金贝		[2]	[50000]	[0]						920102				1	[23000, 5000]	[5000, 5000]
92011201	稳健型	80%概率<color=#EC5B38>+30%</color>额外收益，20%概率亏损<color=#409B7E>20%</color>投入金贝		[2]	[0]	[4000]						920102				1	[13000, 8000]	[8000, 2000]
92011202	激进型	70%概率<color=#EC5B38>+60%</color>额外收益，30%概率亏损<color=#409B7E>40%</color>投入金贝		[2]	[0]	[4000]						920102				1	[16000, 6000]	[7000, 3000]
92011203	玩的就是心跳	50%概率<color=#EC5B38>+130%</color>额外收益，50%概率亏损<color=#409B7E>50%</color>投入金贝		[2]	[0]	[4000]						920102				1	[23000, 5000]	[5000, 5000]
93010101	我的心里只有稳健	投资150000金贝	93010101									930111						
93010102	梭哈是一种艺术	投资50%当前金贝										930112						
93010103	把钱还我，我不玩了	离开这里										930103						
93010201	财神保佑	怀着期待离开																
93010301	溜了溜了	回头看一眼算我输																
93011101	稳健型	60%概率<color=#EC5B38>+50%</color>额外收益，40%概率亏损<color=#409B7E>40%</color>投入金贝		[2]	[150000]	[0]						930102				1	[15000, 6000]	[6000, 4000]
93011102	激进型	50%概率<color=#EC5B38>+80%</color>额外收益，50%概率亏损<color=#409B7E>50%</color>投入金贝		[2]	[150000]	[0]						930102				1	[18000, 5000]	[5000, 5000]
93011103	玩的就是心跳	30%概率<color=#EC5B38>+200%</color>额外收益，70%概率亏损<color=#409B7E>60%</color>投入金贝		[2]	[150000]	[0]						930102				1	[30000, 4000]	[3000, 7000]
93011201	稳健型	60%概率<color=#EC5B38>+50%</color>额外收益，40%概率亏损<color=#409B7E>40%</color>投入金贝		[2]	[0]	[5000]						930102				1	[15000, 6000]	[6000, 4000]
93011202	激进型	50%概率<color=#EC5B38>+80%</color>额外收益，50%概率亏损<color=#409B7E>50%</color>投入金贝		[2]	[0]	[5000]						930102				1	[18000, 5000]	[5000, 5000]
93011203	玩的就是心跳	30%概率<color=#EC5B38>+200%</color>额外收益，70%概率亏损<color=#409B7E>60%</color>投入金贝		[2]	[0]	[5000]						930102				1	[30000, 4000]	[3000, 7000]
94010101	我的心里只有稳健	投资150000金贝	94010101									940111						
94010102	梭哈是一种艺术	投资50%当前金贝										940112						
94010103	把钱还我，我不玩了	离开这里										940103						
94010201	财神保佑	怀着期待离开																
94010301	溜了溜了	回头看一眼算我输																
94011101	稳健型	60%概率<color=#EC5B38>+50%</color>额外收益，40%概率亏损<color=#409B7E>40%</color>投入金贝		[2]	[150000]	[0]						940102				1	[15000, 6000]	[6000, 4000]
94011102	激进型	50%概率<color=#EC5B38>+80%</color>额外收益，50%概率亏损<color=#409B7E>50%</color>投入金贝		[2]	[150000]	[0]						940102				1	[18000, 5000]	[5000, 5000]
94011103	玩的就是心跳	30%概率<color=#EC5B38>+200%</color>额外收益，70%概率亏损<color=#409B7E>60%</color>投入金贝		[2]	[150000]	[0]						940102				1	[30000, 4000]	[3000, 7000]
94011201	稳健型	60%概率<color=#EC5B38>+50%</color>额外收益，40%概率亏损<color=#409B7E>40%</color>投入金贝		[2]	[0]	[5000]						940102				1	[15000, 6000]	[6000, 4000]
94011202	激进型	50%概率<color=#EC5B38>+80%</color>额外收益，50%概率亏损<color=#409B7E>50%</color>投入金贝		[2]	[0]	[5000]						940102				1	[18000, 5000]	[5000, 5000]
94011203	玩的就是心跳	30%概率<color=#EC5B38>+200%</color>额外收益，70%概率亏损<color=#409B7E>60%</color>投入金贝		[2]	[0]	[5000]						940102				1	[30000, 4000]	[3000, 7000]
1001	收下报酬	金贝<color=#FF0000>+1000</color>									[11]							
1101	离开																	
1010001	针对游客宣传，提高网站上的评分。	2季度内，商品售价+20%，生产效率<color=#16D100>-10%</color>								[80011, 80046]		10101						
1010002	针对本地人宣传，注重口碑的维护。	2季度内，商品生产效率+30%，售价<color=#16D100>-10%</color>								[80012, 80013]		10102						
1010101	开店真是不容易啊……																	
1010201	开店真是不容易啊……																	
1020101	把店铺开大，扩招人手。	3季度内，商品生产效率+30%	1020101	[2]	[5000]	[0]				[80021]		10202						
1020102	减少营业时间，降低运营压力。	3季度内，商品生产效率+15%								[80022]		10203						
1020201	这段时间的辛苦都是值得的。																	
1020301	果然还是得优化工作流。																	
1030101	断然拒绝，大不了换地开店。	2季度内，商品生产暴击效果+50%	1030101	[2]	[10000]	[0]				[80036]		10302						
1030102	入乡随俗，只能先忍了。	2季度内，商品生产暴击率+30%	1030102	[2]	[8000]	[0]				[80035]		10303						
1030103	摆出实绩，证明店铺的带动能力。	获得特殊秘藏：“命运”									[1030103]	10304						
1030201	底线才是最重要的。																	
1030301	总有一天会把这笔钱拿回来。	商会代表：“又要到饭了，朋友们！”																
1030401	事实胜于雄辩。																	
1040101	到海边收集	<color=#a46800>椰子</color><color=#FF0000>+50</color>，<color=#a46800>木材</color><color=#FF0000>+300</color>									[1040101, 1040102]	10402						
1040102	到山上收集	<color=#a46800>木材</color><color=#FF0000>+600</color>									[1040103]	10403						
1040201	原来她也很喜欢大海。																	
1040301	早知道就带点驱蚊水了。																	
1050101	可爱梦幻的少女风格	2季度内，商品销售暴击率+20%								[80023]		10502						
1050102	符合热带印象的风格	2季度内，<color=#a46800>椰子</color>和<color=#a46800>木材</color>的生产效率+40%								[80024]		10503						
1050201	她居然那么擅长公主风！																	
1050301	因地适宜就是最好的设计。																	
1060101	就当互惠互利了，答应。	金贝+50000，商品生产效率-30%，持续1季度								[80025]	[1060101]	10602						
1060102	关闭一天店铺太亏了，拒绝。											10603						
1060103	给他介绍一个更适合拍照的位置。	商品售价永久+30%								[80026]		10604						
1060201	算是皆大欢喜……吧？																	
1060301	经营“网红店”果然不太适合我们。																	
1060401	看来有段时间忙活了，真是幸福的烦恼。																	
1070101	就当互惠互利了，答应。	金贝+50000，商品生产效率-30%，持续1季度								[80025]	[1060101]	10702						
1070102	关闭一天店铺太亏了，拒绝。											10703						
1070103	干脆喊上所有人，一起进行采访。	商品生产效率永久+30%								[80030]		10704						
1070201	真是皆大欢喜。																	
1070301	经营“网红店”果然不太适合我们。																	
1070401	看来有段时间忙活了，真是幸福的烦恼。																	
1080101	有所顾忌，还是选择独立建设。											10802						
1080102	不计前嫌，去邀请商会加入。	2个季度内，生产力+1								[80027]		10803						
1080201	还是谨慎行事吧。																	
1080301	那就一起好好合作吧。																	
1090101	信不过这些人，还是独立建设吧。											10902						
1090102	不计前嫌，同意商会加入。	3个季度内，生产力+1								[80028]		10903						
1090201	加油，物流网络快铺设完成了。																	
1090301	那就一起好好合作吧。																	
1100101	欣然同意。											11002						
1100102	表示还要再思考一下。											11003						
1100201	众人拾柴火焰高。	金贝+20000									[1100201]							
1100301	还是求稳比较重要。																	
1110101	尽情地散心。	获得特殊秘藏：“信条”									[1110101]	11102						
1110201	真是美好的一天。																	
1110301	置之不理。											11104						
1110302	抄小路追上那道身影。	金贝+50000									[1060101]	11105						
1110401	真是美好的一天。																	
1110501	改邪归正就好。																	
1120101	拜托七实去宣传											11202						
1120102	拜托七实去收集材料											11203						
1120201	看来可以期待她的宣传效果了。																	
1120301	她会带什么东西回来呢。																	
1130101	再单独开辟一个机械体分店。											11302						
1130102	去和七实商量一下。	2季度内，<color=#a46800>石油</color>生产效率+20%								[80029]		11303						
1130201	那就听她的吧。																	
1130301	机械体成为店员，好像也没什么不行。																	
1140101	答应它们的请求。	金贝+20000									[1100201]	11402						
1140102	拒绝，机械体也有拿工资的权利。	2季度内，<color=#a46800>石油</color>生产效率+20%								[80029]		11403						
1140201	帮手变多了。																	
1140301	这样一来，我们也是朋友了。																	
1150101	守护好这间商店。	商品生产效率永久+30%								[80030]		11502						
1150102	让更多机械体成为我们的朋友。	获得特殊秘藏：“友谊的小船”									[1150102]	11503						
1150201	我们都记住了。																	
1150301	一起去认识更多朋友吧。																	
1160101	守护好这间商店。	商品生产效率永久+30%								[80030]		11602						
1160201	我们都记住了。	金贝+3000									[1170101]							
1170101	如实相告，暂时不需要帮忙。											11702						
1170102	绞尽脑汁，为她安排一个岗位。	2个季度内，<color=#a46800>椰子</color>生产效率+30%	1170102	[2]	[1000]	[0]				[80031]		11703						
1170201	考验果然还是开始了……																	
1170301	果然还是拗不过她……																	
1180101	苏菲亚和常羽	2季度内，商品销售暴击率+20%								[80023]		11802						
1180102	艾拉和卡列尼娜	2季度内，商品售价+20%								[80032]		11803						
1180201	果然是小孩子联盟会玩的游戏。																	
1180301	是气场的原因吗……																	
1190101	我也玩得很开心。	金贝+100000									[1190101]	11902						
1190102	还有一个地方想带她去看看。	获得特殊秘藏：“小绿瓶”									[1190102]	11903						
1190201	我也是。																	
1190301	我们一起记住吧。																	
1201	瓶颈：建造3个建筑	奖励：<color=#a46800>椰子</color>、<color=#a46800>木材</color>、<color=#a46800>石油</color>	4001								[1201]	1201						
120101	瓶颈：建造8个建筑	奖励：生产力+1	4002								[1202]	1202						
120201	瓶颈：建造12个建筑	奖励：免费建造次数+1	4003								[1203]	1203						
120301	瓶颈：购入2个岛屿	奖励：铸宝作坊*1	4004								[1204]	1204						
120401	瓶颈：建造20个建筑	奖励：幸运屋*1	4005								[1205]	1205						
120501	瓶颈：主城升至4级	奖励：生产力+3	4006								[1206]	1206						
120601	瓶颈：建造30个建筑	奖励：建筑生产的商品数量+20%	4007							[80033]		1207						
120701	瓶颈：购入5个岛屿	奖励：生产力+5	4008								[1207]	1208						
120801	瓶颈：主城升至9级	奖励：？？？	4009								[1208]	1209						
120901	穿过虚空隧道																	
121001	你醒啦！																	
1301	购入两极岛	奖励：铸宝作坊*1，解锁岛上特殊区域	4010								[1204, 1301]	1301						
1302	拿上图纸，与机器人告别																	
1401	花钱学习	行商经验+200	1401	[2]	[100000]	[0]					[1401]	1401						
1402	花钱学习	行商经验+400	1402	[2]	[200000]	[0]					[1402]							
2010001	雇佣专家		2010001	[2]	[1000]	[0]												
2010002	放弃搜索											20102						
2010101	放过它	椰子+500									[1501]	20103						
2010102	顷刻炼化	石油+100									[1502]	20104						
2010201	离开																	
3010001	至少你还有思考的自由	2季度内，商品售价+20%								[80011]		30101						
3010002	呃，整点薯条？	金贝+3000									[1170101]	30102						
3010101	爱，哲学，机器人																	
3010201	虽然不太理解它在说什么，但你刚刚是真的想去整点薯条																	
3020001	思考的意义，必定在思考之外	2季度内，商品销售暴击率+20%								[80023]								
3021101	西西弗斯薯条店，敬不完美的自由	2季度内，商品售价+20%								[80032]								
3030001	她一定会回来的											30301						
3030002	你需要更直白的表达											30302						
3030101	收下馈赠。	金贝+5000									[3030001]							
3030201	他去哪了？																	
3040001	“如果是他的话，一定也会这样做。”	金贝+20000									[1100201]							
3041101	“最后的时间里，我不想留下遗憾。”	获得特殊秘藏：“勇气”									[3040101]							
3050001	我也要变成光 （帮助他们）	2季度内，商品销售暴击率+20%	3050001	[2]	[2000]	[0]				[80023]		30501						
3050002	这给我干哪来了？ （赶走他们）											30502						
3050101	加油啊，黄金时代的大哥哥																	
3050201	爽，最烦带孩子了																	
3060001	从反击时代安全撤离！	3季度内，商品销售暴击效果+30%								[80034]								
3061101	当然，分红你也有份	金贝+20000									[1100201]							
3070001	战！ （和他们玩两把）	2季度内，商品生产效率+30%	3070101	[2]	[2000]	[0]						30701						
3070002	气氛不对，润！ （顺便向当局举报）	椰子+200									[3070201]	30702						
3070101	你们两个，看起来很勇哦									[80012]								
3070201	生活就像一盒巧克力，你永远不知道会取出哪一颗																	
3080001	谁问你了？	3季度内，商品生产效率+30%								[80021]								
3081101	你亲手终结了传说之夜	2季度内，商品售价+20%								[80032]								
3090001	亲自指导她											30901						
3090002	在一旁鼓励她	金贝+5000									[3030001]	30902						
3090101	曾几何时，也有人要和你组一辈子的乐队																	
3090201	意外收获																	
3100001	这条斑马线，是不是很适合拍专辑封面？	获得特殊秘藏：“孤独乐谱”									[3100001]							
3101101	我渴望这个冠军好久好久了	商品售价+20%								[80011]								
3110001	当然有！	2季度内，椰子和木材生产暴击率+20%								[80037]		31101						
3110002	当然没有！	椰子+100，木材+250									[3200002]	31102						
3110101	现募集外星人、未来人、异世界来客！																	
3110201	长大了，世上就不再有超能力和魔法了																	
3120001	美好的每一天，非连续的存在	3季度内，椰子和木材生产暴击率+30%								[80038]								
3121101	总会有人在虚构故事中寻找真实感	3季度内，椰子和木材销售暴击率+30%								[80039]								
3130001	给他烤肠	石油+50	3130001	[2]	[500]	[0]					[3140001]	31301						
3130002	残忍拒绝 （烤肠是我的！只能是我的！）											31302						
3130101	快说，谢谢小狗	金贝+5000									[3030001]							
3130201	不愧是我																	
3140001	果然，小狗就是坠好的	金贝+20000									[1100201]							
3141101	果然，小狗就是坠好的	3季度内，石油销售暴击效果+40%								[80040]								
3150001	加班生产	2季度内，商品生产效率+40%	3150001	[2]	[5000]	[0]				[80041]		31501						
3150002	保持节奏 （别卷了别卷了）											31502						
3150101	离开																	
3150201	离开																	
3160001	继续保持	3季度内，商品售价+30%								[80042]								
3161101	继续保持	3季度内，商品售价+15%								[80043]								
3170001	拒绝提议 （甚至反手一个举报）											31701						
3170002	答应提议 （赚了再说）	2季度内，商品生产效率+30%								[80012]		31702						
3170101	离开																	
3170201	离开																	
3180001	离开	2季度内，商品售价+30%								[80044]								
3181101	离开	2季度内，商品售价-30%								[80045]								
3190001	我选择为梦想转身		3190001	[2]	[5000]	[0]						31901						
3190002	信他不如信我是秦始皇											31902						
3190101	加油呀																	
3190201	洗洗睡吧																	
3200001	离开	3个季度内，商品销售暴击率+30%，暴击效果+50%								[80047, 80048]								
3201101	离开	3个季度内，商品售价+15%								[80043]								
3210001	一定要成为阿迪莱传奇！	金贝+20000									[1100201]							
