Id	ConditionId	Name	Desc	Icon	Priority	Trigger	Duration	Overlay	Type	Params
60002		负面事件4	2季度内，<b>所有商品</b>生产效率<color=#16D100>-20%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0112.png			2		7	[1, 2003, -2000, 2, 2003, -2000, 3, 2003, -2000]
60006		负面事件4	2季度内，<b>所有商品</b>生产效率<color=#16D100>-30%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0112.png			2		7	[2, 2003, -3000]
60007		负面事件4	2季度内，<b>所有商品</b>生产效率<color=#16D100>-30%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0112.png			2		7	[3, 2003, -3000]
60101		旅行者的帮助	2季度内，<b>所有商品</b>售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1003, 1500, 2, 1003, 1500, 3, 1003, 1500]
60102		小商贩的小计划	2季度内，<b>所有商品</b>售价+10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1003, 1000, 2, 1003, 1000, 3, 1003, 1000]
60103		小商贩的大计划	2季度内，<b>所有商品</b>售价+10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1003, 1000, 2, 1003, 1000, 3, 1003, 1000]
60104		口碑上升	2季度内，<b>所有商品</b>售价+15%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1003, 1500, 2, 1003, 1500, 3, 1003, 1500]
60105		口碑下降	2季度内，<b>所有商品</b>售价-10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0212.png			2		7	[1, 1003, -1000, 2, 1003, -1000, 3, 1003, -1000]
60501		帮助小乞丐	2季度内，<b>所有商品</b>生产效率<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0112.png			2		7	[1, 2003, -1000, 2, 2003, -1000, 3, 2003, -1000]
60502		小乞丐的报恩	4季度内，<b>所有商品</b>售价<color=#FF0000>+5%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			4		7	[1, 1003, 500, 2, 1003, 500, 3, 1003, 500]
60503		加班加点	2季度内，<b>所有商品</b>生产效率<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0111.png			2		7	[1, 1003, 1000, 2, 1003, 1000, 3, 1003, 1000]
60504		大获成功	3季度内，<b>所有商品</b>售价<color=#FF0000>+25%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			3		7	[1, 1003, 2500, 2, 1003, 2500, 3, 1003, 2500]
60505		小有收获	3季度内，<b>所有商品</b>售价<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			3		7	[1, 1003, 1000, 2, 1003, 1000, 3, 1003, 1000]
60506		有得有失	3季度内，<b>所有商品</b>生产效率<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0111.png			3		7	[1, 2003, 1000, 2, 2003, 1000, 3, 2003, 1000]
60507		备受赞誉	3季度内，<b>所有商品</b>售价<color=#FF0000>+25%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			3		7	[1, 1003, 2500, 2, 1003, 2500, 3, 1003, 2500]
60508		付出代价	1季度内，<b>所有商品</b>售价<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			1		7	[1, 1003, -1000, 2, 1003, -1000, 3, 1003, -1000]
60509		赞美追梦人	3季度内，<b>所有商品</b>售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			3		7	[1, 1003, 1500, 2, 1003, 1500, 3, 1003, 1500]
60510		老人的报恩	3季度内，<b>所有商品</b>售价<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			3		7	[1, 1003, 1000, 2, 1003, 1000, 3, 1003, 1000]
60511		安全第一	3季度内，<b>所有商品</b>售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			3		7	[1, 1003, 1500, 2, 1003, 1500, 3, 1003, 1500]
60512		看破一切	3季度内，<b>所有商品</b>生产效率<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0111.png			3		7	[1, 2003, 1500, 2, 2003, 1500, 3, 2003, 1500]
60514		赌神绝学	2季度内，<b>所有商品</b>销售暴击概率<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0511.png			2		7	[1, 1005, 1000, 2, 1005, 1000, 3, 1005, 1000]
60517		冥冥天意	2季度内，<b>所有商品</b>生产暴击概率<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0311.png			2		7	[1, 2005, 1000, 2, 2005, 1000, 3, 2005, 1000]
60518		快意恩仇	3季度内，<b>所有商品</b>售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			3		7	[1, 1003, 1500, 2, 1003, 1500, 3, 1003, 1500]
61003		市场繁荣	2季度内，<b>所有商品</b>售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1003, 1500, 2, 1003, 1500, 3, 1003, 1500]
61004		效果平平	2季度内，<b>所有商品</b>售价<color=#FF0000>+5%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1003, 500, 2, 1003, 500, 3, 1003, 500]
61005		市场稳定	2季度内，<b>所有商品</b>季度价格波动上限和下限+10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1007, 1000, 2, 1007, 1000, 3, 1007, 1000, 1, 1008, 1000, 2, 1008, 1000, 3, 1008, 1000]
61006		市场稳定	2季度内，<b>所有商品</b>季度价格波动上限和下限+5%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1007, 500, 2, 1007, 500, 3, 1007, 500, 1, 1008, 500, 2, 1008, 500, 3, 1008, 500]
61007		合作愉快	2季度内，<b>所有商品</b>销售暴击概率<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0511.png			2		7	[1, 1005, 1000, 2, 1005, 1000, 3, 1005, 1000]
61008		合作愉快	2季度内，<b>所有商品</b>销售暴击概率<color=#FF0000>+5%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0511.png			2		7	[1, 1005, 500, 2, 1005, 500, 3, 1005, 500]
61009		合作倡议	2季度内，<b>所有商品</b>的最终售价额外<color=#FF0000>+5</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1002, 5, 2, 1002, 5, 3, 1002, 5]
61010		合作倡议	2季度内，<b>所有商品</b>的最终售价额外<color=#FF0000>+2</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1002, 2, 2, 1002, 2, 3, 1002, 2]
61011		检定事件5-不通过1废弃	2季度内，<b>所有商品</b>生产暴击概率<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[1, 2005, -1000, 2, 2005, -1000, 3, 2005, -1000]
61012		检定事件5-不通过2废弃	2季度内，<b>所有商品</b>生产基础值<color=#16D100>-5</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[1, 2002, -5, 2, 2002, -5, 3, 2002, -5]
61013		检定事件2-通过1	2季度内，<b>所有商品</b>售价<color=#FF0000>+60%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 2002, -5]
61014		检定事件2-通过1	2季度内，<b>所有商品</b>售价<color=#FF0000>+60%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 2002, -5]
61015		检定事件2-不通过1	2季度内，<b>所有商品</b>售价<color=#16D100>-40%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0212.png			2		7	[2, 1003, -4000]
61016		检定事件2-不通过1	2季度内，<b>所有商品</b>售价<color=#16D100>-40%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0212.png			2		7	[3, 1003, -4000]
61017		检定事件2-通过2	2季度内，<b>所有商品</b>季度价格波动<color=#FF0000>+40%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[2, 1004, 4000]
61018		检定事件2-通过2	2季度内，<b>所有商品</b>季度价格波动<color=#FF0000>+40%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[3, 1004, 4000]
61019		检定事件2-不通过2	2季度内，<b>所有商品</b>季度价格波动<color=#16D100>-20%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 1004, -2000]
61020		检定事件2-不通过2	2季度内，<b>所有商品</b>季度价格波动<color=#16D100>-20%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 1004, -2000]
61021		检定事件3-通过1	2季度内，<b>所有商品</b>暴击<color=#FF0000>+100%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[2, 1005, 10000]
61022		检定事件3-通过1	2季度内，<b>所有商品</b>暴击<color=#FF0000>+100%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[3, 1005, 10000]
61023		检定事件3-不通过1	2季度内，<b>所有商品</b>暴击<color=#16D100>-100%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 1005, -10000]
61024		检定事件3-不通过1	2季度内，<b>所有商品</b>暴击<color=#16D100>-100%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 1005, -10000]
61025		检定事件3-通过2	2季度内，<b>所有商品</b>基础售价<color=#FF0000>+10</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[2, 1002, 10]
61026		检定事件3-通过2	2季度内，<b>所有商品</b>基础售价<color=#FF0000>+10</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[3, 1002, 10]
61027		检定事件3-不通过2	2季度内，<b>所有商品</b>基础售价<color=#16D100>-5</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 1002, -5]
61028		检定事件3-不通过2	2季度内，<b>所有商品</b>基础售价<color=#16D100>-5</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 1002, -5]
61029		检定事件5-不通过1	2季度内，<b>所有商品</b>生产暴击概率<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 2005, -1000]
61030		检定事件5-不通过1	2季度内，<b>所有商品</b>生产暴击概率<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 2005, -1000]
61031		检定事件5-不通过2	2季度内，<b>所有商品</b>生产基础值<color=#16D100>-5</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 2002, -5]
61032		检定事件5-不通过2	2季度内，<b>所有商品</b>生产基础值<color=#16D100>-5</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 2002, -5]
64001		生产风口	2季度内，<color=#a46800>椰子</color>的生产效率<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0121.png			2		7	[1, 2003, 1500]
64002		生产风口	2季度内，<color=#a46800>木材</color>的生产效率<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0131.png			2		7	[2, 2003, 1500]
64003		生产风口	2季度内，<color=#a46800>石油</color>的生产效率<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0141.png			2		7	[3, 2003, 1500]
64004		市场风向	2季度内，<color=#a46800>椰子</color>的售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0221.png			2		7	[1, 1003, 1500]
64005		市场风向	2季度内，<color=#a46800>木材</color>的售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0231.png			2		7	[2, 1003, 1500]
64006		市场风向	2季度内，<color=#a46800>石油</color>的售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0241.png			2		7	[3, 1003, 1500]
64101		生产风口	2季度内，<color=#a46800>椰子</color>生产效率<color=#FF0000>+20%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0121.png			2		7	[1, 2003, 2000]
64102		生产风口	2季度内，<color=#a46800>石油</color>生产效率<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0131.png			2		7	[3, 2003, 1000]
64111		生产风口	2季度内，<color=#a46800>木材</color>生产效率<color=#FF0000>+20%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0141.png			2		7	[2, 2003, 2000]
64112		生产风口	2季度内，<color=#a46800>椰子</color>生产效率<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0121.png			2		7	[1, 2003, 1000]
64121		生产风口	2季度内，<color=#a46800>石油</color>生产效率<color=#FF0000>+20%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0131.png			2		7	[3, 2003, 2000]
64122		生产风口	2季度内，<color=#a46800>木材</color>生产效率<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0141.png			2		7	[2, 2003, 1000]
64131		市场风向	2季度内，<color=#a46800>椰子</color>售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0221.png			2		7	[1, 1003, 1500]
64132		市场风向	2季度内，<color=#a46800>石油</color>售价<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0231.png			2		7	[3, 1003, 1000]
64141		市场风向	2季度内，<color=#a46800>木材</color>售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0241.png			2		7	[2, 1003, 1500]
64142		市场风向	2季度内，<color=#a46800>椰子</color>售价<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0221.png			2		7	[1, 1003, 1000]
64151		市场风向	2季度内，<color=#a46800>石油</color>售价<color=#FF0000>+15%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0231.png			2		7	[3, 1003, 1500]
64152		市场风向	2季度内，<color=#a46800>木材</color>售价<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0241.png			2		7	[2, 1003, 1000]
64201		干劲爆棚	3季度内，<color=#a46800>椰子</color>的生产效率<color=#FF0000>+25%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0121.png			3		7	[1, 2003, 2500]
64202		干劲爆棚	3季度内，<color=#a46800>木材</color>的生产效率<color=#FF0000>+25%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0131.png			3		7	[2, 2003, 2500]
64203		干劲爆棚	3季度内，<color=#a46800>石油</color>的生产效率<color=#FF0000>+25%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0141.png			3		7	[3, 2003, 2500]
64204		干劲提升	2季度内，<b>所有商品</b>的生产效率<color=#FF0000>+10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0121.png			2		7	[1, 2003, 1000, 2, 2003, 1000, 3, 2003, 1000]
64211		合作共赢	3季度内，<color=#a46800>椰子</color>售价<color=#FF0000>+25%</color>，<color=#a46800>木材</color>、<color=#a46800>石油</color>售价<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0231.png			3		7	[1, 1003, 2500, 2, 1003, -1000, 3, 1003, -1000]
64212		合作共赢	3季度内，<color=#a46800>椰子</color>、<color=#a46800>石油</color>售价<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0241.png			3		7	[2, 1003, -1000, 3, 1003, -1000]
64213		合作共赢	3季度内，<color=#a46800>木材</color>售价<color=#FF0000>+25%</color>，<color=#a46800>椰子</color>、<color=#a46800>石油</color>售价<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0221.png			3		7	[2, 1003, 2500, 1, 1003, -1000, 3, 1003, -1000]
64214		合作共赢	3季度内，<color=#a46800>椰子</color>、<color=#a46800>石油</color>售价<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0231.png			3		7	[1, 1003, -1000, 3, 1003, -1000]
64215		合作共赢	3季度内，<color=#a46800>石油</color>售价<color=#FF0000>+25%</color>，<color=#a46800>椰子</color>、<color=#a46800>木材</color>售价<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0241.png			3		7	[3, 1003, 2500, 1, 1003, -1000, 2, 1003, -1000]
64216		合作共赢	3季度内，<color=#a46800>椰子</color>、<color=#a46800>木材</color>售价<color=#16D100>-10%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0222.png			3		7	[1, 1003, -1000, 2, 1003, -1000]
64217		合作共赢	3季度内，<b>所有商品</b>售价<color=#FF0000>+5%</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			3		7	[1, 1003, 500, 2, 1003, 500, 3, 1003, 500]
64218		特殊设备	2季度内，生产力<color=#FF0000>+2</color>	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0311.png			2		24	[2]
72001		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1004, 2000]
72002		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[1, 1004, -2000]
72003		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[2, 1004, 2000]
72004		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 1004, -2000]
72005		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[3, 1004, 2000]
72006		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 1004, -2000]
73001		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1004, 2000]
73002		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[1, 1004, -2000]
73003		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[2, 1004, 2000]
73004		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 1004, -2000]
73005		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[3, 1004, 2000]
73006		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 1004, -2000]
74001		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1004, 2000]
74002		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[1, 1004, -2000]
74003		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[2, 1004, 2000]
74004		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 1004, -2000]
74005		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[3, 1004, 2000]
74006		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 1004, -2000]
75001		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1004, 2000]
75002		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[1, 1004, -2000]
75003		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[2, 1004, 2000]
75004		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 1004, -2000]
75005		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[3, 1004, 2000]
75006		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 1004, -2000]
76001		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[1, 1004, 2000]
76002		市场波动	2季度内，<color=#a46800>椰子</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[1, 1004, -2000]
76003		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[2, 1004, 2000]
76004		市场波动	2季度内，<color=#a46800>木材</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[2, 1004, -2000]
76005		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png			2		7	[3, 1004, 2000]
76006		市场波动	2季度内，<color=#a46800>石油</color>季度价格波动-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0312.png			2		7	[3, 1004, -2000]
50001		顶级道具7-特殊事件投放	全部金贝消耗-40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					20	[1, 4000]
50002		顶级道具7-特殊事件投放	全部金贝消耗-40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					20	[2, 4000]
50003		顶级道具7-特殊事件投放	全部金贝消耗-40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					20	[3, 4000]
50004		顶级道具10-特殊事件投放	每次【探索】获得秘藏时，随机再获得一个	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					11	[200000]
