Id	EventType	RewardShow	RewardGroupId	Repeatable	Duration	Condition	SuspendDesc	Name	Text	OptionIds	ExpireEffectIds
120602					1		还有尚未处理的请求…	任务确认	各个城邦感于我们对任务的忠实履行，同意深化合作，并表示以后会提供更多支持。	[12060201]	
120603					1		还有尚未处理的请求…	任务确认	对方对于我们的处境表示理解，但表示提供的支持要减少一些。	[12060301]	
120701					2		还有尚未处理的请求…	建筑图纸Ⅰ	一位自称“阿迪莱传奇”的路人宣称自己手里有一个非常奇特的建筑图纸想卖给你，价廉物美人人爱，有了它生活没烦恼，过了这个村就没这个店了。	[12070101, 12070102]	
120702					1		还有尚未处理的请求…	建筑图纸Ⅰ	他从箱子里摸索了半天，就在你等得快不耐烦的时候，他终于找到了什么东西抛给了你。	[12070201]	
120703					1		还有尚未处理的请求…	建筑图纸Ⅰ	看着你一副看戏的表情，他居然凭空消失了，只留下一张普通的建筑图纸，仿佛这一切只是你的幻觉。	[12070301]	
120801					2		还有尚未处理的请求…	建筑图纸Ⅱ	一位自称“海湾扫地僧”的路人宣称自己手里有一个非常奇特的建筑图纸，但需要你先通过考验才能给你。	[12080101, 12080102]	
120802					1		还有尚未处理的请求…	建筑图纸Ⅱ	看你完成了考验，她似乎比你还高兴，连忙将图纸送给了你。	[12080201]	
120803					1		还有尚未处理的请求…	建筑图纸Ⅱ	看着你不为所动的表情，她居然凭空消失了，只留下一张普通的建筑图纸，仿佛这一切只是你的幻觉。	[12080301]	
120901					2		还有尚未处理的请求…	建筑图纸Ⅲ	一位自称“路过的卡面骑士”的路人宣称自己手里有一个非常奇特的建筑图纸，但不能直接给你，需要你有所表示。	[12090101, 12090102]	
120902					1		还有尚未处理的请求…	建筑图纸Ⅲ	你试探性低给了她一些货物，她将货物当成宝贝一样收了起来，然后兴奋地向你展示建筑图纸。	[12090201]	
120903					1		还有尚未处理的请求…	建筑图纸Ⅲ	看着你无动于衷的表情，你感觉头上好像挨了一锤，醒来之后一切都消失了，只留下一张普通的建筑图纸，仿佛这一切只是你的幻觉。	[12090301]	
121001					2		还有尚未处理的请求…	建筑图纸Ⅳ	一位自称“从不拖稿漫画家”的路人宣称自己手里有一个非常奇特的建筑图纸，但需要你提供一些创作灵感才能给你。	[12100101, 12100102]	
121002					1		还有尚未处理的请求…	建筑图纸Ⅳ	“原来如此，这似乎也可以用来作画…”你感觉似乎有些熟悉，但她已经沉浸在自己的世界里，你只能拿上图纸离开了。	[12100201]	
121003					1		还有尚未处理的请求…	建筑图纸Ⅳ	看着你无计可施的表情，她居然凭空消失了，只留下一张普通的建筑图纸，仿佛这一切只是你的幻觉。	[12100301]	
150101					1		生产风向标	生产风口	厂家推广给我们赠送了橙坷垃试用装，或许我们可以生产更多的<color=#a46800>椰子</color>。	[15010101]	
150201					1		生产风向标	生产风口	近期光照与降水均十分充足，木材长势喜人，或许我们可以生产更多的<color=#a46800>木材</color>。	[15020101]	
150301					1		生产风向标	生产风口	近期油井维护状况良好，或许我们可以生产更多的<color=#a46800>石油</color>。	[15030101]	
150401					1		销售风向标	市场风向	一场足球友谊赛中，被遗忘者7-0大胜空中花园，带动遗忘者绿洲<color=#a46800>椰子</color>销量火爆，供不应求。	[15040101]	
150501					1		销售风向标	市场风向	一场足球友谊赛中，被遗忘者7-0大胜空中花园，带动遗忘者代言的家居销量火爆，<color=#a46800>木材</color>供不应求。	[15050101]	
150601					1		销售风向标	市场风向	一场足球友谊赛中，被遗忘者7-0大胜空中花园，带动遗忘者球员模型销量火爆，<color=#a46800>石油</color>供不应求。	[15060101]	
151101					1		生产风向标	生产风口	我们的技术人员正在筹备生产工艺升级，可以选择大幅改进<color=#a46800>椰子</color>的生产工艺，或者小幅调整<color=#a46800>石油</color>的生产工艺。	[15110101, 15110102]	
151201					1		生产风向标	生产风口	我们的技术人员正在筹备生产工艺升级，可以选择大幅改进<color=#a46800>木材</color>的生产工艺，或者小幅调整<color=#a46800>椰子</color>的生产工艺。	[15120101, 15120102]	
151301					1		生产风向标	生产风口	我们的技术人员正在筹备生产工艺升级，可以选择大幅改进<color=#a46800>石油</color>的生产工艺，或者小幅调整<color=#a46800>木材</color>的生产工艺。	[15130101, 15130102]	
151401					1		销售风向标	市场风向	我们巧舌如簧的销售人员正在举办业绩比赛，至少2个季度内，他们可以让<color=#a46800>椰子</color>的报价大幅提升，或是让<color=#a46800>石油</color>的报价小幅提升。	[15140101, 15140102]	
151501					1		销售风向标	市场风向	我们巧舌如簧的销售人员正在举办业绩比赛，至少2个季度内，他们可以让<color=#a46800>木材</color>的报价大幅提升，或是让<color=#a46800>椰子</color>的报价小幅提升。	[15150101, 15150102]	
151601					1		销售风向标	市场风向	我们巧舌如簧的销售人员正在举办业绩比赛，至少2个季度内，他们可以让<color=#a46800>石油</color>的报价大幅提升，或是让<color=#a46800>木材</color>的报价小幅提升。	[15160101, 15160102]	
152101					2		生产风向标	加量也加价	或许我们可以给工人多发点奖金，来激发他们的生产热情？	[15210101, 15210102, 15210103]	
152102					1		生产风向标	加量也加价	工人们果然表示工厂就是自己永远的家，没有困难的工作，只等你下达任务！	[15210201, 15210202, 15210203]	
152103					1		生产风向标	加量也加价	激励起到了一定效果，大家热火朝天地要求增加生产任务。	[15210301]	
152104					1		生产风向标	加量也加价	你想了想自己的豪车游艇大别野都还没到手，决定再苦一苦打工人。	[15210401]	
152201					1		销售风向标	合作共赢	合作伙伴建议我们达成一个共识，每一方都专注于自己擅长的产品开发以提升市场效率。这或许能大幅提升某种商品的售价，但其他商品的市场就需要向合作伙伴适当让利了。	[15220101, 15220102]	
152202					1		销售风向标	合作共赢	为表示感谢，合作伙伴尊重我们的意愿，让我们先选择目标商品。	[15220201, 15220202, 15220203]	
152203					1		销售风向标	合作共赢	合作伙伴只能表示妥协，我们获得了所有商品的定价权——虽然幅度非常有限。	[15220301]	
153101					1		探索奇遇	补给商船	一艘商船停靠在你的小岛获取补给。在完成补给后，他们愿意将船上的一部分商品赠送给你，以示对你慷慨招待的感谢。	[15310101]	
153201					1		探索奇遇	补给商船	一艘商船停靠在你的小岛获取补给。在完成补给后，他们愿意将船上的一部分商品赠送给你，以示对你慷慨招待的感谢。	[15320101]	
153301					1		探索奇遇	补给商船	一艘商船停靠在你的小岛获取补给。在完成补给后，他们愿意将船上的一部分商品赠送给你，以示对你慷慨招待的感谢。	[15330101]	
153401					1		探索奇遇	补给商船	一艘商船停靠在你的小岛获取补给。在完成补给后，他们额外给了你一笔报酬，以示对你慷慨招待的感谢。	[15340101]	
154101					2		探索奇遇	偏航商队	一艘来自九龙的商船偏离了航线，来到了你的小岛。他们急需补给，希望用货物或是金贝让你提供帮助。	[15410101, 15410102]	
154102					1		探索奇遇	偏航商队	商队将部分商品优惠出售给你，你如约为他们提供了帮助。	[15410201]	
154103					1		探索奇遇	偏航商队	商队的商品还没出售确实没多少金贝，但你还是拿到了期望的报酬。	[15410301]	
154201					2		探索奇遇	偏航商队	一艘来自北航联合的商船偏离了航线，来到了你的小岛。他们急需补给，希望用货物或是金贝让你提供帮助。	[15420101, 15420102]	
154202					1		探索奇遇	偏航商队	商队将部分商品优惠出售给你，你如约为他们提供了帮助。	[15420201]	
154203					1		探索奇遇	偏航商队	商队的商品还没出售确实没多少金贝，但你还是拿到了期望的报酬。	[15420301]	
154301					2		探索奇遇	偏航商队	一艘来自阿迪莱的商船偏离了航线，来到了你的小岛。他们急需补给，希望用货物或是金贝让你提供帮助。	[15430101, 15430102]	
154302					1		探索奇遇	偏航商队	商队将部分商品优惠出售给你，你如约为他们提供了帮助。	[15430201]	
154303					1		探索奇遇	偏航商队	商队的商品还没出售确实没多少金贝，但你还是拿到了期望的报酬。	[15430301]	
154401					1		探索奇遇	偏航商队	一艘来自被遗忘者的商船偏离了航线，来到了你的小岛。他们准备交换船上的部分设备以换取补给。	[15440101]	
154402					1		探索奇遇	偏航商队	你收下了船上的部分设备，看来它们对生产仍有帮助。	[15440201]	
155101					2		探索奇遇	神秘商人	你进入了一个气派的商店，里面看起来有些不错的物品。店主也发现了你，殷勤起身，询问你有什么需要。	[15510101, 15510102, 15510103]	
155102					1		探索奇遇	神秘商人	你指了指地板，签下一张支票，告诉店主这个商店已经被你承包了。随后你将商店改造成了新的厂房，用于生产更多的商品。	[15510201]	
155103					1		探索奇遇	神秘商人	店主藏不住脸上的笑意，将你挑选的商品细细包装后，还将你送出好远才回。	[15510301]	
155104					1		探索奇遇	神秘商人	你把店里的免费礼品薅了一遍，心满意足地离开了。	[15510401]	
155201					2	155201	探索奇遇	遇难商船	海上的一艘商船遭遇了风暴即将沉没，在救出船员后你或许还能抢救船上的部分设备，但剩下的时间已经不多了。你的选择是：	[15520101, 15520102, 15520103]	
155202					1		探索奇遇	遇难商船	你在核心设备间发现了一些设备原型，看起来能为扩大生产规模提供帮助。船员们对你非常感激，纷纷表示找到的东西都归你所有。	[15520201]	
155203					1		探索奇遇	遇难商船	你来到了船长的保险库中，发现了几个装满金贝的保险箱，将它们带下了船只。船长们对你非常感激，当即表示找到的东西都归你所有。	[15520301]	
155204					1		探索奇遇	遇难商船	你选择小心行事，只带回了甲板上的一些货物。船员们对你非常感激，纷纷表示找到的东西都归你所有。	[15520401]	
220101					5		重组乐队	重组乐队	一道身影以迅雷不及掩耳之势闪到你身边，你只听清楚一句“求求你帮我重组乐队吧”，剩下的就是什么“欧内盖”“我什么都会做的”之类难懂的话。对此，你的选择是？	[22010101, 22010102]	
220102					1		重组乐队	重组乐队	打钱之后那道身影如风一般消散了，只剩下几件乐器。	[22010201]	
220103					1		乐队解体	乐队解体	“你是抱着怎样的觉悟说出这句话的？以后请不要再和我扯上关系了。”这句话仿佛数万箴言，纠缠你的身影烟消云散，只剩下一地金贝。	[22010301]	
810001					1	810001	会员推广	会员推广	赢赢银行一直推广让海岛拍卖行坐不住了，他们也有样学样做起了会员推广。	[81000101]	
810101	1		210001	True	1	810101	拍卖会	拍卖会	紧张刺激的拍卖会开始了，瞧一瞧看一看！本场拍卖会总共有3件拍卖品，面对第一件拍卖品，你决定：	[81010101, 81010102, 81010103]	
810111	1		210001	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[81011101, 81011102, 81011103]	
810112	1		210001	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[81011201, 81011202, 81011203]	
810113	1		210001	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[81011301, 81011302]	
820101	1		210002	True	1		拍卖会	拍卖会	你英勇无比地报出了一口价，吓得全场鸦雀无声！你满意地将其收起，望向第二件商品：	[82010101, 82010102, 82010103]	
820102	1		210002	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！花了点小钱让你神清气爽，看向第二件商品：	[82010101, 82010102, 82010103]	
820103	1		210002	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终还是棋差一招。但一刻也来不及为第一件商品哀悼，紧随而来的是第二件商品！	[82010101, 82010102, 82010103]	
820104	1		210002	True	1		拍卖会	拍卖会	高手不买第一个，你决定直接快进到下一个拍卖品：	[82010101, 82010102, 82010103]	
820111	1		210002	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[82011101, 82011102, 82011103]	
820112	1		210002	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[82011201, 82011202, 82011203]	
820113	1		210002	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[82011301, 82011302]	
830101	1		210011	True	1		拍卖会	拍卖会	听到一口价，拍卖师也愣了一下，半天憋出一句“那你无敌了呀”才落锤落锤将拍卖品双手奉上，甚至差点忘记推出第三件商品：	[83010101, 83010102, 83010103]	
830102	1		210011	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品。花小钱办大事，爽！你的目光落向第三件拍卖品：	[83010101, 83010102, 83010103]	
830103	1		210011	True	1		拍卖会	拍卖会	激烈的竞价结束了，最终还是棋差一招。但一刻也来不及为第二件商品哀悼，紧随而来的是第三件商品！	[83010101, 83010102, 83010103]	
830104	1		210011	True	1		拍卖会	拍卖会	高手也不买第二个，你决定直接快进到下一个拍卖品。	[83010101, 83010102, 83010103]	
830111	1		210011	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[83011101, 83011102, 83011103]	
830112	1		210011	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[83011201, 83011202, 83011203]	
830113	1		210011	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[83011301, 83011302]	
840101				True	1		拍卖会	拍卖会	所有人都没想到最后一件商品还有高手，只能看着你拿走属于你的拍卖品。	[84010101]	
840102				True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！我们是冠军！	[84010201]	
840103				True	1		拍卖会	拍卖会	激烈的竞价结束了，属于你的拍卖会也到此结束了。	[84010301]	
840104				True	1		拍卖会	拍卖会	高手更不买最后一个，绝对不是因为没钱了。	[84010401]	
811101	1		210002	True	1	811101	拍卖会	拍卖会	紧张刺激的拍卖会开始了，瞧一瞧看一看！本场拍卖会总共有3件拍卖品，面对第一件拍卖品，你决定：	[81110101, 81110102, 81110103]	
811111	1		210002	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[81111101, 81111102, 81111103]	
811112	1		210002	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[81111201, 81111202, 81111203]	
811113	1		210002	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[81111301, 81111302]	
821101	1		210011	True	1		拍卖会	拍卖会	你英勇无比地报出了一口价，吓得全场鸦雀无声！你满意地将其收起，望向第二件商品：	[82110101, 82110102, 82110103]	
821102	1		210011	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！花了点小钱让你神清气爽，看向第二件商品：	[82110101, 82110102, 82110103]	
821103	1		210011	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终还是棋差一招。但一刻也来不及为第一件商品哀悼，紧随而来的是第二件商品！	[82110101, 82110102, 82110103]	
821104	1		210011	True	1		拍卖会	拍卖会	高手不买第一个，你决定直接快进到下一个拍卖品：	[82110101, 82110102, 82110103]	
821111	1		210011	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[82111101, 82111102, 82111103]	
821112	1		210011	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[82111201, 82111202, 82111203]	
821113	1		210011	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[82111301, 82111302]	
831101	1		210021	True	1		拍卖会	拍卖会	听到一口价，拍卖师也愣了一下，半天憋出一句“那你无敌了呀”才落锤落锤将拍卖品双手奉上，甚至差点忘记推出第三件商品：	[83110101, 83110102, 83110103]	
831102	1		210021	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品。花小钱办大事，爽！你的目光落向第三件拍卖品：	[83110101, 83110102, 83110103]	
831103	1		210021	True	1		拍卖会	拍卖会	激烈的竞价结束了，最终还是棋差一招。但一刻也来不及为第二件商品哀悼，紧随而来的是第三件商品！	[83110101, 83110102, 83110103]	
831104	1		210021	True	1		拍卖会	拍卖会	高手也不买第二个，你决定直接快进到下一个拍卖品。	[83110101, 83110102, 83110103]	
831111	1		210021	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[83111101, 83111102, 83111103]	
831112	1		210021	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[83111201, 83111202, 83111203]	
831113	1		210021	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[83111301, 83111302]	
841101				True	1		拍卖会	拍卖会	所有人都没想到最后一件商品还有高手，只能看着你拿走属于你的拍卖品。	[84110101]	
841102				True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！我们是冠军！	[84110201]	
841103				True	1		拍卖会	拍卖会	激烈的竞价结束了，属于你的拍卖会也到此结束了。	[84110301]	
841104				True	1		拍卖会	拍卖会	高手更不买最后一个，绝对不是因为没钱了。	[84110401]	
812101	1		210011	True	1	812101	拍卖会	拍卖会	紧张刺激的拍卖会开始了，瞧一瞧看一看！本场拍卖会总共有3件拍卖品，面对第一件拍卖品，你决定：	[81210101, 81210102, 81210103]	
812111	1		210011	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[81211101, 81211102, 81211103]	
812112	1		210011	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[81211201, 81211202, 81211203]	
812113	1		210011	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[81211301, 81211302]	
822101	1		210012	True	1		拍卖会	拍卖会	你英勇无比地报出了一口价，吓得全场鸦雀无声！你满意地将其收起，望向第二件商品：	[82210101, 82210102, 82210103]	
822102	1		210012	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！花了点小钱让你神清气爽，看向第二件商品：	[82210101, 82210102, 82210103]	
822103	1		210012	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终还是棋差一招。但一刻也来不及为第一件商品哀悼，紧随而来的是第二件商品！	[82210101, 82210102, 82210103]	
822104	1		210012	True	1		拍卖会	拍卖会	高手不买第一个，你决定直接快进到下一个拍卖品：	[82210101, 82210102, 82210103]	
822111	1		210012	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[82211101, 82211102, 82211103]	
822112	1		210012	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[82211201, 82211202, 82211203]	
822113	1		210012	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[82211301, 82211302]	
832101	1		210021	True	1		拍卖会	拍卖会	听到一口价，拍卖师也愣了一下，半天憋出一句“那你无敌了呀”才落锤落锤将拍卖品双手奉上，甚至差点忘记推出第三件商品：	[83210101, 83210102, 83210103]	
832102	1		210021	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品。花小钱办大事，爽！你的目光落向第三件拍卖品：	[83210101, 83210102, 83210103]	
832103	1		210021	True	1		拍卖会	拍卖会	激烈的竞价结束了，最终还是棋差一招。但一刻也来不及为第二件商品哀悼，紧随而来的是第三件商品！	[83210101, 83210102, 83210103]	
832104	1		210021	True	1		拍卖会	拍卖会	高手也不买第二个，你决定直接快进到下一个拍卖品。	[83210101, 83210102, 83210103]	
832111	1		210021	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[83211101, 83211102, 83211103]	
832112	1		210021	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[83211201, 83211202, 83211203]	
832113	1		210021	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[83211301, 83211302]	
842101				True	1		拍卖会	拍卖会	所有人都没想到最后一件商品还有高手，只能看着你拿走属于你的拍卖品。	[84210101]	
842102				True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！我们是冠军！	[84210201]	
842103				True	1		拍卖会	拍卖会	激烈的竞价结束了，属于你的拍卖会也到此结束了。	[84210301]	
842104				True	1		拍卖会	拍卖会	高手更不买最后一个，绝对不是因为没钱了。	[84210401]	
813101	1		210011	True	1	813101	拍卖会	拍卖会	紧张刺激的拍卖会开始了，瞧一瞧看一看！本场拍卖会总共有3件拍卖品，面对第一件拍卖品，你决定：	[81310101, 81310102, 81310103]	
813111	1		210011	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[81311101, 81311102, 81311103]	
813112	1		210011	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[81311201, 81311202, 81311203]	
813113	1		210011	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[81311301, 81311302]	
823101	1		210021	True	1		拍卖会	拍卖会	你英勇无比地报出了一口价，吓得全场鸦雀无声！你满意地将其收起，望向第二件商品：	[82310101, 82310102, 82310103]	
823102	1		210021	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！花了点小钱让你神清气爽，看向第二件商品：	[82310101, 82310102, 82310103]	
823103	1		210021	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终还是棋差一招。但一刻也来不及为第一件商品哀悼，紧随而来的是第二件商品！	[82310101, 82310102, 82310103]	
823104	1		210021	True	1		拍卖会	拍卖会	高手不买第一个，你决定直接快进到下一个拍卖品：	[82310101, 82310102, 82310103]	
823111	1		210021	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[82311101, 82311102, 82311103]	
823112	1		210021	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[82311201, 82311202, 82311203]	
823113	1		210021	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[82311301, 82311302]	
833101	1		210031	True	1		拍卖会	拍卖会	听到一口价，拍卖师也愣了一下，半天憋出一句“那你无敌了呀”才落锤落锤将拍卖品双手奉上，甚至差点忘记推出第三件商品：	[83310101, 83310102, 83310103]	
833102	1		210031	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品。花小钱办大事，爽！你的目光落向第三件拍卖品：	[83310101, 83310102, 83310103]	
833103	1		210031	True	1		拍卖会	拍卖会	激烈的竞价结束了，最终还是棋差一招。但一刻也来不及为第二件商品哀悼，紧随而来的是第三件商品！	[83310101, 83310102, 83310103]	
833104	1		210031	True	1		拍卖会	拍卖会	高手也不买第二个，你决定直接快进到下一个拍卖品。	[83310101, 83310102, 83310103]	
833111	1		210031	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[83311101, 83311102, 83311103]	
833112	1		210031	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[83311201, 83311202, 83311203]	
833113	1		210031	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[83311301, 83311302]	
843101				True	1		拍卖会	拍卖会	所有人都没想到最后一件商品还有高手，只能看着你拿走属于你的拍卖品。	[84310101]	
843102				True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！我们是冠军！	[84310201]	
843103				True	1		拍卖会	拍卖会	激烈的竞价结束了，属于你的拍卖会也到此结束了。	[84310301]	
843104				True	1		拍卖会	拍卖会	高手更不买最后一个，绝对不是因为没钱了。	[84310401]	
814101	1		210021	True	1	814101	拍卖会	拍卖会	紧张刺激的拍卖会开始了，瞧一瞧看一看！本场拍卖会总共有3件拍卖品，面对第一件拍卖品，你决定：	[81410101, 81410102, 81410103]	
814111	1		210021	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[81411101, 81411102, 81411103]	
814112	1		210021	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[81411201, 81411202, 81411203]	
814113	1		210021	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[81411301, 81411302]	
824101	1		210022	True	1		拍卖会	拍卖会	你英勇无比地报出了一口价，吓得全场鸦雀无声！你满意地将其收起，望向第二件商品：	[82410101, 82410102, 82410103]	
824102	1		210022	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！花了点小钱让你神清气爽，看向第二件商品：	[82410101, 82410102, 82410103]	
824103	1		210022	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终还是棋差一招。但一刻也来不及为第一件商品哀悼，紧随而来的是第二件商品！	[82410101, 82410102, 82410103]	
824104	1		210022	True	1		拍卖会	拍卖会	高手不买第一个，你决定直接快进到下一个拍卖品：	[82410101, 82410102, 82410103]	
824111	1		210022	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[82411101, 82411102, 82411103]	
