Id	LevelGroup	CityId	Level	Name	BriefDesc	Desc	LandformId	Icon	FlagIcon	BuffDesc	TaskIds	BuffIds	EffectIds	UnlockExpReward	ShowScores	ActualScores
38	2	3103	2	城邦3-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3103	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
39	2	3103	3	城邦3-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
40	2	3104	1	城邦4-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3104	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
41	2	3104	2	城邦4-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3104	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
42	2	3104	3	城邦4-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
43	2	3105	1	城邦5-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3105	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
44	2	3105	2	城邦5-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3105	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
45	2	3105	3	城邦5-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
46	2	3106	1	城邦6-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3106	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
47	2	3106	2	城邦6-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3106	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
48	2	3106	3	城邦6-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
49	2	3107	1	城邦7-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3107	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
50	2	3107	2	城邦7-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3107	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
51	2	3107	3	城邦7-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
52	2	3108	1	城邦8-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3108	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
53	2	3108	2	城邦8-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3108	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
54	2	3108	3	城邦8-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
55	2	3109	1	城邦9-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3109	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
56	2	3109	2	城邦9-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3109	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
57	2	3109	3	城邦9-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
58	2	3110	1	城邦10-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3110	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
59	2	3110	2	城邦10-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3110	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
60	2	3110	3	城邦10-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
61	100	1101	1	伊始邦	成就传奇的第一步，就是买下这个岛屿！		3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	椰子售价+10%	[1010101]	[1101]			{1: 100}	{1: 0}
62	100	1101	2	伊始邦	成就传奇的第一步，就是买下这个岛屿！		3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	椰子售价+20%	[1010201]	[1102]		100	{1: 200}	{1: 0}
63	100	1101	3	伊始邦	成就传奇的第一步，就是买下这个岛屿！		3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	椰子售价+40%		[1103]		200	{1: 300}	{1: 0}
64	100	1102	1	萌新邦	没有什么特别的，就是看着很新。		3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	椰子售价+10%	[1020101]	[1201]			{1: 100}	{1: 0}
65	100	1102	2	萌新邦	没有什么特别的，就是看着很新。		3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	椰子售价+20%	[1020201]	[1202]		100	{1: 200}	{1: 0}
66	100	1102	3	萌新邦	没有什么特别的，就是看着很新。		3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	椰子售价+40%		[1203]		200	{1: 300}	{1: 0}
67	200	1201	1	火之高兴邦	燃起来了	燃起来了	3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg00.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	所有商品售价+5%	[2010101, 2010102]	[2101]			{1: 100, 2: 100, 3: 100}	{1: 0, 2: 0, 3: 0}
68	200	1201	2	火之高兴邦	燃起来了	燃起来了	3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg00.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	所有商品售价+10%	[2010201, 2010202]	[2111]		100	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
69	200	1201	3	火之高兴邦	燃起来了	燃起来了	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg00.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	所有商品售价+20%		[2121]		200	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
70	200	1202	1	椰椰邦	盛产<color=#a46800>椰子</color>的岛屿	盛产<color=#a46800>椰子</color>的岛屿	3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	所有商品波动上下限+5%	[2020101]	[2201]			{1: 100, 2: 100, 3: 100}	{1: 0, 2: 0, 3: 0}
71	200	1202	2	椰椰邦	盛产<color=#a46800>椰子</color>的岛屿	盛产<color=#a46800>椰子</color>的岛屿	3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	所有商品波动上下限+10%	[2020201, 2020202]	[2211]		100	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
72	200	1202	3	椰椰邦	盛产<color=#a46800>椰子</color>的岛屿	盛产<color=#a46800>椰子</color>的岛屿	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	所有商品波动上下限+15%		[2221]		200	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
73	200	1203	1	冰冰邦	不是冰岛，只是个岛	不是冰岛，只是个岛	3103	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	所有商品销售暴击率+5%	[2030101]	[2301]			{1: 100, 2: 100, 3: 100}	{1: 0, 2: 0, 3: 0}
74	200	1203	2	冰冰邦	不是冰岛，只是个岛	不是冰岛，只是个岛	3103	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	所有商品销售暴击率+8%	[2030201, 2030202]	[2311]		100	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
75	200	1203	3	冰冰邦	不是冰岛，只是个岛	不是冰岛，只是个岛	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	所有商品销售暴击率+12%		[2321]		200	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
76	200	1204	1	很贵邦	这么贵了还买得起，不愧是你	这么贵了还买得起，不愧是你	3104	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	所有商品销售暴击效果+10%	[2040101]	[2401]			{1: 100, 2: 100, 3: 100}	{1: 0, 2: 0, 3: 0}
77	200	1204	2	很贵邦	这么贵了还买得起，不愧是你	这么贵了还买得起，不愧是你	3104	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	所有商品销售暴击效果+16%	[2040201, 2040202]	[2411]		100	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
78	200	1204	3	很贵邦	这么贵了还买得起，不愧是你	这么贵了还买得起，不愧是你	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	所有商品销售暴击效果+24%		[2421]		200	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
79	300	1301	1	中中邦	什么资源都有的中庸岛屿	什么资源都有的中庸岛屿	3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	所有商品售价+5%	[3010101, 3010102]	[3101]			{1: 100, 2: 100, 3: 100}	{1: 0, 2: 0, 3: 0}
80	300	1301	2	中中邦	什么资源都有的中庸岛屿	什么资源都有的中庸岛屿	3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	所有商品售价+10%	[3010201, 3010202]	[3102]		100	{1: 200, 2: 200, 3: 200}	{1: 0, 2: 0, 3: 0}
81	300	1301	3	中中邦	什么资源都有的中庸岛屿	什么资源都有的中庸岛屿	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	所有商品售价+20%		[3103]		200	{1: 300, 2: 300, 3: 300}	{1: 0, 2: 0, 3: 0}
82	300	1302	1	椰木邦	盛产<color=#a46800>椰子</color>和<color=#a46800>木材</color>的岛屿	盛产<color=#a46800>椰子</color>和<color=#a46800>木材</color>的岛屿	3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	椰子和木材销售暴击率+5%	[3020101]	[3201]			{1: 100, 2: 100}	{1: 0, 2: 0}
83	300	1302	2	椰木邦	盛产<color=#a46800>椰子</color>和<color=#a46800>木材</color>的岛屿	盛产<color=#a46800>椰子</color>和<color=#a46800>木材</color>的岛屿	3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	椰子和木材销售暴击率+8%	[3020201, 3020202]	[3202]		100	{1: 200, 2: 200}	{1: 0, 2: 0}
