Id	FightEventId	Name	Description	Icon	Star	ConsumeCounts
10401	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[50, 500]
10402	93378	暗伤强化Ⅰ	队伍成员的暗系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	1	[50, 500]
10403	93363	火伤强化Ⅰ	队伍成员的火系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	1	[50, 500]
10404	93305	生命增幅Ⅰ	队伍成员的生命上限增加2500	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	1	[50, 500]
10405	81050	闪避增幅Ⅰ	队伍成员闪避上限增加700	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	1	[50, 500]
10501	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[50, 500]
10502	93363	火伤强化Ⅰ	队伍成员的火系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	1	[50, 500]
10503	93358	物伤强化Ⅰ	队伍成员的物理伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	1	[50, 500]
10504	93305	生命增幅Ⅰ	队伍成员的生命上限增加2500	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	1	[50, 500]
10505	81050	闪避增幅Ⅰ	队伍成员闪避上限增加700	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	1	[50, 500]
10601	93307	生命增幅Ⅱ	队伍成员的生命上限增加5000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	2	[70, 700]
10602	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[70, 700]
10603	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[100, 1000]
10604	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[70, 700]
10605	93358	物伤强化Ⅰ	队伍成员的物理伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	1	[70, 700]
10701	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[100, 1000]
10702	75014	连击暴动Ⅳ	连击每达到30下，立刻随机获得同色的三颗球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	4	[80, 800]
10703	93307	生命增幅Ⅱ	队伍成员的生命上限增加5000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	2	[70, 700]
10704	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[70, 700]
10705	90902	伤害强化Ⅰ	队伍成员的所有伤害增加15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	1	[70, 700]
10801	75014	连击暴动Ⅳ	连击每达到30下，立刻随机获得同色的三颗球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	4	[80, 800]
10802	93390	治疗暴动Ⅴ	治疗溢出转化为200%的伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png	5	[100, 1000]
10803	93382	技能强化Ⅰ	队伍成员的消球伤害增加25%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png	1	[70, 700]
10804	90902	伤害强化Ⅰ	队伍成员的所有伤害增加15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	1	[70, 700]
10805	93378	暗伤强化Ⅰ	队伍成员的暗系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	1	[70, 700]
10901	120302	超算缩减Ⅳ	队伍成员的超算冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	4	[80, 800]
10902	96101	激光暴动Ⅴ	每隔10秒将呼叫卫星向目标发射超能光束，对目标范围造成2000点真实伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png	5	[100, 1000]
10903	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[70, 700]
10904	93378	暗伤强化Ⅰ	队伍成员的暗系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	1	[70, 700]
10905	93373	雷伤强化Ⅰ	队伍成员的雷系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21222.png	1	[70, 700]
11001	93202	护盾辅助Ⅳ	进入战斗后每15秒获得生命值10%的护盾，护盾不可累加	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	4	[120, 1200]
11002	96102	回复辅助Ⅴ	队伍成员每秒回复1.5%的生命值	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22001.png	5	[140, 1400]
11003	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[140, 1400]
11004	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[100, 1000]
11005	93358	物伤强化Ⅰ	队伍成员的物理伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	1	[100, 1000]
11006	93363	火伤强化Ⅰ	队伍成员的火系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	1	[100, 1000]
11101	93390	治疗暴动Ⅴ	治疗溢出转化为200%的伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png	5	[160, 1600]
11102	120302	超算缩减Ⅳ	队伍成员的超算冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	4	[140, 1400]
11103	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[160, 1600]
11104	120106	QTE缩减Ⅱ	队伍成员的qte冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	2	[120, 1200]
11105	93346	信号强化Ⅰ	每隔15秒将恢复2个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	1	[120, 1200]
11106	93307	生命增幅Ⅱ	队伍成员的生命上限增加5000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	2	[120, 1200]
11107	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[120, 1200]
11108	90705	必杀缩减Ⅳ	队伍成员的能量每5秒额外增加10点	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	4	[140, 1400]
11109	96106	必杀狂热Ⅲ	队伍成员释放必杀技能后，获得10秒的霸体效果和额外伤害加成增加20%。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21012.png	3	[130, 1300]
11201	93202	护盾辅助Ⅳ	进入战斗后每15秒获得生命值10%的护盾，护盾不可累加	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	4	[140, 1400]
11202	93370	冰伤强化Ⅱ	队伍成员的冰系伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	2	[120, 1200]
11203	93309	生命增幅Ⅲ	队伍成员的生命上限增加7500	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	3	[120, 1200]
11204	120107	QTE缩减Ⅲ	队伍成员的qte冷却时间减少3秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	3	[120, 1200]
11205	120216	闪避强化Ⅱ	队伍成员的闪避值恢复速度提升50%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[120, 1200]
11206	93348	信号强化Ⅲ	每隔10秒将恢复3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	3	[130, 1300]
11207	96104	伤害减免Ⅲ	队伍成员获得20%伤害减免	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png	3	[130, 1300]
11208	75014	连击暴动Ⅳ	连击每达到30下，立刻随机获得同色的三颗球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	4	[140, 1400]
11209	90705	必杀缩减Ⅳ	队伍成员的能量每5秒额外增加10点	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	4	[140, 1400]
11210	90902	伤害强化Ⅰ	队伍成员的所有伤害增加15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	1	[120, 1200]
11301	93309	生命增幅Ⅲ	队伍成员的生命上限增加7500	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	3	[140, 1400]
11302	120216	闪避强化Ⅱ	队伍成员的闪避值恢复速度提升50%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[140, 1400]
11303	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[200, 2000]
11304	120107	QTE缩减Ⅲ	队伍成员的qte冷却时间减少3秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	3	[160, 1600]
11305	93370	冰伤强化Ⅱ	队伍成员的冰系伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	2	[140, 1400]
11306	93380	暗伤强化Ⅱ	队伍成员的暗系伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	2	[140, 1400]
11307	93360	物伤强化Ⅱ	队伍成员的物理伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	2	[140, 1400]
11308	96104	伤害减免Ⅲ	队伍成员获得20%伤害减免	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png	3	[140, 1400]
11309	75014	连击暴动Ⅳ	连击每达到30下，立刻随机获得同色的三颗球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	4	[180, 1800]
20001	93307	生命增幅Ⅱ	队伍成员的生命上限增加5000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	2	[20, 200]
20002	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[20, 200]
20003	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[20, 200]
20004	93346	信号强化Ⅰ	每隔15秒将恢复2个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	1	[20, 200]
20005	120302	超算缩减Ⅳ	队伍成员的超算冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	4	[30, 300]
20006	90705	必杀缩减Ⅳ	队伍成员的能量每5秒额外增加10点	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	4	[30, 300]
20101	93307	生命增幅Ⅱ	队伍成员的生命上限增加5000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	2	[20, 200]
20102	90404	护盾暴动Ⅳ	队伍成员进入战斗后获得可抵消1次伤害的护盾，护盾每10秒恢复1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21023.png	4	[30, 300]
20103	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[20, 200]
20104	93346	信号强化Ⅰ	每隔15秒将恢复2个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	1	[20, 200]
20105	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[30, 300]
20106	96103	必杀强化Ⅰ	队伍成员的必杀技可眩晕敌人2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21071.png	1	[20, 200]
20107	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[20, 200]
20201	93307	生命增幅Ⅱ	队伍成员的生命上限增加5000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	2	[40, 400]
20202	93348	信号强化Ⅲ	每隔10秒将恢复3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	3	[50, 500]
20203	93378	暗伤强化Ⅰ	队伍成员的暗系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	1	[40, 400]
20204	120216	闪避强化Ⅱ	队伍成员的闪避值恢复速度提升50%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[40, 400]
20205	120107	QTE缩减Ⅲ	队伍成员的qte冷却时间减少3秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	3	[50, 500]
20206	96103	必杀强化Ⅰ	队伍成员的必杀技可眩晕敌人2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21071.png	1	[40, 400]
20207	93314	攻击锐化Ⅲ	队伍成员每次攻击额外附加300点物理伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32101.png	3	[50, 500]
20208	93202	护盾辅助Ⅳ	进入战斗后每15秒获得生命值10%的护盾，护盾不可累加	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	4	[50, 500]
20301	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[40, 400]
20302	93363	火伤强化Ⅰ	队伍成员的火系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	1	[40, 400]
20303	93373	雷伤强化Ⅰ	队伍成员的雷系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21222.png	1	[40, 400]
20304	93307	生命增幅Ⅱ	队伍成员的生命上限增加5000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	2	[40, 400]
20305	93348	信号强化Ⅲ	每隔10秒将恢复3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	3	[50, 500]
20306	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[40, 400]
20307	90404	护盾暴动Ⅳ	队伍成员进入战斗后获得可抵消1次伤害的护盾，护盾每10秒恢复1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21023.png	4	[60, 600]
20308	120302	超算缩减Ⅳ	队伍成员的超算冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	4	[60, 600]
20309	90902	伤害强化Ⅰ	队伍成员的所有伤害增加15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	1	[40, 400]
20401	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[50, 500]
20402	93378	暗伤强化Ⅰ	队伍成员的暗系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	1	[50, 500]
20403	93363	火伤强化Ⅰ	队伍成员的火系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	1	[50, 500]
20404	93307	生命增幅Ⅱ	队伍成员的生命上限增加5000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	2	[50, 500]
20405	90404	护盾暴动Ⅳ	队伍成员进入战斗后获得可抵消1次伤害的护盾，护盾每10秒恢复1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21023.png	4	[80, 800]
20406	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[50, 500]
20407	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[80, 800]
20408	90705	必杀缩减Ⅳ	队伍成员的能量每5秒额外增加10点	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	4	[70, 700]
20409	120107	QTE缩减Ⅲ	队伍成员的qte冷却时间减少3秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	3	[60, 600]
20501	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[50, 500]
20502	93363	火伤强化Ⅰ	队伍成员的火系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	1	[50, 500]
20503	93358	物伤强化Ⅰ	队伍成员的物理伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	1	[50, 500]
20504	93307	生命增幅Ⅱ	队伍成员的生命上限增加5000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	2	[50, 500]
20505	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[50, 500]
20506	96102	回复辅助Ⅴ	队伍成员每秒回复1.5%的生命值	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22001.png	5	[80, 800]
20507	96101	激光暴动Ⅴ	每隔10秒将呼叫卫星向目标发射超能光束，对目标范围造成2000点真实伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png	5	[80, 800]
20508	90902	伤害强化Ⅰ	队伍成员的所有伤害增加15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	1	[50, 500]
20509	90404	护盾暴动Ⅳ	队伍成员进入战斗后获得可抵消1次伤害的护盾，护盾每10秒恢复1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21023.png	4	[80, 800]
20601	93344	天下无双Ⅹ	队伍成员的单消和二消将视为三消	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33303.png	10	[220, 2200]
20602	93309	生命增幅Ⅲ	队伍成员的生命上限增加7500	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	3	[80, 800]
20603	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[70, 700]
20604	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[120, 1200]
20605	93368	冰伤强化Ⅰ	队伍成员的冰系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	1	[70, 700]
20606	93358	物伤强化Ⅰ	队伍成员的物理伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	1	[70, 700]
20607	120214	闪避强化Ⅰ	队伍成员闪避闪避值恢复速度提升20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33001.png	1	[70, 700]
20608	120302	超算缩减Ⅳ	队伍成员的超算冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	4	[100, 1000]
20609	96106	必杀狂热Ⅲ	队伍成员释放必杀技能后，获得10秒的霸体效果和额外伤害加成增加20%。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21012.png	3	[80, 800]
20701	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[120, 1200]
20702	75016	连击暴动Ⅴ	连击每达到20下，立刻随机获得同色的三颗球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	5	[120, 1200]
20703	93309	生命增幅Ⅲ	队伍成员的生命上限增加7500	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	3	[70, 700]
20704	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[70, 700]
20705	90902	伤害强化Ⅰ	队伍成员的所有伤害增加15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	1	[70, 700]
20706	90404	护盾暴动Ⅳ	队伍成员进入战斗后获得可抵消1次伤害的护盾，护盾每10秒恢复1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21023.png	4	[100, 1000]
20707	93348	信号强化Ⅲ	每隔10秒将恢复3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	3	[80, 800]
20708	93390	治疗暴动Ⅴ	治疗溢出转化为200%的伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png	5	[120, 1200]
20709	120302	超算缩减Ⅳ	队伍成员的超算冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	4	[100, 1000]
20710	96101	激光暴动Ⅴ	每隔10秒将呼叫卫星向目标发射超能光束，对目标范围造成2000点真实伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png	5	[120, 1200]
20801	75016	连击暴动Ⅴ	连击每达到20下，立刻随机获得同色的三颗球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	5	[120, 1200]
20802	93390	治疗暴动Ⅴ	治疗溢出转化为200%的伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png	5	[120, 1200]
20803	90404	护盾暴动Ⅳ	队伍成员进入战斗后获得可抵消1次伤害的护盾，护盾每10秒恢复1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21023.png	4	[100, 1000]
20804	93382	技能强化Ⅰ	队伍成员的消球伤害增加25%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png	1	[70, 700]
20805	120107	QTE缩减Ⅲ	队伍成员的qte冷却时间减少3秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	3	[80, 800]
