Id	MoldId	FightType	ClearCost	RewardDropId	EventId	AfterEventId	PunishEffectGroup	Name	PanelName	Icon	BlockIcon	HeadIcon	Desc	NextFightId	NextFightCondition
12014	1204	2		11016				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
12015	1211	2		11016				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭危险目标		
12016	1212	2		11016				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	存活一定时间		
12017	1213	2		11016				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
12018	1214	2		11016				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
13001	301	1		11012				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
13002	303	1		11012				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
13003	304	1		11012				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
13004	311	1		11012				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
13005	313	1		11012				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
13006	314	1		11012				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
13007	321	1		11012				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
13008	323	1		11012				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
13009	324	1		11012				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
13011	1301	2		11017				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭危险目标		
13012	1302	2		11017				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	存活一定时间		
13013	1303	2		11017				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
13014	1304	2		11017				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
13015	1311	2		11017				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭危险目标		
13016	1312	2		11017				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	存活一定时间		
13017	1313	2		11017				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
13018	1314	2		11017				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
14001	401	1		11013				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
14002	403	1		11013				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
14003	404	1		11013				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
14004	411	1		11013				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
14005	413	1		11013				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
14006	414	1		11013				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
14007	421	1		11013				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
14008	423	1		11013				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
14009	424	1		11013				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
14011	1401	2		11018				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭危险目标		
14012	1402	2		11018				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	存活一定时间		
14013	1403	2		11018				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
14014	1404	2		11018				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
14015	1411	2		11018				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭危险目标		
14016	1412	2		11018				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	存活一定时间		
14017	1413	2		11018				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
