Id	GroupId	DropId	Weight	GameRepeatable	ConditionId	Name	Icon	BlockIcon	Title	TitleContent	Desc
24	3	10009	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	经常进入周遭废墟的巡逻队带回了一些旧时代的残留物资，它们虽然外表看起来陈旧且略有损坏，但是居然都能正常使用。
25	3	10009	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	公社成员发现了一些被雪狼叼走之后又遗弃在雪地里的物资箱，打开之后发现里面依然光洁如新。
26	3	10009	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	“这是友谊的馈赠！”一条冰蓝色的小鲨鱼留下了一个物资箱之后从海面上离开了。
27	3	10009	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	从后院里翻出了一个不知道什么时候遗漏掉的木箱，打开之后发现许多以前登记为丢失的物品都在这里。
28	4	10010	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	众人揭开了一个铺满了灰尘的陈旧物资箱，从里面回收了还尚且保留着完整形状的材料。
29	4	10010	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	从雪洞里挖出了一个极地先民留下的木箱，里面堆满了一些用来过冬的物资，众人满怀感激地收下了这份来自过去的馈赠。
30	4	10010	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	公社成员前往贸易港口，和北极航线联合的商队交换了一些营地里稀缺的物资。
31	4	10010	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	社员对营地里进行了一次大扫除，在角落里发现了不少可以重复利用的物资。
32	4	10010	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	社员前来通知在供暖站边缘设立的小牧场可以收获了，众人在一番劳作后，带着新鲜的物资满载而归。
33	4	10010	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	经常进入周遭废墟的巡逻队带回了一些旧时代的残留物资，它们虽然外表看起来陈旧且略有损坏，但是居然都能正常使用。
34	4	10010	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	公社成员发现了一些被雪狼叼走之后又遗弃在雪地里的物资箱，打开之后发现里面依然光洁如新。
35	4	10010	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	“这是友谊的馈赠！”一条冰蓝色的小鲨鱼留下了一个物资箱之后从海面上离开了。
36	4	10010	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	从后院里翻出了一个不知道什么时候遗漏掉的木箱，打开之后发现许多以前登记为丢失的物品都在这里。
37	5	10011	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	众人揭开了一个铺满了灰尘的陈旧物资箱，从里面回收了还尚且保留着完整形状的材料。
38	5	10011	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	从雪洞里挖出了一个极地先民留下的木箱，里面堆满了一些用来过冬的物资，众人满怀感激地收下了这份来自过去的馈赠。
39	5	10011	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	公社成员前往贸易港口，和北极航线联合的商队交换了一些营地里稀缺的物资。
40	5	10011	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	社员对营地里进行了一次大扫除，在角落里发现了不少可以重复利用的物资。
41	5	10011	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	社员前来通知在供暖站边缘设立的小牧场可以收获了，众人在一番劳作后，带着新鲜的物资满载而归。
42	5	10011	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	经常进入周遭废墟的巡逻队带回了一些旧时代的残留物资，它们虽然外表看起来陈旧且略有损坏，但是居然都能正常使用。
43	5	10011	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	公社成员发现了一些被雪狼叼走之后又遗弃在雪地里的物资箱，打开之后发现里面依然光洁如新。
44	5	10011	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	“这是友谊的馈赠！”一条冰蓝色的小鲨鱼留下了一个物资箱之后从海面上离开了。
45	5	10011	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	从后院里翻出了一个不知道什么时候遗漏掉的木箱，打开之后发现许多以前登记为丢失的物品都在这里。
46	6	10012	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	众人揭开了一个铺满了灰尘的陈旧物资箱，从里面回收了还尚且保留着完整形状的材料。
47	6	10012	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	从雪洞里挖出了一个极地先民留下的木箱，里面堆满了一些用来过冬的物资，众人满怀感激地收下了这份来自过去的馈赠。
48	6	10012	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	公社成员前往贸易港口，和北极航线联合的商队交换了一些营地里稀缺的物资。
49	6	10012	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	社员对营地里进行了一次大扫除，在角落里发现了不少可以重复利用的物资。
50	6	10012	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	社员前来通知在供暖站边缘设立的小牧场可以收获了，众人在一番劳作后，带着新鲜的物资满载而归。
51	6	10012	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	经常进入周遭废墟的巡逻队带回了一些旧时代的残留物资，它们虽然外表看起来陈旧且略有损坏，但是居然都能正常使用。
52	6	10012	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	公社成员发现了一些被雪狼叼走之后又遗弃在雪地里的物资箱，打开之后发现里面依然光洁如新。
53	6	10012	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	“这是友谊的馈赠！”一条冰蓝色的小鲨鱼留下了一个物资箱之后从海面上离开了。
54	6	10012	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	从后院里翻出了一个不知道什么时候遗漏掉的木箱，打开之后发现许多以前登记为丢失的物品都在这里。
55	7	10012	100	1		特殊物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	特殊物资	似乎是被人故意掩埋在这的	太棒了！你们果然是最优秀的造访者，无论什么试炼都能轻松完成。
56	8	13001	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	众人揭开了一个铺满了灰尘的陈旧物资箱，从里面回收了还尚且保留着完整形状的材料。
57	8	13001	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	从雪洞里挖出了一个极地先民留下的木箱，里面堆满了一些用来过冬的物资，众人满怀感激地收下了这份来自过去的馈赠。
58	8	13001	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	公社成员前往贸易港口，和北极航线联合的商队交换了一些营地里稀缺的物资。
59	8	13001	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	社员对营地里进行了一次大扫除，在角落里发现了不少可以重复利用的物资。
60	8	13001	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	社员前来通知在供暖站边缘设立的小牧场可以收获了，众人在一番劳作后，带着新鲜的物资满载而归。
61	8	13001	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	经常进入周遭废墟的巡逻队带回了一些旧时代的残留物资，它们虽然外表看起来陈旧且略有损坏，但是居然都能正常使用。
62	8	13001	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	公社成员发现了一些被雪狼叼走之后又遗弃在雪地里的物资箱，打开之后发现里面依然光洁如新。
63	8	13001	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	“这是友谊的馈赠！”一条冰蓝色的小鲨鱼留下了一个物资箱之后从海面上离开了。
64	8	13001	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	从后院里翻出了一个不知道什么时候遗漏掉的木箱，打开之后发现许多以前登记为丢失的物品都在这里。
