Id	Name	Path	FacePosX	FacePosY
1081001	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	507.5	-233.3999
1091001	比安卡	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	476.5	-384.0
1101001	渡边	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	453.5	-296.0
1111001	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	490.5	-400.3999
500001	赛利卡	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	438.5	-421.2999
500002	薇拉	Assets/Product/Texture/Image/RoleStory/SuoleiyouNomal01.png	545.7999	-421.7
500003	八重	Assets/Product/Texture/Image/RoleStory/BachongNomal01.png	545.7999	-421.7
500004	阿西莫夫	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	484.5	-358.5
500005	人类士兵	Assets/Product/Texture/Image/RoleStory/TongyongrenleibingNomal01.png	545.7999	-421.7
500006	被感染的构造体	Assets/Product/Texture/Image/RoleStory/GanrangouzaotiNomal01.png	545.7999	-421.7
500007	库洛姆	Assets/Product/Texture/Image/RoleStory/KuluomuNomal01.png	545.7999	-421.7
500008	罗兰	Assets/Product/Texture/Image/RoleStory/LuolanNomal01.png	398.3999	-250.0
500009	赛利卡【弃用】	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	545.7999	-421.7
500010	薇拉2	Assets/Product/Texture/Image/RoleStory/SuoleiyouNomal01.png	545.7999	-421.7
500011	哈桑	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	564.0	-251.5
500012	尼科拉	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	515.5	-295.0
500013	通用感染体	Assets/Product/Texture/Image/RoleStory/TongyongganrantiNomal.png	545.7999	-421.7
500014	卡穆	Assets/Product/Texture/Image/RoleStory/KamuNomal.png	545.7999	-421.7
500015	提法	Assets/Product/Texture/Image/RoleStory/TifaNomal01.png	545.7999	-421.7
500016	铁球	Assets/Product/Texture/Image/RoleStory/TieqiuNomal.png	545.7999	-421.7
500017	修女	Assets/Product/Texture/Image/RoleStory/XiunvNomal.png	545.7999	-421.7
500018	喷涂机械	Assets/Product/Texture/Image/RoleStory/XixiNomal.png	545.7999	-421.7
500019	通用构造体	Assets/Product/Texture/Image/RoleStory/Tongyonggouzaoti01Nomal01.png	545.7999	-421.7
500020	暴君	Assets/Product/Texture/Image/RoleStory/AnbaoNomal01.png	545.7999	-421.7
500021	丽芙二阶	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	500.5	-397.0
500022	神父	Assets/Product/Texture/Image/RoleStory/SnowNomal01.png	545.7999	-421.7
500023	实验人员男	Assets/Product/Texture/Image/RoleStory/BoshiNomal01.png	545.7999	-421.7
500024	比安卡修女	Assets/Product/Texture/Image/RoleStory/BankaNomal01.png	503.2999	-353.7
500025	丽芙三阶	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	545.7999	-421.7
500026	里三阶	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	482.5	-268.5
500027	科亚	Assets/Product/Texture/Image/RoleStory/KeyaNomal01.png	545.7999	-421.7
500028	构造体队长	Assets/Product/Texture/Image/RoleStory/Tongyonggouzaoti02Nomal01.png	545.7999	-421.7
500029	露西亚二阶	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	483.5	-383.0
500030	卡列尼娜前传	Assets/Product/Texture/Image/RoleStory/KalieqianzhuanNomal01.png	492.7	-389.8999
500031	小露娜	Assets/Product/Texture/Image/RoleStory/LunaNomal01.png	500.0	-439.2
500032	小露西亚空手	Assets/Product/Texture/Image/RoleStory/LuxiyaNomal03.png	501.8999	-452.7
500033	爷爷前传	Assets/Product/Texture/Image/RoleStory/KaliegrandNomal01.png	545.7999	-421.7
500034	凯蒂前传	Assets/Product/Texture/Image/RoleStory/KittyNomal01.png	545.7999	-421.7
500035	汤姆前传	Assets/Product/Texture/Image/RoleStory/TomNomal01.png	545.7999	-421.7
500036	丽芙前传少女	Assets/Product/Texture/Image/RoleStory/Lifuqianzhuan2Nomal01.png	545.7999	-421.7
500037	莫瑞前传	Assets/Product/Texture/Image/RoleStory/MoruiNomal01.png	545.7999	-421.7
500038	七实前传	Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNomal01.png	474.5	-360.0
500039	小七实	Assets/Product/Texture/Image/RoleStory/Qishiqianzhuan2Nomal01.png	501.0	-436.0
500040	七实前传感染体	Assets/Product/Texture/Image/RoleStory/Qishiqianzhuan3Nomal01.png	545.7999	-421.7
500041	里前传1	Assets/Product/Texture/Image/RoleStory/LiqianzhuanNomal01.png	545.7999	-421.7
500042	实验人员女	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	545.7999	-421.7
500043	实验人员男2	Assets/Product/Texture/Image/RoleStory/BoshiNomal01.png	545.7999	-421.7
500044	里三阶背面	Assets/Product/Texture/Image/RoleStory/R3LiangNormal02.png	545.7999	-421.7
500045	妮特	Assets/Product/Texture/Image/RoleStory/NiteNomal.png	545.7999	-421.7
500046	绵羊玩偶	Assets/Product/Texture/Image/RoleStory/ItemYang.png	545.7999	-421.7
500047	青蛙玩偶	Assets/Product/Texture/Image/RoleStory/ItemQingwa.png	545.7999	-421.7
500048	提法二阶	Assets/Product/Texture/Image/RoleStory/TifaNomal.png	545.7999	-421.7
500049	小丽芙	Assets/Product/Texture/Image/RoleStory/LifuNomal01.png	545.7999	-421.7
500050	丽芙爸爸	Assets/Product/Texture/Image/RoleStory/LifubabaNomal01.png	545.7999	-421.7
500051	丽芙妈妈	Assets/Product/Texture/Image/RoleStory/LifujimuNomal01.png	545.7999	-421.7
500052	丽芙姐姐	Assets/Product/Texture/Image/RoleStory/LifujiejieNomal01.png	545.7999	-421.7
500053	丽芙哥哥	Assets/Product/Texture/Image/RoleStory/LifugegeNomal01.png	545.7999	-421.7
500054	医疗兵丽芙	Assets/Product/Texture/Image/RoleStory/Lifuqianzhuan2Nomal02.png	527.0	-402.5
500055	前传修女	Assets/Product/Texture/Image/RoleStory/XiunvqianzhuanNomal01.png	545.7999	-421.7
500056	小露西亚抱玩偶	Assets/Product/Texture/Image/RoleStory/LuxiyaNomal01.png	545.7999	-421.7
500057	小露西亚持刀	Assets/Product/Texture/Image/RoleStory/LuxiyaNomal02.png	545.7999	-421.7
500058	实验人员口罩男	Assets/Product/Texture/Image/RoleStory/BoshiNomal02.png	545.7999	-421.7
500059	实验人员口罩女	Assets/Product/Texture/Image/RoleStory/YanjiuyuanNomal01.png	545.7999	-421.7
500060	里西服前传	Assets/Product/Texture/Image/RoleStory/LiqianzhuanNomal02.png	545.7999	-421.7
500061	压黑涂鸦机械	Assets/Product/Texture/Image/RoleStory/XixiNomal01.png	545.7999	-421.7
500062	布鲁斯	Assets/Product/Texture/Image/RoleStory/BulusiNomal01.png	545.7999	-421.7
500063	渡边前传	Assets/Product/Texture/Image/RoleStory/DubianNomal01.png	500.0	-540.0
500064	渡边教官	Assets/Product/Texture/Image/RoleStory/JiaoguanNomal01.png	545.7999	-421.7
500065	神威三阶	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	545.7999	-421.7
500066	露西亚三阶·黑	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal01.png	545.7999	-421.7
500067	通用感染体2	Assets/Product/Texture/Image/RoleStory/TongyongganrantiNomal.png	545.7999	-421.7
500068	通用感染体3	Assets/Product/Texture/Image/RoleStory/TongyongganrantiNomal.png	545.7999	-421.7
500069	修女2	Assets/Product/Texture/Image/RoleStory/XiunvNomal.png	545.7999	-421.7
500070	爱因斯坦娜	Assets/Product/Texture/Image/RoleStory/AiyinsitannaNomal.png	545.7999	-421.7
500071	贝奇	Assets/Product/Texture/Image/RoleStory/BeiqiNomal.png	545.7999	-421.7
500072	康德丽娜	Assets/Product/Texture/Image/RoleStory/KangdelinaNomal.png	545.7999	-421.7
500073	桂尼	Assets/Product/Texture/Image/RoleStory/GuiniNomal.png	545.7999	-421.7
500074	阿斯麦	Assets/Product/Texture/Image/RoleStory/AsimaiNomal.png	545.7999	-421.7
500075	海森	Assets/Product/Texture/Image/RoleStory/HaisenNomal.png	545.7999	-421.7
500076	莎士比亚	Assets/Product/Texture/Image/RoleStory/ShashibiyaNomal.png	545.7999	-421.7
500077	凯瑟琳	Assets/Product/Texture/Image/RoleStory/KaiselinNomal.png	545.7999	-421.7
500078	爱芙	Assets/Product/Texture/Image/RoleStory/AifuNomal.png	545.7999	-421.7
500079	库莉珂	Assets/Product/Texture/Image/RoleStory/AdaifuNomal.png	545.7999	-421.7
500080	渡边三阶	Assets/Product/Texture/Image/RoleStory/R3DubianNormal01.png	539.0	-253.5
500081	布鲁斯	Assets/Product/Texture/Image/RoleStory/BulusiNomal01.png	545.7999	-421.7
500082	血清满	Assets/Product/Texture/Image/RoleStory/ItemXueqing1.png	545.7999	-421.7
500083	血清空	Assets/Product/Texture/Image/RoleStory/ItemXueqing2.png	545.7999	-421.7
500084	弓箭手	Assets/Product/Texture/Image/RoleStory/IceArchernomal.png	545.7999	-421.7
500085	港男孩	Assets/Product/Texture/Image/RoleStory/IceboyNomal.png	484.0	-464.5
500086	港渔夫	Assets/Product/Texture/Image/RoleStory/IcefishmanNomal.png	545.7999	-421.7
500087	水手	Assets/Product/Texture/Image/RoleStory/IcesailorNomal.png	545.7999	-421.7
500088	狄安娜	Assets/Product/Texture/Image/RoleStory/IceguideNomal.png	513.7999	-355.5
500090	神父感染体	Assets/Product/Texture/Image/RoleStory/SnowNomal02.png	545.7999	-421.7
500091	七实三阶	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	464.7999	-345.6
500092	七实3前传女孩	Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc01.png	486.6	-293.0
500093	七实3前传大叔	Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc02.png	519.5	-235.0
500094	八音盒坏	Assets/Product/Texture/Image/RoleStory/ItemBayinhe1.png	545.7999	-421.7
500095	八音盒好	Assets/Product/Texture/Image/RoleStory/ItemBayinhe2.png	545.7999	-421.7
500096	突击堡垒	Assets/Product/Texture/Image/RoleStory/bossonline01.png	567.2999	-247.1
500097	蔷薇之剑	Assets/Product/Texture/Image/RoleStory/BalaswordNomal.png	545.7999	-421.7
500098	罗塞塔（新编辑器弃用）	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal01.png	819.5	-314.5
500099	露西亚三阶·白发	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal02.png	562.5999	-404.0
500100	露西亚三阶·阿尔法	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal03.png	505.6	-365.0
500101	加百列	Assets/Product/Texture/Image/RoleStory/JiabailieNormal01.png	545.7999	-421.7
500102	圣诞礼物	Assets/Product/Texture/Image/RoleStory/ItemShengdanliwu1.png	545.7999	-421.7
500103	圣诞树	Assets/Product/Texture/Image/RoleStory/ItemShengdanshu1.png	545.7999	-421.7
500104	七实3前传罗伯特	Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNPC03.png	545.7999	-421.7
500105	露娜	Assets/Product/Texture/Image/RoleStory/LunaNormal01.png	477.5	-411.0
500106	西里尔	Assets/Product/Texture/Image/RoleStory/XilierNormal01.png	477.5	-411.0
500107	空间画	Assets/Product/Texture/Image/RoleStory/ItemHua.png	545.7999	-421.7
500108	赛琳娜	Assets/Product/Texture/Image/RoleStory/SailinnaNormal01.png	498.5	-319.8999
500109	赛琳娜破碎	Assets/Product/Texture/Image/RoleStory/SailinnaNormal02.png	477.5	-411.0
500110	艾拉	Assets/Product/Texture/Image/RoleStory/R2ErrorNormal01.png	500.5	-324.0
500111	艾伦	Assets/Product/Texture/Image/RoleStory/AilunNormal01.png	526.0	-252.5
500112	异聚终端	Assets/Product/Texture/Image/RoleStory/YijuzhongduanNormal01.png	477.5	-411.0
500113	异聚空中监视器	Assets/Product/Texture/Image/RoleStory/YijukongzhongjianshiqiNormal01.png	477.5	-411.0
500114	眼镜宅女	Assets/Product/Texture/Image/RoleStory/YanjingzhainvNormal01.png	477.5	-411.0
500115	艾拉压黑	Assets/Product/Texture/Image/RoleStory/R2ErrorNormal02.png	477.5	-411.0
500116	操作员	Assets/Product/Texture/Image/RoleStory/CaozuoyuanNormal01.png	477.5	-411.0
500117	贾米拉压黑	Assets/Product/Texture/Image/RoleStory/JiamilaNormal02.png	477.5	-411.0
500119	铁球压黑	Assets/Product/Texture/Image/RoleStory/TieqiuNormal01.png	477.5	-411.0
500120	艾拉少女	Assets/Product/Texture/Image/RoleStory/R2ErrorNormal03.png	507.0	-395.0
500121	苏菲亚压黑	Assets/Product/Texture/Image/RoleStory/SufeiyaNormal02.png	477.5	-411.0
500122	人类士兵A	Assets/Product/Texture/Image/RoleStory/TongyongrenleibingNomal01.png	545.7999	-421.7
500123	人类士兵B	Assets/Product/Texture/Image/RoleStory/TongyongrenleibingNomal01.png	545.7999	-421.7
500124	常羽	Assets/Product/Texture/Image/RoleStory/ChangyuNormal01.png	500.0	-388.5
500125	贾米拉	Assets/Product/Texture/Image/RoleStory/JiamilaNormal01.png	495.0	-446.0
500126	阿斯顿	Assets/Product/Texture/Image/RoleStory/AsidunNormal01.png	469.5	-264.0
500127	苏菲亚	Assets/Product/Texture/Image/RoleStory/R2SufeiyaNormal01.png	489.0	-376.0
500128	比安卡三阶	Assets/Product/Texture/Image/RoleStory/R3BiankaNormal01.png	471.5	-319.5
500129	贵族住民	Assets/Product/Texture/Image/RoleStory/GuizuNormal01.png	545.7999	-421.7
500130	文	Assets/Product/Texture/Image/RoleStory/WenNormal01.png	545.7999	-421.7
500131	托比	Assets/Product/Texture/Image/RoleStory/TuobiNormal01.png	545.7999	-421.7
500132	苏菲亚少女	Assets/Product/Texture/Image/RoleStory/R2SufeiyaNormal03.png	545.7999	-421.7
500133	修女压黑A	Assets/Product/Texture/Image/RoleStory/XiunvNormal01.png	545.7999	-421.7
500134	修女压黑B	Assets/Product/Texture/Image/RoleStory/XiunvNormal01.png	545.7999	-421.7
500135	修女压黑C	Assets/Product/Texture/Image/RoleStory/XiunvNormal01.png	545.7999	-421.7
500136	通用拾荒者男	Assets/Product/Texture/Image/RoleStory/ShihuangzhenanNormal01.png	545.7999	-421.7
500137	通用西装男	Assets/Product/Texture/Image/RoleStory/XizhuangnanNormal01.png	545.7999	-421.7
500138	通用西装男2	Assets/Product/Texture/Image/RoleStory/XizhuangnanNormal02.png	545.7999	-421.7
500139	通用渔夫男	Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	545.7999	-421.7
500140	通用渔夫男2	Assets/Product/Texture/Image/RoleStory/YufunanNormal02.png	545.7999	-421.7
500141	托比压黑	Assets/Product/Texture/Image/RoleStory/TuobiNormal02.png	545.7999	-421.7
500142	浪人肆型	Assets/Product/Texture/Image/RoleStory/LangrenNormal01.png	545.7999	-421.7
500143	睚眦	Assets/Product/Texture/Image/RoleStory/YaziNormal01.png	545.7999	-421.7
500144	嘲风	Assets/Product/Texture/Image/RoleStory/ChaofengNormal01.png	545.7999	-421.7
500145	蒲牢	Assets/Product/Texture/Image/RoleStory/PulaoNormal01.png	506.0	-510.5
500146	莫瑞	Assets/Product/Texture/Image/RoleStory/MoruiNormal01.png	497.5	-248.3
500147	女装神威	Assets/Product/Texture/Image/RoleStory/NvzhuangshenweiNormal01.png	480.0	-248.5
500148	中国船商人	Assets/Product/Texture/Image/RoleStory/ZhongguochuanshangrenNormal01.png	545.7999	-421.7
500149	库洛姆父亲	Assets/Product/Texture/Image/RoleStory/KuluomufuqinNormal01.png	491.5	-331.5
500150	曲	Assets/Product/Texture/Image/RoleStory/QuNormal01.png	500.0	-540.0
500151	中国风露西亚	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal01.png	474.0	-405.2999
500152	中国风露西亚迎战	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal02.png	500.0	-419.5
500153	少年库洛姆	Assets/Product/Texture/Image/RoleStory/R2KuluomuNormal02.png	473.0	-280.5
500154	旧时代士兵	Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png	473.0	-280.5
500155	库洛姆二阶	Assets/Product/Texture/Image/RoleStory/R2KuluomuNormal01.png	495.0	-274.0
500156	库洛姆商人	Assets/Product/Texture/Image/RoleStory/ShangrenkuluomuNormal01.png	544.5	-285.5
500157	中国风露西亚压黑	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal03.png	501.0	-260.7999
500158	幻	Assets/Product/Texture/Image/RoleStory/HuanNormal01.png	501.0	-260.7999
500159	莫瑞压黑	Assets/Product/Texture/Image/RoleStory/MoruiNormal02.png	501.0	-260.7999
500160	华胥	Assets/Product/Texture/Image/RoleStory/HuaxuNormal01.png	501.0	-260.7999
500161	睚眦压黑	Assets/Product/Texture/Image/RoleStory/YaziNormal02.png	501.0	-260.7999
500162	小机器人	Assets/Product/Texture/Image/RoleStory/XiaojiqirenNormal01.png	501.0	-260.7999
500163	眼睛宅女压黑	Assets/Product/Texture/Image/RoleStory/YanjingzhainvNormal02.png	477.5	-411.0
500164	汤姆压黑	Assets/Product/Texture/Image/RoleStory/TomNomal02.png	545.7999	-421.7
500165	拉弥亚	Assets/Product/Texture/Image/RoleStory/LamiyaNormal01.png	466.2999	-376.0
500166	冰露	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	498.5	-362.5
500167	布丽姬特	Assets/Product/Texture/Image/RoleStory/BulijiteNormal01.png	512.5	-344.5
500168	薇拉二阶	Assets/Product/Texture/Image/RoleStory/R2WeilaNormal01.png	513.5	-382.0
500169	至尊	Assets/Product/Texture/Image/RoleStory/ZhizunNormal01.png	498.5	-362.5
500170	禄存	Assets/Product/Texture/Image/RoleStory/LucunNormal01.png	498.5	-362.5
500171	布丽姬特戴墨镜	Assets/Product/Texture/Image/RoleStory/BulijiteNormal02.png	498.5	-362.5
500172	端午节人类士兵	Assets/Product/Texture/Image/RoleStory/DuanwurenleibingNormal01.png	498.5	-362.5
500173	里泳装	Assets/Product/Texture/Image/RoleStory/LiyongzhuangNormal01.png	494.5	-338.0
500174	丽芙泳装	Assets/Product/Texture/Image/RoleStory/LifuyongzhuangNormal01.png	500.5	-379.0
500175	卡穆新	Assets/Product/Texture/Image/RoleStory/KamuNormal01.png	914.0	-300.0
500176	卡穆浴衣	Assets/Product/Texture/Image/RoleStory/KamuyuyiNormal01.png	460.5	-271.5
500177	鲨士碧儿	Assets/Product/Texture/Image/RoleStory/ShashibierNormal01.png	460.5	-271.5
500178	鲨士碧儿张嘴	Assets/Product/Texture/Image/RoleStory/ShashibierNormal02.png	460.5	-271.5
500179	加百列二阶	Assets/Product/Texture/Image/RoleStory/JiabailieNormal02.png	460.5	-271.5
500180	卡列泳装	Assets/Product/Texture/Image/RoleStory/KalieyongzhuangNormal01.png	535.5	-359.0
500181	薇拉乐队装	Assets/Product/Texture/Image/RoleStory/WeilayueduiNormal01.png	509.5	-367.5
500182	人类薇拉	Assets/Product/Texture/Image/RoleStory/WeilaNormal02.png	519.0	-394.0
500183	人类薇拉受伤	Assets/Product/Texture/Image/RoleStory/WeilaNormal03.png	509.5	-367.5
500184	昭明	Assets/Product/Texture/Image/RoleStory/ZhaomingNormal01.png	509.5	-367.5
500185	昭明惊恐	Assets/Product/Texture/Image/RoleStory/ZhaomingNormal02.png	509.5	-367.5
500186	阿尔法泳装	Assets/Product/Texture/Image/RoleStory/AerfayongzhuangNormal01.png	533.5	-388.0
500187	毛镇	Assets/Product/Texture/Image/RoleStory/MaozhenNormal01.png	509.5	-367.5
500188	毛镇构造体	Assets/Product/Texture/Image/RoleStory/MaozhenNormal02.png	509.5	-367.5
500189	人类卡穆	Assets/Product/Texture/Image/RoleStory/KamuNormal02.png	460.5	-282.0
500190	昭明压黑	Assets/Product/Texture/Image/RoleStory/ZhaomingNormal03.png	509.5	-367.5
500191	阿尔法泳装压黑	Assets/Product/Texture/Image/RoleStory/AerfayongzhuangNormal02.png	509.5	-367.5
500192	丽芙泳装压黑	Assets/Product/Texture/Image/RoleStory/LifuyongzhuangNormal02.png	509.5	-367.5
500193	里泳装压黑	Assets/Product/Texture/Image/RoleStory/LiyongzhuangNormal02.png	509.5	-367.5
500194	卡列泳装压黑	Assets/Product/Texture/Image/RoleStory/KalieyongzhuangNormal02.png	509.5	-367.5
500195	人类薇拉断手	Assets/Product/Texture/Image/RoleStory/WeilaNormal04.png	509.5	-367.5
500196	卡列尼娜三阶	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	471.5	-349.5
500197	旧时代士兵无损版	Assets/Product/Texture/Image/RoleStory/ShibingNormal02.png	509.5	-367.5
500198	伊凡	Assets/Product/Texture/Image/RoleStory/YifanNormal01.png	527.5	-489.5
500199	施特森	Assets/Product/Texture/Image/RoleStory/ShitesenNormal01.png	461.0	-263.5
500200	普夫	Assets/Product/Texture/Image/RoleStory/PufuNormal01.png	484.0	-249.5
500201	西蒙	Assets/Product/Texture/Image/RoleStory/XimengNormal01.png	486.5	-274.5
500202	通用西装男3	Assets/Product/Texture/Image/RoleStory/XizhuangnanNormal03.png	493.5	-174.5
500204	守林人士兵	Assets/Product/Texture/Image/RoleStory/ShoulinrenNormal01.png	493.5	-174.5
500205	忒米雅	Assets/Product/Texture/Image/RoleStory/TemiyaNormal01.png	491.5	-332.5
500206	艾蒂尔	Assets/Product/Texture/Image/RoleStory/AidierNormal01.png	505.0	-392.5
500207	丽芙带花环	Assets/Product/Texture/Image/RoleStory/LifuNormal02.png	546.0	-422.0
500208	熊人	Assets/Product/Texture/Image/RoleStory/XiongrenNormal01.png	546.0	-422.0
500209	安博莉亚	Assets/Product/Texture/Image/RoleStory/AnboliyaNormal01.png	546.0	-422.0
500210	罗塞塔人类时期幼年	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal02.png	482.5	-483.5
500211	马丁	Assets/Product/Texture/Image/RoleStory/XiongrenNormal02.png	546.0	-422.0
500212	里三阶压黑	Assets/Product/Texture/Image/RoleStory/R3LiangNormal03.png	546.0	-422.0
500213	罗塞塔人类时期成年	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal03.png	515.0	-379.0
500214	罗塞塔凛冽（新）	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal04.png	819.5	-485.5
500215	维里耶	Assets/Product/Texture/Image/RoleStory/WeiliyeNormal01.png	505.5	-327.5
500216	常羽人类	Assets/Product/Texture/Image/RoleStory/ChangyuNormal02.png	546.0	-366.5
500217	胤	Assets/Product/Texture/Image/RoleStory/HuangxiongNormal01.png	500.0	-301.5
500218	蒲牢人类	Assets/Product/Texture/Image/RoleStory/PulaoNormal02.png	505.0	-389.5
500219	蒲牢人类有发带	Assets/Product/Texture/Image/RoleStory/PulaoNormal03.png	505.0	-389.5
500220	曲青年	Assets/Product/Texture/Image/RoleStory/QuNormal02.png	500.0	-540.0
500221	墨鸢	Assets/Product/Texture/Image/RoleStory/YunluNormal01.png	544.0	-316.0
500222	墨鸢咳血	Assets/Product/Texture/Image/RoleStory/YunluNormal02.png	544.0	-316.0
500223	九龙众	Assets/Product/Texture/Image/RoleStory/JiulongzhongNormal01.png	544.0	-316.0
500224	九龙众蒲牢	Assets/Product/Texture/Image/RoleStory/JiulongzhongNormal02.png	544.0	-316.0
500225	常羽构造体	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	493.0	-416.5
500226	常羽好感NPC	Assets/Product/Texture/Image/RoleStory/ChangyuHaoganNPCNormal01.png	493.0	-416.5
500227	槐南	Assets/Product/Texture/Image/RoleStory/HuainanNormal01.png	540.5	-408.5
500228	财阀	Assets/Product/Texture/Image/RoleStory/CaifaNormal01.png	518.0	-199.5
500229	院长	Assets/Product/Texture/Image/RoleStory/YuanzhangNormal01.png	500.0	-336.5
500230	常羽小孩	Assets/Product/Texture/Image/RoleStory/ChangyuNormal04.png	522.0	-434.5
500231	太阿B1	Assets/Product/Texture/Image/RoleStory/TaieB1Normal01.png	463.0	-363.0
500232	太阿B1绑带	Assets/Product/Texture/Image/RoleStory/TaieB1Normal02.png	463.0	-363.0
500233	太阿G3	Assets/Product/Texture/Image/RoleStory/TaieG3Normal01.png	463.0	-363.0
500234	常羽人类压黑	Assets/Product/Texture/Image/RoleStory/ChangyuNormal05.png	463.0	-363.0
500235	槐南压黑	Assets/Product/Texture/Image/RoleStory/HuainanNormal02.png	463.0	-363.0
500236	商人压黑	Assets/Product/Texture/Image/RoleStory/ZhongguochuanshangrenNormal02.png	463.0	-363.0
500237	墨鸢压黑	Assets/Product/Texture/Image/RoleStory/YunluNormal03.png	463.0	-363.0
500238	露娜三阶	Assets/Product/Texture/Image/RoleStory/LunaNormal02.png	954.0	-391.0
500239	太阿B1压黑	Assets/Product/Texture/Image/RoleStory/TaieB1Normal03.png	463.0	-363.0
