Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Drama_Stand_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_05_Start.anim			
Drama_Stand_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_05_Loop.anim			
Drama_Stand_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_05_End.anim			
Drama_Stand_07_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_07_Start.anim			
Drama_Stand_07_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_07_Loop.anim			
Drama_Stand_07_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_07_End.anim			
Drama_Stand_08_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_08_Start.anim			
Drama_Stand_08_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_08_Loop.anim			
Drama_Stand_08_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_08_End.anim			
Drama_Stand_10_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_10_Start.anim			
Drama_Stand_10_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_10_Loop.anim			
Drama_Stand_10_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_10_End.anim			
Walk	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Walk.anim			
WalkStart	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/WalkStart.anim			
WalkEnd	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/WalkEnd.anim			
Turn90L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Turn90L.anim			
Turn90R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Turn90R.anim			
Drama_Sit_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Sit_01.anim			
Drama_Special_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Special_01.anim			
Drama_Stand_12_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_12_Start.anim			
Drama_Stand_12_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_12_Loop.anim			
Drama_Stand_12_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_12_End.anim			
Drama_Stand_18_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_18_Start.anim			
Drama_Stand_18_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_18_Loop.anim			
Drama_Stand_18_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_Stand_18_End.anim			
Drama_LookHand_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_LookHand_Start.anim			
Drama_LookHand_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_LookHand_Loop.anim			
Drama_LookHand_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/CommonLayer/Drama_LookHand_End.anim			
Drama_Angry_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/FaceLayer/Drama_Angry_Preset.anim			
Drama_Blink_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/FaceLayer/Drama_Blink_Preset.anim			
Drama_Sad_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/FaceLayer/Drama_Sad_Preset.anim			
Drama_Smile_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/FaceLayer/Drama_Smile_Preset.anim			
Drama_Suprise_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1AsimovMd00001SG/Npc1AsimovMd00001SG/FaceLayer/Drama_Suprise_Preset.anim			
