Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Walk	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Walk.anim			
WalkStart	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/WalkStart.anim			
WalkEnd	BaseLayer	1	-895785005	846125279		['Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Walk_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Walk_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Walk_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
RunStart	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/RunStart.anim			
RunStartEnd01	BaseLayer	1	-162882405	895008329		['Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/RunStartEnd01_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/RunStartEnd01_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/RunStartEnd01_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
RunStartEnd01_L	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/RunStartEnd01_L.anim			
RunStartEnd01_R	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/RunStartEnd01_R.anim			
Run	BaseLayer	1	-162882405	1391530821		['Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/RunLeanL.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Run.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/RunLeanR.anim']	[-20.0, 0.0, 20.0]	[1.0, 1.0, 1.0]
Stop	BaseLayer	1	-162882405	1601072779		['Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Run_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Run_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Run_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
Stop_Run_L	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Run_L.anim			
Stop_Run_R	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Run_R.anim			
SprintStart	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/RunStart.anim			
SprintStartEnd01	BaseLayer	1		714672925		['Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Sprint_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/SprintStop.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Sprint_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
Sprint	BaseLayer	1		-1977151796		['Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/SprintLeanL.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Sprint.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/SprintLeanR.anim']	[-20.0, 0.0, 20.0]	[1.0, 1.0, 1.0]
SprintStop	BaseLayer	1		-1989393594		['Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Sprint_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Sprint_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Sprint_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
Stop_Sprint_L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Sprint_L.anim			
Stop_Sprint_R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Stop_Sprint_R.anim			
Turn90L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Turn90L.anim			
Turn90R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Turn90R.anim			
IdleJumpToStandHeavy	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Jumpdown11.anim			
MoveJumpToStandHeavy	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Jumpdown21.anim			
Drama_BoardAct0203_Loop1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Drama_BoardAct0203_Loop1.anim			
Drama_BoardAct1004_Loop1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Drama_BoardAct1004_Loop1.anim			
Drama_BoardAct1004_Loop2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Drama_BoardAct1004_Loop2.anim			
Drama_BoardAct1005_Loop1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Drama_BoardAct1005_Loop1.anim			
Drama_BoardAct1006_Loop1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Drama_BoardAct1006_Loop1.anim			
Drama_BoardAct1006_Loop2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Drama_BoardAct1006_Loop2.anim			
Photo_01	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Photo_01.anim			
Photo_02	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Photo_02.anim			
Photo_03	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Photo_03.anim			
Photo_04	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Photo_04.anim			
Drama_Stand_01	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/CommonLayer/Drama_Stand_01.anim			
Drama_Angry_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/FaceLayer/Drama_Angry_Preset.anim			
Drama_Blink_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/FaceLayer/Drama_Blink_Preset.anim			
Drama_Happy_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/FaceLayer/Drama_Happy_Preset.anim			
Drama_Sad_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/FaceLayer/Drama_Sad_Preset.anim			
Drama_Smile_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/FaceLayer/Drama_Smile_Preset.anim			
Drama_Suprise_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5BiankaMdCommonSG/R5BiankaMdCommonSG/FaceLayer/Drama_Suprise_Preset.anim			
