Id	BornMagic	SubSkillId	Ability	Icon	Name	Description	DesLinkCharacterSkillId	Account
2026004	[502320]				落樱散华	每消除1个球物理伤害增加2%，持续5秒，可叠加10层，重复触发刷新持续时间。进入剑意状态额外获得一个剑意球，有10秒的冷却时间。		物理强化
2026005	[502326, 502327]				赤雪	冰属性伤害增加15%，3消后全伤害增加10%，持续5秒。		冰系强化
2026006	[502330]				荆棘之心	暗属性伤害增加15%。攻击时，有15%概率释放暗影冲击，造成75%暗属性伤害，冷却时间0.5秒。		暗系强化
2032001								
2033001								
2034001	[503001]				深入追击	普通攻击的额外伤害加成提升10%。		
2035001	[503101]				锁链连击	连击每增加30，将额外获得1个随机信号球。有8秒冷却时间。		新手过渡
2035002	[503201]				喷射挂载	极限闪避后，攻击增加20%，持续4秒，效果结束时，额外获得1个信号球。		攻击强化
2036001	[503301, 503303, 503309]				原始编号	激光炮击的额外伤害加成提升50%。3消后，增加15%的攻击，持续5秒，重复触发刷新持续时间。		攻击强化
2036002	[503311, 503313, 503315]				赞叹之环	每消除12个球后，5米范围内的友军额外伤害加成提升10%，持续5秒，重复触发刷新持续时间。攻击禁锢的敌人时，额外伤害加成提升10%。		辅助能力强化
2036003	[503317, 503325]				暴风侵猎	普通攻击时有10%概率虚弱目标敌人，减少敌方10%的攻击，持续5秒，重复触发刷新持续时间。攻击虚弱的敌人时，有10%的概率回复1个信号球，有6秒冷却时间。		回球强化
2043001								
2044001	[504001]				专注歼灭	持续5秒内没有切换攻击目标时，物理伤害增加15%。		
2045001	[504101]				狙击心得	2米内没有敌人时，暴击率增加10%，暴击伤害增加10%。		新手过渡
2045002	[504201]				黑夜新月	极限闪避后，攻击力增加30%，持续4秒。		
2046001	[504301, 504305]				背叛导师	必杀技的额外伤害加成提升15%，必杀技每命中敌人1次，使目标物理抗性减少2%，持续5秒，最多叠加8层，重复触发刷新持续时间。		必杀强化
2046002	[504310, 504316]				雷霆万钧	雷属性伤害加15%。对同一目标造成5次技能触发的雷属性伤害时，触发落雷效果，造成150%的雷属性伤害，有2秒的冷却时间。		雷系强化
2046003	[522035, 522037]				复乐园	攻击力提高10%。<color=#D91414>必杀-天刻宏耀之锋</color>的基础伤害提高<color=#D91414>15%</color>。每次<color=#D91414>威光值</color>充满时，获得一颗随机信号球和一颗相同颜色的<color=#D91414>密语球</color>。<color=#D91414>超限力矩</color>的物理伤害加成提高至20%。		攻击强化
2053001								
2054001	[505001]				切断过剩	切换攻击目标时，物理伤害增加10%，持续3秒。		
2055001	[505101]				残响回廊	攻击时有30%的概率使目标进入破甲状态，减少目标5%的防御，持续3秒，最多可叠加5层，重复触发刷新持续时间。		新手过渡
2055002	[505201]				星链轮回	极限闪避后，攻击增加30%，持续4秒。		
2056001	[505301, 505304, 505307]				融合之影	攻击时有20%的概率使目标进入持续受损状态，对处于防御减低状态的敌人概率翻倍，每秒造成2%的物理伤害，持续3秒，最多叠加10层，重复触发刷新持续时间。攻击受损状态的敌人时，物理伤害增加10%。		物理强化
2056002	[505310, 505316]				火链冲击	攻击时10%概率使目标火属性抗性减少5%，持续5秒，对同一目标有8秒的冷却时间，必杀技后火属性伤害增加20%，并使目标抗性减少概率翻倍。		削火抗强化
2063001								
2064001	[506001]				精准镇暴	普通攻击首次击中目标时，必定暴击。同一目标有15秒的冷却时间。		
2065001	[506101]				可变武装	攻击时有10%概率释放冲击波，对范围内敌人造成100%的物理伤害。		新手过渡
2065002	[506201]				铠身为一	极限闪避后，攻击力增加30%，持续4秒。		
2065050	[506210]				圣诞快乐！	3消制造一个圣诞光圈，在光圈内移速、攻击增加8%，持续15秒，有30秒的冷却时间。		新手过渡
2066001	[506301, 506303, 506309]				统一意志	物理伤害增加15%，格挡成功反击后，下次技能额外伤害加成提升30%。		物理强化
2066002	[506311, 506314]				暗影爆发	3消后自身物理伤害增加20%，暗属性伤害增加20%，持续5秒，重复触发刷新持续时间。		暗系强化
2073001								
2074001	[507001]				断点螺旋	普通攻击额外伤害加成提高10%。		
2075001	[507101]				永不熄灭	3消后，攻击增加12%，持续4秒，重复触发刷新持续时间。		新手过渡
2075002	[507207]				炮竹引爆	炮斗战术或热能武装状态下造成伤害时，在目标位置产生爆竹爆炸，造成总共250%物理伤害，有10秒的冷却时间。		新手过渡
2076001	[507301, 507302, 507305]				错乱粒子	物理伤害增加10%，3消后，普通攻击额外伤害加成提升30%，持续5秒，重复触发刷新持续时间。		物理强化
2076002	[507307, 507308, 507310]				暴走之红	火属性伤害增加10%。释放红球时，火属性伤害增加10%，持续5秒，重复触发刷新持续时间。		火系强化
2083001								
2084001	[508001]				宁静猎人	3消后，移动速度增加30%，攻击增加10%，持续3秒，重复触发刷新持续时间。		
2085001	[508101]				碎石堆心	连续3消后，额外伤害加成提升15%，持续5秒，重复触发刷新持续时间。		新手过渡
2085002	[508210]				元宵落点	造成伤害时，有20%概率落下元宵造成15%的物理伤害，有1秒的冷却时间。		新手过渡
2086001	[508301, 508304, 508306]				零点穿击	攻击怪物后背造成暴击时，使敌人进入持续受损状态，每秒造成50%的物理伤害，持续3秒，重复触发刷新持续时间。攻击受损状态的敌人时，物理伤害增加20%。		物理强化
2086002	[508310, 508312]				一击荡魂	额外伤害加成提升10%，寰宇振荡状态下，暗属性伤害增加10%。		暗系强化
2991001								
2992001								
2993001								
2994001								
2093001								
2094001	[531001]				黯然之色	攻击霸体状态的目标时，额外伤害加成提升7%。		
2095001	[531101]				白描技法	释放QTE或3消信号球技能时，额外伤害加成提升10%，持续4秒，重复触发刷新持续时间。		新手过渡
2096001	[531301, 531307, 531309]				浓墨重彩	对霸体状态的目标造成伤害时，额外伤害加成提升2%，持续5秒，可叠加3层，重复触发刷新持续时间。造成破霸体效果时，使目标眩晕2秒，对同一目标冷却时间10秒。释放矢量色块后，物理伤害增加15%，持续7秒，重复触发刷新持续时间。		物理强化
2096002	[531311, 531312]				圣艾尔摩之火	雷属性伤害增加10%，“必杀-雷霆充能”状态下，触发核心被动所需释放闪电打击的次数减少至3次。		雷系强化
2096003	[512122, 512123]				纯白雕塑	<color=#D91414>凛寒</color>的基础伤害提升20%。<color=#D91414>凛寒进程</color>的能量获取速度提升100%。		核心强化
2104001	[512001]				噬光绝影	普通攻击额外伤害加成提高10%		
2105001	[512003]				狂怒暗渊	3消后额外伤害加成提升12%，持续4秒		新手过渡
2106001	[512030]				噬日终斩	额外伤害加成提升15%。卡穆·狂犬在狂噬状态时，塔纳托斯持续为在场的角色增加10%暗属性伤害加成		暗系强化
2114001	[513001]				歧路无形	普通攻击额外伤害加成提高10%		
2115001	[513003]				尖锋崩解	小型电磁炮/中型电磁炮/广域电磁炮后，攻击力增加10%，持续3秒，重复触发刷新持续时间。		新手过渡
2115002	[505201]				未命名	未命名		
2116001	[513005]				永耀天座	造成伤害时，使目标物理防御下降20%，持续8s，重复触发刷新持续时间。小型电磁炮/中型电磁炮/广域电磁炮造成伤害时，对目标施加持续8秒的伤害，每秒造成基于攻击力25%/50%/100%的物理伤害。		削防强化
2116002	[505310, 505316]				未命名	未命名		
2124001	[513001]				歧路无形	普通攻击额外伤害加成提高10%		
2125001	[516001]				契约	<color=#D91414>战斗姿态</color>物理伤害提高<color=#D91414>10%</color>。		新手过渡
2125002	[516001]				契约	<color=#D91414>战斗姿态</color>物理伤害提高<color=#D91414>10%</color>。		
2126001	[516004]				契约·改	物理伤害提高<color=#D91414>15%</color>，队长技效果翻倍。切换入场可获得<color=#D91414>160</color>点<color=#D91414>姿态稳定度</color>，进入<color=#D91414>战斗姿态</color>，并且额外获得<color=#D91414>2</color>层<color=#D91414>数据修正</color>。		物理强化
2126002	[516004]				契约·改	物理伤害提高<color=#D91414>15%</color>，队长技效果翻倍。切换入场可获得<color=#D91414>160</color>点<color=#D91414>姿态稳定度</color>，进入<color=#D91414>战斗姿态</color>，并且额外获得<color=#D91414>2</color>层<color=#D91414>数据修正</color>。		
2134001	[512049]				绝尘	进入超算空间后，物理伤害增加10%，持续5秒		
2135001	[512051]				涤世	释放蓝色信号球技能后，物理伤害增加10%，持续5秒，重复触发刷新持续时间		新手过渡
2136001	[512048]				惊天	当曲·雀翎装备时，物理伤害提高<color=#D91414>20%</color>。徽羽的攻击频率提高<color=#D91414>50%</color>，并获得新技能：咒之象。<color=#D91414>咒之象</color>：徽羽化身为附着在目标身上的符咒，造成物理伤害，短暂延迟后爆炸产生物理伤害，伤害跟随曲的必杀技等级变化。	152317	物理强化
2144001	[514001]				贯星拳	释放出场技后，额外伤害加成提升5%，持续8s。		
2145001	[514003]				游形掌	闪避后额外伤害加成提升8%，持续4s。		新手过渡
2146001	[514005]				八方极远	冰属性伤害提高15%。释放流转之潮或QTE技能后，脚下会生成持续8秒的镜面冰晶。		冰系强化
2155001	[516015]				反叛	当<color=#D91414>POD：护盾</color>存在时，A2获得10%的物理伤害加成。维持滑行状态达到一秒时，额外提供最大生命值5%的<color=#D91414>POD：护盾</color>。		新手过渡
2156001	[516019]				反叛·改	A2处于<color=#D91414>狂战士模式</color>状态时获得<color=#D91414>10%</color>的额外攻击力加成。超算或闪避后的<color=#D91414>2</color>秒内可长按攻击键释放一次强化攻击造成*的物理伤害，若击中敌人还可以使用攻击键释放一次追击共造成*的物理伤害（伤害跟随普通攻击技能等级变化）。蓄力将<color=#D91414>消耗所有黄球</color>为四零式充能枪充能，每消耗一颗黄球将会提供<color=#D91414>3%</color>的POD：护盾值。此外，消耗任意数量的黄球将使A2获得<color=#D91414>10%</color>的额外物理伤害加成，持续15秒。	120316	物理强化
2165001	[516006]				誓约	<color=#D91414>超频指示器</color>物理伤害加成提高<color=#D91414>10%</color>。		新手过渡
2166001	[516008]				誓约·改	物理伤害和治疗效果提高<color=#D91414>15%</color>，队长技能效果翻倍。<color=#D91414>超频指示器</color>释放成功时，后台的2B和A2的换人冷却时间减少<color=#D91414>1</color>秒，并随机获得一颗信号球。		治疗强化
2174001	[515001]				永劫始动	苦难咫尺额外伤害加成提高10%		
2175001	[515101]				月华之蚀	6秒内连续消除三种不同颜色信号球后，全伤害增加15%，持续8秒		新手过渡
2176001	[515201]				天苑摄动	暗属性伤害提高15%，湮灭球的第四道尖刺会产生额外100%范围暗属性伤害。		暗系强化
2184001	[517005]				重枪管	<color=#D91414>枭羽霜旋</color>额外伤害加成提高10%		
2185001	[517003]				二次爆炸	冰属性伤害提高10%		新手过渡
2186001	[517001]				审判	冰属性伤害提高15%，<color=#D91414>绽放射击</color>撤步闪避成功时，获得<color=#D91414>极凝霜晶</color>，持续8秒		冰系强化
2194001	[512065]				开幕	攻击力增加8%，闪避后移速增加8%，持续4秒。		
2195001	[512059]				天鹅湖	3消后，攻击力增加3%，可叠加5层，持续5秒，重复触发刷新持续时间。		新手过渡
2196001	[512053]				小夜曲	雷属性伤害增加20%，<color=#D91414>狂岚落雷</color>与<color=#D91414>音磁旋涡</color>可以在释放其他信号球技能的动作中施放，但不能连续施放。退出意识海混乱形态时，根据进入意识海混乱形态前的信号球数，按照优先三消规则返还信号球。		雷系强化
2204001	[518004]				暴冰改良	<color=#D91414>暴冰亟斩</color>额外伤害加成提高15%。		
2205001	[518006]				高效转化	三消后全伤害提高5%，持续5秒。		新手过渡
2206001	[518001, 518002]				阿波罗之耀	冰属性伤害提高15%，QTE及任意三消技能可以触发<color=#D91414>霜晶刻蚀</color>。		冰系强化
2214001	[519001]				磁波力场	临时立场核心：21号·XXI释放影棱攻击时，协作子机将释放<color=#D91414>力场波</color>协助21号·XXI，力场波对范围内敌人造成<color=#D91414>50%</color>的暗属性伤害，该效果1秒内只能触发一次。		
2215001	[519002]				回忆共鸣	实验立场核心：21号·XXI释放影棱攻击或解除受击状态时，协作子机将释放<color=#D91414>力场波</color>协助21号·XXI，力场波对范围内敌人造成<color=#D91414>50%</color>的暗属性伤害，该效果1秒内只能触发一次。 逆元共鸣单元：21号·XXI暮光矩阵、<color=#D91414>共鸣脉冲</color>额外伤害加成提高<color=#D91414>10%</color>。		新手过渡
2216001	[519005]				广域能压	当21号·XXI装备时，获得效果广域能压核心：21号·XXI释放影棱攻击，QTE或解除受击状态时，协作子机将释放<color=#D91414>力场波</color>协助21号·XXI，力场波对范围内敌人造成<color=#D91414>50%</color>的暗属性伤害，该效果1秒内只能触发一次。 源能抑制单元：力场波对波及的友方目标施加持续3秒的<color=#D91414>源能抑制</color>效果。源能抑制：造成暗属性伤害时，使敌人3秒内受到的治疗效果降低<color=#D91414>100%</color>。 脉冲堡垒模块：力场波同时引爆<color=#D91414>6座</color>暮光矩阵时，协作子机展开堡垒形态，对目标释放高能脉冲，共造成21号·XXI攻击力*的暗属性伤害。（伤害数值随核心被动等级增长） 逆元共鸣单元2.0：21号·XXI暮光矩阵、<color=#D91414>共鸣脉冲</color>额外伤害加成提高<color=#D91414>15%</color>。	122221	辅助战斗
2234001	[520001]				尖锋切割	红色信号球<color=#D91414>旋枪劫杀</color>伤害增加10%		
2235001	[520003]				雷光铸刃	雷属性伤害提高10%		新手过渡
2236001	[520005]				永耀者赞歌	雷属性伤害提高15%。<color=#D91414>胜光战旗</color>和必杀<color=#D91414>耀枪贯闪</color>也能叠加一层<color=#D91414>电荷缠绕</color>。当场上有<color=#D91414>胜光战旗</color>时，薇拉·绯耀切换入场时会消耗全部<color=#D91414>电荷缠绕</color>来使用<color=#D91414>降雷坠</color>，随后叠加一层<color=#D91414>电荷缠绕</color>。		雷系强化
2224001	[512070]				开拓利刃	普通攻击额外伤害加成提高10%		
2225001	[512072]				开幕礼花	6秒内释放两次有效连段后，全伤害提高10%，持续5秒，重复触发刷新持续时间。		新手过渡
2226001	[512074]				不灭永恒	火属性伤害提高10%。移除连续闪避的冷却时间。闪避伤害后，积累1次连段2-眩刃的使用次数，点击白球即可向当前摇杆方向直接释放，并使额外伤害加成提高10%，持续8秒。<color=#D91414>诡戏高潮</color>状态下，此次连段产生的虚赝值转化为10点<color=#D91414>诡术值</color>。		火系强化
2244001	[521001]				调停韵律	消球额外伤害加成提高<color=#D91414>10%</color>。		
2245001	[521003]				诚挚祷告	祷告后，额外伤害加成提高<color=#D91414>15%</color>，持续<color=#D91414>10</color>秒		新手过渡
2246001	[521008]				圣火涟漪	丽芙·极昼攻击力提高<color=#D91414>10%</color>。每次入场获得<color=#D91414>50%</color>的祷告充能。<color=#D91414>纯挚宣誓</color>对受到<color=#D91414>纯白圣言</color>效果的敌人造成的火属性伤害加成提高<color=#D91414>20%</color>（最高<color=#D91414>100%</color>）。		火系强化
2254001	[522001]				小步变奏	<color=#D91414>红色信号球</color>伤害提升15%		
2255001	[522003]				幽泉独奏	暗属性伤害提高10%		新手过渡
2256001	[522005]				蜃光协奏	每有一个赛琳娜·幻奏释放的残影在场时，赛琳娜·幻奏额外伤害加成提高5%，最多叠加6层。赛琳娜·幻奏释放任意<color=#D91414>重奏·回响</color>时，额外获得12点必杀能量。		必杀强化
2264001	[512085]				转星	回旋龙厄激活时伤害加成提高10%。		
2265001	[512087]				落月	<color=#D91414>必杀-灵刃镇厄舞</color>基础伤害提高20%。		新手过渡
2266001	[512089]				亢龙赋势	物理伤害提高15%，<color=#D91414>必杀-灵刃镇厄舞</color>基础伤害提高25%，每次释放<color=#D91414>龙劲连击</color>使下一次<color=#D91414>灵刃·落星破</color>暴击率提高30%（最多叠加2次）。		物理强化
2274001	[512119]				过载涡轮	火属性伤害提高5%，<color=#D91414>“简直完美！”</color>伤害提高10%。		
2275001	[512116]				星爆热能	火属性伤害提高10%。		新手过渡
2276001	[512115]				凝焰氦闪	火属性伤害提高15%。七实·遥星之座处于后台时，队友三消为七实·遥星之座回复12点必杀能量，导弹命中目标时附带<color=#D91414>灼热侵袭</color>：减少15%火属性抗性，持续8秒。七实·遥星之座触发QTE时，当场上存在<color=#D91414>导弹支援</color>，可刷新<color=#D91414>导弹支援</color>的持续时间。		火系强化
2284001	[522030]				测试回路	辉耀旋击额外伤害加成提高10%。		
2285001	[522019]				聚暗击星	暗属性伤害加成提高10%。		新手过渡
2286001	[522021]				Big Bang	卡列尼娜·辉晓施加的<color=#D91414>连锁聚变</color>效果提升<color=#D91414>10%</color>。每次释放<color=#D91414>辉耀旋击</color>时，将回复卡列尼娜·辉晓<color=#D91414>1</color>点必杀能量。跃升击额外伤害加成提高<color=#D91414>20%</color>。		必杀加速
2294001	[512134]				“强化等级+15”	普通攻击伤害加成提升15%		
2295001	[512132]				源能暴走	消球伤害提升20%		新手过渡
2296001	[512131]				解放的理想乡	攻击力增加10%；释放极限突破派生、强袭升华击时回复10点必杀能量；闪避值回复速度翻倍。		攻击强化
2304001	[512151]				砺刃	暴击伤害增加10%。		
2305001	[512148]				烛芒	攻击力增加5%，暴击伤害增加10%。		新手过渡
2306001	[512144]				深邃极痕	暴击伤害增加30%。进入<color=#D91414>剑形态</color>时，立刻获得20层<color=#D91414>深痕剑意</color>并激活<color=#D91414>决意之心</color>状态。		攻击强化
2314001	[512168]				刃态叠加	攻击力增加5%。		
2315001	[512166]				凝锋解构	冰属性伤害提高10%。		新手过渡
2316001	[512162]				逆锐拮抗	攻击力提高10%。邦比娜塔·琉璃<color=#D91414>轻步行进</color>的冰属性伤害提高15%。邦比娜塔·琉璃每次出场时遗忘一种随机颜色信号球，获得1层<color=#D91414>记忆契约</color>。		攻击强化
2324001	[512187]				动能补正	火属性伤害增加5%。		
2325001	[512184]				核热临界	火属性伤害增加10%。		新手过渡
2326001	[512180]				维因逆解	攻击力增加10%。释放<color=#D91414>现界穿越</color>时，触发未冷却的超算空间。入场后第一次<color=#D91414>超维劫击</color>额外增加1点<color=#D91414>视点</color>。		攻击强化
2334001	[512200]				万花筒之心	攻击力增加5%。		
2335001	[512202]				幻日流景	冰属性伤害提高10%。		新手过渡
2336001	[512204]				森罗万象	攻击力提高10%。艾拉·万华<color=#D91414>幻彩笔触</color>对<color=#D91414>必杀-点墨成绘</color>的基础伤害提升效果翻倍。<color=#D91414>极凝霜晶</color>的冰属性伤害加成提高至20%。		攻击强化
2344001	[512227]				噬刃	攻击力增加5%。		
2345001	[512224]				霆罚	雷属性伤害提高10%。		新手过渡
2346001	[512220]				影樱	攻击力提高10%。露西亚·深红囚影<color=#D91414>手持大太刀</color>时，自身额外伤害加成提高15%。<color=#D91414>无光值</color>的获取效率提高40%。		攻击强化
2354001	[512242]				孤灯	攻击力增加5%。		
2355001	[512241]				邪山	物理伤害提高10%。		新手过渡
2356001	[512240]				渺然月盈	攻击力提高10%。含英·清商可以在任意消球动作的过程中立即施放另一次消球，但不能连续施放。每层<color=#D91414>流耀</color>的增伤效果提升至40%。		攻击强化
2364001	[512243]				灼林雷光	攻击力提升5%。		
2365001	[512245]				狩猎本能	雷属性伤害提高10%。		新手过渡
2366001	[512247]				逐夜魔狼	攻击力提高10%。21号·森息每次入场回复1组随机三消。<color=#D91414>电频迸发</color>的雷属性伤害加成效果提升至20%。		攻击强化
2374001	[512266]				无限非概率	攻击力增加5%。		
2375001	[512264]				涡能增压	雷属性伤害提高10%。		新手过渡
2376001	[512260]				重子爆燃	攻击力提高10%。诺克提·擎驱每次入场时获得120点能量。施放<color=#D91414>必杀-磁极爆裂杀</color>时马上获得一颗<color=#D91414>爆裂球</color>。		攻击强化
2384001	[522053]				水落回潮	攻击力增加5%。		
2385001	[522055]				怒浪狂潮	暗属性伤害提高10%。		新手过渡
2386001	[522045]				暗流沉溺	攻击力提高10%。渊海点的获取效率提升100%。释放溯汐球时，触发未冷却的超算空间。		攻击强化
2395001	[122245]				跃星	火属性伤害提高10%。		新手过渡
2396001	[122242]				跃星★	攻击力提高10%。闪焰打击、星脉刺刀、普通攻击-崩天剑击及核心被动-全制限解放基础伤害提高100%。		攻击强化
2404001	[522068]				共振加温	攻击力增加5%。		
2405001	[522070]				疾刃热涌	火属性伤害提高10%。		新手过渡
2406001	[522064]				多态解放	攻击力提高10%。进入<color=#D91414>强袭模式</color>时获得3颗红色信号球，每次入场最多获得6颗。可以在消除红色信号球后快速使用<color=#D91414>热焰喷涌</color>。		攻击强化
2414001	[512270]				夜涌	攻击力增加5%。		
2415001	[512268]				昼巡	冰属性伤害提高10%		新手过渡
2416001	[512272]				绮观	攻击力提高10%。入阵时，触发未冷却的超算空间并额外获取一个铭刻点。释放唤岳时，每次攻击额外获得3点必杀能量。		攻击强化
2424001	[512278]				强制封装	攻击力增加5%。		
2425001	[512277]				拟态干涉	暗属性伤害提高10%。		新手过渡
2426001	[512275]				声波渗透	攻击力提高10%。信号球和重音球的基础伤害提升30%。布偶熊·觅语在非解析状态下切换入场时，若必杀能量已满，则会自动进入解析状态并获得40解析值，否则会获得100点必杀能量。		攻击强化
