Id	Name	Description	Icon	BuffType	Priority
773048	蓄能穿刺	攻击有10%概率眩晕目标1.5秒，造成1000%物理伤害，冷却25秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32121.png	1	1
773114	电磁振荡	释放必杀技能后，获得10秒的霸体效果和额外伤害加成增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32161.png	1	1
773117	指挥链Ⅰ	召唤qte后，释放以角色为中心直径6米300%物理伤害的冲击波	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	1	1
773118	指挥链Ⅱ	召唤qte后，释放以角色为中心直径6米450%物理伤害的冲击波	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22032.png	1	2
773119	指挥链Ⅲ	召唤qte后，释放以角色为中心直径6米600%物理伤害的冲击波	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22033.png	1	3
773129	链路优化Ⅰ	QTE冷却时间减少1秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33001.png	1	1
773130	链路优化Ⅱ	QTE冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33002.png	1	2
773131	链路优化Ⅲ	QTE冷却时间减少3秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33003.png	1	3
773132	总攻击	三消触发QTE时，触发两个场下角色的QTE，15秒冷却	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon10.png	1	1
773135	机动升级Ⅰ	闪避槽上限增加400	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21051.png	1	1
773136	机动升级Ⅱ	闪避槽上限增加700	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21052.png	1	2
773137	机动升级Ⅲ	闪避槽上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21053.png	1	3
773138	算力调度	进入超算空间时获得1个信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png	1	1
773174	辅助插件	每消除一个球可使自身额外伤害加成提升3%，持续5秒，可叠加10层	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon17.png	1	1
773181	算力优势Ⅰ	进入超算空间时，释放以角色为中心直径12米600%物理伤害的冲击波	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32081.png	1	1
773182	算力优势Ⅱ	进入超算空间时，释放以角色为中心直径12米900%物理伤害的冲击波	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32082.png	1	2
773183	算力优势Ⅲ	进入超算空间时，释放以角色为中心直径12米1200%物理伤害的冲击波	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32083.png	1	3
773187	算力压制	超算空间内角色处于无敌状态	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32131.png	1	1
773202	反馈链	连击超过40/80/120时，额外伤害加成提升10%/20%/30%，持续5秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon14.png	1	1
773216	战术升级	造成伤害增加15%，受到伤害降低15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10001.png	1	1
773219	绝境	构造体每战败一个，则其他角色额外伤害加成提升30%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32033.png	1	1
773222	完美整备	进入战斗时，所有角色能量全满	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png	1	1
773223	战场分析	暴击后，额外伤害加成提升3%，持续5秒，最多叠加10层	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon15.png	1	1
7001	信号球Ⅰ	击败敌人后100%概率掉落1个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22021.png	1	1
7002	信号球Ⅱ	击败敌人后100%概率掉落2个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	1	2
7003	信号球Ⅲ	击败敌人后100%概率掉落3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22023.png	1	3
7004	信号增幅	战场角色每10秒额外获得3个同色随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon7.png	1	1
7005	解放	首次进入战斗时，额外获得一个随机的信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32071.png	1	1
7006	整备	角色每次出场时，额外获得20点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon3.png	1	1
7007	抗性削弱Ⅰ	造成伤害时，降低目标10%的属性抗性	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32061.png	1	1
7008	抗性削弱Ⅱ	造成伤害时，降低目标20%的属性抗性	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32062.png	1	2
7009	抗性削弱Ⅲ	造成伤害时，降低目标30%的属性抗性	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32063.png	1	3
7010	精力充沛	治疗效果提高15%，受到治疗的目标额外伤害加成提升20%，持续5秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	1	1
7011	会心一击	战斗中角色每秒增加8%暴击率，暴击后，获得“必定暴击”效果，2秒后进入冷却，有15秒的冷却时间	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png	1	1
7012	快速充能	每秒获得3点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21083.png	1	1
773261	功率提升	生命和攻击增加5%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon4.png	1	1
800001	力臂	物理伤害增加30%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21042.png	1	1
800002	开尔文	冰属性伤害增加30%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	1
800003	焦耳	火属性伤害增加30%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10042.png	1	1
800004	安培	雷属性伤害增加30%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10043.png	1	1
800005	希沃特	暗属性伤害增加30%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	1
800006	钨金镀层	额外伤害加成提升8%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22011.png	1	1
800007	反应装甲	上阵构造体额外伤害减免提升30%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21023.png	1	1
800008	战术小队	上阵构造体攻击提高10%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10001.png	1	1
4001	幸运儿	战斗获得的支援配额数量增加5%	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff06.png	1	1
4002	幸运儿	战斗获得的支援配额数量增加10%	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff07.png	1	1
4003	幸运儿	战斗获得的支援配额数量增加15%	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff08.png	1	1
4004	幸运儿	战斗获得的支援配额数量增加20%	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff09.png	1	1
4005	幸运儿	战斗获得的支援配额数量增加25%	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff10.png	1	1
5001	权限提升Ⅰ	战术补给商店消费时获得5%折扣	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff01.png	1	1
5002	权限提升Ⅱ	战术补给商店消费时获得10%折扣	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff02.png	1	1
5003	权限提升	战术补给商店消费时获得15%折扣	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff03.png	1	1
5004	权限提升	战术补给商店消费时获得20%折扣	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff04.png	1	1
5005	权限提升	战术补给商店消费时获得25%折扣	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff05.png	1	1
5006	权限提升	战术补给商店消费时获得30%折扣	Assets/Product/Texture/Image/UiRogueLike/UiRogueLikeBuff02.png	1	1
6001	协同指挥	小队额外伤害加成提升15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon6.png	1	1
6002	战场维护	每6秒恢复小队10%损失血量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22002.png	1	1
6003	假目标	构造体额外伤害减免提升15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10032.png	1	1
6004	全能	小队额外伤害加成提升24%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	1	1
773140	机械学习	每次闪避可以提高10%移动速度，持续5s，可叠加5层	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33111.png	1	1
773108	信号嗅探	普通攻击额外获得1点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon2.png	1	1
773102	能源回收	单消/双消/三消时额外获得1/2/3点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33121.png	1	1
773208	维修理论	治疗效果提高10%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22001.png	1	1
900001	冰刃Ⅰ	普通攻击会额外对目标造成攻击力50%的冰属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	1
900002	冰刃Ⅱ	普通攻击会额外对目标造成攻击力70%的冰属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	2
900003	冰刃Ⅲ	普通攻击会额外对目标造成攻击力100%的冰属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	3
900004	暗刃Ⅰ	普通攻击会额外对目标造成攻击力50%的暗属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	1
900005	暗刃Ⅱ	普通攻击会额外对目标造成攻击力70%的暗属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	2
900006	暗刃Ⅲ	普通攻击会额外对目标造成攻击力100%的暗属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	3
900007	极寒Ⅰ	冰属性伤害增加10%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	1
900008	极寒Ⅱ	冰属性伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	2
900009	极寒Ⅲ	冰属性伤害增加30%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	3
900010	阴影Ⅰ	暗属性伤害增加10%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	1
900011	阴影Ⅱ	暗属性伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	2
900012	阴影Ⅲ	暗属性伤害增加30%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	3
900013	冰盾Ⅰ	造成冰属性伤害时，有20%概率获得自身最大生命值50%的冰盾，冰盾期间免疫受击，冷却15秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12251.png	1	1
900014	冰盾Ⅱ	造成冰属性伤害时，有20%概率获得自身最大生命值75%的冰盾，冰盾期间免疫受击，冷却15秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12251.png	1	2
900015	冰盾Ⅲ	造成冰属性伤害时，有20%概率获得自身最大生命值100%的冰盾，冰盾期间免疫受击，冷却15秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12251.png	1	3
900016	冻结Ⅰ	冰属性伤害有10%概率冰冻怪物3秒，每13秒最多生效1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon14.png	1	1
900017	冻结Ⅱ	冰属性伤害有20%概率冰冻怪物3秒，每13秒最多生效1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon14.png	1	2
900018	冻结Ⅲ	冰属性伤害有30%概率冰冻怪物3秒，每13秒最多生效1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon14.png	1	3
900019	暗影领域Ⅰ	场上角色身边半径4.5米范围内的所有敌人每3秒会受到1次等同于场上构造体5%攻击力的暗属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon16.png	1	1
900020	暗影领域Ⅱ	场上角色身边半径4.5米范围内的所有敌人每3秒会受到1次等同于场上构造体10%攻击力的暗属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon16.png	1	2
900021	暗影领域Ⅲ	场上角色身边半径4.5米范围内的所有敌人每3秒会受到1次等同于场上构造体15%攻击力的暗属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon16.png	1	3
900022	力臂	增加玩家角色 40% 生命值	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11003.png	1	3
900023	护盾I	开场获得生命10%护盾	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11021.png	1	1
900024	护盾II	开场获得生命15%护盾	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11022.png	1	2
900025	护盾III	开场获得生命20%护盾	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11023.png	1	3
900026	反抗I	受击时有40%的概率获得一个生命5%的护盾，持续5秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	1	1
900027	反抗II	受击时有50%的概率获得一个生命10%的护盾，持续5秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32022.png	1	2
900028	反抗III	受击时有60%的概率获得一个生命15%的护盾，持续5秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32023.png	1	3
600000	助战	迈克尔会协助你一起战斗，在战术补给中可以购买增益来增强迈克尔的作战能力。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11045.png	1	1
600001	终：雷鸣真理I	三消后3秒内消蓝球，可以让后6次普通攻击伤害增加<color=#FF3300FF>300%</color>/600%/900%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon14.png	1	1
600002	终：雷鸣真理II	三消后3秒内消蓝球，可以让后6次普通攻击伤害增加300%/<color=#FF3300FF>600%</color>/900%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon14.png	1	2
600003	终：雷鸣真理III	三消后3秒内消蓝球，可以让后6次普通攻击伤害增加300%/600%/<color=#FF3300FF>900%</color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon14.png	1	3
600004	终：炽热燃烬I	大招后普通攻击伤害增加<color=#FF3300FF>300%</color>/600%/900%，持续10秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon15.png	1	1
600005	终：炽热燃烬II	大招后普通攻击伤害增加300%/<color=#FF3300FF>600%</color>/900%，持续10秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon15.png	1	2
600006	终：炽热燃烬III	大招后普通攻击伤害增加300%/600%/<color=#FF3300FF>900%</color>，持续10秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon15.png	1	3
600007	终：深渊直视I	每消1个球，增加<color=#FF3300FF>5%</color>/15%/25%暴击几率，持续6秒，最高叠加4层	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon16.png	1	1
600008	终：深渊直视II	每消1个球，增加5%/<color=#FF3300FF>15%</color>/25%暴击几率，持续6秒，最高叠加4层	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon16.png	1	2
600009	终：深渊直视III	每消1个球，增加5%/15%/<color=#FF3300FF>25%</color>暴击几率，持续6秒，最高叠加4层	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon16.png	1	3
600010	终：黑鸦尾羽I	5秒内连续2次三消，可以让下1次必杀伤害增加<color=#FF3300FF>300%</color>/600%/900%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon17.png	1	1
600011	终：黑鸦尾羽II	5秒内连续2次三消，可以让下1次必杀伤害增加300%/<color=#FF3300FF>600%</color>/900%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon17.png	1	2
600012	终：黑鸦尾羽III	5秒内连续2次三消，可以让下1次必杀伤害增加300%/600%/<color=#FF3300FF>900%</color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon17.png	1	3
600013	终：暗能核心I	大招后消球伤害增加<color=#FF3300FF>300%</color>/600%/900%，持续10秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon18.png	1	1
600014	终：暗能核心II	大招后消球伤害增加300%/<color=#FF3300FF>600%</color>/900%，持续10秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon18.png	1	2
600015	终：暗能核心III	大招后消球伤害增加300%/600%/<color=#FF3300FF>900%</color>，持续10秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon18.png	1	3
600016	信号球I	击败敌人后，掉落<color=#FF3300FF>1</color>/2/3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon7.png	1	1
600017	信号球II	击败敌人后，掉落1/<color=#FF3300FF>2</color>/3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon7.png	1	2
600018	信号球III	击败敌人后，掉落1/2/<color=#FF3300FF>3</color>个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon7.png	1	3
600019	信号增强I	在场角色每10秒，额外获得<color=#FF3300FF>1</color>/2/3个同色随机信号球	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon016.png	1	1
600020	信号增强II	在场角色每10秒，额外获得1/<color=#FF3300FF>2</color>/3个同色随机信号球	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon016.png	1	2
600021	信号增强III	在场角色每10秒，额外获得1/2/<color=#FF3300FF>3</color>个同色随机信号球	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon016.png	1	3
600022	信号优势I	角色每次出场时，额外获得<color=#FF3300FF>1</color>/2/3个随机信号球	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon008.png	1	1
600023	信号优势II	角色每次出场时，额外获得1/<color=#FF3300FF>2</color>/3个随机信号球	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon008.png	1	2
600024	信号优势III	角色每次出场时，额外获得1/2/<color=#FF3300FF>3</color>个随机信号球	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon008.png	1	3
600025	信号调度I	进入超算空间时，额外获得<color=#FF3300FF>1</color>/2/3个随机信号球	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon015.png	1	1
600026	信号调度II	进入超算空间时，额外获得1/<color=#FF3300FF>2</color>/3个随机信号球	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon015.png	1	2
600027	信号调度III	进入超算空间时，额外获得1/2/<color=#FF3300FF>3</color>个随机信号球	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon015.png	1	3
600028	能源回收I	三消时，额外获得<color=#FF3300FF>5</color>/10/15点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	1	1
600029	能源回收II	三消时，额外获得5/<color=#FF3300FF>10</color>/15点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	1	2
600030	能源回收III	三消时，额外获得5/10/<color=#FF3300FF>15</color>点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	1	3
600031	能源嗅探I	普攻20%概率，额外获得<color=#FF3300FF>2</color>/4/6点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon2.png	1	1
600032	能源嗅探II	普攻20%概率，额外获得2/<color=#FF3300FF>4</color>/6点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon2.png	1	2
600033	能源嗅探III	普攻20%概率，额外获得2/4/<color=#FF3300FF>6</color>点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon2.png	1	3
600034	能源速充I	在场角色每10秒，额外获得<color=#FF3300FF>10</color>/20/30点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon3.png	1	1
600035	能源速充II	在场角色每10秒，额外获得10/<color=#FF3300FF>20</color>/30点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon3.png	1	2
600036	能源速充III	在场角色每10秒，额外获得10/20/<color=#FF3300FF>30</color>点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon3.png	1	3
600037	能源力场I	角色每次出场时，额外获得<color=#FF3300FF>5</color>/10/15点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon1.png	1	1
600038	能源力场II	角色每次出场时，额外获得5/<color=#FF3300FF>10</color>/15点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon1.png	1	2
600039	能源力场III	角色每次出场时，额外获得5/10/<color=#FF3300FF>15</color>点能量	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon1.png	1	3
600040	迈克尔：强袭I	强化宠物，宠物战斗强度提升<color=#FF3300FF>50</color>/100/150级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon8.png	1	1
600041	迈克尔：强袭II	强化宠物，宠物战斗强度提升50/<color=#FF3300FF>100</color>/150级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon8.png	1	2
600042	迈克尔：强袭III	强化宠物，宠物战斗强度提升50/100/<color=#FF3300FF>150</color>级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon8.png	1	3
600043	迈克尔：速攻I	强化宠物，降低宠物技能冷却时间至<color=#FF3300FF>12</color>/8/4秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon13.png	1	1
600044	迈克尔：速攻II	强化宠物，降低宠物技能冷却时间至12/<color=#FF3300FF>8</color>/4秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon13.png	1	2
600045	迈克尔：速攻III	强化宠物，降低宠物技能冷却时间至12/8/<color=#FF3300FF>4</color>秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon13.png	1	3
600046	迈克尔：研习I	强化宠物，令宠物学会旋风斩技能。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon10.png	1	1
600047	迈克尔：研习II	强化宠物，令剑气从1道增至3道，同时释放旋风斩时会自动释放<color=#FF3300FF>20</color>/40道剑气	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon10.png	1	2
600048	迈克尔：研习III	强化宠物，令剑气从3道增至6道，同时释放旋风斩时会自动释放20/<color=#FF3300FF>40</color>道剑气	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon10.png	1	3
600049	迈克尔：辐射I	强化宠物，令宠物获得辐射技能，会对周围的敌方单位持续造成自身攻击力<color=#FF3300FF>6%</color>/8%/10%的伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon12.png	1	1
600050	迈克尔：辐射II	强化宠物，令宠物获得辐射技能，会对周围的敌方单位持续造成自身攻击力6%/<color=#FF3300FF>8%</color>/10%的伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon12.png	1	2
600051	迈克尔：辐射III	强化宠物，令宠物获得辐射技能，会对周围的敌方单位持续造成自身攻击力6%/8%/<color=#FF3300FF>10%</color>的伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon12.png	1	3
600052	迈克尔：暴走I	强化宠物，宠物造成的伤害增加<color=#FF3300FF>20%</color>/30%/40%，同时增加<color=#FF3300FF>20%</color>/30%/40%的攻击频率	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon9.png	1	1
600053	迈克尔：暴走II	强化宠物，宠物造成的伤害增加20%/<color=#FF3300FF>30%</color>/40%，同时增加20%/<color=#FF3300FF>30%</color>/40%的攻击频率	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon9.png	1	2
600054	迈克尔：暴走III	强化宠物，宠物造成的伤害增加20%/30%/<color=#FF3300FF>40%</color>，同时增加20%/30%/<color=#FF3300FF>40%</color>的攻击频率	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon9.png	1	3
600055	迈克尔：黑洞I	强化宠物，令宠物普通攻击时有概率释放黑洞技能，影响<color=#FF3300FF>3</color>/5/7米范围	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon11.png	1	1
600056	迈克尔：黑洞II	强化宠物，令宠物普通攻击时有概率释放黑洞技能，影响3/<color=#FF3300FF>5</color>/7米范围	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon11.png	1	2
600057	迈克尔：黑洞III	强化宠物，令宠物普通攻击时有概率释放黑洞技能，影响3/5/<color=#FF3300FF>7</color>米范围	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon11.png	1	3
