Id	Group	Type	PositionX	PositionY	PositionZ	QuaternionX	QuaternionY	QuaternionZ	QuaternionW	ScaleX	ScaleY	ScaleZ	SizeX	SizeY	SizeZ	Direction	Mesh	Convex	CameraBlockHandleTag
32		BoxCollider	142.464	-9.4982	49.659	0.1889	-0.9672	-0.0234	-0.1676	0.7586	0.2746	0.9541	1.0	1.0	1.0				
33		BoxCollider	143.0827	-9.3628	49.6155		-0.9504		0.3107	0.9396	0.2746	0.7394	1.0	1.0	1.0				
34		BoxCollider	152.1461	-4.4176	55.1218	0.0057	0.1879	0.0758	0.9792	16.8086	13.0577	13.1802	1.0	1.0	1.0				
35		BoxCollider	160.5408	-4.3165	36.7746	-0.0088	-0.4497	0.0439	0.892	21.1218	13.1627	16.123	0.486	0.9999	1.0041				
36		BoxCollider	153.8	-5.3739	30.1469	-0.0275	-0.3609	0.0743	0.9291	21.1218	13.1627	16.123	0.652	0.9999	1.0041				
37		BoxCollider	-73.8142	28.964	166.1257	0.0711	0.7629	0.0852	-0.6368	67.8085	33.2076	44.4154	0.486	0.9999	1.0041				
38		BoxCollider	-81.4363	29.2712	132.5773	0.0882	0.6951	0.0686	-0.71	75.7321	32.8571	38.7962	0.652	0.9999	1.0041				
39		BoxCollider	145.3262	-8.2622	33.6074		-0.7524		-0.6586	3.859	5.954	4.3209	1.0	1.0	1.0				
40		BoxCollider	160.9618	-4.0809	46.4741	0.0034	0.4719	-0.0003	0.8816	12.7946	14.8819	13.019	1.0	1.0	1.0				
41		BoxCollider	-159.4216	38.0591	-110.5854	0.193	-0.7266	0.2266	0.6191	33.177	38.5894	33.7588	1.0	1.0	1.0				
42		BoxCollider	-29.7486	33.9568	-115.7548	0.1596	-0.8945	0.3196	0.2686	33.177	38.5894	33.7588	1.0	1.0	1.0				
43		BoxCollider	147.8715	-9.692	35.9904	-0.1073	0.883	0.1291	-0.4381	1.2115	0.6471	1.4038	1.0	1.0	1.0				
44		BoxCollider	148.52	-9.5469	34.9863	0.1238	0.8581	0.0834	-0.4912	1.2115	0.6471	1.6211	1.0	1.0	1.0				
45		BoxCollider	147.1392	-9.5539	35.6147	-0.1987	0.8672	0.1019	-0.4448	1.0758	0.5856	0.9385	1.0	1.0	1.0				
46		BoxCollider	146.602	-9.6459	35.2055	-0.1176	0.9916	0.0062	-0.0524	1.0758	0.5856	0.9385	1.0	1.0	1.0				
47		BoxCollider	146.5402	-9.642	34.4568	-0.2176	0.9494	-0.0505	0.2203	1.0758	0.3894	1.3531	1.0	1.0	1.0				
48		BoxCollider	147.2868	-9.4899	33.9453	-0.1766	0.7646	-0.0711	0.6156	1.0758	0.3894	1.3531	1.0	1.0	1.0				
49		BoxCollider	148.018	-9.4899	34.1528	-0.1241	0.3962	-0.1443	0.8981	1.0758	0.3894	1.3531	1.0	1.0	1.0				
50		BoxCollider	147.7362	-9.298	34.9858		0.7852		0.6191	1.3324	0.3894	1.0486	1.0	1.0	1.0				
51		BoxCollider	149.6918	-9.6345	47.1502	-0.0816	0.8869	0.1275	-0.4362	0.7725	0.4126	0.8951	1.0	1.0	1.0				
52		BoxCollider	150.1092	-9.5774	46.5082	0.1495	0.8562	0.0835	-0.4873	0.7725	0.4126	1.0336	1.0	1.0	1.0				
53		BoxCollider	149.2294	-9.5317	46.9079	-0.1733	0.8729	0.1007	-0.4447	0.6859	0.3734	0.5984	1.0	1.0	1.0				
54		BoxCollider	148.8845	-9.5815	46.6482	-0.0945	0.994	-0.0054	-0.0535	0.6859	0.3734	0.5984	1.0	1.0	1.0				
55		BoxCollider	148.8453	-9.5895	46.1709	-0.1989	0.9533	-0.0677	0.2166	0.6859	0.2483	0.8627	1.0	1.0	1.0				
56		BoxCollider	149.3251	-9.5226	45.8429	-0.1671	0.7673	-0.0949	0.6117	0.6859	0.2483	0.8627	1.0	1.0	1.0				
57		BoxCollider	149.791	-9.5403	45.9757	-0.1267	0.3968	-0.1697	0.8931	0.6859	0.2483	0.8627	1.0	1.0	1.0				
58		BoxCollider	149.617	-9.3962	46.5033	0.0097	0.7848	-0.0241	0.6191	0.8496	0.2483	0.6686	1.0	1.0	1.0				
59		BoxCollider	150.5424	-9.692	39.7127	-0.0969	0.8463	0.137	-0.5055	1.2115	0.6471	1.4038	1.0	1.0	1.0				
60		BoxCollider	151.0274	-9.5469	38.62	0.1299	0.8172	0.0735	-0.5565	1.2115	0.6471	1.6211	1.0	1.0	1.0				
61		BoxCollider	149.7606	-9.5539	39.455	-0.1902	0.83	0.1171	-0.5109	1.0758	0.5856	0.9385	1.0	1.0	1.0				
62		BoxCollider	149.1665	-9.6459	39.1341	-0.1168	0.9845	0.0153	-0.1293	1.0758	0.5856	0.9385	1.0	1.0	1.0				
63		BoxCollider	148.9893	-9.642	38.4041	-0.2209	0.9637	-0.0334	0.1458	1.0758	0.3894	1.3531	1.0	1.0	1.0				
64		BoxCollider	149.6475	-9.4899	37.7829	-0.1816	0.8102	-0.0571	0.5542	1.0758	0.3894	1.3531	1.0	1.0	1.0				
65		BoxCollider	150.4022	-9.4899	37.8746	-0.135	0.4649	-0.1342	0.8646	1.0758	0.3894	1.3531	1.0	1.0	1.0				
66		BoxCollider	150.2528	-9.298	38.7412		0.831		0.5561	1.3324	0.3894	1.0486	1.0	1.0	1.0				
67		BoxCollider	19.1132	45.6442	33.8488		-0.7338		-0.6792	0.6666	0.6666	0.6666	1.0	1.0	1.0				
68		BoxCollider	141.0252	-8.1933	36.7639		-0.7668		0.6418	3.7355	2.9215	3.6993	1.0	1.0	1.0				
69		BoxCollider	137.2734	-10.2553	43.2253				1.0	8.7532	1.0	12.1271	0.55	1.0	1.0				
70		BoxCollider	132.8986	-10.2553	43.1038				1.0	8.7532	1.0	12.1271	0.4641	1.0	0.5579				
71		BoxCollider	134.1383	-10.2553	46.2801		0.4622		0.8867	8.7532	1.0	9.3401	0.4641	1.0	0.5579				
72		BoxCollider	134.2104	-10.2553	40.2995		0.2845		0.9586	8.7532	1.0	5.4041	0.5799	1.0	0.866				
73		BoxCollider	141.9953	-10.0193	37.0353		-0.0811		0.9967	8.7532	1.0	7.3348	1.0	1.0	1.0				
74		MeshCollider	140.2353	-10.0193	42.0953				1.0	1.0	1.0	1.0					S05702_Bridgex_Col		
75		BoxCollider	145.5953	-10.1303	43.1253				1.0	1.0	1.0	1.0	1.0	1.0	1.0				
76		BoxCollider	130.8392	-5.3468	46.6494		-0.7071		0.7071	7.0062	9.1612	0.4897	1.0	1.0	1.0				
77		BoxCollider	131.5292	-5.3424	39.8453		-0.4226		0.9063	7.2136	9.2448	0.4897	1.0	1.0	1.0				
78		MeshCollider	67.4948	7.5186	43.1853				1.0	1.0	1.0146	1.0					S05702_Bridge_Col		
79		MeshCollider	41.24	9.6899	43.09		0.7071		0.7071	1.0	1.0	1.0					S05702_Bridgee_Col		
80		BoxCollider	41.24	9.3099	43.09		0.7071		0.7071	1.0	1.0	1.0	1.0	1.0	1.0				
81		BoxCollider	24.68	9.2799	28.53		0.4011		0.916	5.2641	0.8724	6.4414	1.0	1.0	1.0				
82		BoxCollider	28.59	9.2799	24.95		0.3276		0.9448	5.9979	0.8724	6.4414	1.0	1.0	1.0				
83		BoxCollider	32.2999	9.2799	22.93		0.2007		0.9796	5.9979	0.8724	6.4414	1.0	1.0	1.0				
84		BoxCollider	37.3199	9.2799	21.34		0.1032		0.9946	6.4429	0.8724	6.4414	1.0	1.0	1.0				
85		BoxCollider	42.59	9.2799	21.2399		-0.0294		0.9995	6.4429	0.8724	6.4414	1.0	1.0	1.0				
86		BoxCollider	47.93	9.2799	22.12		-0.1735		0.9848	8.7493	0.8724	6.6031	1.0	1.0	1.0				
87		BoxCollider	53.82	9.2799	25.0499		-0.3413		0.9399	7.925	0.8724	6.4414	1.0	1.0	1.0				
88		BoxCollider	25.8099	9.5599	37.4399		0.606		0.7954	4.1106	0.4912	5.0439	1.0	1.0	1.0				
89		BoxCollider	27.28	9.5599	34.25		0.5118		0.859	5.2892	0.4912	5.4772	1.0	1.0	1.0				
90		BoxCollider	30.18	9.5599	30.86		0.3479		0.9375	5.7849	0.4912	5.4772	1.0	1.0	1.0				
91		BoxCollider	34.31	9.5599	28.11		0.1865		0.9824	6.2327	0.4912	5.4772	1.0	1.0	1.0				
92		BoxCollider	38.77	9.5599	26.77		0.0367		0.9993	5.1561	0.4912	5.4772	1.0	1.0	1.0				
93		BoxCollider	57.9399	9.4609	41.8499		0.7188		0.6951	2.8783	0.5498	4.667	1.0	1.0	1.0				
94		BoxCollider	57.4599	9.4609	38.7599		0.7793		0.6266	4.4265	0.5498	4.7043	1.0	1.0	1.0				
95		BoxCollider	56.3199	9.4609	35.6899		0.8362		0.5483	4.4265	0.5498	4.6643	1.0	1.0	1.0				
96		BoxCollider	54.34	9.4609	32.63		0.9049		0.4255	5.1821	0.5498	4.5999	1.0	1.0	1.0				
97		BoxCollider	50.88	9.4609	29.35		0.9356		0.3529	5.1821	0.5498	4.5719	1.0	1.0	1.0				
98		BoxCollider	47.15	9.4609	27.4099		0.9808		0.1949	5.1821	0.5498	4.7291	1.0	1.0	1.0				
99		BoxCollider	43.5	9.4609	26.45		0.9996		0.0272	4.769	0.5498	4.7291	1.0	1.0	1.0				
100		BoxCollider	42.3699	9.3639	59.9599		0.7071		0.7071	4.6192	0.7228	2.217	1.0	1.0	1.0				
101		BoxCollider	44.4099	9.3639	59.74		0.7833		0.6215	4.6192	0.7228	3.5187	1.0	1.0	1.0				
102		BoxCollider	47.5099	9.3639	58.77		0.8348		0.5505	4.6192	0.7228	3.7411	1.0	1.0	1.0				
103		BoxCollider	50.5499	9.3639	57.13		0.8806		0.4736	4.6192	0.7228	3.9248	1.0	1.0	1.0				
104		BoxCollider	53.25	9.3639	54.93		0.9231		0.3843	4.6192	0.7228	3.9248	1.0	1.0	1.0				
105		BoxCollider	55.5099	9.3639	52.1699		0.9545		0.2982	4.6192	0.7228	4.1999	1.0	1.0	1.0				
106		BoxCollider	56.7299	9.3639	49.4199		0.986		0.1664	4.7148	0.7228	3.9248	1.0	1.0	1.0				
107		BoxCollider	57.65	9.3639	46.25		0.9924		0.1226	4.7148	0.7228	3.9946	1.0	1.0	1.0				
108		BoxCollider	58.0099	9.3639	44.0299		0.9999		0.0038	4.5332	0.7228	1.8202	1.0	1.0	1.0				
109		BoxCollider	55.77	9.4499	59.81		0.9198		0.3923	6.4346	0.5563	2.8662	1.0	1.0	1.0				
110		BoxCollider	53.0999	9.4499	61.84		0.8748		0.4843	6.4346	0.5563	5.2275	1.0	1.0	1.0				
111		BoxCollider	49.0099	9.4499	63.75		0.8164		0.5774	6.4346	0.5563	5.2275	1.0	1.0	1.0				
112		BoxCollider	44.5099	9.4499	64.97		0.7759		0.6307	6.4346	0.5563	5.2275	1.0	1.0	1.0				
113		BoxCollider	40.2799	9.4499	65.19		0.6758		0.737	6.4346	0.5563	5.2275	1.0	1.0	1.0				
114		BoxCollider	35.5699	9.4499	64.49		0.6291		0.7773	6.4346	0.5563	5.2275	1.0	1.0	1.0				
115		BoxCollider	31.4599	9.4499	63.08		0.5184		0.8551	6.4346	0.5563	5.2275	1.0	1.0	1.0				
116		BoxCollider	27.6	9.4499	60.6199		0.4299		0.9028	6.4346	0.5563	5.2275	1.0	1.0	1.0				
117		BoxCollider	24.77	9.4499	57.88		0.3617		0.9322	6.4346	0.5563	5.2275	1.0	1.0	1.0				
118		BoxCollider	39.7	9.4099	59.6899		0.7066		0.7075	5.1653	0.7415	3.0165	1.0	1.0	1.0				
119		BoxCollider	37.36	9.4099	59.3699		0.6053		0.7959	5.1653	0.7415	3.0165	1.0	1.0	1.0				
120		BoxCollider	34.6599	9.4099	58.5		0.5455		0.838	5.3859	0.7415	3.3794	1.0	1.0	1.0				
121		BoxCollider	32.02	9.4099	57.0		0.4839		0.875	5.3812	0.7415	3.3794	1.0	1.0	1.0				
122		BoxCollider	29.9699	9.4099	55.4399		0.3975		0.9175	5.3812	0.7415	3.3794	1.0	1.0	1.0				
123		BoxCollider	28.0499	9.4099	53.2099		0.3134		0.9496	5.3812	0.7415	3.3794	1.0	1.0	1.0				
124		BoxCollider	26.3999	9.4099	50.7099		0.2377		0.9713	5.3812	0.7415	3.3794	1.0	1.0	1.0				
125		BoxCollider	25.62	9.4099	48.84		0.122		0.9925	5.3812	0.7415	3.3794	1.0	1.0	1.0				
