Id	FightEventId	Type	Icon	Name	Image	Desc	DescZonglan
13	50612	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	内溃		怪物<color=#34aff9>免疫</color>来自于角色的伤害，但会持续损失生命值	怪物<color=#34aff9>免疫</color>来自于角色的伤害，但会持续损失生命值
14	50613	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	自由代价		怪物不受控制，但受到<color=#34aff9>伤害提升</color>	怪物不受控制，但受到<color=#34aff9>伤害提升</color>
15	50614	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png	踌躇		怪物每次<color=#34aff9>受到伤害</color>，将降低攻击者的闪避值与移动速度	怪物每次<color=#34aff9>受到伤害</color>，将降低攻击者的闪避值与移动速度
16	50615	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	传送波动		怪物获得闪现，每次闪现后<color=#34aff9>受到伤害提升</color>	怪物获得闪现，每次闪现后<color=#34aff9>受到伤害提升</color>
17	50616	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png	超算置换		角色闪避<color=#34aff9>无法进入超算</color>，但所有消球都视为三消	角色闪避<color=#34aff9>无法进入超算</color>，但所有消球都视为三消
18	50617	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12121.png	超算弱点		角色超算CD降低，但怪物在<color=#34aff9>超算空间外</color>的减伤大幅度提升	角色超算CD降低，但怪物在<color=#34aff9>超算空间外</color>的减伤大幅度提升
19	50618	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	孤注一掷		角色必杀技伤害提升<color=#34aff9>1000%</color>，必杀<color=#34aff9>造成伤害10秒后死亡</color>	角色必杀技伤害提升<color=#34aff9>1000%</color>，必杀<color=#34aff9>造成伤害10秒后死亡</color>
20	50619	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21011.png	恒动		角色伤害增加，但<color=#34aff9>无法释放必杀技</color>	角色伤害增加，但<color=#34aff9>无法释放必杀技</color>
21	50620	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22060.png	协作计划		换人以及<color=#34aff9>QTE</color>冷却时间降低，但角色在场时会<color=#34aff9>逐渐降低攻击力</color>，换人后重置	换人以及<color=#34aff9>QTE</color>冷却时间降低，但角色在场时会<color=#34aff9>逐渐降低攻击力</color>，换人后重置
22	50621	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21121.png	一夫当关		<color=#34aff9>无法换人</color>，无法使用信号球激活QTE，但在场角色攻击力持续提升，开局获得一次免费QTE	<color=#34aff9>无法换人</color>，无法使用信号球激活QTE，但在场角色攻击力持续提升，开局获得一次免费QTE
23	50622	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21081.png	汲取信号		普攻<color=#34aff9>无法获得信号球</color>，但能量恢复效率提升	普攻<color=#34aff9>无法获得信号球</color>，但能量恢复效率提升
24	50623	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	信号集中		<color=#34aff9>无法获得能量</color>，每次普攻获得信号球时会额外获得1个随机信号球	<color=#34aff9>无法获得能量</color>，每次普攻获得信号球时会额外获得1个随机信号球
25	50624	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11051.png	精灵		角色闪避值回复效率提升，每次闪避后<color=#34aff9>6</color>秒内受到伤害提高	角色闪避值回复效率提升，每次闪避后<color=#34aff9>6</color>秒内受到伤害提高
26	50625	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	坚重如石		角色<color=#34aff9>获得减伤</color>，但闪避会消耗<color=#34aff9>全部闪避值</color>	角色<color=#34aff9>获得减伤</color>，但闪避会消耗<color=#34aff9>全部闪避值</color>
27	50626	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21111.png	分裂		怪物每存活<color=#34aff9>30</color>秒会召唤一只复制体，复制体<color=#34aff9>持续损失血量</color>	怪物每存活<color=#34aff9>30</color>秒会召唤一只复制体，复制体<color=#34aff9>持续损失血量</color>
28	50627	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22060.png	残影		怪物<color=#34aff9>死亡</color>会召唤2只复制体，复制体<color=#34aff9>持续损失血量</color>	怪物<color=#34aff9>死亡</color>会召唤2只复制体，复制体<color=#34aff9>持续损失血量</color>
29	50628	1	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png	渗透		<color=#34aff9>所有角色</color>会持续降低生命值上限，最低为10点	<color=#34aff9>所有角色</color>会持续降低生命值上限，最低为10点
30	50629	1	Assets/Product/Texture/Image/IconAffix/AffixIconShexian2.png	主宰		怪物免疫超算效果	怪物免疫超算效果
31	50630	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12001.png	濒死袭击		怪物死亡扣除在场角色<color=#34aff9>10%生命值</color>	怪物死亡扣除在场角色<color=#34aff9>10%生命值</color>
32	50631	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11121.png	双生		开局召唤一只场上<color=#34aff9>血量最高</color>怪物的复制体	开局召唤一只场上<color=#34aff9>血量最高</color>怪物的复制体
33	50632	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	信号干扰		怪物<color=#34aff9>死亡</color>扣除全角色1个信号球	怪物<color=#34aff9>死亡</color>扣除全角色1个信号球
34	50633	2	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	动态校准		怪物持续回复生命值，怪物受到伤害后回复速率会降低	怪物持续回复生命值，怪物受到伤害后回复速率会降低
35	50634	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	濒死斗志		怪物<color=#34aff9>死亡</color>会为其他角色提供高额减伤，持续<color=#34aff9>6</color>秒	怪物<color=#34aff9>死亡</color>会为其他角色提供高额减伤，持续<color=#34aff9>6</color>秒
36	50635	1	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png	刚体		怪物受到的伤害变为1点，受到12次伤害时移除效果，8秒后效果恢复	怪物受到的伤害变为1点，受到12次伤害时移除效果，8秒后效果恢复
37	50636	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	闪现		怪物会周期性位移到角色附近	怪物会周期性位移到角色附近
38	50637	1	Assets/Product/Texture/Image/IconAffix/AffixIconZhuanyi2.png	转移		怪物会周期性位移到远离角色的地方	怪物会周期性位移到远离角色的地方
39	50638	1	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	独斗		场上怪物越少，剩下怪物的攻击力越高	场上怪物越少，剩下怪物的攻击力越高
40	50639	2	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png	统领		场上怪物越多，剩下怪物的攻击力越高	场上怪物越多，剩下怪物的攻击力越高
41	50640	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12131.png	精密规划		角色闪避值回复率降低	角色闪避值回复率降低
42	50641	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png	重力适应		角色移动速度降低	角色移动速度降低
43	50642	1	Assets/Product/Texture/Image/IconAffix/AffixIconZhuanyi2.png	物抗-25%		怪物会周期性位移到远离角色的地方	怪物会周期性位移到远离角色的地方
44	50643	1	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	火抗-25%		场上怪物越少，剩下怪物的攻击力越高	场上怪物越少，剩下怪物的攻击力越高
45	50644	2	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png	雷抗-25%		场上怪物越多，剩下怪物的攻击力越高	场上怪物越多，剩下怪物的攻击力越高
46	50645	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12131.png	冰抗-25%		角色闪避值回复率降低	角色闪避值回复率降低
47	50646	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png	暗抗-25%		角色移动速度降低	角色移动速度降低
48	50647	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png	天行者		修理机工的武器变为小型光剑，攻击速度提升	修理机工的武器变为小型光剑，攻击速度提升
49	50648	1	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	大师		修理机工的武器变为大型光剑，攻击范围扩大，成功闪避其攻击也会持续损失少量生命值	修理机工的武器变为大型光剑，攻击范围扩大，成功闪避其攻击也会持续损失少量生命值
50	50649	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21093.png	化形		怪物体型增大，生命值与攻击力大幅提升	怪物体型增大，生命值与攻击力大幅提升
51	50650	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21063.png	太极		怪物增殖为多个	怪物增殖为多个
52	50651	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32001.png	扫地僧		怪物不受控制效果影响，不受超算影响	怪物不受控制效果影响，不受超算影响
53	50652	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32031.png	走火入魔		怪物获得闪现效果，攻击频率提高，造成伤害时有概率造成额外伤害	怪物获得闪现效果，攻击频率提高，造成伤害时有概率造成额外伤害
54	50653	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33111.png	黑白无常		怪物攻击时会召唤一个修理机工进行协同攻击	怪物攻击时会召唤一个修理机工进行协同攻击
55	50654	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32011.png	不朽不灭		怪物获得持续回复最大生命值效果	怪物获得持续回复最大生命值效果
56	50655	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33141.png	镜花水月		怪物在攻击阶段进入隐身状态	怪物在攻击阶段进入隐身状态
57	50656	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png	判官笔		怪物对角色造成伤害时降低角色治疗效果	怪物对角色造成伤害时降低角色治疗效果
58	50657	1	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png	竭力		角色不会再获得信号球，普通攻击伤害大幅度提升	角色不会再获得信号球，普通攻击伤害大幅度提升
59	50658	1	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png	无念		音效关闭，信号球获取速率提升	音效关闭，信号球获取速率提升
60	50659	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	缥缈		不再获得必杀能量，闪避也不再消耗闪避值	不再获得必杀能量，闪避也不再消耗闪避值
61	50660	1	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png	贯通		视野变窄，角色造成伤害大幅提升	视野变窄，角色造成伤害大幅提升
62	50661	1	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao2.png	剑舞		无法再回复生命值，超算空间的冷却时间大幅降低，触发超算获得30%最大生命值护盾，最高可叠加4次	无法再回复生命值，超算空间的冷却时间大幅降低，触发超算获得30%最大生命值护盾，最高可叠加4次
63	50662	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33121.png	山岳		不再显示血条和伤害，角色减伤大幅提升	不再显示血条和伤害，角色减伤大幅提升
64	50663	1	Assets/Product/Texture/Image/IconAffix/AffixIconJiban2.png	相助		切换角色的冷却时间大幅度提升，所有攻击将附加后台角色攻击力100%的伤害	切换角色的冷却时间大幅度提升，所有攻击将附加后台角色攻击力100%的伤害
65	50664	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33171.png	对影		角色切换按钮变为暗影，切换角色与QTE下场的角色将变为随机后台角色，切换角色与QTE冷却时间大幅度降低	角色切换按钮变为暗影，切换角色与QTE下场的角色将变为随机后台角色，切换角色与QTE冷却时间大幅度降低
66	50665	1	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	奇巧		击杀核心目标后所有角色攻击力提升2500	击杀核心目标后所有角色攻击力提升2500
67	50666	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21011.png	天狗		击杀核心目标后所有角色每造成10次伤害，全队所有角色攻击力提升100，最高可叠加50层	击杀核心目标后所有角色每造成10次伤害，全队所有角色攻击力提升100，最高可叠加50层
68	50667	1	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png	徐公		击杀核心目标后所有怪物全抗性削弱100%	击杀核心目标后所有怪物全抗性削弱100%
69	50668	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32121.png	英姿		击杀核心目标后所有怪物全抗性削弱40%，每次切换角色怪物全抗性降低40%，最高可叠加5层	击杀核心目标后所有怪物全抗性削弱40%，每次切换角色怪物全抗性降低40%，最高可叠加5层
70	50669	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	头筹		击杀核心目标后全队角色伤害提升100%	击杀核心目标后全队角色伤害提升100%
71	50670	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32081.png	初阵		击杀核心目标后角色每次闪避，全队角色伤害提升10%，最高可叠加20层	击杀核心目标后角色每次闪避，全队角色伤害提升10%，最高可叠加20层
72	50671	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22021.png	散华		触发色彩爆发后留下染色区域，每秒对范围内怪物造成1.5%最大生命值伤害，持续5秒	触发色彩爆发后留下染色区域，每秒对范围内怪物造成1.5%最大生命值伤害，持续5秒
73	50672	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22011.png	多维		怪物再次染色的冷却时间降低为3秒，且怪物颜色会切换成三消球的颜色	怪物再次染色的冷却时间降低为3秒，且怪物颜色会切换成三消球的颜色
74	50673	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32121.png	饱和		色彩爆发效果提升60%	色彩爆发效果提升60%
75	50674	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png	调色		怪物受到色彩爆发伤害会降低其25%全抗性，最高可叠加4层	怪物受到色彩爆发伤害会降低其25%全抗性，最高可叠加4层
76	50675	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22130.png	光影		色彩爆发时会触发染色扩散，对范围内所有怪物造成一次染色伤害	色彩爆发时会触发染色扩散，对范围内所有怪物造成一次染色伤害
77	50676	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22120.png	灵感		触发色彩爆发后将随机生成不同颜色信号球，拾取后获得一组对应颜色的三消球	触发色彩爆发后将随机生成不同颜色信号球，拾取后获得一组对应颜色的三消球
78	50677	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21081.png	蓄势		消球会额外回复必杀能量	消球会额外回复必杀能量
79	50678	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21011.png	专注		角色造成伤害时将附加自身当前生命值100%的伤害	角色造成伤害时将附加自身当前生命值100%的伤害
80	50679	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png	遗愿		存活角色不足3个时剩余角色的每个信号球都将视为三消	存活角色不足3个时剩余角色的每个信号球都将视为三消
81	50680	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	良药		角色每秒回复3%最大生命值	角色每秒回复3%最大生命值
82	50681	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png	牺牲		必杀伤害提升3500%，但角色会在15秒后死亡	必杀伤害提升3500%，但角色会在15秒后死亡
83	50682	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11001.png	旌旗		角色生命值提升100%，闪避值回复效率降低25%	角色生命值提升100%，闪避值回复效率降低25%
201	2281001	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13061.png	电闪雷鸣	Assets/Product/Texture/Image/UiTwoSideTower/UiTwoSideTowerImg18.png	<color=#37f9ee>每隔10s</color>，将在<color=#37f9ee>己方角色位置召唤雷电</color>，对玩家角色造成伤害	<color=#037a75>每隔10s</color>，将在<color=#037a75>己方角色位置召唤雷电</color>，对玩家角色造成伤害
202	2281002	1	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon025.png	百万伏特		召唤雷电的<color=#37f9ee>间隔时间减少到6s</color>	召唤雷电的<color=#037a75>间隔时间减少到6s</color>
203	2281003	1	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png	雷笼塑身		每次召唤雷电都将在己方角色身旁<color=#37f9ee>额外随机生成四个落雷</color>	每次召唤雷电都将在己方角色身旁<color=#037a75>额外随机生成四个落雷</color>
204	2281004	1	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon023.png	步履维艰		落雷命中己方角色后，将会<color=#37f9ee>使目标减速50%</color>，持续5秒	落雷命中己方角色后，将会<color=#037a75>使目标减速50%</color>，持续5秒
205	2281005	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12131.png	身法修炼		落雷命中己方角色后，<color=#37f9ee>降低己方200闪避值</color>，每秒最多1次	落雷命中己方角色后，<color=#037a75>降低己方200闪避值</color>，每秒最多1次
206	2281006	1	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png	不治之痛		落雷<color=#37f9ee>命中己方角色后</color>，<color=#37f9ee>己方角色获得劣化</color>，效果持续5s	落雷<color=#037a75>命中己方角色后</color>，<color=#037a75>己方角色获得劣化</color>，效果持续5s
207	2281007	1	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	强力提粹		落雷<color=#37f9ee>命中敌方后</color>，使该<color=#37f9ee>敌方单位的伤害增加30%</color>，持续15s	落雷<color=#037a75>命中敌方后</color>，使该<color=#037a75>敌方单位的伤害增加30%</color>，持续15s
208	2281008	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13001.png	陨石天降	Assets/Product/Texture/Image/UiTwoSideTower/UiTwoSideTowerImg19.png	<color=#37f9ee>每隔7s</color>，将在<color=#37f9ee>己方角色位置召唤陨石</color>，对玩家角色造成伤害	<color=#037a75>每隔7s</color>，将在<color=#037a75>己方角色位置召唤陨石</color>，对玩家角色造成伤害
209	2281009	1	Assets/Product/Texture/Image/IconAffix/AffixIconBodong2.png	地火昭昭		<color=#37f9ee>每隔7s随机召唤3处地火</color>，对己方角色造成伤害	<color=#037a75>每隔7s随机召唤3处地火</color>，对己方角色造成伤害
210	2281010	1	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon007.png	高温附着		<color=#37f9ee>敌方得到火焰附魔</color>，攻击将<color=#37f9ee>额外造成等同于自身攻击力30%火焰伤害</color>	<color=#037a75>敌方得到火焰附魔</color>，攻击将<color=#037a75>额外造成等同于自身攻击力30%火焰伤害</color>
211	2281011	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22130.png	触底熔岩		陨石落地后<color=#37f9ee>生成岩浆地面</color>，位于岩浆地面上的己方角色<color=#37f9ee>将持续受到伤害</color>。地块<color=#37f9ee>持续存在10s</color>	陨石落地后<color=#037a75>生成岩浆地面</color>，位于岩浆地面上的己方角色<color=#037a75>将持续受到伤害</color>。地块<color=#037a75>持续存在10s</color>
212	2281012	1	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png	坚固堡垒		敌方单位<color=#37f9ee>获得壁垒</color>，获得<color=#37f9ee>当前生命值15%的永久护盾</color>。护盾存在时<color=#37f9ee>免疫受击状态</color>，移除护盾后15秒护盾会重新生效。	敌方单位<color=#037a75>获得壁垒</color>，获得<color=#037a75>当前生命值15%的永久护盾</color>。护盾存在时<color=#037a75>免疫受击状态</color>，移除护盾后15秒护盾会重新生效。
213	2281013	1	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png	烈焰灼烧		当己方角色<color=#37f9ee>受到环境伤害后将额外获得灼烧</color>，每秒<color=#37f9ee>受到额外火焰伤害</color>	当己方角色<color=#037a75>受到环境伤害后将额外获得灼烧</color>，每秒<color=#037a75>受到额外火焰伤害</color>
214	2281014	1	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	业火祝祷		敌人获得火焰祝福，每秒<color=#37f9ee>恢复0.3%最大生命值</color>	敌人获得火焰祝福，每秒<color=#037a75>恢复0.3%最大生命值</color>
215	2281015	1	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu2.png	涌潮覆火	Assets/Product/Texture/Image/UiTwoSideTower/UiTwoSideTowerImg20.png	战斗开始时若<color=#37f9ee>场上构造体数目多于感染体</color>，所有敌方获得<color=#37f9ee>统领</color>；战斗开始时若<color=#37f9ee>场上感染体数目多于构造体</color>，所有敌方获得<color=#37f9ee>暴走</color>	战斗开始时若<color=#037a75>场上构造体数目多于感染体</color>，所有敌方获得<color=#037a75>统领</color>；战斗开始时若<color=#037a75>场上感染体数目多于构造体</color>，所有敌方获得<color=#037a75>暴走</color>
216	2281016	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32131.png	朝生夕死		一个构造体<color=#37f9ee>转化为感染体</color>；感染体死亡时将<color=#37f9ee>触发暗爆</color>并对己方角色造成伤害，同时<color=#37f9ee>恢复敌方10% ×感染体数量的生命</color>	一个构造体<color=#037a75>转化为感染体</color>；感染体死亡时将<color=#037a75>触发暗爆</color>并对己方角色造成伤害，同时<color=#037a75>恢复敌方10% ×感染体数量的生命</color>
217	2281017	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11021.png	不摧圣盾		一个感染体<color=#37f9ee>转化为构造体</color>；全体构造体获得圣盾，<color=#37f9ee>增加10%×构造体数量的护盾值</color>	一个感染体<color=#037a75>转化为构造体</color>；全体构造体获得圣盾，<color=#037a75>增加10%×构造体数量的护盾值</color>
218	2281018	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33001.png	锁魂追踪		一个构造体<color=#37f9ee>转化为感染体</color>；全体感染体得到<color=#37f9ee>闪现</color>，远离玩家一定距离后将闪现至玩家身旁	一个构造体<color=#037a75>转化为感染体</color>；全体感染体得到<color=#037a75>闪现</color>，远离玩家一定距离后将闪现至玩家身旁
219	2281019	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33101.png	血脉移植		一个感染体<color=#37f9ee>转化为构造体</color>；所有构造体得到<color=#37f9ee>劣化</color>，攻击命中玩家后10s内玩家无法获得治疗效果	一个感染体<color=#037a75>转化为构造体</color>；所有构造体得到<color=#037a75>劣化</color>，攻击命中玩家后10s内玩家无法获得治疗效果
220	2281020	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22001.png	生生不息		一个构造体<color=#37f9ee>转化为感染体</color>；全体感染体获得<color=#37f9ee>复苏</color>，<color=#37f9ee>最大生命值增加200%</color>，所有<color=#37f9ee>易伤增加300%</color>	一个构造体<color=#037a75>转化为感染体</color>；全体感染体获得<color=#037a75>复苏</color>，<color=#037a75>最大生命值增加200%</color>，所有<color=#037a75>易伤增加300%</color>
221	2281021	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32091.png	金石之坚		一个感染体<color=#37f9ee>转化为构造体</color>；全体构造体获得<color=#37f9ee>毅力</color>，首次濒死时将<color=#37f9ee>免疫死亡</color>并恢复<color=#37f9ee>生命上限10%×构造体数量的生命值</color>	一个感染体<color=#037a75>转化为构造体</color>；全体构造体获得<color=#037a75>毅力</color>，首次濒死时将<color=#037a75>免疫死亡</color>并恢复<color=#037a75>生命上限10%×构造体数量的生命值</color>
222	2281022	1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33151.png	朽烂侵蚀		全体感染体得到<color=#37f9ee>腐蚀</color>，造成伤害后提升所有感染体30%伤害和30%移动速度，效果持续10秒	全体感染体得到<color=#037a75>腐蚀</color>，造成伤害后提升所有感染体30%伤害和30%移动速度，效果持续10秒
