Id	Name	FightEventId	CharacterId	SynthesisId	SynthesisCount	Capacity	Quality	Icon	ResolveId	ResolveCount	Exp	Description	IsShowInLibrary	Priority
18100091	属性·火伤Ⅰ	221033		18100092	3	1	2	Assets/Product/Texture/Image/UiInfestorExplore/Equip005.png	62803	10	10	火属性伤害增加10%	1	2006
18100092	属性·火伤Ⅱ	221034		18100093	3	2	3	Assets/Product/Texture/Image/UiInfestorExplore/Equip005.png	62803	30	30	火属性伤害增加15%	1	3006
18100093	属性·火伤Ⅲ	221035		18100094	3	4	4	Assets/Product/Texture/Image/UiInfestorExplore/Equip005.png	62803	90	90	火属性伤害增加22%	1	4006
18100094	属性·火伤Ⅳ	221036				6	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip005.png	62803	270	270	火属性伤害增加30%	1	5006
18100101	属性·冰伤Ⅰ	221037		18100102	3	1	2	Assets/Product/Texture/Image/UiInfestorExplore/Equip007.png	62803	10	10	冰属性伤害增加10%	1	2007
18100102	属性·冰伤Ⅱ	221038		18100103	3	2	3	Assets/Product/Texture/Image/UiInfestorExplore/Equip007.png	62803	30	30	冰属性伤害增加15%	1	3007
18100103	属性·冰伤Ⅲ	221039		18100104	3	4	4	Assets/Product/Texture/Image/UiInfestorExplore/Equip007.png	62803	90	90	冰属性伤害增加22%	1	4007
18100104	属性·冰伤Ⅳ	221040				6	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip007.png	62803	270	270	冰属性伤害增加30%	1	5007
18100111	属性·暗伤Ⅰ	221041		18100112	3	1	2	Assets/Product/Texture/Image/UiInfestorExplore/Equip008.png	62803	10	10	暗属性伤害增加10%	1	2008
18100112	属性·暗伤Ⅱ	221042		18100113	3	2	3	Assets/Product/Texture/Image/UiInfestorExplore/Equip008.png	62803	30	30	暗属性伤害增加15%	1	3008
18100113	属性·暗伤Ⅲ	221043		18100114	3	4	4	Assets/Product/Texture/Image/UiInfestorExplore/Equip008.png	62803	90	90	暗属性伤害增加22%	1	4008
18100114	属性·暗伤Ⅳ	221044				6	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip008.png	62803	270	270	暗属性伤害增加30%	1	5008
18100121	属性·雷伤Ⅰ	221045		18100122	3	1	2	Assets/Product/Texture/Image/UiInfestorExplore/Equip006.png	62803	10	10	雷属性伤害增加10%	1	2009
18100122	属性·雷伤Ⅱ	221046		18100123	3	2	3	Assets/Product/Texture/Image/UiInfestorExplore/Equip006.png	62803	30	30	雷属性伤害增加15%	1	3009
18100123	属性·雷伤Ⅲ	221047		18100124	3	4	4	Assets/Product/Texture/Image/UiInfestorExplore/Equip006.png	62803	90	90	雷属性伤害增加22%	1	4009
18100124	属性·雷伤Ⅳ	221048				6	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip006.png	62803	270	270	雷属性伤害增加30%	1	5009
18100131	属性·物伤Ⅰ	221049		18100132	3	1	2	Assets/Product/Texture/Image/UiInfestorExplore/Equip009.png	62803	10	10	物理伤害增加10%	1	2005
18100132	属性·物伤Ⅱ	221050		18100133	3	2	3	Assets/Product/Texture/Image/UiInfestorExplore/Equip009.png	62803	30	30	物理伤害增加15%	1	3005
18100133	属性·物伤Ⅲ	221051		18100134	3	4	4	Assets/Product/Texture/Image/UiInfestorExplore/Equip009.png	62803	90	90	物理伤害增加22%	1	4005
18100134	属性·物伤Ⅳ	221052				6	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip009.png	62803	270	270	物理伤害增加30%	1	5005
18100141	属性·切人Ⅰ	221053		18100142	3	1	2	Assets/Product/Texture/Image/UiInfestorExplore/Equip043.png	62803	10	10	切人冷却时间减少2s	1	2003
18100142	属性·切人Ⅱ	221054		18100143	3	2	3	Assets/Product/Texture/Image/UiInfestorExplore/Equip043.png	62803	30	30	切人冷却时间减少4s	1	3003
18100143	属性·切人Ⅲ	221055		18100144	3	4	4	Assets/Product/Texture/Image/UiInfestorExplore/Equip043.png	62803	90	90	切人冷却时间减少6s	1	4003
18100144	属性·切人Ⅳ	221056				6	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip043.png	62803	270	270	切人冷却时间减少8s	1	5003
18100151	属性·闪避Ⅰ	221057		18100152	3	1	2	Assets/Product/Texture/Image/UiInfestorExplore/Equip018.png	62803	10	10	闪避槽上限增加200	1	2004
18100152	属性·闪避Ⅱ	221058		18100153	3	2	3	Assets/Product/Texture/Image/UiInfestorExplore/Equip018.png	62803	30	30	闪避槽上限增加400	1	3004
18100153	属性·闪避Ⅲ	221059		18100154	3	4	4	Assets/Product/Texture/Image/UiInfestorExplore/Equip018.png	62803	90	90	闪避槽上限增加600	1	4004
18100154	属性·闪避Ⅳ	221060				6	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip018.png	62803	270	270	闪避槽上限增加800	1	5004
18101011	异火·核心	222101	1011002	18101012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	10	10	核心被动的红球爆炎伤害提升70%，蓝球附带聚怪，释放蓝球后释放红球也附带爆炎弹（同效果只生效最高）		2016
18101012	异火·核心	222102	1011002	18101013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	30	30	核心被动的红球爆炎伤害提升150%，蓝球附带聚怪，释放蓝球后释放红球也附带爆炎弹（同效果只生效最高）		3016
18101013	异火·核心	222103	1011002	18101014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	90	90	核心被动的红球爆炎伤害提升220%，蓝球附带聚怪，释放蓝球后释放红球也附带爆炎弹（同效果只生效最高）		4016
18101014	异火·核心	222104	1011002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	300	270	核心被动的红球爆炎伤害提升300%，蓝球附带聚怪，释放蓝球后释放红球也附带爆炎弹（同效果只生效最高）	1	5016
18101021	异火·超频一	222105	1011002	18101022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	10	10	释放黄球时，恢复1个红球，附带聚怪，恢复30点闪避值（同效果只生效最高）		2017
18101022	异火·超频一	222106	1011002	18101023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	30	30	释放黄球时，恢复2个红球，附带聚怪，恢复70点闪避值（同效果只生效最高）		3017
18101023	异火·超频一	222107	1011002	18101024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	90	90	释放黄球时，恢复2个红球，附带聚怪，恢复130点闪避值（同效果只生效最高）		4017
18101024	异火·超频一	222108	1011002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	300	270	释放黄球时，恢复3个红球，附带聚怪，恢复200点闪避值（同效果只生效最高）	1	5017
18101031	异火·超频二	222109	1011002	18101032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	10	10	释放红球时，恢复1个黄球，闪避后2秒内伤害增加10%（同效果只生效最高）		2018
18101032	异火·超频二	222110	1011002	18101033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	30	30	释放红球时，恢复2个黄球，闪避后2秒内伤害增加40%（同效果只生效最高）		3018
18101033	异火·超频二	222111	1011002	18101034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	90	90	释放红球时，恢复2个黄球，闪避后2秒内伤害增加70%（同效果只生效最高）		4018
18101034	异火·超频二	222112	1011002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	300	270	释放红球时，恢复3个黄球，闪避后2秒内伤害增加100%（同效果只生效最高）	1	5018
18101041	异火·特种	222113	1011002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	62803	300	270	核心被动的红球爆炎伤害提升300%，蓝球附带聚怪，释放蓝球后释放红球也附带爆炎弹（同效果只生效最高）可解锁异火增幅	1	6019
18102011	红莲·核心	222201	1021001	18102012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	10	10	双刀模式的攻击恢复2点能量，伤害增加50%（同效果只生效最高）		2019
18102012	红莲·核心	222202	1021001	18102013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	30	30	双刀模式的攻击恢复3点能量，伤害增加100%（同效果只生效最高）		3019
18102013	红莲·核心	222203	1021001	18102014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	90	90	双刀模式的攻击恢复4点能量，伤害增加150%（同效果只生效最高）		4019
18102014	红莲·核心	222204	1021001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	300	270	双刀模式的攻击恢复5点能量，伤害增加200%（同效果只生效最高）	1	5019
18102021	红莲·超频一	222205	1021001	18102022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	10	10	双刀模式时间延长1秒（同效果只生效最高）		2020
18102022	红莲·超频一	222206	1021001	18102023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	30	30	双刀模式时间延长2秒（同效果只生效最高）		3020
18102023	红莲·超频一	222207	1021001	18102024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	90	90	双刀模式时间延长3秒（同效果只生效最高）		4020
18102024	红莲·超频一	222208	1021001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	300	270	双刀模式时间延长4秒（同效果只生效最高）	1	5020
18102031	红莲·超频二	222209	1021001	18102032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	10	10	双刀模式结束后进入超算（同效果只生效最高）		2021
18102032	红莲·超频二	222210	1021001	18102033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	30	30	双刀模式结束后进入超算，并获得1个红球（同效果只生效最高）		3021
18102033	红莲·超频二	222211	1021001	18102034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	90	90	双刀模式结束后进入超算，并获得2个红球（同效果只生效最高）		4021
18102034	红莲·超频二	222212	1021001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	300	270	双刀模式结束后进入超算，并获得3个红球（同效果只生效最高）	1	5021
18102041	红莲·特种	222213	1021001			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	62803	300	270	双刀模式的攻击恢复5点能量，伤害增加200%（同效果只生效最高）可解锁红莲增幅	1	6022
18103011	蚀暗·核心	222301	1031001	18103012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	10	10	激光束群（3消+红球）的伤害提升70%。[辅助型]：治疗后5秒全队伤害提升10%（同效果只生效最高）		2022
18103012	蚀暗·核心	222302	1031001	18103013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	30	30	激光束群（3消+红球）的伤害提升150%。[辅助型]：治疗后5秒全队伤害提升20%（同效果只生效最高）		3022
18103013	蚀暗·核心	222303	1031001	18103014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	90	90	激光束群（3消+红球）的伤害提升220%。[辅助型]：治疗后5秒全队伤害提升35%（同效果只生效最高）		4022
18103014	蚀暗·核心	222304	1031001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	300	270	激光束群（3消+红球）的伤害提升300%。[辅助型]：治疗后5秒全队伤害提升50%（同效果只生效最高）	1	5022
18103021	蚀暗·超频一	222305	1031001	18103022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	10	10	必杀结束后进入超算（同效果只生效最高）		2023
18103022	蚀暗·超频一	222306	1031001	18103023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	30	30	必杀结束后进入超算，并恢复2个红球（同效果只生效最高）		3023
18103023	蚀暗·超频一	222307	1031001	18103024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	90	90	必杀结束后进入超算，并恢复3个红球（同效果只生效最高）		4023
18103024	蚀暗·超频一	222308	1031001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	300	270	必杀结束后进入超算，并恢复4个红球（同效果只生效最高）	1	5023
18103031	蚀暗·超频二	222309	1031001	18103032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	10	10	三消命中敌人时，额外回复5点能量（同效果只生效最高）		2024
18103032	蚀暗·超频二	222310	1031001	18103033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	30	30	三消命中敌人时，额外回复10点能量（同效果只生效最高）		3024
18103033	蚀暗·超频二	222311	1031001	18103034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	90	90	三消命中敌人时，额外回复15点能量（同效果只生效最高）		4024
18103034	蚀暗·超频二	222312	1031001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	300	270	三消命中敌人时，额外回复20点能量（同效果只生效最高）	1	5024
18103041	蚀暗·特种	222313	1031001			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	62803	300	270	激光束群（3消+红球）的伤害提升300%。[辅助型]：治疗后5秒全队伤害提升50%（同效果只生效最高）可解锁蚀暗增幅	1	6025
18104011	零度·核心	222401	1041002	18104012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	10	10	能量箭伤害提升70%，释放必杀时，每消耗1个能量箭，额外派生1个能量箭（同效果只生效最高）		2025
18104012	零度·核心	222402	1041002	18104013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	30	30	能量箭伤害提升150%，释放必杀时，每消耗1个能量箭，额外派生1个能量箭（同效果只生效最高）		3025
18104013	零度·核心	222403	1041002	18104014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	90	90	能量箭伤害提升220%，释放必杀时，每消耗1个能量箭，额外派生2个能量箭（同效果只生效最高）		4025
18104014	零度·核心	222404	1041002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	300	270	能量箭伤害提升300%，释放必杀时，每消耗1个能量箭，额外派生3个能量箭（同效果只生效最高）	1	5025
18104021	零度·超频一	222405	1041002	18104022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	10	10	必杀结束后进入超算，且伤害提升20%，持续6秒（同效果只生效最高）		2026
18104022	零度·超频一	222406	1041002	18104023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	30	30	必杀结束后进入超算，且伤害提升40%，持续6秒（同效果只生效最高）		3026
18104023	零度·超频一	222407	1041002	18104024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	90	90	必杀结束后进入超算，且伤害提升60%，持续6秒（同效果只生效最高）		4026
18104024	零度·超频一	222408	1041002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	300	270	必杀结束后进入超算，且伤害提升80%，持续6秒（同效果只生效最高）	1	5026
18104031	零度·超频二	222409	1041002	18104032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	10	10	释放三消时，额外回复4点能量（同效果只生效最高）		2027
18104032	零度·超频二	222410	1041002	18104033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	30	30	释放三消时，额外回复7点能量（同效果只生效最高）		3027
18104033	零度·超频二	222411	1041002	18104034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	90	90	释放三消时，额外回复10点能量（同效果只生效最高）		4027
18104034	零度·超频二	222412	1041002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	300	270	释放三消时，额外回复15点能量（同效果只生效最高）	1	5027
18104041	零度·特种	222413	1041002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	62803	300	270	能量箭伤害提升300%，释放必杀时，每消耗1个能量箭，额外派生3个能量箭（同效果只生效最高）可解锁零度增幅	1	6028
18105011	风暴·核心	222501	1051001	18105012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	10	10	切割风暴（3消+黄球）的伤害提升70%。[装甲型]：命中时使目标总抗性减少5%，持续5秒（同效果只生效最高）		2028
18105012	风暴·核心	222502	1051001	18105013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	30	30	切割风暴（3消+黄球）的伤害提升150%。[装甲型]：命中时使目标总抗性减少10%，持续5秒（同效果只生效最高）		3028
18105013	风暴·核心	222503	1051001	18105014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	90	90	切割风暴（3消+黄球）的伤害提升220%。[装甲型]：命中时使目标总抗性减少15%，持续5秒（同效果只生效最高）		4028
18105014	风暴·核心	222504	1051001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	300	270	切割风暴（3消+黄球）的伤害提升300%。[装甲型]：命中时使目标总抗性减少20%，持续5秒（同效果只生效最高）	1	5028
18105021	风暴·超频一	222505	1051001	18105022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	10	10	开启必杀时进入超算（同效果只生效最高）		2029
18105022	风暴·超频一	222506	1051001	18105023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	30	30	开启必杀时进入超算，并恢复1个黄球（同效果只生效最高）		3029
18105023	风暴·超频一	222507	1051001	18105024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	90	90	开启必杀时进入超算，并恢复2个黄球（同效果只生效最高）		4029
18105024	风暴·超频一	222508	1051001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	300	270	开启必杀时进入超算，并恢复3个黄球（同效果只生效最高）	1	5029
18105031	风暴·超频二	222509	1051001	18105032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	10	10	释放三消时，额外恢复5点能量（同效果只生效最高）		2030
18105032	风暴·超频二	222510	1051001	18105033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	30	30	释放三消时，额外恢复10点能量（同效果只生效最高）		3030
18105033	风暴·超频二	222511	1051001	18105034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	90	90	释放三消时，额外恢复15点能量（同效果只生效最高）		4030
18105034	风暴·超频二	222512	1051001			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	300	270	释放三消时，额外恢复20点能量（同效果只生效最高）	1	5030
18105041	风暴·特种	222513	1051001			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	62803	300	270	切割风暴（3消+黄球）的伤害提升300%。[装甲型]：命中时使目标总抗性减少20%，持续5秒（同效果只生效最高）可解锁风暴增幅	1	6031
18106011	重能·核心	222601	1061002	18106012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	10	10	黄球格挡敌人可以返还敌人消球数*200%的伤害。[装甲型]：命中时使目标总抗性减少5%，持续5秒（同效果只生效最高）		2031
18106012	重能·核心	222602	1061002	18106013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	30	30	黄球格挡敌人可以返还敌人消球数*450%的伤害。[装甲型]：命中时使目标总抗性减少10%，持续5秒（同效果只生效最高）		3031
18106013	重能·核心	222603	1061002	18106014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	90	90	黄球格挡敌人可以返还敌人消球数*700%的伤害。[装甲型]：命中时使目标总抗性减少15%，持续5秒（同效果只生效最高）		4031
18106014	重能·核心	222604	1061002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	300	270	黄球格挡敌人可以返还敌人消球数*1000%的伤害。[装甲型]：命中时使目标总抗性减少20%，持续5秒（同效果只生效最高）	1	5031
