Id	SkillKey	Name	Desc	ShortDesc	DescParams	Icon	ComboList	BuildTags	Level	Magics	Type	IsOutPool	SaveScore	Character	BuyPrice	SellPrice	IsOutWiki	WikiPriority	CostTL	CSMag	TLDam	Quality	KeyWordIds
61	13	placeholder_插入技能4测试版	placeholder_这是技能8，加个图标<Icon=IconHp|45|45|0.5/>	placeholder_这是技能8简短描述，加个图标<Icon=IconHp|45|45|0.5/>		Assets/Product/Texture/Image/IconTools/IconPet3Hu1.png	[1025206]	[1, 2]	1		4	True	1000		20	10			3	10000	1	1	[1]
66	14	placeholder_拼刀技能1测试版	placeholder_这是拼刀技能1，加个图标<Icon=IconHp|45|45|0.5/>	placeholder_这是拼刀技能1简短描述，加个图标<Icon=IconHp|45|45|0.5/>		Assets/Product/Texture/Image/IconTools/IconPet2Bei.png	[8226010]	[2]	1		2	True	2000		20	10			3	10000	1	3	[1]
71	15	placeholder_超算技能1测试版	placeholder_这是技能5，加个图标<Icon=IconHp|45|45|0.5/>	placeholder_这是技能5简短描述，加个图标<Icon=IconHp|45|45|0.5/>		Assets/Product/Texture/Image/IconTools/IconPet2Yang.png	[8226004, 8226005]	[1, 2]	1		3	True	2000		20	10			3	10000	1	5	[1]
76	16	placeholder_主动技能1测试版	placeholder_这是技能1，加个图标<Icon=IconHp|45|45|0.5/>	placeholder_这是技能1简短描述，加个图标<Icon=IconHp|45|45|0.5/>		Assets/Product/Texture/Image/IconTools/IconPet3He.png	[8226002, 8226003]	[1]	1		1	True	1000		10	5			3	10000	1	1	[1]
81	17	placeholder_主动技能1测试版	placeholder_这是技能1，加个图标<Icon=IconHp|45|45|0.5/>	placeholder_这是技能1简短描述，加个图标<Icon=IconHp|45|45|0.5/>		Assets/Product/Texture/Image/IconTools/IconPet3He.png	[8226001]	[1]	1		1	True	1000		10	5			3	10000	1	1	[1]
86	18	placeholder_主动技能1测试版	placeholder_这是技能1，加个图标<Icon=IconHp|45|45|0.5/>	placeholder_这是技能1简短描述，加个图标<Icon=IconHp|45|45|0.5/>		Assets/Product/Texture/Image/IconTools/IconPet3He.png	[8226006, 8226007]	[1]	1		1	True	1000		10	5			3	10000	1	1	[1]
91	19	placeholder_主动技能1测试版	placeholder_这是技能1，加个图标<Icon=IconHp|45|45|0.5/>	placeholder_这是技能1简短描述，加个图标<Icon=IconHp|45|45|0.5/>		Assets/Product/Texture/Image/IconTools/IconPet3He.png	[8226009]	[1]	1		1	True	1000		10	5			3	10000	1	1	[1]
96	20	placeholder_主动技能1测试版	placeholder_这是技能1，加个图标<Icon=IconHp|45|45|0.5/>	placeholder_这是技能1简短描述，加个图标<Icon=IconHp|45|45|0.5/>		Assets/Product/Texture/Image/IconTools/IconPet3He.png	[8226008]	[1]	1		1	True	1000		10	5			3	10000	1	1	[1]
100	100	扬锋	拼刀成功后：\n· 每次造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，自身<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性提升{0}点；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	拼刀成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['10', '5']	Assets/Product/Texture/Image/IconTools/IconPet3Mao.png	[1025102]	[13]	5		1		6000	3	20	10			20	25000	1	2	[11]
101	101	扬锋	拼刀成功后：\n· 每次造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，自身<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性提升{0}点；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	拼刀成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['10', '5']	Assets/Product/Texture/Image/IconTools/IconPet3Mao.png	[1025201, 1025202]	[12, 13]	4		4		8000	3	20	10				8000	1	3	[11]
102	102	扬锋	拼刀成功后：\n· 每次造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，自身<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性提升{0}点；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	拼刀成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['10', '5']	Assets/Product/Texture/Image/IconTools/IconPet3Mao.png	[1025201, 1025202]	[12, 13]	4		4		8000	3	20	10				8000	1	3	[11]
10253011	1025301	扬锋	拼刀成功后：\n· 每次造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，自身<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性提升{0}点；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	拼刀成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['10', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025301]	[21, 13]	1	[10253010]	2		2000	3	20	10				15000	1	4	[11]
10253012	1025301	扬锋	拼刀成功后：\n· 每次造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，自身<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性提升{0}点；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	拼刀成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['10', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025301]	[21, 13]	2	[10253010]	2		4000	3	20	10				15000	1	4	[11]
10253013	1025301	扬锋	拼刀成功后：\n· 每次造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，自身<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性提升{0}点；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	拼刀成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['10', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025301]	[21, 13]	3	[10253010]	2		6000	3	20	10				15000	1	4	[11]
10253014	1025301	扬锋	拼刀成功后：\n· 每次造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，自身<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性提升{0}点；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	拼刀成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['10', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025301]	[21, 13]	4	[10253010]	2		8000	3	20	10				15000	1	4	[11]
10253015	1025301	扬锋	拼刀成功后：\n· 每次造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，自身<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性提升{0}点；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	拼刀成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['10', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025301]	[21, 13]	5	[10253010]	2		8000	3	20	10				15000	1	4	[11]
10253021	1025302	崩骑破阵	拼刀成功后：\n· 首次使用此技能时，额外获得{0}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩且必定<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>；。	拼刀成功后，造成<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>伤害，并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['5', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025302, 1025303]	[21, 16]	1	[10253020]	2		2000	3	20	10				30000	1	4	[11]
10253022	1025302	崩骑破阵	拼刀成功后：\n· 首次使用此技能时，额外获得{0}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩且必定<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>；。	拼刀成功后，造成<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>伤害，并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['5', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025302, 1025303]	[21, 16]	2	[10253020]	2		4000	3	20	10				30000	1	4	[11]
10253023	1025302	崩骑破阵	拼刀成功后：\n· 首次使用此技能时，额外获得{0}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩且必定<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>；。	拼刀成功后，造成<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>伤害，并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['5', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025302, 1025303]	[21, 16]	3	[10253020]	2		6000	3	20	10				30000	1	4	[11]
10253024	1025302	崩骑破阵	拼刀成功后：\n· 首次使用此技能时，额外获得{0}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩且必定<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>；。	拼刀成功后，造成<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>伤害，并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['5', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025302, 1025303]	[21, 16]	4	[10253020]	2		8000	3	20	10				30000	1	4	[11]
10253025	1025302	崩骑破阵	拼刀成功后：\n· 首次使用此技能时，额外获得{0}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩且必定<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>；。	拼刀成功后，造成<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>伤害，并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['5', '5']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025302, 1025303]	[21, 16]	5	[10253020]	2		8000	3	20	10				30000	1	4	[11]
10253031	1025304	贯刺	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025304]	[21]	1	[10253030]	2		2000	3	10	5				20000	1	4	[11]
10253032	1025304	贯刺	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025304]	[21]	2	[10253030]	2		4000	3	10	5				20000	1	4	[11]
10253033	1025304	贯刺	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025304]	[21]	3	[10253030]	2		6000	3	10	5				20000	1	4	[11]
10253034	1025304	贯刺	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025304]	[21]	4	[10253030]	2		8000	3	10	5				20000	1	4	[11]
10253035	1025304	贯刺	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool2.png	[1025304]	[21]	5	[10253030]	2		8000	3	10	5				20000	1	4	[11]
10254011	1025401	逆鳞烬灭	反制成功后：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外造成{2}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3', '80', '1', '30']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025401]	[22, 12]	1	[10254010]	3		2000	3	10	5				20000	1	4	
10254012	1025401	逆鳞烬灭	反制成功后：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外造成{2}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3', '80', '1', '30']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025401]	[22, 12]	2	[10254010]	3		4000	3	10	5				20000	1	4	
10254013	1025401	逆鳞烬灭	反制成功后：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外造成{2}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3', '80', '1', '30']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025401]	[22, 12]	3	[10254010]	3		6000	3	10	5				20000	1	4	
10254014	1025401	逆鳞烬灭	反制成功后：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外造成{2}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3', '80', '1', '30']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025401]	[22, 12]	4	[10254010]	3		8000	3	10	5				20000	1	4	
10254015	1025401	逆鳞烬灭	反制成功后：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外造成{2}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3', '80', '1', '30']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025401]	[22, 12]	5	[10254010]	3		8000	3	10	5				20000	1	4	
10254021	1025402	逐风裂空	反制成功后：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 使用【触发技能】时，每造成过{3}次<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，<color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>提升{4}点。	反制成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['20', '20', '1', '1', '10']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025402, 1025403]	[22, 13]	1	[10251611]	3		2000	3	10	5				20000	1	4	
10254022	1025402	逐风裂空	反制成功后：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 使用【触发技能】时，每造成过{3}次<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，<color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>提升{4}点。	反制成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['20', '20', '1', '1', '10']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025402, 1025403]	[22, 13]	2	[10251611]	3		4000	3	10	5				20000	1	4	
10254023	1025402	逐风裂空	反制成功后：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 使用【触发技能】时，每造成过{3}次<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，<color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>提升{4}点。	反制成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['20', '20', '1', '1', '10']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025402, 1025403]	[22, 13]	3	[10251611]	3		6000	3	10	5				20000	1	4	
10254024	1025402	逐风裂空	反制成功后：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 使用【触发技能】时，每造成过{3}次<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，<color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>提升{4}点。	反制成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['20', '20', '1', '1', '10']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025402, 1025403]	[22, 13]	4	[10251611]	3		8000	3	10	5				20000	1	4	
10254025	1025402	逐风裂空	反制成功后：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，每有{1}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，额外扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 使用【触发技能】时，每造成过{3}次<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，<color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>提升{4}点。	反制成功后，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>，并附带额外效果	['20', '20', '1', '1', '10']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025402, 1025403]	[22, 13]	5	[10251611]	3		8000	3	10	5				20000	1	4	
10254041	1025404	蚀魂瞬断	反制成功后：\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· <color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性>{1}点时（当前：{Attr:5}），伤害倍率提高{2}。	反制成功后，造成伤害，并根据<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，造成额外伤害	['20', '230', '100%']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025404]	[22]	1	[10251612]	3		2000	3	20	10				20000	1	4	
10254042	1025404	蚀魂瞬断	反制成功后：\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· <color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性>{1}点时（当前：{Attr:5}），伤害倍率提高{2}。	反制成功后，造成伤害，并根据<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，造成额外伤害	['20', '230', '100%']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025404]	[22]	2	[10251612]	3		4000	3	20	10				20000	1	4	
10254043	1025404	蚀魂瞬断	反制成功后：\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· <color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性>{1}点时（当前：{Attr:5}），伤害倍率提高{2}。	反制成功后，造成伤害，并根据<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，造成额外伤害	['20', '230', '100%']	Assets/Product/Texture/Image/IconSkill/SpZhongjieji.png	[1025404]	[22]	3	[10251612]	3		6000	3	20	10				20000	1	4	
