Id	Name	Desc	ShortDesc	PlotDesc	DescParams	Icon	AttrTypes	AttrNums	BuildTags	BuffIds	Quality	BuyPrice	SaveScore	IsHide	IsOutPool	Character	IsOutWiki	Priority	KeyWordIds
28	placeholder_渊行调查录					Assets/Product/Texture/Image/IconTools/IconRougeItem038.png	[2, 4]	[320, 13]			2	20							[1, 2]
29	placeholder_冥河旧币					Assets/Product/Texture/Image/IconTools/IconSameColorCoin01.png	[2, 5]	[320, 13]			3	30							[1, 3]
30	placeholder_沸血红晶					Assets/Product/Texture/Image/IconTools/IconSimulatedCombat02.png	[2, 5]	[400, -14]			3	30							[2]
31	placeholder_苍白银晶					Assets/Product/Texture/Image/IconTools/IconTheatre02.png	[1, 5]	[33, -14]			3	30							[1, 3]
32	placeholder_禁锢狂脑					Assets/Product/Texture/Image/IconTools/IconTheatre04.png	[1, 5]	[17, 33]			3	30							[2]
33	placeholder_镇魂提琴					Assets/Product/Texture/Image/IconTools/IconTheatre06.png	[2, 4]	[250, 41]			3	30							[1, 2]
34	placeholder_鸦羽秘录					Assets/Product/Texture/Image/IconTools/IconTheatre07.png	[2, 3, 4, 5]	[400, 5, -6, -6]			3	30							[1, 3]
35	placeholder_黄衣残谱					Assets/Product/Texture/Image/IconTools/IconTheatre08.png	[2, 3, 4, 5]	[400, 5, -6, -6]			3	30							[2]
36	placeholder_猎魔断剑					Assets/Product/Texture/Image/IconTools/IconTheatre09.png	[2, 4]	[250, 41]			3	30							[1, 3]
37	placeholder_探员手记					Assets/Product/Texture/Image/IconTools/IconTheatre10.png	[2, 5]	[250, 41]			3	30							[2]
38	placeholder_异星银花					Assets/Product/Texture/Image/IconTools/IconTheatre13.png	[2, 4]	[500, -17]			3	30							[1, 2]
39	placeholder_僭主桂冠					Assets/Product/Texture/Image/IconTools/IconTheatre14.png	[1, 4]	[21, 41]			3	30							[1, 3]
40	placeholder_咒缚金戒					Assets/Product/Texture/Image/IconTools/IconTheatre16.png	[1, 4]	[21, 41]			3	30							[2]
41	placeholder_旧神残柱					Assets/Product/Texture/Image/IconTools/IconTheatre17.png	[1, 5]	[21, 41]			3	30							[1, 3]
42	placeholder_幻梦蝶匣					Assets/Product/Texture/Image/IconTools/IconTheatre18.png	[1, 4]	[41, -17]			3	30							[2]
43	placeholder_囚魂舞匣					Assets/Product/Texture/Image/IconTools/IconTheatre19.png	[2, 5]	[250, 41]			4	40							[1, 2]
44	placeholder_泣血银盘					Assets/Product/Texture/Image/IconTools/IconTheatre20.png	[2, 4]	[400, 16]			4	40							[1, 3]
45	placeholder_诡木假手					Assets/Product/Texture/Image/IconTools/ItCharAprilFoolsDay01.png	[2, 5]	[400, 16]			4	40							[2]
46	placeholder_异端刑具					Assets/Product/Texture/Image/IconTools/ItCharAprilFoolsDay02.png	[2, 5]	[500, -17]			4	40							[1, 3]
47	placeholder_猩红铁腕					Assets/Product/Texture/Image/IconTools/ItFool202306.png	[1, 5]	[21, 41]			4	40							[2]
48	placeholder_深潜蛙坠					Assets/Product/Texture/Image/IconTools/ItGift0302.png	[1, 5]	[41, -17]			4	40							[1, 2]
49	placeholder_寰宇禁书					Assets/Product/Texture/Image/IconTools/ItGift0324.png	[5, 4]	[30, -1]			4	40							[1, 3]
50	placeholder_疯癫笔录					Assets/Product/Texture/Image/IconTools/ItGift0325.png	[5, 4]	[30, -1]			4	40							[2]
51	placeholder_喋血旧拳套					Assets/Product/Texture/Image/IconTools/ItGift0328.png	[5, 1, 2]	[30, -2, -10]			4	40							[1, 3]
52	placeholder_盲信者墨镜					Assets/Product/Texture/Image/IconTools/ItGift0333.png	[1, 4]	[70, -2]			4	40							[2]
53	placeholder_葬仪死生花					Assets/Product/Texture/Image/IconTools/ItGift0334.png	[1, 2, 3]	[70, 150, -3]			4	40							[1, 2]
54	placeholder_疯癫多面骰					Assets/Product/Texture/Image/IconTools/ItGift0335.png	[2, 5]	[120, -2]			4	40							[1, 3]
55	placeholder_渊海旧魔典					Assets/Product/Texture/Image/IconTools/ItGift0339.png	[1, 2]	[150, -20]			4	40							[2]
56	placeholder_解剖旧金剪					Assets/Product/Texture/Image/IconTools/ItGift0340.png	[2, 1]	[245, -10]			4	40							[1, 3]
57	placeholder_邪龙旧铜坠					Assets/Product/Texture/Image/IconTools/ItGift0341.png	[4, 3]	[50, -1]			5	50							[2]
58	placeholder_禁忌收容箱					Assets/Product/Texture/Image/IconTools/UiAreaWarItem01.png	[4, 5]	[50, -1]			5	50							[1, 3]
59	placeholder_行刑旧铁锤					Assets/Product/Texture/Image/IconTools/UiAreaWarItem02.png	[4, 1, 2]	[50, -2, -10]			5	50							[2]
60	placeholder_廷达罗斯石					Assets/Product/Texture/Image/IconTools/UiConnectingLineGameItem02.png	[3, 4]	[50, -1]			5	50							[1, 2]
61	placeholder_旧神黑曜骰					Assets/Product/Texture/Image/IconTools/UiDragPuzzleItem08.png	[3, 5]	[50, -1]			5	50							[1, 3]
62	placeholder_幽冥白骨兰					Assets/Product/Texture/Image/IconTools/UiDragPuzzleItem09.png	[3, 1, 2]	[50, -2, -10]			5	50							[2]
63	placeholder_皮质邪教币					Assets/Product/Texture/Image/IconTools/UiDragPuzzleItem10.png	[5, 4]	[50, -1]			5	50							[1, 3]
64	placeholder_染血旧警徽					Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem05.png	[5, 4]	[50, -1]			5	50							[2]
65	placeholder_夜魔羽琥珀					Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem06.png	[5, 1, 2]	[50, -2, -10]			5	50							[1, 2]
66	placeholder_黑山羊残枝					Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem07.png	[1, 4]	[125, -2]			5	50							[1, 3]
67	placeholder_深潜者之贝					Assets/Product/Texture/Image/IconTools/UiLivWarmItem02.png	[1, 2, 3]	[125, 330, -3]			5	50							[2]
68	placeholder_疯人院绷带					Assets/Product/Texture/Image/IconTools/UiLivWarmItem03.png	[2, 5]	[225, -2]			5	50							[1, 3]
69	placeholder_星眷旧口粮					Assets/Product/Texture/Image/IconTools/UiLivWarmItem04.png	[1, 2]	[330, -20]			5	50							[2]
70	placeholder_异端铁徽记					Assets/Product/Texture/Image/IconTools/UiLivWarmItem06.png	[2, 1]	[500, -10]			5	50							[1, 2]
71	placeholder_夜魔羽琥珀					Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem06.png	[2]	[250]			1	10							[1]
72	placeholder_黑山羊残枝					Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem07.png	[2, 4]	[125, 20]			1	10							[1]
73	placeholder_深潜者之贝					Assets/Product/Texture/Image/IconTools/UiLivWarmItem02.png	[2, 5]	[125, 20]			1	10							[1]
74	placeholder_疯人院绷带					Assets/Product/Texture/Image/IconTools/UiLivWarmItem03.png	[1, 2]	[10, 125]			1	10							[1]
75	placeholder_星眷旧口粮					Assets/Product/Texture/Image/IconTools/UiLivWarmItem04.png	[1, 4]	[10, 20]			1	10							[1]
76	placeholder_异端铁徽记					Assets/Product/Texture/Image/IconTools/UiLivWarmItem06.png	[1, 5]	[10, 20]			1	10							[1]
77	placeholder_盲信者墨镜					Assets/Product/Texture/Image/IconTools/ItGift0333.png	[3, 2, 4, 5]	[5, 175, -10, -10]			1	10							
78	placeholder_夜魔羽琥珀					Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem06.png	[2]	[375]			2	15							
79	placeholder_黑山羊残枝					Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem07.png	[2, 4]	[187, 30]			2	15							
80	placeholder_深潜者之贝					Assets/Product/Texture/Image/IconTools/UiLivWarmItem02.png	[2, 5]	[187, 30]			2	15							
81	placeholder_疯人院绷带					Assets/Product/Texture/Image/IconTools/UiLivWarmItem03.png	[1, 2]	[15, 187]			2	15							
82	placeholder_星眷旧口粮					Assets/Product/Texture/Image/IconTools/UiLivWarmItem04.png	[1, 4]	[15, 30]			2	15							
83	placeholder_异端铁徽记					Assets/Product/Texture/Image/IconTools/UiLivWarmItem06.png	[1, 5]	[15, 30]			2	15							
84	placeholder_盲信者墨镜					Assets/Product/Texture/Image/IconTools/ItGift0333.png	[3, 2, 4, 5]	[7, 262, -15, -15]			2	15							
85	placeholder_夜魔羽琥珀					Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem06.png	[2]	[500]			3	20							
86	placeholder_黑山羊残枝					Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem07.png	[2, 4]	[250, 40]			3	20							
87	placeholder_深潜者之贝					Assets/Product/Texture/Image/IconTools/UiLivWarmItem02.png	[2, 5]	[250, 40]			3	20							
88	placeholder_疯人院绷带					Assets/Product/Texture/Image/IconTools/UiLivWarmItem03.png	[1, 2]	[20, 250]			3	20							
89	placeholder_星眷旧口粮					Assets/Product/Texture/Image/IconTools/UiLivWarmItem04.png	[1, 4]	[20, 40]			3	20							
90	placeholder_异端铁徽记					Assets/Product/Texture/Image/IconTools/UiLivWarmItem06.png	[1, 5]	[20, 40]			3	20							
91	placeholder_盲信者墨镜					Assets/Product/Texture/Image/IconTools/ItGift0333.png	[3, 2, 4, 5]	[10, 350, -20, -20]			3	20							
1025201	placeholder_旧神残柱	placeholder_【拼刀成功技能】造成的伤害提升10%，且被【格挡】时不会降低伤害。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/IconTheatre17.png				[1025201]	5	50	1500						
1025203	placeholder_幻梦蝶匣	placeholder_自身每次进入【超算】，受到伤害降低5%，至多5层。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/IconTheatre18.png				[1025203]	5	50	1500						
1025205	placeholder_囚魂舞匣	placeholder_自身每拥有40点【体力】属性，使用所有技能后返还1点【体力值】，至多5点。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/IconTheatre19.png				[1025205]	5	50	1500						
1025207	placeholder_泣血银盘	placeholder_自身首次出手前，受到的攻击伤害降低20%，自身首次获得出手权期间，造成的攻击伤害提升20%。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/IconTheatre20.png				[1025207]	5	50	1500						
1025209	placeholder_诡木假手	placeholder_进入战斗时，获得1层<心眼>，在下次使用主动技能时消耗1层<心眼>，并触发【暴击】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItCharAprilFoolsDay01.png				[1025209]	5	50	1500						
1025211	placeholder_异端刑具	placeholder_进入战斗时，获得3层<坚毅>，在下次受到技能伤害时消耗1层<坚毅>，并触发【格挡】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItCharAprilFoolsDay02.png				[1025211]	5	50	1500						
1025213	placeholder_猩红铁腕	placeholder_ 拼点成功后，3秒内造成伤害提升15%。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItFool202306.png				[1025213]	5	50	1500						
1025215	placeholder_深潜蛙坠	placeholder_ 使用【插入式技能】后，返还8点【体力值】	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0302.png				[1025215]	5	50	1500						
1025217	placeholder_寰宇禁书	placeholder_进入战斗时，自身每有1点【超算】属性或【拼刀】属性，【体力】属性提升1点。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0324.png				[1025217]	5	50	1500						
1025219	placeholder_疯癫笔录	placeholder_自身每损失5%生命值，受到伤害降低1%。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0325.png				[1025219]	5	50	1500						
1025221	placeholder_喋血旧拳套	placeholder_双方每次造成【格挡】【暴击】时，自身【生命值上限】在本场战斗中提升25点，并恢复等量【生命值】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0328.png				[1025221]	5	50	1500						
1025223	placeholder_盲信者墨镜	placeholder_自身【常规技能】造成的伤害提升5%，受到对手【常规技能】伤害降低5%	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0333.png				[1025223]	5	50	1500						
1025225	placeholder_葬仪死生花	placeholder_ 每次释放【主动技能】时，使自身【体力】属性在本场战斗中提升2点。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0334.png				[1025225]	5	50	1500						
1025227	placeholder_疯癫多面骰	placeholder_进入战斗时，自身每有1点【体力】属性，自身【生命值上限】在本场战斗中提升3点，并恢复等量【生命值】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0335.png				[1025227]	5	50	1500						
1025301	placeholder_渊海旧魔典	placeholder_造成【击飞】时，自身【攻击】属性在本场战斗中提升3点。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0339.png				[1025301]	5	50	1500			3			
1025303	placeholder_解剖旧金剪	placeholder_对手被【击飞】后，3秒内受到伤害提升15%。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0340.png				[1025303]	5	50	1500			3			
1025305	placeholder_邪龙旧铜坠	placeholder_ 每释放3次未【暴击】的技能，获得1层<心眼>。在下1次使用技能时消耗1层<心眼> 并触发【暴击】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/ItGift0341.png				[1025305]	5	50	1500			3			
1025307	placeholder_禁忌收容箱	placeholder_技能触发【暴击】时，造成的攻击伤害提升20%，且额外恢复自身5点【超算值】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiAreaWarItem01.png				[1025307]	5	50	1500			3			
1025309	placeholder_行刑旧铁锤	placeholder_每释放2次【常规技能】，造成1层【点燃】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiAreaWarItem02.png				[1025309]	5	50	1500			3			
1025311	placeholder_廷达罗斯石	placeholder_ 处于【点燃】状态的对手，每有1层【点燃】则造成的伤害降低2%。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiConnectingLineGameItem02.png				[1025311]	5	50	1500			3			
1025313	placeholder_旧神黑曜骰	placeholder_自身【生命值】降低至【生命值上限】的50%时，恢复10点【体力值】，自身在本场战斗中每造成过1次【击飞】，额外恢复5点【体力值】	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiDragPuzzleItem08.png				[1025313]	5	50	1500			3			
1025315	placeholder_幽冥白骨兰	placeholder_ 初始额外获得2点【超算】属性与【拼刀】属性，每次获得出手权时，均将从第一个【常规技能】开始释放。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiDragPuzzleItem09.png				[1025315]	5	50	1500			3			
1025401	placeholder_皮质邪教币	placeholder_每次造成【击倒】时，本场战斗中自身【拼刀】属性提升1点。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiDragPuzzleItem10.png				[1025401]	5	50	1500			3			
1025403	placeholder_染血旧警徽	placeholder_ 每造成过1次【击倒】，敌人被【击倒】时，扣除其1点【体力值】与【超算值】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem05.png				[1025403]	5	50	1500			2			
1025405	placeholder_夜魔羽琥珀	placeholder_ 每成功触发【格挡】2次技能，本场战斗中自身【超算】属性提升1点，【体力】属性提升10点。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem06.png				[1025405]	5	50	1500			2			
1025407	placeholder_黑山羊残枝	placeholder_【格挡】时额外吸取对手5点【体力值】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiInvertCardGameItem07.png				[1025407]	5	50	1500			2			
1025409	placeholder_深潜者之贝	placeholder_ 每次使用【插入式技能】时，获得2点【怒火】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiLivWarmItem02.png				[1025409]	5	50	1500			2			
1025411	placeholder_疯人院绷带	placeholder_ 【狂暴】状态下使用主动技能时，额外获得3点【体力值】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiLivWarmItem03.png				[1025411]	5	50	1500			2			
1025413	placeholder_星眷旧口粮	placeholder_获得【怒火】时，使自身【攻击】属性在本场战斗中提升3点。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiLivWarmItem04.png				[1025413]	5	50	1500			2			
1025415	placeholder_异端铁徽记	placeholder_ 初始额外获得30点【体力】属性，每次使用【常规技能】，获得1枚【怒目】，使用【常规技能】时，若是持有2枚怒目，返还50%的基础【体力值】消耗，并清空【怒目】。	placeholder_获得额外效果			Assets/Product/Texture/Image/IconTools/UiLivWarmItem06.png				[1025415]	5	50	1500			2			
