Id	CharacterId	StoryType	StoryName	StoryChapter	StoryBg	Priority	NewTime
125	1051004		主线·20·烬海异途	1020	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic20.png	126	
126	1051004	83	本我回廊·遥星之座	100311	Assets/Product/Texture/Image/UiFubenUiCharacterTowerBanner/CharacterTowerBanner03.png	127	
127	1051004		主线·28·络勾陈	1028	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic28.png	128	
128	1051005	96	主线·32·遥行循星	1032	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic32.png	129	
129	1051005	108	好感度剧情	1051005	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	130	
130	1051005	96	主线·33·锈夜逐光	1033	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic33.png	131	
131	1041002		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	131	
132	1041002		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	132	
133	1041002		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	133	
134	1041002		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	134	
135	1041002		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	135	
136	1041002		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	136	
137	1041002		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	137	
138	1041002		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	138	
139	1041002	77	间章旧闻·雪岭晚祷	1007001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner05.png	139	
140	1041002	108	好感度剧情	1041002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	140	
141	1041003		主线·10·永久列车	1010	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic10.png	141	
142	1041003	108	好感度剧情	1041003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	142	
143	1041004		主线·20·烬海异途	1020	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic20.png	143	
144	1041004	108	好感度剧情	1041004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	144	
145	1041005	96	主线·35·覆海离声	1035	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic35.png	145	
146	1041005	108	相约纪事·溯光者启颂	1041005	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner31.png	146	
147	1071002		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	147	
148	1071002		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	148	
149	1071002		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	149	
150	1071002		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	150	
151	1071002		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	151	
152	1071002		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	152	
153	1071002		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	153	
154	1071002		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	154	
155	1071002	77	间章旧闻·被冰封的心	1005001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner06.png	155	
156	1071002	108	好感度剧情	1071002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	156	
157	1071003	108	好感度剧情	1071003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	157	
158	1071004	83	本我回廊·辉晓	100411	Assets/Product/Texture/Image/UiFubenUiCharacterTowerBanner/CharacterTowerBanner04.png	158	
159	1071004		主线·19·空晓界限	1019	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic19.png	159	
160	1071004	108	好感度剧情	1071004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	160	
161	1071004		主线·29·源解信标	1029	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic29.png	161	
162	1081002		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	1	
163	1081002		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	2	
164	1081002		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	3	
165	1081002		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	4	
166	1081002		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	5	
167	1081002		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	6	
168	1081002		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	7	
169	1081002		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	8	
170	1081002	77	间章旧闻·利刃下的成长	1006001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner07.png	9	
171	1081002	108	好感度剧情	1081002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	10	
172	1081002	83	本我回廊·夜刃	100111	Assets/Product/Texture/Image/UiFubenUiCharacterTowerBanner/CharacterTowerBanner02.png	15	
173	1081003		主线·9·黑星坠落	1009	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic09.png	11	
174	1081003	77	间章旧闻·陨落陆地之星	1006002	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner07B.png	12	
175	1081003	108	好感度剧情	1081003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	13	
176	1081003		主线·17·湮灭残昼	1017	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	14	
177	1081004		主线·27·碑火铸脊	1027	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic27.png	16	
178	1081004	108	好感度剧情	1081004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	17	
179	1091002		主线·9·黑星坠落	1009	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic09.png	179	
180	1091002	77	间章旧闻·帷幕与画布	1009001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner09.png	180	
181	1091002	108	好感度剧情	1091002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	181	
182	1091003	108	好感度剧情	1091003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	182	
183	1091003		主线·22·创绘映想	1022	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic22.png	183	
184	1091003	96	主线·34·梦赴光寥之乡	1034	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic34.png	184	
185	1111002		主线·10·永久列车	1010	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic10.png	185	
186	1111002	77	间章旧闻·准星所向	1010001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner10.png	186	
187	1111002	108	好感度剧情	1111002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	187	
188	1111002		主线·17·湮灭残昼	1017	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	188	
189	1121002		主线·11·九龙夜航	1011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	189	
190	1121002	77	间章旧闻·无瑕者	1011001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner11.png	190	
191	1121002	108	好感度剧情	1121002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	191	
192	1121003		主线·14·视线囚笼	1014	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic14.png	192	
193	1121003	77	间章旧闻·执棋者	1011002	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner20.png	193	
194	1121003	108	好感度剧情	1121003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	194	
195	1121003	96	浮点纪实·ER08·暮往长离	2008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER08.png	195	
196	1131002		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	1	
197	1131002	77	间章旧闻·瓦尔基里	1012001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner12.png	2	
198	1131002	108	好感度剧情	1131002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	4	
199	1131003		主线·15·绝海星火	1015	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic15.png	5	
200	1131003	77	间章旧闻·名为英雄之物	1012002	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner22.png	6	
201	1131003	108	好感度剧情	1131003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	7	
202	1131003		主线·24·萦森歧路	1024	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic24.png	8	
203	1131003	83	本我回廊·绯耀	100611	Assets/Product/Texture/Image/UiFubenUiCharacterTowerBanner/CharacterTowerBanner06.png	9	
204	1131004	96	浮点纪实·ER12·末路燎原	2012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER12.png	10	
205	1131004	108	相约纪事·寻道者焚骨	1131004	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner30.png	11	
206	1511003		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	8	
207	1511003	74	外篇旧闻·EX01·湛蓝曙日	2001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX01.png	9	
208	1511003	77	间章旧闻·如影随形	1013001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner13.png	10	
209	1511003	108	好感度剧情	1511003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	11	
210	1141003	74	外篇旧闻·EX00·极地暗流	2000	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX00.png	210	
211	1141003		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	211	
212	1141003	74	外篇旧闻·EX02·重返极夜	2002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX02.png	212	
213	1141003	77	间章旧闻·无垢的祈祷	1014001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner14.png	213	
214	1141003	108	好感度剧情	1141003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	214	
215	1521003		主线·11·九龙夜航	1011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	215	
216	1521003		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	216	
217	1521003	74	外篇旧闻·EX03·古铭遗章	2003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX03.png	217	
218	1521003	77	间章旧闻·帝江	1015001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner15.png	218	
219	1521003	108	好感度剧情	1521003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	219	
220	1521004		主线·28·络勾陈	1028	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic28.png	220	
221	1521004	108	好感度剧情	1521004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	221	
222	1161002		主线·10·永久列车	1010	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic10.png	222	
223	1161002		主线·11·九龙夜航	1011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	223	
