Id	MessageId	StepId	Duration	IsCanSkip	IsEndStep	Type	SpeakerId	Emoji	VideoImage	VideoId	PhotoRefId	Image	Text	NextStep
77			3.0	True		1	106						['虽然你说的都是些空话，但却让我回忆起了自己最初的执着——融入情感的甜品到底能为顾客带来怎样不同的感受？未来，我想亲自探究一下这个课题。']	[78]
78			2.5	True		1	106						['至少在过程中，我可以收集各种各样的数据，下次再和格雷争论时，就有足够的底气反驳他了。']	[79]
79			1.5	True		1	106						['……但真要做这方面的研究，果然还是得有个安稳的环境才行。']	[80]
80			0.5	True		2							['你的意思是？']	[81]
81			1.5	True		1	106						['这场赌约算你赢了，朵莉烘焙愿意加入委员会。']	[82]
82			1.0	True		1	106						['之后就劳烦你们多多关照了。']	
83			1.5	True		4							['—你们已经成功添加为好友，现在开始聊天吧—']	[84]
84			2.0	True		2							['您好，多诺万先生，我是业主委员会的[PlayerName]。']	[85]
85			1.5	True		1	107						['你好你好，我听说过！灰鸦小队的指挥官，久仰大名。']	[86]
86			3.0	True		1	107						['这么具有传奇色彩的人物，终于让我有机会接触到了。想一想都有点兴奋，不妙啊总觉得今晚会激动得睡不着觉。不过话说回来，如果我们一见如故、彻夜畅谈，睡不着反而是件好事。让我想想第一个话题可以......']	[87]
87			3.0	True		2							['等等……多诺万先生，虽然很感谢您的好意，但时间紧迫，或许我们可以先处理好图书角的相关事宜，然后再聊这些？']	[88]
88			0.5	True		1	107						['哦哦对，图书角！']	[89]
89			2.5	True		1	107						['你们的人之前已经和我联系过了，大致情况我也了解。我可以提供藏品建造图书角，不过也需要你帮我一个忙。']	[90]
90			1.0	True		2							['您请说，我会尽自己的最大努力完成。']	[91]
91			3.0	True		1	107						['我想请您找回清单上这几本遗失的藏书，这些书内都放置了定位芯片，您只需要根据定位信息找到藏书现在的位置，然后带回即可。']	[92]
92			2.0	True		1	107						['最近我工作太忙了，也没法抽空过去——只要这件事解决了，图书角的事都不是问题！']	[93]
93			1.0	True		2							['好，那我先去找书了，谢谢您。']	[94]
94			1.5	True		1	107						['没什么，记得事情结束之后陪我聊完刚才的话题！']	
95			2.0	True		1	107						['嗯，藏书已经找回，几位辛苦了！你们已经通过了考验，我可以放心将这件事交给你们了。']	[96]
96			0.5	True		2							['考验？']	[97]
97			1.0	True		1	107						['请见谅，这是我的小习惯，什么事总要靠一些实际的来证明，心里才觉得踏实。']	[98]
98			2.0	True		1	107						['这么些“老东西”，但我就是割舍不掉啊。']	[99]
99			2.5	True		2							['我们能理解您的深意。那些藏书的借出，您一定都是经过深思熟虑才确定的吧。']	[100]
100			1.5	True		1	107						['我具备收集它们的能力，却不应该限制它们。只有在合适的书架上，它们才可以发挥最大的价值。']	[101]
101			3.0	True		2							['我们会努力做到这一点的，这也是我们建设图书角的最终目的。']	[102]
102			1.5	True		1	107						['果然，我就知道你们可以信任。陀螺商会那群家伙，大脑只会跟着钱走——要求我把所有藏书都汇入电子数据库，再销毁纸质版提高信息价格。']	[103]
103			1.5	True		1	107						['好像谁很差那点钱似的！我做图书收藏难道是为了盈利吗？']	[104]
104			2.5	True		2							['有种被什么东西无形闪到眼睛的感觉......']	[105]
105			1.0	True		1	107						['话说回来，你们有想好给图书角取一个新名字吗？就叫“图书角”的话，未免也太普通了。']	[106]
106			3.0	True		2							['“心灵之窗”，您觉得这个名字怎么样？']	[107]
107			3.0	True		2							['从一个小小的切口，就可以进入一个崭新的世界。书本之后，是为所有读者所构建出的自由世界——我们会以这样的理念进行宣传的。']	[108]
108			2.5	True		1	107						['十分完美的名字！“心灵之窗”.....真好啊，以后每个人都可以在这样一个角落，选一本自己喜欢的书，慢慢阅读。']	[109]
109			1.5	True		1	107						['我们不必强迫所有人选择这种复古的形式，但也要为愿意留住纸质书的人，留下一种念想啊。']	[110]
110			1.0	True		2							['一定可以的。这也是人类文明存在的证明之一。']	[111]
111			1.0	True		2							['总会有人愿意永远铭记。']	
10010101			1.5	True		1	102						['指挥官，艺术协会修复了一部关于阿呆蛙的电影。']	[10010102]
10010102			0.5	True		1	102						['有时间一起去看吧。']	[10010103]
10010103			0.5	True		3							['现在就可以。']	[100101031]
100101031			0.5	True		2							['现在就可以。']	[10010104]
10010104			1.5	True		1	102						['电影目前只能通过一款叫做“浸影仪”的设备观看。']	[10010105]
10010105			1.5	True		1	102						['那是艺术协会新研发的装置，现在正好在进行试用活动。']	[10010106]
10010106			1.0	True		1	102						['我先试试看能不能领到两张体验券。']	[10010107]
10010107			0.5	True		2							['我有这个体验券。']	[10010108]
10010108			1.5	True		2							['上次帮蕾奥妮忙，她送了我几张。我回休息室拿一下。']	[10010109]
10010109			1.0	True		1	102						['太好了，这样就省去排队的功夫了。']	[10010110]
10010110			1.0	True		1	102						['那我在时序广场等你，待会儿见。']	
10010201			1.0	True		1	102						['指挥官，有看今天的推送吗？']	[10010202]
10010202			1.5	True		1	102						['环星长廊好像有很多店铺在举办活动，要去看看吗？']	[10010203]
10010203			1.5	True		2							['感觉会很热闹，看完阿呆蛙电影后，一起去逛逛吧。']	[10010204]
10010204			0.5	True		1	102						['阿呆蛙……电影？']	[10010205]
10010205			1.0	True		2							['你之前告诉我的，艺术协会修复的那部。']	[10010206]
10010206			0.5	True		1	102						['我告诉指挥官的？']	[10010207]
10010207			1.0	True		1	102						['我没有印象，指挥官有没有可能记错了？']	[10010208]
10010208			1.0	True		2							['先在时序广场集合吧，具体见面再聊。']	[10010209]
10010209			0.5	True		1	102						['好，我很快就到。']	
10010301			1.0	True		1	102						['指挥官，有看今天的推送吗？']	[10010302]
10010302			1.5	True		1	102						['环星长廊好像有很多店铺在举办活动，要去看看吗？']	[10010303]
10010303			1.0	True		2							['我记得，昨天你发过一模一样的消息。']	[10010304]
10010304			0.5	True		1	102						['……有吗？']	[10010305]
10010305			2.0	True		1	102						['我刚刚检索了下通讯日志，没有相关的记录。指挥官是不是记错了？']	[10010306]
10010306			0.5	True		2							['我也检索下记录。']	[10010307]
10010307			0.5	True		2							['……的确没有。']	[10010308]
10010308			1.5	True		2							['总之，先在时序广场集合吧，具体见面再聊。']	[10010309]
10010309			0.5	True		1	102						['好，我很快就到。']	
10010401			1.0	True		1	102						['指挥官，有看今天的推送吗？']	[10010402]
10010402			1.5	True		1	102						['环星长廊好像有很多店铺在举办活动，要去看看吗？']	[10010403]
10010403			1.0	True		1	102						['指挥官是还在休息吗？']	[10010404]
10010404			1.0	True		2							['我有些事想跟你说，露西亚。']	[10010405]
10010405			1.0	True		2							['先在时序广场集合吧，我有件事想告诉你。']	[10010406]
10010406			0.5	True		1	102						['好，我很快到。']	
20030101			0.5	True		1	114						['[PlayerName]，有空吗？']	[20030102]
20030102			1.0	True		1	114						['我、我这边遇上麻烦了。']	[20030103]
20030103			0.5	True		3							['怎么了？']	[20030104]
20030104			0.5	True		2	117						['怎么了？']	[20030105]
20030105			1.0	True		1	114						['那些家伙……把威胁信送到我家来了！']	[20030106]
20030106			1.0	True		1	114						['我马上就到咖啡厅，当面说可以吗？']	[20030107]
20030107			1.0			3							['了解，我在店里等你。']	[20030108]
20030108			1.0	True		2	117						['了解，我在店里等你。']	
20030201			1.0	True		1	116						['哼，那个缩头乌龟又去找你了吧？']	[20030202]
20030202			0.5			3							['你想表达什么？', '谁问你了……']	[20030203, 20030204]
20030203			0.5	True		2							['你想表达什么？']	[20030205]
20030204			0.5	True		2	117						['谁问你了……']	[20030205]
20030205			1.5	True		1	116						['库洛洛咖啡是属于我的东西，没有什么能逃过我的眼睛。']	
20030301			1.5	True		1	114						['刚刚丸丸熊和我发了消息，说你们已经抓到皮特捣乱的证据了。']	[20030302]
20030302			1.0			3							['店长先生睡眠质量好些了吗？', '店长先生最近有没有好好休息？']	[20030303, 20030304]
20030303			1.0	True		2	117						['店长先生睡眠质量好些了吗？']	[20030305]
20030304			1.0	True		2	117						['店长先生最近有没有好好休息？']	[20030305]
20030305			1.5	True		1	114						['那当然！这些天咖啡厅的面貌也焕然一新，真是太感谢你了。']	[20030306]
20030306			1.5	True		1	114						['今后的经营事务，也请多多指教，[PlayerName]。']	[20030307]
20030307			0.5	True		2	117						['没问题。']	
20030401			0.5	True		1	116						['饶了我吧，[PlayerName]……']	[20030402]
20030402			1.5	True		1	116						['签了我的协议，大家都不用继续拉扯了。']	[20030403]
20030403			1.5	True		1	116						['作为模范商户，你得给其他店家树立商务洽谈的榜样才对嘛！']	[20030404]
20030404			1.0	True		6	117	Assets/Product/Texture/Image/IconExpression/IconExpressA221.png						
20010301			1.5	True		1	118						['贵安，灰鸦指挥官阁下，我是九龙商会的代表槐月。']	[20010302]
20010302			2.5	True		1	118						['承蒙阁下的照拂，商会在外圈广场的分店开设十分顺利。此番接洽，是为了告知，我们愿意加入业主委员会。']	[20010303]
20010303			1.0	True		3							['那太好了，感谢你的支持。']	[20010304]
20010304			1.0	True		2							['那太好了，感谢你的支持。']	[20010305]
20010305			1.0	True		1	118						['此外，我还想向您汇报一起商业纠纷事件。']	[20010306]
20010306			1.5	True		1	118						['我了解到，阿迪莱商会的分店和海洋之心旗舰之间发生了些龃龉。']	[20010307]
20010307			2.5	True		1	118						['我担心双方的矛盾可能会影响到广场的商业活动，能麻烦您从中斡旋，解决一下双方的冲突吗？']	[20010308]
20010308			1.0	True		3							['了解，我会尽快处理这件事。']	[20010309]
20010309			1.0	True		2							['了解，我会尽快处理这件事。']	
20010401			1.0	True		3							['来活了，电解液管够。']	[20010402]
20010402			1.0	True		2							['来活了，电解液管够。']	[20010403]
20010403			1.5	True		1	104						['消息震动把我的combo打断了……这次要双倍！']	[20010404]
20010404			1.0	True		1	104						['长话短说，又遇上什么技术难题了？']	[20010405]
20010405			2.0	True		3							['商业区露天广场的环形灯带遭到了数据篡改，能帮忙定位一下篡改者吗？']	[20010406]
20010406			2.0	True		2							['商业区露天广场的环形灯带遭到了数据篡改，能帮忙定位一下篡改者吗？']	[20010407]
20010407			1.5	True		1	104						['行啊，管理权限应该有吧？把修改日志同步给我。']	[20010408]
20010408			0.5	True		4							['（数据同步）']	[20010409]
20010409			2.0	True		1	104						['……这家伙还挺有保密意识，还专门骇了三台公共终端作为中介，对服务器进行入侵。']	[20010410]
20010410			0.5	True		3							['有办法抓住这人吗？']	[20010411]
20010411			0.5	True		2							['有办法抓住这人吗？']	[20010412]
20010412			2.0	True		1	104						['当然，世上不存在没有留痕的数据，你应该知道“犯罪地理侧写”吧？']	[20010413]
20010413			1.5	True		1	104						['只要搜集到足够的数据日志，我就能锁定骇客的大概范围。']	[20010414]
20010414			2.0	True		1	104						['公共终端的坐标已经发给你了，把终端跟它们连接，然后数据同步给我就好。']	[20010415]
20010415			0.5	True		3							['明白，谢了。']	[20010416]
20010416			0.5	True		2							['明白，谢了。']	
20020101			1.0	True		1	115						['指挥官，露西亚现在是和你在一起吗？']	[20020102]
20020102			1.0	True		5	115	Assets/Product/Texture/Image/IconExpression/IconExpressA38.png						[20020103]
20020103			1.5	True		2							['对，关于“惊喜”的事，她也和我提过了。是已经准备好了吗？']	[20020104]
20020104			2.0	True		1	115						['嗯，其实是库洛洛咖啡最近新开的一场活动，会在今天先公布体验名单，然后开放体验通道。']	[20020105]
20020105			1.5	True		1	115						['我刚刚收到邮件，灰鸦小队的申请已经通过了。']	[20020106]
20020106			1.0			3							['我们等你和里过来一起去？', '需要我们去找你和里汇合吗？']	[20020107, 20020108]
20020107			1.0	True		2							['我们等你和里过来一起去？']	[20020109]
20020108			1.0	True		2							['需要我们去找你和里汇合吗？']	[20020109]
20020109			1.5	True		1	115						['里正在执行紧急任务，他让我们先去，下一次再补上。']	[20020110]
20020110			2.0	True		1	115						['我在帮温室这边处理一些工作，之后直接过去库洛洛咖啡和你们见面。']	[20020111]
20020111			2.0	True		1	115						['名单登记和领取邀请函的事，就要辛苦指挥官和露西亚先去指定地点处理了。']	[20020112]
20020112			1.0			3							['你才是，准备这些辛苦了。', '了解，那我们先去办理。']	[20020113, 20020114]
20020113			1.0	True		2							['你才是，准备这些辛苦了。']	[20020115]
20020114			1.0	True		2							['了解，那我们先去办理。']	[20020116]
20020115			1.0	True		1	115						['能和大家在一起，就并不会觉得辛苦了。']	[20020117]
20020116			1.0	True		1	115						['那这件事就拜托了，指挥官。']	[20020117]
20020117			1.5	True		1	115						['关于登记和领取的指定地点，我已经把它的坐标发送给你们了。']	[20020118]
20020118			1.0	True		1	115						['那我们一会再见，指挥官。']	
20020201			1.0	True		1	115						['指挥官，你们那边拿到纪念品了吗？']	[20020202]
20020202			1.5	True		1	115						['我在公共导航点这边，拍照系统已经调试好了。']	[20020203]
20020203			1.0	True		1	115						['等你们过来之后，我们就可以开始了。']	[20020204]
20020204			1.0	True		5	115	Assets/Product/Texture/Image/IconExpression/IconExpressA27.png						[20020205]
20020205			0.5	True		2							['好，我们现在就过去。']	
20020301			0.5	True		1	120						['[PlayerName]，请帮帮我们！']	[20020302]
20020302			0.5	True		2							['发生什么了？']	[20020303]
20020303			2.0	True		1	120						['最近上面批准了新的开发计划，有很多商家都入驻了商业露天广场，但……']	[20020304]
20020304			2.0	True		1	120						['大家都陆续收到了言辞狠毒的威胁信，被要求加入一个名叫“芙洛世商会”的组织。']	[20020305]
20020305			1.0	True		1	120						['这样下去，商业广场的生意没法正常进行。']	[20020306]
20020306			2.0	True		1	120						['听说你人脉很广，能麻烦向上面反应一下，调查整治一下这类行为吗？拜托了！']	
30040101			1.0	True		1	114						['打扰了，[PlayerName] ，有件事想请你帮忙。']	[30040102]
30040102			2.5	True		1	114						['我有一位名叫瑞娅的朋友。前段时间，在一次任务中，她所在的部队意外遭到异合生物的突袭。']	[30040103]
30040103			3.0	True		1	114						['最终，除了包括她在内的几个人外，其他人全都……她因此遭受了严重的精神创伤，目前正在空中花园接受治疗。']	[30040104]
30040104			3.0	True		1	114						['尽管瑞娅的心理状况恢复不错，但能感受到，她与身边人之间始终存在着隔阂，这种情况可能不利于后续的治疗。']	[30040105]
30040105			2.5	True		1	114						['医生提到，或许她更愿意在亲身经历过战场的人面前敞开心扉。我想了想，在我认识的人里，没谁比你更合适。']	[30040106]
30040106			2.5	True		1	114						['我知道这对你来说是个不情之请，但如果有机会的话，希望你能考虑帮帮这个可怜的女孩。']	[30040107]
30040107			0.5			3							['没问题。', '我尽力而为。']	[30040108, 30040109]
30040108			0.5	True		2							['没问题。']	[30040110]
30040109			0.5	True		2							['我尽力而为。']	[30040110]
30040110			2.5	True		1	114						['谢谢你，[PlayerName] 。稍后你可以找瑞娅的心理医生聊聊，具体的事情，她会告诉你。我让她现在把位置同步给你。']	
30050101			1.0	True		1	119						['十分抱歉，给您添麻烦了。']	[30050102]
30050102			2.5	True		1	119						['事情是这样，由于工厂的检测系统出错，一批故障的库洛洛被误判为合格，投入了各地使用。']	[30050103]
30050103			2.0	True		1	119						['我们已第一时间派人找回，但人手实在有限……对了，灰鸦指挥官，不知您现在方便吗？']	[30050104]
30050104			0.5			3							['怎么了？', '想让我帮忙找回库洛洛？']	[30050105, 30050106]
30050105			0.5	True		2							['怎么了？']	[30050107]
30050106			1.0	True		2							['想让我帮忙找回库洛洛？']	[30050107]
30050107			2.0	True		1	119						['正如您所见，这些库洛洛可能会主动接触他人，我们担心因此发生意外……']	[30050108]
30050108			2.0	True		1	119						['系统显示，您附近还有三个故障库洛洛。如果可以，能请您帮忙找回它们吗？']	[30050109]
30050109			1.5	True		1	119						['这些库洛洛都很单纯，顺着性格哄一哄，它们就会乖乖跟着您走。']	[30050110]
30050110			1.5	True		1	119						['当然，不会让您白忙一趟，事后我们会提供相应的报酬。']	[30050111]
30050111			0.5			3							['放心交给我吧。', '看在报酬的份上……']	[30050112, 30050113]
30050112			0.5	True		2							['放心交给我吧。']	[30050114]
30050113			0.5	True		2							['看在报酬的份上……']	[30050114]
30050114			1.5	True		1	119						['真是太感谢您了！稍后我会将它们的位置发给您。']	[30050115]
30050115			1.5	True		1	119						['等您将剩下的三个全部找回后，请通知我，我们会安排后续回收。']	
10020101			1.5	True		1	121						['灰鸦的指挥官你好，我是负责引导你进行深潜的导航员。']	[10020102]
10020102			1.5	True		1	121						['需要的设备和程序都已经按照阿西莫夫先生的要求准备好了，你要是拿到了识别码的话可以随时过来。']	[10020103]
10020103			0.5			3							['收到。', '稍后就到。']	[10020104, 10020105]
10020104			0.5	True		2							['收到。']	
10020105			0.5	True		2							['稍后就到。']	
20100101			1.5	True		1	131						['是灰鸦的指挥官吗？']	[20100102]
20100102			1.5	True		1	131						['我在路上看见一封送给你的信件，大概是某个邮递员粗心落下了吧。']	[20100103]
20100103			1.5	True		1	131						['我有点忙，所以位置发你，你自己去取吧。']	[20100104]
20100104			0.5			3	117						['好的。']	[20100105]
20100105			0.5	True		2	117						['好的。']	
20120101			1.0	True		1	103						['喂喂喂，指挥官，有空来一趟军事警备区吗！']	[20120102]
20120102			0.5	True		2							['刚好在商业区，有什么情况吗？']	[20120103]
20120103			1.5	True		1	103						['工程部队最近对资源采集无人机进行了一次迭代，想邀请你作为顾问进行测试']	[20120104]
20120104			1.0	True		1	103						['放心，绝不是打白工，事后会好好奖励你的']	[20120105]
20120105			1.5	True		1	103						['等会儿警备区二层见，最近工程部队可是很忙的，别让我等太久！']	[20120106]
20120106			0.5	True		5	103	Assets/Product/Texture/Image/IconExpression/IconExpressA86.png						[20120107]
20120107			0.5	True		2							['好，到时候见']	
20110101			0.5	True		1	124						['你好，[PlayerName]。']	[20110102]
20110102			0.5			3							['我暂时没有买房的意愿，也不需要更换网络套餐。']	[20110103]
20110103			0.5	True		2	117						['我暂时没有买房的意愿，也不需要更换网络套餐。']	[20110104]
20110104			0.5	True		1	124						['……无法理解。']	[20110105]
20110105			0.5	True		7	124				1	Assets/Product/Texture/Image/BigWorld/Common/UiCommon/UiBigWorldPhotographBgEmpty.png		[20110106]
20110106			0.5	True		1	124						['来玩个游戏吧，找到我，希望你能解答我的困惑。']	[20110107]
20110107			0.5			3							['居然跟踪我，你就是影片里会出现的那种行踪诡异的可疑人员！']	[20110108]
20110108			0.5	True		2	117						['居然跟踪我，你就是影片里会出现的那种行踪诡异的可疑人员！']	[20110109]
20110109			0.5	True		1	124						['…………']	
20110201			0.5	True		1	104						['干得不错，[PlayerName]，梦晖绿荫区域内已经没有异常信号了。']	[20110202]
20110202			0.5	True		1	104						['大黑，将这批回收的库洛洛送回工程部队，我要仔细调查一下。']	[20110203]
20110203			0.5	True		1	126						['是的，副队长大人！']	[20110204]
20110204			0.5	True		1	104						['后续有任何线索我也会再和你联系的，[PlayerName]。']	[20110205]
20110205			0.5			3							['辛苦你了，布偶熊。']	[20110206]
20110206			0.5	True		2	117						['辛苦你了，布偶熊。']	[20110207]
20110207			0.5	True		1	104						['要是觉得我辛苦的话，就去工程部队帮我泡杯红茶。']	[20110208]
20110208			0.5	True		4							['用户布偶熊已下线。']	[20110209]
20110209			0.5	True		1	126						['总之工程部队也会继续追查，今后或许还要麻烦指挥官您了。']	[20110210]
20110210			0.5	True		1	126						['非常感谢你！！！！！指挥官！！！！如果不是你！！！！我的工作或许就！！！！！']	[20110211]
20110211			0.5	True		1	126						['请收下大黑这真挚的感谢！！！！！']	[20110212]
20110212			0.5			3							['…………']	[20110213]
20110213			0.5	True		2	117						['…………']	[20110214]
20110214			0.5	True		4							['用户布偶熊已上线。']	[20110215]
20110215			0.5	True		4							['用户大黑已被禁言十分钟。']	
20130101			0.5	True		1	104						['[PlayerName]，先在原地别动，之前的异常信号再次出现，就在你的附近。']	[20130102]
20130102			0.5			3							['……有跟踪狂！']	[20130103]
20130103			0.5	True		2	117						['……有跟踪狂！']	[20130104]
20130104			0.5	True		1	104						['大黑正在去找你，抓捕伪装库洛洛就拜托你了。']	
20130201			0.5	True		1	126						['队长！副队长！出事了哇啊啊啊啊！']	[20130202]
20130202			0.5	True		1	103						['？']	[20130203]
20130203			0.5	True		1	104						['？']	[20130204]
20130204			0.5	True		1	126						['相机终端识别不出伪装库洛洛了！']	[20130205]
20130205			0.5	True		1	103						['是对面的伪装技术升级了吗？']	[20130206]
20130206			0.5	True		1	104						['……我想想。']	[20130207]
20130207			0.5	True		1	104						['你有升级新的固件吗？']	[20130208]
20130208			0.5	True		1	126						['啊？新固件？']	[20130209]
20130209			0.5	True		1	104						['笨蛋……去升级新的固件！']	
20130301			0.5	True		8	117				5	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldMessage/MessagePic/UiBigWorldPhotoTask01.png		[20130302]
20130302			0.5	True		8	117				2	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldMessage/MessagePic/UiBigWorldPhotoTask04.png		[20130303]
20130303			0.5	True		8	117				4	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldMessage/MessagePic/UiBigWorldPhotoTask03.png		[20130304]
20130304			0.5	True		8	117				3	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldMessage/MessagePic/UiBigWorldPhotoTask02.png		[20130305]
20130305			0.5	True		1	103						['正在进行分析！']	[20130306]
20130306			0.5	True		5	103	Assets/Product/Texture/Image/IconExpression/IconExpressA138.png						[20130307]
20130307			0.5	True		1	104						['环空影像馆附近发现了新的异常信号，我已经让大黑前去查看。']	[20130308]
20130308			0.5	True		1	104						['[PlayerName]，你要去现场吗？']	[20130309]
20130309			0.5			3							['包在我身上。']	[20130310]
20130310			0.5	True		2	117						['包在我身上。']	[20130311]
20130311			0.5	True		1	104						['看来我需要好好想一下之后的谢礼了。']	
20080101			0.5	True		1	122						['临时短信占位捏']	
20140101			0.5	True		1	124						['你还没有找到我。']	[20140102]
20140102			0.5			3							['我没有答应过你要玩躲猫猫！']	[20140103]
20140103			0.5	True		2	117						['我没有答应过你要玩躲猫猫！']	[20140104]
20140104			0.5	True		1	124						['我一直在关注着你。']	[20140105]
20140105			0.5			3							['你有点恐怖了……']	[20140106]
20140106			0.5	True		2	117						['你有点恐怖了……']	[20140107]
20140107			0.5	True		1	124						['我就在你附近，来找我吧，我想和你谈谈。']	
20140201			0.5	True		1	104						['刚才你在和谁聊天？感觉你那边的通讯怪怪的。']	[20140202]
20140202			0.5	True		1	104						['我和卡列尼娜已经在奥林匹亚艺术馆外做好准备了，一定要抓到那个搞事情的觉醒机械。']	[20140203]
20140203			0.5	True		1	104						['还需要最后麻烦你一次帮忙回收奥林匹亚艺术馆内其他的库洛洛。']	[20140204]
20140204			0.5	True		1	104						['报酬就找卡列尼娜支付吧。']	
20140301			0.5	True		1	126						['任务圆满完成，非常感谢[PlayerName]你的帮助！！！']	[20140302]
20140302			0.5	True		1	126						['感谢！！！感谢！！！感谢！！！']	[20140303]
20140303			0.5	True		4							['▆▄……检测到▅▄▅系统▅▄……']	[20140304]
