Id	StageId	Title	WebUrl	Icon	TeachIcon	HeadLine	Description
1011003	30030301	空间领主	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Li.png	{1: '空间领主 — <color=#0d70bc>任意3消+消除红色信号球</color>'}	{1: '任意3消后，下次释放红色信号球，额外追加连续炮击，对目标造成物理伤害。'}
1071003	30030301	热能系统	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Kalienina.png	{1: '热能系统 — <color=#0d70bc>任意3消/释放必杀技</color>', 2: '强化状态 — <color=#0d70bc>热能达到50%</color>'}	{1: '进入战斗后，获得一定量的初始热能，3消和必杀技将获得热能。', 2: '热能达50%将进入<color=#D91414>强化状态</color>，信号球技能及普通攻击将获得额外效果，并获得火属性伤害加成。<color=#D91414>强化状态</color>下，热能持续减少。'}
1051003	30030301	超频共振	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Yongyechao.png	{1: '超频共振 — <color=#0d70bc>释放必杀技+点击普通攻击</color>'}	{1: '释放必杀技后，七实·脉冲进入<color=#D91414>超频状态</color>，普通攻击将转化为火属性伤害。并降低命中目标火属性抗性，持续<color=#D91414>8</color>秒。'}
1021003	30030301	赤渊-刀光意	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Luxiyaaerfa.png	{1: '赤渊-刀光意 — <color=#0d70bc>3消蓝色信号球+任意3消</color>', 2: '剑气 — <color=#0d70bc>剑意状态+消除剑意球</color>'}	{1: '3消蓝色信号球后，再次任意3消信号球时，将后撤进入<color=#D91414>剑意状态</color>，现有全部信号球转化为剑意球，并额外获得<color=#D91414>2</color>个<color=#D91414>剑意球</color>，<color=#D91414>剑意状态</color>下，后续普通攻击获得的信号球也将转化为<color=#D91414>剑意球</color>。', 2: '消除<color=#D91414>剑意球</color>时，释放剑气攻击目标，造成物理伤害，释放过程中霸体。'}
1081003	30030301	寰宇振荡	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Dubian.png	{1: '寰宇振荡 — <color=#0d70bc>任意3消+消除红色信号球</color>', 2: '暗影强化状态 — <color=#0d70bc>暗影强化状态+点击普通攻击</color>'}	{1: '任意3消后，再次消除红色信号时，化为暗影对前方区域持续攻击，造成暗属性伤害，结束后进入<color=#D91414>暗影强化状态</color>。', 2: '<color=#D91414>暗影强化状态</color>中，普通攻击额外附加暗属性伤害，<color=#D91414>追刃</color>额外附加暗属性伤害。'}
1091002	30030301	矢量色块	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Aila.png	{1: '矢量色块— <color=#0d70bc>任意3消+消除蓝色信号球</color>'}	{1: '任意3消后，再次消除蓝色信号时，原地蓄力牵引附近敌人，并使自身获得护盾，随后重击前方目标，造成物理伤害。蓄力阶段自身额外伤害减免提升<color=#D91414>70%</color>。'}
1041003	30030301	千钧一发	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Bianka.png	{1: '千钧一发 — <color=#0d70bc>3消红色信号球+消除蓝色信号球</color>', 2: '雷电箭 — <color=#0d70bc>狙击状态+点击普通攻击</color>', 3: '千钧一发 — <color=#0d70bc>狙击状态+点击闪避</color>'}	{1: '3消红色信号球后，再次消除蓝色信号球时，进入<color=#D91414>狙击状态</color>。', 2: '<color=#D91414>狙击状态</color>下普通攻击发射一支远距离雷电箭，对目标造成雷属性伤害，持续<color=#D91414>6</color>秒或成功发射出<color=#D91414>6</color>箭后退出狙击状态。<color=#D91414>狙击状态</color>下普通攻击将不再回复信号球。', 3: '<color=#D91414>狙击状态</color>下进行闪避时，紧接的下一次普通攻击蓄力时间会有所减少。'}
1111002	30030301	战场补给	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Sufeiya.png	{1: '战场补给 — <color=#0d70bc>普通攻击最后一段/任意3消/释放必杀/释放QTE+拾取能量球</color>'}	{1: '苏菲亚·银牙在普通攻击最后一式、3消造成伤害或大招、QTE释放时会掉落能量球，拾取能量球将使目标范围内所有友方角色回复生命值，并使该角色附加火属性伤害提升的<color=#D91414>炙火淬炼</color>效果。能量球被拾取时，苏菲亚·银牙获得能量及热能值。根据现有热能值增加苏菲亚·银牙的攻击。'}
1121002	30030301	弧光之盾	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Kuluomu.png	{1: '弧光之盾 — <color=#0d70bc>任意3消+消除蓝色信号球</color>'}	{1: '任意3消信号球后，消除任意数量蓝色信号球，生成护盾。护盾持续时间结束或被新生成的护盾替换时，会对附近的目标造成雷属性伤害。'}
1021004	30030301	质化寒流	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	Assets/Product/Texture/Image/IconGuide/GuideR4Luxiya.png	{1: '质化寒流 — <color=#0d70bc>任意3消</color>', 2: '质化寒流 — <color=#0d70bc>极寒形态+任意3消</color>'}	{1: '普通状态下，3消增加能量值和必杀点数，普通形态存储必杀点数上限为<color=#D91414>2</color>点。', 2: '<color=#D91414>极寒形态</color>下，随时间消耗能量值，能量值存在期间增加冰属性伤害，每次3消增加<color=#D91414>1</color>个必杀点数，极寒形态下必杀点数上限为<color=#D91414>4</color>点。释放必杀技时，若存在能量值，本次必杀技依然享受核心被动加成。'}
1131002	30030301	质量残像	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Weila.png	{1: '质量残像 — <color=#0d70bc>消除任意信号球</color>', 2: '质量残像 — <color=#0d70bc>超频值足够+长按普通攻击+连点普通攻击</color>'}	{1: '消除信号球时，额外获得超频值，此外每秒会自动恢复。', 2: '超频值足够时，长按普通攻击按钮释放核心攻击，此时连点同一按钮会继续释放后续的核心攻击，对周围敌人造成暗属性伤害，对近身目标额外造成物理伤害。释放核心攻击会消耗超频值并获得能量。'}
1511003	30030301	狂气涌动	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Kamu.png	{1: '狂气涌动 — <color=#0d70bc>任意3消</color>', 2: '狂气涌动  — <color=#0d70bc>狂噬状态+被动生效</color>'}	{1: '普通状态下任意3消可积攒<color=#D91414>狂气</color>层数，<color=#D91414>狂气</color>层数满后，任意3消获得额外必杀能量值。', 2: '<color=#D91414>狂噬状态</color>下，消耗所有<color=#D91414>狂气</color>层数，<color=#D91414>狂噬状态</color>期间，获得伤害加成。'}
1141003	30030301	凛冽之心	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	Assets/Product/Texture/Image/IconGuide/GuideR3Luosaita.png	{1: '凛冽之心 — <color=#0d70bc>拥有能量点+任意3消</color>', 2: '凛冽之心 — <color=#0d70bc>拥有能量点+点击必杀</color>', 3: '广域电磁炮 — <color=#0d70bc>满载状态+长按普通攻击</color>'}	{1: '罗塞塔·凛冽拥有<color=#D91414>3</color>个能量点，任意3消时消耗<color=#D91414>1</color>个能量点强化技能且获得额外伤害加成。', 2: '罗塞塔·凛冽拥有<color=#D91414>3</color>个能量点，释放必杀时，消耗最多<color=#D91414>2</color>个能量点，获得物理伤害加成。', 3: '当消耗所有能量点，罗塞塔·凛冽进入<color=#D91414>满载状态</color>，可长按普攻蓄力，蓄力到达最大时长时释放<color=#D91414>广域电磁炮</color>，造成物理伤害，恢复必杀能量值，并对伤害目标施加<color=#D91414>透甲之击</color>效果.蓄力阶段自身额外伤害减免提升。释放<color=#D91414>广域电磁炮</color> 一段时间后，恢复能量点。'}
1521003	30030301	意志凝结	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Qu01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Qu.png	{1: '意识凝结状态 — <color=#0d70bc>消任意信号球</color>', 2: '意志凝结效果 — <color=#0d70bc>意识凝结状态</color>', 3: '红色凝结 — <color=#0d70bc>意识凝结状态+消除红色信号球</color>', 4: '黄色凝结 — <color=#0d70bc>意识凝结状态+消除黄色信号球</color>', 5: '蓝色凝结 — <color=#0d70bc>意识凝结状态+消除蓝色信号球</color>'}	{1: '消除信号球会获得同调值。同调值充满后会强化信号球，且消除任意球后会进入<color=#D91414>意识凝结状态</color>。', 2: '<color=#D91414>意识凝结状态</color>下，只能单消，消除时释放3消技能和<color=#D91414>意志凝结效果</color>，消除信号球时需要消耗同调值且无法获得能量。<color=#D91414>意识凝结状态</color>下，随时间消耗同调值，耗尽后退出<color=#D91414>意识凝结状态</color>并取消信号球强化效果。', 3: '红色凝结：敲击地面，造成物理伤害。', 4: '黄色凝结：向前释放冲击，造成物理伤害。', 5: '蓝色凝结：释放跟随自身的旋风，对附近的目标造成物理伤害。'}
1161002	30030301	追击	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Changyu01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Changyu.png	{1: '追击 — <color=#0d70bc>消任3消+点击追击球</color>', 2: '红球追击 — <color=#0d70bc>3消红色信号球+点击追击球</color>', 3: '蓝球追击 — <color=#0d70bc>3消蓝色信号球+点击追击球</color>', 4: '黄球追击 — <color=#0d70bc>3消黄色信号球+点击追击球</color>'}	{1: '出场获得一颗追击球。追击球平常处于置灰状态（不可点击，不可消除）。当3消时，追击球会亮起，亮起期间点击追击球，根据消球的颜色释放不同的追击技能。', 2: '红球追击：使用倒钩腿攻击，造成冰属性伤害，红球追击后普攻直接从第四段开始。', 3: '蓝球追击：原地突起冰柱造成范围冰属性伤害，使敌人短暂减速，并残留<color=#D91414>镜面冰晶</color>。', 4: '黄球追击：往后移动，向前方凝聚碎冰牵引附近敌人，凝聚碎冰最后破碎，造成范围冰属性伤害。'}
1171003	30030301	湮灭奇点	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Luna01.png	Assets/Product/Texture/Image/IconGuide/GuideR3Luna.png	{1: '湮灭奇点 — <color=#0d70bc>至少15点湮灭值+长按普攻</color>', 2: '湮灭奇点 — <color=#0d70bc>湮灭状态+消除湮灭球</color>'}	{1: '3消后获得湮灭值，且下次任意消判定为3消，优先消耗超算空间产生的同类效果。拥有一定湮灭值后，长按普攻按钮进入<color=#D91414>湮灭状态</color>并造成暗属性范围伤害，隐藏原有信号球，根据当前湮灭值获得<color=#D91414>湮灭球</color>，释放时获得无敌状态，激活未进入冷却状态的QTE。<color=#D91414>湮灭状态</color>下，进入超算空间会获得<color=#D91414>1</color>个<color=#D91414>湮灭球</color>，释放普通攻击会消耗湮灭值，湮灭值为<color=#D91414>0</color>或切换下场后退出<color=#D91414>湮灭状态</color>，切换下场消耗所有湮灭值，退出<color=#D91414>湮灭状态</color>时信号球将按照3消规则重新排列。', 2: '<color=#D91414>湮灭状态</color>下，消除<color=#D91414>湮灭球</color>，释放4道定点尖刺，造成暗属性伤害并获得能量值。'}
1181003	30030301	刃构型	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR32B01.png	Assets/Product/Texture/Image/IconGuide/GuideR32B.png	{1: '刃构型 — <color=#0d70bc>3消黄色信号球+任意3消</color>', 2: '刃构型 — <color=#0d70bc>战斗姿态+点击普通攻击/消除黄色信号球</color>', 3: '刃构型 — <color=#0d70bc>战斗姿态+消除红色信号球</color>', 4: '刃构型 — <color=#0d70bc>战斗姿态+消除蓝色信号球</color>'}	{1: '3消黄色信号球后，任意3消信号球获得<color=#D91414>姿态稳定度</color>，<color=#D91414>姿态稳定度</color>随时间减少，重复触发不刷新持续时间。<color=#D91414>姿态稳定度</color>存在期间进入<color=#D91414>战斗姿态</color>。退出<color=#D91414>战斗姿态</color>后清除所有<color=#D91414>数据修正</color>层数，重复获取或必杀技会刷新<color=#D91414>数据修正</color>的持续时间，必杀技期间不消耗<color=#D91414>姿态稳定度</color>。', 2: '<color=#D91414>战斗姿态</color>下，普通攻击、黄色信号球附带额外剑气，剑气造成物理伤害。', 3: '<color=#D91414>战斗姿态</color>下，红色信号球附带额外剑气，剑气造成物理伤害，同时为自身添加<color=#D91414>数据修正</color>，可赋予的物理伤害加成。', 4: '<color=#D91414>战斗姿态</color>下，蓝色信号球可中断当前受击状态。'}
1191003	30030301	超频速攻	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR39S01.png	Assets/Product/Texture/Image/IconGuide/GuideR39S.png	{1: '超频速攻— <color=#0d70bc>超频能量50以上+任意3消</color>', 2: '超频速攻 — <color=#0d70bc>消除超频指示器</color>'}	{1: '开场时获得一定的<color=#D91414>超频能量</color>，三消时，若<color=#D91414>超频能量</color>充足，会消耗<color=#D91414>超频能量</color>并在消球栏最右边获得对应颜色的<color=#D91414>超频指示器</color>（最多存在1个），<color=#D91414>超频能量</color>随时间恢复。', 2: '点击<color=#D91414>超频指示器</color>会消除与其相同颜色的所有信号球，并召唤POD辅助机释放多个弹射子弹，造成物理伤害（<color=#D91414>超频指示器</color>的消球效果不算常规消球）。因<color=#D91414>超频指示器</color>效果消除的信号球个数超过三个的话，会随机获得超出部分数量的信号球。9S切换下场时，根据释放<color=#D91414>超频指示器</color>的次数，减少自身换人冷却时间。'}
1201003	30030301	实验原型	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3A201.png	Assets/Product/Texture/Image/IconGuide/GuideR3A2.png	{1: '实验原型 — <color=#0d70bc>任意3消</color>', 2: '滑行状态 — <color=#0d70bc>移动时+长按闪避</color>'}	{1: '三消信号球使A2获得<color=#D91414>POD：护盾</color>，同时会召唤辅助机向前方随机目标发射<color=#D91414>6</color>枚追踪弹，造成物理伤害并在击中敌人后获得<color=#D91414>POD：护盾</color>。追踪弹会附加<color=#D91414>挑衅</color>（降低目标防御，队伍内同时存在2B与9S时，<color=#D91414>效果翻倍</color>）。', 2: '移动方向键的同时，长按闪避键可使A2进入滑行状态，在滑行一定时间内可获得<color=#D91414>POD：护盾</color>。滑行期间闪避条无法增长，但A2身上激发的电能会<color=#D91414>持续牵引</color>身边的敌人。'}
1211002	30030301	寒流具象	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Wanshi01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Wanshi.png	{1: '绽放射击 — <color=#0d70bc>战术射击姿态+松开普通攻击</color>', 2: '寒流具象 — <color=#0d70bc>战术射击姿态+松开普通攻击+成功闪避</color>'}	{1: '<color=#D91414>战术射击姿态</color>中松开普攻触发<color=#D91414>绽放射击</color>，对前方直线范围造成冰属性伤害。', 2: '<color=#D91414>绽放射击</color>的撤步过程带有闪避判定，如果撤步过程中成功闪避，则随后的狙击有较长时间无敌，并造成冰属性伤害。'}
1531003	30030301	三度叠置	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Sailinna01.png	Assets/Product/Texture/Image/IconGuide/GuideR3Sailinna.png	{1: '和弦 — <color=#0d70bc>任意3消+消除任意信号球</color>', 2: '协奏 — <color=#0d70bc>任意3消+消除与3消相同颜色的信号球</color>', 3: '独奏 — <color=#0d70bc>任意3消+消除与3消不同颜色的信号球</color>'}	{1: '三消时获得对应颜色的<color=#D91414>三和音</color>，下一次消球触发<color=#D91414>和弦</color>。触发<color=#D91414>和弦</color>时，根据<color=#D91414>和弦</color>时消球数量获得对应的<color=#D91414>音律值</color>。', 2: '消除信号球颜色与<color=#D91414>三和音</color>相同时，对目标怪物施加<color=#D91414>协奏</color>效果：造成雷属性伤害，并减少目标额外伤害加成。', 3: '消除信号球颜色与<color=#D91414>三和音</color>不同时，对自身施加<color=#D91414>独奏</color>：自身额外伤害加成增加。'}
1121003	30030301	寒魄知源	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Kuluomu01.png	Assets/Product/Texture/Image/IconGuide/GuideR3Kuluomu.png	{1: '寒魄知源 — <color=#0d70bc>能量槽充满+长按普通攻击</color>'}	{1: '战斗时，库洛姆·荣光的生命值将会压缩至<color=#D91414>40%</color>，另外<color=#D91414>60%</color>将被随时间自动回复的<color=#D91414>荣光之盾</color>填充。当能量槽充满时，长按普攻键清空<color=#D91414>荣光之盾</color>进入<color=#D91414>寒魄</color>状态并重新排列信号球，期间所有的三消均会获得<color=#D91414>凝体寒霜</color>状态且不消耗<color=#D91414>荣光之盾</color>，但<color=#D91414>寒魄</color>状态不会自然恢复<color=#D91414>荣光之盾</color>。库洛姆·荣光在自身周围产生<color=#D91414>寒魄侵蚀</color>，每隔一定时间对敌人造成冰属性伤害并附加降低敌人冰属性抗性的<color=#D91414>霜晶刻蚀</color>效果。'}
1221002	30030301	影棱集聚	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Twentyone01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Twentyone.png	{1: '影棱攻击 — <color=#0d70bc>连续点击普通攻击</color>', 2: '共鸣脉冲 — <color=#0d70bc>协作子机+存在暮光矩阵</color>', 3: '强制闪避 — <color=#0d70bc>失控状态+点击闪避</color>'}	{1: '21号·XXI的普通攻击将凝聚<color=#D91414>影棱能量</color>，当<color=#D91414>影棱能量</color>达到一定数量时，下一次普通攻击将清空<color=#D91414>影棱能量</color>，释放<color=#D91414>影棱攻击</color>，在目标位置生成<color=#D91414>1座</color>暮光矩阵，击倒目标，造成暗属性伤害。生成时使21号·XXI获得必杀技能量与闪避能量。', 2: '暮光矩阵存在期间受到协作子机的力场波影响时，将被摧毁并引发<color=#D91414>共鸣脉冲</color>，对周围的敌人造成暗属性伤害。', 3: '21号·XXI失控时（受击，倒地，滞空等异常状态），可消耗额外闪避能量使用闪避键进行强制闪避，解除所有失控状态并对目标释放<color=#D91414>1座</color>暮光矩阵。强制闪避为21号·XXI提供霸体时间与护盾。'}
1131003	30030301	降雷坠	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Weila1.png	Assets/Product/Texture/Image/IconGuide/GuideR3Weila.png	{1: '电荷缠绕 — <color=#0d70bc>使用引枪追击</color>', 2: '降雷坠 — <color=#0d70bc>拥有电荷缠绕+长按普攻</color>'}	{1: '使用<color=#D91414>引枪追击</color>会叠加1层<color=#D91414>电荷缠绕</color>，最高3层。', 2: '拥有1层<color=#D91414>电荷缠绕</color>时，可以长按普攻消耗<color=#D91414>电荷缠绕</color>使用<color=#D91414>降雷坠</color>，牵引前方大范围敌人，造成雷属性伤害并附加降低敌人雷属性抗性的<color=#D91414>乱流干扰</color>，持续8s。每多消耗1层<color=#D91414>电荷缠绕</color>都会使<color=#D91414>降雷坠</color>的伤害翻倍。降雷坠期间全程霸体。'}
