Id	SkillId	Level	Name	RefId	SpecificDesNum
10120131	101201	31	精准连射	1012010	{1: '22.12|44.24|66.35'}
10120132	101201	32	精准连射	1012010	{1: '22.59|45.18|67.76'}
10120133	101201	33	精准连射	1012010	{1: '23.06|46.12|69.18'}
10120134	101201	34	精准连射	1012010	{1: '23.53|47.06|70.59'}
10120135	101201	35	精准连射	1012010	{1: '24|48|72'}
10120601	101206	1	热场射击	1012060	{1: '50|75|100|6|12|18|6'}
10120602	101206	2	热场射击	1012060	{1: '52.94|79.41|105.88|6.35|12.71|19.06|6.35'}
10120603	101206	3	热场射击	1012060	{1: '55.88|83.82|111.76|6.71|13.41|20.12|6.71'}
10120604	101206	4	热场射击	1012060	{1: '58.82|88.24|117.65|7.06|14.12|21.18|7.06'}
10120605	101206	5	热场射击	1012060	{1: '61.76|92.65|123.53|7.41|14.82|22.24|7.41'}
10120606	101206	6	热场射击	1012060	{1: '64.71|97.06|129.41|7.76|15.53|23.29|7.76'}
10120607	101206	7	热场射击	1012060	{1: '67.65|101.47|135.29|8.12|16.24|24.35|8.12'}
10120608	101206	8	热场射击	1012060	{1: '70.59|105.88|141.18|8.47|16.94|25.41|8.47'}
10120609	101206	9	热场射击	1012060	{1: '73.53|110.29|147.06|8.82|17.65|26.47|8.82'}
10120610	101206	10	热场射击	1012060	{1: '76.47|114.71|152.94|9.18|18.35|27.53|9.18'}
10120611	101206	11	热场射击	1012060	{1: '79.41|119.12|158.82|9.53|19.06|28.59|9.53'}
10120612	101206	12	热场射击	1012060	{1: '82.35|123.53|164.71|9.88|19.76|29.65|9.88'}
10120613	101206	13	热场射击	1012060	{1: '85.29|127.94|170.59|10.24|20.47|30.71|10.24'}
10120614	101206	14	热场射击	1012060	{1: '88.24|132.35|176.47|10.59|21.18|31.76|10.59'}
10120615	101206	15	热场射击	1012060	{1: '91.18|136.76|182.35|10.94|21.88|32.82|10.94'}
10120616	101206	16	热场射击	1012060	{1: '94.12|141.18|188.24|11.29|22.59|33.88|11.29'}
10120617	101206	17	热场射击	1012060	{1: '97.06|145.59|194.12|11.65|23.29|34.94|11.65'}
10120618	101206	18	热场射击	1012060	{1: '100|150|200|12|24|36|12'}
10120619	101206	19	热场射击	1012060	{1: '102.94|154.41|205.88|12.35|24.71|37.06|12.35'}
10120620	101206	20	热场射击	1012060	{1: '105.88|158.82|211.76|12.71|25.41|38.12|12.71'}
10120621	101206	21	热场射击	1012060	{1: '108.82|163.24|217.65|13.06|26.12|39.18|13.06'}
10120622	101206	22	热场射击	1012060	{1: '111.76|167.65|223.53|13.41|26.82|40.24|13.41'}
10120623	101206	23	热场射击	1012060	{1: '114.71|172.06|229.41|13.76|27.53|41.29|13.76'}
10120624	101206	24	热场射击	1012060	{1: '117.65|176.47|235.29|14.12|28.24|42.35|14.12'}
10120625	101206	25	热场射击	1012060	{1: '120.59|180.88|241.18|14.47|28.94|43.41|14.47'}
10120626	101206	26	热场射击	1012060	{1: '123.53|185.29|247.06|14.82|29.65|44.47|14.82'}
10120627	101206	27	热场射击	1012060	{1: '126.47|189.71|252.94|15.18|30.35|45.53|15.18'}
10120628	101206	28	热场射击	1012060	{1: '129.41|194.12|258.82|15.53|31.06|46.59|15.53'}
10120629	101206	29	热场射击	1012060	{1: '132.35|198.53|264.71|15.88|31.76|47.65|15.88'}
10120630	101206	30	热场射击	1012060	{1: '135.29|202.94|270.59|16.24|32.47|48.71|16.24'}
10120631	101206	31	热场射击	1012060	{1: '138.24|207.35|276.47|16.59|33.18|49.76|16.59'}
10120632	101206	32	热场射击	1012060	{1: '141.18|211.76|282.35|16.94|33.88|50.82|16.94'}
10120633	101206	33	热场射击	1012060	{1: '144.12|216.18|288.24|17.29|34.59|51.88|17.29'}
10120634	101206	34	热场射击	1012060	{1: '147.06|220.59|294.12|17.65|35.29|52.94|17.65'}
10120635	101206	35	热场射击	1012060	{1: '150|225|300|18|36|54|18'}
10121101	101211	1	磁弹速射	1012110	{1: '100|200|300'}
10121102	101211	2	磁弹速射	1012110	{1: '105.88|211.76|317.65'}
10121103	101211	3	磁弹速射	1012110	{1: '111.76|223.53|335.29'}
10121104	101211	4	磁弹速射	1012110	{1: '117.65|235.29|352.94'}
10121105	101211	5	磁弹速射	1012110	{1: '123.53|247.06|370.59'}
10121106	101211	6	磁弹速射	1012110	{1: '129.41|258.82|388.24'}
10121107	101211	7	磁弹速射	1012110	{1: '135.29|270.59|405.88'}
10121108	101211	8	磁弹速射	1012110	{1: '141.18|282.35|423.53'}
10121109	101211	9	磁弹速射	1012110	{1: '147.06|294.12|441.18'}
10121110	101211	10	磁弹速射	1012110	{1: '152.94|305.88|458.82'}
10121111	101211	11	磁弹速射	1012110	{1: '158.82|317.65|476.47'}
10121112	101211	12	磁弹速射	1012110	{1: '164.71|329.41|494.12'}
10121113	101211	13	磁弹速射	1012110	{1: '170.59|341.18|511.76'}
10121114	101211	14	磁弹速射	1012110	{1: '176.47|352.94|529.41'}
10121115	101211	15	磁弹速射	1012110	{1: '182.35|364.71|547.06'}
10121116	101211	16	磁弹速射	1012110	{1: '188.24|376.47|564.71'}
10121117	101211	17	磁弹速射	1012110	{1: '194.12|388.24|582.35'}
10121118	101211	18	磁弹速射	1012110	{1: '200|400|600'}
10121119	101211	19	磁弹速射	1012110	{1: '205.88|411.76|617.65'}
10121120	101211	20	磁弹速射	1012110	{1: '211.76|423.53|635.29'}
10121121	101211	21	磁弹速射	1012110	{1: '217.65|435.29|652.94'}
10121122	101211	22	磁弹速射	1012110	{1: '223.53|447.06|670.59'}
10121123	101211	23	磁弹速射	1012110	{1: '229.41|458.82|688.24'}
10121124	101211	24	磁弹速射	1012110	{1: '235.29|470.59|705.88'}
10121125	101211	25	磁弹速射	1012110	{1: '241.18|482.35|723.53'}
10121126	101211	26	磁弹速射	1012110	{1: '247.06|494.12|741.18'}
10121127	101211	27	磁弹速射	1012110	{1: '252.94|505.88|758.82'}
10121128	101211	28	磁弹速射	1012110	{1: '258.82|517.65|776.47'}
10121129	101211	29	磁弹速射	1012110	{1: '264.71|529.41|794.12'}
10121130	101211	30	磁弹速射	1012110	{1: '270.59|541.18|811.76'}
10121131	101211	31	磁弹速射	1012110	{1: '276.47|552.94|829.41'}
10121132	101211	32	磁弹速射	1012110	{1: '282.35|564.71|847.06'}
10121133	101211	33	磁弹速射	1012110	{1: '288.24|576.47|864.71'}
10121134	101211	34	磁弹速射	1012110	{1: '294.12|588.24|882.35'}
10121135	101211	35	磁弹速射	1012110	{1: '300|600|900'}
10121601	101216	1	射击模式	1012160	{1: '440'}
10121602	101216	2	射击模式	1012160	{1: '465.88'}
10121603	101216	3	射击模式	1012160	{1: '491.76'}
10121604	101216	4	射击模式	1012160	{1: '517.65'}
10121605	101216	5	射击模式	1012160	{1: '543.53'}
10121606	101216	6	射击模式	1012160	{1: '569.41'}
10121607	101216	7	射击模式	1012160	{1: '595.29'}
10121608	101216	8	射击模式	1012160	{1: '621.18'}
10121609	101216	9	射击模式	1012160	{1: '647.06'}
10121610	101216	10	射击模式	1012160	{1: '672.94'}
10121611	101216	11	射击模式	1012160	{1: '698.82'}
10121612	101216	12	射击模式	1012160	{1: '724.71'}
10121613	101216	13	射击模式	1012160	{1: '750.59'}
10121614	101216	14	射击模式	1012160	{1: '776.47'}
10121615	101216	15	射击模式	1012160	{1: '802.35'}
10121616	101216	16	射击模式	1012160	{1: '828.24'}
10121617	101216	17	射击模式	1012160	{1: '854.12'}
10121618	101216	18	射击模式	1012160	{1: '880'}
10121619	101216	19	射击模式	1012160	{1: '905.88'}
10121620	101216	20	射击模式	1012160	{1: '931.76'}
10121621	101216	21	射击模式	1012160	{1: '957.65'}
10121622	101216	22	射击模式	1012160	{1: '983.53'}
10121623	101216	23	射击模式	1012160	{1: '1009.41'}
10121624	101216	24	射击模式	1012160	{1: '1035.29'}
10121625	101216	25	射击模式	1012160	{1: '1061.18'}
10121626	101216	26	射击模式	1012160	{1: '1087.06'}
10121627	101216	27	射击模式	1012160	{1: '1112.94'}
10121628	101216	28	射击模式	1012160	{1: '1138.82'}
10121629	101216	29	射击模式	1012160	{1: '1164.71'}
10121630	101216	30	射击模式	1012160	{1: '1190.59'}
10121631	101216	31	射击模式	1012160	{1: '1216.47'}
10121632	101216	32	射击模式	1012160	{1: '1242.35'}
10121633	101216	33	射击模式	1012160	{1: '1268.24'}
10121634	101216	34	射击模式	1012160	{1: '1294.12'}
10121635	101216	35	射击模式	1012160	{1: '1320'}
10121701	101217	1	必杀-零死角	1012170	{1: '400|600'}
10121702	101217	2	必杀-零死角	1012170	{1: '423.53|635.29'}
10121703	101217	3	必杀-零死角	1012170	{1: '447.06|670.59'}
10121704	101217	4	必杀-零死角	1012170	{1: '470.59|705.88'}
10121705	101217	5	必杀-零死角	1012170	{1: '494.12|741.18'}
10121706	101217	6	必杀-零死角	1012170	{1: '517.65|776.47'}
10121707	101217	7	必杀-零死角	1012170	{1: '541.18|811.76'}
10121708	101217	8	必杀-零死角	1012170	{1: '564.71|847.06'}
10121709	101217	9	必杀-零死角	1012170	{1: '588.24|882.35'}
10121710	101217	10	必杀-零死角	1012170	{1: '611.76|917.65'}
10121711	101217	11	必杀-零死角	1012170	{1: '635.29|952.94'}
10121712	101217	12	必杀-零死角	1012170	{1: '658.82|988.24'}
10121713	101217	13	必杀-零死角	1012170	{1: '682.35|1023.53'}
10121714	101217	14	必杀-零死角	1012170	{1: '705.88|1058.82'}
10121715	101217	15	必杀-零死角	1012170	{1: '729.41|1094.12'}
10121716	101217	16	必杀-零死角	1012170	{1: '752.94|1129.41'}
10121717	101217	17	必杀-零死角	1012170	{1: '776.47|1164.71'}
10121718	101217	18	必杀-零死角	1012170	{1: '800|1200'}
10121719	101217	19	必杀-零死角	1012170	{1: '823.53|1235.29'}
10121720	101217	20	必杀-零死角	1012170	{1: '847.06|1270.59'}
10121721	101217	21	必杀-零死角	1012170	{1: '870.59|1305.88'}
10121722	101217	22	必杀-零死角	1012170	{1: '894.12|1341.18'}
10121723	101217	23	必杀-零死角	1012170	{1: '917.65|1376.47'}
10121724	101217	24	必杀-零死角	1012170	{1: '941.18|1411.76'}
10121725	101217	25	必杀-零死角	1012170	{1: '964.71|1447.06'}
10121726	101217	26	必杀-零死角	1012170	{1: '988.24|1482.35'}
10121727	101217	27	必杀-零死角	1012170	{1: '1011.76|1517.65'}
10121728	101217	28	必杀-零死角	1012170	{1: '1035.29|1552.94'}
10121729	101217	29	必杀-零死角	1012170	{1: '1058.82|1588.24'}
10121730	101217	30	必杀-零死角	1012170	{1: '1082.35|1623.53'}
10121731	101217	31	必杀-零死角	1012170	{1: '1105.88|1658.82'}
10121732	101217	32	必杀-零死角	1012170	{1: '1129.41|1694.12'}
10121733	101217	33	必杀-零死角	1012170	{1: '1152.94|1729.41'}
10121734	101217	34	必杀-零死角	1012170	{1: '1176.47|1764.71'}
10121735	101217	35	必杀-零死角	1012170	{1: '1200|1800'}
10121801	101218	1	零死角-速射	1012180	{1: '165|10'}
10121802	101218	2	零死角-速射	1012180	{1: '174.71|10.59'}
10121803	101218	3	零死角-速射	1012180	{1: '184.41|11.18'}
10121804	101218	4	零死角-速射	1012180	{1: '194.12|11.76'}
10121805	101218	5	零死角-速射	1012180	{1: '203.82|12.35'}
10121806	101218	6	零死角-速射	1012180	{1: '213.53|12.94'}
10121807	101218	7	零死角-速射	1012180	{1: '223.24|13.53'}
10121808	101218	8	零死角-速射	1012180	{1: '232.94|14.12'}
10121809	101218	9	零死角-速射	1012180	{1: '242.65|14.71'}
10121810	101218	10	零死角-速射	1012180	{1: '252.35|15.29'}
10121811	101218	11	零死角-速射	1012180	{1: '262.06|15.88'}
10121812	101218	12	零死角-速射	1012180	{1: '271.76|16.47'}
10121813	101218	13	零死角-速射	1012180	{1: '281.47|17.06'}
10121814	101218	14	零死角-速射	1012180	{1: '291.18|17.65'}
10121815	101218	15	零死角-速射	1012180	{1: '300.88|18.24'}
10121816	101218	16	零死角-速射	1012180	{1: '310.59|18.82'}
10121817	101218	17	零死角-速射	1012180	{1: '320.29|19.41'}
10121818	101218	18	零死角-速射	1012180	{1: '330|20'}
10121819	101218	19	零死角-速射	1012180	{1: '339.71|20.59'}
10121820	101218	20	零死角-速射	1012180	{1: '349.41|21.18'}
10121821	101218	21	零死角-速射	1012180	{1: '359.12|21.76'}
10121822	101218	22	零死角-速射	1012180	{1: '368.82|22.35'}
10121823	101218	23	零死角-速射	1012180	{1: '378.53|22.94'}
10121824	101218	24	零死角-速射	1012180	{1: '388.24|23.53'}
10121825	101218	25	零死角-速射	1012180	{1: '397.94|24.12'}
10121826	101218	26	零死角-速射	1012180	{1: '407.65|24.71'}
10121827	101218	27	零死角-速射	1012180	{1: '417.35|25.29'}
10121828	101218	28	零死角-速射	1012180	{1: '427.06|25.88'}
10121829	101218	29	零死角-速射	1012180	{1: '436.76|26.47'}
10121830	101218	30	零死角-速射	1012180	{1: '446.47|27.06'}
10121831	101218	31	零死角-速射	1012180	{1: '456.18|27.65'}
10121832	101218	32	零死角-速射	1012180	{1: '465.88|28.24'}
10121833	101218	33	零死角-速射	1012180	{1: '475.59|28.82'}
10121834	101218	34	零死角-速射	1012180	{1: '485.29|29.41'}
10121835	101218	35	零死角-速射	1012180	{1: '495|30'}
10122101	101221	1	控弹	1012210	{1: '20'}
10122102	101221	2	控弹	1012210	{1: '21.18'}
10122103	101221	3	控弹	1012210	{1: '22.35'}
10122104	101221	4	控弹	1012210	{1: '23.53'}
10122105	101221	5	控弹	1012210	{1: '24.71'}
10122106	101221	6	控弹	1012210	{1: '25.88'}
10122107	101221	7	控弹	1012210	{1: '27.06'}
10122108	101221	8	控弹	1012210	{1: '28.24'}
10122109	101221	9	控弹	1012210	{1: '29.41'}
10122110	101221	10	控弹	1012210	{1: '30.59'}
10122111	101221	11	控弹	1012210	{1: '31.76'}
10122112	101221	12	控弹	1012210	{1: '32.94'}
10122113	101221	13	控弹	1012210	{1: '34.12'}
10122114	101221	14	控弹	1012210	{1: '35.29'}
10122115	101221	15	控弹	1012210	{1: '36.47'}
10122116	101221	16	控弹	1012210	{1: '37.65'}
10122117	101221	17	控弹	1012210	{1: '38.82'}
10122118	101221	18	控弹	1012210	{1: '40'}
10122119	101221	19	控弹	1012210	{1: '41.18'}
10122120	101221	20	控弹	1012210	{1: '42.35'}
10122121	101221	21	控弹	1012210	{1: '43.53'}
10122122	101221	22	控弹	1012210	{1: '44.71'}
10122123	101221	23	控弹	1012210	{1: '45.88'}
10122124	101221	24	控弹	1012210	{1: '47.06'}
10122125	101221	25	控弹	1012210	{1: '48.24'}
10122126	101221	26	控弹	1012210	{1: '49.41'}
10122127	101221	27	控弹	1012210	{1: '50.59'}
10122128	101221	28	控弹	1012210	{1: '51.76'}
10122129	101221	29	控弹	1012210	{1: '52.94'}
10122130	101221	30	控弹	1012210	{1: '54.12'}
10122131	101221	31	控弹	1012210	{1: '55.29'}
10122132	101221	32	控弹	1012210	{1: '56.47'}
10122133	101221	33	控弹	1012210	{1: '57.65'}
10122134	101221	34	控弹	1012210	{1: '58.82'}
10122135	101221	35	控弹	1012210	{1: '60'}
10122200	101222		队长-异彩	1012220	{1: '5|5'}
10122201	101222	1	队长-异彩	1012220	{1: '5|5'}
10122301	101223	1	进攻型	1012230	{1: '10'}
10122302	101223	2	进攻型	1012230	{1: '10.59'}
10122303	101223	3	进攻型	1012230	{1: '11.18'}
10122304	101223	4	进攻型	1012230	{1: '11.76'}
10122305	101223	5	进攻型	1012230	{1: '12.35'}
10122306	101223	6	进攻型	1012230	{1: '12.94'}
10122307	101223	7	进攻型	1012230	{1: '13.53'}
10122308	101223	8	进攻型	1012230	{1: '14.12'}
10122309	101223	9	进攻型	1012230	{1: '14.71'}
10122310	101223	10	进攻型	1012230	{1: '15.29'}
10122311	101223	11	进攻型	1012230	{1: '15.88'}
10122312	101223	12	进攻型	1012230	{1: '16.47'}
10122313	101223	13	进攻型	1012230	{1: '17.06'}
10122314	101223	14	进攻型	1012230	{1: '17.65'}
10122315	101223	15	进攻型	1012230	{1: '18.24'}
10122316	101223	16	进攻型	1012230	{1: '18.82'}
10122317	101223	17	进攻型	1012230	{1: '19.41'}
10122318	101223	18	进攻型	1012230	{1: '20'}
10122319	101223	19	进攻型	1012230	{1: '20.59'}
10122320	101223	20	进攻型	1012230	{1: '21.18'}
10122321	101223	21	进攻型	1012230	{1: '21.76'}
10122322	101223	22	进攻型	1012230	{1: '22.35'}
10122323	101223	23	进攻型	1012230	{1: '22.94'}
10122324	101223	24	进攻型	1012230	{1: '23.53'}
10122325	101223	25	进攻型	1012230	{1: '24.12'}
10122326	101223	26	进攻型	1012230	{1: '24.71'}
10122327	101223	27	进攻型	1012230	{1: '25.29'}
10122328	101223	28	进攻型	1012230	{1: '25.88'}
10122329	101223	29	进攻型	1012230	{1: '26.47'}
10122330	101223	30	进攻型	1012230	{1: '27.06'}
10122331	101223	31	进攻型	1012230	{1: '27.65'}
10122332	101223	32	进攻型	1012230	{1: '28.24'}
10122333	101223	33	进攻型	1012230	{1: '28.82'}
10122334	101223	34	进攻型	1012230	{1: '29.41'}
10122335	101223	35	进攻型	1012230	{1: '30'}
10122700	101227		终阶解放	1012270	
10122701	101227	1	终阶解放	1012270	
10122400	101224		落点预测-雷	1012240	{1: '15'}
10122401	101224	1	落点预测-雷	1012240	{1: '15'}
10122500	101225		落点预测-焰	1012250	{1: '15'}
10122501	101225	1	落点预测-焰	1012250	{1: '15'}
10122600	101226		控弹强化	1012260	{1: '20'}
10122601	101226	1	控弹强化	1012260	{1: '20'}
10210101	102101	1	红莲-起手式	1021010	{1: '133.36|266.66|400'}
10210102	102101	2	红莲-起手式	1021010	{1: '141.2|282.35|423.53'}
10210103	102101	3	红莲-起手式	1021010	{1: '149.05|298.03|447.06'}
10210104	102101	4	红莲-起手式	1021010	{1: '156.89|313.72|470.59'}
10210105	102101	5	红莲-起手式	1021010	{1: '164.74|329.4|494.12'}
10210106	102101	6	红莲-起手式	1021010	{1: '172.58|345.09|517.65'}
10210107	102101	7	红莲-起手式	1021010	{1: '180.43|360.78|541.18'}
10210108	102101	8	红莲-起手式	1021010	{1: '188.27|376.46|564.71'}
10210109	102101	9	红莲-起手式	1021010	{1: '196.12|392.15|588.24'}
10210110	102101	10	红莲-起手式	1021010	{1: '203.96|407.83|611.76'}
10210111	102101	11	红莲-起手式	1021010	{1: '211.81|423.52|635.29'}
10210112	102101	12	红莲-起手式	1021010	{1: '219.65|439.2|658.82'}
10210113	102101	13	红莲-起手式	1021010	{1: '227.5|454.89|682.35'}
10210114	102101	14	红莲-起手式	1021010	{1: '235.34|470.58|705.88'}
10210115	102101	15	红莲-起手式	1021010	{1: '243.19|486.26|729.41'}
10210116	102101	16	红莲-起手式	1021010	{1: '251.03|501.95|752.94'}
10210117	102101	17	红莲-起手式	1021010	{1: '258.88|517.63|776.47'}
10210118	102101	18	红莲-起手式	1021010	{1: '266.72|533.32|800'}
10210119	102101	19	红莲-起手式	1021010	{1: '274.56|549.01|823.53'}
10210120	102101	20	红莲-起手式	1021010	{1: '282.41|564.69|847.06'}
10210121	102101	21	红莲-起手式	1021010	{1: '290.25|580.38|870.59'}
10210122	102101	22	红莲-起手式	1021010	{1: '298.1|596.06|894.12'}
10210123	102101	23	红莲-起手式	1021010	{1: '305.94|611.75|917.65'}
10210124	102101	24	红莲-起手式	1021010	{1: '313.79|627.44|941.18'}
10210125	102101	25	红莲-起手式	1021010	{1: '321.63|643.12|964.71'}
10210126	102101	26	红莲-起手式	1021010	{1: '329.48|658.81|988.24'}
10210127	102101	27	红莲-起手式	1021010	{1: '337.32|674.49|1011.76'}
10210128	102101	28	红莲-起手式	1021010	{1: '345.17|690.18|1035.29'}
10210129	102101	29	红莲-起手式	1021010	{1: '353.01|705.86|1058.82'}
10210130	102101	30	红莲-起手式	1021010	{1: '360.86|721.55|1082.35'}
10210131	102101	31	红莲-起手式	1021010	{1: '368.7|737.24|1105.88'}
10210132	102101	32	红莲-起手式	1021010	{1: '376.55|752.92|1129.41'}
10210133	102101	33	红莲-起手式	1021010	{1: '384.39|768.61|1152.94'}
10210134	102101	34	红莲-起手式	1021010	{1: '392.24|784.29|1176.47'}
10210135	102101	35	红莲-起手式	1021010	{1: '400.08|799.98|1200'}
10210601	102106	1	红莲-闪击	1021060	{1: '75|150|225'}
10210602	102106	2	红莲-闪击	1021060	{1: '79.41|158.82|238.24'}
10210603	102106	3	红莲-闪击	1021060	{1: '83.82|167.65|251.47'}
10210604	102106	4	红莲-闪击	1021060	{1: '88.24|176.47|264.71'}
10210605	102106	5	红莲-闪击	1021060	{1: '92.65|185.29|277.94'}
10210606	102106	6	红莲-闪击	1021060	{1: '97.06|194.12|291.18'}
10210607	102106	7	红莲-闪击	1021060	{1: '101.47|202.94|304.41'}
10210608	102106	8	红莲-闪击	1021060	{1: '105.88|211.76|317.65'}
10210609	102106	9	红莲-闪击	1021060	{1: '110.29|220.59|330.88'}
10210610	102106	10	红莲-闪击	1021060	{1: '114.71|229.41|344.12'}
10210611	102106	11	红莲-闪击	1021060	{1: '119.12|238.24|357.35'}
10210612	102106	12	红莲-闪击	1021060	{1: '123.53|247.06|370.59'}
10210613	102106	13	红莲-闪击	1021060	{1: '127.94|255.88|383.82'}
10210614	102106	14	红莲-闪击	1021060	{1: '132.35|264.71|397.06'}
10210615	102106	15	红莲-闪击	1021060	{1: '136.76|273.53|410.29'}
10210616	102106	16	红莲-闪击	1021060	{1: '141.18|282.35|423.53'}
10210617	102106	17	红莲-闪击	1021060	{1: '145.59|291.18|436.76'}
10210618	102106	18	红莲-闪击	1021060	{1: '150|300|450'}
10210619	102106	19	红莲-闪击	1021060	{1: '154.41|308.82|463.24'}
10210620	102106	20	红莲-闪击	1021060	{1: '158.82|317.65|476.47'}
10210621	102106	21	红莲-闪击	1021060	{1: '163.24|326.47|489.71'}
10210622	102106	22	红莲-闪击	1021060	{1: '167.65|335.29|502.94'}
10210623	102106	23	红莲-闪击	1021060	{1: '172.06|344.12|516.18'}
10210624	102106	24	红莲-闪击	1021060	{1: '176.47|352.94|529.41'}
10210625	102106	25	红莲-闪击	1021060	{1: '180.88|361.76|542.65'}
10210626	102106	26	红莲-闪击	1021060	{1: '185.29|370.59|555.88'}
10210627	102106	27	红莲-闪击	1021060	{1: '189.71|379.41|569.12'}
10210628	102106	28	红莲-闪击	1021060	{1: '194.12|388.24|582.35'}
10210629	102106	29	红莲-闪击	1021060	{1: '198.53|397.06|595.59'}
10210630	102106	30	红莲-闪击	1021060	{1: '202.94|405.88|608.82'}
10210631	102106	31	红莲-闪击	1021060	{1: '207.35|414.71|622.06'}
10210632	102106	32	红莲-闪击	1021060	{1: '211.76|423.53|635.29'}
10210633	102106	33	红莲-闪击	1021060	{1: '216.18|432.35|648.53'}
10210634	102106	34	红莲-闪击	1021060	{1: '220.59|441.18|661.76'}
10210635	102106	35	红莲-闪击	1021060	{1: '225|450|675'}
10211101	102111	1	红莲-波动斩	1021110	{1: '50|100|150|5|7.5|10'}
10211102	102111	2	红莲-波动斩	1021110	{1: '52.94|105.88|158.82|5.29|7.94|10.59'}
10211103	102111	3	红莲-波动斩	1021110	{1: '55.88|111.76|167.65|5.59|8.38|11.18'}
10211104	102111	4	红莲-波动斩	1021110	{1: '58.82|117.65|176.47|5.88|8.82|11.76'}
10211105	102111	5	红莲-波动斩	1021110	{1: '61.76|123.53|185.29|6.18|9.26|12.35'}
10211106	102111	6	红莲-波动斩	1021110	{1: '64.71|129.41|194.12|6.47|9.71|12.94'}
10211107	102111	7	红莲-波动斩	1021110	{1: '67.65|135.29|202.94|6.76|10.15|13.53'}
10211108	102111	8	红莲-波动斩	1021110	{1: '70.59|141.18|211.76|7.06|10.59|14.12'}
10211109	102111	9	红莲-波动斩	1021110	{1: '73.53|147.06|220.59|7.35|11.03|14.71'}
10211110	102111	10	红莲-波动斩	1021110	{1: '76.47|152.94|229.41|7.65|11.47|15.29'}
10211111	102111	11	红莲-波动斩	1021110	{1: '79.41|158.82|238.24|7.94|11.91|15.88'}
10211112	102111	12	红莲-波动斩	1021110	{1: '82.35|164.71|247.06|8.24|12.35|16.47'}
10211113	102111	13	红莲-波动斩	1021110	{1: '85.29|170.59|255.88|8.53|12.79|17.06'}
10211114	102111	14	红莲-波动斩	1021110	{1: '88.24|176.47|264.71|8.82|13.24|17.65'}
10211115	102111	15	红莲-波动斩	1021110	{1: '91.18|182.35|273.53|9.12|13.68|18.24'}
10211116	102111	16	红莲-波动斩	1021110	{1: '94.12|188.24|282.35|9.41|14.12|18.82'}
10211117	102111	17	红莲-波动斩	1021110	{1: '97.06|194.12|291.18|9.71|14.56|19.41'}
10211118	102111	18	红莲-波动斩	1021110	{1: '100|200|300|10|15|20'}
10211119	102111	19	红莲-波动斩	1021110	{1: '102.94|205.88|308.82|10.29|15.44|20.59'}
10211120	102111	20	红莲-波动斩	1021110	{1: '105.88|211.76|317.65|10.59|15.88|21.18'}
10211121	102111	21	红莲-波动斩	1021110	{1: '108.82|217.65|326.47|10.88|16.32|21.76'}
10211122	102111	22	红莲-波动斩	1021110	{1: '111.76|223.53|335.29|11.18|16.76|22.35'}
10211123	102111	23	红莲-波动斩	1021110	{1: '114.71|229.41|344.12|11.47|17.21|22.94'}
10211124	102111	24	红莲-波动斩	1021110	{1: '117.65|235.29|352.94|11.76|17.65|23.53'}
10211125	102111	25	红莲-波动斩	1021110	{1: '120.59|241.18|361.76|12.06|18.09|24.12'}
