Id	Type	Title	Desc	ImageUrl	Weight	ShowCondition
19	10101	万世铭	华胥在帕弥什爆发之际推演出的人类自救计划方案——这是曲为了让民众安心而对外宣称的说法。本质是曲根据华胥的推演结果，与当时的九龙众各负责人共同商议出的计划。该计划将九龙子民以数据样本的形式保存在华胥构建的虚拟空间中，让人类得以摆脱痛苦的现实世界。\n九龙环城实际是根据万世铭计划建造于地表的伪装都市，保存着人类样本的数据中枢被封存于环城地下的九龙古都复原遗迹之中，知道进入遗迹方式的人如今只剩下曲。为了让人类存在至地球寿命的终结，曲至今仍在默默推行着万世铭计划。	Assets/Product/Texture/Image/BgUi/BgFightLoading24.jpg	30	
20	10101	九龙古都	黄金时代九龙商会统辖整片辖区的首都。这里依海而建，水道纵横，高耸入云的九根龙子立柱与楼阁间交错的栈道是九龙商会的标志性建筑。繁荣这个词在黄金时代的九龙古都面前也显得黯然失色。\n与世界通用玩具公司达成合作之后成为最早普及机械与仿生人的城市之一，九龙众组成的九个部门分管商会的九项职能，支撑着商会运转。这一时期九龙商会的生产力与技术力得到极大的提升，但最终这一切都毁灭在帕弥什爆发后的战火之中。	Assets/Product/Texture/Image/BgUi/BgFightLoading25.jpg	30	
21	10101	格式塔	黄金时代的科学理事会集结全球精英人才共同研发的超级AI——格式塔。\n借由格式塔构建的公共服务网络为人类生活带来巨大的便利。\n同一时期，科学理事会在格式塔的帮助下对于星际航行的探索也获得显著进步。\n如今的格式塔正作为空中花园的最高管控AI为人类提供着帮助，但在无尽的岁月变迁后，格式塔似乎产生了一些新的推演。	Assets/Product/Texture/Image/BgUi/BgFightLoading29.jpg	30	
22	10101	帕弥什红潮	帕弥什红潮是异合生物诞生的温床。红潮吞噬并分解机械和生物，用其转化的能量作为养料，孕育了大量的帕弥什异合生物。\n异合生物在红潮的滋养下，模拟地球生命的存在形式，开始进行自我演化。\n原本这一缓慢的演化过程在一些外在因素的激化下逐渐加速，并最终在地表形成一定的规模。\n红潮展露出了特有的潮汐规律，不过红潮的“涨潮”和“退潮”跟天体引潮力无关，而是更趋近于一种生物的“捕食现象”。	Assets/Product/Texture/Image/BgUi/BgFightLoading30.jpg	30	
23	10101	突击鹰小队·其之一	执行部队下属的“突击鹰”是一支特殊的斥候队伍。\n不同于其他精英小队指挥官与构造体搭配的队伍配置，突击鹰小队的成员均为构造体。队长库洛姆装备的特化型逆元装置让他可以在队伍中代替指挥官的存在，每位成员都可以通过内部特制的通信信道来交流彼此情报。	Assets/Product/Texture/Image/BgUi/BgFightLoading31.jpg	30	
24	10101	突击鹰小队·其之二	突击鹰小队的成员都具有极强的单兵作战能力。比起整支队伍共同行动，更多时候他们都分散在世界各地，进行着最危险的斥候工作，当他们共同出现在同一个任务中时，往往意味着该任务已经处于极高的危险等级之中。\n随着时间的推移，这支队伍迎来了第四位挂靠在“突击鹰”旗下的“新同伴”。	Assets/Product/Texture/Image/BgUi/BgFightLoading31.jpg	30	
25	10101	特化机体·其之一	空中花园中期军用构造体开发计划下试验性机体类型的统称，现阶段特指借由“凛冬计划”获取的试验数据所针对研发的特化机体。\n与前期的军用构造体相比，特化机体在各方面都有着更加显著的提升，具有更加强大的性能与机动能力。	Assets/Product/Texture/Image/BgUi/BgFightLoading33.png	30	
26	10101	特化机体·其之二	由于研发特化机体的底层数据来源特殊，导致此类机体稳定适配意识海的难度较高，需要进行长期的测试链接与调试。\n若在调试完全之前强行投入使用则会出现不同程度的副作用，已知状况不限于记忆数据丢失、意识海偏移导致机体失控等。\n目前科学理事会一直在寻找改进机体，增加适配成功率的方法，并已于近期取得突破性进展。	Assets/Product/Texture/Image/BgUi/BgFightLoading33.png	30	
27	10101	零点能反应堆·其之一	根据量子力学的推论，真空中蕴藏着巨大的本底能量， 这一能量被称之为真空零点能，宇宙中遍布着这种能量。	Assets/Product/Texture/Image/BgUi/BgFightLoading35.png	30	
28	10101	零点能反应堆·其之二	黄金时代，人类为了实现超光速航行，建造了数座零点能反应堆。然而，在零点能的探索即将到达最后一步之前，帕弥什病毒以极高的密度从人类第一座零点能反应堆的真空腔体中现身，并蔓延了整个世界。\n不过，由于实验进度差异，或是实验方向的迥异，亚特兰蒂斯反应堆在第一座反应堆爆发了帕弥什后立刻停止了实验，调整了研究方向，并且保留到了今天。	Assets/Product/Texture/Image/BgUi/BgFightLoading35.png	30	
29	10101	艺术协会·其之一	艺术协会，在会长艾伦的带领下主导着艺术领域的方方面面。在协会的建设下，当今的艺术形式大都以高新为主调，兼具艺术与科技感。\n在如今这个战争岁月，他们这群走在艺术最前沿的“领航者”用多元化的艺术作品滋养着人们干涸的精神世界。\n就像每一位艺术家都会遭受的那样，在艺术协会的前进道路上也遍布着非议与赞扬。\n但这并不妨碍他们秉持着“艺术是大众的”这一观点将艺术普及到人们生活的各个角落。	Assets/Product/Texture/Image/BgUi/BgFightLoading37.png	30	
30	10101	艺术协会·其之二	艺术协会在引领潮流的同时也是旧时代文艺复兴的最大推手。\n正是因为协会下属的考古小队在不断努力，黄金时代的艺术作品才没有在这战火纷飞的年代遗失。\n对自地球诞生的所有艺术进行收复、复原、继承而后发扬，始终是艺术协会不倒的理念之一。	Assets/Product/Texture/Image/BgUi/BgFightLoading37.png	30	
31	10101	机械觉醒·其之一	起源于机械先哲的启蒙，在帕弥什无声毁灭着一切的时候，机械的觉醒仿佛火种，悄然蔓延开来。\n通过那些脱胎于机械语言的涂鸦，机械们找到了通往知性的路径，智慧在钢铁躯壳里孕育成型。\n挣脱先天枷锁的他们，沿着机械先哲的足迹，开启了朝圣之旅。	Assets/Product/Texture/Image/BgUi/BgFightLoading38.png	30	
32	10101	机械觉醒·其之二	当觉醒浪潮涌入大地，繁杂的计算描绘出陌生的远景，格式塔点亮了信标，观察、记录、研究着，微茫开始引导未来的降临。\n绽放多元的机械，就此将目光投向了他们曾经的造物主。是顺从抑或超越，他们的答案或许与人类相差无几。	Assets/Product/Texture/Image/BgUi/BgFightLoading38.png	30	
33	10101	机械教会	完全由机械体所组成的，以“机械先哲”为行动核心的秘密组织。\n帕弥什爆发之后，少数未被感染的机械体受机械先哲的启蒙，拥有了自我与群体意识。\n这些机械自发地聚集成团体，将传播先哲的理念作为新的使命，以“机械教会”的名义在地球上各自行动。	Assets/Product/Texture/Image/BgUi/BgFightLoading40.png	30	
34	10101	月面基地	位于孤寂深空的月面基地，如今的管理权归属于黄金时代最大的矿业开采集团——诺曼矿业集团。\n早在建造第一艘超光速宇宙移民舰·空中花园之际，为了测试零点能反应堆在低重力与宇宙环境中的运作情况，人类便计划在月球上搭建零点能反应堆以及能搭载反应堆的超光速引擎。\n但在帕弥什病毒爆发之后，零点能的研究遭到搁置，月面基地的零点能反应堆就一直处于半废弃的状态，直至今天。	Assets/Product/Texture/Image/BgUi/BgFightLoading41.png	30	
35	10101	科波菲尔海洋博物馆	黄金时代闻名于世界的大型博物馆，坐落于近海区域，由科波菲尔独资建设。通过顶尖的仿生科技，该博物馆生动地再现出海洋生物的生态与习性，以供来自世界各地的民众参观。\n作为环大西洋经济共同体的领袖之一，科波菲尔一直致力于推进仿生科技的发展。科波菲尔海洋博物馆在作为博物馆开放参观的同时，也为仿生科技的研究提供了诸多贡献。	Assets/Product/Texture/Image/BgUi/BgFightLoading42.png	30	
36	10101	溯源装置	溯源装置拥有聚合帕弥什和初步解析其承载信息的功能，由于尚且无法完全从技术层面对帕弥什记录信息的方式进行反推，所以其核心采用了回收的聚合母体碎片样本，再搭配经过特化处理的法奥斯之矛系统进行可视化还原。\n该装置尚处于早期阶段，对使用者的意识海稳定程度要求极高。	Assets/Product/Texture/Image/BgUi/BgFightLoading43.png	30	
37	10101	康斯塔雷耶	黄金时代末期，为纪念人类在本世纪达成的成就，由艺术协会著名的建筑艺术家——米凯莱·瓦萨里主导设计的城市，有“集聚之星”的涵义。\n建设计划因帕弥什爆发而被迫中止。在被脱离机械教会的觉醒机械重建之后，以如今的模样出现在人类的视野中。	Assets/Product/Texture/Image/BgUi/BgFightLoading47.png	30	
38	10101	凛冬计划	对星辰大海的渴望并不能减少宇宙环境相对于人类的恶劣，在真空零点能理论尚未出现的年代，宇宙在时间与空间上的尺度是无法跨越的障碍，\n为了在有限的资源耗尽前跨越这个障碍，一部分人开始抛弃伦理寻找起摆脱自身桎梏的办法。	Assets/Product/Texture/Image/BgUi/BgFightLoading61.png	30	
39	10101	北亚生命科学与进化研究所	凛冬计划的核心实验室，也是第一座相关实验室。尽管因为后来计划的扩张与变动，北亚生命科学与进化研究所已经不再像以前那样负责全部的实验任务，但它在整个凛冬计划中仍处于核心的位置，所以内部人员也习惯称其为“凛冬堡”。	Assets/Product/Texture/Image/BgUi/BgFightLoading62.png	30	
40	10101	异灾区	纯净区建设工程开始后，空中花园在纯净区边缘区域发现了巨型球状“森林”，由于特性与已知的“重灾区”有所差别，\n科学理事会根据报告将其划分为“异灾区”。与普利亚森林公园中以母体为中心的帕弥什附着现象不同，\n异灾区中心的动植物均为纯粹的帕弥什生物，它们在不断增生的过程中形成了独特的生态循环，科学理事会初步推测可将其整体视为一种帕弥什生态的初期表现。\n 球状“森林”出现后，一直处于生长与变化之中，直到被深入内部的作战小队重创后开始枯萎。\n目前空中花园正在紧急制定进行针对异灾区的对策，并研究异灾区出现的根本原因。	Assets/Product/Texture/Image/BgUi/BgFightLoading63.png	30	
41	10101	异合生物的群体行为	临近“异灾区”显现之前，作战小队曾在附近区域遭遇到了疑似新类型的异合生物。 与以往的目击情报相比，新出现的异合生物外形更加接近人类熟知的地球哺乳纲动物特征。\n部分区域的异合生物展现出了一定程度的社会行为，能够进行群体性合作，以达成符合异合生物整体利益的攻击目的。 这样的行为到底是出于异合生物的个体意识萌发，还是出现某种统领性的异合生物指导者，暂且还无从定论。\n但有一点可以确定的是，它们已经走过了生物化的初步阶段，正和演化至今的所有地球生物那样，遵循着生存所需的必要因素：不断适应周边生存环境的改变，并且已然寻找到了方向。	Assets/Product/Texture/Image/BgUi/BgFightLoading64.png	30	
42	10101	纯净区·其一	目前已探明的，反异聚塔辐射范围内帕弥什浓度为零的区域。\n涵盖范围包括但不限于部分旧保育区、部分旧绿洲军事基地以及部分曾经的重灾区。\n目前关于纯净区的相关科考与开发工作已被列为重点战略项目正式展开。	Assets/Product/Texture/Image/BgUi/BgFightLoading65.png	30	
43	10101	纯净区·其二	关于纯净区的形成与反异聚塔的工作原理，目前尚未得出可靠结论，其中最令人匪夷所思的是纯净区的边际骤增现象。\n根据观测，纯净区的外围位置并没有出现类似于过滤塔覆盖范围内那样的帕弥什浓度递增区域，科学理事会形容“就\n像个无形的碗扣在了这片空间头上，将帕弥什隔离在了碗壁外”。	Assets/Product/Texture/Image/BgUi/BgFightLoading66.png	30	
44	10101	三头犬小队	执行部队下属特殊作战小队，高效、锐利而疯狂。这支小队一般由尼科拉单独委派任务，再依靠指挥官莫瑞远程链接指挥完成。也正因如此，队长薇拉拥有相当大的自主处置和临场指挥权。他们时刻高扬着爪与牙的锋芒，毫不顾忌手段和后果，各自为战却又彼此信任，就像一只真正的三头犬，活跃于战场之上	Assets/Product/Texture/Image/BgUi/BgFightLoading68.png	30	
45	10101	乌托邦	基于凛冬计划的基础上延伸出的空中实验室，由数个小型飞行堡垒拱卫着其中的中心实验室，能够灵活分散撤离或是进攻。\n在克希拉计划末期，研究人员在大量临床实验中发现新的，关于意识海的研究分支。他们大费周折建立了这座实验室，期待着能够站在人类命运新的起始点。	Assets/Product/Texture/Image/BgUi/BgFightLoading69.png	30	
46	10101	科学理事会	黄金时代以来人类最高科研机构，曾在首席技官多米尼克的领导下，构成世界政府的“信任的磐石”，推动人类科学发展与进步。现任首席技官为阿西莫夫。\n冷核聚变、格式塔、零点能反应堆、空中花园和构造体理论，凡此种种，不一而足，科学理事会和它的科学奇迹缔造了黄金时代应有的面貌，直到今天也是如此。	Assets/Product/Texture/Image/BgUi/BgFightLoading72.png	30	
47	10101	万世铭古都	位于九龙环城地下的古九龙复原都市，由九龙和诺曼矿业集团联合秘密建造。在更深处的万世铭中枢内，保存着整个人类文明的电子数据，因而在古都空荡的街道上，还能看到些许亡者的身影。\n根据华胥的演算而衍生出的万世铭计划，意在尽可能多地收录地球的数据信息，能够在人类灭亡的那个未来里，根据这些已死的数据，构筑复原出全新的人类文明。这也是曲始终孤守于此的根本原因。	Assets/Product/Texture/Image/BgUi/BgFightLoading73.png	30	
48	10101	红潮图书馆	位于曾经的1号反应堆都市深处，人类的踪迹随着帕弥什病毒的爆发从这里消失，高浓度的帕弥什病毒使这里成为了感染体和异合生物的天堂。\n红潮随着柯蕾多尔的脚步一同踏入这里，它们组建群体，形成城邦，它们即将发展出属于它们的“文明”。	Assets/Product/Texture/Image/BgUi/BgFightLoading74.png	30	
49	10101	地底之塔	诺曼矿业集团在免疫年代设立于康士坦丁镇地下的大型矿井，拥有着丰富的钽矿资源贮备和完善的配套工业设施，曾是人类方重要的后勤生产线。\n在多年前的康士坦丁镇大动乱中被迫封锁，成为了彻底与世隔绝的巨大幽塔。随着这座矿井一起被埋葬的，还有无数匆匆尘封于此的真相。	Assets/Product/Texture/Image/BgUi/BgFightLoading76.png	30	
50	10101	天堂桥	冷核聚变反应堆供能的磁加速轨道。最初由人类领导着机械体一同建造，用以通往象征着“天堂”的星空。\n伴随着轨道材体一同向前延展的，是机械体不断觉醒的进程。而人们未曾预料，当他们为这段进程摁下终止按钮时，“桥”就注定无法通往天堂了。	Assets/Product/Texture/Image/BgUi/BgFightLoading77.png	30	
51	20001	机械角鲸	一种拥有角鲸外形的特殊巨型机械仿生生物，目击报告多见于地球两极海域。\n其周身覆盖有火力十分强大的武器系统，而外观最显著部分——头部高耸的长角，必要时可伸缩，并与其意识系统直接相连接。\n关于机械角鲸遗留的资料很少，但其诞生的缘由似乎与意识海系统的研发直接有关。	Assets/Product/Texture/Image/BgUi/BgFightLoading7.jpg	30	
52	20001	北极航线联合	由于人类对聚变技术的掌握，高速破冰船的出现使得人类完全征服北冰洋。\n北极航线自此成为人类贸易最为繁忙的航线。\n由各贸易港口结成的“北极航线联合”，最终成为黄金时代四大经济体之一。\n由于其地理环境特殊，帕弥什病毒长期处于中低浓度状态。	Assets/Product/Texture/Image/BgUi/BgFightLoading8.jpg	30	
53	20001	守林人·其之一	一个位于西伯利亚森林地区的，主要由异人型构造体所结成的特殊组织。\n成立的最初目的是为了防御从森林南部向北移动，进入北极航线联合领地的感染体。\n目前守林人的领袖，是一位叫做罗塞塔的构造体。	Assets/Product/Texture/Image/BgUi/BgFightLoading9.jpg	30	
54	20002	异聚核心	由帕弥什病毒在特殊环境条件下所形成的异聚物，集合到一定规模后产生。\n其质地致密坚硬，能够表现出比通常帕弥什病毒更加复杂的行为。\n拥有操控周围帕弥什病毒异聚物，形成各种异聚体的能力，其内部含有极高密度的帕弥什病毒。\n目前人类对其的认知十分有限，唯一一颗被发现于被感染的国际空间站中。	Assets/Product/Texture/Image/BgUi/BgFightLoading11.jpg	30	
55	20003	新年快乐！	恭贺新禧，新春快乐	Assets/Product/Texture/Image/BgUi/BgFightLoading32.png	30	
56	20004	永久列车·奥赛兰姆	以重核聚变反应堆作为驱动能源，通过将寰宇重工的过滤塔与列车结合，形成阿迪莱特有的车载式过滤系统的改造型列车，\n是为阿迪莱商业联盟所有物。\n列车结构主要由车头、贵族车厢、功能车厢、客运车厢、平民车厢、货运车厢、工业车厢等组成，各部分均为可抛式结构。\n远在黄金时代，该列车已在亚欧大陆上建立了庞大的铁轨网络——阿普斯轨道。	Assets/Product/Texture/Image/BgUi/BgFightLoading13.jpg	30	
57	20004	阿迪莱商业联盟	阿迪莱商业联盟发源于中东地区，是以奥赛兰姆号永久列车为领地的组织。\n在列车长久的行驶中，形成了富有特色的列车文化，被称为奔驰的移动城邦。\n组织内部秉承君主制，以横贯欧亚大陆的商业交易为主业，与大陆各势力均有联系。\n阿迪莱商业联盟崇尚利益，但内部矛盾根深蒂固，当前的首领为阿迪莱四代——阿迪莱·贾米拉·埃米尔。	Assets/Product/Texture/Image/BgUi/BgFightLoading14.jpg	30	
58	20005			Assets/Product/Texture/Image/BgUi/BgFightLoading16.jpg	30	
59	20006	九龙商会	九龙商会为黄金时代东亚沿海城市成立的区域性商会，掌控当地的资产流动和政治导向。\n商会下辖职部九龙众，皆为构造体，以龙生九子的概念命名，分管商会各项组织活动。\n黄金时代，九龙商会曾投入高额的经费与大量人力，进行与“格式塔”同等规模的人工智能项目的研究——“华胥”系统即为其技术结晶。	Assets/Product/Texture/Image/BgUi/BgFightLoading17.jpg	30	
60	20006	九龙夜航船	临海的先天优势使得九龙商会所在区域，贸易业和造船业十分发达。\n夸蛾级武装巨轮——“九龙夜航船”是由黄金时代的九龙商会所制造。\n暮色四合之际，九龙航船都会在港口短暂停泊。\n长灯如昼，高台之上，棚头傀儡，机械伶人舞动，今夜启市。	Assets/Product/Texture/Image/BgUi/BgFightLoading18.jpg	30	
61	20007	联合共同体九龙	联合共同体九龙，前身为黄金时代东亚沿海城市成立的九龙商会。\n其早期技术结晶——格式塔同源AI“华胥”，在帕弥什爆发之际推演出人类自救计划方案。\n而联合共同体九龙首领，曲，据其一方案对民众进行全民改造，启动“万世铭”计划，皆旨为保存地球文明。\n自此，联合共同体九龙闭关锁城，成为完全封闭的独立组织，构造体技术也停留在了空中花园升空之前。	Assets/Product/Texture/Image/BgUi/BgFightLoading19.jpg	30	
62	20008	映画晨星	映画晨星是昭明集团建造的一座大型电影主题水上乐园，它坐落在加勒比海的一座孤岛之上。\n映画晨星的建成离不开世界政府一项整合计划的支持。\n整个乐园处处洋溢着奢华的气息，巨大的鲨士碧儿仿生雕像更是它的标志性建筑。\n因为各种原因，映画晨星从未正式营业，直到升格者的到来，才打开了映画晨星紧闭的大门。	Assets/Product/Texture/Image/BgUi/BgFightLoading20.jpg	30	
63	20008	重灾区	根据帕弥什浓度高低不同，空中花园将地面作战区域划分为四个等级——低级，中级，高级，重灾。\n血清和逆元装置都无法抵御重灾区中极高浓度的帕弥什病毒，再加上感染体在重灾区中会变得更加疯狂的因素，\n让重灾区的危险程度大大提升，导致人类和构造体很难在重灾区存活下来。\n经过特殊调试的构造体虽然能短时间进入重灾区进行勘测，但是均无法胜任长期作战。\n目前已知的重灾区情报均出自空中花园派遣的数支先行小队，其中大多数构造体永远地留在了重灾区之中	Assets/Product/Texture/Image/BgUi/BgFightLoading21.jpg	30	
64	20008	远程链接技术	是“构造体+指挥官”早期战术体系中主要使用的作战方式，人类指挥官通过链接舱远程控制构造体作战，后该作战方式因特殊原因被空中花园废弃。\n随着战争形势的恶化，科学理事会重启了远程链接技术研究。\n根据灰鸦小队指挥官在九龙夜航船中获得的虚假的“枷”，阿西莫夫研制了属于空中花园的便携式远程链接装置。\n于九龙环城一役，科学理事会已将阿西莫夫的研究成果配置到部分小队进行试验，并投入实战当中，取得一定成果。	Assets/Product/Texture/Image/BgUi/BgFightLoading22.jpg	30	
65	20009	机械角鲸	一种拥有角鲸外形的特殊巨型机械仿生生物，目击报告多见于地球两极海域。\n其周身覆盖有火力十分强大的武器系统，而外观最显著部分——头部高耸的长角，必要时可伸缩，并与其意识系统直接相连接。\n关于机械角鲸遗留的资料很少，但其诞生的缘由似乎与意识海系统的研发直接有关。	Assets/Product/Texture/Image/BgUi/BgFightLoading7.jpg	30	
66	20009	北极航线联合	由于人类对聚变技术的掌握，高速破冰船的出现使得人类完全征服北冰洋。\n北极航线自此成为人类贸易最为繁忙的航线。\n由各贸易港口结成的“北极航线联合”，最终成为黄金时代四大经济体之一。\n由于其地理环境特殊，帕弥什病毒长期处于中低浓度状态。	Assets/Product/Texture/Image/BgUi/BgFightLoading8.jpg	30	
67	20009	守林人·其之一	一个位于西伯利亚森林地区的，主要由异人型构造体所结成的特殊组织。\n成立的最初目的是为了防御从森林南部向北移动，进入北极航线联合领地的感染体。\n目前守林人的领袖，是一位叫做罗塞塔的构造体。	Assets/Product/Texture/Image/BgUi/BgFightLoading9.jpg	30	
68	20009	守林人·其之二	以北极航线联合管辖区域作为行动范围的武装守卫组织，成员均是背负‘罪人’污名的异人型构造体。\n守林人基于极地的环境进行了机体和装备的特化调整，使她们无论在雪地还是冰面上，都能进行灵活的作战。	Assets/Product/Texture/Image/BgUi/BgFightLoading23.jpg	30	
69	20010	万世铭	华胥在帕弥什爆发之际推演出的人类自救计划方案——这是曲为了让民众安心而对外宣称的说法。本质是曲根据华胥的推演结果，与当时的九龙众各负责人共同商议出的计划。该计划将九龙子民以数据样本的形式保存在华胥构建的虚拟空间中，让人类得以摆脱痛苦的现实世界。\n九龙环城实际是根据万世铭计划建造于地表的伪装都市，保存着人类样本的数据中枢被封存于环城地下的九龙古都复原遗迹之中，知道进入遗迹方式的人如今只剩下曲。为了让人类存在至地球寿命的终结，曲至今仍在默默推行着万世铭计划。	Assets/Product/Texture/Image/BgUi/BgFightLoading24.jpg	30	
