Id	Name	ModelPath	ModelFaceName	FaceSkinPath	DefaultMoveSpeed	DefaultBodyAnimName	BodyAnimPath	FaceAnimPath
600005	构造体士兵2	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Standup.anim', 2: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stun.anim', 3: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walk.anim', 4: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walkb.anim', 5: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 6: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 7: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 8: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 9: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim'}	
600006	构造体士兵3	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 2: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 3: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 4: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 5: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 6: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 7: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 8: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 9: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim'}	
600007	构造体士兵4	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 2: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 3: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 4: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 5: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 6: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 7: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 8: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 9: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim'}	
600008	构造体士兵5	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 2: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 3: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 4: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 5: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 6: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 7: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 8: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 9: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim'}	
600009	构造体士兵6	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 2: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 3: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 4: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 5: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 6: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 7: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 8: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 9: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim'}	
600010	构造体士兵7	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Standup.anim', 2: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stun.anim', 3: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walk.anim', 4: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walkb.anim', 5: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 6: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 7: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 8: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 9: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim'}	
600011	构造体士兵8	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Standup.anim', 2: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stun.anim', 3: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walk.anim', 4: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walkb.anim', 5: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 6: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 7: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 8: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 9: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim'}	
600012	构造体士兵9	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 2: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 3: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 4: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 5: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 6: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 7: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 8: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 9: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim'}	
600013	构造体士兵10	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 2: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 3: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 4: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 5: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 6: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 7: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 8: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim', 9: 'Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim'}	
600014	女构造体士兵	Assets/Product/Role/CharaterPrefab/Mo1CyborgsoldierMd10004.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 2: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 3: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 4: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 5: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 6: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 7: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 8: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 9: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim'}	
600015	女构造体士兵	Assets/Product/Role/CharaterPrefab/Mo1CyborgsoldierMd10004.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 2: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 3: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 4: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 5: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 6: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 7: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 8: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 9: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim'}	
600016	女构造体士兵	Assets/Product/Role/CharaterPrefab/Mo1CyborgsoldierMd10004.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 2: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 3: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 4: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 5: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 6: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 7: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 8: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim', 9: 'Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim'}	
600017	女构造体指挥	Assets/Product/Role/CharaterPrefab/Mo1CyborgleaderMd10003.prefab			1.5	Stand2	{0: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim', 1: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim', 2: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim', 3: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim', 4: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim', 5: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim', 6: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim', 7: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim', 8: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim', 9: 'Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim'}	
