Id	Name	TradeName	LogName	EnName	Type	Sex	StoryChapterId	Intro	ItemId	LevelUpTemplateId	Priority	EquipType	EquipId	EmotionIcon	Foreshow	DefaultNpcFashtionId	CaptainSkillId	MissionInfo	NeedFirstShow	Code	Element	ShowTimeId	LinkageType	GeneralSkillIds	IsAddGeneral	GeneralElement	Career
1201003	A2	A2	A2	A2	1	1	1	正式名称为寄叶A型二号。如今已不再使用的A型是专门针对近战的寄叶原型机种，并促使2B及9S等正式机种投入实战。	542	1	2080	15	2155001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6001101	120322	未命名		A2	1		1				2
1211002	万事	明觉	万事·明觉	Wanshi	1	2	1	突击鹰小队队员，总是一副睡不醒的样子，但与其相处后都会知道他是一个在危急时刻无比可靠的存在。	543	1	2090	18	2184001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6001201	121222	未命名		BPE-47	3						3
1531003	赛琳娜	岚音	赛琳娜·岚音	Selena	2	1	1	现授格者，前考古小队的一员，拥有美妙的歌喉和卓越的艺术天分，本性温和坚韧，在经历了空间站和红潮事件后，被一名升格者救起。	544	1	2100	19	2194001	Assets/Product/Texture/Image/IconType/IconCharacter4.png		6001301	153322	未命名		BPF-06	4						4
1121003	库洛姆	荣光	库洛姆·荣光	Chrome	1	2	1	空中花园中期军用构造体开发计划第二架的特化型机体。这台机体按照库洛姆本人的要求进行了各项性能的调整与优化。	545	1	2110	20	2204001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6001401	112322	未命名		BPE-07	3						2
1221002	21号	XXI	21号·XXI	No. 21	1	1	1	原代达罗斯实验体，在黑野的一次任务中被回收，后与薇拉一同被调入空中花园执行部队。对人类情绪感知模糊，一旦陷入极端会变得十分凶狠危险。	546	1	2120	21	2214001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6001501	122222	未命名		BPH-22	5						2
1131003	薇拉	绯耀	薇拉·绯耀	Vera	1	1	1	作为薇拉在过去曾经使用过的机体，有着超前而激进的对构造体战设计理念。在最近才正式录入编制，使用特殊的旗枪作为武器。	547	1	2130	23	2234001	Assets/Product/Texture/Image/IconType/IconCharacter2.png		6001601	113322	未命名		BPN-13	4						2
1541003	罗兰	戏炎	罗兰·戏炎	Roland	2	2	1	原本为黄金时代的演员，言行戏谑无常，本性极为较真。	548	1	2140	22	2224001	Assets/Product/Texture/Image/IconType/IconCharacter4.png		6001701	154322	未命名		BPB-26	2						4
1031004	丽芙	极昼	丽芙·极昼	Liv	1	1	1	灰鸦小队队员，出身自生命之星医疗共同体，举止礼貌，善解人意，与稍显柔弱的外表不同，意外地能够承受许多超乎常人的压力。	549	1	2150	24	2244001	Assets/Product/Texture/Image/IconType/IconCharacter4.png		6001801	103422	未命名		BPN-08	2						5
1531004	赛琳娜	幻奏	赛琳娜·幻奏	Selena	1	1	1	赛琳娜的备用机体，在艺术协会一位艺术家的推动下得以完成。一如其名，是幻想的奏鸣，但其中蕴含的感情绝无作假。	550	1	2160	25	2254001	Assets/Product/Texture/Image/IconType/IconCharacter4.png		6001901	153422	未命名		BPF-06	5						5
1551003	蒲牢	华钟	蒲牢·华钟	Pulao	2	1	1	龙子蒲牢的机体并非由常规制式部件制作而成，但却被细致地调整至最适合蒲牢意识海的规格，能够更好发挥她超乎常规的怪力。	551	1	2170	26	2264001	Assets/Product/Texture/Image/IconType/IconCharacter4.png		6002001	155322	未命名		KCS-54	1						4
1051004	七实	遥星之座	七实·遥星之座	Nanami	1	1	1	七实为自己制作的机体，采取了极致轻量化的处理，但无论是其内部技术还是机体强度都已经达到了现有人类科技无法解明的水平。	552	1	2180	27	2274001	Assets/Product/Texture/Image/IconType/IconCharacter4.png		6002101	105422	未命名		MPL-00	2						2
1561003	哈卡玛	隐星	哈卡玛·隐星	Haicma	2	1	1	来自机械教会的机械体，以寻找机械先哲为目的在地球上行动。与其他机械相比，她对“先哲”的追寻似乎还有着别的理由。	553	1	2190	9	2094001	Assets/Product/Texture/Image/IconType/IconCharacter4.png		6002201	156322	未命名		MPA-01	3						4
1071004	卡列尼娜	辉晓	卡列尼娜·辉晓	Karenina	1	1	1	卡列尼娜为了适应月面低重力环境而开发的机体，核心动力系统搭载了最先锐的小型化重力控制装置，甚至能实现短时间的空中机动。	554	1	2200	28	2284001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6002301	107422	不夸奖我下次就不去了。		BPD-72	5			[4]	[True]		2
1571003	诺安	逆旅	诺安·逆旅	Noan	2	2	1	“他”为了救下诺安所制造的机体，最初全身重量只有41.3kg，为了限制使用者行动使用了大量劣化组件，经过空中花园改良，确保各项正常运行。	555	1	2210	29	2294001	Assets/Product/Texture/Image/IconType/IconCharacter4.png		6002401	157322	未命名		BPZ-01	4						4
1041004	比安卡	深痕	比安卡·深痕	Bianca	1	1	1	在对母体碎片进行深度研究的基础上，由黑野制造的新型特化机体。机体自带的溯源装置能够一定程度读取帕弥什残留的信息。	556	1	2220	30	2304001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6002501	104422	未命名		BPO-87	1			[3]			1
1231002	邦比娜塔	琉璃	邦比娜塔·琉璃	Bambinata	1	1	1	在黑野早期构造体的基础之上进行了一系列优化和磨合之后的机体，自从加入执行部队后一直都是清庭白鹭小队的重要成员。	557	1	2230	31	2314001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6002601	123222	未命名		BPM-11	3						1
1011004	里	超刻	里·超刻	Lee	1	2	1	以异聚碎片中的信息和逆元装置的研究资料作为基础研发出的新型特化机体，在一定程度上拥有解读帕弥什语言的能力。	558	1	2240	32	2324001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6002701	101422	未命名		BPN-06	2						1
1091003	艾拉	万华	艾拉·万华	Ayla	1	1	1	结合艺术协会多年的技术累积，在艾拉的主导下设计开发的新机体，在强调战斗性能的同时，保留了艾拉一贯的风格。	559	1	2250	33	2334001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6002801	109322	未命名		BPF-22	3						5
1021005	露西亚	深红囚影	露西亚·深红囚影	Lucia	1	1	1	经历了升格网络的变动，以全新的姿态行走于大地，无人知晓她产生了怎样的变化，但毋庸置疑的是其更为强大的力量。	560	1	2260	34	2344001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6002901	102522	未命名		α	4			[6]	[True]		1
1241002	含英	清商	含英·清商	Hanying	1	1	1	来自九龙的机械体，在机械教会沉眠已久，而今终于苏醒。无限趋近于人类外观的九龙机械工艺结晶，却仍以机械体的身份行动着。	561	1	2270	35	2354001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6003001	124222	未命名		MPK-12	1						3
1221003	21号	森息	21号·森息	No. 21	1	1	1	由黑野主要设计，科学理事会负责监制，针对21号设计了特殊意识海稳定手段的机体。在意识海稳定的基础上，能够大幅提升战斗能力上限。	562	1	2280	36	2364001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6003101	122322	未命名		BPH-22	4						5
1251002	诺克提	擎驱	诺克提·擎驱	Noctis	1	2	1	现三头犬小队成员，曾因一场云波诡谲的阴谋而被迫脱离清理部队，如今已然是三头犬的尖牙。	563	1	2290	37	2374001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6003201	125222	未命名		BPO-03	4						1
1261003	亚里莎	回音	亚里莎·回音	Alisa	1	1	1	拥有能相互连通意识的特殊生物武器铠甲“姐姐”，由黑野极光部队设计制造。如今，回音为了能够真正读懂正义，踽踽行走在无垠的大地。	564	1	2300	4	2043001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6003301	126322	未命名		UPC-15	1			[5]	[True]		5
1271003	拉弥亚	深谣	拉弥亚·深谣	Lamia	1	1	1	拉弥亚的新机体，由露娜使用升格者能力在其旧机体的基础上进行了强化，能够自由切换人类与人鱼的形态。虽然拉弥亚小声表达了想要“身高170”这样的请求，但其人形的身高却依旧只有169厘米。	565	1	2310	38	2384001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6003401	127322	未命名		ATL-01	5						1
1281002	BRS	BRS	BRS	BRS	1	1	1	装备着巨大枪炮，左眼燃烧着蓝色火焰的神秘少女。在无数的世界留下自己的踪迹。	566	1	2320	39	2395001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6003501	128222	未命名		不明	2		1				1
1081004	渡边	尘铭	渡边·尘铭	Watanabe	1	2	1	由遗忘者独立开发,专为应对严苛的作战而设计的机体。在意识海的搭载模块上，采用了与以往完全不同的设计理念。	567	1	2330	40	2404001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6003601	108422	未命名		BPO-29	2			[6]	[True]		2
1521004	曲	启明	曲·启明	Qu	1	1	1	历尽生死，由万世铭重铸淬炼而来的机体，甚至净除掉了授格者本应具有的帕弥什，只是原理结构皆不明晰。	568	1	2340	41	2414001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6003701	152422	未命名		KCS-00	3						1
1291002	布偶熊	觅语	布偶熊·觅语	Teddy	1	1	1	工程部队副队长，擅长程序方面的工作，机体核心配置也更加偏向技术类型，但这并不意味着她毫无战斗能力——她的舞台，不仅仅局限于现实的战场。	569	1	2350	42	2424001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6003801	129222	未命名		BPD-27	5			[1]			3
1171004	露娜	终焉	露娜·终焉	Luna	1	1	1	本为升格网络的代行者之一，在零号代行者事件结束后，为在末日下创造出理想中的乐园，尝试以自身意识抗衡、引导、掌控整个升格网络。	570	1	2360	43	2434001	Assets/Product/Texture/Image/IconType/IconCharacter5.png		6003901	117422	未命名		CDR-02	6			[1]			6
1301002	布丽姬特	耀炎	布丽姬特·耀炎	Bridget	1	1	1	科学理事会针对支援部队的工作内容设计的攻防两用平衡向机体，搭载了许多特殊部件，同时机体的部分功能也进行了相应的调整。	571	1	2370	44	2444001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6004001	130222	未命名		BPO-42	2			[2]			2
1241003	含英	檀心	含英·檀心	Hanying	1	1	1	原产于九龙的女性机械体，温婉善良，在与蒲牢的朝夕相处中觉醒了自我意识；在卷入一场刺杀后被机械教会收留，成为机械教会的成员之一，席位“倒吊人”。	572	1	2380	45	2454001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6004101	124322	未命名		MPK-12	1			[3]			2
1211003	万事	明晰梦	万事·明晰梦	Wanshi	1	2	1	搭载先进自瞄系统的装甲型机体，且保留了部分特属于辅助型机体的医疗装置。万事将全部记忆数据取回，成为更完全的自己。长梦未醒，前行的道路却已然明晰。	573	1	2390	46	2464001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6004201	121322	未命名		BPE-47	3			[5]			2
1021006	露西亚	誓焰	露西亚·誓焰	Lucia	1	1	1	以科学理事会多年的技术积累为基础，搭载Ω核心的新型特化机体，具备高效的空域作战能力。与灰鸦小队缔结的羁绊跨越无数时光，露西亚早已不再迷茫，如今的她坚定、沉稳，一如环绕机体的永恒火焰。	574	1	2400	47	2474001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6004301	102622	未命名		BPL-01	2			[4]			1
1311002	八咫	徊闪	八咫·徊闪	Yata	1	1	1	沿袭八咫人类时代的风格，特化于长线奔袭作战的机体。腕部结构及身后的外装机械臂内置高性能等离子电枢，能够在瞬间爆发强大的动能杀伤力。	575	1	2410	48	2484001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6004401	131222	未命名		BPN-48	4			[5]			1
1051005	七实	芒星之迹	七实·芒星之迹	Nanami	1	1	1	七实亲手设计的机体，披覆深空特化防护涂层，能够勉强适应红潮侵蚀的地表环境，同时兼具卓越的星际航行能力。	576	1	2420	49	2494001	Assets/Product/Texture/Image/IconType/IconCharacter4.png		6004501	105522	未命名		MPL-00	4			[2]			2
1321003	伊什梅尔	幻日	伊什梅尔·幻日	Ishmael	1	1	1	见证了太多文明的起落，伊什梅尔的选择汇聚于此。这副机体，诞生自时间之外的宇宙。组成其躯壳的物质超脱了人类思维所能丈量的极限，一如运行在其中的观测者意志般神秘莫测。	577	1	2430	50	2504001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6004601	132322	未命名		GNS-■■■	6			[1]			7
1331003	莉莉丝	谬影	莉莉丝·谬影	Lilith	1	1	1	洛普拉多斯的财富和早期凛冬计划的技术，共同凝集成这副机体。诡秘的气息不仅仅来自升格网络的垂青，更源于沉淀在她意识海深处的野心和欲望，以及那些历史暗面的秘密。	578	1	2440	51	2514001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6004701	133322	未命名		VAF-38	5			[4]			5
1531005	赛琳娜	希声	赛琳娜·希声	Selena	1	1	1	由科学理事会和艺术协会共同开发，针对授格者专门研发的特化机体。设计中着重提升了意识海的稳定性，适配对象可配合压制装置使出多个声部同时演奏的战斗技巧。	579	1	2450	52	2524001	Assets/Product/Texture/Image/IconType/IconCharacter1.png		6004801	153522	未命名		BPF-06	1			[5]			1
1341002	洁塔薇	破晓	洁塔薇·破晓	Jetavie	1	1	1	告别温暖的摇篮，直面觉醒的痛苦——她挺身跨越无数的末日轮回，兼并矩阵的所有算力而迈入现实。	580	1	2460	53	2534001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6004901	132222	未命名		MAV-01	5			[2]			1
1131004	薇拉	灼惘	薇拉·灼惘	Vera	1	1	1	黑野研发的测试机，初次启动时没能通过狂化测试，在任务期间报废。时隔多年，薇拉重启这副机体，历经狂战与失控后，彻底夺取了机体控制权，并为其取名为“灼惘”。	581	1	2470	54	2544001	Assets/Product/Texture/Image/IconType/IconCharacter2.png		6005001	113422	未命名		BPN-13	2			[6]			5
1351003	维吉尔	维吉尔	维吉尔	Vergil	1	2	1	以神速居合剑术作为主要攻击手段的传奇魔剑士，但丁的双胞胎哥哥。	582	1	2480	55	2555001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6005101	135322	未命名		Vergil	1		1	[3]			1
1361003	但丁	但丁	但丁	Dante	1	2	1	事务所“Devil May Cry”的老板，最强的恶魔猎人，被誉为拥有着传说级的力量。	583	1	2490	56	2565001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6005201	136322	未命名		Dante	2		1	[2]			1
1041005	比安卡	晖暮	比安卡·晖暮	Bianca	1	1	1	在对溯源装置进一步验证的基础上，由科学理事会研发的新型特化机体。机体能够一定程度打乱帕弥什的信息，从而达到削弱帕弥什的效果。	584	1	2500	57	2574001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6005301	104522	未命名		BPO-87	5			[7]			1
1371002	斜奏	裁律	斜奏·裁律	Discord	1	1	1	空中花园设计的新机体，与黑野的旧机体相比意识海不够稳定，输出率起伏较大。	585	1	2510	58	2584001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6005401	137222	未命名		BPN-49	1			[3]			1
1381003	维罗妮卡	铮骨	维罗妮卡·铮骨	Veronica	1	1	1	原机械教会的成员之一，因为种种原因脱离教会，特立独行，比起言语，更擅长用武力来表达自己的内心。	586	1	2520	59	2594001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6005501	138322	未命名		MPK-01	1			[2]			5
1031005	丽芙	霁梦	丽芙·霁梦	Liv	1	1	1	由科学理事会研发出的全新机体，在意识海上应用了黄金时代“生命树计划”中的某套数据，而这副机体的成功落地揭开了新时代的帷幕。	587	1	2530	60	2604001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6005601	103522	未命名		BPN-08	4			[6]			1
1291003	布偶熊	骇影	布偶熊·骇影	Teddy	1	1	1	骇影机体百分之八十的基础设计来自布偶熊自己，布偶熊本想在觅语机体的基础上设计出一副战斗力更强的机体，以防万一。链接伊利希恩的“核心”后，剩下的部分被补全。	588	1	2540	61	2614001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6005701	129322	未命名		BPD-27	3			[7]			5
1141004	罗塞塔	极锋	罗塞塔·极锋	Rosetta	1	1	1	代号为“马尔库特”的最终统合机，完整启动需要借助仿生鲸等机械单位构建统合阵列，另外，本机可以随时切换人或人马型态进行强突破力的战斗。	589	1	2550	62	2624001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6005801	114422	未命名		IH-31C	5			[3]			8
1391003	涅缇娅	亡歌	涅缇娅·亡歌	Nirvatia	1	1	1	未知。	590	1	2560	63	2634001	Assets/Product/Texture/Image/IconType/IconCharacter3.png		6005901	139322	未命名		BPD-27	6			[1]			5
