Id	Name	TypeId	MaxCount	ConvertItemId	ConvertItemCount	PutMajorType	PutCapacity	Icon	SmallIcon	Quality	Priority	SceneObjId	Desc	WorldDesc	LockDesc	IsShow
26110010	补给大师	1	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26110010.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26110010.png	5	1	10	装饰品，可以摆放到指挥官休息室的照片墙上。	收集完商业区所有补给箱的嘉证。	参与「补给箱收集」玩法可获得。	True
26110011	非正式资源	1	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26110010.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26110010.png	5	1	10	非正式资源	非正式资源	非正式资源	
26110012	非正式资源	1	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26110010.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26110010.png	5	1	10	非正式资源	非正式资源	非正式资源	
26120001	超级大差评！！！	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120001.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120001.png	4	1	26120001	典藏照片，可以摆放到指挥官休息室的照片墙上。	皮特离开之后留下的“差评”便签。虽然但是好像——之前的好评留言还没有擦干净哦。	参与「库洛洛咖啡」玩法可获得。	True
26120002	丸丸侦探已就位熊	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120002.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120002.png	4	1	26120002	典藏照片，可以摆放到指挥官休息室的照片墙上。	丸丸侦探已就位，随时准备承接您的委托熊！	参与「库洛洛咖啡」玩法可获得。	True
26120003	繁荣由此启程	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120003.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120003.png	4	1	26120003	典藏照片，可以摆放到指挥官休息室的照片墙上。	临街地段建起了新的商铺，霓虹灯牌接替了夜晚的星光。昔日冷清的街道现已熙熙攘攘，建设有序推进，繁荣由此启程。	参与「商业开发计划」玩法可获得。	True
26120004	庆典欢闹之时	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120004.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120004.png	4	1	26120004	典藏照片，可以摆放到指挥官休息室的照片墙上。	人潮涌动，欢声不息，曾经的坚持与努力造就了如今灯火辉煌的盛景。	参与「商业开发计划」玩法可获得。	True
26120005	此刻星光璀璨	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120005.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120005.png	4	1	26120005	典藏照片，可以摆放到指挥官休息室的照片墙上。	透过舷窗拍摄的星空照片，群星的辉光格外清晰。“我们仰望星辰，自此不惧夜的黑。”	默认获得。	True
26120006	不投放-定格烟火	2	1					Assets/Product/Texture/Image/IconTools/IconDorm001.png	Assets/Product/Texture/Image/IconTools/IconDorm001.png	4	1	26120006				
26120007	不投放-镜前时刻	2	1					Assets/Product/Texture/Image/IconTools/IconDorm001.png	Assets/Product/Texture/Image/IconTools/IconDorm001.png	4	1	26120007				
26120008	不投放-照片8	2	1					Assets/Product/Texture/Image/IconTools/IconDorm001.png	Assets/Product/Texture/Image/IconTools/IconDorm001.png	4	1	26120008				
26120009	不投放-照片9	2	1					Assets/Product/Texture/Image/IconTools/IconDorm001.png	Assets/Product/Texture/Image/IconTools/IconDorm001.png	4	1	26120009				
26120010	不投放-照片10	2	1					Assets/Product/Texture/Image/IconTools/IconDorm001.png	Assets/Product/Texture/Image/IconTools/IconDorm001.png	4	1	26120010				
26120011	“家园”	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120011.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120011.png	4	1	26120011	典藏照片，可以摆放到指挥官休息室的照片墙上。	“窗内窗外，皆是家园”	参与「空域迷航」玩法可获得。	True
26120012	守护星语	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120012.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120012.png	4	1	26120012	典藏照片，可以摆放到指挥官休息室的照片墙上。	我们一同守护了星海中绵延的祝福回声	参与「空域迷航」玩法可获得。	True
26120013	珍藏艺术	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120013.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120013.png	4	1	26120013	典藏照片，可以摆放到指挥官休息室的照片墙上。	露西亚画的阿呆蛙被人称赞 “传神又可爱”，为了画得更好她特意来艺术馆取经。给她鼓励也是指挥官的职责。	参与「邂逅时光」玩法可获得。	True
26120014	沉浸式观影	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120014.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120014.png	4	1	26120014	典藏照片，可以摆放到指挥官休息室的照片墙上。	布偶熊偶尔会在环空影院测试自己的“新玩具”，有空可以去看看进度。	参与「邂逅时光」玩法可获得。	True
26120015	戏里戏外	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120015.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120015.png	4	1	26120015	典藏照片，可以摆放到指挥官休息室的照片墙上。	薇拉似乎会被人当成剧目的演员之一，常常会有人找她要签名。或许真可以找她签一个？	参与「邂逅时光」玩法可获得。	True
26120016	人马与花	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120016.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120016.png	4	1	26120016	典藏照片，可以摆放到指挥官休息室的照片墙上。	绿意在极地是奢侈的东西，但正因如此，才显得格外美丽，罗塞塔会在这里思考各种事情，有空的话或许能听听她在极地的一些见闻。	参与「邂逅时光」玩法可获得。	True
26120017	故地	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120017.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120017.png	4	1	26120017	典藏照片，可以摆放到指挥官休息室的照片墙上。	也许是那天的冰激凌真的很好吃，里日常总会选择在这里放松一会。虽然生活充满变化，好在身边的这些人始终如一。	参与「邂逅时光」玩法可获得。	True
26120018	万事屋	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120018.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120018.png	4	1	26120018	典藏照片，可以摆放到指挥官休息室的照片墙上。	万事屋就是在大家遇到困难时能提供帮助的存在。\n万事是一个很温柔的存在。	参与「邂逅时光」玩法可获得。	True
26120019	人生	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120019.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120019.png	4	1	26120019	典藏照片，可以摆放到指挥官休息室的照片墙上。	就这样与比安卡许下了每个春天都一起赏花的约定。人生就是春天的愿望实现后，便开始期待夏天的愿望，四季往复，岁岁年年。	参与「邂逅时光」玩法可获得。	True
26120020	保持通讯	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	典藏照片，可以摆放到指挥官休息室的照片墙上。	阿西莫夫为不同标签对象设置了不同通讯音提示，这只是优先级分类的基础方法，但决定先回复谁，就纯属私人恩……不，个人情感了。	参与「邂逅时光」玩法可获得。	True
26120021	非正式资源	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	非正式资源	非正式资源	非正式资源	
26120022	非正式资源	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	非正式资源	非正式资源	非正式资源	
26120023	非正式资源	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	非正式资源	非正式资源	非正式资源	
26120024	非正式资源	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	非正式资源	非正式资源	非正式资源	
26120025	非正式资源	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	非正式资源	非正式资源	非正式资源	
26120026	非正式资源	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	非正式资源	非正式资源	非正式资源	
26120027	非正式资源	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	非正式资源	非正式资源	非正式资源	
26120028	非正式资源	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	非正式资源	非正式资源	非正式资源	
26120029	非正式资源	2	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/PhotoIcon/PhotoIcon26120020.png	4	1	26120020	非正式资源	非正式资源	非正式资源	
26200001	展列架	6	1			[4]	[3]	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26200001.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26200001.png	4	1	1				True
26200002	展列架2	6	1			[4]	[3]	Assets/Product/Texture/Image/IconTools/IconDorm001.png	Assets/Product/Texture/Image/IconTools/IconDorm001.png	4	1	3				
26210001	优秀特派员	5	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210001.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210001.png	5	1	4	摆件，可以摆放到指挥官休息室的展列架上。	象征着杰出贡献的荣誉奖杯，授予超额完成露天广场开发计划指标的首席特派员。	参与「商业开发计划」玩法可获得。	True
26210002	咖啡豆也能开出花	5	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210002.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210002.png	5	1	5	摆件，可以摆放到指挥官休息室的展列架上。	罗斯用咖啡豆制作而成的手工咖啡豆花环，靠近后可以闻到淡淡的咖啡香味，据说可以带来好运。	参与「库洛洛咖啡」玩法可获得。	True
26210003	老地方，新旅程	5	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210003.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210003.png	5	1	6	摆件，可以摆放到指挥官休息室的展列架上。	出发吧，指挥官！新的冒险已经开启，更多的惊喜正等待你去发现！	参与「行动指南」可获得。	True
26210004	阿呆蛙玩偶	5	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210004.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210004.png	5	1	1	摆件，可以摆放到指挥官休息室的展列架上。	典藏版的阿呆蛙玩偶，轻轻按一下肚子，它就会发出可爱的“呱呱”声。	参与「心语剧情-露西亚」可获得。	True
26210005	去感受，去记录	5	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210005.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210005.png	5	1	7	摆件，可以摆放到指挥官休息室的展列架上。	去观察一朵花缓慢地盛放，去捕捉晨昏线流动的光影，去嗅闻画板的颜料、齿轮的机油、草茎的露水，去感受世界，记录生活。	参与「行动指南Ⅱ」可获得。	True
26210006	“爆裂”三代无人机模型	5	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210006.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210006.png	5	1	8	摆件，可以摆放到指挥官休息室的展列架上。	卡列尼娜在任务结束后，据她本人所说“顺手而已”搓出来的无人机模型，赠予灰鸦指挥官。	参与「空域迷航」玩法可获得。	True
26210007	非正式资源	5	1					Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210006.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenDorm/DormIcon/DormIcon26210006.png	5	1	8	非正式资源	非正式资源	非正式资源	
