Id	Message	CharacterHead	CharacterName	TeamPic	UnlockTeamPic	UnlockHead	TeamName	RewardName	SinglePic	SingleMessage	SingleName
112	非常有趣的活动，如果可以的话，也想要在九龙举办一次，届时可以找你帮忙吗？	['Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata1.png']	曲	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Egret.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Egret.png		九龙商会	狙击武器			
113	指挥官对这场表演感到尽兴吗？像这样抛开一切，忘我地投入到大海之中。不过嘛，偶尔这么尝试一下，似乎也不错。	['Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Hanying1.png']	罗兰	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ChurchOfMachina.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ChurchOfMachina.png		罗兰	基准角色			
114	小队内部玩沙滩排球的时候，帕露玛队长被莉莲的扔歪的球砸到了，她那副愤怒的表情……咳。	['Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu1.png']	诺安	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ACA.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ACA.png		寒羊小队	降临狙击角色			
201		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3GrayRaven.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3GrayRaven.png		灰鸦小队	主题活动 / 命运主题活动角色		['时间转眼就过了一整年，有指挥官在我们身边，今后灰鸦也一定会向着未来展翅翱翔。', '在指挥官陪伴下度过的一年。可以的话，丽芙想要每年都能给指挥官准备纪念留言。', '记录翻到了新的一年，灰鸦平安无恙，大家仍在并肩作战，我想这就是最好的总结了。']	
202		['Assets/Product/Texture/Image/RolePlayer/RoleHeadQu1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3KCC.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3KCC.png		突击鹰小队	狙击武器		['能与指挥官同行，这是充满回忆的一年，今后的时间，还请继续多多指教。', '指挥官，神威刚刚达成了和指挥官相处满一年的成就，接下来继续挑战成就次数吧。', '一起忙碌了一年，指挥官要注意休息才行，控制好睡眠时间睡眠质量睡眠时机……', '不管过了多久，我能为你和那群家伙做的事都只有一件，把碍事的东西破坏殆尽。']	
203		['Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Forsaken.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Forsaken.png		升格者	基准角色		['满一年，是指我对你的观察满一年了吗？无所谓，时间这种事情我并不在乎。', '时间并不重要，重要的是有没有共同目的，希望你能找到继续维持这种关系的理由。', '在这一年的剧本已经结束，下一年的剧本又会是什么呢？需要来点……惊喜吗？指挥官。']	
204		['Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Nuoketi1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Cerberus.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Cerberus.png		工程部队	降临狙击 / 命运降临狙击角色		['这是给你的礼物，记得过来登门道谢，这点礼节你还是该懂的吧？']	
205		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Aila1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WGAAIrisWarbler.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WGAAIrisWarbler.png		艺术协会	主题活动 / 命运主题活动角色		['指挥官，作为这一年的纪念，艾拉画了指挥官的画像哦，要来艾拉的画室看看吗？', '在我看不见的地方，愿幸福之风也能够时常萦绕于你的身旁，指挥。']	
206		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3PurifyingForce.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3PurifyingForce.png		机械教会	狙击武器		['当当当当，这是今年给指挥官的纪念留言，只要集齐7张，就可以召唤七实啦。', '指挥官陪伴我渡过这一年，下一年就该由我陪伴指挥官渡过，十分合理的交换。']	
207		['Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa1SS.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Lamiya1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Ascendant.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Ascendant.png		清理部队	基准角色		['回望这一年，指挥官阁下会有努力过头的时候，未来，就请让比安卡为你分担一点吧。']	
208		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei1SS.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3StrikeHawk.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3StrikeHawk.png		三头犬小队	降临狙击 / 命运降临狙击角色		['一年的时间，我帮指挥官处理了多少事情呢？也许是时候向指挥官索要回报了。', '指挥官，作为庆祝，来玩纸牌游戏吧。21号，小家伙，指挥官，嗯，人数刚刚好。']	
209		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WorldGovernment.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WorldGovernment.png		北极航线	狙击武器		['已经过去一年了，今后，我也想继续充当指挥官的矛尖，为指挥官扫清障碍。']	
210		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Yalisha1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Unknown.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Unknown.png		九龙商会	基准角色		['春去秋来，事物的变化令人欣喜，但有些事物，还是一如既往为好，你说呢？指挥官。', '满打满算，算了又算，总之就是有一年了吧，要和蒲牢一起做一些纪念点心吗？']	
211		['Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3DarkAries.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3DarkAries.png		寒羊小队	主题活动 / 命运主题活动角色		['愿这份礼物，能为你带来你所期盼的幸运，指挥官。']	
212		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Egret.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Egret.png		清庭白鹭	狙击武器		['过去的邦比娜塔想要把这个交给指挥官，感谢指挥官能够一直在邦比娜塔身边。']	
213		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Hanying1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ChurchOfMachina.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ChurchOfMachina.png		遗忘者	基准角色		['又过了一整年，什么时候再过来坐坐？我换了一把新的吉他，想为你弹一首自己写的歌。']	
214		['Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ACA.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ACA.png		阿迪莱商业联盟	降临狙击 / 命运降临狙击角色		['一年之内没能达成的目标，指挥官可以和苏菲亚一起继续努力吗？', '新的一年重新开始，指挥官就放心地让我提供支援吧，账单我都寄给尼科拉大叔了。']	
301		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3GrayRaven.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3GrayRaven.png		灰鸦小队	主题活动 / 命运主题活动角色		['指挥官，我可以把我的心愿纸条和你的纸条放在同一个漂流瓶中吗？嗯，我想和你漂流在同一个空间，同一片海洋。', '我在漂流瓶里写下了我的愿望……是的，是我自己的，没有代替别人许愿。但这个愿望和你……和我们有关。', '我曾经不明白这种行为的意义，但现在……咳，好了，我给我们的瓶子做了材料补强，现在它能飘到比你想象中更远的地方。']	
302		['Assets/Product/Texture/Image/RolePlayer/RoleHeadQu1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3KCC.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3KCC.png		升格者	狙击武器		['我不会在意这样做的理由，因为我会从你身上找到我想要的答案。', '一场永不休止的流浪，也是你我为数不多的共同点，但你期望什么样的结局？', '注意看，一艘船在瓶中航行，看似自由的罗尔莫船长实则身处看不见的囚笼当中，真可怜。', '漂流瓶真好啊，我也想这样随着海水游荡，在沙滩上找到能说说心事的人，你要不要……呃……还是算了。']	
303		['Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Forsaken.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Forsaken.png		遗忘者	基准角色		['我在瓶子里放了一些谷物的种子，希望借此可以帮助到其他人。指挥官，你要和我一起吗？']	
304		['Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Twentyone1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Nuoketi1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Cerberus.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Cerberus.png		三头犬小队	降临狙击 / 命运降临狙击角色		['瓶子可是装满了我对你的感激之情，好奇的话就去海里捞吧，不过大概已经沉到海床了。', '把心愿写在纸条，放进瓶子漂出去？唔……所以这个瓶子……就是指挥官刚刚放出去的吧？21号捡到了，现在是21号的了。', '漂流瓶这玩意当然是扔得越远越好！指挥官，把你的手上的给我，我和你一起扔！']	
305		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Aila1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WGAAIrisWarbler.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WGAAIrisWarbler.png		艺术协会/虹莺小队	主题活动 / 命运主题活动角色		['我把自己和指挥官的简笔画一起放进瓶子里面了哦，是不是有种一起环球旅行的感觉呢！', '我们和它一样在时间中漂流，但只要铭记心之所向，终能抵达彼岸，你不这么想吗？指挥。']	
306		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3PurifyingForce.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3PurifyingForce.png		清理部队	狙击武器		['不意欲送达目的地的信息……确实是很有指挥官阁下风格的提案呢，我很喜欢。']	
307		['Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa1SS.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Lamiya1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Ascendant.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Ascendant.png		未知	基准角色		['飞行堡垒附近没有大海，我曾经按照书中描述的做过漂流瓶，但没有机会放出去……指挥官？现在是把它送进海里就可以了吗？']	
308		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei1SS.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3StrikeHawk.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3StrikeHawk.png		突击鹰小队	降临狙击 / 命运降临狙击角色		['我在信件署名处写上了你的名字，因为我希望在这场旅途中，有你的那一部分。', '我额外往瓶子里多加了一份我们游戏存档的备份芯片喔！把两人共同搭建的世界展现给下一个人看，不觉得这样超酷的吗？', '唔，向大海寄托自己的心愿吗？明明有求必应愿望机就在你的身边……感觉地位被挑战了呢。', '为什么要把心事塞进瓶子里藏起来送给不认识的人？扔了！有话现在就说，你要说，我也会说。']	
309		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WorldGovernment.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WorldGovernment.png		空中花园	狙击武器		['喂，把你胸口那颗纽扣给我，快，快点！别误会了，只是想研究量子力学......', '小时候，我会把不开心的事情放进漂流瓶，希望它们快快飘走。但现在，我已经能写下许多想要分享给别人的快乐了。']	
310		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Yalisha1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Unknown.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Unknown.png		九龙商会	基准角色		['无论结局如何，它们终究会留下不灭的痕迹，如同我们一般。所以，就让它随着洋流漂泊吧。', '再见，瓶子先生。希望你也可以和蒲牢一样，找到自己想去的地方！']	
311		['Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3DarkAries.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3DarkAries.png		寒羊小队	主题活动 / 命运主题活动角色		['我们也像这个漂流瓶一样，带着心愿从这里逃走吧？']	
312		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Egret.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Egret.png		清庭白鹭	狙击武器		['这个瓶子放进海里，还有这个……这个瓶子，是邦比娜塔要自己留下的。因为，邦比娜塔不想忘记这段记忆。']	
313		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Hanying1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ChurchOfMachina.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ChurchOfMachina.png		机械教会	基准角色		['……好啦！这下，指挥官和我的这两个漂流瓶应该可以一起继续前进啦，不可以分开喔，绝！对！不可以！', '搜救与保护同胞是高优先级事项，所以我在瓶中的通讯媒介上列出了指挥官的联系方式。', '是要把心愿纸条放进这个瓶子里吗？让我来替指挥官书写愿望吧……这个字体，你还喜欢吗？']	
314		['Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ACA.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3ACA.png		阿迪莱商业联盟	降临狙击 / 命运降临狙击角色		['听说，这些瓶子都会飘到一个埋藏着全世界失落财宝的深坑，所以我往瓶子里放了追踪器。', '放自己觉得有意义的物件？……指挥官，你会放什么，让我参考参考呗~']	
401		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3GrayRaven.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3GrayRaven.png		灰鸦小队	主题活动 / 命运主题活动角色		['天气逐渐转凉了，今年的秋季也如约而至。不知道指挥官的衣物是否都足够了？我随信寄来了一条自己编织的围巾，希望能给指挥官带来暖意。', '指挥官，秋季是流感的高发期，平时一定要注意做好防护……啊不好，不小心又在信里写了跟平日一样的话，希望指挥官不要介意。', '突然说要给指挥官寄信，我也不知道写点什么好，可能是因为这些话，我还是想留到和你见面的时候亲自说吧。指挥官，我们待会儿见。']	
402		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Qu1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3KCC.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3KCC.png		九龙商会	狙击武器		['无论再轮更多少个春秋，九龙城的日出都总会如约而至。我也会一直陪伴你见证这个世界的未来，直到永远，伴侣。', '我在信里给指挥官画了一些图案，比如金黄色的麦穗，盛开的木槿，飞在湖面上的红蜻蜓……全部是我在秋天最喜欢的东西哦！']	
403		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Dubian1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Forsaken.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Forsaken.png		遗忘者	基准角色		['你们还真是选了一个复古的交流方式啊，不过我并不讨厌。在一边等待回信的时候一边欣赏着叶子慢慢变黄，是旧时代特有的乐趣。']	
404		['Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Twentyone1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Nuoketi1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Cerberus.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Cerberus.png		三头犬小队	降临狙击 / 命运降临狙击角色		['交换信件？你就那么想要我给你写点东西吗。来，这是我的信，限你在三天内写一封万字回信，可不要给我偷懒。', '21号没有什么心事需要在信里倾诉，因为21号早已经和指挥官无话不谈了。唔……写着写着，又想和指挥官见面了。', '给指挥官以私人身份写封信？虽然没搞太懂，但是这封信寄出去之后，意思就是我们之间的关系变得更特殊了，是吧？']	
405		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Aila1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WGAAIrisWarbler.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3WGAAIrisWarbler.png		艺术协会/虹莺小队	主题活动 / 命运主题活动角色		['枫叶都变红啦！指挥官，我们一起出去秋季采风吧！嗯~这次把指挥官跟我两个人的身影，一起画进速写里怎么样？', '指挥，现在我们也在眺望着同一片秋空，还能像以往一样互通书信。光是这件事，就已经让我感到无比幸福了。']	
406		['Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3PurifyingForce.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3PurifyingForce.png		清理部队	狙击武器		['秋季来临之时，白天越来越短，夜晚就会变得更加漫长。指挥官请一定要注意休息，长夜漫漫，不要过度熬夜。']	
407		['Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Luxiya1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan1.png', 'Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Lamiya1.png']	可以不填	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Ascendant.png	Assets/Product/Texture/Image/UiSummerSignIn/UiSummerSignIn3Ascendant.png		升格者	基准角色		['秋季信笺？哦，原来这就是你们人类今年想到的新把戏……那么，你想从我这里得到怎样的祝福呢？', '当你收到这封信的时候，我已经离开这座城市了。不过，你要是对自己的能力有自信的话，倒可以试试来找我。', '即使是反派角色寄过来的信，灰鸦小队指挥官也会仔细阅读吗？嗯……那下次，来写一些其他的东西怎么样？', '这是我第一次写信，不知道这样写的格式对不对。可能，我还挺喜欢这种不需要正面交流的通讯形式，给你写信的时候，我很安心……']	
