Id	CharacterId	Name	Icon	StoryId	StageId	UnlockLv	ConditionDescript	SectionNumber	TaskId	ExtraDescript	Tips	StageDetailType	StageDetailParams
28	1051001	七实·风暴·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG10504BB		4	信赖度<color=#C14F38>4</color>级解锁	4					
29	1051001	七实·风暴·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG10505BB		5	信赖度<color=#C14F38>5</color>级解锁	5					
30	1051001	七实·风暴·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage105100103.png	HG10506BB		6	信赖度<color=#C14F38>6</color>级解锁	6					
31	1061002	神威·重能·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage106100201.png	HG10601BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
32	1061002	神威·重能·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG10602BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
33	1061002	神威·重能·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG10603BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
34	1061002	神威·重能·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage106100202.png	HG10604BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
35	1061002	神威·重能·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG10605BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
36	1061002	神威·重能·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage106100203.png	HG10606BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
37	1071002	卡列尼娜·爆裂·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage107100201.png	HG10701BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
38	1071002	卡列尼娜·爆裂·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG10702BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
39	1071002	卡列尼娜·爆裂·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG10703BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
40	1071002	卡列尼娜·爆裂·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG10704BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
41	1071002	卡列尼娜·爆裂·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG10705BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
42	1071002	卡列尼娜·爆裂·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage107100202.png	HG10706BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
43	1081002	渡边·夜刃·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage108100201.png	HG10801BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
44	1081002	渡边·夜刃·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG10802BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
45	1081002	渡边·夜刃·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG10803BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
46	1081002	渡边·夜刃·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage108100202.png	HG10804BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
47	1081002	渡边·夜刃·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG10805BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
48	1081002	渡边·夜刃·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage108100203.png	HG10806BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
49	1021002	露西亚·黎明·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100201.png	HG10201BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
50	1021002	露西亚·黎明·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG10202BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
51	1021002	露西亚·黎明·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG10203BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
52	1021002	露西亚·黎明·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG10204BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
53	1021002	露西亚·黎明·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG10205BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
54	1021002	露西亚·黎明·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100202.png	HG10206BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
55	1031002	丽芙·流光·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage103100201.png	HG10301BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
56	1031002	丽芙·流光·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG10302BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
57	1031002	丽芙·流光·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG10303BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
58	1031002	丽芙·流光·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage103100202.png	HG10304BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
59	1031002	丽芙·流光·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG10305BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
60	1031002	丽芙·流光·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage103100203.png	HG10306BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
61	1071003	卡列尼娜·烬燃·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage107100301.png	HG10701BS		1	信赖度<color=#C14F38>1</color>级解锁	1					
62	1071003	卡列尼娜·烬燃·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG10702BS		2	信赖度<color=#C14F38>2</color>级解锁	2					
63	1071003	卡列尼娜·烬燃·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG10703BS		3	信赖度<color=#C14F38>3</color>级解锁	3					
64	1071003	卡列尼娜·烬燃·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG10704BS		4	信赖度<color=#C14F38>4</color>级解锁	4					
65	1071003	卡列尼娜·烬燃·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG10705BS		5	信赖度<color=#C14F38>5</color>级解锁	5					
66	1071003	卡列尼娜·烬燃·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage107100302.png	HG10706BS		6	信赖度<color=#C14F38>6</color>级解锁	6					
67	1031003	丽芙·仰光·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage103100301.png	HG10301BS		1	信赖度<color=#C14F38>1</color>级解锁	1					
68	1031003	丽芙·仰光·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG10302BS		2	信赖度<color=#C14F38>2</color>级解锁	2					
69	1031003	丽芙·仰光·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG10303BS		3	信赖度<color=#C14F38>3</color>级解锁	3					
70	1031003	丽芙·仰光·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG10304BS		4	信赖度<color=#C14F38>4</color>级解锁	4					
71	1031003	丽芙·仰光·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG10305BS		5	信赖度<color=#C14F38>5</color>级解锁	5					
72	1031003	丽芙·仰光·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage103100302.png	HG10306BS		6	信赖度<color=#C14F38>6</color>级解锁	6					
73	1061003	神威·暗能·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage106100301.png	HG10601BS		1	信赖度<color=#C14F38>1</color>级解锁	1					
74	1061003	神威·暗能·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG10602BS		2	信赖度<color=#C14F38>2</color>级解锁	2					
75	1061003	神威·暗能·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG10603BS		3	信赖度<color=#C14F38>3</color>级解锁	3					
76	1061003	神威·暗能·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG10604BS		4	信赖度<color=#C14F38>4</color>级解锁	4					
77	1061003	神威·暗能·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG10605BS		5	信赖度<color=#C14F38>5</color>级解锁	5					
78	1061003	神威·暗能·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage106100302.png	HG10606BS		6	信赖度<color=#C14F38>6</color>级解锁	6					
79	1011003	里·乱数·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage101100301.png	HG10101BS		1	信赖度<color=#C14F38>1</color>级解锁	1					
80	1011003	里·乱数·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG10102BS		2	信赖度<color=#C14F38>2</color>级解锁	2					
81	1011003	里·乱数·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG10103BS		3	信赖度<color=#C14F38>3</color>级解锁	3					
82	1011003	里·乱数·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage101100302.png	HG10104BS		4	信赖度<color=#C14F38>4</color>级解锁	4					
83	1011003	里·乱数·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage101100303.png	HG10105BS		5	信赖度<color=#C14F38>5</color>级解锁	5					
84	1011003	里·乱数·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage101100304.png	HG10106BS		6	信赖度<color=#C14F38>6</color>级解锁	6					
85	1051003	七实·脉冲·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage105100301.png	HG10501BS		1	信赖度<color=#C14F38>1</color>级解锁	1					
86	1051003	七实·脉冲·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG10502BS		2	信赖度<color=#C14F38>2</color>级解锁	2					
87	1051003	七实·脉冲·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG10503BS		3	信赖度<color=#C14F38>3</color>级解锁	3					
88	1051003	七实·脉冲·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage105100302.png	HG10504BS		4	信赖度<color=#C14F38>4</color>级解锁	4					
89	1051003	七实·脉冲·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG10505BS		5	信赖度<color=#C14F38>5</color>级解锁	5					
90	1051003	七实·脉冲·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage105100303.png	HG10506BS		6	信赖度<color=#C14F38>6</color>级解锁	6					
91	1021003	露西亚·深红之渊·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100301.png	HG10201BC		1	信赖度<color=#C14F38>1</color>级解锁	1					
92	1021003	露西亚·深红之渊·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100302.png	HG10202BC		2	信赖度<color=#C14F38>2</color>级解锁	2					
93	1021003	露西亚·深红之渊·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG10203BC		3	信赖度<color=#C14F38>3</color>级解锁	3					
94	1021003	露西亚·深红之渊·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100303.png	HG10204BC		4	信赖度<color=#C14F38>4</color>级解锁	4					
95	1021003	露西亚·深红之渊·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100304.png	HG10205BC		5	信赖度<color=#C14F38>5</color>级解锁	5					
96	1021003	露西亚·深红之渊·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100305.png	HG10206BC		6	信赖度<color=#C14F38>6</color>级解锁	6					
97	1081003	渡边·夙星·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage108100301.png	HG10801BS		1	信赖度<color=#C14F38>1</color>级解锁	1					
98	1081003	渡边·夙星·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG10802BS		2	信赖度<color=#C14F38>2</color>级解锁	2					
99	1081003	渡边·夙星·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG10803BS		3	信赖度<color=#C14F38>3</color>级解锁	3					
100	1081003	渡边·夙星·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage108100302.png	HG10804BS		4	信赖度<color=#C14F38>4</color>级解锁	4					
101	1081003	渡边·夙星·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG10805BS		5	信赖度<color=#C14F38>5</color>级解锁	5					
102	1081003	渡边·夙星·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage108100303.png	HG10806BS		6	信赖度<color=#C14F38>6</color>级解锁	6					
103	1091002	艾拉·溢彩·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage109100201.png	HG10901BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
104	1091002	艾拉·溢彩·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG10902BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
105	1091002	艾拉·溢彩·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG10903BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
106	1091002	艾拉·溢彩·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage109100202.png	HG10904BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
107	1091002	艾拉·溢彩·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG10905BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
108	1091002	艾拉·溢彩·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage109100203.png	HG10906BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
109	1041003	比安卡·真理·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage104100301.png	HG10401BS		1	信赖度<color=#C14F38>1</color>级解锁	1					
110	1041003	比安卡·真理·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG10402BS		2	信赖度<color=#C14F38>2</color>级解锁	2					
111	1041003	比安卡·真理·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG10403BS		3	信赖度<color=#C14F38>3</color>级解锁	3					
112	1041003	比安卡·真理·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage104100302.png	HG10404BS		4	信赖度<color=#C14F38>4</color>级解锁	4					
113	1041003	比安卡·真理·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG10405BS		5	信赖度<color=#C14F38>5</color>级解锁	5					
114	1041003	比安卡·真理·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage104100303.png	HG10406BS		6	信赖度<color=#C14F38>6</color>级解锁	6					
115	1111002	苏菲亚·银牙·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage111100201.png	HG11101BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
116	1111002	苏菲亚·银牙·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG11102BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
117	1111002	苏菲亚·银牙·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG11103BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
118	1111002	苏菲亚·银牙·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage111100202.png	HG11104BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
119	1111002	苏菲亚·银牙·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG11105BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
120	1111002	苏菲亚·银牙·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage111100203.png	HG11106BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
121	1121002	库洛姆·弧光·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage112100201.png	HG11201BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
122	1121002	库洛姆·弧光·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG11202BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
123	1121002	库洛姆·弧光·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage112100202.png	HG11203BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
124	1121002	库洛姆·弧光·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage112100203.png	HG11204BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
125	1121002	库洛姆·弧光·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG11205BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
126	1121002	库洛姆·弧光·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage112100204.png	HG11206BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
127	1021004	露西亚·鸦羽·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100401.png	HG10201BS		1	信赖度<color=#C14F38>1</color>级解锁	1					
128	1021004	露西亚·鸦羽·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG10202BS		2	信赖度<color=#C14F38>2</color>级解锁	2					
129	1021004	露西亚·鸦羽·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG10203BS		3	信赖度<color=#C14F38>3</color>级解锁	3					
130	1021004	露西亚·鸦羽·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100402.png	HG10204BS		4	信赖度<color=#C14F38>4</color>级解锁	4					
131	1021004	露西亚·鸦羽·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG10205BS		5	信赖度<color=#C14F38>5</color>级解锁	5					
132	1021004	露西亚·鸦羽·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100403.png	HG10206BS		6	信赖度<color=#C14F38>6</color>级解锁	6					
133	1131002	薇拉·瑰丽·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage113100201.png	HG11301BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
134	1131002	薇拉·瑰丽·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG11302BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
135	1131002	薇拉·瑰丽·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG11303BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
136	1131002	薇拉·瑰丽·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG11304BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
137	1131002	薇拉·瑰丽·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG11305BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
138	1131002	薇拉·瑰丽·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage113100202.png	HG11306BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
139	1511003	卡穆·狂犬·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage151100301.png	HG15101BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
140	1511003	卡穆·狂犬·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG15102BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
141	1511003	卡穆·狂犬·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG15103BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
142	1511003	卡穆·狂犬·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage151100302.png	HG15104BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
143	1511003	卡穆·狂犬·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG15105BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
144	1511003	卡穆·狂犬·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage151100303.png	HG15106BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
145	1141003	罗塞塔·凛冽·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage114100301.png	HG11401BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
146	1141003	罗塞塔·凛冽·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG11402BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
147	1141003	罗塞塔·凛冽·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG11403BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
148	1141003	罗塞塔·凛冽·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage114100302.png	HG11404BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
149	1141003	罗塞塔·凛冽·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage114100303.png	HG11405BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
150	1141003	罗塞塔·凛冽·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage114100304.png	HG11406BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
151	1521003	曲·雀翎·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage152100301.png	HG15201BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
152	1521003	曲·雀翎·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG15202BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
153	1521003	曲·雀翎·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage152100302.png	HG15203BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
154	1521003	曲·雀翎·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage152100303.png	HG15204BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
155	1521003	曲·雀翎·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG15205BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
156	1521003	曲·雀翎·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage152100304.png	HG15206BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
157	1161002	常羽·游麟·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage116100201.png	HG11601BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
158	1161002	常羽·游麟·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG11602BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
