Id	SkillId	Level	Name	Icon	Desc
101405	1014	5	负力冲锋·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>500%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>1000%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101501	1015	1	负力冲锋·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101502	1015	2	负力冲锋·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101503	1015	3	负力冲锋·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>300%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>600%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101504	1015	4	负力冲锋·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>400%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>800%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101505	1015	5	负力冲锋·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>500%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>1000%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101601	1016	1	负力冲锋·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101602	1016	2	负力冲锋·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101603	1016	3	负力冲锋·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>300%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>600%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101604	1016	4	负力冲锋·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>400%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>800%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
101605	1016	5	负力冲锋·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>500%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>1000%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>2</color>秒。
102101	1021	1	佯攻·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>50%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>100%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102102	1021	2	佯攻·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102103	1021	3	佯攻·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>150%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>300%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102104	1021	4	佯攻·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102105	1021	5	佯攻·物	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>250%</color>物理伤害，命中后会再次顶击敌人，造成<color=#0f70bc>500%</color>物理伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102201	1022	1	佯攻·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>50%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>100%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。附加<color=#935ee1>数据攻击</color>。
102202	1022	2	佯攻·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。附加<color=#935ee1>数据攻击</color>。
102203	1022	3	佯攻·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>150%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>300%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。附加<color=#935ee1>数据攻击</color>。
102204	1022	4	佯攻·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。附加<color=#935ee1>数据攻击</color>。
102205	1022	5	佯攻·火	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>250%</color>火属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>500%</color>大范围火属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。附加<color=#935ee1>数据攻击</color>。
102301	1023	1	佯攻·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>50%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>100%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102302	1023	2	佯攻·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102303	1023	3	佯攻·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>150%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>300%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102304	1023	4	佯攻·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102305	1023	5	佯攻·冰	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>250%</color>冰属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>500%</color>冰属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102401	1024	1	佯攻·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>50%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>100%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102402	1024	2	佯攻·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102403	1024	3	佯攻·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>150%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>300%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102404	1024	4	佯攻·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102405	1024	5	佯攻·雷	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>250%</color>雷属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>500%</color>雷属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102501	1025	1	佯攻·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>50%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>100%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102502	1025	2	佯攻·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102503	1025	3	佯攻·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>150%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>300%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102504	1025	4	佯攻·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102505	1025	5	佯攻·暗	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>250%</color>暗属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>500%</color>暗属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102601	1026	1	佯攻·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>50%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>100%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102602	1026	2	佯攻·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>100%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>200%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102603	1026	3	佯攻·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>150%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>300%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102604	1026	4	佯攻·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>200%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>400%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
102605	1026	5	佯攻·空	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong06.png	任意消除6个基础信号球后，会激活辅助机按钮，释放后元谒会朝向目标冲锋，造成<color=#0f70bc>250%</color>空属性伤害，命中后会再次顶击敌人，造成<color=#0f70bc>500%</color>空属性伤害，造成伤害使敌人眩晕<color=#0f70bc>5</color>秒。
5000001	50000	1	蓄势	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	元谒主动技伤害提高<color=#0f70bc>12%</color>
5000002	50000	2	蓄势	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	元谒主动技伤害提高<color=#0f70bc>24%</color>
5000003	50000	3	蓄势	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	元谒主动技伤害提高<color=#0f70bc>36%</color>
5000004	50000	4	蓄势	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	元谒主动技伤害提高<color=#0f70bc>48%</color>
5000005	50000	5	蓄势	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	元谒主动技伤害提高<color=#0f70bc>60%</color>
5001001	50010	1	加叠演算	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	携带角色攻击力提高<color=#0f70bc>12</color>
5001002	50010	2	加叠演算	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	携带角色攻击力提高<color=#0f70bc>24</color>
5001003	50010	3	加叠演算	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	携带角色攻击力提高<color=#0f70bc>36</color>
5001004	50010	4	加叠演算	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	携带角色攻击力提高<color=#0f70bc>48</color>
5001005	50010	5	加叠演算	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	携带角色攻击力提高<color=#0f70bc>60</color>
5002001	50020	1	越斗越勇	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	元谒释放技能后，携带角色攻击力增加<color=#0f70bc>5</color>，最多叠加3层
5002002	50020	2	越斗越勇	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	元谒释放技能后，携带角色攻击力增加<color=#0f70bc>10</color>，最多叠加3层
5002003	50020	3	越斗越勇	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	元谒释放技能后，携带角色攻击力增加<color=#0f70bc>15</color>，最多叠加3层
5002004	50020	4	越斗越勇	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	元谒释放技能后，携带角色攻击力增加<color=#0f70bc>20</color>，最多叠加3层
5002005	50020	5	越斗越勇	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	元谒释放技能后，携带角色攻击力增加<color=#0f70bc>25</color>，最多叠加3层
5003001	50030	1	趁隙	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	被元谒眩晕的敌人，受到的伤害增加<color=#0f70bc>2%</color>
5003002	50030	2	趁隙	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	被元谒眩晕的敌人，受到的伤害增加<color=#0f70bc>4%</color>
5003003	50030	3	趁隙	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	被元谒眩晕的敌人，受到的伤害增加<color=#0f70bc>6%</color>
5003004	50030	4	趁隙	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	被元谒眩晕的敌人，受到的伤害增加<color=#0f70bc>8%</color>
5003005	50030	5	趁隙	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	被元谒眩晕的敌人，受到的伤害增加<color=#0f70bc>10%</color>
5004001	50040	1	助燃	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	携带角色增加火属性伤害<color=#0f70bc>2%</color>
5004002	50040	2	助燃	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	携带角色增加火属性伤害<color=#0f70bc>4%</color>
5004003	50040	3	助燃	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	携带角色增加火属性伤害<color=#0f70bc>6%</color>
5004004	50040	4	助燃	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	携带角色增加火属性伤害<color=#0f70bc>8%</color>
5004005	50040	5	助燃	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	携带角色增加火属性伤害<color=#0f70bc>10%</color>
