Id	Type	Name	Details	Desc	WorldDesc	Quality	Priority	Icon	SmallIcon	Coffee	Review	IsReDraw	DefaultNum	NpcId	IsShow	UseConditions	Tags	Effects	UnlockDesc
1011	1	社交狂人-7	本时段的座位+1<color=#35ce4e>（上限6）</color>。	本时段的座位+1。	喝着咖啡聊天简直是人生享受！	3	974	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png		-5	True	1	101058	True			[1011]	
1012	1	西蒙-1	下一时段顾客+1<color=#35ce4e>（上限7）</color>；\n下一时段座位+1<color=#35ce4e>（上限6）</color>。	下一时段顾客+1；\n下一时段座位+1。	每次咖啡上新都会立即对他人安利新品。	3	973	Assets/Product/Texture/Image/RoleStory/XimengNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XimengNormal01.png	5	-5	True	1	101094	True			[101201, 101202]	
1013	1	西蒙-3	下一位座位的顾客<Icon=IconCafeReview/>+10。	下一位座位的顾客<Icon=IconCafeReview/>+10。	黑眼圈真的不是喝咖啡喝出来的啊。	3	968	Assets/Product/Texture/Image/RoleStory/XimengNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XimengNormal01.png	5		True	2	101060	True			[1013, 101301]	
1014	1	哈桑-2	入座时，其他顾客每提供10<Icon=IconCafeCoffee/>，自身<Icon=IconCafeCoffee/>+3<color=#35ce4e>（上限15）</color>。	入座时，其他顾客每提供10<Icon=IconCafeCoffee/>，自身<Icon=IconCafeCoffee/>+3。	欢迎议长在百忙之中抽空莅临本店！	3	984	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/HasangNomal01.png		10	True	1	101082	True			[101401, 101402, 101403, 101404, 101405]	
1015	1	哈桑-3	入座时，其他顾客每提供10<Icon=IconCafeReview/>，自身<Icon=IconCafeReview/>+3<color=#35ce4e>（上限15）</color>。	入座时，其他顾客每提供10<Icon=IconCafeReview/>，自身<Icon=IconCafeReview/>+3。	名人效应营销成功案例喜添一。	3	983	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/HasangNomal01.png	10		True	1	101089	True			[101501, 101502, 101503, 101504, 101505]	
1016	1	社交狂人-4	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n有7位顾客时，额外获得座位+1<color=#35ce4e>（上限6）</color>。	本时段的座位+1；\n有7位顾客时，额外获得座位+1。	总觉得店里不够坐了，或许应该给店长提议扩建。	3	977	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png		-5	True	1	101019	True			[101601, 101602]	
1017	1	社交狂人-5	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n已经有3位顾客入座时，额外获得座位+1<color=#35ce4e>（上限6）</color>。	本时段的座位+1；\n已经有3位顾客入座时，额外获得座位+1。	满座时和其他桌陌生人热聊五分钟后成功交友，获得座位。	3	976	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png		-5	True	1	101050	True			[101701, 101703]	
1018	1	社交狂人-6	本时段顾客+1<color=#35ce4e>（上限7）</color>；\n本时段的座位+1<color=#35ce4e>（上限6）</color>。	本时段顾客+1；\n本时段的座位+1。	经常碰到路过的朋友并为店里揽客。	3	975	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png		-5	True	1	101030	True			[101801, 101802]	
1019	1	初次光顾的顾客	复制上一个座位中<Icon=IconCafePurp/>的效果。	复制上一个座位中<Icon=IconCafePurp/>的效果。	第一次来有点紧张......跟着前面的人点就不会出错了吧？	3	939	Assets/Product/Texture/Image/RoleStory/BoshiNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/BoshiNomal01.png			True	1	101049	True			[101901]	
1021	1	西蒙-4	使下一座位的顾客永久获得<Icon=IconCafeCoffee/>+5。	使下一座位的顾客永久获得<Icon=IconCafeCoffee/>+5。	好喝爱喝多喝。	3	967	Assets/Product/Texture/Image/RoleStory/XimengNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XimengNormal01.png	10	-3	True	1	101086	True			[1021]	
1022	1	蕾奥妮-4			休假时喝咖啡消遣，工作时喝咖啡续命。	3	997	Assets/Product/Texture/Image/RoleStory/V270ranNormal04.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V270ranNormal04.png	5	10	True	1	101092	True		[2, 1]	[102201, 102202]	
1023	1	A22	自身前每入座一位顾客，<Icon=IconCafeCoffee/>+2，<Icon=IconCafeReview/>+1。	自身前每入座一位顾客，<Icon=IconCafeCoffee/>+2，<Icon=IconCafeReview/>+1。	一位尊贵的顾客，给钱的。	3	987	Assets/Product/Texture/Image/RoleStory/V210yjyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V210yjyNormal01.png					101028				[102301, 102302]	
1024	1	神秘的慷慨常客-2	自身获得加成时，使<Icon=IconCafeRed/>入座后永久获得<Icon=IconCafeCoffee/>+5。	自身获得加成时，使<Icon=IconCafeRed/>入座后永久获得<Icon=IconCafeCoffee/>+5。	慷慨到心情好的时候会给其他的客人请客。	3	959	Assets/Product/Texture/Image/RoleStory/V2170woldierNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170woldierNormal01.png	10		True	1	101096	True			[102401, 102402, 102403, 102404, 102405, 102406]	
1025	1	神秘的慷慨常客-3	自身获得加成时，本时段的座位+1<color=#35ce4e>（上限6）</color>。	自身获得加成时，本时段的座位+1。	付费保留座位亦是常规操作。	3	958	Assets/Product/Texture/Image/RoleStory/V2170woldierNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170woldierNormal01.png	10	-5	True	1	101097	True			[1310501]	
1026	1	神秘的慷慨常客-4	自身获得加成时，下一位顾客<Icon=IconCafeCoffee/>+15。	自身获得加成时，下一位顾客<Icon=IconCafeCoffee/>+15。	充值余额即将过期？那就直接送给下一位客人吧。	3	957	Assets/Product/Texture/Image/RoleStory/V2170woldierNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170woldierNormal01.png	10	-3	True	1	101098	True			[1320401]	
1027	1	神秘的慷慨常客-5	自身<Icon=IconCafeCoffee/>≥20时，使<Icon=IconCafeRed/>入座后永久获得<Icon=IconCafeCoffee/>+5<color=#35ce4e>（{2001}）</color>。	自身<Icon=IconCafeCoffee/>≥20时，使<Icon=IconCafeRed/>入座后永久获得<Icon=IconCafeCoffee/>+5。	今天全场消费由这位小姐买单！	3	956	Assets/Product/Texture/Image/RoleStory/V2170woldierNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170woldierNormal01.png	10	-2	True	1	101099	True			[102701, 102702, 102703, 102704, 102705, 102706]	
1028	1	西蒙-5	使座位1的顾客<Icon=IconCafeCoffee/>+20%<color=#35ce4e>（{1001}）</color>。	使座位1的顾客<Icon=IconCafeCoffee/>+20%。	在咖啡推荐这件事上是十分可靠的存在。	3	966	Assets/Product/Texture/Image/RoleStory/XimengNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XimengNormal01.png	10		True	1	101100	True			[1440601]	
2001	2	莱亚-1	自身前每入座一位顾客，<Icon=IconCafeCoffee/>+8<color=#35ce4e>（{1399}）</color>。	自身前每入座一位顾客，<Icon=IconCafeCoffee/>+8。	莱亚宣传过的饮品会销量倍增。	4	1989	Assets/Product/Texture/Image/RoleStory/V2140lyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2140lyNormal01.png		5	True	1	101102	True		[1]	[2001, 109999]	
2002	2	神秘的慷慨常客-1	自身获得加成时，<Icon=IconCafeCoffee/>/<Icon=IconCafeReview/>+100%<color=#35ce4e>（{1001}</color>/<color=#35ce4e>{1002}）</color>。	自身获得加成时，<Icon=IconCafeCoffee/>/<Icon=IconCafeReview/>+100%。	领到薪水当天就先充值一半给库洛洛咖啡。	4	1959	Assets/Product/Texture/Image/RoleStory/V2170woldierNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170woldierNormal01.png	20	5	True	1	101101	True		[1, 3]	[2002, 109999, 109998]	
2003	2	社交狂人-2	与<color=#A81CDA>社交狂人-3</color>同时入座时：获得<Icon=IconCafeCoffee/>+20，本时段的座位+1<color=#35ce4e>（上限6）</color>。	与<color=#A81CDA>社交狂人-3</color>同时入座时：获得<Icon=IconCafeCoffee/>+20，本时段的座位+1。	团建宝地！	4	1976	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png	10		True	1	101103	True		[1, 3]	[2003, 200301, 109999, 109998]	
2004	2	社交狂人-3	与<color=#A81CDA>社交狂人-2</color>同时入座时：获得<Icon=IconCafeReview/>+15，本时段的座位+1<color=#35ce4e>（上限6）</color>。	与<color=#A81CDA>社交狂人-2</color>同时入座时：获得<Icon=IconCafeReview/>+15，本时段的座位+1。	经常用好评交换优惠和增杯。	4	1975	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png		5	True	1	101104	True		[1, 3]	[2004, 200401, 109999, 109998]	
2005	2	哈桑-1	<Icon=IconCafeReview/>＜20时，<Icon=IconCafeReview/>+20，否则<Icon=IconCafeCoffee/>+30。	<Icon=IconCafeReview/>＜20时，<Icon=IconCafeReview/>+20，否则<Icon=IconCafeCoffee/>+30。	感恩的心，感谢有议长提供帮助。	4	1956	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/HasangNomal01.png			True	1	101093	True		[3]	[200502, 200501, 109998]	
2006	2	莱亚-2	自身前每入座一位顾客，<Icon=IconCafeReview/>+5<color=#35ce4e>（{1399}）</color>。	自身前每入座一位顾客，<Icon=IconCafeReview/>+5。	“莱亚强烈推荐的店肯定不错！”	4	1988	Assets/Product/Texture/Image/RoleStory/V2140lyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2140lyNormal01.png	10		True	1	101088	True		[1]	[2006, 109999]	
2007	2	蕾奥妮-1			喝一杯咖啡会有一个新的灵感诞生。	4	1999	Assets/Product/Texture/Image/RoleStory/V270ranNormal04.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V270ranNormal04.png	25	10	True	1	101031	True		[1]	[109999]	
2008	2	洛莎-1	若本时段的<Icon=IconCafeReview/>减少，则获得等同于减少量的<Icon=IconCafeCoffee/>，至多30<color=#35ce4e>（{1102}）</color>。	若本时段的<Icon=IconCafeReview/>减少，则获得等同于减少量的<Icon=IconCafeCoffee/>，至多30。	莱亚不在时会化身店里的销量救星。	4	1954	Assets/Product/Texture/Image/RoleStory/V130lsNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V130lsNormal01.png	10		True	1	101062	True		[1]	[2008, 109999]	
2009	2	洛莎-2	消耗至多30<Icon=IconCafeReview/>转化为等量<Icon=IconCafeCoffee/><color=#35ce4e>（{1102}）</color>。	消耗至多30<Icon=IconCafeReview/>转化为等量<Icon=IconCafeCoffee/>。	在盈利营销领域竟也是不可多得的天才小姐。	4	1953	Assets/Product/Texture/Image/RoleStory/V130lsNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V130lsNormal01.png	10		True	1	101010	True		[1]	[2009, 109999]	
2010	2	社交狂人-1	本时段的座位+2<color=#35ce4e>（上限6）</color>。	本时段的座位+2。	一个人来多没意思，至少也要带几个朋友啦。	4	1979	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png		10	True	1	101048	True		[1]	[2010, 109999]	
2011	2	尼科拉	时段每增加1，<Icon=IconCafeCoffee/>+5<color=#35ce4e>（{1001}）</color>，<Icon=IconCafeReview/>-5<color=#ff4747>（{1002}）</color>。	时段每增加1，<Icon=IconCafeCoffee/>+5，<Icon=IconCafeReview/>-5。	“持久战”让人会忍不住多点几杯，但也会逐渐不爽。	4	1940	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/NikelaNomal01.png	20	15	True	1	101094	True		[1, 3]	[201101, 201102, 201103, 201104, 201105, 201106, 201107, 201108, 109999, 109998]	
2012	2	瑞贝卡-1	将未入座的<Icon=IconCafeBlue/>和<Icon=IconCafePurp/>替换为其他顾客；\n有6位顾客时，本时段的座位+1<color=#35ce4e>（上限6）</color>。	将未入座的<Icon=IconCafeBlue/>和<Icon=IconCafePurp/>替换为其他顾客；\n有6位顾客时，本时段的座位+1。	我说这些座位都写了黑野的名字，不满意？	4	1974	Assets/Product/Texture/Image/RoleStory/RuibeikaNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/RuibeikaNormal01.png	30	-10	True	1	101059	True		[1, 3]	[201201, 201202, 109999, 109998]	
2013	2	顾客-B13	本时段的座位+1。在巨额小费、较多小费、少量小费中随机获取一位。	本时段的座位+1。在巨额小费、较多小费、少量小费中随机获取一位。	一位尊贵的顾客，给钱的。	4		Assets/Product/Texture/Image/RoleStory/V210yjyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V210yjyNormal01.png		-10			101048				[201301, 201302, 201303, 201304, 201305, 201306]	
201301	2	巨额小费				4		Assets/Product/Texture/Image/RoleStory/V210yjyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V210yjyNormal01.png	25				101019			[1]	[109999]	
201302	2	较多小费				4		Assets/Product/Texture/Image/RoleStory/V210yjyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V210yjyNormal01.png		15			101047			[1]	[109999]	
201303	2	少量小费				4		Assets/Product/Texture/Image/RoleStory/V210yjyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V210yjyNormal01.png	15	5			101029			[1]	[109999]	
2014	2	莱亚-3	入座座位1：<Icon=IconCafeReview/>+20；\n入座座位2：<Icon=IconCafeCoffee/>+30；\n入座座位3：本时段的座位+1<color=#35ce4e>（上限6）</color>。	入座座位1：<Icon=IconCafeReview/>+20；\n入座座位2：<Icon=IconCafeCoffee/>+30；\n入座座位3：本时段的座位+1。	邀请莱亚小姐成为店里的推销员如何？	4	1987	Assets/Product/Texture/Image/RoleStory/V2140lyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2140lyNormal01.png			True	1	101011	True		[1, 3]	[201401, 201402, 201403, 109999, 109998]	
2015	2	莱亚-4	与<Icon=IconCafeRed/>同时入座时，本时段的座位+1<color=#35ce4e>（上限6）</color>；\n若为时段4，额外获得座位+1<color=#35ce4e>（上限6）</color>。	与<Icon=IconCafeRed/>同时入座时，本时段的座位+1；\n若为时段4，额外获得座位+1。	“店里好像很热闹的样子，我们去瞧瞧吧。”	4	1986	Assets/Product/Texture/Image/RoleStory/V2140lyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2140lyNormal01.png	15	-10	True	1	101062	True		[1]	[201501, 201502, 201503, 201504, 201505, 201506, 201507, 201508, 201599]	
2016	2	莱亚-5	自身入座后，若<Icon=IconCafeRed/>未入座，使入座的顾客获得<Icon=IconCafeCoffee/>+10（<Icon=IconCafeRed/>入座后，后续顾客无法再获得加成）。	自身入座后，若<Icon=IconCafeRed/>未入座，使入座的顾客获得<Icon=IconCafeCoffee/>+10。	莱亚（尽享美味版）	4	1985	Assets/Product/Texture/Image/RoleStory/V2140lyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2140lyNormal01.png	10	-10	True	1	101051	True		[1, 3]	[201607, 201601, 201602, 201603, 201604, 201605, 201606, 109999, 109998]	
3001	2	赛利卡	本时段顾客+2<color=#35ce4e>（上限7）</color>；\n本时段的座位+1<color=#35ce4e>（上限6）</color>。	本时段顾客+2；\n本时段的座位+1。	这不是咖啡，而是苦命牛马的永动鞭子。	4	3020	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/SailikaNomal01.png	15	5	True	1	101088	True		[1]	[300103, 300104, 109999]	
3002	2	麦卡	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n下一位座位的顾客获得<Icon=IconCafeCoffee/>+50%。	本时段的座位+1；\n下一位座位的顾客获得<Icon=IconCafeCoffee/>+50%。	经常一个人来帮工程部队全员订购咖啡。	4	3010	Assets/Product/Texture/Image/RoleStory/V2100mkNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2100mkNormal01.png		5	True	1	101057	True		[1]	[300201, 300203, 300204]	
3003	2	麦卡	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n下一位座位的顾客获得<Icon=IconCafeCoffee/>+50%。	本时段的座位+1；\n下一位座位的顾客获得<Icon=IconCafeCoffee/>+50%。	经常一个人来帮工程部队全员订购咖啡。	4	3010	Assets/Product/Texture/Image/RoleStory/V2100mkNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2100mkNormal01.png		5		1	101050				[300301, 300204]	
4001	4	露西亚	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n入座后，所有入座的顾客永久获得<Icon=IconCafeCoffee/>+5，相同的顾客可继承加成效果。	本时段的座位+1；\n入座后，所有入座顾客永久获得<Icon=IconCafeCoffee/>+5。	常点拉花款式为阿呆蛙和四叶草。	5	4030	Assets/Product/Texture/Image/RoleStory/V2150lxyNormal14.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2150lxyNormal14.png	10		True	1	101200	True		[2, 4]	[400101, 400102, 400103, 400104, 400105, 400106, 400107, 400110, 400112, 400114]	
4002	4	比安卡	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n入座前，每个入座的顾客使自身永久获得<Icon=IconCafeCoffee/>+3；\n入座后，获得<color=#C29F6D>加入</color>效果。	本时段的座位+1；\n入座前，每个入座的顾客使自身永久获得<Icon=IconCafeCoffee/>+3；\n入座后，获得<color=#C29F6D>加入</color>效果。	把咖啡当水喝这种说法还是过于夸张了。	5	4020	Assets/Product/Texture/Image/RoleStory/V3600BiankaNormal04.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V130bakNormal01.png	20	15	True	1	101201	True		[2, 3, 7]	[400201, 400202, 400203, 400204, 400205, 400207, 400208, 400209, 400210, 400211]	
400201	4	斜奏	入座后，使<color=#CC1C1C>帕露玛</color>、<color=#CC1C1C>伊萨琉斯</color>获得<Icon=IconCafeCoffee/>+20。	入座后，使<color=#CC1C1C>帕露玛</color>、<color=#CC1C1C>伊萨琉斯</color>获得<Icon=IconCafeCoffee/>+20。	带着面具喝咖啡这种事，当然是不可能的啊。	5	4019	Assets/Product/Texture/Image/RoleStory/V3700xzNormal02.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V210xzNormal01.png		10			101011	True		[3, 6, 7]	[40020103]	
400202	4	帕露玛	有<color=#CC1C1C>斜奏</color>或<color=#CC1C1C>伊萨琉斯</color>任意一位入座时，获得时段数10倍的<Icon=IconCafeCoffee/><color=#35ce4e>（{1001}）</color>。	有<color=#CC1C1C>斜奏</color>或<color=#CC1C1C>伊萨琉斯</color>任意一位入座时，获得时段数10倍的<Icon=IconCafeCoffee/>。	在光顾时全程几乎零交流的一位顾客。	5	4018	Assets/Product/Texture/Image/RoleStory/PalumaNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/PalumaNormal01.png		10			101086	True		[3, 6, 7]	[40020209, 40020201, 40020202, 40020203, 40020204, 40020205, 40020206, 40020207, 40020208, 40020299]	
400203	4	伊萨琉斯	与<color=#CC1C1C>斜奏</color>和<color=#CC1C1C>帕露玛</color>同时入座时，获得<Icon=IconCafeCoffee/>+100%<color=#35ce4e>（{1001}）</color>。	与<color=#CC1C1C>斜奏</color>和<color=#CC1C1C>帕露玛</color>同时入座时，获得<Icon=IconCafeCoffee/>+100%。	据说会将训练前来一杯咖啡当作自己的定心剂。	5	4017	Assets/Product/Texture/Image/RoleStory/V200yslsNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V200yslsNormal01.png	20				101056	True		[3, 6, 7]	[40020301, 40020302, 40020304]	
4003	4	卡列尼娜	不会提供<Icon=IconCafeReview/>；\n入座座位1时，获得<Icon=IconCafeCoffee/>+25；\n入座座位≥5时，将当前持有的<Icon=IconCafeReview/>转化为2倍<Icon=IconCafeCoffee/><color=#35ce4e>（{1102}）</color>。	不会提供<Icon=IconCafeReview/>；\n入座座位1时<Icon=IconCafeCoffee/>+25；\n入座座位≥5时，将<Icon=IconCafeReview/>转化为2倍<Icon=IconCafeCoffee/>。	咖啡杯怎么就不能做成爆破器造型了？	5	4025	Assets/Product/Texture/Image/RoleStory/KalieninaNomal06.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/KalieninaNomal03.png	25		True	1	101202	True		[2, 3]	[400301, 400302, 400303, 400304, 102201]	
10001		点评员-莫瑞	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n本时段获取<Icon=IconCafeCoffee/>≥40时，<Icon=IconCafeCoffee/>+10<color=#35ce4e>（{1001}）</color>。	本时段的座位+1；\n本时段获取<Icon=IconCafeCoffee/>≥40时，<Icon=IconCafeCoffee/>+10。	成为点评员的理由么？只是觉得或许会有趣。	2		Assets/Product/Texture/Image/RoleStory/MoruiNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/MoruiNormal01.png					101082				[1000101, 1000102, 1000199, 1000198, 1000799, 1000196]	
10002		点评员-莫瑞	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n当前持有的<Icon=IconCafeReview/>≥20时，<Icon=IconCafeCoffee/>+20<color=#35ce4e>（{1001}）</color>。	本时段的座位+1；\n当前持有的<Icon=IconCafeReview/>≥20时，<Icon=IconCafeCoffee/>+20。	效果很好，喝完吼腹泻一整晚没入睡。开个玩笑。	2		Assets/Product/Texture/Image/RoleStory/MoruiNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/MoruiNormal01.png					101049				[1000201, 1000202, 1000199, 1000198, 1000799, 1000196]	
