Id	GroupId	Order	Type	Title	Text	Condition	UnLockTime
1000424	10004	4	2	故事4	布鲁斯的口琴与渡边的吉他演奏在绿洲小队中很受欢迎。	84306011	
1000513	10005	3	1	生日	3月20日	84101210	
1000514	10005	4	1	血型	A型	84101210	
1000515	10005	5	1	身高	172cm	84101210	
1000521	10005	1	2	故事	支援部队队长，战斗能力丝毫不逊于执行者部队的成员。	84101210	
1000613	10006	3	1	生日	4月7日	84101002	
1000614	10006	4	1	血型	A型	84101002	
1000615	10006	5	1	身高	157cm	84101002	
1000621	10006	1	2	故事	出身于九龙夜航船，后因各种原因来到了奥赛兰姆号上，成为列车的护卫之一。	84101002	
1000713	10007	3	1	生日	9月5日	84201101	
1000714	10007	4	1	血型	B型	84201101	
1000715	10007	5	1	身高	■■■■	84201101	
1000721	10007	1	2	故事	九龙夜航船上的九龙众之一，擅长侦查与谍报工作，主要负责数据的采集和监测。	84201101	
1000813	10008	3	1	生日	10月18日	84101004	
1000814	10008	4	1	血型	B型	84101004	
1000815	10008	5	1	身高	182cm	84101004	
1000821	10008	1	2	故事	奥赛兰姆号上的贵族，反对派的主心骨，极力反对贾米拉推行的政策，设计利用苏菲亚刺杀贾米拉，但最终并未成功。	84101004	
1000913	10009	3	1	生日	5月1日	84100112	
1000914	10009	4	1	血型	■■■■	84100112	
1000915	10009	5	1	身高	180cm	84100112	
1000921	10009	1	2	故事1	空中花园的精神领袖，空中花园议会的议长，主管空中花园各方面事物的决策。	84100112	
1000922	10009	2	2	故事2	■■■■	84100112	
1000923	10009	3	2	故事3	■■■■	84100112	
1000924	10009	4	2	故事4	■■■■	84100112	
1000925	10009	5	2	故事5	竭力维持着人类阵线各方势力的平衡，希望能让空中花园早日重回地球。	84100112	
1001013	10010	3	1	生日	6月12日		
1001014	10010	4	1	血型	A型		
1001015	10010	5	1	身高	147cm		
1001021	10010	1	2	故事1	摩尔曼斯克港的住民之一。		
1001022	10010	2	2	故事2	曾被罗塞塔所救，也因此与守林人的众人相识，渐渐理解了守林人并与他们成为了好伙伴。		
1001113	10011	3	1	生日	11月1日		
1001114	10011	4	1	血型	O型		
1001115	10011	5	1	身高	170cm		
1001121	10011	1	2	故事	守林人之一，在罗塞塔离开针叶林期间担任临时领袖，鹿人异人型构造体，头上的鹿角型结构是她的标志特征之一。		
1001213	10012	3	1	生日	10月3日	84101001	
1001214	10012	4	1	血型	AB型	84101001	
1001215	10012	5	1	身高	170cm	84101001	
1001221	10012	1	2	故事1	第四代阿迪莱商业联盟首领，大幅削弱了旧贵族在奥赛兰姆号上的权利，巩固了自己作为首个女王的地位。	84101001	
1001222	10012	2	2	故事2	世上的大部分事物在她眼中都是商人的交易。没有永远的敌人，只有长久的利益。	84101001	
1001313	10013	3	1	生日	6月28日	84306011	
1001314	10013	4	1	血型	A型	84306011	
1001315	10013	5	1	身高	190cm	84306011	
1001321	10013	1	2	故事1	库扎思雪原驻扎部绿洲小队教官，训练出一批批优秀的战士，年轻时曾与尼科拉及哈桑共同执行过某件任务。	84306011	
1001322	10013	2	2	故事2	病毒爆发时为保护群众而战死于前线，尸体下落不明。	84306011	
1001413	10014	3	1	生日	1月18日	84305012	
1001414	10014	4	1	血型	O型	84305012	
1001415	10014	5	1	身高	171cm	84305012	
1001421	10014	1	2	故事1	构造体技术奠基人之一，大大提高了构造体改造实验的成功几率，但为了成功而付出的代价让卡农永远也无法忘怀。	84305012	
1001422	10014	2	2	故事2	最后卡农知道自己再也无法面对构造体改造实验，于是独自离开了研究团队，躲进了052号城市的贫民窟中。在贫民窟中遇到了同样无依无靠的卡列尼娜并收养了她。	84305012	
1001513	10015	3	1	生日	10月23日	84308012	
1001514	10015	4	1	血型	O型	84308012	
1001515	10015	5	1	身高	180cm	84308012	
1001521	10015	1	2	故事	与神威同批次的军用构造体，性格有些内向怯懦，但是为了同伴，仍旧鼓足勇气踏上战场，希望为大家提供力所能及的支援。	84308012	
1001613	10016	3	1	生日	7月10日	84311012	
1001614	10016	4	1	血型	B型	84311012	
1001615	10016	5	1	身高	179cm	84311012	
1001621	10016	1	2	故事	空中花园政务官，史密斯家族的现任家主。	84311012	
1001713	10017	3	1	生日	7月7日	845001010	
1001714	10017	4	1	血型	A型	845001010	
1001715	10017	5	1	身高	■■■■	845001010	
1001721	10017	1	2	故事	多米尼克的同伴，在多米尼克失踪之后便一直在探索抑制帕弥什病毒的方法，通过大量的人体试验研究出了巨型装置——黄金之涡，以此成功抑制住了帕弥什病毒。	845001010	
1001813	10018	3	1	生日	5月1日	84100112	
1001814	10018	4	1	血型	B型	84100112	
1001815	10018	5	1	身高	180cm	84100112	
1001821	10018	1	2	故事1	空中花园军事总司令，空中花园议会的一员，主管空中花园军事方面的各项事务。	84100112	
1001822	10018	2	2	故事2	■■■■	84100112	
1001823	10018	3	2	故事3	■■■■	84100112	
1001824	10018	4	2	故事4	■■■■	84100112	
1001825	10018	5	2	故事5	希望能让空中花园早日夺回地球，并愿意为了这一目的而使用任何手段。	84100112	
1001913	10019	3	1	生日	8月15日	84101106	
1001914	10019	4	1	血型	B型	84101106	
1001915	10019	5	1	身高	140cm	84101106	
1001921	10019	1	2	故事1	九龙夜航船上的九龙众之一，擅长安保工作，主要负责九龙商会的防卫工作。	84101106	
1001922	10019	2	2	故事2	与九龙众其他人不同的是，蒲牢似乎还保留着过去的部分记忆。	84101106	
1002013	10020	3	1	生日	5月26日	84303022	
1002014	10020	4	1	血型	A型	84303022	
1002015	10020	5	1	身高	142cm	84303022	
1002021	10020	1	2	故事	生活在049号城市地下隧道的拾荒者之一。	84303022	
1002113	10021	3	1	生日	9月2日	84100107	
1002114	10021	4	1	血型	AB型	84100107	
1002115	10021	5	1	身高	160cm	84100107	
1002121	10021	1	2	故事1	天空的霸王赛利卡，空中花园的完美秘书长，可以轻松解决任何问题。美貌与实力并存，真正的完美无瑕之人！	84100107	
1002122	10021	2	2	故事2	【监测到该记录近期遭受过异常修改，请尽快与相关人员确认】	84100107	
1002213	10022	3	1	生日	■■■■	84309012	
1002214	10022	4	1	血型	O型	84309012	
1002215	10022	5	1	身高	163cm	84309012	
1002221	10022	1	2	故事1	艺术协会考古小队一员，在歌剧方面造诣极深，美妙的歌喉是她的标志性特征之一。	84309012	
1002222	10022	2	2	故事2	待人温文尔雅，会尽可能照顾到身边的每一个人。	84309012	
1002313	10023	3	1	生日	2月1日	84307011	
1002314	10023	4	1	血型	■■■■	84307011	
1002315	10023	5	1	身高	171cm	84307011	
1002321	10023	1	2	故事1	库扎思雪原北部教会的神父，虔诚的斯诺神父爱着身边的每一个人，就像神爱世人一般。	84307011	
1002322	10023	2	2	故事2	实际为教会于黄金时代神学衰微时紧急启用的仿生机器人之一。	84307011	
1002413	10024	3	1	生日	12月10日	84307021	
1002414	10024	4	1	血型	O型	84307021	
1002415	10024	5	1	身高	173cm	84307021	
1002421	10024	1	2	故事1	173号城市志愿兵之一，虽然不是正规军但是在保卫城市的战斗中表现得比正规军还要英勇。	84307021	
1002422	10024	2	2	故事2	阳光开朗的他总能驱散身边人们的烦恼。	84307021	
1002423	10024	3	2	故事3	与比安卡接触不久后便被代达罗斯公司捉去进行非法的构造体改造实验，于实验中途拼尽全力逃脱。	84307021	
1002424	10024	4	2	故事4	比安卡脱离教会之后，托比遗体的异状才被群众察觉，但即使察觉到托比死前已经是感染构造体的事实，人们也丝毫没有减弱对比安卡的厌恶和恐惧，反而将一切变本加厉地怪罪到比安卡头上。	84307021	
1002425	10024	5	2	故事5	他的遗体后被安置在173号城市的公墓。	84307021	
1002513	10025	3	1	生日	9月1日	84307023	
1002514	10025	4	1	血型	B型	84307023	
1002515	10025	5	1	身高	170cm	84307023	
1002521	10025	1	2	故事1	代达罗斯公司董事长，前黑野成员，因对于构造体的理念不同而脱离了空中花园，集结过去积累的人脉成立了代达罗斯公司。	84307023	
1002522	10025	2	2	故事2	完美主义者，对完美的作品会抱有特殊的情感，对于残次品则会毫无怜悯，当然对于他来说，世上大部分存在都是残次的。	84307023	
1002613	10026	3	1	生日	6月13日	84306021	
1002614	10026	4	1	血型	A型	84306021	
1002615	10026	5	1	身高	170cm	84306021	
1002621	10026	1	2	故事1	25-633军队中队长，被人称为“艾雷岛的鹰喙”，作为王牌空军为世界政府立下无数汗马功劳。	84306021	
1002622	10026	2	2	故事2	在第五次阿卡狄亚行动中，有人曾目击到西里尔出现在行动区域附近，但是第五次阿卡迪亚行动的名单中，并没有西里尔的名字出现。	84306021	
1002713	10027	3	1	生日	1月5日	84309011	
1002714	10027	4	1	血型	AB型	84309011	
1002715	10027	5	1	身高	166cm	84309011	
1002721	10027	1	2	故事	空中花园公共基础教育中心的教职人员之一。	84309011	
1002813	10028	3	1	生日	10月8日	84101108	
1002814	10028	4	1	血型	A型	84101108	
1002815	10028	5	1	身高	■■■■	84101108	
1002821	10028	1	2	故事1	九龙夜航船上的九龙众之一，维里耶的贴身侍卫，主要负责执行各种“见不得光”的事。	84101108	
1002822	10028	2	2	故事2	与九龙众其他人不同的是，睚眦似乎还保留着过去的部分记忆。	84101108	
1002913	10029	3	1	生日	4月21日	84201101	
1002914	10029	4	1	血型	B型	84201101	
1002915	10029	5	1	身高	179cm	84201101	
1002921	10029	1	2	故事	里的弟弟，尼科拉的代理人，作战部门新任战术员。对于莫瑞来说，为了实现自己的目标，空中花园、升格者以及这世间的一切都是自己手中的棋子。	84201101	
1003012	10030	2	1	生日	不详	84800104	
1003013	10030	3	1	血型	O型	84800104	
1003014	10030	4	1	身高	173cm	84800104	
1003021	10030	1	2	故事	触碰了在露娜看来不能触碰的秘密，被露娜公开灭口的升格者。他的存在跟你们尚未遇到的其他升格者也许有所联系…	84800104	
1003112	10031	2	1	生日	■■■■	84313011	
1003113	10031	3	1	血型	■■■■	84313011	
1003114	10031	4	1	身高	■■■■	84313011	
1003121	10031	1	2	故事	卡穆在黑野时期的教官，特殊保安部成员，老练的战士。在卡穆的愤怒一击中丧生。	84313011	
1003212	10032	2	1	生日	■■■■	84800202	
1003213	10032	3	1	血型	■■■■	84800202	
1003214	10032	4	1	身高	155cm	84800202	
1003221	10032	1	2	故事	空中花园的构造体。但其真实的目的是控制安博莉亚向航线联合复仇，为此不惜请求升格者进行协助和保护。	84800202	
1003312	10033	2	1	生日	4月5日	84800202	
1003313	10033	3	1	血型	A型	84800202	
1003314	10033	4	1	身高	176cm	84800202	
1003321	10033	1	2	故事	空中花园的指挥官，在寒羊小队第二次重组时接任。	84800202	
1003412	10034	2	1	生日	■■■■	84800203	
1003413	10034	3	1	血型	■■■■	84800203	
1003414	10034	4	1	身高	175cm	84800203	
1003421	10034	1	2	故事	北极航线联合的总船长。	84800203	
1003512	10035	2	1	生日	■■■■	84900201	
1003513	10035	3	1	血型	■■■■	84900201	
1003514	10035	4	1	身高	■■■■	84900201	
1003521	10035	1	2	故事	熊人型的仿生机械，和七实一起阻止了仿生机械与人类间的战争。	84900201	
1003612	10036	2	1	生日	■■■■	84314012	
1003613	10036	3	1	血型	■■■■	84314012	
1003614	10036	4	1	身高	■■■■	84314012	
1003621	10036	1	2	故事	守林人的一员，在雪林之中保护了普夫和罗塞塔。	84314012	
1003712	10037	3	1	生日	■■■■	84314011	
1003713	10037	4	1	血型	■■■■	84314011	
1003714	10037	5	1	身高	■■■■	84314011	
1003721	10037	1	2	故事1	罗塞塔的爷爷，不允许罗塞塔表现出哪怕一丝软弱。	84314011	
1003722	10037	2	2	故事2	为了能得到清算自己和罗塞塔身上的罪孽的机会，他选择独自驾船出海去猎杀机械角鲸。	84314011	
1003812	10038	2	1	生日	12月23日	84102214	
1003813	10038	3	1	血型	B型	84102214	
1003814	10038	4	1	身高	160cm	84102214	
1003821	10038	1	2	故事	清庭白鹭的指挥官，在双子带来的灾难中失去了一只眼睛。	84102214	
1003912	10039	2	1	生日	9月1日	84101415	
1003913	10039	3	1	血型	O型	84101415	
1003914	10039	4	1	身高	177cm	84101415	
1003921	10039	1	2	故事	黑野集团明面上的负责人之一。	84101415	
1004012	10040	2	1	生日	3月7日	84102022	
1004013	10040	3	1	血型	B型	84102022	
1004014	10040	4	1	身高	167cm	84102022	
1004021	10040	1	2	故事	监察院的最高负责人。	84102022	
1004112	10041	2	1	生日	3月14日	84102529	
1004113	10041	3	1	血型	O型	84102529	
1004114	10041	4	1	身高	167cm	84102529	
1004121	10041	1	2	故事	法奥斯军事学院新一届的首席毕业生，与以往关于“首席”的各类传闻印象不同，她似乎正在遭受着不小的非议。	84102529	
1004212	10042	2	1	生日	6月29日	84101502	
1004213	10042	3	1	血型	AB型	84101502	
1004214	10042	4	1	身高	165cm	84101502	
1004221	10042	1	2	故事	■■■■	84101502	
1004312	10043	2	1	生日	7月3日	84102313	
1004313	10043	3	1	血型	A型	84102313	
1004314	10043	4	1	身高	160cm	84102313	
1004321	10043	1	2	故事	凡妮莎的母亲，邦比娜塔的养母，曾是黑野的研究员，似乎与洛莎认识。	84102313	
1004412	10044	2	1	生日	4月16日	84102313	
1004413	10044	3	1	血型	B型	84102313	
1004414	10044	4	1	身高	171cm	84102313	
1004421	10044	1	2	故事	凡妮莎的父亲，邦比娜塔的养父，曾是黑野的研究员。	84102313	
1004513	10045	3	1	生日	1月4日	84102641	
1004514	10045	4	1	血型	■■■■	84102641	
1004515	10045	5	1	身高	141cm	84102641	
1004521	10045	1	2	故事1	阿西莫夫的小助手，父亲是兰特，母亲是安，两人都曾是科学理事会的一员，在洛莎生日当天死于原因不明的家电事故。	84102641	
1004522	10045	2	2	故事2	母亲留下的遗物中，有一个和惑砂一模一样的发卡。	84102641	
1004612	10046	2	1	生日	9月6日	84102022	
1004613	10046	3	1	血型	A型	84102022	
1004614	10046	4	1	身高	170cm	84102022	
1004621	10046	1	2	故事	黑野集团的研究员。	84102022	
1004712	10047	2	1	生日	5月1日	84101607	
1004713	10047	3	1	血型	B型	84101607	
1004714	10047	4	1	身高	173cm	84101607	
1004721	10047	1	2	故事	丘鹬小队的指挥官。	84101607	
1004812	10048	2	1	生日	7月9日	84102001	
1004813	10048	3	1	血型	O型	84102001	
1004814	10048	4	1	身高	177cm	84102001	
1004821	10048	1	2	故事	诺曼矿业集团家族的长子，布偶熊的哥哥。	84102001	
1004912	10049	2	1	生日	10月15日	84102201	
1004913	10049	3	1	血型	AB型	84102201	
1004914	10049	4	1	身高	161cm	84102201	
1004921	10049	1	2	故事	黑野方的研究主管。	84102201	
1005012	10050	2	1	生日	8月1日	84102475	
1005013	10050	3	1	血型	O型	84102475	
1005014	10050	4	1	身高	179cm	84102475	
1005021	10050	1	2	故事	空中花园军方参谋部的参谋长。	84102475	
1005112	10051	2	1	生日	9月17日	84101728	
1005113	10051	3	1	血型	A型	84101728	
1005114	10051	4	1	身高	165cm	84101728	
1005121	10051	1	2	故事	生命之星的教授，曾是丽芙的老师，实际年纪似乎比外表看起来大很多。	84101728	
1005212	10052	2	1	生日	10月20日	84602452	
1005213	10052	3	1	血型	O型	84602452	
1005214	10052	4	1	身高	187cm	84602452	
1005221	10052	1	2	故事	新奥克蕾镇的镇长，与妻子奥克蕾·诺曼共同创建了这个小镇，虽然看着不好相处，但在镇民之中很有声望。	84602452	
1005312	10053	2	1	生日	9月1日	84602452	
1005313	10053	3	1	血型	O型	84602452	
1005314	10053	4	1	身高	178cm	84602452	
1005321	10053	1	2	故事	新奥克蕾镇的治安官，也是镇长麦克斯的儿子，虽然正义感强烈，但无论是经验还是头脑都尚不成熟。	84602452	
1005412	10054	2	1	生日	■■■■	84102641	
1005413	10054	3	1	血型	■■■■	84102641	
1005414	10054	4	1	身高	188cm	84102641	
1005421	10054	1	2	故事	原名基尔戈·屈鲁特，黄金时代著名的精神病医师、心理学家、作家和杀人犯。 是代行者之一。	84102641	
1005512	10055	2	1	生日	4月1日	84102641	
1005513	10055	3	1	血型	■■■■	84102641	
1005514	10055	4	1	身高	153cm	84102641	
1005521	10055	1	2	故事	冯·内古特手下的升格者之一，拥有大量的复制体。	84102641	
