Id	GroupId	Order	Type	Title	Text	Condition
9210021	92100	1	2	故事	寰宇重工制作的空中监视机器人，可以按照设定好的路线进行巡逻，比地面监视机器人更灵活	800008
9213011	92130	1	1	资料1	长枪原本是马戏团的旗杆，被驯兽师拔下作为武器	800007
9213012	92130	2	1	资料2	骑着的机器野猪是马戏团中的一员，移动速度快，保持着动物的野性，极具攻击性	800007
9213021	92130	1	2	故事	驭兽师是协助人类对马戏团中的野兽进行管理的表演用机器人，黄金时代早期，马戏团中的机器野兽表演曾一度受到大众欢迎，但很快人们便对这种表演厌倦，于是人类驯兽师越来越少，机器驭兽师继续进行着这项表演工作	800008
9217011	92170	1	1	资料1	根据残存的记忆与手边可得的材料而制成的信仰符号，但似乎已经变成了屠戮的工具。	800007
9217012	92170	2	1	资料2	为了生存而对破败不堪的身体进行极不协调的改造 ，外形上变得越发恐怖。	800007
9217021	92170	1	2	故事1	被帕弥什病毒感染后，仍残存着信仰、坚持执行布道任务的机械。沦为病毒的牺牲品后，其信仰似乎发生了改变。	800008
9217022	92170	2	2	故事2	是科技高度发展，宗教神学信仰衰微之后，因为机器的意志不会动摇并且永远会执行指令，所以教会选用了一批仿生机器人进行宗教布道等活动，布道者是其中之一	800008
9218011	92180	1	1	资料1	被感染后不再执行过去的命令，被杀戮人类支配了行动，随手捡起家用的刀具就加入了屠杀的行列	800007
9218012	92180	2	1	资料2	缺少保养，体内的线路裸露在外，刀刃也变得破败不堪	800007
9218021	92180	1	2	故事	普通人也能使用的泛用型服务机器人，执行主人命令的一切，人们身边最常见的型号，具备着类人外形，能够执行人类多方面的命令	800008
9220011	92200	1	1	资料1	复眼式红外侦测仪，用来检测周围环境来判断是否到达目标地点，到达后随即开始自爆，被感染后主要用来检测周围是否有人类，可以实现360°旋转，比裂变原虫能够检测的范围更大	800007
9220012	92200	2	1	资料2	未启用时呈现饼状，不会发生爆炸，便于运输，启用后展开，内部的裂变反应堆被机械外壳保护起来，防止在引爆前被敌人击中核心而破坏。	800007
9220021	92200	1	2	故事	军用爆破机器人，体型微小，能像虫子一样行走在各种战场中，可以根据设定的指令移动到指定位置进行爆破，是裂变原虫强化了火力和隐蔽性的升级版	800008
9221011	92210	1	1	资料1	割草机，无论是在城市中种植作物，还是切割杂草都十分有用的工具，与园丁绑定在一起的工具	800007
9221012	92210	2	1	资料2	防止草屑溅到机体内的围裙，但是在如今的环境中早就丧失了它原本的功能	800007
9221021	92210	1	2	故事	黄金时代早期产物，多用于庄园维护，城市绿化工作，和农业，功能简单	800008
9214011	92140	1	1	资料1	红外侦测仪，用来检测周围环境来判断是否到达目标地点，到达后随即开始自爆，被感染后主要用来检测周围是否有人类。	800007
9214012	92140	2	1	资料2	未启用时呈现圆球状，不会发生爆炸，便于运输，启用后圆球展开，能看到内部的小型裂变反应堆。反应堆既是驱动能源，也是引爆核心	800007
9214021	92140	1	2	故事	工业爆破用的简易机器人，体型微小，能像虫子一样行走在狭窄的矿坑之中，可以根据设定的指令移动到指定位置进行爆破	800008
9215011	92150	1	1	资料1	液压系统，支持机体进行折叠弯曲等动作。也是整个机体的驱动核心	800007
9215012	92150	2	1	资料2	三足交替前进，可以应对大部分地表情况，具有一定的弹跳能力	800007
9215013	92150	3	1	资料3	机体前段可展开，漏出内部的钻头状结构，可以对目标附近的地形进行一定修改，便于进行起重工作	800007
9215021	92150	1	2	故事	黄金时代的便携式千斤顶，能够轻易支撑起重物，多用于工业和悬浮汽车的修理	800008
9216011	92160	1	1	资料1	位于身体两侧，能够分别在上下、左右方向各有转动180°的轻型火炮	800007
9216012	92160	2	1	资料2	散热口，结构简单，长时间射击时散热口会变红冒气，进行散热	800007
9216021	92160	1	2	故事	寰宇重工制作的城市中常见的安保机器人，可以按照设定好的路线进行巡逻，能够接受监视器发射的信号，从而定位到入侵者，随后展开攻击，配备着简单的火力，会自动攻击那些没有在城市中认证过的敌人	800008
9219011	92190	1	1	资料1	盾牌因年久失修已经变得扭曲，装备着简单的护具	800007
9219012	92190	2	1	资料2	行动较为笨拙，但是作为肉盾而言防御性能值得肯定	800007
9219021	92190	1	2	故事	警用大型安保机器人，在暴乱发生的时候他们会第一时间赶到现场组成盾牌防线，减小人员伤亡	800008
9002011	90020	1	1	资料	病毒爆发后库罗罗也没有表现出被感染的现象，也不会袭击人类，被认定为安全的机械生物。	
9002021	90020	1	2	故事	免疫时代早期出现在人类视野中的机械种族，制造者不详，拥有较高的智能，并且具备多种形态，对收集螺母有着近乎狂热的兴趣。	
9246011	92460	1	1	资料1	复合型扫描仪，可以在深海使用热成像来扫描生物，通过声呐来扫描环境	800007
9246012	92460	2	1	资料2	多功能高压水枪，用来切割岩床开采矿物的主要工具，能够持续喷射进行切割，同时可以瞬间喷射来快速移动	800007
9246013	92460	3	1	资料3	耐高压迷彩涂料，能够帮助深海潜伏者免疫深海高压，同时使自身融入深海环境，免受大部分海底生物的干扰	800007
9246021	92460	1	2	故事	深海工业机器人，主要负责海底岩床的结构加工以及资源开采，通过核聚变驱动，会将聚变反应物he-4储存在体内	800008
9248011	92480	1	1	资料1	位于身体两侧，能够分别在上下、左右方向各有转动180°的轻型火炮	800007
9248012	92480	2	1	资料2	结构和功能比城市用哨戒机炮更高级，能够免疫太空中各种射线辐射，必要时甚至可以在空间站外部活动	800007
9248013	92480	3	1	资料3	底座拥有较强的抓地性，使机体即使在太空的真空环境下也能牢牢抓住空间站的地面	800007
9248021	92480	1	2	故事1	寰宇重工制作的太空用安保机器人，可以按照设定好的路线进行巡逻，能够接受监视器发射的信号，从而定位到入侵者，随后展开攻击，配备着简单的火力，会自动攻击那些没有在空间站中认证过的敌人，直接用寰宇命名表示了人类征服宇宙的野心	800008
9248022	92480	2	2	故事2	被感染后机体循环液带有极高的帕弥什浓度，会流淌在寰宇机炮走过的位置，对人类和构造体造成伤害	800008
9249011	92490	1	1	资料1	悬浮机翼，支持寰宇监视器进行悬浮飞行，但本身结构简单，所以飞行距离有限，但是不能忽视它瞬间的飞行冲刺能力	800007
9249012	92490	2	1	资料2	支撑爪，寰宇监视器在未启动时使机体停在地面的结构，被感染后开始使用支撑爪进行攻击	800007
9249021	92490	1	2	故事1	寰宇重工制作的太空用监视机器人，可以按照设定好的路线进行巡逻，直接用寰宇命名表示了人类征服宇宙的野心	800008
9249022	92490	2	2	故事2	被感染后机体循环液带有极高的帕弥什浓度，经过空间站的暴力加工，能看到循环液从破损处不断滴落	800008
9247011	92470	1	1	资料1	液压系统，支持机体进行折叠弯曲等动作。也是整个机体的驱动核心	800007
9247012	92470	2	1	资料2	三足交替前进，可以应对大部分地表情况，具有一定的弹跳能力	800007
9247013	92470	3	1	资料3	机体前段可展开，漏出内部的钻头状结构，可以对目标附近的环境进行一定修改，便于进行后续工作	800007
9247014	92470	4	1	资料4	底座拥有较强的抓地性，使机体即使在太空的真空环境下也能牢牢抓住空间站的地面	800007
9247021	92470	1	2	故事1	寰宇重工制作的太空用工业千斤顶，能够轻易支撑起重物，用于空间站的加工和维护工作，直接用寰宇命名表示了人类征服宇宙的野心	800008
9247022	92470	2	2	故事2	被感染后机体循环液带有极高的帕弥什浓度，经过空间站的暴力加工，能看到循环液从破损处不断滴落	800008
9260011	92600	1	1	资料1	折叠电锯，解体目标以及切割铁轨用	800007
9260012	92600	2	1	资料2	头部可以360°旋转，从各个角度攻击目标	800007
9260021	92600	1	2	故事	从癌变列车的车厢中生产的机器人，移动速度快，体型较小，会持续追踪铁轨沿线的人类文明及机械，并将追踪获得的数据实时传输给癌变列车，本是列车的分解模块，被核心感染后加装了移动底座	800008
9262011	92620	1	1	资料1	折叠机炮，能在短时间内倾泻大量弹药射杀目标	800007
9262012	92620	2	1	资料2	头部可以360°旋转，从各个角度攻击目标	800007
9262013	92620	3	1	资料3	动态捕捉器，火控单元的瞄准系统，可以根据指令瞄准目标并射击，同时可以从捕捉器下方的缺口处发射飞弹	800007
9262021	92620	1	2	故事	从癌变列车的车厢中生产的机器人，移动速度快，体型较小，收到癌变列车和追踪者的数据之后会朝目标发起攻击，本是列车的火力模块，被核心感染后加装了移动底座	800008
9261011	92610	1	1	资料1	折叠焊枪，用来车辆及轨道维护，以及机械拆解拼接工作，癌变列车上数量最多的机器人，自身受损时会从车厢中涌出大量焊接机器人，对受损部位进行快速修复	800007
9261012	92610	2	1	资料2	头部可以360°旋转，从各个角度攻击目标	800007
9261013	92610	3	1	资料3	激光发射器，可以发射激光，发射时白色圆孔旋转打开，激光从中射出	800007
9261021	92610	1	2	故事	从癌变列车的车厢中生产的机器人，移动速度快，体型较小，主要负责采集铁轨周围可利用的物资，焊接到癌变列车上，也负责列车维修和铁轨铺设工作，本是列车的修复模块，被核心感染后加装了移动底座	800008
9067011	90670	1	1	资料1	双手可以在自身周围产生演出用的效果粒子，在表演时营造氛围	800007
9067012	90670	2	1	资料2	烟粉主要从事戏剧性演出的工作，保留着大部分人类女性的特征，他们的脸部结构经过特殊设计，能够根据需要自由改变模样。脸部完全打开后会漏出隐藏在脸部下方的易容装置和进行攻击的枪口	800007
9067021	90670	1	2	故事	九龙夜航船上表演用国风机械傀儡伶人，黄金时代出口商品，主要作用是代替人类进行高难度的杂耍表演。	800008
9066011	90660	1	1	资料1	吊人的结构轻巧，宽松的外袍之下只有一根细长的脊椎连接着整个身躯。	800007
9066012	90660	2	1	资料2	手脚采用质地轻盈但坚硬的木材制作而成，最大限度地减轻机体重量，追求极致的轻盈	800007
9066021	90660	1	2	故事	九龙夜航船上表演用国风机械傀儡伶人，黄金时代出口商品，主要作用是代替人类进行高难度的杂耍表演。	800008
9064011	90640	1	1	资料1	力士的双手有巨大的力量，他在戏台上进行的也都是展现机械力量的表演，充满了力学美感。	800007
9064012	90640	2	1	资料2	表演之余力士还会进行货物运输工作，自己本身也可以折叠成球形结构进行快速移动。	800007
9064021	90640	1	2	故事	九龙夜航船上表演用国风机械傀儡伶人，黄金时代出口商品，主要作用是代替人类进行高难度的杂耍表演。	800008
9065011	90650	1	1	资料	舞轮十分灵活，能够进行各种技巧性演出，机体上的轮盘能够随意转动，多个舞轮一起表演时场面会十分华丽。	800007
9065021	90650	1	2	故事	九龙夜航船上表演用国风机械傀儡伶人，黄金时代出口商品，主要作用是代替人类进行高难度的杂耍表演。	800008
9069011	90690	1	1	资料1	禄存和至尊在迎敌模式中消耗的能量能够通过雕像模式进行补充。	800007
9069012	90690	2	1	资料2	部分禄存和至尊会因为故障而永远无法从雕像模式苏醒，化为联合共同体九龙这座城市的一部分。	800007
9069021	90690	1	2	故事	联合共同体九龙拥有初期的构造体制作技术，并且将其应用到自己的防卫力量身上，而两种量产型构造体“至尊”和“禄存”就是九龙力量的代表，本身形似护法和金刚的这些构造体会在外敌入侵九龙之时启动，从严肃的雕像变成可怕的守护者。	800008
9071011	90710	1	1	资料1	擅长多种乐器演奏，可以根据氛围自由切换演奏风格。	800007
9071012	90710	2	1	资料2	腰间的扩音器与映画晨星的主控程序相连，不仅可以播放自己的乐曲，也可以播放主控程序的广播通知。	800007
9071021	90710	1	2	故事1	世界通用玩具公司在黄金时代中期生产的服务用机器人，在映画晨星中主要负责节目的表演以及水上乐园的导游工作。	800008
9071022	90710	2	2	故事2	命名出自黄金时代知名电影《歌舞时代》中的配角名称	800008
9072011	90720	1	1	资料1	多条机械臂大大提升了马天尼的工作效率，每条机械臂都可以单独设置输出功率，达到能源的高效利用。	800007
9072012	90720	2	1	资料2	因为程序逻辑较为单一，所以偶尔会把正在调制中的酒甩飞，溅游客一身。	800007
9072021	90720	1	2	故事1	世界通用玩具公司在黄金时代中期生产的服务用机器人，在映画晨星中主要负责调制酒类以及水上乐园的清洁工作。	800008
9072022	90720	2	2	故事2	命名出自黄金时代知名电影《碟中谍之空中花园的阴影001》中的著名调酒	800008
9073011	90730	1	1	资料1	机体采用轻量级材质制成，结合脚部的蹼型结构可以让白先生在海水中来去自如。	800007
9073012	90730	2	1	资料2	不会游泳的游客可以向白先生交纳一笔钱，这样白先生就会亲自教你游泳，直到你学会为止。	800007
9073021	90730	1	2	故事1	世界通用玩具公司在黄金时代中期生产的服务用机器人，在映画晨星中主要负责救助溺水者以及水上乐园的安保工作。	800008
9073022	90730	2	2	故事2	命名出自黄金时代知名电影《落水板》中的配角名称	800008
9225011	92250	1	1	资料1	面容腐朽，内部线路四散。	800005
9225012	92250	2	1	资料2	碳钢剑已被病毒蚀刻。	800005
9225021	92250	1	2	故事	曾经是九龙商会的剑道教练机器人，部分型号曾用于进行地下角斗活动，由于其强大的剑术技巧，被感染后成为了四处游荡且十分具有威胁的存在	800007
9226011	92260	1	1	资料	身体结构保持了暴龙的特征，强有力的后足和修长的尾巴	800005
9226021	92260	1	2	故事1	在机械复原风潮下，科波菲尔针对古代动物——龙进行机械复原的产物，将激光和龙的造型结合于一体，收藏于自己的庄园博物馆中	800007
9226022	92260	2	2	故事2	是收藏品也是守卫庄园的机关，头部打开后露出脖子处的激光发射器，攻击那些被脖子两侧的探测仪扫描到的敌人	800007
9233011	92330	1	1	资料1	遮挡风沙的斗篷，即使被感染仍然穿在身上，但能看到斗篷已经有些破损	800005
9233012	92330	2	1	资料2	因为沙漠中经常变化的天气，远程武器受到限制，所以装载了可弹出式的刀片，非战斗时可以将刀刃收进小臂中	800005
9233013	92330	3	1	资料3	弯曲的下肢强化了爆发力，也更适应在沙地中进行移动，移动速度很快	800005
9233021	92330	1	2	故事	沙漠中使用的运输机器人，头部类似于猫头鹰的结构是当地的一种图腾信仰，能够应对沙漠的恶劣天气，在沙漠中的各个人类据点之间进行巡逻、传递信息等工作，虽然是家用机器人，但是为了应对当地恶劣的气候和野兽，所以加入了自卫用的刀刃	800007
9235011	92350	1	1	资料1	粗壮的手臂可以轻易搬动各种重物，用来攻击也十分有杀伤力	800005
9235012	92350	2	1	资料2	液氮冷冻剂，既是驱动能源也是灭火工具，向目标区域投掷后能造成低温区域来实现灭火目的，被感染后管子内还装入了易燃物质，使本用来灭火的工具变成了纵火的利器	800005
9235021	92350	1	2	故事	黄金时代中期产物，起初用在工业消防领域，后被拓展至全领域使用，不仅可以用来消防，还能用来搬运重物，常见于火灾现场、重工厂、码头等地	800007
9236011	92360	1	1	资料1	拆解刀刃，可以从多个角度解体目标，纵使身体年久失修变得残破，刀刃也十分锋利	800005
9236012	92360	2	1	资料2	结构简单，容易破坏，机体上能看到很多修复的痕迹	800005
9236013	92360	3	1	资料3	警示灯，长时间工作可能会导致机体过热，过热时警示灯会亮起，需要转动阀门进行散热	800005
9236021	92360	1	2	故事	黄金时代早期产物，功能简单，是在回收工厂中拆解报废机器人以及其他机械产品的机器人，但是体型较大，切割刀刃锋利，让它更具威胁	800007
9237011	92370	1	1	资料1	以前被考古队用来定位、爆破远程目标的弓箭，箭簇为爆破弹药。	800005
9237012	92370	2	1	资料2	外披为考古队曾经驻扎时的帐篷	800005
9237021	92370	1	2	故事	曾经和地球上的考古学家们搭档进行遗迹探索，受到帕弥什病毒感染后在遗迹内引发了骚乱，最后和人类一起被埋藏在倒塌的遗迹中。由于适应多种地形环境，所以有着强大的立体机动能力，擅长攀岩与跳跃。	800007
9022011	90220	1	1	资料1	原为用于勘探和挖掘、采集土壤的工具，材质十分坚固，现在已经被感染体作为攻击的武器	800005
9022012	90220	2	1	资料2	拆卸了考古队仪器外壳改造成的简易护具。	800005
9022021	90220	1	2	故事	曾经和地球上的考古学家们搭档进行遗迹探索，受到帕弥什病毒感染后在遗迹内引发了骚乱，最后和人类一起被埋藏在倒塌的遗迹中。由于适应多种地形环境，所以有着强大的立体机动能力，擅长攀岩与跳跃。	800007
9239011	92390	1	1	资料1	未启动时呈现载具型，可以让人类进行驾驶，能看到车载指示灯、方向盘和履带等明显的载具特征	800005
9239012	92390	2	1	资料2	左手的钻头可以进行挖掘，探测，钻井等工作，右手的发射器可以喷洒肥料、火焰、炮弹	800005
9239021	92390	1	2	故事	曾经是城市内施工的大型农业机械，帕弥什病毒爆发初期，被人类民改军，改装后在战斗中使用，但只能在病毒过滤塔范围内行动，不能离开城市，否则就会被感染。大撤退时期被大规模销毁，科波菲尔收容着仅存的几台之一	800007
9240011	92400	1	1	资料1	巨大的角，冲击力强大，野性十足，角前段的锋利程度堪比刀片，能够轻易撞碎物体	800005
9240012	92400	2	1	资料2	接受信号的天线，可以根据指令变更静止时的动作，也是侦测敌对的工具	800005
9240021	92400	1	2	故事	在机械复原风潮下，科波菲尔针对古代动物——斗牛进行机械复原的产物，收藏于自己的庄园博物馆中	800007
9241011	92410	1	1	资料1	接收天线，用来接收人类的信号，并将勘探的数据发送给人类的工具	800005
9241012	92410	2	1	资料2	电火花发生器，除了探测地下结构的功能外，还能进行金属焊接工作，是地下城建设的主要实行工具	800005
9241013	92410	3	1	资料3	酸液存储器，驱动机体运作，同时可以对地下有毒气体进行收集过滤的装置，也能够存储酸液进行攻击	800005
9241014	92410	4	1	资料4	可进行360°转动的脖子结构和巨大的复眼探测器，能够在黑暗的地下清晰地捕捉各种环境信息	800005
9241021	92410	1	2	故事	黄金时代后期产物，原东京附近的城市对白蚁进行机械复原的产物，这个时期人们开始在地表下建立城市，工蚁就是用来进行地下城开拓、建设工作的工具	800007
9762011	97620	1	1	资料1	驾驶舱，可以供人类进入其中进行驾驶，特制的外壳也可以保护驾驶舱中的人类，被感染后人类已经无法进入其中，透过驾驶舱的外壳甚至能看到有些驾驶舱中的人类骸骨	800005
9762012	97620	2	1	资料2	位于后方的机枪塔，可以全方位自由转向，弹药打完后会自动从下方的弹夹内换弹	800005
9762021	97620	1	2	故事	寰宇重工制作的高级安保机器人，可以按照设定好的路线进行巡逻，也可以让人类进入其中进行驾驶，能够接受监视器发射的信号，从而定位到入侵者，随后展开攻击，配备着强力的火力，会自动攻击那些没有在城市中认证过的敌人	800007
9234011	92340	1	1	资料1	长矛状武器，利用风能和光能产生射线进行攻击，可以存储、传导能源	800005
9234012	92340	2	1	资料2	像是神仆一样的装束，给人一种神圣古老的感觉	800005
9234021	92340	1	2	故事	是机械复原风潮下，针对失落的埃及文化进行机械复原的产物，给人高傲沉默的感觉，是欧西里斯忠诚的护卫	800007
9238011	92380	1	1	资料1	制式刀和自动手枪，让构造体同时拥有近战和远程两种攻击手段	800005
9238012	92380	2	1	资料2	带有分析仪和逆元装置的面具，帮助构造体侦查地表环境，抵御帕弥什的感染	800005
9238021	92380	1	2	故事	空中花园的构造体士兵，标准配置，能力平庸	800007
9242011	92420	1	1	资料1	左手轻型手炮，右手巨型火炮，让武藏陆型的火力压制能力大幅度提升，火炮发射的弹药还拥有吸附作用	800005
9242012	92420	2	1	资料2	机器人装甲，可以拆卸下来进行保养	800005
9242021	92420	1	2	故事	九龙商会的军用士兵，原本仅仅用于商会辖区的安保工作，后来出于外交因素，将技术共享，让武藏 陆型机器人走入更多人的视野	800007
9245011	92450	1	1	资料1	喷射鱼叉，可以进行中距离射击，也可通过鱼叉击中并牵引目标	800005
9245012	92450	2	1	资料2	左手可变形成手斧形态，进行近距离劈砍攻击	800005
9245013	92450	3	1	资料3	信号接收器，用来与同伴共享情报以及接受人类指令	800005
9245014	92450	4	1	资料4	推进器，推进器为极地机兵提供了强劲的移动力辅助，可以让其在海面上高速移动，甚至可以在陆地进行一定时间的飞行	800005
9245015	92450	5	1	资料5	能源仓，通过核聚变产生能量来驱动全身，同时可以将反应产物再次加工进行利用，达成永动，支持极地机兵进行长时间单兵作战	800005
9245021	92450	1	2	故事	寰宇重工生产的海陆两用士兵，用于海域的巡逻及驱逐工作，头部是驾驶舱，可供人类坐在其中进行操作，从外部无法看到驾驶员的模样，无人控制时也可以进入全自动模式，病毒爆发后有人撬开了极地机兵的驾驶舱，只看到内部的生物已经变成了非人非兽的怪异模样，根本看不出驾驶员原本的姿态	800007
9263011	92630	1	1	资料1	全身可以360°旋转，从各个角度攻击目标	800005
9263012	92630	2	1	资料2	配备着各种武器，用来进行地貌改造，还被用来发射到目标位置后进行自动防卫工作	800005
9263021	92630	1	2	故事1	从癌变列车的车厢中生产的机器人，移动速度较慢，体型较大，本是列车的勘探模块，被核心感染后在两侧加装了移动底座，勘探单元用来扫描列车周边环境及物体移动反应，也可以通过列车巨炮发射到远处，进行环境勘探，为修复单元铺设铁轨提供帮助	800007
9263022	92630	2	2	故事2	本身圆球结构是为了便于列车巨炮发射而设计的，在到达指定地点后可以展开，漏出内部的勘探仪器进行勘探作业，列车上的勘探单元则可以直接展开，扫描列车周围环境，并将周遭信息传递给列车主控程序	800007
9050011	90500	1	1	资料1	运算中枢，用来处理数据以及接受空间站主控程序发送的信号	800005
9050012	90500	2	1	资料2	中转器，用来接收空间站中各个机械的信号，用来启动空间站的各个设备，可以通过太空中的太阳能充能，也可以连接空间站的核聚变能量舱进行充能，调整能量输出功率后，能够释放出射线进行攻击	800005
9050021	90500	1	2	故事	空间站生产管控模块，用来管理庞大的空间站，它们各自游荡在被分配的区域，整理数据，调控设施，最终把信息传递给空间站的主控程序	800007
9068011	90680	1	1	资料1	锋利的双刀是她的标志性武器，能够对敌人发动高速斩击，将对方四分五裂。	800005
9068012	90680	2	1	资料2	睚眦对伞情有独钟，在非工作时期睚眦喜欢举着伞在夜航船四处漫步。同时伞的特殊质地能够帮睚眦一定程度上阻挡敌人的攻击。	800005
9068021	90680	1	2	故事1	九龙夜航船的九龙众为首领捏造的盗版概念，他们作为百戏班的顶梁柱，同样以龙生九子的概念作为九个构造体的包装，表面上是交易会上表演的高级献艺人，实际为保镖团，被植入了控制芯片，执行以首领的安全为第一的命令。	800007
9068022	90680	2	2	故事2	睚眦除了保护首领以外一直从事着暗杀工作，替首领排除那些违抗之人。	800007
9070011	90700	1	1	资料1	至尊比禄存有更猛烈的火力和更强的攻击性，胸部与面部可以打开，漏出内部的发射仓进行突然袭击。	800005
9070012	90700	2	1	资料2	看似笨重的身躯其实也有着极高的灵活性和爆发力，他们从雕像模式苏醒时发动的突袭往往能在瞬间击溃侵犯九龙的敌人。	800005
9070021	90700	1	2	故事	联合共同体九龙拥有初期的构造体制作技术，并且将其应用到自己的防卫力量身上，而两种量产型构造体“至尊”和“禄存”就是九龙力量的代表，本身形似护法和金刚的这些构造体会在外敌入侵九龙之时启动，从严肃的雕像变成可怕的守护者。	800007
9274011	92740	1	1	资料	未启动时阿茂会缩成西瓜状，在水上乐园四处滚动，游客可以在自己的随身终端上随时呼叫阿茂。	800005
9274021	92740	1	2	故事1	世界通用玩具公司在黄金时代中期生产的服务用机器人，在映画晨星中主要负责贩卖饮料及烟花的工作。	800007
9274022	92740	2	2	故事2	在映画晨星吉祥物选举大赛中落选。	800007
8110011	81100	1	1	资料	双足和支撑柱，让庞大的身体能够行动自如，移动速度快，能看到驱动的线路裸露在外	800003
8110021	81100	1	2	故事	曾经是城市内施工的大型工程器械，帕弥什病毒爆发初期，被人类民改军，改装后在战斗中使用，但只能在病毒过滤塔范围内行动，不能离开城市，否则就会被感染。	800004
8130011	81300	1	1	资料1	始终坚持穿着高级礼服，即便衣服已经破损，这表示了他对于人类社会的认同与坚守。	800003
8130012	81300	2	1	资料2	对传统剑具和骑士精神有执著，反映了他对人类意志的认可和继承。虽然失去了雇主，但仍然坚守忠诚。	800003
8130021	81300	1	2	故事	上流社会使用的管家型机器人，执行者的升级版，忠诚地守护主人的一切，作战方式优雅从容，虽然武装只有手中的一把刺剑，但能够灵活应对各种距离的对手。脸部添加了仿生皮肤，看起来更像人类	800004
8140011	81400	1	1	资料1	修女使用的能力主要是升格者风格的能力，技能原理主要是就汲取帕弥什病毒的能量，然后释放	800003
8140012	81400	2	1	资料2	攻击方式具有帕弥什和宗教神罚的风格	800003
8140021	81400	1	2	故事	是科技高度发展，宗教神学信仰衰微之后，因为机器的意志不会动摇并且永远会执行指令，所以教会选用了一批仿生机器人进行宗教布道等活动，修女是其中之一	800004
8141011	81410	1	1	资料	基本没被目睹过单独行动的情况，一般都是受修女召唤而来	800003
8141021	81410	1	2	故事	召唤出来的是死在修女手中，然后被修女重新构造并忠于自己的小宠物	800004
8120011	81200	1	1	资料	火炮的弹药耗尽无法继续战斗，从城市中随手扯下一块路障，插入钢筋后变成钝剑来作为武器	800003
8120021	81200	1	2	故事1	曾经是九龙商会辖区的镇暴士兵，因城市被攻陷时受伤而留下断后	800004
8120022	81200	2	2	故事2	受到一位人类少女笨拙的包扎，虽然没用但仍然一直缠在头上	800004
8120023	81200	3	2	故事3	被感染后四处游荡，大部分时候没有很强的攻击欲望，但是一旦战斗起来就会进入无差别攻击模式，无论感染体还是人类都会成为它的攻击目标	800004
8150011	81500	1	1	资料1	体内储存了大量颜料，能够自动混合出需要的材质与颜色。	800003
8150012	81500	2	1	资料2	胸前两端各有一个扬声器，是昂贵高端的音响，设计者相信绘画与音乐交融会产生美妙的化学效应。	800003
8150013	81500	3	1	资料3	有喷涂功能的右手，可以完成一些人力难以实现的绘画效果。	800003
8150021	81500	1	2	故事1	用于大型喷绘领域的喷涂机械，能够将颜料在体内混合成需要的材质，使用笨拙的攻击手段来驱赶妨碍艺术创作的敌人。	800004
8150022	81500	2	2	故事2	在被病毒感染后，会使用构造体的循环液混合荧光剂以及合成冷媒，制作出具有攻击性的“颜料”，可以直接喷射，或压缩储存在喷罐中作为投掷的冰冻炸弹，或雾化后大量散播到空气中干扰侦查	800004
8170011	81700	1	1	资料1	外装甲内部是被改造后的构造体，其肢体已呈现出严重感染的状态。	800003
8170012	81700	2	1	资料2	尖刺不仅用于防御和攻击，同时也是破坏装甲内部构造体身体，加深病毒感染，增幅其力量的刑具。	800003
