Id	GroupId	CommunicationId	CommunicationType	CommunicationIcon	Name	Condition	Order	BtnContent	UnLockTime	NpcName	NpcHandIcon	UiType	ContentsGroupId
1023	1002	1130	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	520通讯-神威·暗能	770200	23	我会好好珍藏的。		神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	2	1130
1024	1002	1140	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	520通讯-卡列尼娜·烬燃	770200	24	那换拥抱怎么样？		卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	2	1140
1025	1002	1150	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	520通讯-七实·脉冲	770200	25	谢谢…嗯？		七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	2	1150
1026	1002	1160	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	520通讯-α	770200	26	这个要求有点难实现呢……		α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	2	1160
1027	1002	1170	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	520通讯-渡边·夙星	770200	27	我也想见你。		渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	2	1170
1028	1002	1180	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	520通讯-艾拉·溢彩	770200	28	我已经准备好了！		艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	2	1180
1029	1002	1190	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	520通讯-比安卡·真理	770200	29	嗯，我等下就到。		比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	2	1190
1030	1002	1200	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	520通讯-苏菲亚·银牙	770200	30	苏菲亚，谢谢		苏菲亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	2	1200
1031	1002	1210	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	520通讯-库洛姆·弧光	770200	31	到我身边来吧。		库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	2	1210
60001	1005	1220	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	520通讯-露西亚·鸦羽	770200	32	非常漂亮，谢谢你，露西亚。		露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	2	60001
60002	1005	1230	3	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	520通讯-薇拉·瑰丽	770200	33	我不会走的。		薇拉	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	2	60002
60003	1005	1240	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	520通讯-卡穆·狂犬	770200	34	好，好沉……我会好好享用的。		卡穆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	2	60003
60004	1005	1250	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	520通讯-罗塞塔·凛冽	770200	35	感谢。		罗塞塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	2	60004
60005	1005	1260	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	520通讯-曲·雀翎	770200	36	我很荣幸。		曲	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	2	60005
60006	1005	1270	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	520通讯-常羽·游麟	770200	37	我很期待。		常羽	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	2	60006
1032	1003	900	2	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	六一节通讯-赛利卡	770200	32	……好，那么六一快乐。		赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	2	900
1033	1004	2001	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	白色情人节通讯-露西亚 红莲	770200	33	好的，露西亚。		露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	2	2001
1034	1004	2002	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	白色情人节通讯-露西亚 黎明	770200	34	我也很高兴。		露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	2	2002
1035	1004	2003	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	白色情人节通讯-露西亚 鸦羽	770200	35	一定会的。		露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	2	2003
1036	1004	2004	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	白色情人节通讯-α	770200	36	但是阿尔法明明……		α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	2	2004
1037	1004	2005	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	白色情人节通讯-里 异火	770200	37	嗯！我明白！		里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	2	2005
1038	1004	2006	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	白色情人节通讯-里 乱数	770200	38	以后也要一直这样哦。		里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	2	2006
1039	1004	2007	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	白色情人节通讯-丽芙 蚀暗	770200	39	你也要好好休息。		丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	2	2007
1040	1004	2008	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	白色情人节通讯-丽芙 流光	770200	40	我也会的。		丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	2	2008
1041	1004	2009	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	白色情人节通讯-丽芙 仰光	770200	41	待会见，丽芙。		丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	2	2009
1042	1004	2010	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	白色情人节通讯-神威 重能	770200	42	一直都有，神威。		神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	2	2010
1043	1004	2011	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	白色情人节通讯-神威 暗能	770200	43	明天见，神威。		神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	2	2011
1044	1004	2012	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	白色情人节通讯-比安卡 零度	770200	44	比安卡，今天是……		比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	2	2012
1045	1004	2013	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	白色情人节通讯-比安卡 真理	770200	45	我也很充实，比安卡。		比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	2	2013
1046	1004	2014	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	白色情人节通讯-卡列尼娜 爆裂	770200	46	节日快乐，卡列尼娜		卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	2	2014
1047	1004	2015	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	白色情人节通讯-卡列尼娜 烬燃	770200	47	我很开心，卡列尼娜。		卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	2	2015
1048	1004	2016	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	白色情人节通讯-七实 风暴	770200	48	我答应你。		七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	2	2016
1049	1004	2017	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	白色情人节通讯-七实 脉冲	770200	49	是这样么？		七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	2	2017
1050	1004	2018	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	白色情人节通讯-渡边 夜刃	770200	50	一切都会变好的，渡边。		渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	2	2018
1051	1004	2019	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	白色情人节通讯-渡边 夙星	770200	51	这还不够哦。		渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	2	2019
1052	1004	2020	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	白色情人节通讯-库洛姆 弧光	770200	52	那你可要快一点。		库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	2	2020
1053	1004	2021	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	白色情人节通讯-苏菲亚 银牙	770200	53	好好放松一下吧，苏菲亚。		苏菲亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	2	2021
1054	1004	2022	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	白色情人节通讯-薇拉 瑰丽	770200	54	那你想要什么？		薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	2	2022
1055	1004	2023	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	白色情人节通讯-卡穆 狂犬	770200	55	是什么呢？		卡穆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	2	2023
1056	1004	2024	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	白色情人节通讯-罗塞塔 凛冽	770200	56	我去和你一块看雪吧。		罗塞塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	2	2024
1057	1004	2025	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	白色情人节通讯-曲 雀翎	770200	57	我所想的亦是如此。		曲	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	2	2025
1058	1004	2026	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	白色情人节通讯-常羽 游麟	770200	58	你高兴就是最好的礼物。		常羽	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	2	2026
1059	1004	2027	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	白色情人节通讯-露娜 银冕	770200	59	但是我们活在当下，露娜。		露娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	2	2027
1060	1004	2028	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	白色情人节通讯-艾拉 溢彩	770200	60	谢谢你，艾拉。		艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	2	2028
1061	1004	2029	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSailinna1.png	白色情人节通讯-赛琳娜 岚音	770200	61	夏天也要在一起哦。		赛琳娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSailinna1.png	2	2029
1062	1004	2030	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	白色情人节通讯-万事 明觉	770200	62	好梦，万事。		万事	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	2	2030
1063	1006	3002	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	520通讯-里	84602101	63	我来了，里！	2022/5/30 10:00	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	2	3002
1064	1006	3006	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	520通讯-露西亚	84602102	64	当然可以了，露西亚。	2022/5/30 10:00	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	2	3006
1065	1006	3010	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Lifu1.png	520通讯-丽芙	84602103	66	谢谢，丽芙。	2022/5/30 10:00	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Lifu1.png	2	3010
1066	1006	3012	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	520通讯-比安卡	84602104	67	乐意之至，比安卡。	2022/5/30 10:00	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	2	3012
1067	1006	3015	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	520通讯-七实	84602105	68	欸……这是什么时候……？	2022/5/30 10:00	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	2	3015
1068	1006	3017	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	520通讯-神威	84602106	69	不会让你久等的。	2022/5/30 10:00	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	2	3017
1069	1006	3019	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	520通讯-卡列尼娜	84602107	70	你到底准备了什么礼物啊……！	2022/5/30 10:00	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	2	3043
1070	1006	3021	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	520通讯-渡边	84602108	71	没问题。	2022/5/30 10:00	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	2	3021
1071	1006	3022	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	520通讯-艾拉	84602109	72	我很期待！	2022/5/30 10:00	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	2	3022
1072	1006	3023	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	520通讯-苏菲亚	84602110	73	约好了，苏菲亚。	2022/5/30 10:00	苏菲亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	2	3023
1073	1006	3025	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	520通讯-库洛姆	84602111	74	当然了，库洛姆。	2022/5/30 10:00	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	2	3025
1074	1006	3027	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Weila1.png	520通讯-薇拉	84602112	75	不管怎么说，还是谢谢……？	2022/5/30 10:00	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Weila1.png	2	3027
1075	1006	3028	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	520通讯-罗塞塔	84602113	76	“我们可以去钓鲑鱼的”	2022/5/30 10:00	罗塞塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	2	3028
1076	1006	3032	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	520通讯-常羽	84602114	77	放心，我可是有备而来。	2022/5/30 10:00	常羽	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	2	3032
1077	1006	3033	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	520通讯-露娜	84602115	78	要安好啊，露娜。	2022/5/30 10:00	露娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	2	3033
1078	1006	3034	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	520通讯-万事	84602116	79	太贴心了，万事。	2022/5/30 10:00	万事	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	2	3034
1079	1006	3035	2	Assets/Product/Texture/Image/RoleCharacter/21haoNormal01.png	520通讯-21号	84602117	80	谢谢21号，我很喜欢。	2022/5/30 10:00	21号	Assets/Product/Texture/Image/RoleCharacter/21haoNormal01.png	2	3035
1080	1006	3036	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	520通讯-卡穆	84602118	81	我知道了……	2022/5/30 10:00	卡穆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	2	3036
1081	1006	3037	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	520通讯-曲	84602119	82	九龙的光景，我会好好见证的。	2022/5/30 10:00	曲	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	2	3037
1082	1006	3039	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna1.png	520通讯-赛琳娜	84602120	83	你的心情传达给我了，赛琳娜。	2022/5/30 10:00	赛琳娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna1.png	2	3039
1083	1006	3040	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuolan1.png	520通讯-罗兰	84602121	84	好了好了罗兰可以了……	2022/5/30 10:00	罗兰	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuolan1.png	2	3040
1084	1006	3041	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadPulao1.png	520通讯-蒲牢	84602122	85	一起看个通宵吧，蒲牢。	2022/5/30 10:00	蒲牢	Assets/Product/Texture/Image/RoleCharacter/RoleHeadPulao1.png	2	3041
1085	1006	3042	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama1.png	520通讯-哈卡玛	84602123	86	哈卡玛，做自己想做的就好	2022/5/30 10:00	哈卡玛	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama1.png	2	3042
1086	1006	3005	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	520通讯-α	84602124	65	你不会是认真的吧……？	2022/5/30 10:00	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	2	3005
1087	1006	3044	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNuoan1.png	520通讯-诺安	84602125	87	我会的，诺安。	2022/5/30 10:00	诺安	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNuoan1.png	2	3044
1088	1006	3045	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Bangbinata1.png	520通讯-邦比娜塔	84602126	88	无论邦比娜塔做什么，我都会高兴。	2022/5/30 10:00	邦比娜塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Bangbinata1.png	2	3045
1089	1006	3046	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Hanying1.png	520通讯-含英	84602127	89	感谢你的提醒，含英。	2022/5/30 10:00	含英	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Hanying1.png	2	3046
1090	1007	3103	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	520通讯-里	84602139	87	我想听你当面再说一遍，里。	2023/5/30 10:00	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	2	3103
1091	1007	3104	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	520通讯-露西亚	84602140	88	不会让你等太久了，露西亚。	2023/5/30 10:00	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	2	3106
1092	1007	3105	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	520通讯-丽芙	84602141	89	让我们一起种下它吧，丽芙。	2023/5/30 10:00	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	2	3109
1093	1007	3106	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	520通讯-比安卡	84602142	90	我答应你，比安卡。	2023/5/30 10:00	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	2	3114
1094	1007	3107	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	520通讯-七实	84602143	91	我也给七实准备了积满念想礼物！	2023/5/30 10:00	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	2	3118
1095	1007	3108	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	520通讯-神威	84602144	92	让他们见识一下我们的默契。	2023/5/30 10:00	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	2	3119
1096	1007	3109	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	520通讯-卡列尼娜	84602145	93	那就马上一起来放吧，卡列尼娜。	2023/5/30 10:00	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	2	3123
1097	1007	3110	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	520通讯-渡边	84602146	94	嗯，我很期待。	2023/5/30 10:00	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	2	3124
1098	1007	3111	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya1.png	520通讯-α	84602147	95	不论如何，我都会到达终点。	2023/5/30 10:00	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya1.png	2	3108
1099	1007	3112	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	520通讯-艾拉	84602148	96	嗯，还有……真的不要紧吗……艾拉？	2023/5/30 10:00	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	2	3127
1100	1007	3113	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	520通讯-苏菲亚	84602149	97	你不会搞内部收费吧？	2023/5/30 10:00	苏菲亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	2	3128
1101	1007	3114	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	520通讯-库洛姆	84602150	98	我也是这样想的，库洛姆。	2023/5/30 10:00	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	2	3130
1102	1007	3115	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	520通讯-薇拉	84602151	99	拒绝的话也没用的吧？	2023/5/30 10:00	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	2	3131
