Id	ChapterId	Order	Name	SubName	Icon	DescTitle	Desc	Condition	UnLockTime	StoryId
100212	1002	12	苦刑结束	2_12			在极近的距离，提法的脸被里一枪击碎。	84100212		['ZX00212BA', 'ZX00212EA']
100301	1003	1	选种	3_1			在那帮道貌岸然，一盘散沙的人类当中，挑选一个合适的人选……作为……种子……	84100301		['ZX00301BA']
100302	1003	2	终点站	3_2			这里就是庄园博物馆，升格者的踪迹就消失在这里。	84100302		['ZX00302BA']
100303	1003	3	直觉系	3_3			一柄重剑呼啸而过——那么我上啦！嘿——	84100303		['ZX00303BA']
100304	1003	4	乐于助人	3_4			帮助他人的感觉真好！	84100304		['ZX00304BA']
100305	1003	5	擅闯私宅	3_5			虽然有点意外，但还是突进了庄园。	84100305		['ZX00305BA']
100306	1003	6	机关密布	3_6			隐藏于机关后的秘密，被守护的重要的遗产是什么？	84100306		['ZX00306BA']
100307	1003	7	最后警告	3_7			那一定就是升格者了。	84100307		['ZX00307BA']
100308	1003	8	谨慎行事	3_8			庄园内突然出现了新种和大量感染体的援军，尽快穿过这片中庭。	84100308		['ZX00308BA']
100309	1003	9	特种任务	3_9			只有露西亚，能够在静谧中摧毁敌人。	84100309		['ZX00309BA']
100310	1003	10	扭曲改造	3_10			所以对接下来我们会看到的东西……做好心理准备。	84100310		['ZX00310BA']
100311	1003	11	各自忠诚	3_11			我原本以为……你是个好人。	84100311		['ZX00311BA']
100312	1003	12	新的种子	3_12			是吗……难道你还没发现，从一开始我的目标就是神威你吗？	84100312		['ZX00312BA', 'ZX00312EA']
100401	1004	1	白夜出逃	4_1			神威恢复清醒后，摆在灰鸦面前的难题是如何逃出生天。	84100401		['ZX00401BA', 'ZX00401EA']
100402	1004	2	线路推演	4_2			线路推演筛选中……结果是没有线路	84100402		['ZX00402BA', 'ZX00402EA']
100403	1004	3	渔翁得利	4_3			快躲开！快躲开！我要炸了！	84100403		['ZX00403BA', 'ZX00403EA']
100404	1004	4	围剿突破	4_4			重型农机倒地后，扬声器里断续传出的杂音，似乎是喊着某个人的名字。	84100404		['ZX00404BA', 'ZX00404EA']
100405	1004	5	怒沙潜伏	4_5			沙地中出现帕弥什反应！	84100405		['ZX00405BA', 'ZX00405EA']
100406	1004	6	颤栗深潜	4_6			瓦沙克，一种仿生机械沙虫，生性凶暴。	84100406		['ZX00406BA', 'ZX00406EA']
100407	1004	7	遗忘者	4_7			身份……逃兵？	84100407		['ZX00407BA', 'ZX00407EA']
100408	1004	8	筹码谈判	4_8			下次见面，就一定是兵戎相向了。	84100408		['ZX00408BA', 'ZX00408EA']
100409	1004	9	留下之人	4_9			撤退快要成功之时，丽芙却在被留在遗忘者的阵型里。	84100409		['ZX00409BA', 'ZX00409EA']
100410	1004	10	绑架	4_10			你们绑架我，就需要承担与空中花园发生战争的风险。	84100410		['ZX00410BA']
100411	1004	11	噪尘	4_11			为了寻回丽芙，小队成员选择分头作战。	84100411		['ZX00411BA']
100412	1004	12	搏杀真相	4_12			那盒气味浓烈的野生薄荷叶“见面礼”	84100412		['ZX00412BA', 'ZX00412EA']
100501	1005	1	寻迹	5_1			失去了丽芙，众人只得在原地等待前去侦察的神威。	84100501		['ZX00501BA']
100502	1005	2	入盲	5_2			这里，不像是人造生态圈…更像是…意识海。	84100502		['ZX00502BA', 'ZX00502EA']
100503	1005	3	斩影	5_3			确定了“电磁投影”设备的原理，当务之急是找到它们，并关掉。	84100503		['ZX00503BA']
100504	1005	4	巧入谜潭	5_4			这是莫瑞送给我的纪念品，一个玩具级引力子探测装置。	84100504		['ZX00504BA']
100505	1005	5	真容	5_5			鉴于手动关闭装置效率太低，露西亚提出“借用”一点突击鹰的小手段。	84100505		['ZX00505BA', 'ZX00505EA']
100506	1005	6	幻象压制	5_6			瞧我的吧！有我在，破坏投影设备的速度就能快一倍啦！	84100506		['ZX00506BA', 'ZX00506EA']
100507	1005	7	异人	5_7			感染体们突然集体有序后退，灰鸦小队意识到，很有可能有人在背后操控着这一切。	84100507		['ZX00507BA', 'ZX00507EA']
100508	1005	8	监工	5_8			那些被囚禁在意识海试验场里的意识，都属于谁？	84100508		['ZX00508BA', 'ZX00508EA']
100509	1005	9	七之光	5_9			友方信号，是支援吗？	84100509		['ZX00509BA', 'ZX00509EA']
100510	1005	10	遗剑	5_10			灰鸦小队在意识海试验场的深处发现了遗忘者，以及被掳走的丽芙。	84100510		['ZX00510BA', 'ZX00510EA']
100511	1005	11	逆转败局	5_11			渡边，我需要一个解释…！	84100511		['ZX00511BA']
100512	1005	12	归来	5_12			链接丽芙的意识海，指挥官，现在只有你可以帮助她。	84100512		['ZX00512BA', 'ZX00512EA']
100601	1006	1	追踪升格	6_1			回到遗忘者阵营休整了一晚后，灰鸦小队再次接到了来自空中花园的新任务。	84100601		['ZX00601BA']
100602	1006	2	深入地底	6_2			一行人再次踏上行程，前往三十公里外的019号城市。	84100602		['ZX00602BA', 'ZX00602EA']
100603	1006	3	疑云	6_3			这些是，当时的人们反抗的痕迹。	84100603		['ZX00603BA', 'ZX00603EA']
100604	1006	4	强援	6_4			不知何时躲在暗处的七实也加入了灰鸦和新型感染体们的战斗中。	84100604		['ZX00604BA', 'ZX00604EA']
100605	1006	5	意识喧嚣	6_5			随着愈加深入，帕弥什病毒的浓度也一时骤增，此时，丽芙发现了一位成员的异常。	84100605		['ZX00605BA']
100606	1006	6	离队	6_6			没有一句解释，神威突然擅自离开了队伍。	84100606		['ZX00606BA']
100607	1006	7	更大威胁	6_7			你们最好快一点决策，生产线上有感染体被提前激活了。	84100607		['ZX00607BA']
100608	1006	8	引爆	6_8			……七实，我命令你，去协助渡边！	84100608		['ZX00608BA', 'ZX00608EA']
100609	1006	9	净化	6_9			侦……测到……热源……反应……净化……	84100609		['ZX00609BA']
100610	1006	10	撤退	6_10			成功引爆后，率领众人进行撤退吧。	84100610		['ZX00610BA']
100611	1006	11	三头犬	6_11			神威，你是什么时候开始被感染的？	84100611		['ZX00611BA', 'ZX00611EA']
100612	1006	12	清理部队	6_12			就在清理部队即将执行清理之际，突击鹰通讯接入了进来。	84100612		['ZX00612BA', 'ZX00612EA']
100701	1007	1	遗落	7_1			突击鹰队长执意救回神威。双方陷入僵局时，比安卡做出了暂时的让步，一同前往遗迹寻找神威。	84100701		['ZX00701BA', 'ZX00701EA']
100702	1007	2	活埋	7_2			在地底，一行人遇到了企图攻击他们的感染体。	84100702		['ZX00702BA', 'ZX00702EA']
100703	1007	3	重构	7_3			因感染体的阻拦，众人不得不退回到入口，重新规划一条最佳路线。	84100703		['ZX00703BA', 'ZX00703EA']
100704	1007	4	意外之盟	7_4			他叫六八亲，是七实的朋友！	84100704		['ZX00704BA', 'ZX00704EA']
100705	1007	5	分裂	7_5			还没找着神威的影子，卡列尼娜也悄无声息地离开了大部队。	84100705		['ZX00705BA', 'ZX00705EA']
100706	1007	6	追踪	7_6			她打算一个人独自去追踪神威。	84100706		['ZX00706BA', 'ZX00706EA']
100707	1007	7	交战	7_7			沿着卡列尼娜的移动轨迹追去，一路上都是她与神威的交战痕迹。	84100707		['ZX00707BA']
100708	1007	8	异样能源	7_8			找到卡列尼娜时，她已经失去了意识，丽芙在她身上发现了一种异样能源，与…神威身上的一模一样。	84100708		['ZX00708BA']
100709	1007	9	意识沸腾	7_9			某种能量体，在卡列的意识海中侵染！	84100709		['ZX00709BA', 'ZX00709EA']
100710	1007	10	四方绞杀	7_10			解决了卡列的危机后，敌人又从四面包围了过来。这样有计划性的活动，必定有作俑者作祟。	84100710		['ZX00710BA']
100711	1007	11	双向作战	7_11			又见面了，空中花园的。	84100711		['ZX00711BA', 'ZX00711EA']
100712	1007	12	末梢	7_12			先打败挡路的升格者！	84100712		['ZX00712BA', 'ZX00712EA']
100801	1008	1	黎明	8_1			我以空中花园委员会的名义下令，灰鸦小队立刻从当地撤离！	84100801		['ZX00801BA', 'ZX00801EA']
100802	1008	2	潜能解禁	8_2			在议长的“帮助”下，灰鸦小队拿到了补给，并继续前行。	84100802		['ZX00802BA']
100803	1008	3	隔断	8_3			环境越来越糟糕，灰鸦小队决定采取一些特殊手段潜入。	84100803		['ZX00803BA', 'ZX00803EA']
100804	1008	4	克隆	8_4			在遗迹深处，突然出现在灰鸦小队面前的是早先已经被回收的喷涂机械。	84100804		['ZX00804BA', 'ZX00804EA']
100805	1008	5	哭·蔷	8_5			击退喷涂机械后，紧接着出场的是庄园的管家同型号机械，看来有“人”十分不想让灰鸦小队找到神威。	84100805		['ZX00805BA', 'ZX00805EA']
100806	1008	6	苦刑路	8_6			事实证明这些感染体不过是罗兰通过某种手段复制的产物，此时里突然表现异常，如同神威一般，擅自离开了队伍。	84100806		['ZX00806BA', 'ZX00806EA']
100807	1008	7	余孽	8_7			里没有回应与我的连接，状况不对！	84100807		['ZX00807BA', 'ZX00807EA']
100808	1008	8	苦劫	8_8			你会付出代价。	84100808		['ZX00808BA', 'ZX00808EA']
100809	1008	9	正义	8_9			你拿什么保证那罐子里出来的，不会是一个怪物？	84100809		['ZX00809BA']
100810	1008	10	顽抗	8_10			我不会被任何事物左右，我只会遵从与自己的意志行动，我还没有败北！	84100810		['ZX00810BA', 'ZX00810EA']
100811	1008	11	噬	8_11			我是凭着自己的意志，一直战斗到现在的！	84100811		['ZX00811BA', 'ZX00811EA']
100812	1008	12	光与影的假面	8_12			因为你就是我，我也是你，我们都是神威。	84100812		['ZX00812BA', 'ZX00812EA']
100901	1009	1	飞沙	9_1			这场战役的胜负背后，很可能就隐藏着世界格局未来的方向。	84100901		['ZX00901BA']
100902	1009	2	二类接触	9_2			科罗廖夫温馨提醒，小朋友们，请自觉爱护公共设施——	84100902		['ZX00902BA', 'ZX00902EA']
100903	1009	3	星间	9_3			并且信号的内容是……一段戏剧台词来自……莎士比亚的《暴风雨》。	84100903		['ZX00903BA', 'ZX00903EA']
100904	1009	4	再遇	9_4			至少在这个期间，我们是相互利用的关系。	84100904		['ZX00904BA', 'ZX00904EA']
100905	1009	5	自身免疫	9_5			被细菌病毒所入侵的细胞就会像这样……被毁灭，抛弃……	84100905		['ZX00905BA']
100906	1009	6	数字之刃	9_6			期间如果有任何危险发生，指挥官，请第一时间唤醒我们。	84100906		['ZX00906BA']
100907	1009	7	严肃教育	9_7			这个致密的巨大物体，看来正打算用它的方式进行教育。	84100907		['ZX00907BA']
100908	1009	8	引力边沿	9_8			爆破后的引力牵引下，“棱镜”已准备就绪。	84100908		['ZX00908BA']
100909	1009	9	及时通信	9_9			赛琳娜说有部分信息，和这些……环的设计有关。	84100909		['ZX00909BA']
100910	1009	10	异聚核心	9_10			挡在面前的是厚重的大衣与浮动的方体。	84100910		['ZX00910BA']
100911	1009	11	组合	9_11			面前的十字，被称为帕弥什异聚体。	84100911		['ZX00911BA']
100912	1009	12	破碎	9_12			我们商量之后，决定现在最适合引导棱镜的人就是我。	84100912		['ZX00912BA']
100913	1009	13	追亡	9_13			渡边干脆地转身，向着引力室的出口奔去。	84100913		['ZX00913BA', 'ZX00913EA']
101001	1010	1	祈祷	10_1			众人一同向某个存在祈祷，祈祷能让它成为自己的终点。	84101001		['ZX01001BA']
101002	1010	2	往阿迪莱	10_2			阿迪莱商业联盟……等等，这个示意图，一辆列车？	84101002		['ZX01002BA']
101003	1010	3	地上的构造体	10_3			很意外吗？构造体技术可不是你们空中花园的专利哦。	84101003		['ZX01003BA', 'ZX01003EA']
101004	1010	4	阿迪莱的商品	10_4			毕竟，这是我们手中最重要的货物。	84101004		['ZX01004BA', 'ZX01004EA']
101005	1010	5	抉择	10_5			我们可没那么多时间再等下去了。	84101005		['ZX01005BA']
101006	1010	6	前兆	10_6			金苹果系统，启动！	84101006		['ZX01006BA']
101007	1010	7	某人与比安卡	10_7			不用我特意为你准备的摩托吗？那个可是很帅气的……	84101007		['ZX01007BA']
101008	1010	8	无力	10_8			我不打算抛弃任何一个人……伤害任何一个人都并非我本意。	84101008		['ZX01008BA']
101009	1010	9	顺风车	10_9			思考这些对改变现状毫无意义，寻找错误也是……还不如找机会登上目标车厢。	84101009		['ZX01009BA']
101010	1010	10	枪手们	10_10			苏菲亚，如少女所期待的，读懂了她一直以来真正想要的那个‘满意’的结果。	84101010		['ZX01010BA']
101011	1010	11	决定	10_11			我也可以做好一个商人做的事！	84101011		['ZX01011BA', 'ZX01011EA']
101012	1010	12	在这之后	10_12			消灭“商品”以后，永恒的列车再度向终点出发。	84101012		['ZX01012BA']
101013	1010	13	永恒				命运之神从不偏爱……阿斯顿，所谓永恒并不存在。	84101012		['YR01101BA']
101014	1010	14	交付				我已经确认“货品”状态，请问现在是随时可以交付的状态吗？	84101012		['YR01102BA']
101015	1010	15	港口				仅在夜晚停靠港口的东方商船……九龙夜航船。	84101012		['YR01103BA', 'YR01103EA']
101101	1011	1	夜航	11_1			看来你们摊上大麻烦了呢，灰鸦。	84101101		['ZX01101BA']
101102	1011	2	密室	11_2			睁眼不是熟悉的天花板，却是被反锁的密室，还有不同以往的连接反应。	84101102		['ZX01102BA', 'ZX01102EA']
101103	1011	3	港口	11_3			惟一一份相关联的资料是免疫时期之前的人类文化“戏曲”相关的存本，关于傀儡戏的介绍。	84101103		['ZX01103BA']
101104	1011	4	夜市中	11_4			——蛹冻罐头哎！一罐三青蚨！	84101104		['ZX01104BA']
101105	1011	5	关张	11_5			何人绑架？跟上离港的船上或许能找到答案。	84101105		['ZX01105BA']
101106	1011	6	货物	11_6			不，那东西叫“华胥”。	84101106		['ZX01106BA', 'ZX01106EA']
101107	1011	7	控制	11_7			露西亚，非常适合这身装束！	84101107		['ZX01107BA', 'ZX01107EA']
101108	1011	8	出将	11_8			东方的婉约与西方优雅，一体两面的美丽被淋漓尽致地展现在众人面前。	84101108		['ZX01108BA', 'ZX01108EA']
101109	1011	9	痴人	11_9			你是怎么断定不可能的，机械没有情感，没有心脏，没有独立意识，不过是人类的造物。	84101109		['ZX01109BA', 'ZX01109EA']
101110	1011	10	说梦	11_10			假若使用的是她的躯体的话，将能构成最完美的华胥。	84101110		['ZX01110BA']
101111	1011	11	自由	11_11			我并不明白，什么是爱。一直剥夺你的自由，控制你的，是我啊……	84101111		['ZX01110EA']
101112	1011	12	九龙	11_12			船只在海面上浮游，众人把视线投向闪耀着晨曦阳光的海面之上	84101112		['ZX01111BA']
101113	1011	13	前路未卜				在空中花园之中，众人边讨论着今后的事情，边准备着某台的机体的实验。	84101112		['YR01201BA']
101114	1011	14	两手准备				除了新型机体以外，阿西莫夫还替尼科拉准备着另一个秘密武器。	84101112		['YR01202BA']
101115	1011	15	麦田捕手				升格者们聚到一起，准备前往决定命运的战场。	84101112		['YR01203BA']
101201	1012	1	迷雾	12_1			在漫长的等待以后，夜航船终于要靠岸了。	84101201		['ZX01201BA']
101202	1012	2	拒绝的意志	12_2			归航之人得到并不是迎接，而是驱逐。	84101202		['ZX01202BA']
101203	1012	3	聚集的意志	12_3			不能让真正的华胥落入升格者之手，于是空中花园开始了聚集行动。	84101203		['ZX01203BA']
101204	1012	4	破冰	12_4			在遥远的极地之中，渔夫催促着水手，而后守林人们追赶着感染体。	84101204		['ZX01204BA']
101205	1012	5	混沌的意志	12_5			除了空中花园以外，众人都有各自的算盘。	84101205		['ZX01205BA']
101206	1012	6	鹰与狗	12_6			三头犬和突击鹰的共同行动似乎不太顺利。	84101206		['ZX01206BA']
101207	1012	7	战中抉择	12_7			众人的行动不断加速着战争的发展。	84101207		['ZX01207BA']
101208	1012	8	弗兰肯斯坦	12_8			九龙城中一片混乱，它们似乎太小看升格者了。	84101208		['ZX01208BA']
101209	1012	9	笑脸	12_9			战争即将爆发，在紧张的气氛之中灰鸦做下了约定。	84101209		['ZX01209BA']
101210	1012	10	支援部队	12_10			别小看支援部队！——布丽姬特	84101210		['ZX01210BA']
101211	1012	11	姐姐	12_11			在九龙城中，两位露西亚再度见面。	84101211		['ZX01211BA', 'ZX01211EA']
101212	1012	12	积累	12_12			重伤的露西亚被送回了后方，而后灰鸦得到了某个意外的支援。	84101212		['ZX01212BA']
101213	1012	13	车票	12_13			在某个车站之中，两个地上的首领互相谈话。	84101213		['ZX01213BA']
101214	1012	14	拉弥亚之毒	12_14			拉弥亚，善于操控敌人的升格者。	84101214		['ZX01214BA']
101215	1012	15	联合共同体	12_15			为了维护共同体，曲决定迈出下一步。	84101215		['ZX01215BA']
101216	1012	16	捕鹰	12_16			为了救助同伴，突击鹰不得不与拉弥亚展开正面对决。	84101216		['ZX01216BA']
101217	1012	17	憎叹人鱼	12_17			突击鹰的行动得到了回应，九龙守卫决定加入对抗拉弥亚的战线。	84101217		['ZX01217BA']
101218	1012	18	以身作盾	12_18			露西亚正在往这边赶来，所以突击鹰决定先打开能供通行的路	84101218		['ZX01218BA', 'ZX01218EA']
101219	1012	19	危机	12_19			三头犬和罗兰的战斗之间，某种黄金的粉末飞过。	84101219		['ZX01219BA']
101220	1012	20	车上的娱乐	12_20			列车接近了九龙——	84101220		['ZX01220BA']
101221	1012	21	约定	12_21			露西亚在战场的后方醒来——	84101221		['ZX01221BA']
101222	1012	22	光壁内部	12_22			灰鸦虽然穿过了光壁，但却遇到了九龙的防卫力量。	84101222		['ZX01222BA']
101223	1012	23	门前	12_23			光壁内部也有各种思绪，到底……	84101223		['ZX01223BA']
101224	1012	24	囚笼之主	12_24			灰鸦在塔中遇见了曲，并且得知了九龙的真正意图。	84101224		['ZX01224BA']
101225	1012	25	鸦羽	12_25			在观星台之上，鸦羽纷乱。	84101225		['ZX01225BA', 'ZX01225EB']
101226	1012	26	向往	12_26			大概……这样就告一段落了。	84101226		['ZX01226BB']
131301	1013	1	暗潮涌动_01				相关资料已保存		2020/11/26 5:02	['YR01601BA']
131302	1013	2	暗潮涌动_02				相关资料已保存		2020/11/26 5:02	['YR01602BA']
131303	1013	3	暗潮涌动_03				相关资料已保存		2020/11/26 5:02	['YR01603BA']
131304	1013	4	决断高度				77.3%的常规引擎都被强行关闭，空中花园正在下坠。	630001		['ZX01601BA']
131305	1013	5	既视风景				伪造的数据空间内一如往常，却暗藏着某种东西。	630002		['ZX01602BA', 'ZX01602EA']
131306	1013	6	意外的矢弹				意外丛生，有善意的，也有恶意的；有奉命行事，也有自我发挥。	630003		['ZX01603BA', 'ZX01603EA']
131307	1013	7	虚伪的友人				虚伪归于虚伪。	630004		['ZX01604BA']
131308	1013	8	诱饵侧写				真理的所在止于追寻之后。	630005		['ZX01605BA']
131309	1013	9	脆弱的维系				人与人之间的维系和羁绊，到底是坚强还是脆弱？	630006		['ZX01606BA']
131310	1013	10	打破僵局				终于，你们面前的迷局有了打破的希望。	630007		['ZX01607BA', 'ZX01607EA']
131311	1013	11	闭锁				一切信号在此戛然而止。	630008		['ZX01608BA']
131312	1013	12	‘华胥’				不管‘它’为哪一方服务，你们都要让‘它’停下来。	630009		['ZX01609BA', 'ZX01609EA']
131313	1013	13	S.S.D.D				空中花园的危机暂时解除。于是时过境迁，一切照旧。	630010		['ZX01610BA']
131314	1013	14	强化逆元				看见太危险的东西，可别像好奇的猫一样冲上去碰啊	630011		['ZX01611BA']
131315	1013	15	复原线索				看来在这个任务结束之前，我们会维持这样的视角了。	630012		['ZX01611BB']
131316	1013	16	危机四伏				感染体虚影，感染体本身，还有帕弥什增生物……	630013		['ZX01612BA']
131317	1013	17	赤色狂潮				汇聚了生与死的红潮静静地注视着四人，正如同此刻，四人注视着它。	630014		['ZX01613BA', 'ZX01613EA']
131318	1013	18	旧日残影				看上去……这位指挥官死亡时间应该已超过一周以上了。	630015		['ZX01614BA']
131319	1013	19	吹笛人				他们仿佛被‘笛声’引诱，淹没在赤红色的海洋中。	630016		['ZX01615BA']
131320	1013	20	异合生物				这些感染体看上去已经出现了生物化趋向，再叫它为感染体不太合适。	630017		['ZX01617BA']
131321	1013	21	掠夺与牺牲				为了活下去，只能在必须支付的代价中，选择了一个勉强能承受的事情。	630018		['ZX01618BA']
131322	1013	22	过去与未来				请不要恨我。	630019		['ZX01619BA']
131323	1013	23	血缘连结				我……也会变得和她一样吗？	630020		['ZX01620BA']
131324	1013	24	一路前行				丽芙小心翼翼地翻开了褪色的封面，从中掉出一片白色的花瓣，落在她手中。	630021		['ZX01621BA']
131325	1013	25	布满荆棘				前方还有不少陷阱，请小心行事。	630022		['ZX01622BA']
131326	1013	26	曾在此处				如果没有发生那件事，我或许还会对此抱着愚蠢的希望。	630023		['ZX01623BA']
131327	1013	27	零落碎片				什么时候让露西亚找回那段记忆，就由你来决定了。	630024		['ZX01624BA']
131328	1013	28	伪物都市				并不是被废弃……而是从一开始就没有被使用过。	630025		['ZX01625BA']
131329	1013	29	红潮的指引				溯源而上——抵达深渊。	630026		['ZX01626BA']
131330	1013	30	欢迎仪式				这些随意堆放的破碎机体，令人联想到‘尸骸’。	630027		['ZX01627BA', 'ZX01627EA']
131331	1013	31	帷幕				既然客人已经来到了家门口，又哪有不招待的道理。	630028		['ZX01628BA']
131332	1013	32	意外的援助				那么接下来，就由我来做你们的行动支援吧。	630029		['ZX91629BA']
131333	1013	33	升格秘闻				蒙眼的王，谏臣与野兽。	630030		['ZX01630BA', 'ZX01630EA']
131334	1013	34	试探				又或者，这是您的另一种’测试’？	630031		['ZX01631BA']
131335	1013	35	问句				你真的能——用手中的这把刀，刺穿露娜的心脏？	630032		['ZX01632BA', 'ZX01632EA']
131336	1013	36	代行者之怒				如果这些软弱无力的造物就是你所谓的‘最终计划’……那么我很失望。	630033		['ZX01633BA', 'ZX01633EA']
131337	1013	37	报幕人				这就是，我给露娜小姐的答案——	630034		['ZX01634BA']
131338	1013	38	跨越连接桥				无论在看得见的地方还是看不见的地方，支援部队永远都在工作。	630035		['ZX01635BA']
131339	1013	39	华胥虚影				华胥的虚影出现在这里……到底意味着什么？	630036		['ZX01636BA']
131340	1013	40	造访者				小心那个露西亚。	630037		['ZX91637BA']
131341	1013	41	真红决意				露西亚……快！指挥官要……	630038		['ZX01638BA']
131342	1013	42	分歧点				我会接受你的一切，包括你的痛苦与抉择。	630039		['ZX01639BA']
131343	1013	43	往事尘封				别着急，下一个就是你了。	630040		['ZX01640BA']
131344	1013	44	悔恨的残片				在彻底陷入了静默之前，露西亚握紧了手中的铭牌……	630041		['ZX01641BA']
131345	1013	45	回忆乱流				彼此的回忆碎片在回忆乱流中越过了界限，如同崩塌后倾泻而下的玻璃碎片，零落在她们眼前。	630042		['ZX01642BA']
131346	1013	46	迷茫之心				口出狂言却如此迷茫，如此不堪，这就是现在的你？	630043		['ZX01643BA']
131347	1013	47	露西亚				这是作为你没有逃避任何回忆，直面一切的报答。	630044		['ZX01644BA', 'ZX01644EA']
131348	1013	48	迈向未来				欢迎回来，露西亚。	630045		['ZX01645BA']
131349	1013	49	聚噬深渊				在这巨大怪物的身下汇聚着红潮形成的湖泊，闪烁着令人畏惧的猩红光芒。	630046		['ZX01646BA']
131350	1013	50	完美伪装？				如果他不是莫瑞，又会是谁呢？	630047		['ZX01646BB']
131351	1013	51	音频分析				盲目地寻找根本不可能找到拉弥亚的所在，这个时候就需要注意下提示了。	630048		['ZX01647BA']
131352	1013	52	人鱼的礼物				嘻嘻，收下吧，这来自拉弥亚微不足道的关心。	630049		['ZX91648BA']
131353	1013	53	被捕的人鱼				拉弥亚，已经无处可逃了。	630050		['ZX01649BA']
131354	1013	54	恐怖的痕迹				当大家赶到震动中心的时候，现场只剩下被割裂和被击碎的巨大岩石痕迹。	630051		['ZX01650BA']
131355	1013	55	升格互噬				露娜小姐……请你履行作为代行者最后的职责……	630052		['ZX01651BA', 'ZX01651EA']
131356	1013	56	决意				灰鸦小队要在一起才能发挥出最大的实力，不是吗？	630053		['ZX01652BA']
131357	1013	57	人鱼的目的				“完成你的任务。”	630054		['ZX01653BA']
131358	1013	58	巨大的威胁				直面聚噬体的咆哮，除了战斗，无处可逃。	630055		['ZX01654BA', 'ZX01654EA']
131359	1013	59	自白				这次，我选择相信的是“我自己”	630056		['ZX01655BA']
131360	1013	60	分秒必争				虽然面前有着无数的敌人，但是露西亚相信，这来自背后的子弹和光束，将为自己扫平所有的障碍。	630057		['ZX01656BA', 'ZX01656EA']
131361	1013	61	苏醒与毁灭				终焉将……在此降临！	630058		['ZX01657BA', 'ZX01658EA']
131362	1013	62	入侵者				前往【伊甸16-B】3层找到【唤心之日1】事件	621101		['FZ01601BA']
131363	1013	63	多线行动				前往【多米尼克纪念公园】1层找到【唤心之日2】事件	621102		['FZ01601BB']
131364	1013	64	诡局				前往【空中花园舰桥】2层找到【唤心之日3】事件	621103		['FZ01601BC']
131365	1013	65	地球的支点				前往【空中花园舰桥】2层深处找到【唤心之日4】事件	621104		['FZ01601BD']
