Id	RewardGroupId	RewardType	RewardId	RewardNum	LimitNum	BaseWeight	AddWeight	AddWeightCondition	CharacterUIdWeight	CharacterUId
97	9	1	31006104	1	1	100				
98	9	1	31009104	1	1	100				
99	9	1	31010104	1	1	100				
100	9	1	31011104	1	1	100				
101	9	1	31012104	1	1	100				
102	9	1	31015104	1	1	100				
103	9	1	31016104	1	1	100				
104	9	1	31017104	1	1	100				
105	9	1	31018104	1	1	100				
106	10	1	31001104	1	1	100				
107	10	1	31002104	1	1	100				
108	10	1	31007104	1	1	100				
109	10	1	31008104	1	1	100				
110	10	1	31013104	1	1	100				
111	10	1	31014104	1	1	100				
112	10	1	31003104	1	1	100				
113	10	1	31004104	1	1	100				
114	10	1	31005104	1	1	100				
115	10	1	31006104	1	1	100				
116	10	1	31009104	1	1	100				
117	10	1	31010104	1	1	100				
118	10	1	31011104	1	1	100				
119	10	1	31012104	1	1	100				
120	10	1	31015104	1	1	100				
121	10	1	31016104	1	1	100				
122	10	1	31017104	1	1	100				
123	10	1	31018104	1	1	100				
124	10	1	11077104	1	3	400				
125	10	1	11072104	1	2	100				
126	10	1	11005104	1	2	100				
127	10	1	11007104	1	2	100				
128	10	1	12001104	1	2	100				
129	10	1	11067104	1	2	100				
130	11	1	11001204	1	2	100				
131	11	1	11000204	1	2	100				
132	11	1	11014204	1	2	100				
133	11	1	11084204	1	2	100				
134	11	1	11010204	1	2	100				
135	11	1	11083204	1	2	100				
136	11	1	21001204	1	2	100				
137	11	1	11031204	1	2	100				
138	11	1	11030204	1	2	100				
139	11	1	11029204	1	2	100				
140	11	1	11032204	1	2	100				
141	11	1	11077104	1	3	400				
142	11	1	21006204	1	2	100				
143	11	1	21008204	1	2	100				
144	11	1	21009204	1	2	100				
145	11	1	21010204	1	2	100				
146	11	1	21007204	1	2	100				
147	11	1	21011204	1	2	100				
148	11	1	21012204	1	2	100				
149	11	1	21013204	1	2	100				
150	11	1	21014204	1	2	100				
151	11	1	21015204	1	2	100				
152	11	1	11096204	1	2	100				
153	11	1	13096204	1	2	100				
154	11	1	21017204	1	2	100				
155	11	1	21018204	1	2	100				
156	11	1	21016204	1	2	100				
157	12	1	11072101	1	5	100				
158	12	1	11005101	1	5	100				
159	12	1	11007101	1	5	100				
160	12	1	11001201	1	5	100				
161	12	1	11014201	1	5	100				
162	12	1	11031201	1	5	100				
163	12	1	11030201	1	5	100				
164	12	1	11029201	1	5	100				
165	12	1	11032201	1	5	100				
166	12	1	21017201	1	5	100				
167	12	1	21018201	1	5	100				
168	13	1	11072102	1	5	100				
169	13	1	11005102	1	5	100				
170	13	1	11007102	1	5	100				
171	13	1	11001202	1	5	100				
172	13	1	11014202	1	5	100				
173	13	1	11031202	1	5	100				
174	13	1	11030202	1	5	100				
175	13	1	11029202	1	5	100				
176	13	1	11032202	1	5	100				
177	13	1	21006202	1	5	100				
178	13	1	21008202	1	5	100				
179	13	1	21007202	1	5	100				
180	13	1	21009202	1	5	100				
181	13	1	21010202	1	5	100				
182	13	1	21017202	1	5	100				
183	13	1	21018202	1	5	100				
184	14	1	31001103	1	1	100				
185	14	1	31006104	1	1	100				
186	15	1	31002103	1	1	100				
187	15	1	31005104	1	1	100				
188	16	1	31007103	1	1	100				
189	16	1	31011104	1	1	100				
190	17	1	31008103	1	1	100				
191	17	1	31012104	1	1	100				
192	18	1	31013103	1	1	100				
193	18	1	31016104	1	1	100				
194	19	1	31014103	1	1	100				
195	19	1	31018104	1	1	100				
196	20	1	31001103	1	1	100				
197	20	1	31002103	1	1	100				
198	20	1	31007103	1	1	100				
199	20	1	31008103	1	1	100				
200	20	1	31013103	1	1	100				
201	20	1	31014103	1	1	100				
202	20	1	11072103	1	2	100				
203	20	1	11005103	1	2	100				
204	20	1	11007103	1	2	100				
205	20	1	12001103	1	2	100				
206	20	1	11067103	1	2	100				
207	20	1	11001203	1	2	100				
208	20	1	11000203	1	2	100				
209	20	1	11014203	1	2	100				
210	20	1	11084203	1	2	100				
211	20	1	11010203	1	2	100				
212	20	1	11083203	1	2	100				
213	20	1	21001203	1	2	100				
214	20	1	11031203	1	2	100				
215	20	1	11030203	1	2	100				
216	20	1	11029203	1	2	100				
217	20	1	11032203	1	2	100				
218	20	1	21006203	1	2	100				
219	20	1	21008203	1	2	100				
220	20	1	21009203	1	2	100				
221	20	1	21010203	1	2	100				
222	20	1	21007203	1	2	100				
223	20	1	21011203	1	2	100				
224	20	1	21014203	1	2	100				
225	20	1	21015203	1	2	100				
226	20	1	11096203	1	2	100				
227	20	1	21016203	1	2	100				
228	20	1	21018203	1	2	100				
229	20	1	13096203	1	2	100				
230	20	1	21017203	1	2	100				
231	21	1	31001104	1	1	100				
232	21	1	31002104	1	1	100				
233	21	1	31007104	1	1	100				
234	21	1	31008104	1	1	100				
235	21	1	31013104	1	1	100				
236	21	1	31014104	1	1	100				
237	21	1	31003104	1	1	100				
238	21	1	31004104	1	1	100				
239	21	1	31005104	1	1	100				
240	21	1	31006104	1	1	100				
241	21	1	31009104	1	1	100				
242	21	1	31010104	1	1	100				
243	21	1	31011104	1	1	100				
244	21	1	31012104	1	1	100				
245	21	1	31015104	1	1	100				
246	21	1	31016104	1	1	100				
247	21	1	31017104	1	1	100				
248	21	1	31018104	1	1	100				
249	21	1	11077104	1	3	400				
250	21	1	11072104	1	2	100				
251	21	1	11005104	1	2	100				
252	21	1	11007104	1	2	100				
253	21	1	12001104	1	2	100				
254	21	1	11067104	1	2	100				
255	21	1	11001204	1	2	100				
256	21	1	11000204	1	2	100				
257	21	1	11014204	1	2	100				
258	21	1	11084204	1	2	100				
259	21	1	11010204	1	2	100				
260	21	1	11083204	1	2	100				
261	21	1	21001204	1	2	100				
262	21	1	11031204	1	2	100				
263	21	1	11030204	1	2	100				
264	21	1	11029204	1	2	100				
265	21	1	11032204	1	2	100				
266	21	1	11077104	1	3	400				
267	21	1	21006204	1	2	100				
268	21	1	21008204	1	2	100				
269	21	1	21009204	1	2	100				
270	21	1	21010204	1	2	100				
271	21	1	21007204	1	2	100				
272	21	1	21011204	1	2	100				
273	21	1	21012204	1	2	100				
274	21	1	21013204	1	2	100				
275	21	1	21014204	1	2	100				
276	21	1	21015204	1	2	100				
277	21	1	11096204	1	2	100				
278	21	1	13096204	1	2	100				
279	21	1	21017204	1	2	100				
280	21	1	21018204	1	2	100				
281	21	1	21016204	1	2	100				
282	22	1	31001103	1	1	100				
283	22	1	31002103	1	1	100				
284	22	1	31007103	1	1	100				
285	22	1	31008103	1	1	100				
286	22	1	31013103	1	1	100				
287	22	1	31014103	1	1	100				
288	23	1	31003104	1	1	100				
289	23	1	31004104	1	1	100				
290	23	1	31005104	1	1	100				
291	23	1	31006104	1	1	100				
292	23	1	31009104	1	1	100				
293	23	1	31010104	1	1	100				
294	23	1	31011104	1	1	100				
295	23	1	31012104	1	1	100				
296	23	1	31015104	1	1	100				
297	23	1	31016104	1	1	100				
298	23	1	31017104	1	1	100				
299	23	1	31018104	1	1	100				
300	24	1	11072102	1	2	100				
301	24	1	11005102	1	2	100				
302	24	1	11007102	1	2	100				
303	24	1	12001102	1	2	100				
304	24	1	11067102	1	2	100				
305	24	1	11001202	1	2	100				
306	24	1	11000202	1	2	100				
307	24	1	11014202	1	2	100				
308	24	1	11084202	1	2	100				
309	24	1	11010202	1	2	100				
310	24	1	11083202	1	2	100				
311	24	1	21001202	1	2	100				
312	24	1	11031202	1	2	100				
313	24	1	11030202	1	2	100				
314	24	1	11029202	1	2	100				
315	24	1	11032202	1	2	100				
316	24	1	21006202	1	2	100				
317	24	1	21008202	1	2	100				
318	24	1	21009202	1	2	100				
319	24	1	21010202	1	2	100				
320	24	1	21007202	1	2	100				
321	24	1	21011202	1	2	100				
322	24	1	21014202	1	2	100				
323	24	1	21015202	1	2	100				
324	24	1	21016202	1	2	100				
325	24	1	21017202	1	2	100				
326	24	1	21018202	1	2	100				
