Id	PlatformType	ChannelId	KeepQRCode	ImagePlayerInfo	TextContent	KeepLink	TextPlayerInfo
16	4	11		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
17	5	11		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
18		11		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
19	1	13		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
20	2	13		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
21	3	13		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
22	4	13		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
23	5	13		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
24		13		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
25	1	14		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
26	2	14		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
27	3	14		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
28	4	14		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
29	5	14		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
30		14		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
31	1	15		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
32	2	15		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
33	3	15		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
34	4	15		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
35	5	15		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
36		15		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
37	1	16		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
38	2	16		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
39	3	16		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
40	4	16		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
41	5	16		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
42		16		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
43	1	18	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
44	2	18	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
45	3	18	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
46	4	18	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
47	5	18	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
48		18	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
49	1	20		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
50	2	20		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
51	3	20		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
52	4	20		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
53	5	20		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
54		20		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
55	1	23		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
56	2	23		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
57	3	23		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
58	4	23		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
59	5	23		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
60		23		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
61	1	24		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
62	2	24		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
63	3	24		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
64	4	24		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
65	5	24		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
66		24		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
67	1	35		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
68	2	35		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
69	3	35		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
70	4	35		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
71	5	35		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
72		35		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
73	1	46		邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
74	2	46		邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
75	3	46		邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
76	4	46		邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
77	5	46		邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
78		46		邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
79	1	56	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
80	2	56	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
81	3	56	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
82	4	56	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
83	5	56	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
84		56	True	邀请码{1}	（星火服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
85	1	69		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
86	2	69		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
87	3	69		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
88	4	69		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
89	5	69		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
90		69		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
91	1	70		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
92	2	70		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
93	3	70		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
94	4	70		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
95	5	70		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
96		70		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
97	1	94		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
