Id	Count
1270192	3
1270193	3
1270194	2
1350121	3
1350122	3
1350123	3
1350124	3
1350191	5
1350192	5
1350193	5
1350194	5
1350201	4
1350202	3
1350203	3
1350204	3
1350211	7
1350212	7
1350213	7
1350214	7
1350221	4
1350222	4
1350223	4
1350224	4
1350231	3
1350232	3
1350233	3
1350234	3
1350941	4
1350942	4
1350943	4
1350944	4
1350961	5
1350962	5
1350963	4
1350964	4
1350381	3
1350382	4
1350383	4
1350384	4
1350401	4
1350402	4
1350403	4
1350404	4
1350421	3
1350422	3
1350423	3
1350424	3
1350441	5
1350442	5
1350443	5
1350444	5
1350451	4
1350452	4
1350453	4
1350454	4
1350491	4
1350492	4
1350493	4
1350494	4
1350511	5
1350512	5
1350513	4
1350514	5
1350531	4
1350532	4
1350533	4
1350534	4
1350551	2
1350552	2
1350553	2
1350554	2
1360182	5
1360181	5
1360183	5
1360184	6
1360202	3
1360201	3
1360203	3
1360204	4
1360351	2
1360352	2
1360353	2
1360354	3
1360561	3
1360562	3
1360563	3
1360564	4
1360581	3
1360582	3
1360583	3
1360584	3
1360501	3
1360502	3
1360503	3
1360504	4
1360441	4
1360442	3
1360443	3
1360444	4
1360402	10
1360401	8
1360403	10
1360404	10
1360542	3
1360541	3
1360543	3
1360544	5
1360131	3
1360132	2
1360133	2
1360134	2
1360011	3
1360012	2
1360013	3
1360014	3
1360141	3
1360142	2
1360143	4
1360144	4
1360161	7
1360162	4
1360163	6
1360164	6
1360171	3
1360172	3
1360173	3
1360174	3
1360211	4
1360212	4
1360213	4
1360214	4
1360221	6
1360222	6
1360223	6
1360224	6
1360231	6
1360232	4
1360233	6
1360234	6
1360281	4
1360282	3
1360283	3
1360284	4
1360311	3
1360312	3
1360313	3
1360321	5
1360322	5
1360323	5
1360324	5
1360971	5
1360972	5
1360973	5
1360974	5
1360371	3
1360372	3
1360373	3
1360374	3
1360381	5
1360382	6
1360383	5
1360384	5
1360601	3
1360602	3
1360603	3
1360604	3
1360451	5
1360452	5
1360453	5
1360454	5
1360511	4
1360512	3
1360513	3
1360514	3
1360521	4
1360522	4
1360523	4
1360524	4
1360531	4
1360532	4
1360533	4
1360534	4
1360571	3
1360572	3
1360573	3
1360991	3
1360992	3
1360993	3
1360994	3
1300601	3
1300602	2
1300603	2
1300604	2
1300541	2
1300542	2
1300543	2
1300561	2
1300393	2
1300563	2
1320191	2
1320192	2
1320193	2
1320194	3
1320401	4
1320402	4
1320403	4
1320404	4
1320511	3
1320512	3
1320513	3
1320514	3
1320591	3
1320592	3
1320593	3
1320594	3
1320971	3
1320972	3
1320973	3
1320974	4
1320551	3
1320552	3
1320553	3
1320554	3
1370041	3
1370042	3
1370043	3
1370044	3
1370061	2
1370062	2
1370063	2
1370091	3
1370092	3
1370093	3
1370094	3
1370101	5
1370102	4
1370103	4
1370104	4
1370111	4
1370112	4
1370113	4
1370114	4
1370121	3
1370122	4
1370123	4
1370124	4
1370131	4
1370132	4
1370133	5
1370134	5
1370141	4
1370142	4
1370143	4
1370144	4
1370151	5
1370152	5
1370153	5
1370154	5
1370161	6
1370162	6
1370163	6
1370164	6
1370171	3
1370172	3
1370173	3
1370174	3
1370181	5
1370182	5
1370183	5
1370184	5
1370191	3
1370192	4
1370193	4
1370194	4
1370201	5
1370202	5
1370203	5
1370204	6
1370211	4
1370212	4
1370213	4
1370214	4
1370221	4
1370222	4
1370223	4
1370224	4
1370231	5
1370232	5
1370233	5
1370234	6
1370241	4
1370242	5
1370243	4
1370244	4
1370271	3
1370272	3
1370273	3
1370311	2
1370312	2
1370313	2
1370314	2
1370321	2
1370322	3
1370323	3
1370324	3
1370331	4
1370332	4
1370333	4
1370334	3
1370341	4
1370342	4
1370343	4
1370344	4
1370351	4
1370352	5
1370353	4
1370354	4
1370991	6
1370992	6
1370993	6
1370994	6
1370391	4
1370392	4
1370393	4
1370394	4
1370501	4
1370502	4
1370503	4
1370504	5
1370541	4
1370542	5
1370543	4
1370544	3
1370571	4
1370572	4
1370573	4
1370574	5
1370601	3
1370602	3
1370603	3
1370604	3
1341151	5
1341152	5
1341153	5
1341154	5
1341161	6
1341162	6
1341163	6
1341164	7
1380091	3
1380092	3
1380093	3
1380094	3
1380101	3
1380102	3
1380103	3
1380104	3
1380161	5
1380162	5
1380163	5
1380164	5
1380171	5
1380172	5
1380173	4
1380174	4
1380191	4
1380192	4
1380193	4
1380194	4
1380211	4
1380212	4
1380213	4
1380214	4
1380221	6
1380222	6
1380223	6
1380224	5
1380381	5
1380382	5
1380383	5
1380384	5
1380401	2
1380402	2
1380403	2
1380451	7
1380452	7
1380453	7
1380454	7
1380511	4
1380512	4
1380513	4
1380514	4
1380541	2
1380542	2
1380543	2
1380544	2
1380561	3
1380562	3
1380563	3
1380564	3
1380601	3
1380602	3
1380603	3
1380604	3
1380991	4
1380992	4
1380993	4
1380994	5
1381001	3
1381002	3
1381003	3
1381004	3
1380261	2
1380262	2
1380263	2
1390101	3
1390102	3
1390104	3
1390141	3
1390142	3
1390143	3
1390144	3
1390151	6
1390152	6
1390153	6
1390154	6
1390161	4
1390162	6
1390164	5
1390171	5
1390172	5
1390174	5
1390181	4
1390182	3
1390184	3
1390191	4
1390192	4
1390194	4
1390201	7
1390202	7
1390203	7
1390204	7
1390211	7
1390212	7
1390213	7
1390214	7
1390221	5
1390222	5
1390224	5
1390231	4
1390232	5
1390234	4
1390281	4
1390282	4
1390284	4
1390301	3
1390302	4
1390311	3
1390312	3
1390314	2
1390321	3
1390322	3
1390324	3
1390351	3
1390352	3
1390354	3
1390941	3
1390942	3
1390944	3
1390951	3
1390952	3
1390954	3
1390971	6
1390972	6
1390973	6
1390974	6
1390391	4
1390392	4
1390393	4
1390394	4
1390491	4
1390492	4
1390494	4
1390511	4
1390512	4
1390541	4
1390542	5
1390543	5
1390544	5
1390571	3
1390572	3
1390573	3
1390574	3
1390371	3
1390372	3
1390374	3
1390441	2
1390442	2
1390443	2
1390444	2
1390531	4
1390532	4
1390533	4
1390534	4
1390581	3
1390582	3
1390583	3
1390584	3
1400121	4
1400122	4
1400123	4
1400124	4
1400131	5
1400132	5
1400133	4
1400134	4
1400151	5
1400152	5
1400153	5
1400154	5
1400161	4
1400162	4
1400163	4
1400164	4
1400171	6
1400172	6
1400173	6
1400174	6
1400181	4
1400182	4
1400183	4
1400184	4
1400191	3
1400192	3
1400193	3
1400194	3
1400201	5
1400202	5
1400203	5
1400204	5
1400211	4
1400212	5
1400213	5
1400214	5
1400221	3
1400222	4
1400223	3
1400224	3
1400281	4
1400282	4
1400283	5
1400331	5
1400332	4
1400333	4
1400334	4
1400391	3
1400392	3
1400393	3
1400394	3
1400421	2
1400422	2
1400423	2
1400424	2
1400451	6
1400452	6
1400453	6
1400454	5
1400481	5
1400482	5
1400483	5
1400484	5
1400501	3
1400502	3
1400503	3
1400504	3
1400511	3
1400512	3
1400513	3
1400514	3
1400541	3
1400542	4
1400543	4
1400544	4
1400551	2
1400552	2
1400553	2
1400554	2
1400401	5
1400402	5
1400403	5
1400404	5
1400111	2
1400112	2
1400113	2
1400114	2
1400591	3
1400592	3
1400593	3
1400594	3
1410171	4
1410172	4
1410173	4
1410174	4
1410182	6
1410181	6
1410183	6
1410184	6
1410192	6
1410191	6
1410193	6
1410194	6
1410222	4
1410221	4
1410223	4
1410224	4
1410232	6
1410231	6
1410233	6
1410234	6
1410282	3
1410281	3
1410283	3
1410284	3
1410302	3
1410301	3
1410303	3
1410304	3
1410322	2
1410321	2
1410323	2
1410324	2
1410952	6
1410951	6
1410953	6
1410954	6
1410962	4
1410961	4
1410963	4
1410964	4
1410972	5
1410971	5
1410973	5
1410974	5
1410982	3
1410981	3
1410983	3
1410984	3
1410382	5
1410381	5
1410383	5
1410384	5
1410402	3
1410401	3
1410403	3
1410404	3
1410442	6
1410441	6
1410443	6
1410444	6
1410452	4
1410451	4
1410453	4
1410454	4
1410502	3
1410501	3
1410503	3
1410512	4
1410511	4
1410513	4
1410514	3
1410522	6
1410521	6
1410523	6
1410524	6
1410532	5
1410531	5
1410533	5
1410534	5
1410542	5
1410541	4
1410543	5
1410544	5
1410552	5
1410551	4
1410553	5
1410554	4
1410582	4
1410581	4
1410583	4
1410584	4
1420011	2
1420012	2
1420013	2
1420014	2
1420121	3
1420122	3
1420123	3
1420124	3
1420141	4
1420142	4
1420143	4
1420144	4
1420151	3
1420152	3
1420153	3
1420154	3
1420161	4
1420162	4
1420163	4
1420164	4
1420171	5
1420172	5
1420173	6
1420174	5
1420181	3
1420182	3
1420183	3
1420184	3
1420191	4
1420192	4
1420193	4
1420194	4
1420201	5
1420202	5
1420203	5
1420204	5
1420211	3
1420212	3
1420213	3
1420214	3
1420221	5
1420222	6
1420223	5
1420224	5
1420231	6
1420232	6
1420233	6
1420234	6
1420281	5
1420282	5
1420283	4
1420284	4
1420301	7
1420302	7
1420303	7
1420304	5
1420311	6
1420312	6
1420313	6
1420314	5
1420331	4
1420332	4
1420333	4
1420334	4
1420341	6
1420342	5
1420343	5
1420344	5
1420941	4
1420942	4
1420943	4
1420944	4
1420951	6
1420952	6
1420953	6
1420954	6
1420971	3
1420972	3
1420973	3
1420974	3
1420361	4
1420362	4
1420363	4
1420364	4
1420401	6
1420402	6
1420403	6
1420404	6
1420431	4
1420432	4
1420433	4
1420434	4
1420441	5
1420442	5
1420443	5
1420444	5
1420451	4
1420452	4
1420453	4
1420454	4
1420481	5
1420482	4
1420483	4
1420484	5
1420521	3
1420522	3
1420523	3
1420524	3
1420541	7
1420542	7
1420543	7
1420544	7
1420571	4
1420572	4
1420573	4
1420574	4
1420591	2
1420592	2
1420593	2
1420594	2
1420621	4
1420622	4
1420623	4
1420624	4
1290014	3
1290024	2
1290044	2
1290054	2
1290064	2
1290084	2
1290094	2
1290104	3
1290134	3
1290144	2
1290154	2
1290164	3
1290174	3
1290184	2
1290194	2
1290204	3
1290214	3
1290224	4
1290234	3
1290244	2
1290264	2
1290274	2
1290284	2
1290324	2
1290344	2
1290354	2
1290364	3
1290374	2
1290384	3
1290394	3
1290404	2
1290424	2
1290434	2
1290444	4
1290454	3
1290464	2
1290474	2
1290504	2
1290514	2
1290524	3
1290534	5
1290554	2
1290944	3
1290954	2
1290964	3
1290974	3
1310014	4
1310034	2
1310044	2
1310054	2
1310064	2
1310094	2
1310104	2
1310114	3
1310124	5
1310134	2
1310144	3
1310154	5
1310164	4
1310174	4
1310184	5
1310194	4
1310204	6
1310214	5
1310224	4
1310234	4
1310264	2
1310274	2
1310284	4
1310304	3
1310314	2
1310324	4
1310334	2
1310344	3
1310354	3
1310374	3
1310384	4
1310394	4
1310404	5
1310414	2
1310424	2
1310434	3
1310444	3
1310454	7
1310484	5
1310494	4
1310504	4
1310514	3
1310524	7
1310534	5
1310544	6
1310554	2
1310564	3
1310574	5
1310584	7
1310594	4
1310604	4
1310944	2
1310954	4
1310964	4
1310974	2
1311084	2
1300124	4
1300134	3
1300144	3
1300154	2
1300174	4
1300184	3
1300194	2
1300204	2
1300214	3
1300224	3
1300234	5
1300964	4
1300974	3
1300394	3
1300404	5
1300454	3
1300494	3
1300504	3
1300534	3
1300564	3
1300544	2
1260034	3
1260074	1
1260104	3
1260114	4
1260124	4
1260134	3
1260144	3
1260154	5
1260164	4
1260174	3
1260184	3
1260194	4
1260204	3
1260214	3
1260224	3
1260234	4
1260244	3
1260274	2
1260324	3
1260334	3
1260344	3
1260354	3
1260384	2
1260404	5
1260424	2
1260454	4
1260464	2
1260484	3
1260514	2
1260534	4
1260544	3
1260554	2
1260564	3
1260594	4
1260944	2
1260954	3
1260964	2
1260974	5
1260014	4
1320104	2
1320124	2
1320144	3
1320174	3
1320184	3
1320204	3
1320214	2
1320224	3
1320234	4
1320344	2
1320384	3
1320434	4
1320484	3
1320534	4
1320544	5
1280124	4
1280514	2
1280094	2
1280144	2
1280184	3
1430011	3
1430161	4
1430171	4
1430201	5
1430211	3
1430221	5
1430231	5
1430331	3
1430341	5
1430351	3
1430941	3
1430961	4
1430971	3
1430381	2
1430431	3
1430441	4
1430501	4
1430511	4
1430521	6
1430541	7
1430561	3
1430581	4
1430012	3
1430162	4
1430172	4
1430182	4
1430202	5
1430212	3
1430222	5
1430232	5
1430332	3
1430342	5
1430352	5
1430942	3
1430962	4
1430972	3
1430382	3
1430432	3
1430442	4
1430502	4
1430512	4
1430522	6
1430542	7
1430562	3
1430582	4
1430013	3
1430163	4
1430173	4
1430203	5
1430213	3
1430223	5
1430233	5
1430333	3
1430343	5
1430353	5
1430943	3
1430963	4
1430973	3
1430383	3
1430433	3
1430443	4
1430503	4
1430513	4
1430523	6
1430543	7
1430563	3
1430583	4
1430014	3
1430164	4
1430174	4
1430204	5
1430214	3
1430224	5
1430234	5
1430334	3
1430344	5
1430354	4
1430944	3
1430964	4
1430974	3
1430384	3
1430434	3
1430444	4
1430504	4
1430514	4
1430524	6
1430544	7
1430564	3
1430584	4
1460201	5
1460202	5
1460203	5
1460204	5
1460231	5
1460232	5
1460233	5
1460234	5
1460531	4
1460532	5
1460533	5
1460534	5
1431221	6
1431222	4
1431223	4
1431224	4
1470131	7
1470132	7
1470133	7
1470134	7
1470211	6
1470212	6
1470213	6
1470214	6
1470931	3
1470932	3
1470933	3
1470934	3
1500191	6
1500192	6
1500193	6
1500194	6
1500541	5
1500542	5
1500544	5
1500543	5
1500531	7
1500532	7
1500533	6
1500534	6
1521011	17
1521012	17
1521013	17
1521014	17
1571191	10
1571192	10
1571193	10
1571194	10
1571201	9
1571202	9
1571203	9
1571204	9
1621111	7
1621112	7
1621113	7
1621114	7
1680011	6
1680012	6
1680013	6
1680014	6
1680061	4
1680062	4
1680063	4
1680064	4
1680211	7
1680212	7
1680213	7
1680214	7
1680221	4
1680222	4
1680223	4
1680224	4
1680141	7
1680142	7
1680143	7
1680144	7
1681361	6
1681362	6
1681363	6
1681364	6
1681371	4
1681372	4
1681373	4
1681374	4
1680691	6
1680692	6
1680693	6
1680694	6
