Id	Name	Subtitle	Desc	SimpleDesc	TypeDesc	Icon	Cd	BaseDamageLimit	Rate	AttribType	Tags	EntryName	EntryDesc	VideoConfigId	SecondSkill
111	Karmic Inferno - Mod		<b>[Karmic Inferno - Mod]</b> - <color=#ffdd93>100 Ultimate Points + Tap Character Portrait</color>\nConsumes Ultimate Points to cast the Signature Move [Karmic Inferno]. [Karmic Inferno - Mod] can also be used in a Signature chain.	<b>[Karmic Inferno - Mod]</b> - <color=#ffdd93>100 Ultimate Points + Tap Character Portrait</color>\nConsumes Ultimate Points to cast the Signature Move [Karmic Inferno]. [Karmic Inferno - Mod] can also be used in a Signature chain.	Ultimate Skill	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya51Ex.png		73867	201000	1	['Signature DMG', 'DMG Immunity', 'Hyperlink Co-Strike']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33006	
201	Crimson Slash	Kodachi Mode	<b>[Kodachi Mode]</b> - <color=#ffdd93>Tap Basic Attack</color>\nPerforms an attack with a maximum of 5 hits using Kodachi and martial arts techniques.\n- Deals DMG up to 502% ATK in total.\n- Recovers up to 25 [Swordwave Energy].\n- Recovers up to 12 Signature Energy.\n<b>[Swordwave Attack]</b> - <color=#ffdd93>Swordwave Energy above 20 + Kodachi Mode+ After Dodge/Skill 2 + Tap Basic Attack</color>\nConsumes [Swordwave Energy] to cast Swordwave Attack against enemies. Repeatedly tap Basic Attack to unleash multiple swordwaves, dealing damage. Each [Swordwave Attack] makes the next [Swordwave Attack] faster. When the remaining [Swordwave Energy] is insufficient to cast [Swordwave Attack], the character will exit [Swordwave Attack]. [Swordwave Attack]'s DMG is considered Core DMG.\n- Deals DMG up to 548% ATK.\n- Recovers up to 18 Signature Energy.\nAfter [Swordwave Attack] ends, automatically casts a finishing slash. The finishing slash's DMG is considered Basic Attack DMG.\n- Deals DMG equal to 163% ATK in total.\n- Recovers 3 Signature Energy in total.\n<b>[Crimson Plunge]</b> - <color=#ffdd93>Kodachi Mode + Airborne + Tap Basic Attack</color>\nPerforms a plunge attack against enemies while airborne.\n- Deals DMG equal to 200% ATK in total.\n- Recovers 3 Signature Energy in total.\n- Recovers 5 [Swordwave Energy] in total.	<b>[Kodachi Mode]</b> - <color=#ffdd93>Tap Basic Attack</color>\nPerforms an attack with a maximum of 5 hits using Kodachi and martial arts techniques.\n<b>[Swordwave Attack]</b> - <color=#ffdd93>Swordwave Energy above 20 + Kodachi Mode+ After Dodge/Skill 2 + Tap Basic Attack</color>\nConsumes [Swordwave Energy] to cast Swordwave Attack against enemies. Repeatedly tap Basic Attack to unleash multiple swordwaves, dealing damage. Each [Swordwave Attack] makes the next [Swordwave Attack] faster. When the remaining [Swordwave Energy] is insufficient to cast [Swordwave Attack], the character will exit [Swordwave Attack].\nAfter [Swordwave Attack] ends, automatically casts a finishing slash.\n<b>[Crimson Plunge]</b> - <color=#ffdd93>Kodachi Mode + Airborne + Tap Basic Attack</color>\nPerforms a plunge attack against enemies while airborne.	Basic Attack	Assets/Product/Texture/Image/IconSkill/R5Luxiyapugong1.png		17673	50200	1	['Basic Attack DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33007	[202]
202	Crimson Slash	Odachi Mode	<b>[Odachi Mode]</b> - <color=#ffdd93>Odachi in Hand + Tap Basic Attack</color>\nPerforms a 5-hit attack using the Odachi.\n- Deals DMG equal to 420% ATK in total.\n- Recovers 120 [Swordwave Energy] in total.\n- Recovers 15 Signature Energy in total.\n<b>[Swordwave Attack]</b> - <color=#ffdd93>Swordwave Energy above 20 + Odachi in Hand+ After Dodge + Blade Flashes + Tap Basic Attack</color>\nConsumes [Swordwave Energy] to cast Swordwave Attack against enemies. Repeatedly tap Basic Attack to unleash multiple swordwaves, dealing damage. Each [Swordwave Attack] makes the next [Swordwave Attack] faster. When the remaining [Swordwave Energy] is insufficient to cast [Swordwave Attack], the character will exit [Swordwave Attack]. [Swordwave Attack]'s DMG is considered Core DMG.\n- Deals DMG up to 425% ATK.\n- Recovers up to 18 Signature Energy.\nAfter [Swordwave Attack] ends, automatically casts a finishing slash. The finishing slash's DMG is considered Basic Attack DMG.\n- Deals DMG equal to 131% ATK in total.\n- Recovers 3 Signature Energy in total.\n<b>[Crimson Plunge]</b> - <color=#ffdd93>Odachi Mode + Airborne + Tap Basic Attack</color>\nPerforms a plunge attack against enemies while airborne.\n- Deals DMG equal to 200% ATK in total.\n- Recovers 3 Signature Energy in total.\n- Recovers 10 [Swordwave Energy] in total.	<b>[Odachi Mode]</b> - <color=#ffdd93>Tap Basic Attack</color>\nPerforms a 5-hit attack using Odachi.\n<b>[Swordwave Attack]</b> - <color=#ffdd93>Swordwave Energy above 20 + Odachi Mode+ After Dodge + Tap Basic Attack</color>\nConsumes [Swordwave Energy] to cast Swordwave Attack against enemies. Repeatedly tap Basic Attack to unleash multiple swordwaves, dealing damage. Each [Swordwave Attack] makes the next [Swordwave Attack] faster. When the remaining [Swordwave Energy] is insufficient to cast [Swordwave Attack], the character will exit [Swordwave Attack].\nAfter [Swordwave Attack] ends, automatically casts a finishing slash.\n<b>[Crimson Plunge]</b> - <color=#ffdd93>Odachi Mode + Airborne + Tap Basic Attack</color>\nPerforms a plunge attack against enemies while airborne.	Basic Attack	Assets/Product/Texture/Image/IconSkill/R5Luxiyapugong1.png		17013	42000	1	['Basic Attack DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33001	
203	Seamless Glare	Kodachi Mode	<b>[Swordwave Energy]</b> - <color=#ffdd93>Automatically gained when casting Whirling Thrash/Sundered Delusion/Basic Attack.</color>\nIn [Kodachi Mode], Skill 1/Skill 2/Basic Attack grants [Swordwave Energy].\n[Swordwave Energy] cap is 120.\nConsumes Swordwave Energy to cast [Swordwave Attack].\n<b>[Swordbreak]</b> - <color=#ffdd93>[Kodachi Mode] + Automatically Applied When Swordwaves Hit</color>\nIn [Kodachi Mode], swordwaves inflict [Swordbreak] on hit enemies, up to 10 stacks. Enemies with [Swordbreak] take 10% increased DMG and consume 1 stack of [Swordbreak] every 1s to deal DMG equal to 14.5% ATK.\nDMG dealt by [Swordbreak] and [Swordwave Attack] is considered Core DMG.	<b>[Swordwave Energy]</b> - <color=#ffdd93>Automatically gained when casting Whirling Thrash/Sundered Delusion/Basic Attack.</color>\nIn [Kodachi Mode], Skill 1/Skill 2/Basic Attack grants [Swordwave Energy].\n[Swordwave Energy] cap is 120.\nConsumes Swordwave Energy to cast [Swordwave Attack].\n<b>[Swordbreak]</b> - <color=#ffdd93>[Kodachi Mode] + Automatically Applied When Swordwaves Hit</color>\nIn [Kodachi Mode], swordwaves inflict [Swordbreak] on hit enemies, up to 10 stacks. Enemies with [Swordbreak] take 10% increased DMG and consume 1 stack of [Swordbreak] every 1s to deal DMG once. DMG dealt by [Swordbreak] and [Swordwave Attack] is considered Core DMG.	Core Passive	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya01.png		607	1450	1	['Core DMG', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33013	[204]
204	Seamless Glare	Odachi Mode	<b>[Swordwave Energy]</b> - <color=#ffdd93>Automatically gained when performing Basic Attack.</color>\nIn [Odachi Mode], Basic Attack grants [Swordwave Energy].\n[Swordwave Energy] cap is 120.\nConsumes Swordwave Energy to cast [Swordwave Attack].\n<b>[Swordbreak β]</b> - <color=#ffdd93>[Odachi Mode] + Automatically Applied When Swordwaves Hit</color>\nIn [Odachi Mode], swordwaves inflict [Swordbreak β] on hit enemies, up to 30 stacks. Enemies with [Swordbreak β] take 10% increased DMG and consume 1 stack of [Swordbreak β] every 1s to deal DMG equal to 14.5% ATK.\nDMG dealt by [Swordbreak β] and [Swordwave Attack] is considered Core DMG.	<b>[Swordwave Energy]</b> - <color=#ffdd93>Automatically gained when performing Basic Attack.</color>\nIn [Odachi Mode], Basic Attack grants [Swordwave Energy]. Consumes Swordwave Energy to cast [Swordwave Attack].\n<b>[Swordbreak β]</b> - <color=#ffdd93>[Odachi Mode] + Automatically Applied When Swordwaves Hit</color>\nIn [Odachi Mode], swordwaves inflict [Swordbreak β] on hit enemies, up to 30 stacks. Enemies with [Swordbreak β] take increased DMG and consume 1 stack of [Swordbreak β] every 1s to deal DMG once. DMG dealt by [Swordbreak β] and [Swordwave Attack] is considered Core DMG.	Core Passive	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya01.png		607	1450	1	['Core DMG', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33013	
205	Whirling Thrash		<b>[Whirling Thrash]</b> - <color=#ffdd93>Kodachi Mode + Tap Skill 1</color>\nSlashes the enemy swiftly. Within a short window, the skill can be cast again to leap into the air and strike downward.\n- Deals total DMG equal to 165% ATK.\n- Recovers 40 [Swordwave Energy] in total.\n- Recovers 30 Signature Energy in total.	<b>[Whirling Thrash]</b> - <color=#ffdd93>Kodachi Mode + Tap Skill 1</color>\nSlashes the enemy swiftly. Within a short window, the skill can be cast again to leap into the air and strike downward.	Core Skill 1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya21.png	6	9750	16500	1	['Skill DMG', 'Phaseshift']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33008	
206	Sundered Delusion		<b>[Sundered Delusion]</b> - <color=#ffdd93>Kodachi Mode + Tap Skill 2</color>\nGains 50% DMG Reduction. Enters [Afterimage Stance], can perform Flash Block during this state. After a brief delay, casts [Iaido Slash β] to charge forward with multiple slashes, dealing massive DMG. If cast after a successful block, refunds partial cooldown.\n- Deals total DMG equal to 221% ATK.\n- Recovers 80 [Swordwave Energy] in total.\n- Recovers 20 Signature Energy in total.\n- Refunds 50% cooldown after successful block.\nAfter successfully casting [Iaido Slash β], immediately tap Basic Attack to directly cast [Swordwave Attack].	<b>[Sundered Delusion]</b> - <color=#ffdd93>Kodachi Mode + Tap Skill 2</color>\nGains DMG Reduction. Enters [Afterimage Stance], can perform Flash Block during this state. After a brief delay, casts [Iaido Slash β] to charge forward with multiple slashes, dealing massive DMG. If cast after a successful block, refunds partial cooldown.\nAfter successfully casting [Iaido Slash β], immediately tap Basic Attack to directly cast [Swordwave Attack].	Core Skill 2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya31.png	15	6600	19600	1	['Skill DMG', 'Uninterruptible', 'Flash Block']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33009	
207	Splashing Thunder	Kodachi Mode	<b>[Splashing Thunder]</b> - <color=#ffdd93>Kodachi Mode + Tap Skill 3</color>\nCasts [Wildfire Slash] against enemies, converting all [Swordbreak] on enemies to [Swordbreak β], and enters [Odachi Mode].\n- Deals total DMG equal to 321% ATK.\n- Recovers 45 Signature Energy in total.\nIn [Odachi Mode], Skill 3 is replaced with [Flashstorm], Skills 1 and 2 become unusable, basic attack is replaced with [Odachi Mode], and [Swordwave Attack] can be cast directly after Dodge.\nAfter casting Splashing Thunder, gains 50% DMG Bonus, Super Armor, and 15% DMG Reduction for 17s.	<b>[Splashing Thunder]</b> - <color=#ffdd93>Kodachi Mode + Tap Skill 3</color>\nGains DMG Reduction. Casts [Wildfire Slash] against enemies, converting all [Swordbreak] on enemies to [Swordbreak β], and enters [Odachi Mode].\nIn [Odachi Mode], Skill 3 is replaced with [Flashstorm], Skills 1 and 2 become unusable, and Basic Attack is replaced with [Odachi Mode].\nAfter casting [Splashing Thunder], gains DMG Bonus, Interrupt Immunity, and Extra DMG Reduction for a certain duration.	Core Skill 3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya32.png	21	11273	26800	1	['Skill DMG', 'Uninterruptible', 'DMG Buff']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33014	[209]
209	Flashstorm	Odachi Mode	<b>[Flashstorm]</b> - <color=#ffdd93>Odachi Mode + Tap Skill 3</color>\nAfter briefly charging up, performs 4 hits with [Shadow Strike], then casts [Thunderous Bash] to deal massive DMG to enemies before sheathing the Odachi and entering [Kodachi Mode].\n- Deals total DMG equal to 410% ATK.\n- Recovers 45 Signature Energy in total.\nThe final hit of [Thunderous Bash] detonates all [Swordbreak β] on the target, dealing additional high DMG.\n- Each detonated [Swordbreak] stack deals additional DMG equal to 14.5% ATK.\n- Detonation DMG counts as Core DMG.	<b>[Flashstorm]</b> - <color=#ffdd93>Odachi Mode + Tap Skill 3</color>\nAfter briefly charging up, performs 4 hits with [Shadow Strike], then casts [Thunderous Bash] to deal massive DMG to enemies before sheathing the Odachi and entering [Kodachi Mode].\nThe final hit of [Thunderous Bash] detonates all [Swordbreak β] on the target, dealing additional high DMG.\n- Detonation DMG counts as Core DMG.	Core Skill 3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya32.png	21	17242	41000	1	['Skill DMG', 'Core DMG', 'DMG Immunity']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33003	
208	Phantom Step		<b>[Phantom Step]</b> - <color=#ffdd93>Drag Joystick + Tap Dodge</color>\nLucia dodges in the target direction. Without joystick input, dodges backward. Can trigger Extreme Dodge during this move.\n- After a successful Extreme Dodge, becomes Invincible for 1.5s and recovers 40 [Swordwave Energy].\n<b>[Iaido Slash]</b> - <color=#ffdd93>Kodachi Mode + Press and hold Dodge</color>\nEnters [Focus Stance], gaining DMG Reduction. Can perform Flash Block during this state.\nRelease Dodge to cast [Iaido Slash]. If Flash Block is triggered during [Focus Stance], immediately casts [Iaido Slash β].\n- Deals DMG equal to up to 221% ATK.\n- Recovers up to 20 Signature Energy.\n- Recovers up to 80 [Swordwave Energy].\nDodge Energy does not recover during [Focus Stance].	<b>[Phantom Step]</b> - <color=#ffdd93>Drag Joystick + Tap Dodge</color>\nLucia dodges in the target direction. Without joystick input, dodges backward. Can trigger Extreme Dodge during this move.\n- After a successful Extreme Dodge, becomes Invincible briefly and restores [Swordwave Energy].\n<b>[Iaido Slash]</b> - <color=#ffdd93>Kodachi Mode + Press and hold Dodge</color>\nEnters [Focus Stance], gaining 30% DMG Reduction. Can perform Flash Block during this state.\nRelease Dodge to cast [Iaido Slash]. If Flash Block is triggered during [Focus Stance], immediately casts [Iaido Slash β].\nDodge Gauge does not recover during [Focus Stance].	Dodge	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/UiDlcRelinkDodge.png		21168	36000	1	['Dodge Check', 'Uninterruptible', 'Flash Block']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33012	
