Id	Name	IndexInMap	TalentIcon	PrefabPath	Descriptions
1401	信标·攻守兼备	11	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_014.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn4.prefab	['指挥局玩法中角色入场时会获得生命上限0%的护盾', '指挥局玩法中角色入场时会获得生命上限5%的护盾', '指挥局玩法中角色入场时会获得生命上限10%的护盾', '指挥局玩法中角色入场时会获得生命上限15%的护盾', '指挥局玩法中角色入场时会获得生命上限20%的护盾', '指挥局玩法中角色入场时会获得生命上限25%的护盾', '指挥局玩法中角色入场时会获得生命上限30%的护盾', '指挥局玩法中角色入场时会获得生命上限35%的护盾', '指挥局玩法中角色入场时会获得生命上限40%的护盾', '指挥局玩法中角色入场时会获得生命上限45%的护盾', '指挥局玩法中角色入场时会获得生命上限50%的护盾']
1402	信标·暴伤	12	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_012.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn4.prefab	['指挥局玩法中角色暴击伤害增加0%', '指挥局玩法中角色暴击伤害增加1%', '指挥局玩法中角色暴击伤害增加2%', '指挥局玩法中角色暴击伤害增加3%', '指挥局玩法中角色暴击伤害增加4%', '指挥局玩法中角色暴击伤害增加5%', '指挥局玩法中角色暴击伤害增加6%', '指挥局玩法中角色暴击伤害增加7%', '指挥局玩法中角色暴击伤害增加8%', '指挥局玩法中角色暴击伤害增加9%', '指挥局玩法中角色暴击伤害增加10%']
1501	信标·疗愈强化	13	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_003.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn2.prefab	['指挥局玩法中角色治疗量增加0%', '指挥局玩法中角色治疗量增加5%', '指挥局玩法中角色治疗量增加10%', '指挥局玩法中角色治疗量增加15%', '指挥局玩法中角色治疗量增加20%', '指挥局玩法中角色治疗量增加25%', '指挥局玩法中角色治疗量增加30%', '指挥局玩法中角色治疗量增加35%', '指挥局玩法中角色治疗量增加40%', '指挥局玩法中角色治疗量增加45%', '指挥局玩法中角色治疗量增加50%']
1502	信标·储能	14	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_030.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn2.prefab	['指挥局玩法中角色初始能量增加0', '指挥局玩法中角色初始能量增加5', '指挥局玩法中角色初始能量增加10', '指挥局玩法中角色初始能量增加15', '指挥局玩法中角色初始能量增加20', '指挥局玩法中角色初始能量增加25', '指挥局玩法中角色初始能量增加30', '指挥局玩法中角色初始能量增加35', '指挥局玩法中角色初始能量增加40', '指挥局玩法中角色初始能量增加45', '指挥局玩法中角色初始能量增加50']
1503	信标·疾走	15	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_032.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn2.prefab	['指挥局玩法中角色跑步速度增加0%', '指挥局玩法中角色跑步速度增加2%', '指挥局玩法中角色跑步速度增加4%', '指挥局玩法中角色跑步速度增加6%', '指挥局玩法中角色跑步速度增加8%', '指挥局玩法中角色跑步速度增加10%', '指挥局玩法中角色跑步速度增加12%', '指挥局玩法中角色跑步速度增加14%', '指挥局玩法中角色跑步速度增加16%', '指挥局玩法中角色跑步速度增加18%', '指挥局玩法中角色跑步速度增加20%']
1504	信标·闪避界限	16	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_029.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn2.prefab	['指挥局玩法中角色闪避能量值上限增加0', '指挥局玩法中角色闪避能量值上限增加40', '指挥局玩法中角色闪避能量值上限增加80', '指挥局玩法中角色闪避能量值上限增加120', '指挥局玩法中角色闪避能量值上限增加160', '指挥局玩法中角色闪避能量值上限增加200', '指挥局玩法中角色闪避能量值上限增加240', '指挥局玩法中角色闪避能量值上限增加280', '指挥局玩法中角色闪避能量值上限增加320', '指挥局玩法中角色闪避能量值上限增加360', '指挥局玩法中角色闪避能量值上限增加400']
1601	信标·进攻型刚体	17	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_004.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中进攻型免伤增加0%', '指挥局玩法中进攻型免伤增加2.5%', '指挥局玩法中进攻型免伤增加5%', '指挥局玩法中进攻型免伤增加7.5%', '指挥局玩法中进攻型免伤增加10%', '指挥局玩法中进攻型免伤增加12.5%', '指挥局玩法中进攻型免伤增加15%', '指挥局玩法中进攻型免伤增加17.5%', '指挥局玩法中进攻型免伤增加20%', '指挥局玩法中进攻型免伤增加22.5%', '指挥局玩法中进攻型免伤增加25%']
1602	信标·装甲型刚体	18	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_005.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中装甲型免伤增加0%', '指挥局玩法中装甲型免伤增加2.5%', '指挥局玩法中装甲型免伤增加5%', '指挥局玩法中装甲型免伤增加7.5%', '指挥局玩法中装甲型免伤增加10%', '指挥局玩法中装甲型免伤增加12.5%', '指挥局玩法中装甲型免伤增加15%', '指挥局玩法中装甲型免伤增加17.5%', '指挥局玩法中装甲型免伤增加20%', '指挥局玩法中装甲型免伤增加22.5%', '指挥局玩法中装甲型免伤增加25%']
1603	信标·辅助型刚体	19	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_006.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中辅助型免伤增加0%', '指挥局玩法中辅助型免伤增加2.5%', '指挥局玩法中辅助型免伤增加5%', '指挥局玩法中辅助型免伤增加7.5%', '指挥局玩法中辅助型免伤增加10%', '指挥局玩法中辅助型免伤增加12.5%', '指挥局玩法中辅助型免伤增加15%', '指挥局玩法中辅助型免伤增加17.5%', '指挥局玩法中辅助型免伤增加20%', '指挥局玩法中辅助型免伤增加22.5%', '指挥局玩法中辅助型免伤增加25%']
1701	信标·先锋型刚体	20	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_031.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中先锋型免伤增加0%', '指挥局玩法中先锋型免伤增加2.5%', '指挥局玩法中先锋型免伤增加5%', '指挥局玩法中先锋型免伤增加7.5%', '指挥局玩法中先锋型免伤增加10%', '指挥局玩法中先锋型免伤增加12.5%', '指挥局玩法中先锋型免伤增加15%', '指挥局玩法中先锋型免伤增加17.5%', '指挥局玩法中先锋型免伤增加20%', '指挥局玩法中先锋型免伤增加22.5%', '指挥局玩法中先锋型免伤增加25%']
1702	信标·进攻型强力	21	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_020.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中进攻型攻击增加0%', '指挥局玩法中进攻型攻击增加2%', '指挥局玩法中进攻型攻击增加4%', '指挥局玩法中进攻型攻击增加6%', '指挥局玩法中进攻型攻击增加8%', '指挥局玩法中进攻型攻击增加10%', '指挥局玩法中进攻型攻击增加12%', '指挥局玩法中进攻型攻击增加14%', '指挥局玩法中进攻型攻击增加16%', '指挥局玩法中进攻型攻击增加18%', '指挥局玩法中进攻型攻击增加20%']
1703	信标·装甲型强力	22	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_021.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中装甲型攻击增加0%', '指挥局玩法中装甲型攻击增加2%', '指挥局玩法中装甲型攻击增加4%', '指挥局玩法中装甲型攻击增加6%', '指挥局玩法中装甲型攻击增加8%', '指挥局玩法中装甲型攻击增加10%', '指挥局玩法中装甲型攻击增加12%', '指挥局玩法中装甲型攻击增加14%', '指挥局玩法中装甲型攻击增加16%', '指挥局玩法中装甲型攻击增加18%', '指挥局玩法中装甲型攻击增加20%']
1704	信标·辅助型强力	23	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_022.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中辅助型攻击增加0%', '指挥局玩法中辅助型攻击增加2%', '指挥局玩法中辅助型攻击增加4%', '指挥局玩法中辅助型攻击增加6%', '指挥局玩法中辅助型攻击增加8%', '指挥局玩法中辅助型攻击增加10%', '指挥局玩法中辅助型攻击增加12%', '指挥局玩法中辅助型攻击增加14%', '指挥局玩法中辅助型攻击增加16%', '指挥局玩法中辅助型攻击增加18%', '指挥局玩法中辅助型攻击增加20%']
1801	信标·先锋型强力	24	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_007.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中先锋型攻击力增加0%', '指挥局玩法中先锋型攻击力增加2%', '指挥局玩法中先锋型攻击力增加4%', '指挥局玩法中先锋型攻击力增加6%', '指挥局玩法中先锋型攻击力增加8%', '指挥局玩法中先锋型攻击力增加10%', '指挥局玩法中先锋型攻击力增加12%', '指挥局玩法中先锋型攻击力增加14%', '指挥局玩法中先锋型攻击力增加16%', '指挥局玩法中先锋型攻击力增加18%', '指挥局玩法中先锋型攻击力增加20%']
1802	信标·无畏	25	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_023.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中必杀后免伤增加0%', '指挥局玩法中必杀后免伤增加2.5%', '指挥局玩法中必杀后免伤增加5%', '指挥局玩法中必杀后免伤增加7.5%', '指挥局玩法中必杀后免伤增加10%', '指挥局玩法中必杀后免伤增加12.5%', '指挥局玩法中必杀后免伤增加15%', '指挥局玩法中必杀后免伤增加17.5%', '指挥局玩法中必杀后免伤增加20%', '指挥局玩法中必杀后免伤增加22.5%', '指挥局玩法中必杀后免伤增加25%']
1803	信标·振奋	26	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_024.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中必杀后伤害增加0%', '指挥局玩法中必杀后伤害增加2%', '指挥局玩法中必杀后伤害增加4%', '指挥局玩法中必杀后伤害增加6%', '指挥局玩法中必杀后伤害增加8%', '指挥局玩法中必杀后伤害增加10%', '指挥局玩法中必杀后伤害增加12%', '指挥局玩法中必杀后伤害增加14%', '指挥局玩法中必杀后伤害增加16%', '指挥局玩法中必杀后伤害增加18%', '指挥局玩法中必杀后伤害增加20%']
1901	信标·技艺领悟	27	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_025.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中技能伤害增加0%', '指挥局玩法中技能伤害增加2%', '指挥局玩法中技能伤害增加4%', '指挥局玩法中技能伤害增加6%', '指挥局玩法中技能伤害增加8%', '指挥局玩法中技能伤害增加10%', '指挥局玩法中技能伤害增加12%', '指挥局玩法中技能伤害增加14%', '指挥局玩法中技能伤害增加16%', '指挥局玩法中技能伤害增加18%', '指挥局玩法中技能伤害增加20%']
1902	信标·终技领悟	28	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_026.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中必杀技伤害增加0%', '指挥局玩法中必杀技伤害增加2%', '指挥局玩法中必杀技伤害增加4%', '指挥局玩法中必杀技伤害增加6%', '指挥局玩法中必杀技伤害增加8%', '指挥局玩法中必杀技伤害增加10%', '指挥局玩法中必杀技伤害增加12%', '指挥局玩法中必杀技伤害增加14%', '指挥局玩法中必杀技伤害增加16%', '指挥局玩法中必杀技伤害增加18%', '指挥局玩法中必杀技伤害增加20%']
1903	信标·超算增伤	29	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_028.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn3.prefab	['指挥局玩法中超算空间内伤害增加0%', '指挥局玩法中超算空间内伤害增加2%', '指挥局玩法中超算空间内伤害增加4%', '指挥局玩法中超算空间内伤害增加6%', '指挥局玩法中超算空间内伤害增加8%', '指挥局玩法中超算空间内伤害增加10%', '指挥局玩法中超算空间内伤害增加12%', '指挥局玩法中超算空间内伤害增加14%', '指挥局玩法中超算空间内伤害增加16%', '指挥局玩法中超算空间内伤害增加18%', '指挥局玩法中超算空间内伤害增加20%']
2001	信标·元素增伤	30	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_002.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn4.prefab	['指挥局玩法中泛用机体元素伤害增加0%', '指挥局玩法中泛用机体元素伤害增加1%', '指挥局玩法中泛用机体元素伤害增加2%', '指挥局玩法中泛用机体元素伤害增加3%', '指挥局玩法中泛用机体元素伤害增加4%', '指挥局玩法中泛用机体元素伤害增加5%', '指挥局玩法中泛用机体元素伤害增加6%', '指挥局玩法中泛用机体元素伤害增加7%', '指挥局玩法中泛用机体元素伤害增加8%', '指挥局玩法中泛用机体元素伤害增加9%', '指挥局玩法中泛用机体元素伤害增加10%']
2002	信标·能量恢复	31	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_027.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn4.prefab	['指挥局玩法中每5秒回0点能量', '指挥局玩法中每5秒回1点能量', '指挥局玩法中每5秒回2点能量', '指挥局玩法中每5秒回3点能量', '指挥局玩法中每5秒回4点能量', '指挥局玩法中每5秒回5点能量', '指挥局玩法中每5秒回6点能量', '指挥局玩法中每5秒回7点能量', '指挥局玩法中每5秒回8点能量', '指挥局玩法中每5秒回9点能量', '指挥局玩法中每5秒回10点能量']
2003	信标·强力支援	32	Assets/Product/Texture/Image/UiGuild/IconGuildTalent/UIGuildTalent_017.png	Assets/Product/Ui/ComponentPrefab/UiGuild/GuildSkillPointBtn4.prefab	['指挥局玩法中QTE技能的伤害增加0%', '指挥局玩法中QTE技能的伤害增加10%', '指挥局玩法中QTE技能的伤害增加20%', '指挥局玩法中QTE技能的伤害增加30%', '指挥局玩法中QTE技能的伤害增加40%', '指挥局玩法中QTE技能的伤害增加50%', '指挥局玩法中QTE技能的伤害增加60%', '指挥局玩法中QTE技能的伤害增加70%', '指挥局玩法中QTE技能的伤害增加80%', '指挥局玩法中QTE技能的伤害增加90%', '指挥局玩法中QTE技能的伤害增加100%']
