DrawId	IsUp	Name	Type	ProbShow	Sort
1005		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
316	[True, True]	['【6星】红樱', '【5星】九字之定', '【6星】噬狼枪', '【6星】零式', '【5星】暗影紫光', '【5星】卫士挂载', '紫色武器', '蓝色武器', '螺母箱', '突破材料']		['4.00%', '12.00%', '0.50%', '0.50%', '1.50%', '1.50%', '33.40%', '27.90%', '9.35%', '9.35%']	
2000		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2010		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1017		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1018		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1019		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1020		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1021		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2011		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2012		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2013		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2014		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2015		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
317	[True, True]	['【6星】镇命者', '【5星】石之心', '【6星】核基红龙', '【6星】机韵', '【5星】熔岩之柱', '【5星】电光石火', '紫色武器', '蓝色武器', '螺母箱', '突破材料']		['4.00%', '12.00%', '0.50%', '0.50%', '1.50%', '1.50%', '33.40%', '27.90%', '9.35%', '9.35%']	
318	[True, True]	['【6星】魏紫', '【5星】褪色', '【6星】大神威', '【6星】雷米尔', '【5星】动轮大剑', '【5星】猎隼E-3320', '紫色武器', '蓝色武器', '螺母箱', '突破材料']		['4.00%', '12.00%', '0.50%', '0.50%', '1.50%', '1.50%', '33.40%', '27.90%', '9.35%', '9.35%']	
1022		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1023		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1024		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1025		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2016		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2017		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2018		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2019		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1006	[True, True]	['【6星】莱特宁', '【5星】猎隼E-3320', '【6星】魏紫', '【6星】核基红龙', '【5星】熔岩之柱', '【5星】褪色', '紫色武器', '蓝色武器', '螺母箱', '突破材料']		['4.00%', '12.00%', '0.50%', '0.50%', '1.50%', '1.50%', '33.40%', '27.90%', '9.35%', '9.35%']	
3000		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3001		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3002		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3003		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3004		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3005		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3006		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3007		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3008		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3009		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3010		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
319	[True, True]	['【6星】莱特宁', '【5星】猎隼E-3320', '【6星】魏紫', '【6星】核基红龙', '【5星】熔岩之柱', '【5星】褪色', '紫色武器', '蓝色武器', '螺母箱', '突破材料']		['4.00%', '12.00%', '0.50%', '0.50%', '1.50%', '1.50%', '33.40%', '27.90%', '9.35%', '9.35%']	
320	[True, True]	['【6星】赛因', '【5星】暗影紫光', '【6星】机韵', '【6星】红樱', '【5星】电光石火', '【5星】九字之定', '紫色武器', '蓝色武器', '螺母箱', '突破材料']		['4.00%', '12.00%', '0.50%', '0.50%', '1.50%', '1.50%', '33.40%', '27.90%', '9.35%', '9.35%']	
321	[True, True]	['【6星】圣艾尔摩', '【5星】褪色', '【6星】镇命者', '【6星】赛因', '【5星】石之心', '【5星】暗影紫光', '紫色武器', '蓝色武器', '螺母箱', '突破材料']		['4.00%', '12.00%', '0.50%', '0.50%', '1.50%', '1.50%', '33.40%', '27.90%', '9.35%', '9.35%']	
3011		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
3012		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1026		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1027		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1028		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1029		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱', 'S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%', '1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2020		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2021		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2022		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2023		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
322	[True, True]	['【6星】朱桦', '【5星】九字之定', '【6星】机韵', '【6星】核基红龙', '【5星】电光石火', '【5星】熔岩之柱', '紫色武器', '蓝色武器', '螺母箱', '突破材料']		['4.00%', '12.00%', '0.50%', '0.50%', '1.50%', '1.50%', '33.40%', '27.90%', '9.35%', '9.35%']	
323	[True, True]	['【6星】塔纳托斯', '【5星】掠影', '【6星】镇命者', '【6星】赛因', '【5星】石之心', '【5星】暗影紫光', '紫色武器', '蓝色武器', '螺母箱', '突破材料']		['4.00%', '12.00%', '0.50%', '0.50%', '1.50%', '1.50%', '33.40%', '27.90%', '9.35%', '9.35%']	
1030		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1031		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1032		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1033		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1034		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1035		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1036		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2024		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2025		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2026		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2027		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2028		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2029		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2030		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
4000		['S级独域机体(含保底)', 'S级独域机体(基础掉落)', '紫色装备', '突破材料', '经验材料', '螺母箱']		['12.45%', '5.00%', '28.21%', '26.45%', '6.44%', '26.45%']	
1037		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1038		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1039		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1040		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1041		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
1042		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '0.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2031		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2032		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2033		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2034		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
2035		['S级泛用机体(含保底)', 'S级泛用机体(基础掉落)', 'B、A级泛用机体', '角色碎片', '紫色装备', '突破材料', '经验材料', '螺母箱']		['1.90%', '1.50%', '13.95%', '22.11%', '28.39%', '14.42%', '4.81%', '14.42%']	
