Id	MonsterId	MonsterType	Icon	Num	Level	LimitStageId	ModelScale	FightEventList	BuffIds	MonsterInfoId	Note
3109	93140	2	Assets/Product/Texture/Image/RoleCharacter/GuitaristNormal01.png	1	1000		0.6999	[712006, 760473]	[712006, 760473, 776550, 776220]	107	斩仙
3110	93130	2	Assets/Product/Texture/Image/RoleCharacter/KeyboardistNormal01.png	1	1000		0.6999	[712005, 760433]	[712005, 760433, 776551, 776221]	108	杀神
3111	93120	2	Assets/Product/Texture/Image/RoleCharacter/DrummerNormal01.png	1	1000		0.6999	[712004, 760453]	[712004, 760453, 776552, 776222]	109	诛魔
3112	90910	2	Assets/Product/Texture/Image/RoleCharacter/ShenmirenNormal01.png	1	1000		0.6	[760333, 760672, 760493]	[760333, 760672, 760493, 776553, 776223]	69	齿轮
3113	93070	2	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	1	1000		0.6999	[760642, 760273, 760253]	[760642, 760273, 760253, 776554, 776224]	105	圣堂守卫
3114	93173	2	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1HetimingyunzhilunMd010001.png	1	1000		0.6999	[760313, 772595, 760630]	[760313, 772595, 760630, 776555, 776225]	110	命运之轮
3115	90740	2	Assets/Product/Texture/Image/RoleMonster/RoleMonster92740.png	1	1000		1.0	[760393, 760394, 760343]	[760393, 760394, 760343, 776556, 776226]	64	西瓜
3116	90700	2	Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	1	1000		0.8	[760221, 776105, 712003]	[760221, 776105, 712003, 776557, 776227]	63	至尊
3117	90440	2	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	1	1000		0.5	[772583, 760253, 760351]	[772583, 760253, 760351, 776558, 776228]	55	阿瓦隆
3201	83500	3	Assets/Product/Texture/Image/RoleCharacter/QuNormal01.png	1	1000	30161270	1.0	[742198, 780273]	[742198, 780273, 776559, 776229]	82	曲
3202	81600	3	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	1	1000	30161271	1.0	[780373, 772583]	[780373, 772583, 776560, 776230]	79	罗兰
3203	81900	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	1000	30161272	1.0	[780253, 761275]	[780253, 761275, 776561, 776231]	78	阿尔法
4001		1	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	1	1000		0.6	[760396, 772583, 780433]	[760396, 772583, 780433]	4	巡境者
4002		1	Assets/Product/Texture/Image/RoleCharacter/Me1ShenhaiqianfuzheMd000002.png	1	1000		1.0	[760396, 780632, 780453]	[760396, 780632, 780453]	13	潜伏者
4003		1	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	1	1000		0.6	[760253, 772591, 780263]	[760253, 772591, 780263]	29	长耳兔
4004		1	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	1	1000		0.6999	[760293, 760213, 780183]	[760293, 760213, 780183]	17	分解单元
4005		2	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	1	1000		1.0	[760382, 780672, 780062]	[760382, 780672, 780062]	40	贝雅
4006		2	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	1	1000		0.8	[760133, 780382, 780343]	[760133, 780382, 780343]	8	执行者
4007		2	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	1	1000		0.6999	[760353, 772583, 780221]	[760353, 772583, 780221]	21	吊人
4008		2	Assets/Product/Texture/Image/RoleCharacter/WulunNormal01.png	1	1000		0.8	[772583, 776105, 780053]	[772583, 776105, 780053]	23	舞轮
4009		2	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	1	1000		0.6999	[760313, 780363, 780073]	[760313, 780363, 780073]	25	凯西
4010		2	Assets/Product/Texture/Image/RoleCharacter/Me1UnknownMd010001.png	1	1000		0.6	[760323, 760272, 780213]	[760323, 760272, 780213]	69	齿轮
4101		2	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	1	1000		0.8	[760293, 780213, 780282]	[760293, 780213, 780282]	49	分解者
4102		2	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	1	1000		0.8	[776105, 780382, 780453]	[776105, 780382, 780453]	50	勘探者
4103		2	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	1	1000		0.8	[772593, 712006, 780252]	[772593, 712006, 780252]	51	挖掘者
4104		2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal01.png	1	1000		1.0	[772591, 712004, 780252]	[772591, 712004, 780252]	57	构造体
4105		2	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	1	1000		0.8	[776102, 772591, 780353]	[776102, 772591, 780353]	45	浪人
4106		2	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	1	1000		0.5	[776105, 780672, 780183]	[776105, 780672, 780183]	48	消防
4107		2	Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	1	1000		0.8	[772593, 772595, 780282]	[772593, 772595, 780282]	63	至尊
4108		2	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	1	1000		0.5	[772583, 780632, 712006]	[772583, 780632, 712006]	56	禁卫
4109		2	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	1	1000		0.6999	[760672, 780433, 780183]	[760672, 780433, 780183]	58	武藏陆型
4110		2	Assets/Product/Texture/Image/RoleCharacter/FangshengdouniuNormal01.png	1	1000		0.5	[772587, 780282, 780263]	[772587, 780282, 780263]	53	斗牛
4201		3	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	1	1000		0.6			86	黑鲨
4202		3	Assets/Product/Texture/Image/RoleCharacter/LuosaitaNormal01.png	1	1000		0.75			80	罗塞塔人形
4203		3	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	1	1000		0.6			85	白鲨
4204		3	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	1000		0.6999			76	苦刑
4205		3	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal01.png	1	1000		0.6999			74	武藏玖
4206		3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	1000		1.0			78	阿尔法
4207		3	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	1	1000		1.0			81	卡穆
5201	81700	3	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	1000		0.6999			76	苦刑
5202	81800	3	Assets/Product/Texture/Image/RoleCharacter/WashakeNormal01.png	1	1000		0.3			77	瓦沙克
5203	81500	3	Assets/Product/Texture/Image/RoleCharacter/XixiNomal01.png	1	1000		0.4			75	喷涂
5204	83100	3	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	1	1000		1.0			81	卡穆
5205	93200	3	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal01.png	1	1000		0.6999			74	武藏玖型·改
5206	83220	3	Assets/Product/Texture/Image/RoleCharacter/LuosaitaNormal01.png	1	1000		0.75			80	罗塞塔人形
5207	83520	3	Assets/Product/Texture/Image/RoleCharacter/Mb1MelodyhuaxuMd10001.png	1	1000		0.6			83	华胥
5208	83500	3	Assets/Product/Texture/Image/RoleCharacter/QuNormal01.png	1	1000		1.0			82	曲
5209	83600	3	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	1	1000		0.6			84	加百列
5210	82200	3	Assets/Product/Texture/Image/RoleCharacter/RuRiTianNormal01.png	1	1000		0.5			113	如日天
5211	81900	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	1000		1.0			78	阿尔法
5212	83900	3	Assets/Product/Texture/Image/RoleCharacter/LunaNormal03.png	1	1000		1.0			88	露娜
5213	837000	3	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	1	1000		0.6			85	白鲨
5214	837100	3	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	1	1000		0.6			86	黑鲨
5215	848100	3	Assets/Product/Texture/Image/RoleCharacter/HongChaoNormal01.png	1	1000		0.5			111	红潮女
5216	841000	3	Assets/Product/Texture/Image/RoleCharacter/ShulinghouNormal01.png	1	1000		0.6			89	枢蛉后
5217	85300	3	Assets/Product/Texture/Image/RoleCharacter/V130syyzNormal01.png	1	1000		0.5			117	噬月异种
5218	84200	3	Assets/Product/Texture/Image/RoleCharacter/Mb1MajiyaweiliMd010001.png	1	1000		0.5			90	马基
5219	84400	3	Assets/Product/Texture/Image/RoleCharacter/PunishjuhemutiNormal01.png	1	1000		0.1199			92	母体
5220	81720	3	Assets/Product/Texture/Image/RoleCharacter/TifaNomal02.png	1	1000		0.5			119	苦刑之女·幻妄
5221	847100	3	Assets/Product/Texture/Image/RoleCharacter/ShuangziNormal01.png	1	1000		0.5			95	双子
5222	85400	3	Assets/Product/Texture/Image/RoleCharacter/HuoshaNormal01.png	1	1000		0.5			118	惑砂
5223	85350	3	Assets/Product/Texture/Image/RoleCharacter/WeiyuantyNomal01.png	1	1000		0.5			120	未元投影体
5224	846000	3	Assets/Product/Texture/Image/RoleCharacter/LamiyaNormal01.png	1	1000		0.5			94	拉弥亚
5225	85100	3	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	1	1000		0.5			114	高达
6201	81300	3	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	1000		0.8			73	蔷薇之剑
6202	81200	3	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal01.png	1	1000		0.6999	[760221]	[760221]	74	武藏玖
6203	83500	3	Assets/Product/Texture/Image/RoleCharacter/QuNormal01.png	1	1000		1.0			82	曲
6204	837000	3	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	1	1000		0.6	[760692]	[760692]	85	白鲨
6205	81800	3	Assets/Product/Texture/Image/RoleCharacter/WashakeNormal01.png	1	1000		0.3			77	瓦沙克
6206	83900	3	Assets/Product/Texture/Image/RoleCharacter/LunaNormal03.png	1	1000		1.0			88	露娜
6207	81900	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	1000		1.0			78	阿尔法
6208	83600	3	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	1	1000		0.6	[760692]	[760692]	84	加百列
6209	83100	3	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	1	1000		1.0			81	卡穆
6210	84300	3	Assets/Product/Texture/Image/RoleCharacter/Mb1SirenMd010001.png	1	1000		0.4			91	塞壬1
6211	81720	3	Assets/Product/Texture/Image/RoleCharacter/TifaNomal02.png	1	1000		0.5			119	苦刑之女·幻妄
6212	82150	3	Assets/Product/Texture/Image/RoleCharacter/Mb1BraveMd010011.png	1	1000		0.5			115	暴动
6213	845000	3	Assets/Product/Texture/Image/RoleCharacter/VoodooNormal01.png	1	1000		0.4			93	巫毒
6214	93331	1	Assets/Product/Texture/Image/RoleCharacter/HaohaiziNomal01.png	1	1000		0.5			123	好孩子
6215	93351	2	Assets/Product/Texture/Image/RoleCharacter/V132gztNormal01.png	1	1000		0.5			125	精英构造体
6216	93321	2	Assets/Product/Texture/Image/RoleCharacter/V130stNormal02.png	1	1000		0.4			121	意识聚合体
6217	93311	2	Assets/Product/Texture/Image/RoleCharacter/V131bzNormal01.png	1	1000		0.4			122	多蒂
6218	93140	2	Assets/Product/Texture/Image/RoleCharacter/GuitaristNormal01.png	1	1000		0.6999			107	斩仙
