Id	LibraryId	ThumbnailPath	EnvName	Description	PowerPercent	FightEventIds	BtnIcon	SuperSmashBrosMonster	MonsterLibraryId	NeedWinCount
30161292	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-22	无环境						
30161293	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-23	无环境						
30161261	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-24	无环境						
30161289	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-25	无环境						
30161273	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	点到为止	场景中有光幕标识的擂台区域，擂台区域外每秒损失5%最大生命值		[4028]			15001	
30161274	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[2201605]			15002	1
30161275	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	真枪实弹	敌我造成的所有伤害均变为真实伤害（计算伤害减免）		[4028]			15003	2
30161276	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	致命链接	敌方受到伤害时，根据伤害值百分比对我方造成等比例的伤害		[4028]			15004	3
30161277	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	点到为止	场景中有光幕标识的擂台区域，擂台区域外每秒损失5%最大生命值		[4028]			15005	4
30161278	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15006	5
30161279	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	真枪实弹	敌我造成的所有伤害均变为真实伤害（计算伤害减免）		[4028]			15007	6
30161280	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	致命链接	敌方受到伤害时，根据伤害值百分比对我方造成等比例的伤害		[4028]			15008	7
30161281	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	点到为止	场景中有光幕标识的擂台区域，擂台区域外每秒损失5%最大生命值		[4028]			15009	8
30161282	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15010	9
30162493	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15011	6
30161283	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15012	7
30161260	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15013	5
30161296	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15014	4
30161297	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15015	1
30161298	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15016	
30161299	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15017	3
30161295	6	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧		[4028]			15018	2
