Id	PrefabName	Icon	Name	Desc	Condition	StageId	StoryId	TRPGRewardId	DialogIcon
21005	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		旧日残影	看上去……这位指挥官死亡时间应该已超过一周以上了。	770400		ZX01614BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBa01.png
21011	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		吹笛人	他们仿佛被‘笛声’引诱，淹没在赤红色的海洋中。	770400		ZX01615BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBa01.png
23014	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangle.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageBa03.png	异合生物	这些感染体看上去已经出现了生物化趋向，再叫它为感染体不太合适。	770400	10130157			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageBa03.png
21016	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		掠夺与牺牲	为了活下去，只能在必须支付的代价中，选择了一个勉强能承受的事情。	770400		ZX01618BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBa01.png
21017	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		过去与未来	请不要恨我。	770400		ZX01619BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBa01.png
21020	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		血缘连结	我……也会变得和她一样吗？	770400		ZX01620BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBa01.png
21026	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		一路前行	丽芙小心翼翼地翻开了褪色的封面，从中掉出一片白色的花瓣，落在她手中。	770400		ZX01621BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBa01.png
21032	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		布满荆棘	前方还有不少陷阱，请小心行事。	770400		ZX01622BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBa01.png
23033	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangleBoss.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageBa04.png	曾在此处	如果没有发生那件事，我或许还会对此抱着愚蠢的希望。	770400	10130158			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageBa04.png
21034	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		零落碎片	什么时候让露西亚找回那段记忆，就由你来决定了。	770400		ZX01624BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBa01.png
31000	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		伪物都市	并不是被废弃……而是从一开始就没有被使用过。	770400		ZX01625BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
31001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		红潮的指引	溯源而上——抵达深渊。	770400		ZX01626BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
33003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangle.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa01.png	欢迎仪式	这些随意堆放的破碎机体，令人联想到‘尸骸’。	770400	10130159			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa01.png
39001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		帷幕	既然客人已经来到了家门口，又哪有不招待的道理。	770400		ZX01628BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
31005	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		意外的援助	那么接下来，就由我来做你们的行动支援吧。	770400		ZX91629BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
33006	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangle.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa02.png	升格秘闻	蒙眼的王，谏臣与野兽。	770400	10130161			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa02.png
39002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		试探	又或者，这是您的另一种’测试’？	770400		ZX01631BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
33007	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightSquare.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa03.png	问句	你真的能——用手中的这把刀，刺穿露娜的心脏？	770400	10130163			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa03a.png
39003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangle.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa04.png	代行者之怒	如果这些软弱无力的造物就是你所谓的‘最终计划’……那么我很失望。	770400	10130164			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa04.png
31008	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		报幕人	这就是，我给露娜小姐的答案——	770400		ZX01634BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
31009	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		跨越连接桥	无论在看得见的地方还是看不见的地方，支援部队永远都在工作。	770400		ZX01635BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
31010	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		华胥虚影	华胥的虚影出现在这里……到底意味着什么？	770400		ZX01636BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
31011	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		造访者	小心那个露西亚。	770400		ZX91637BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
31012	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		真红决意	露西亚……快！指挥官要……	770400		ZX01638BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
39004	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		分歧点	我会接受你的一切，包括你的痛苦与抉择。	770400		ZX01639BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
39005	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		往事尘封	别着急，下一个就是你了。	770400		ZX01640BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
31013	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		悔恨的残片	在彻底陷入了静默之前，露西亚握紧了手中的铭牌……	770400		ZX01641BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
39006	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		回忆乱流	彼此的回忆碎片在回忆乱流中越过了界限，如同崩塌后倾泻而下的玻璃碎片，零落在她们眼前。	770400		ZX01642BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
39007	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		迷茫之心	口出狂言却如此迷茫，如此不堪，这就是现在的你？	770400		ZX01643BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
31015	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangleBoss.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa05.png	露西亚	这是作为你没有逃避任何回忆，直面一切的报答。	770400	10130166			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageCa05.png
31016	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		迈向未来	欢迎回来，露西亚。	770400		ZX01645BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryCa01.png
40000	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		聚噬深渊	在这巨大怪物的身下汇聚着红潮形成的湖泊，闪烁着令人畏惧的猩红光芒。	770400		ZX01646BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDa01.png
41001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		完美伪装？	如果他不是莫瑞，又会是谁呢？	770400		ZX01646BB		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDa01.png
41003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		音频分析	盲目地寻找根本不可能找到拉弥亚的所在，这个时候就需要注意下提示了。	770400		ZX01647BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDa01.png
41803	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		人鱼的礼物	嘻嘻，收下吧，这来自拉弥亚微不足道的关心。	770400		ZX91648BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDa01.png
41004	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		被捕的人鱼	拉弥亚，已经无处可逃了。	770400		ZX91649BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDa01.png
41005	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		恐怖的痕迹	当大家赶到震动中心的时候，现场只剩下被割裂和被击碎的巨大岩石痕迹。	770400		ZX91650BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDa01.png
43006	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangle.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageDa01.png	升格互噬	露娜小姐……请你履行作为代行者最后的职责……	770400	10130167			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageDa01.png
41007	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		决意	灰鸦小队要在一起才能发挥出最大的实力，不是吗？	770400		ZX91652BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDa01.png
41009	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		人鱼的目的	“完成你的任务。”	770400		ZX91653BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDa01.png
43011	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangle.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageDa02.png	巨大的威胁	直面聚噬体的咆哮，除了战斗，无处可逃。	770400	10130168			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageDa02.png
41812	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		自白	这次，我选择相信的是“我自己”	770400		ZX01655BA		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDa01.png
43012	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangle.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageDa03.png	分秒必争	虽然面前有着无数的敌人，但是露西亚相信，这来自背后的子弹和光束，将为自己扫平所有的障碍。	770400	10130169			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageDa03.png
43013	Assets/Product/Ui/ComponentPrefab/GridStage/GridStageTRPGFightRectangleBoss.prefab	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageDa04.png	苏醒与毁灭	终焉将……在此降临！	770400	10130170			Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageDa04.png
211001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		入侵者	那么，就开始工作吧。	621101		FZ01601BA	211001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
211002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		多线行动	突然，莫瑞脖颈后传来冰凉的触感。	621102		FZ01601BB		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
211003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		诡局	舰桥操作台，C.I.C（指挥中枢），后面是数据库吗……	621103		FZ01601BC	211003	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
211004	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		地球的支点	但是我既然接下了这趟脏活，我就会做到底。	621104		FZ01601BD		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
211005	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		粗糙的痕迹	这看来就是老头子们想要的东西了。	621105		FZ01601BE		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
211006	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		猫鼠游戏	当一场潜入行为变成你追我逃的猫鼠游戏，吃亏的总是准备较少的一方。	621106		FZ01601BF	211006	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
212001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		圣甲虫	看着莫瑞留下的残骸，瓦莱莉雅若有所思。	621201		FZ01603BA	212001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
212002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		攀援	最终，瓦莱莉雅走向了另外的路线。	621202		FZ01603BB		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
212003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		“坏小子”	“坏小子”大摇大摆地走在街道上。	621203		FZ01603BC	212003	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
212004	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		诱饵	是追逐诱饵还是成为诱饵，这是个问题。	621204		FZ01603BD		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
212005	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		疑问	各怀鬼胎的双方，最终都安全脱险。	621205		FZ01603BE	212005	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
213001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		旅行者	地面的沙尘中出现了三个行走的身影。	621301		FZ01602BA	213001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
213002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		“大天线”	乱七八糟的旅行者们，直到最后才发现自己的路标。	621302		FZ01602BB		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
213003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		对谈	对话简短而直接，双方都不愿意放弃自己的想法。	621303		FZ01602BC	213003	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
213004	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		继续旅途	于是，谈话结束，旅行者们继续上路。	621304		FZ01602BD	213004	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
231001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		若琳	她大概率会在红潮经过的地方寻找蚕驹指挥官，就在废墟中搜索吧。	623101		FZ01608BA	231001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
231002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		最后的礼物	这或许是我很自私的请求，至少在我有限的寿命中，我希望你能一直陪在我身边。	623102		FZ01608BB	231002	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
231003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		记忆残响	她站在红潮的正中间，被名为“记忆”的笛声拥入怀中。	623103		FZ01608BC	231003	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
232001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		蔓延	这可不是游戏，好好执行任务。	623201		FZ01607BA	232001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
232002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		涨潮	灰色的建筑群之间出现了一条猩红色的长线，由远及近。	623202		FZ01607BB	232002	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
232003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		猎物	此时在这附近唯一还在呼吸的‘活物’，只有站在楼顶的卡穆。	623203		FZ01607BC		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
232004	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		帷幕之外	除非，你想试试潜水下去开门？	623204		FZ01607BD	232004	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryAa01.png
221001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		“素材”	现在失去工作意味着什么，你恐怕比我更清楚吧。	622101		FZ01605BA	221001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBb01.png
221002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		血缘余音	她追逐着名为“血缘”的笛声，张开了怀抱——	622102		FZ01605BB	221003	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBb01.png
222001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		未知天堂	看来这颗行星已经哭出了血泪啊。	622201		FZ01606BA	222001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBc01.png
222002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		从众效应	绝望，仿佛成了某种传染病。	622202		FZ01606BB	222002	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBc01.png
222003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		燃尽一切	迈向未知的任务，就交给我吧。	622203		FZ01606BC		Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBc01.png
222004	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		无声自我	那个没有受到“笛声”引诱的人，迈向了已知的未来。	622204		FZ01606BD	222004	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryBc01.png
241001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		背光	‘在深渊中，我看到了繁星。’	624101		FZ01610BA	241001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDb01.png
241002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		蚕食	待自己的整只右手分解殆尽之后，加百列重新起身，看向面前汹涌的潮水。	624102		FZ01610BB	241002	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDb01.png
242001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		交易	在我这里没有秘密。	624201		FZ01609BA	242001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDc01.png
242002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		条件	执棋者正将棋子摆上棋盘。	624202		FZ01609BB	242002	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDc01.png
243001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		“佳音”	放心吧，神派来的天使一定会帮助我们活下去的。	624301		FZ01611BA	243001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDd01.png
243002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		祈祷	神一定会给我们幸福的。	624302		FZ01611BB	243002	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDd01.png
243003	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		信仰赞歌	在她唇边的祷词渐渐崩塌，“信仰”的笛声也随着潮鸣一起回荡开来。	624303		FZ01611BC	243003	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDd01.png
244001	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		幕后	我指的是你实际的使用者，即华胥真正的主人。	624401		FZ01604BA	244001	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDe01.png
244002	Assets/Product/Ui/ComponentPrefab/GridStage/GridStagTRPGStory.prefab		计划	不论万世铭如何改变，露娜都必须被抹除。	624402		FZ01604BB	244002	Assets/Product/Texture/Image/UiTRPG/FubenTRPGStageStoryDe01.png
