Id	UiName	CharacterId	CameraName	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	FieldOfView
11511003	UiMain	1511003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11121002	UiMain	1121002	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11011002	UiMain	1011002	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11031002	UiMain	1031002	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11541003	UiMain	1541003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11021002	UiMain	1021002	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11571003	UiMain	1571003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11551003	UiMain	1551003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11521003	UiMain	1521003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11061002	UiMain	1061002	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11111002	UiMain	1111002	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11221002	UiMain	1221002	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11211002	UiMain	1211002	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11131002	UiMain	1131002	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11051001	UiMain	1051001	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11091003	UiMain	1091003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11201003	UiMain	1201003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11041003	UiMain	1041003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11081003	UiMain	1081003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11071003	UiMain	1071003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11121003	UiMain	1121003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11011003	UiMain	1011003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11031003	UiMain	1031003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11171003	UiMain	1171003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11141003	UiMain	1141003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11021003	UiMain	1021003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11191003	UiMain	1191003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11531003	UiMain	1531003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11061003	UiMain	1061003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11221003	UiMain	1221003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11181003	UiMain	1181003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11131003	UiMain	1131003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11051003	UiMain	1051003	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11041004	UiMain	1041004	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11071004	UiMain	1071004	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11011004	UiMain	1011004	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11031004	UiMain	1031004	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11021004	UiMain	1021004	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11531004	UiMain	1531004	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11051004	UiMain	1051004	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11021005	UiMain	1021005	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
21031001	UiFavorabilityNew	1031001	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21021001	UiFavorabilityNew	1021001	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21091002	UiFavorabilityNew	1091002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21231002	UiFavorabilityNew	1231002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21041002	UiFavorabilityNew	1041002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21161002	UiFavorabilityNew	1161002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21081002	UiFavorabilityNew	1081002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21561003	UiFavorabilityNew	1561003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21241002	UiFavorabilityNew	1241002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21071002	UiFavorabilityNew	1071002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21511003	UiFavorabilityNew	1511003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21121002	UiFavorabilityNew	1121002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21011002	UiFavorabilityNew	1011002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21031002	UiFavorabilityNew	1031002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21541003	UiFavorabilityNew	1541003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21021002	UiFavorabilityNew	1021002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21571003	UiFavorabilityNew	1571003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21551003	UiFavorabilityNew	1551003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21521003	UiFavorabilityNew	1521003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
