Id	CharacterId	Quality	Phase	Name	Level	Intro	SkillId
27	1231002	5	6	时序守则	2	核心-人形剧场基础伤害提升60%。	123226
28	1231002	6		时序守则	3	必杀-无线牢笼额外伤害加成提升20%。	123226
29	1011004	3	5	空间漫步	1	超维空间展开时及释放必杀-时序终焉时唤起未冷却的QTE。	101424
30	1011004	4		空间漫步	2	处于超维空间时获得25%额外伤害加成。上场首次进入超维空间时获得随机三消球。释放必杀-界域崩解后获得必杀能量。释放必杀后下场时队友释放必杀触发援护射击。	101424
31	1011004	4	3	超维度掌控	1	释放超维劫击时额外获得8点必杀能量，每次上场首次进入超维空间时获得1点视点。	101425
32	1011004	5		超维度掌控	2	使用必杀-界域崩解时，每点视点增加15%必杀-时序终焉的基础伤害。SS升阶被动-空间漫步中，使用必杀-界域崩解时回复必杀能量的效果翻倍。	101425
33	1011004	5	3	此在，叩响门扉	1	必杀-界域崩解额外伤害加成提高30%。	101426
34	1011004	5	6	此在，叩响门扉	2	三消信号球技能及超维劫击额外伤害加成提高20%。	101426
35	1011004	6		此在，叩响门扉	3	必杀-时序终焉额外伤害加成提高35%。	101426
36	1091003	3	5	不绝的创作欲	1	释放必杀-底色渲染时唤起未冷却的QTE。	109324
37	1091003	4		不绝的创作欲	2	必杀-作画领域展开期间额外伤害加成提高20%。每次入场获得30点必杀能量和1份“备用颜料”。	109324
38	1091003	4	3	绘彩魔术师	1	释放纯色·主题强调或混色·概念碰撞时，同时获得纯色·主题强调和混色·概念碰撞的额外增益效果。三消信号球技能、纯色·主题强调、混色·概念碰撞冰属性伤害加成提高10%。	109325
39	1091003	5		绘彩魔术师	2	增幅型职业技效果提升100%。纯色·主题强调、混色·概念碰撞的额外增益效果提升至15%。	109325
40	1091003	5	3	献给世界的杰作	1	幻彩笔触额外伤害加成提高20%。	109326
41	1091003	5	6	献给世界的杰作	2	三消信号球技能、纯色·主题强调、混色·概念碰撞额外伤害加成提高50%。	109326
42	1091003	6		献给世界的杰作	3	必杀-点墨成绘额外伤害加成提高50%。	109326
43	1021005	3	5	徇世罔燃	1	剑势达到上限释放无念刹那时唤起未冷却的QTE。	102524
44	1021005	4		徇世罔燃	2	无光值上限提高至600，三消信号球技能、无念刹那获得无光值时额外获得50点无光值。释放必杀-囚影·乱霆开曜时，触发未冷却的超算空间。	102524
45	1021005	4	3	百态妄相	1	每次入场，首次释放无念刹那额外回复20点必杀能量。信号球技能、无念刹那的基础伤害提高50%。	102525
46	1021005	5		百态妄相	2	手持大太刀时，三消后提高自身15%额外伤害加成。必杀-囚影·浮世业火的基础伤害提升60%。不灭殛华的殛跃挑击基础伤害提升50%。每次入场首次释放刃碎纷缭时获得剑气强化。	102525
47	1021005	5	3	窥觑森罗	1	不灭殛华的振雷斩、无念刹那的额外伤害加成提高30%。	102526
48	1021005	5	6	窥觑森罗	2	不灭殛华的殛跃挑击及三消信号球技能的额外伤害加成提高50%。	102526
49	1021005	6		窥觑森罗	3	必杀-囚影·浮世业火额外伤害加成提高50%。	102526
50	1241002	3	5	揽夜如歌	1	暴击几率提升20%。	124224
51	1241002	4		揽夜如歌	2	每次入场，获得1点曼舞点数。流耀层数到达4层时，额外获得40%基础伤害增加效果。	124224
52	1241002	4	3	龙雩集舞	1	使用起舞闪避成功时，随机获得3个同色信号球。	124225
53	1241002	5		龙雩集舞	2	超限力矩的物理伤害加成效果提高至20%。队伍中的其他独域九龙单位攻击力提升30%。	124225
54	1241002	5	3	起舞入梦怀	1	3消信号球额外伤害加成提升20%。	124226
55	1241002	5	6	起舞入梦怀	2	流耀舞步额外伤害加成提升50%。	124226
56	1241002	6		起舞入梦怀	3	苍山悠梦境额外伤害加成提升50%。独域九龙单位被含英附加超限力矩后，会随机获得一组三消球，冷却时间为4秒，并获得含英攻击50%的护盾，持续8秒。	124226
57	1221003	3	5	弥夜追猎	1	释放必杀-撕裂夜幕的弧闪或开启彷林猎影的减速领域时唤起未冷却的QTE。	122324
58	1221003	4		弥夜追猎	2	释放薄暮荧辉时获得10点必杀能量。每点临界弧光对必杀-撕裂夜幕的弧闪的基础伤害提升效果提高至2%。	122324
59	1221003	4	3	破茧逐光	1	超束解放后，每次超束鸣闪消耗的超束值翻倍，额外造成1次等额的伤害和治疗效果，获得必杀能量和临界弧光的效率提升100%。信号球技能的基础伤害提升30%。	122325
60	1221003	5		破茧逐光	2	增幅型职业技效果提升100%。彷林猎影状态下每额外消除1个信号球，薄暮荧辉时额外附加的雷属性伤害次数提升至2次。	122325
61	1221003	5	3	唤月邃影	1	必杀-撕裂夜幕的弧闪额外伤害加成提高20%。	122326
62	1221003	5	6	唤月邃影	2	三消信号球技能、超束解放额外伤害加成提高30%。	122326
63	1221003	6		唤月邃影	3	薄暮荧辉、彷林猎影额外伤害加成提高20%。	122326
64	1251002	3	5	动荷冲毁	1	施放<color=#FF6347>必杀-燃颅崩碎</color>时，唤醒未冷却的QTE。	125224
65	1251002	4		动荷冲毁	2	雷属性伤害提升<color=#FF6347>30%</color>，三消信号球后马上获得1颗对应颜色的信号球。	125224
66	1251002	4	3	火瀑连携	1	三消信号球后，立即使<color=#FF6347>过载球</color>转化为<color=#FF6347>爆裂球</color>。	125225
67	1251002	5		火瀑连携	2	每层<color=#FF6347>动擎值</color>的增幅提升至<color=#FF6347>100%</color>，<color=#FF6347>雷贯状态</color>期间额外伤害加成提高<color=#FF6347>30%</color>。	125225
68	1251002	5	3	桀骜烈雷的杀意	1	三消信号球技能额外伤害加成提升<color=#FF6347>40%</color>。	125226
69	1251002	5	6	桀骜烈雷的杀意	2	<color=#FF6347>劲涌雷爆</color>和<color=#FF6347>霹雳徊袭</color>的额外伤害加成提升<color=#FF6347>40%</color>。	125226
70	1251002	6		桀骜烈雷的杀意	3	<color=#FF6347>必杀-燃颅崩碎</color>额外伤害加成提升<color=#FF6347>40%</color>。	125226
71	1261003	3	5	决行预兆	1	释放<color=#FF6347>合击·锁魂裁定</color>、<color=#FF6347>合击·碎魄之弓</color>时唤起未冷却的QTE。	126324
72	1261003	4		决行预兆	2	切换入场获得一组三消球。<color=#FF6347>审判领域</color>展开期间，额外伤害加成提高<color=#FF6347>30%</color>。	126324
73	1261003	4	3	天秤刻印	1	退场时，立即为<color=#FF6347>塞西莉</color>输入6颗额外的<color=#FF6347>密语球</color>。退场后，<color=#FF6347>塞西莉</color>获得<color=#FF6347>100%</color>的额外伤害加成。	126325
74	1261003	5		天秤刻印	2	增幅型职业技效果提升<color=#FF6347>100%</color>。每次入场获得30<color=#FF6347>威光值</color>和<color=#FF6347>碎魄印记</color>。<color=#FF6347>合击·碎魄之弓</color>的基础伤害提升<color=#FF6347>50%</color>。	126325
75	1261003	5	3	理想的彼岸	1	<color=#FF6347>必杀-天刻宏耀之锋</color>的额外伤害加成提高<color=#FF6347>30%</color>	126326
76	1261003	5	6	理想的彼岸	2	三消信号球技能、<color=#FF6347>密语球</color>技能的额外伤害加成提高<color=#FF6347>50%</color>	126326
77	1261003	6		理想的彼岸	3	<color=#FF6347>合击·锁魂裁定</color>、<color=#FF6347>合击·碎魄之弓</color>的额外伤害加成提高<color=#FF6347>30%</color>	126326
78	1271003	3	5	远行与归途	1	消耗<color=#D91414>原初形态溯汐球</color>或释放<color=#D91414>普攻-潜渊暗流</color>时唤起未冷却的QTE。	127324
79	1271003	4		远行与归途	2	角色每次入场时获得一颗<color=#D91414>潮涌球</color>。<color=#D91414>潮涌球</color>、<color=#D91414>溯汐球</color>、<color=#D91414>沧浪溯汐球</color>基础伤害提升<color=#D91414>50%</color>。<color=#D91414>暗潮形态</color>下获得<color=#D91414>15%</color>额外伤害加成。	127324
80	1271003	4	3	晨光与浮沫	1	每次入场，首次释放<color=#D91414>原初形态溯汐球</color>额外获得<color=#D91414>20</color>点必杀能量，信号球技能及<color=#D91414>原初形态</color>的普攻追加攻击基础伤害提升<color=#D91414>30%</color>。	127325
81	1271003	5		晨光与浮沫	2	角色每次入场时额外获得一颗<color=#D91414>潮涌球</color>。释放<color=#D91414>原初形态溯汐球</color>获得的必杀能量提升<color=#D91414>10</color>点，<color=#D91414>必杀-狂涛肇始</color>在<color=#D91414>暴风雨</color>天气下会对敌人造成<color=#D91414>4500%</color>暗属性伤害，<color=#D91414>渊海点</color>上限提高至<color=#D91414>600</color>，处于<color=#D91414>暗潮形态</color>时释放<color=#D91414>潮涌球</color>、<color=#D91414>溯汐球</color>或三消释放信号球技能时获得的<color=#D91414>渊海点</color>提升<color=#D91414>200%</color>。	127325
82	1271003	5	3	覆灭与新生	1	<color=#D91414>普攻-潜渊暗流</color>的额外伤害加成提高<color=#D91414>20%</color>。	127326
83	1271003	5	6	覆灭与新生	2	<color=#D91414>潮涌球</color>、<color=#D91414>溯汐球</color>、<color=#D91414>沧浪溯汐球</color>、三消释放信号球技能的额外伤害加成提高<color=#D91414>40%</color>。	127326
84	1271003	6		覆灭与新生	3	<color=#D91414>必杀-沉渊终局</color>根据<color=#D91414>暗潮形态</color>下消球数量提升额外伤害加成，每消除一颗信号球提升<color=#D91414>3%</color>，上限<color=#D91414>16</color>颗。	127326
85	1281002	3	5	苍蓝之焰	1	释放必杀技时，唤起未冷却的QTE。	128224
86	1281002	4		苍蓝之焰	2	提升自身火属性伤害<color=#D91414>25%</color>。释放<color=#D91414>必杀-爆发驱动</color>时，信号球将按照3消规则重新排列。	128224
87	1281002	4	3	奇迹之星	1	<color=#D91414>普通攻击-崩天剑击</color>蓄力时，可通过三消红/黄信号球，触发<color=#D91414>核心被动-反射星云</color>，在拔剑时根据消球数量获得蓝球。蓄力期间每消除一个球，提高本次<color=#D91414>普通攻击-崩天剑击</color>拔剑基础伤害<color=#D91414>20%</color>。若在<color=#D91414>普通攻击-崩天剑击</color>蓄力中三消，拔剑时可消耗<color=#D91414>核心被动-增强冲击</color>的强化效果，本次拔剑基础伤害提高<color=#D91414>100%</color>。	128225
88	1281002	5		奇迹之星	2	提高<color=#D91414>星曜利剑</color>、<color=#D91414>星刻十字</color>、<color=#D91414>牵绊之心</color>基础伤害<color=#D91414>70%</color>。释放<color=#D91414>普通攻击-光子加农</color>时，获得一枚随机信号球。	128225
89	1281002	5	3	绝对之零	1	释放<color=#D91414>闪焰打击</color>、<color=#D91414>星脉刺刀</color>、<color=#D91414>核心被动-全制限解放</color>及<color=#D91414>普通攻击-崩天剑击</color>拔剑时，火属性伤害提高<color=#D91414>30%</color>。	128226
90	1281002	5	6	绝对之零	2	处于<color=#D91414>蓝羽化</color>状态时，提高自身攻击力<color=#D91414>15%</color>。	128226
91	1281002	6		绝对之零	3	<color=#D91414>必杀-彼界明星</color>及<color=#D91414>牵绊之心</color>额外伤害加成提高<color=#D91414>20%</color>。	128226
92	1081004	3	5	陷阵之时	1	释放<color=#D91414>热焰喷涌</color>或<color=#D91414>热力侵蚀</color>时，触发未冷却的QTE。	108424
93	1081004	4		陷阵之时	2	每次入场后，<color=#D91414>热力超导</color>首次提升至3层时，回复<color=#D91414>70</color>必杀能量。<color=#D91414>强袭模式</color>期间额外伤害提升<color=#D91414>30%</color>。释放<color=#D91414>热焰喷涌</color>后获得3层<color=#D91414>热力超导</color>。	108424
94	1081004	4	3	突围之刻	1	释放<color=#D91414>热焰喷涌</color>后，获得一个<color=#D91414>炽能球</color>。渡边·尘铭施加的<color=#D91414>灼热侵袭</color>效果提升<color=#D91414>10%</color>。	108425
95	1081004	5		突围之刻	2	连续释放<color=#D91414>热力侵蚀</color>时动作加快。<color=#D91414>热力超导</color>可叠加上限提升至6层，每层的增幅效果提升<color=#D91414>5%</color>。入场后首次<color=#D91414>招架</color>成功时，获得额外1颗<color=#D91414>炽能球</color>。渡边·尘铭施加的<color=#D91414>灼热侵袭</color>效果提升<color=#D91414>10%</color>。队伍中所有角色的切换冷却时间减少<color=#D91414>3</color>秒，无法与同类效果叠加。	108425
96	1081004	5	3	领袖之翼	1	<color=#D91414>必杀-爆裂荡涤</color>的额外伤害加成提高<color=#D91414>35%</color>。	108426
97	1081004	5	6	领袖之翼	2	<color=#D91414>热焰喷涌</color>的额外伤害加成提高<color=#D91414>35%</color>。	108426
98	1081004	6		领袖之翼	3	<color=#D91414>热力侵蚀</color>、三消信号球技能的额外伤害加成提高<color=#D91414>35%</color>。	108426
99	1521004	3	5	渺世行阼	1	释放<color=#D91414>凝诀</color>、<color=#D91414>唤岳</color>或<color=#D91414>君临镇魄</color>时，触发未冷却的QTE。闪避成功后下次释放第四段普攻时，直接开启<color=#D91414>入阵</color>，通过这种方式<color=#D91414>入阵</color>时，不会获得<color=#D91414>铭刻值</color>。	152424
100	1521004	4		渺世行阼	2	释放<color=#D91414>启星册魂</color>时，立即获得一层<color=#D91414>魂涟</color>。释放<color=#D91414>凝诀</color>后，下次释放<color=#D91414>启星册魂</color>时，<color=#D91414>践阼</color>期间，每释放一组三消信号球，获得<color=#D91414>三层魂涟</color>。释放<color=#D91414>唤岳</color>后，每层<color=#D91414>魂涟</color>提供的<color=#D91414>君临镇魄</color>基础伤害提升效果提高至<color=#D91414>45%</color>。	152424
101	1521004	4	3	启圣泯厄	1	<color=#D91414>入阵</color>时，自身额外伤害加成提升<color=#D91414>25%</color>，持续8秒。	152425
102	1521004	5		启圣泯厄	2	释放<color=#D91414>凝诀</color>、<color=#D91414>唤岳</color>时，每有一点<color=#D91414>铭刻值</color>，本次攻击基础伤害提高<color=#D91414>50%</color>。释放<color=#D91414>飞霜</color>后，本次<color=#D91414>入阵</color>期间使用<color=#D91414>凝诀</color>或<color=#D91414>唤岳</color>，将消耗一点<color=#D91414>铭刻值</color>，使得下次释放<color=#D91414>启星册魂</color>和<color=#D91414>君临镇魄</color>时，同时拥有<color=#D91414>凝诀</color>和<color=#D91414>唤岳</color>的强化效果。	152425
103	1521004	5	3	铭箓登极	1	<color=#D91414>凝诀</color>、<color=#D91414>飞霜</color>、<color=#D91414>唤岳</color>额外伤害加成提高<color=#D91414>50%</color>。	152426
104	1521004	5	6	铭箓登极	2	三消信号球、<color=#D91414>万世铭-刻</color>及<color=#D91414>启星册魂</color>额外伤害加成提高<color=#D91414>50%</color>。	152426
105	1521004	6		铭箓登极	3	<color=#D91414>君临镇魄</color>额外伤害加成提高<color=#D91414>45%</color>。	152426
106	1291002	3	5	述源等式	1	<color=#D91414>耦合</color>的基础伤害提升<color=#D91414>150%</color>。释放<color=#D91414>重噪连音</color>后，将红色和黄色信号球按照3消规则排列。	129224
107	1291002	4		述源等式	2	每次入场时会获得<color=#D91414>3即算点</color>。<color=#D91414>解析状态</color>下布偶熊·觅语的暗属性伤害提升<color=#D91414>20%</color>。	129224
108	1291002	4	3	末论悖想	1	消除<color=#D91414>重音球</color>也会展开持续<color=#D91414>8秒</color>的<color=#D91414>溢算领域</color>。布偶熊·觅语所施加的<color=#D91414>暗质辐射</color>的暗属性伤害提升效果翻倍。	129225
109	1291002	5		末论悖想	2	每点<color=#D91414>解析值</color>会使<color=#D91414>重噪连音</color>和<color=#D91414>重放</color>的基础伤害额外提升<color=#D91414>0.4%</color>。<color=#D91414>解析值</color>达到<color=#D91414>150</color>时，<color=#D91414>重噪连音</color>和<color=#D91414>重放</color>的基础伤害额外提升<color=#D91414>150%</color>，且释放<color=#D91414>重噪连音</color>后随机获得3个同色信号球。	129225
110	1291002	5	3	承续者之虹	1	<color=#D91414>全析破解</color>，<color=#D91414>重噪连音</color>和<color=#D91414>重放</color>的额外伤害加成提升<color=#D91414>30%</color>。	129226
111	1291002	5	6	承续者之虹	2	3消信号球的额外伤害加成提升<color=#D91414>100%</color>。	129226
112	1291002	6		承续者之虹	3	<color=#D91414>耦合</color>和<color=#D91414>溢释</color>的额外伤害加成提升<color=#D91414>50%</color>。布偶熊·觅语所施加的<color=#D91414>暗质辐射</color>会使卡列尼娜·辉晓的攻击力额外提升<color=#D91414>10%</color>。	129226
113	1171004	3	5	构相赤弦	1	释放<color=#D91414>始序惩斥</color>/<color=#D91414>终临惩斥</color>、<color=#D91414>必杀-终临</color>、<color=#D91414>必杀-月堕</color>时，触发未冷却的QTE。	117424
114	1171004	4		构相赤弦	2	释放<color=#D91414>必杀-主序</color>或<color=#D91414>必杀-终临</color>时，触发未冷却的超算空间。在<color=#D91414>主序</color>下，每<color=#D91414>10点终月值</color>增幅<color=#D91414>始序惩斥4%</color>的基础伤害。在<color=#D91414>终临</color>下退场时，月轮会进行一次攻击造成<color=#D91414>2000%</color>空属性伤害。	117424
115	1171004	4	3	熔铸相宇	1	<color=#D91414>必杀-月堕</color>的基础伤害提升<color=#D91414>20%</color>。在<color=#D91414>敛月</color>中被攻击触发自动闪避后，获得<color=#D91414>20点残月值</color>。使用<color=#D91414>空矩剥解</color>时带有闪避判定，若闪避成功则获得6个终临球。	117425
116	1171004	5		熔铸相宇	2	<color=#D91414>终月值</color>获取量翻倍，并提升上限至<color=#D91414>600</color>点。释放<color=#D91414>必杀-终临</color>时，每消耗1颗信号球增幅<color=#D91414>必杀-终临40%</color>的基础伤害，增幅上限为<color=#D91414>240%</color>。露娜·终焉处于<color=#D91414>主序</color>/<color=#D91414>终临</color>中时，对稳态力场的基础伤害效率提升效果增加至<color=#D91414>150%</color>。	117425
117	1171004	5	3	赤寰缔月	1	<color=#D91414>必杀-月堕</color>、<color=#D91414>必杀-终临</color>的额外伤害提升<color=#D91414>40%</color>	117426
118	1171004	5	6	赤寰缔月	2	三消信号球技能、<color=#D91414>空矩剥解</color>的额外伤害提升<color=#D91414>40%</color>	117426
119	1171004	6		赤寰缔月	3	<color=#D91414>始序惩斥</color>、<color=#D91414>终临惩斥</color>以及残月值达到上限释放的<color=#D91414>碎月</color>的额外伤害提升<color=#D91414>40%</color>	117426
120	1301002	3	5	拨开迷雾	1	星激迅掣和回旋格击的基础伤害提升<color=#D91414>100%</color>。每次入场时额外获得2个红色信号球和2个蓝色信号球。	130224
121	1301002	4		拨开迷雾	2	每点<color=#D91414>坚守值</color>会使钢焰冲击的基础伤害额外提升<color=#D91414>1%</color>。格挡成功后总会恢复<color=#D91414>150坚守值</color>，且每次入场时额外恢复<color=#D91414>150坚守值</color>。	130224
122	1301002	4	3	追寻真相	1	磬石之固的基础伤害提升<color=#D91414>80%</color>。星激迅掣和回旋格击的终结连段附加降低目标火属性抗性的<color=#D91414>灼热侵袭</color>效果，持续<color=#D91414>8</color>秒。	130225
123	1301002	5		追寻真相	2	每点<color=#D91414>燃点</color>会使灼日焚空的基础伤害额外提升<color=#D91414>1%</color>。以布丽姬特·耀炎为来源的焚烧伤害提升<color=#D91414>30%</color>。布丽姬特·耀炎所施加的<color=#D91414>灼热侵袭</color>的降低目标火属性抗性效果提升<color=#D91414>5%</color>。	130225
124	1301002	5	3	生命的重量	1	钢焰冲击的额外伤害加成提升<color=#D91414>40%</color>。	130226
125	1301002	5	6	生命的重量	2	磬石之固的额外伤害加成提升<color=#D91414>60%</color>。	130226
126	1301002	6		生命的重量	3	灼日焚空的额外伤害加成提升<color=#D91414>40%</color>。以布丽姬特·耀炎为来源的焚烧伤害提升<color=#D91414>30%</color>。	130226
127	1241003	3	5	蝶恋花	1	释放<color=#D91414>必杀-飞叶点翠</color>、<color=#D91414>必杀-月寒一声</color>时触发未激活的QTE。	124324
128	1241003	4		蝶恋花	2	每次入场立即获得<color=#D91414>15繁音</color>，释放<color=#D91414>泛音球</color>后立即获得3颗信号球。连续释放<color=#D91414>瑶碧华琚</color>时若无<color=#D91414>繁音</color>，可以消耗3颗信号球来代替<color=#D91414>繁音</color>的消耗。<color=#D91414>必杀-月寒一声</color>的基础伤害提升<color=#D91414>100%</color>。由含英·檀心施加的<color=#D91414>透甲之击</color>的效果提升<color=#D91414>20%</color>。	124324
129	1241003	4	3	鹊踏枝	1	每次入场立即获得3个信号球。<color=#D91414>袭式</color>期间额外伤害提升<color=#D91414>15%</color>。由含英·檀心施加的<color=#D91414>灯月交辉</color>效果提升<color=#D91414>50%</color>、<color=#D91414>侵彻支点</color>效果提升<color=#D91414>5%</color>。	124325
130	1241003	5		鹊踏枝	2	<color=#D91414>瑶碧华琚</color>的每层连续释放增幅提升至<color=#D91414>100%</color>。处于<color=#D91414>袭式</color>时，在<color=#D91414>月音之域</color>中充满<color=#D91414>繁音</color>会立即触发一次<color=#D91414>凤尾龙香</color>。由含英·檀心触发的真意斩额外伤害提升<color=#D91414>100%</color>。由含英·檀心施加的<color=#D91414>侵彻支点</color>效果提升<color=#D91414>10%</color>。队伍中所有角色的切换冷却时间减少<color=#D91414>3</color>秒，无法与同类效果叠加。	124325
131	1241003	5	3	凤栖梧	1	<color=#D91414>必杀-飞叶点翠</color>、<color=#D91414>必杀-月寒一声</color>的额外伤害提升<color=#D91414>30%</color>。	124326
132	1241003	5	6	凤栖梧	2	<color=#D91414>凤尾龙香</color>、<color=#D91414>泛音球</color>、信号球技能额外伤害提升<color=#D91414>30%</color>。	124326
133	1241003	6		凤栖梧	3	<color=#D91414>瑶碧华琚</color>、<color=#D91414>鸣珂</color>额外伤害提升<color=#D91414>30%</color>。	124326
134	1211003	3	5	往时惑影	1	进入或刷新<color=#D91414>校准模式</color>、释放<color=#D91414>超链路飞行</color>或<color=#D91414>破灭寒流</color>时，触发未冷却的QTE。	121324
135	1211003	4		往时惑影	2	入场技视为释放三消蓝色信号球。切换入场时，获得一枚信号球。进入<color=#D91414>校准模式</color>时，获得<color=#D91414>12</color>点必杀能量。处于<color=#D91414>校准模式·冷寂</color>时，<color=#D91414>驰风瞬击</color>和<color=#D91414>弹雨曳霜</color>获取<color=#D91414>覆冰值</color>效率翻倍。<color=#D91414>驰风瞬击</color>和<color=#D91414>弹雨曳霜</color>基础伤害提升<color=#D91414>100%</color>。	121324
136	1211003	4	3	梦忆浮游	1	由万事·明晰梦施加的<color=#D91414>霜晶刻蚀</color>效果提升<color=#D91414>10%</color>。<color=#D91414>弹雨曳霜</color>期间，信号球回复效率提升<color=#D91414>100%</color>。<color=#D91414>一息冰暴</color>基础伤害提升<color=#D91414>200%</color>，<color=#D91414>转轮机降</color>、<color=#D91414>明彻碎光</color>基础伤害提升<color=#D91414>100%</color>。	121325
137	1211003	5		梦忆浮游	2	由万事·明晰梦施加的<color=#D91414>霜晶刻蚀</color>效果提升<color=#D91414>10%</color>。万事·明晰梦释放的<color=#D91414>极冰</color>基础伤害提升<color=#D91414>30%</color>。在<color=#D91414>校准模式</color>下释放<color=#D91414>超链路飞行</color>或<color=#D91414>破灭寒流</color>时，其基础倍率提升为<color=#D91414>1.5</color>倍。<color=#D91414>致伤</color>效果满层时，<color=#D91414>超链路飞行</color>基础伤害额外提升<color=#D91414>60%</color>。队伍中所有角色的切换冷却时间减少<color=#D91414>3</color>秒，无法与同类效果叠加。	121325
138	1211003	5	3	无何有之乡	1	<color=#D91414>驰风瞬击</color>、<color=#D91414>弹雨曳霜</color>和<color=#D91414>骤雪凌空</color>额外伤害提升<color=#D91414>30%</color>，<color=#D91414>冰刺</color>生成时造成伤害额外伤害提升<color=#D91414>100%</color>。	121326
139	1211003	5	6	无何有之乡	2	<color=#D91414>校准模式</color>下，自身额外伤害提升<color=#D91414>10%</color>。	121326
140	1211003	6		无何有之乡	3	<color=#D91414>超链路飞行</color>和<color=#D91414>破灭寒流</color>额外伤害提升<color=#D91414>35%</color>，<color=#D91414>极冰</color>造成伤害额外伤害提升<color=#D91414>30%</color>。	121326
141	1021006	3	5	苍灰利刃	1	释放<color=#D91414>普攻-辉光绽空</color>/<color=#D91414>普攻-绮晖狂舞</color>、<color=#D91414>必杀-协行锐斩</color>/<color=#D91414>必杀-蚀日彻曙</color>时，激活未冷却的QTE。	102624
142	1021006	4		苍灰利刃	2	<color=#D91414>焰雷形态</color>、<color=#D91414>浮空模式</color>期间获得<color=#D91414>25%</color>额外伤害加成。进入<color=#D91414>浮空模式</color>时立即获得<color=#D91414>120点辉光值</color>。释放<color=#D91414>必杀-蚀日彻曙</color>退场后，露西亚·誓焰将会进入<color=#D91414>余烬燎原</color>状态，每隔2秒对周围的敌方单位发动一次攻击，造成<color=#D91414>4000%火属性伤害</color>，4次攻击后退出<color=#D91414>余烬燎原</color>状态。	102624
