StageId	StageType	StageName	ConditionId	StrengthenId	Img	Score	ExtraTimeLimit	ExtraScore	ExtraDec	Model
30162876	1	裂变分区<size=50>(7/14)</size>	[1006570]	[20]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1FenjiezheMd000001
30162877	1	裂变分区<size=50>(8/14)</size>	[1006571]	[20]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1JinweiMd000001
30162878	1	裂变分区<size=50>(9/14)</size>	[1006572]	[20]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1BaiyangnvMd010001
30162879	1	裂变分区<size=50>(10/14)</size>	[1006573]	[21]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1YunluMd000003UI
30162880	2	裂变分区<size=50>(11/14)</size>	[1006574]	[21]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1MercyMd010001UI
30162881	2	裂变分区<size=50>(12/14)</size>	[1006575]	[22, 23]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1AolajiangMd010001
30162882	2	裂变分区<size=50>(13/14)</size>	[1006576]	[22, 24]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1TifaMd010001UI
30162883	3	裂变分区<size=50>(14/14)</size>	[1006577]	[25, 37]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1MoonguyMd010001UI
30163000	1	伪逆分区<size=50>(1/14)</size>		[30]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1BiaoyanyirenMd000001
30163001	1	伪逆分区<size=50>(2/14)</size>	[1006578]	[30]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1GoodgirlMd010001UI
30163002	1	伪逆分区<size=50>(3/14)</size>	[1006579]	[30]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1SandwormMd030001
30163003	1	伪逆分区<size=50>(4/14)</size>	[1006580]	[31]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1BudaozheMd000001
30163004	1	伪逆分区<size=50>(5/14)</size>	[1006581]	[31]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1JixiewusengMd000001UI
30163005	1	伪逆分区<size=50>(6/14)</size>	[1006582]	[31]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1SwordMd002001
30163006	1	伪逆分区<size=50>(7/14)</size>	[1006583]	[32]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1XiguajunMd000002
30163007	1	伪逆分区<size=50>(8/14)</size>	[1006584]	[32]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1PikemanMd000001UI
30163008	1	伪逆分区<size=50>(9/14)</size>	[1006585]	[32]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1MoonguyMd010001UI
30163009	1	伪逆分区<size=50>(10/14)</size>	[1006586]	[33]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1TadpoleMd010001UI
30163010	2	伪逆分区<size=50>(11/14)</size>	[1006587]	[33]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1SirenMd010001UI
30163011	2	伪逆分区<size=50>(12/14)</size>	[1006588]	[34]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1MercyMd010001UI
30163012	2	伪逆分区<size=50>(13/14)</size>	[1006589]	[34]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1LuxiyaMd000003UI
30163013	3	伪逆分区<size=50>(14/14)</size>	[1006590]	[37]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1StarknightMd010001UI
30163014	1	伪逆分区<size=50>(1/14)</size>		[30]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1BiaoyanyirenMd000001
30163015	1	伪逆分区<size=50>(2/14)</size>	[1006591]	[30]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1GoodgirlMd010001UI
30163016	1	伪逆分区<size=50>(3/14)</size>	[1006592]	[30]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1SandwormMd030001
30163017	1	伪逆分区<size=50>(4/14)</size>	[1006593]	[31]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1BudaozheMd000001
30163018	1	伪逆分区<size=50>(5/14)</size>	[1006594]	[31]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1JixiewusengMd000001UI
30163019	1	伪逆分区<size=50>(6/14)</size>	[1006595]	[31]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1SwordMd002001
30163020	1	伪逆分区<size=50>(7/14)</size>	[1006596]	[32]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1XiguajunMd000002
30163021	1	伪逆分区<size=50>(8/14)</size>	[1006597]	[32]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1PikemanMd000001UI
30163022	1	伪逆分区<size=50>(9/14)</size>	[1006598]	[32]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1MoonguyMd010001UI
30163023	1	伪逆分区<size=50>(10/14)</size>	[1006599]	[33]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1TadpoleMd010001UI
30163024	2	伪逆分区<size=50>(11/14)</size>	[1006600]	[33]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1SirenMd010001UI
30163025	2	伪逆分区<size=50>(12/14)</size>	[1006601]	[34]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1MercyMd010001UI
30163026	2	伪逆分区<size=50>(13/14)</size>	[1006602]	[34]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1LuxiyaMd000003UI
30163027	3	伪逆分区<size=50>(14/14)</size>	[1006603]	[37]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1StarknightMd010001UI
30163028	1	虚镜分区<size=50>(1/14)</size>		[38]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1ShenyuantianshiMd010001UI
30163029	1	虚镜分区<size=50>(2/14)</size>	[1006604]	[38]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1HongchaoxiaolangMd010001UI
30163030	1	虚镜分区<size=50>(3/14)</size>	[1006605]	[38]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1OrphanMd030001
30163031	1	虚镜分区<size=50>(4/14)</size>	[1006606]	[39]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1ShengtangMd010001UI
30163032	1	虚镜分区<size=50>(5/14)</size>	[1006607]	[39]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1MammothMd010001UI
30163033	1	虚镜分区<size=50>(6/14)</size>	[1006608]	[39]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1SwordMd030001
30163034	1	虚镜分区<size=50>(7/14)</size>	[1006609]	[40]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1SimmoonguyMd010001UI
30163035	1	虚镜分区<size=50>(8/14)</size>	[1006610]	[40]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1ShuixingnvMd010001UI
30163036	1	虚镜分区<size=50>(9/14)</size>	[1006611]	[40]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1AolajiangMd010001
30163037	1	虚镜分区<size=50>(10/14)</size>	[1006612]	[41]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1TwinsblackMd000001UI
30163038	2	虚镜分区<size=50>(11/14)</size>	[1006613]	[41]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1JiabailieMd000001
30163039	2	虚镜分区<size=50>(12/14)</size>	[1006614]	[42, 3]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1ShadowkillerMd010001UI
30163040	2	虚镜分区<size=50>(13/14)</size>	[1006615]	[43, 3]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1HongchaojulangMd010002UI
30163041	3	虚镜分区<size=50>(14/14)</size>	[1006616]	[37, 3]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1LamiyaMd010001UI
30163042	1	虚镜分区<size=50>(1/14)</size>		[38]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1ShenyuantianshiMd010001UI
30163043	1	虚镜分区<size=50>(2/14)</size>	[1006617]	[38]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1HongchaoxiaolangMd010001UI
30163044	1	虚镜分区<size=50>(3/14)</size>	[1006618]	[38]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1OrphanMd030001
30163045	1	虚镜分区<size=50>(4/14)</size>	[1006619]	[39]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1ShengtangMd010001UI
30163046	1	虚镜分区<size=50>(5/14)</size>	[1006620]	[39]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1MammothMd010001UI
30163047	1	虚镜分区<size=50>(6/14)</size>	[1006621]	[39]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1SwordMd030001
30163048	1	虚镜分区<size=50>(7/14)</size>	[1006622]	[40]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1SimmoonguyMd010001UI
30163049	1	虚镜分区<size=50>(8/14)</size>	[1006623]	[40]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1ShuixingnvMd010001UI
30163050	1	虚镜分区<size=50>(9/14)</size>	[1006624]	[40]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1AolajiangMd010001
30163051	1	虚镜分区<size=50>(10/14)</size>	[1006625]	[41]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1TwinsblackMd000001UI
30163052	2	虚镜分区<size=50>(11/14)</size>	[1006626]	[41]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1JiabailieMd000001
30163053	2	虚镜分区<size=50>(12/14)</size>	[1006627]	[42, 3]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1ShadowkillerMd010001UI
30163054	2	虚镜分区<size=50>(13/14)</size>	[1006628]	[43, 3]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1HongchaojulangMd010002UI
30163055	3	虚镜分区<size=50>(14/14)</size>	[1006629]	[37, 3]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1LamiyaMd010001UI
30163056	1	逆衍分区<size=50>(1/14)</size>		[45]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1BaohuzheMd000001
30163057	1	逆衍分区<size=50>(2/14)</size>	[1006630]	[45]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1XunshoushiMd000001
30163058	1	逆衍分区<size=50>(3/14)</size>	[1006631]	[45]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1SandwormMd030001
30163059	1	逆衍分区<size=50>(4/14)</size>	[1006632]	[46]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1LucunMd000001
30163060	1	逆衍分区<size=50>(5/14)</size>	[1006633]	[46]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1ShengtangMd010001UI
30163061	1	逆衍分区<size=50>(6/14)</size>	[1006634]	[46]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1XiuMd010001
30163062	1	逆衍分区<size=50>(7/14)</size>	[1006635]	[47]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1YasibeiersiMd010001UI
30163063	1	逆衍分区<size=50>(8/14)</size>	[1006636]	[47]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1JinweiMd000001
30163064	1	逆衍分区<size=50>(9/14)</size>	[1006637]	[47]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1MelodyMd010001
30163065	1	逆衍分区<size=50>(10/14)</size>	[1006638]	[48]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1MelodyhuaxugaiMd010001UI
30163066	2	逆衍分区<size=50>(11/14)</size>	[1006639]	[48]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1OniisanMd010003UI
30163067	2	逆衍分区<size=50>(12/14)</size>	[1006640]	[50]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1MotherMd010001UI
30163068	2	逆衍分区<size=50>(13/14)</size>	[1006641]	[50, 49]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png		120		通关时间小于120秒	Mb1MajiyaweiliMd010001UI
30163069	3	逆衍分区<size=50>(14/14)</size>	[1006642]	[51, 37]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1GeneralMd010001UI
30163070	1	逆衍分区<size=50>(1/14)</size>		[45]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1BaohuzheMd000001
30163071	1	逆衍分区<size=50>(2/14)</size>	[1006643]	[45]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1XunshoushiMd000001
30163072	1	逆衍分区<size=50>(3/14)</size>	[1006644]	[45]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1SandwormMd030001
30163073	1	逆衍分区<size=50>(4/14)</size>	[1006645]	[46]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mo1LucunMd000001
30163074	1	逆衍分区<size=50>(5/14)</size>	[1006646]	[46]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1ShengtangMd010001UI
30163075	1	逆衍分区<size=50>(6/14)</size>	[1006647]	[46]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Mb1XiuMd010001
30163076	1	逆衍分区<size=50>(7/14)</size>	[1006648]	[47]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1YasibeiersiMd010001UI
30163077	1	逆衍分区<size=50>(8/14)</size>	[1006649]	[47]	Assets/Product/Texture/Image/RoleMonster/RoleMonster85350.png					Me1JinweiMd000001
