Id	HelpCourseId	Index	Name	Image	Desc
200301	2003	1	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer05.png	触碰紊乱螺母会扣除相应的分数，请小心避开。
200302	2003	2	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer08.png	在跳跃区域内可提升跳跃强度。
200401	2004	1	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer01.png	欢迎体验映空竞跃，在规定的时间内到达终点即可获得胜利。
104001	1040	1	补给箱教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachReward01.png	补给箱分布在空中花园各处，找到并开启它们即可获得丰富的奖励。
100101	1001	1	地图	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigworldMap/UiBigWorldTeachBigWorld01.png	打开地图界面，即可查看当前所在位置和周边区域情况。
100102	1001	2	终端信标	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigworldMap/UiBigWorldTeachBigWorld02.png	激活终端信标后，指挥官可以在地图中通过终端信标在不同区域间完成快速传送。
100201	1002	1	成员&队伍	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachRole01.png	可以操作队伍中的成员游览空中花园。\n点击主界面-右上按钮进入编队功能:\n·点击队伍位置进入角色详情界面，将<color=#0f70bc>部分已拥有的</color>的成员编入当前队伍位置中\n·点击快捷编队按钮打开快捷编队栏，可以对队伍成员进行批量操作
100202	1002	2	成员&队伍	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachRole02.png	角色详情界面中：\n·在左侧列表选中后，点击右下按钮对当前成员进行入队/退队/换位操作\n·点击涂装按钮进入涂装界面，可以为成员更换<color=#0f70bc>部分已拥有的</color>涂装及头像
201001	2010	1	商业开发计划-基本内容	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet01.png	商业开发计划中，特派员需要在<color=#0f70bc>策略阶段</color>和<color=#0f70bc>经营阶段</color>来回交替进行，从而完成对露天广场的建设。\n策略阶段：特派员在策略阶段可以建造、升级店铺，并制定消费类店铺的经营策略。\n经营阶段：特派员在运营阶段需要时刻关注顾客们的行动，及时收取顾客的反馈意见，从而在策略阶段调整经营方向。
201002	2010	2	商业开发计划-基本内容	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet02.png	每个关卡都会需要特派员进行<color=#0f70bc>一定轮次</color>的经营，完成所有轮次即可通关。\n除此之外，每个关卡还会有<color=#0f70bc>3个挑战目标</color>，完成挑战目标可以获得额外奖励，提前完成所有挑战目标还可以<color=#0f70bc>提前完成</color>关卡，更早下班！
201003	2010	3	商业开发计划-基本内容	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet06.png	运营阶段顾客有时会对消费类店铺提出<color=#0f70bc>反馈意见</color>，需要特派员及时<color=#0f70bc>点击进行收集</color>。\n另外部分顾客还会对自己满意的店铺打赏<color=#0f70bc>小费</color>，同样也需要特派员及时<color=#0f70bc>点击来获取</color>。
201101	2011	1	商业开发计划-内圈店铺	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet03.png	特派员每一轮都可以建造一次内圈店铺，内圈店铺共分为三种类型：\n1、消费类：需要特派员制定经营策略，并会为露天广场带来<color=#0f70bc>收入</color>。\n2、客流类：可以为露天广场增加<color=#0f70bc>顾客数量</color>。\n3、氛围类：可以提升露天广场的<color=#0f70bc>氛围值</color>，进而提升顾客的<color=#0f70bc>满意度</color>。
201102	2011	2	商业开发计划-内圈店铺	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet04.png	消费类店铺中，需要特派员根据<color=#0f70bc>顾客反馈</color>来调整<color=#0f70bc>经营策略</color>，从而获得更高的店铺评分。\n店铺分数越高，前来消费的顾客就越多。
201103	2011	3	商业开发计划-内圈店铺	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet05.png	已经建造好的内圈店铺可以进行<color=#0f70bc>升级</color>和<color=#0f70bc>拆除</color>。\n<color=#0f70bc>升级</color>可以提升店铺的<color=#0f70bc>属性</color>，不同店铺的升级内容也会不同。\n<color=#0f70bc>拆除</color>会返还本回合的建造机会，并<color=#0f70bc>退还一部分</color>建造与升级店铺所消耗的公共储金。
201201	2012	1	商业开发计划-外圈店铺	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet07.png	在<color=#0f70bc>满意度</color>达到25/40/60/80时，分别可以选择一个外圈店铺进行<color=#0f70bc>建造</color>。\n外圈店铺建造后可以产生<color=#0f70bc>特殊效果</color>，并且在顾客消费后产生<color=#0f70bc>收入</color>。
201202	2012	2	商业开发计划-外圈店铺	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet08.png	外圈店铺需要有<color=#0f70bc>足够多的顾客</color>来店内消费后才能<color=#0f70bc>升级</color>。\n特派员可以指定外圈店铺进行<color=#0f70bc>推荐</color>，让更多的客人前往该店铺。
201203	2012	3	商业开发计划-外圈店铺	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet09.png	外圈店铺建造后会立刻启动<color=#0f70bc>开业促销</color>活动。\n店铺会提供两个促销方案供特派员选择，根据此刻经营的需要来进行选择吧！
201204	2012	4	商业开发计划-外圈店铺	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet10.png	露天广场<color=#0f70bc>每隔几轮</color>就会开展一次<color=#0f70bc>常规促销</color>活动。\n每个已建造的外圈店铺都会在常规促销的时候提出一个促销方案供特派员选择。\n与开业促销不同，常规促销通常效果更好，但同时也会产生<color=#0f70bc>新的潮流</color>，让顾客对某些消费类店铺的喜好改变，需要特派员重新调整店铺经营策略。\n特派员请根据此刻的经营状况来选择合适的促销方案吧！
201205	2012	5	商业开发计划-外圈店铺	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet11.png	已建造的外圈店铺在运营阶段可能会遇到<color=#0f70bc>突发事件</color>。\n在突发事件中，特派员需要在顾客投诉与店铺回复中进行裁定，选择支持哪一方，选择后还能看到其他特派员的选择倾向。\n无论特派员选择支持哪一方都可以获得<color=#0f70bc>奖励</color>，根据特派员的喜好来进行选择吧！
201301	2013	1	商业开发计划-宣发灯带	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachShoppingStreet/UiBigWorldTeachShoppingStreet12.png	在宣发灯带中，特派员可以选择接下来一段时间内想要开展的限时推广，每条推广都会附带一个<color=#0f70bc>限时任务</color>，如果能在<color=#0f70bc>推广结束前</color>完成任务，就可以获得丰厚的<color=#0f70bc>奖励</color>。
200402	2004	2	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer02.png	按下冲刺按钮可将移动方式切换为冲刺，冲刺状态下，角色能够跳跃更远的距离。
200403	2004	3	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer03.png	完成关卡的时间越短得分越高，收集常态螺母可额外得分。累计分数达到指定阶段即可获得对应奖励。
200404	2004	4	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer04.png	如果对当前成绩不满意，可以重新挑战，冲击更高分数以解锁尚未获得的奖励。
200405	2004	5	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer07.png	经过加速区域可提升移动速度。
200406	2004	6	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer05.png	触碰紊乱螺母会扣除相应的分数，请小心避开。
200407	2004	7	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer08.png	在跳跃区域内可提升跳跃强度。
200408	2004	8	映空竞跃教学	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachJumpPlayer06.png	使用传送门可以在两个连接点之间快速移动。
100301	1003	1	邀约任务	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTaskMainInvitation01.png	可以由任务系统打开邀约任务详情。
100302	1003	2	邀约任务	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTaskMainInvitation02.png	您可以选择心仪的邀约对象开启章节，接取邀约任务。\n做出不同的<color=#0f70bc>选择</color>，将会开启不一样的<color=#0f70bc>剧情走向</color>。
100303	1003	3	邀约任务	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTaskMainInvitation03.png	邀约任务结束后，指挥官可以在此重新回看与角色经历的剧情内容。\n尝试不一样的选择，解锁更多与角色的回忆。
201401	2014	1	制导重炮	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachBeamCannonControl/UiBigWorldTeachBeamCannonControl01.png	按下瞄准按钮，即可进入瞄准模式，再次按下瞄准按钮,便可退出瞄准模式。
201402	2014	2	制导重炮	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachBeamCannonControl/UiBigWorldTeachBeamCannonControl02.png	在瞄准模式下,按下射击按钮,便可射出炮弹。
201403	2014	3	制导重炮	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTeachPicture/UiBigWorldTeachBeamCannonControl/UiBigWorldTeachBeamCannonControl03.png	炮弹命中敌人或地形后，将会引发大范围爆炸，用它消灭敌人吧。
