Key	CellX	CellY	Type	CollisionEffect	CollisionEffectName
	51	74			
	51	73			
	51	72			
	51	71			
	51	70			
	51	69			
	51	68			
	51	67			
	51	66			
	51	65			
	51	64			
	51	63			
	51	62			
	51	61			
	51	60			
	52	133			
	52	132			
	52	131			
	52	130			
	52	129			
	52	128			
	52	127			
	52	126			
	52	125			
	52	124			
	52	123			
	52	122			
	52	121			
	52	120			
	52	119			
	52	118			
	52	117			
	52	116			
	52	115			
	52	114			
	52	113			
	52	112			
	52	111			
	52	110			
	52	109			
	52	108			
	52	107			
	52	106			
	52	105			
	52	104			
	52	103			
	52	102			
	52	101			
	52	100			
	52	99			
	52	98			
	52	97			
	52	96			
	52	95			
	52	94			
	52	93			
	52	92			
	52	91			
	52	90			
	52	89			
	52	88			
	52	87			
	52	86			
	52	85			
	52	84			
	52	83			
	52	82			
	52	81			
	52	80			
	52	79			
	52	78			
	52	77			
	52	76			
	52	75			
	52	74			
	52	73			
	52	72			
	52	71			
	52	70			
	52	69			
	52	68			
	52	67			
	52	66			
	52	65			
	52	64			
	52	63			
	52	62			
	52	61			
	52	60			
	53	133			
	53	132			
	53	131			
	53	130			
	53	129			
	53	128			
	53	127			
	53	126			
	53	125			
	53	124			
	53	123			
	53	122			
	53	121			
	53	120			
	53	119			
	53	118			
	53	117			
	53	116			
	53	115			
	53	114			
	53	113			
	53	112			
	53	111			
	53	110			
	53	109			
	53	108			
	53	107			
	53	106			
	53	105			
	53	104			
	53	103			
	53	102			
	53	101			
	53	100			
	53	99			
	53	98			
	53	97			
	53	96			
	53	95			
	53	94			
	53	93			
	53	92			
	53	91			
	53	90			
	53	89			
	53	88			
	53	87			
	53	86			
	53	85			
	53	84			
	53	83			
	53	82			
	53	81			
	53	80			
	53	79			
	53	78			
	53	77			
	53	76			
	53	75			
	53	74			
	53	73			
	53	72			
	53	71			
	53	70			
	53	69			
	53	68			
	53	67			
	53	66			
	53	65			
	53	64			
	53	63			
	53	62			
	53	61			
	53	60			
	54	133			
	54	132			
	54	131			
	54	130			
	54	129			
	54	128			
	54	127			
	54	126			
	54	125			
	54	124			
	54	123			
	54	122			
	54	121			
	54	120			
	54	119			
	54	118			
	54	117			
	54	116			
	54	115			
	54	114			
	54	113			
	54	112			
	54	111			
	54	110			
	54	109			
	54	108			
	54	107			
	54	106			
	54	105			
	54	104			
	54	103			
	54	102			
	54	101			
	54	100			
	54	99			
	54	98			
	54	97			
	54	96			
	54	95			
	54	94			
	54	93			
	54	92			
	54	91			
	54	90			
	54	89			
	54	88			
	54	87			
	54	86			
	54	85			
	54	84			
	54	83			
	54	82			
	54	81			
	54	80			
	54	79			
	54	78			
	54	77			
	54	76			
	54	75			
	54	74			
	54	73			
	54	72			
	54	71			
	54	70			
	54	69			
	54	68			
	54	67			
	54	66			
	54	65			
	54	64			
	54	63			
	54	62			
	54	61			
	54	60			
	55	133			
	55	132			
	55	131			
	55	130			
	55	129			
	55	66			
	55	65			
	55	64			
	55	63			
	55	62			
	55	61			
	55	60			
	56	133			
	56	132			
	56	131			
	56	130			
	56	129			
	56	66			
	56	65			
	56	64			
	56	63			
	56	62			
	56	61			
	56	60			
	57	133			
	57	132			
	57	131			
	57	130			
	57	129			
	57	66			
	57	65			
	57	64			
	57	63			
	57	62			
	57	61			
	57	60			
	58	133			
	58	132			
	58	131			
	58	130			
	58	129			
	58	66			
	58	65			
	58	64			
	58	63			
	58	62			
	58	61			
	58	60			
	59	133			
	59	132			
	59	131			
	59	130			
	59	129			
	59	66			
	59	65			
	59	64			
	59	63			
	59	62			
	59	61			
	59	60			
	60	133			
	60	132			
	60	131			
	60	130			
	60	129			
	60	66			
	60	65			
	60	64			
	60	63			
	60	62			
	60	61			
	60	60			
	61	133			
	61	132			
	61	131			
	61	130			
	61	129			
	61	66			
	61	65			
	61	64			
	61	63			
	61	62			
	61	61			
	61	60			
	62	133			
	62	132			
	62	131			
	62	130			
	62	129			
	62	66			
	62	65			
	62	64			
	62	63			
	62	62			
	62	61			
	62	60			
	63	133			
	63	132			
	63	131			
	63	130			
	63	129			
	63	66			
	63	65			
	63	64			
	63	63			
	63	62			
	63	61			
	63	60			
	64	133			
	64	132			
	64	131			
	64	130			
	64	129			
	64	66			
	64	65			
	64	64			
	64	63			
	64	62			
	64	61			
	64	60			
	65	133			
	65	132			
	65	131			
	65	130			
	65	129			
	65	66			
	65	65			
	65	64			
	65	63			
	65	62			
	65	61			
	65	60			
	66	133			
	66	132			
	66	131			
	66	130			
	66	129			
	66	66			
	66	65			
	66	64			
	66	63			
	66	62			
	66	61			
	66	60			
	67	133			
	67	132			
	67	131			
	67	130			
	67	129			
	67	66			
	67	65			
	67	64			
	67	63			
	67	62			
	67	61			
	67	60			
	68	133			
	68	132			
	68	131			
	68	130			
	68	129			
	68	66			
	68	65			
	68	64			
	68	63			
	68	62			
	68	61			
	68	60			
	69	133			
	69	132			
	69	131			
	69	130			
	69	129			
	69	66			
	69	65			
	69	64			
	69	63			
	69	62			
	69	61			
	69	60			
	70	133			
	70	132			
	70	131			
	70	130			
	70	129			
	70	66			
	70	65			
	70	64			
	70	63			
	70	62			
	70	61			
	70	60			
	71	133			
	71	132			
	71	131			
	71	130			
	71	129			
	71	66			
	71	65			
	71	64			
	71	63			
	71	62			
	71	61			
	71	60			
	72	133			
	72	132			
	72	131			
	72	130			
	72	129			
	72	66			
	72	65			
	72	64			
	72	63			
	72	62			
	72	61			
	72	60			
	73	133			
	73	132			
	73	131			
	73	130			
	73	129			
	73	66			
	73	65			
	73	64			
	73	63			
	73	62			
	73	61			
	73	60			
	74	133			
	74	132			
	74	131			
	74	130			
	74	129			
	74	66			
	74	65			
	74	64			
	74	63			
	74	62			
	74	61			
	74	60			
	75	133			
	75	132			
	75	131			
	75	130			
	75	129			
	75	66			
	75	65			
	75	64			
	75	63			
	75	62			
	75	61			
	75	60			
	76	133			
	76	132			
	76	131			
	76	130			
	76	129			
	76	66			
	76	65			
	76	64			
	76	63			
	76	62			
	76	61			
	76	60			
	77	133			
	77	132			
	77	131			
	77	130			
	77	129			
	77	66			
	77	65			
	77	64			
	77	63			
	77	62			
	77	61			
	77	60			
	78	133			
	78	132			
	78	131			
	78	130			
	78	129			
	78	66			
	78	65			
	78	64			
	78	63			
	78	62			
	78	61			
	78	60			
	79	133			
	79	132			
	79	131			
	79	130			
	79	129			
	79	66			
	79	65			
	79	64			
	79	63			
	79	62			
	79	61			
	79	60			
	80	133			
	80	132			
	80	131			
	80	130			
	80	129			
	80	66			
	80	65			
	80	64			
	80	63			
	80	62			
	80	61			
	80	60			
	81	133			
	81	132			
	81	131			
	81	130			
	81	129			
	81	66			
	81	65			
	81	64			
	81	63			
	81	62			
	81	61			
	81	60			
	82	133			
	82	132			
	82	131			
	82	130			
	82	129			
	82	66			
	82	65			
	82	64			
	82	63			
	82	62			
	82	61			
	82	60			
	83	133			
	83	132			
	83	131			
	83	130			
	83	129			
	83	66			
	83	65			
	83	64			
	83	63			
	83	62			
	83	61			
	83	60			
	84	133			
	84	132			
	84	131			
	84	130			
	84	129			
	84	66			
	84	65			
	84	64			
	84	63			
	84	62			
	84	61			
	84	60			
	85	133			
	85	132			
	85	131			
	85	130			
	85	129			
	85	66			
	85	65			
	85	64			
	85	63			
	85	62			
	85	61			
	85	60			
	86	133			
	86	132			
	86	131			
	86	130			
	86	129			
	86	66			
	86	65			
	86	64			
	86	63			
	86	62			
	86	61			
	86	60			
	87	133			
	87	132			
	87	131			
	87	130			
	87	129			
	87	66			
	87	65			
	87	64			
	87	63			
	87	62			
	87	61			
	87	60			
	88	133			
	88	132			
	88	131			
	88	130			
	88	129			
	88	66			
	88	65			
	88	64			
	88	63			
	88	62			
	88	61			
	88	60			
	89	133			
	89	132			
	89	131			
	89	130			
	89	129			
	89	66			
	89	65			
	89	64			
	89	63			
	89	62			
	89	61			
	89	60			
	90	133			
	90	132			
	90	131			
	90	130			
	90	129			
	90	66			
	90	65			
	90	64			
	90	63			
	90	62			
	90	61			
	90	60			
	91	133			
	91	132			
	91	131			
	91	130			
	91	129			
	91	66			
	91	65			
	91	64			
	91	63			
	91	62			
	91	61			
	91	60			
	92	133			
	92	132			
	92	131			
	92	130			
	92	129			
	92	66			
	92	65			
	92	64			
	92	63			
	92	62			
	92	61			
	92	60			
	93	133			
	93	132			
	93	131			
	93	130			
	93	129			
	93	66			
	93	65			
	93	64			
	93	63			
	93	62			
	93	61			
	93	60			
	94	133			
	94	132			
	94	131			
	94	130			
	94	129			
	94	66			
	94	65			
	94	64			
	94	63			
	94	62			
	94	61			
	94	60			
	95	133			
	95	132			
	95	131			
	95	130			
	95	129			
	95	66			
	95	65			
	95	64			
	95	63			
	95	62			
	95	61			
	95	60			
	96	133			
	96	132			
	96	131			
	96	130			
	96	129			
	96	66			
	96	65			
	96	64			
	96	63			
	96	62			
	96	61			
	96	60			
	97	133			
	97	132			
	97	131			
	97	130			
	97	129			
	97	66			
	97	65			
	97	64			
	97	63			
	97	62			
	97	61			
	97	60			
	98	133			
	98	132			
	98	131			
	98	130			
	98	129			
	98	66			
	98	65			
	98	64			
	98	63			
	98	62			
	98	61			
	98	60			
	99	133			
	99	132			
	99	131			
	99	130			
	99	129			
	99	66			
	99	65			
	99	64			
	99	63			
	99	62			
	99	61			
	99	60			
	100	133			
	100	132			
	100	131			
	100	130			
	100	129			
	100	66			
	100	65			
	100	64			
	100	63			
	100	62			
	100	61			
	100	60			
	101	133			
	101	132			
	101	131			
	101	130			
	101	129			
	101	66			
	101	65			
	101	64			
	101	63			
	101	62			
	101	61			
	101	60			
	102	133			
	102	132			
	102	131			
	102	130			
	102	129			
	102	66			
	102	65			
	102	64			
	102	63			
	102	62			
	102	61			
	102	60			
	103	133			
	103	132			
	103	131			
	103	130			
	103	129			
	103	66			
	103	65			
	103	64			
	103	63			
	103	62			
	103	61			
	103	60			
	104	133			
	104	132			
	104	131			
	104	130			
	104	129			
	104	66			
	104	65			
	104	64			
	104	63			
	104	62			
	104	61			
	104	60			
	105	133			
	105	132			
	105	131			
	105	130			
	105	129			
	105	66			
	105	65			
	105	64			
	105	63			
	105	62			
	105	61			
	105	60			
	106	133			
	106	132			
	106	131			
	106	130			
	106	129			
	106	66			
	106	65			
	106	64			
	106	63			
	106	62			
	106	61			
	106	60			
	107	133			
	107	132			
	107	131			
	107	130			
	107	129			
	107	66			
	107	65			
	107	64			
	107	63			
	107	62			
	107	61			
	107	60			
	108	133			
	108	132			
	108	131			
	108	130			
	108	129			
	108	66			
	108	65			
	108	64			
	108	63			
	108	62			
	108	61			
	108	60			
	109	133			
	109	132			
	109	131			
	109	130			
	109	129			
	109	66			
	109	65			
	109	64			
	109	63			
	109	62			
	109	61			
	109	60			
	110	133			
	110	132			
	110	131			
	110	130			
	110	129			
	110	66			
	110	65			
	110	64			
	110	63			
	110	62			
	110	61			
	110	60			
	111	133			
	111	132			
	111	131			
	111	130			
	111	129			
	111	66			
	111	65			
	111	64			
	111	63			
	111	62			
	111	61			
	111	60			
	112	133			
	112	132			
	112	131			
	112	130			
	112	129			
	112	66			
	112	65			
	112	64			
	112	63			
	112	62			
	112	61			
	112	60			
	113	133			
	113	132			
	113	131			
	113	130			
	113	129			
	113	66			
	113	65			
	113	64			
	113	63			
	113	62			
	113	61			
	113	60			
	114	133			
	114	132			
	114	131			
	114	130			
	114	129			
	114	66			
	114	65			
	114	64			
	114	63			
	114	62			
	114	61			
	114	60			
	115	133			
	115	132			
	115	131			
	115	130			
	115	129			
	115	66			
	115	65			
	115	64			
	115	63			
	115	62			
	115	61			
	115	60			
	116	133			
	116	132			
	116	131			
	116	130			
	116	129			
	116	66			
	116	65			
	116	64			
	116	63			
	116	62			
	116	61			
	116	60			
	117	133			
	117	132			
	117	131			
	117	130			
	117	129			
	117	66			
	117	65			
	117	64			
	117	63			
	117	62			
	117	61			
	117	60			
	118	133			
	118	132			
	118	131			
	118	130			
	118	129			
	118	66			
	118	65			
	118	64			
	118	63			
	118	62			
	118	61			
	118	60			
	119	133			
	119	132			
	119	131			
	119	130			
	119	129			
	119	66			
	119	65			
	119	64			
	119	63			
	119	62			
	119	61			
	119	60			
	120	133			
	120	132			
	120	131			
	120	130			
	120	129			
	120	66			
	120	65			
	120	64			
	120	63			
	120	62			
	120	61			
	120	60			
	121	133			
	121	132			
	121	131			
	121	130			
	121	129			
	121	66			
	121	65			
	121	64			
	121	63			
	121	62			
	121	61			
	121	60			
	122	133			
	122	132			
	122	131			
	122	130			
	122	129			
	122	66			
	122	65			
	122	64			
	122	63			
	122	62			
	122	61			
	122	60			
	123	133			
	123	132			
	123	131			
	123	130			
	123	129			
	123	66			
	123	65			
	123	64			
	123	63			
	123	62			
	123	61			
	123	60			
	124	133			
	124	132			
	124	131			
	124	130			
	124	129			
	124	66			
	124	65			
	124	64			
	124	63			
	124	62			
	124	61			
	124	60			
	125	133			
	125	132			
	125	131			
	125	130			
	125	129			
	125	66			
	125	65			
	125	64			
	125	63			
	125	62			
	125	61			
	125	60			
	126	133			
	126	132			
	126	131			
	126	130			
	126	129			
	126	66			
	126	65			
	126	64			
	126	63			
	126	62			
	126	61			
	126	60			
	127	133			
	127	132			
	127	131			
	127	130			
	127	129			
	127	66			
	127	65			
	127	64			
	127	63			
	127	62			
	127	61			
	127	60			
	128	133			
	128	132			
	128	131			
	128	130			
	128	129			
	128	66			
	128	65			
	128	64			
	128	63			
	128	62			
	128	61			
	128	60			
	129	133			
	129	132			
	129	131			
	129	130			
	129	129			
	129	66			
	129	65			
	129	64			
	129	63			
	129	62			
	129	61			
	129	60			
	130	133			
	130	132			
	130	131			
	130	130			
	130	129			
	130	66			
	130	65			
	130	64			
	130	63			
	130	62			
	130	61			
	130	60			
	131	133			
	131	132			
	131	131			
	131	130			
	131	129			
	131	66			
	131	65			
	131	64			
	131	63			
	131	62			
	131	61			
	131	60			
	132	133			
	132	132			
	132	131			
	132	130			
	132	129			
	132	66			
	132	65			
	132	64			
	132	63			
	132	62			
	132	61			
	132	60			
	133	133			
	133	132			
	133	131			
	133	130			
	133	129			
	133	66			
	133	65			
	133	64			
	133	63			
	133	62			
	133	61			
	133	60			
	134	133			
	134	132			
	134	131			
	134	130			
	134	129			
	134	66			
	134	65			
	134	64			
	134	63			
	134	62			
	134	61			
	134	60			
	135	133			
	135	132			
	135	131			
	135	130			
	135	129			
	135	66			
	135	65			
	135	64			
	135	63			
	135	62			
	135	61			
	135	60			
	136	133			
	136	132			
	136	131			
	136	130			
	136	129			
	136	128			
	136	127			
	136	126			
	136	125			
	136	124			
	136	123			
	136	122			
	136	121			
	136	120			
	136	119			
	136	118			
	136	117			
	136	116			
	136	115			
	136	114			
	136	113			
	136	112			
	136	111			
	136	110			
	136	109			
	136	108			
	136	107			
	136	106			
	136	105			
	136	104			
	136	103			
	136	102			
	136	101			
	136	100			
	136	99			
	136	98			
	136	97			
	136	96			
	136	95			
	136	94			
	136	93			
	136	92			
	136	91			
	136	90			
	136	89			
	136	88			
	136	87			
	136	86			
	136	85			
	136	84			
	136	83			
	136	82			
	136	81			
	136	80			
	136	79			
	136	78			
	136	77			
	136	76			
	136	75			
	136	74			
	136	73			
	136	72			
	136	71			
	136	70			
	136	69			
	136	68			
	136	67			
	136	66			
	136	65			
	136	64			
	136	63			
	136	62			
	136	61			
	136	60			
	137	133			
	137	132			
	137	131			
	137	130			
	137	129			
	137	128			
	137	127			
	137	126			
	137	125			
	137	124			
	137	123			
	137	122			
	137	121			
	137	120			
	137	119			
	137	118			
	137	117			
	137	116			
	137	115			
	137	114			
	137	113			
	137	112			
	137	111			
	137	110			
	137	109			
	137	108			
	137	107			
	137	106			
	137	105			
	137	104			
	137	103			
	137	102			
	137	101			
	137	100			
	137	99			
	137	98			
	137	97			
	137	96			
	137	95			
	137	94			
	137	93			
	137	92			
	137	91			
	137	90			
	137	89			
	137	88			
	137	87			
	137	86			
	137	85			
	137	84			
	137	83			
	137	82			
	137	81			
	137	80			
	137	79			
	137	78			
	137	77			
	137	76			
	137	75			
	137	74			
	137	73			
	137	72			
	137	71			
	137	70			
	137	69			
	137	68			
	137	67			
	137	66			
	137	65			
	137	64			
	137	63			
	137	62			
	137	61			
	137	60			
	138	133			
	138	132			
	138	131			
	138	130			
	138	129			
	138	128			
	138	127			
	138	126			
	138	125			
	138	124			
	138	123			
	138	122			
	138	121			
	138	120			
	138	119			
	138	118			
	138	117			
	138	116			
	138	115			
	138	114			
	138	113			
	138	112			
	138	111			
	138	110			
	138	109			
	138	108			
	138	107			
	138	106			
	138	105			
	138	104			
	138	103			
	138	102			
	138	101			
	138	100			
	138	99			
	138	98			
	138	97			
	138	96			
	138	95			
	138	94			
	138	93			
	138	92			
	138	91			
	138	90			
	138	89			
	138	88			
	138	87			
	138	86			
	138	85			
	138	84			
	138	83			
	138	82			
	138	81			
	138	80			
	138	79			
	138	78			
	138	77			
	138	76			
	138	75			
	138	74			
	138	73			
	138	72			
	138	71			
	138	70			
	138	69			
	138	68			
	138	67			
	138	66			
	138	65			
	138	64			
	138	63			
	138	62			
	138	61			
	138	60			
	139	133			
	139	132			
	139	131			
	139	130			
	139	129			
	139	128			
	139	127			
	139	126			
	139	125			
	139	124			
	139	123			
	139	122			
	139	121			
	139	120			
	139	119			
	139	118			
	139	117			
	139	116			
	139	115			
	139	114			
	139	113			
	139	112			
	139	111			
	139	110			
	139	109			
	139	108			
	139	107			
	139	106			
	139	105			
	139	104			
	139	103			
	139	102			
	139	101			
	139	100			
	139	99			
	139	98			
	139	97			
	139	96			
	139	95			
	139	94			
	139	93			
	139	92			
	139	91			
	139	90			
	139	89			
	139	88			
	139	87			
	139	86			
	139	85			
	139	84			
	139	83			
	139	82			
	139	81			
	139	80			
	139	79			
	139	78			
	139	77			
	139	76			
	139	75			
	139	74			
	139	73			
	139	72			
	139	71			
	139	70			
	139	69			
	139	68			
	139	67			
	139	66			
	139	65			
	139	64			
	139	63			
	139	62			
	139	61			
	139	60			
	140	133			
	140	132			
	140	131			
	140	130			
	140	129			
	140	128			
	140	127			
	140	126			
	140	125			
	140	124			
	140	123			
	140	122			
	140	121			
	140	120			
	140	119			
	140	118			
	140	117			
	140	116			
	140	115			
	140	114			
	140	113			
	140	112			
	140	111			
	140	110			
	140	109			
	140	108			
	140	107			
	140	106			
	140	105			
	140	104			
	140	103			
	140	102			
	140	101			
	140	100			
	140	99			
	140	98			
	140	97			
	140	96			
	140	95			
	140	94			
	140	93			
	140	92			
	140	91			
	140	90			
	140	89			
	140	88			
	140	87			
	140	86			
	140	85			
	140	84			
	140	83			
	140	82			
	140	81			
	140	80			
	140	79			
	140	78			
	140	77			
	140	76			
	140	75			
	140	74			
	140	73			
	140	72			
	140	71			
	140	70			
	140	69			
	140	68			
	140	67			
	140	66			
	140	65			
	140	64			
	140	63			
	140	62			
	140	61			
	140	60			
	141	133			
	141	132			
	141	131			
	141	130			
	141	129			
	141	128			
	141	127			
	141	126			
	141	125			
	141	124			
	141	123			
	141	122			
	141	121			
	141	120			
	141	119			
	141	118			
	141	117			
	141	116			
	141	115			
	141	114			
	141	113			
	141	112			
	141	111			
	141	110			
	141	109			
	141	108			
	141	107			
	141	106			
	141	105			
	141	104			
	141	103			
	141	102			
	141	101			
	141	100			
	141	99			
	141	98			
	141	97			
	141	96			
	141	95			
	141	94			
	141	93			
	141	92			
	141	91			
	141	90			
	141	89			
	141	88			
	141	87			
	141	86			
	141	85			
	141	84			
	141	83			
	141	82			
	141	81			
	141	80			
	141	79			
	141	78			
	141	77			
	141	76			
	141	75			
	141	74			
	141	73			
	141	72			
	141	71			
	141	70			
	141	69			
	141	68			
	141	67			
	141	66			
	141	65			
	141	64			
	141	63			
	141	62			
	141	61			
	141	60			
	142	133			
	142	132			
	142	131			
	142	130			
	142	129			
	142	128			
	142	127			
	142	126			
	142	125			
	142	124			
	142	123			
	142	122			
	142	121			
	142	120			
	142	119			
	142	118			
	142	117			
	142	116			
	142	115			
	142	114			
	142	113			
	142	112			
	142	111			
	142	110			
	142	109			
	142	108			
	142	107			
	142	106			
	142	105			
	142	104			
	142	103			
	142	102			
	142	101			
	142	100			
	142	99			
	142	98			
	142	97			
	142	96			
	142	95			
	142	94			
	142	93			
	142	92			
	142	91			
	142	90			
	142	89			
	142	88			
	142	87			
	142	86			
	142	85			
	142	84			
	142	83			
	142	82			
	142	81			
	142	80			
	142	79			
	142	78			
	142	77			
	142	76			
	142	75			
	142	74			
	142	73			
	142	72			
	142	71			
	142	70			
	142	69			
	142	68			
	142	67			
	142	66			
	142	65			
	142	64			
	142	63			
	142	62			
	142	61			
	142	60			
	143	133			
	143	132			
	143	131			
	143	130			
	143	129			
	143	128			
	143	127			
	143	126			
	143	125			
	143	124			
	143	123			
	143	122			
	143	121			
	143	120			
	143	119			
	143	118			
	143	117			
	143	116			
	143	115			
	143	114			
	143	113			
	143	112			
	143	111			
	143	110			
	143	109			
	143	108			
	143	107			
	143	106			
	143	105			
	143	104			
	143	103			
	143	102			
	143	101			
	143	100			
	143	99			
	143	98			
	143	97			
	143	96			
	143	95			
	143	94			
	143	93			
	143	92			
	143	91			
	143	90			
	143	89			
	143	88			
	143	87			
	143	86			
	143	85			
	143	84			
	143	83			
	143	82			
	143	81			
	143	80			
	143	79			
	143	78			
	143	77			
	143	76			
	143	75			
	143	74			
	143	73			
	143	72			
	143	71			
	143	70			
	143	69			
	143	68			
	143	67			
	143	66			
	143	65			
	143	64			
	143	63			
	143	62			
	143	61			
	143	60			
