Id	GroupId	Type	Repeatable	StoryId	ConditionType	Params	Name	Icon	Desc
32	3	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	跟我一起降低大师等级吧
33	3	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	快去工坊获取颜料，我？我会自己去找乐子的
34	3	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	快去收集颜料！！
35	3	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	去提升研究等级吧
36	3	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	去提升研究等级吧
37	3	1	1		6	[7, 5]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官……指挥官？怎么还呆住了？快去清扫各个流派的占比吧，这样一来那些大师们也能够安静一点了。
38	3	1	1		6	[7, 5]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官，在犹豫要怎么做吗？降低各个流派的占比，让他们安静下来就行。
39	3	1	1		7	[7, 7]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	进行作品展览，增加对各个流派的理解，从而提升流派等级，这不是很简单吗？
40	3	1	1		7	[7, 7]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	我不反对去执行作品展览，提升流派等级，因为这样做能让我找到那群家伙的位置。
41	3	1	1		8	[7, 5]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官，觉得无聊的话，就去工坊找几罐颜料怎么样？你不是很喜欢那个的吗？
42	3	1	1		8	[7, 5]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	不要再犹豫了，找到工坊，突破进去，掠夺颜料，这样做很难吗？
43	4	1	1		1	[1, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	我可没时间浪费在那些奇奇怪怪的东西身上，告诉我他们的位置就好。
44	4	1	1		1	[3, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官是对那些作品产生共鸣了吗？真有意思。
45	4	1	1		1	[5, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	这么慢悠悠地处理任务，指挥官是觉得我们的时间太多了吗？
46	4	1	1		3	[4, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	既然是为了收集这种东西，直接从持有者身上掠夺不就好了吗？
47	4	1	1		3	[8, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官，自己收集到的玩具要自己拿哦，我可不会在身上挂载这种东西。
48	4	1	1		2	[5, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官开始变得能和机械体一起胡言乱语了，真是可喜可贺呀。
49	4	1	1		4	[2]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官是在寻求我的建议吗？那就这样好了。
50	4	1	1		4	[4]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官居然把事情都推到我头上，准备好在事后支付代价了吗？
51	4	1	1		5	[8]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官是什么地方出问题了吗？坚持住，我这就呼叫生命之星的增援。
52	4	1	1		5	[16]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	现在可不是胡闹的时候，指挥官，优先完成任务吧。
53	4	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	派系大师在搞鬼，降低它的等级！
54	4	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	跟我一起降低大师等级吧
55	4	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	快去工坊获取颜料，我？我会自己去找乐子的
56	4	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	快去收集颜料！！
57	4	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	去提升研究等级吧
58	4	1	1		1	[999, 0]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	去提升研究等级吧
59	4	1	1		6	[10, 5]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官……指挥官？怎么还呆住了？快去清扫各个流派的占比吧，这样一来那些大师们也能够安静一点了。
60	4	1	1		6	[10, 5]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官，在犹豫要怎么做吗？降低各个流派的占比，让他们安静下来就行。
61	4	1	1		7	[10, 7]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	进行作品展览，增加对各个流派的理解，从而提升流派等级，这不是很简单吗？
62	4	1	1		7	[10, 7]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	我不反对去执行作品展览，提升流派等级，因为这样做能让我找到那群家伙的位置。
63	4	1	1		8	[10, 5]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	指挥官，觉得无聊的话，就去工坊找几罐颜料怎么样？你不是很喜欢那个的吗？
64	4	1	1		8	[10, 5]	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	不要再犹豫了，找到工坊，突破进去，掠夺颜料，这样做很难吗？
65	5	1	1		1	[1, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	这样一来，初步的处理就算完成了。
66	5	1	1		1	[3, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	对机械艺术流派的理解进一步加深了，指挥官。
67	5	1	1		1	[5, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	取得了不错的进展呢，指挥官。
68	5	1	1		3	[4, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	成分分析完毕，与现在的空中花园艺术协会使用的颜料成分相似。
69	5	1	1		3	[8, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	这就是城市内的颜料生产系统……惊人地完善。
70	5	1	1		2	[5, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	程序一切正常，自动生成评价运行中。
71	5	1	1		4	[2]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	指挥官需要参考建议？请稍等一下，我这就整理一份报告出来。
72	5	1	1		4	[4]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	这些都是可以参考的条例。
73	5	1	1		5	[8]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	指挥官？有什么问题吗？
74	5	1	1		5	[16]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	指挥官，是有什么烦恼吗？不如……先休息一下？
75	5	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	BOSS太凶，建议立即治疗
76	5	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	BOSS太凶，建议立即治疗
77	5	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	去能量点获取数据芭
78	5	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	去能量点获取数据芭
79	5	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	去提升研究等级吧
80	5	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	去提升研究等级吧
81	5	1	1		6	[7, 5]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	只需要减少城市中的各个流派占比，削减流派大师的影响力，就没有问题了吧。
82	5	1	1		6	[7, 5]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	减少城市中的各个流派占比，削减流派大师的影响力，是目前应对这场动乱的最有效手段。
83	5	1	1		7	[7, 7]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	进行作品展览，就可以提升对各个流派的理解，从而解决问题。
84	5	1	1		7	[7, 7]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	执行作品展览的行动方案，能够有效提升我们对各个流派的理解。
85	5	1	1		8	[7, 5]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	只有获取足够的颜料，才能够执行其它方案。
86	5	1	1		8	[7, 5]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	就目前而言，颜料是我们最需要的基础资源。
87	6	1	1		1	[1, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	这样一来，初步的处理就算完成了。
88	6	1	1		1	[3, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	对机械艺术流派的理解进一步加深了，指挥官。
89	6	1	1		1	[5, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	取得了不错的进展呢，指挥官。
90	6	1	1		3	[4, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	成分分析完毕，与现在的空中花园艺术协会使用的颜料成分相似。
91	6	1	1		3	[8, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	这就是城市内的颜料生产系统……惊人地完善。
92	6	1	1		2	[5, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	程序一切正常，自动生成评价运行中。
93	6	1	1		4	[2]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	指挥官需要参考建议？请稍等一下，我这就整理一份报告出来。
94	6	1	1		4	[4]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	这些都是可以参考的条例。
95	6	1	1		5	[8]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	指挥官？有什么问题吗？
96	6	1	1		5	[16]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	指挥官，是有什么烦恼吗？不如……先休息一下？
97	6	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	BOSS太凶，建议立即治疗
98	6	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	BOSS太凶，建议立即治疗
99	6	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	去能量点获取数据芭
100	6	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	去能量点获取数据芭
101	6	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	去提升研究等级吧
102	6	1	1		1	[999, 0]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	去提升研究等级吧
103	6	1	1		6	[10, 5]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	只需要减少城市中的各个流派占比，削减流派大师的影响力，就没有问题了吧。
104	6	1	1		6	[10, 5]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	减少城市中的各个流派占比，削减流派大师的影响力，是目前应对这场动乱的最有效手段。
105	6	1	1		7	[10, 7]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	进行作品展览，就可以提升对各个流派的理解，从而解决问题。
106	6	1	1		7	[10, 7]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	执行作品展览的行动方案，能够有效提升我们对各个流派的理解。
107	6	1	1		8	[10, 5]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	只有获取足够的颜料，才能够执行其它方案。
108	6	1	1		8	[10, 5]	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	就目前而言，颜料是我们最需要的基础资源。
109	7	1	1		1	[1, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，猜猜看艾拉派目前的胜率，嘿嘿，那可是百分之百哦。
110	7	1	1		1	[3, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，看，那堵墙壁上画的是艾拉耶，艾拉派的影响力正在快速蔓延。
111	7	1	1		1	[5, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，听见为艾拉的作品而欢呼的呐喊声了吗？
112	7	1	1		3	[4, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	颜料居然和艺术协会使用的一样……嗯，正好！马上就能够投入到“战场”中去。
113	7	1	1		3	[8, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	大丰收~只要有足够的颜料，艾拉就能够一直战斗下去。
114	7	1	1		2	[5, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	一点这个，一点那个~好，评价完毕，指挥官想要补充点什么吗？
115	7	1	1		4	[2]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，这个算是战略密谋吧，那就再靠近一点，艾拉悄悄说给你听。
116	7	1	1		4	[4]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官居然会问艾拉战略上的问题……这是对艾拉的考验吧？那么，要是艾拉通过的话，可以要求奖励吗？
117	7	1	1		5	[8]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官？等一下等一下，指挥官先不要动，艾拉想要把指挥官发呆的样子画下来。
118	7	1	1		5	[16]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，要是觉得无聊的话，就来给艾拉当模特怎么样？3，2，1，停！就这么盯着终端不许动。
119	7	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	BOSS太凶，建议立即治疗
120	7	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	BOSS太凶，建议立即治疗
121	7	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	去能量点获取数据芭
122	7	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	去能量点获取数据芭
123	7	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	去提升研究等级吧
124	7	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	去提升研究等级吧
125	7	1	1		6	[7, 5]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	艾拉派的重点就是要堂堂正正地战胜对手，然后……将他们的流派占比统统收入囊中！
126	7	1	1		6	[7, 5]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，那边好像又闹腾起来了……要怎么办？当然是过去加入他们呀！
127	7	1	1		7	[7, 7]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	来帮艾拉选选看该用哪一幅画去进行作品展览吧，艾拉觉得指挥官那幅会额外提升艾拉派的等级哦。
128	7	1	1		7	[7, 7]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，要是进行作品展览的话，指挥官可以穿上艾拉设计的服装在门口帮艾拉招揽观众吗？
129	7	1	1		8	[7, 5]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，要去工坊里逛逛吗？一个人去有些无聊呢，指挥官也来帮忙吧，就当是帮艾拉望风好了！
130	7	1	1		8	[7, 5]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	这是……颜料的气味耶，指挥官，快去工坊里看看吧，是时候补充我们的弹药了。
131	8	1	1		1	[1, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，猜猜看艾拉派目前的胜率，嘿嘿，那可是百分之百哦。
132	8	1	1		1	[3, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，看，那堵墙壁上画的是艾拉耶，艾拉派的影响力正在快速蔓延。
133	8	1	1		1	[5, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，听见为艾拉的作品而欢呼的呐喊声了吗？
134	8	1	1		3	[4, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	颜料居然和艺术协会使用的一样……嗯，正好！马上就能够投入到“战场”中去。
135	8	1	1		3	[8, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	大丰收~只要有足够的颜料，艾拉就能够一直战斗下去。
136	8	1	1		2	[5, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	一点这个，一点那个~好，评价完毕，指挥官想要补充点什么吗？
137	8	1	1		4	[2]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，这个算是战略密谋吧，那就再靠近一点，艾拉悄悄说给你听。
138	8	1	1		4	[4]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官居然会问艾拉战略上的问题……这是对艾拉的考验吧？那么，要是艾拉通过的话，可以要求奖励吗？
139	8	1	1		5	[8]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官？等一下等一下，指挥官先不要动，艾拉想要把指挥官发呆的样子画下来。
140	8	1	1		5	[16]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，要是觉得无聊的话，就来给艾拉当模特怎么样？3，2，1，停！就这么盯着终端不许动。
141	8	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	BOSS太凶，建议立即治疗
142	8	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	BOSS太凶，建议立即治疗
143	8	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	去能量点获取数据芭
144	8	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	去能量点获取数据芭
145	8	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	去提升研究等级吧
146	8	1	1		1	[999, 0]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	去提升研究等级吧
147	8	1	1		6	[10, 5]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	艾拉派的重点就是要堂堂正正地战胜对手，然后……将他们的流派占比统统收入囊中！
148	8	1	1		6	[10, 5]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，那边好像又闹腾起来了……要怎么办？当然是过去加入他们呀！
149	8	1	1		7	[10, 7]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	来帮艾拉选选看该用哪一幅画去进行作品展览吧，艾拉觉得指挥官那幅会额外提升艾拉派的等级哦。
150	8	1	1		7	[10, 7]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，要是进行作品展览的话，指挥官可以穿上艾拉设计的服装在门口帮艾拉招揽观众吗？
151	8	1	1		8	[10, 5]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	指挥官，要去工坊里逛逛吗？一个人去有些无聊呢，指挥官也来帮忙吧，就当是帮艾拉望风好了！
152	8	1	1		8	[10, 5]	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	这是……颜料的气味耶，指挥官，快去工坊里看看吧，是时候补充我们的弹药了。
153	9	1	1		1	[1, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	这样一来，就算是理解了吧……不要笑指挥官，我真的已经理解了。
154	9	1	1		1	[3, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	炸药，炸药，我的炸药去哪里了……哦，指挥官，我是说流派等级提升了，嗯！
155	9	1	1		1	[5, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	听说，有位艺术家在展览前粉碎了自己的作品，要是我把他们都炸掉，是不是就能一口气超越他了呢？
156	9	1	1		3	[4, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	这些颜料的成分……这不是很合适吗？！做成炸药什么的。
157	9	1	1		3	[8, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	颜料都制成炸药了吗？很好，接下来该开始“作画”了。
158	9	1	1		2	[5, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	抨击有很多种形式，为什么不直接一点，例如……起爆？可以的吧指挥官？
159	9	1	1		4	[2]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	这些事情不应该都由指挥官来思考吗？真是的，就只帮你这一次哦。
160	9	1	1		4	[4]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	喂喂喂，指挥官可不要想着偷懒啊，什么最信赖我……什么的……那个……这真的是最后一次哦。
161	9	1	1		5	[8]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	指挥官，现在可不是犹豫的时候，早点完成任务一起返回营地吧。
162	9	1	1		5	[16]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	指挥官，是在发呆吗？还是在想什么事情？该不会是布偶熊那家伙又偷偷跟你说了什么吧？
163	9	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	BOSS太凶，建议立即治疗
164	9	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	BOSS太凶，建议立即治疗
