Id	GroupId	PositionId	Color	Name	Type	Icon	TipIcon	PointDesc	EffectDesc	Params
41	4	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2	[1, 1, 1, 1]
42	4	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
43	4	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
44	4	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2	[1, 1, 1, 1]
45	4	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
46	4	7	1	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	降低红方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，红方大师等级-1，作品展览6级后，可将红方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1红色颜料，红方大师等级-2	[1, 1, 1, 1]
47	4	8	1	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	获得红色颜料	每回合只能获取一次红色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点红色颜料	[1, 3, 3, 3, 4, 4, 5]
48	4	9	1	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点红色颜料，提升1级展览等级	[1, 7, 1]
49	4		1	派系大师(红)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1TuziMd000002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	超现实机械野兽派大师	击破阶段1后可进行作战	
50	4		2	派系大师(绿)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1OrphanMd030001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	多维机械立体派大师	击破阶段1后可进行作战	
51	4		3	派系大师(蓝)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007040.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	幻想机械印象派大师	击破阶段1后可进行作战	
52	4			隐藏大师	102	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	隐藏大师	触发特殊通关后可进行作战	
53	5	1	2	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	获得绿色颜料	每回合只能获取一次绿色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点绿色颜料	[1, 3, 3, 3, 4, 4, 5]
54	5	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2	[1, 1, 1, 1]
55	5	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
56	5	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
57	5	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2	[1, 1, 1, 1]
58	5	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
59	5	7	1	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	降低红方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，红方大师等级-1，作品展览6级后，可将红方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1红色颜料，红方大师等级-2	[1, 1, 1, 1]
60	5	8	1	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	获得红色颜料	每回合只能获取一次红色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点红色颜料	[1, 3, 3, 3, 4, 4, 5]
61	5	9	1	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点红色颜料，提升1级展览等级	[1, 7, 1]
62	5	10	1	核心区域	4	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossMiddleTips.png	康斯塔雷耶核心区域	偶尔会出现颜料，经过此区域可获取     <color=#00FFFF>注：</color>度尔茜技能触发时，此点位视作红方区域	
63	5		1	派系大师(红)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	超现实机械野兽派大师	击破阶段1后可进行作战	
64	5		2	派系大师(绿)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	多维机械立体派大师	击破阶段1后可进行作战	
65	5		3	派系大师(蓝)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1XiongrenMd000002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	幻想机械印象派大师	击破阶段1后可进行作战	
66	5			隐藏大师	102	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	隐藏大师	触发特殊通关后可进行作战	
67	6	1	2	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	获得绿色颜料	每回合只能获取一次绿色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点绿色颜料	[1, 3, 3, 3, 4, 4, 5]
68	6	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2	[1, 1, 1, 1]
69	6	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
70	6	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
71	6	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2	[1, 1, 1, 1]
72	6	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
73	6	7	1	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	降低红方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，红方大师等级-1，作品展览6级后，可将红方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1红色颜料，红方大师等级-2	[1, 1, 1, 1]
74	6	8	1	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	获得红色颜料	每回合只能获取一次红色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点红色颜料	[1, 3, 3, 3, 4, 4, 5]
75	6	9	1	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点红色颜料，提升1级展览等级	[1, 7, 1]
76	6	10	1	核心区域	4	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossMiddleTips.png	康斯塔雷耶核心区域	偶尔会出现颜料，经过此区域可获取     <color=#00FFFF>注：</color>度尔茜技能触发时，此点位视作红方区域	
77	6		1	派系大师(红)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1RobotarmorMd030001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	超现实机械野兽派大师	击破阶段1后可进行作战	
78	6		2	派系大师(绿)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	多维机械立体派大师	击破阶段1后可进行作战	
79	6		3	派系大师(蓝)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1JiegouqiutuMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	幻想机械印象派大师	击破阶段1后可进行作战	
80	6			隐藏大师	102	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	隐藏大师	触发特殊通关后可进行作战	
81	7	1	2	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	获得绿色颜料	每回合只能获取一次绿色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点绿色颜料	[1, 3, 3, 3, 4, 4, 5]
82	7	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2     <color=#00FFFF>压制：</color>彻底驳斥，大师不再提升等级	[1, 1, 1, 1]
83	7	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
