Id	GroupId	TimelineIds	MaxTriggerCount	InitWeight	ConditionWeights	ConditionIds	EffectIds	ShowType	Name	Desc	Icon	SmallIcon
18	1	[3, 5, 7, 8]		300			[23]	1	遭遇Ⅱ0	18下回合，蓝色BOSS等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
19	1	[3, 5, 7, 8]		300			[24]	1	遭遇ⅡⅠ	19本回合，所有颜色颜料变成7	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
20	1	[3, 5, 7, 8]		300			[25]	1	遭遇ⅡⅡ	20下回合，所有颜色颜料变成7	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
21	1	[3, 5, 7, 8]		300			[26]		遭遇ⅡⅢ	21红色研究等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
22	1	[3, 5, 7, 8]	1	300			[27]		遭遇Ⅱ4	22绿色研究等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
23	1	[3, 5, 7, 8]	1	300			[28]		遭遇Ⅱ5	23蓝色研究等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
24	1	[3, 5, 7, 8]	1	300			[29]	1	遭遇Ⅱ6	24本回合，行动点增加3点	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
25	1	[3, 5, 7, 8]	1	300			[30]	1	遭遇Ⅱ7	25本回合，提升研究等级现在只需要消耗4个研究颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
26	1	[3, 5, 7, 8]	1	300			[32]	1	遭遇Ⅱ8	26本回合，首次执行地点行动后，扣除该区域颜色的1点颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
27	1	[3, 5, 7, 8]	1	300			[33]	1	遭遇Ⅱ9	27本回合首次获得颜料时，获得量+2	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
28	1	[3, 5, 7, 8]	1	300			[34]	1	遭遇Ⅲ0	28本回合，绿色可额外获得1次颜料（能量点）	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
29	1	[3, 5, 7, 8]	1	300			[36]	1	遭遇ⅢⅠ	29本回合结算时，不走时间轴结算，但进度照常	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
30	1	[3, 5, 7, 8]	1	300			[37]	1	遭遇ⅢⅡ	30本回合首次站立或经过中央区域时，获得1点红色资源	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
31	1	[3, 5, 7, 8]	1	300			[38]	1	遭遇ⅢⅢ	31本回合首次站立或经过中央区域时，获得1点绿色资源	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
32	1	[3, 5, 7, 8]	1	300			[39]	1	遭遇Ⅲ4	32本回合首次站立或经过中央区域时，获得1点蓝色资源	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
33	1	[3, 5, 7, 8]	1	300			[40]	1	遭遇Ⅲ5	33本回合结算时，时间轴结算事件执行2次	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
34	1	[3, 5, 7, 8]	1	300			[41]	1	遭遇Ⅲ6	34下回合开始时，角色所在颜色的BOSS，等级下降1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
35	1	[3, 5, 7, 8]	1	300			[43]	1	遭遇Ⅲ7	35本回合，执行研究时，可重新roll2次骰子	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
36	1	[3, 5, 7, 8]	1	300			[44]	1	遭遇Ⅲ8	36本回合，前2次治疗，效果+1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
37	1	[3, 5, 7, 8]	1	300			[45]	1	遭遇Ⅲ9	37本回合，研究或治疗可混合使用红、绿颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
38	1	[3, 5, 7, 8]	1	300			[46]	1	遭遇40	38本回合，研究或治疗可混合使用绿、蓝颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
39	1	[3, 5, 7, 8]	1	300			[47]	1	遭遇4Ⅰ	39本回合，研究或治疗可混合使用红、蓝颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
40	2	[3, 5, 7, 8]		300	{1: 500}	{1: '1&2&3'}	[18, 19, 20]	1	遭遇Ⅰ	40三色颜料量小于3时提升，三色颜料提升3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
41	2	[3, 5, 7, 8]			{1: 500}	{1: '7&8&9'}	[21, 22, 23]	1	遭遇Ⅱ	41默认没有，三色BOSS等级小于3时提升，所有BOS等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
42	2	[3, 5, 7, 8]			{1: 500}	{1: '10&11&12'}	[24]	1	遭遇Ⅲ	42默认没有，三色研究等级小于3时提升，所有研究等级变成7	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
43	2	[3, 5, 7, 8]		300			[6]	1	遭遇6	43本回合，在绿色区域上移动不消耗行动力（起点判断）	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
44	2	[3, 5, 7, 8]		300			[9]	1	遭遇7	44本回合，每次治疗时，需要额外花费1点对应颜色的颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
45	2	[3, 5, 7, 8]		300			[11]	1	遭遇8	45本回合，禁止使用红色治疗	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
46	2	[3, 5, 7, 8]		300			[12]	1	遭遇9	46下回合，禁止使用红色治疗	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
47	2	[3, 5, 7, 8]		300			[13]	1	遭遇Ⅰ0	47本回合，红色只能治疗1次	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
48	2	[3, 5, 7, 8]		300			[14]	1	遭遇ⅠⅠ	48本回合，绿色只能治疗1次	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
49	2	[3, 5, 7, 8]		300			[15]	1	遭遇ⅠⅡ	49本回合，蓝色只能治疗1次	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
50	2	[3, 5, 7, 8]		300			[16]	1	遭遇ⅠⅢ	50本回合，全部颜色只能合计治疗3次	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
51	2	[3, 5, 7, 8]		300			[17]	1	遭遇Ⅰ4	51下回合，全部颜色只能合计治疗3次	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
52	2	[3, 5, 7, 8]		300			[18]	1	遭遇Ⅰ5	52红色颜料提升3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
53	2	[3, 5, 7, 8]		300			[19]	1	遭遇Ⅰ6	53绿色颜料提升3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
54	2	[3, 5, 7, 8]		300			[20]	1	遭遇Ⅰ7	54蓝色颜料提升3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
55	2	[3, 5, 7, 8]		300			[21]	1	遭遇Ⅰ8	55下回合，红色BOSS等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
56	2	[3, 5, 7, 8]		300			[22]	1	遭遇Ⅰ9	56下回合，绿色BOSS等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
57	2	[3, 5, 7, 8]		300			[23]	1	遭遇Ⅱ0	57下回合，蓝色BOSS等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
58	2	[3, 5, 7, 8]		300			[24]	1	遭遇ⅡⅠ	58本回合，所有颜色颜料变成7	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
59	2	[3, 5, 7, 8]		300			[25]	1	遭遇ⅡⅡ	59下回合，所有颜色颜料变成7	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
60	2	[3, 5, 7, 8]		300			[26]	1	遭遇ⅡⅢ	60红色研究等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
61	2	[3, 5, 7, 8]	1	300			[27]	1	遭遇Ⅱ4	61绿色研究等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
62	2	[3, 5, 7, 8]	1	300			[28]	1	遭遇Ⅱ5	62蓝色研究等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
63	2	[3, 5, 7, 8]	1	300			[29]	1	遭遇Ⅱ6	63本回合，行动点增加3点	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
64	2	[3, 5, 7, 8]	1	300			[30]	1	遭遇Ⅱ7	64本回合，提升研究等级现在只需要消耗4个研究颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
65	2	[3, 5, 7, 8]	1	300			[32]	1	遭遇Ⅱ8	65本回合，首次执行地点行动后，扣除该区域颜色的1点颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
66	2	[3, 5, 7, 8]	1	300			[33]	1	遭遇Ⅱ9	66本回合首次获得颜料时，获得量+2	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
67	2	[3, 5, 7, 8]	1	300			[34]	1	遭遇Ⅲ0	67本回合，绿色可额外获得1次颜料（能量点）	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
68	2	[3, 5, 7, 8]	1	300			[36]	1	遭遇ⅢⅠ	68本回合结算时，不走时间轴结算，但进度照常	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
69	2	[3, 5, 7, 8]	1	300			[37]	1	遭遇ⅢⅡ	69本回合首次站立或经过中央区域时，获得1点红色资源	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
70	2	[3, 5, 7, 8]	1	300			[38]	1	遭遇ⅢⅢ	70本回合首次站立或经过中央区域时，获得1点绿色资源	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
71	2	[3, 5, 7, 8]	1	300			[39]	1	遭遇Ⅲ4	71本回合首次站立或经过中央区域时，获得1点蓝色资源	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
72	2	[3, 5, 7, 8]	1	300			[40]	1	遭遇Ⅲ5	72本回合结算时，时间轴结算事件执行2次	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
73	2	[3, 5, 7, 8]	1	300			[41]	1	遭遇Ⅲ6	73下回合开始时，角色所在颜色的BOSS，等级下降1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
74	2	[3, 5, 7, 8]	1	300			[43]	1	遭遇Ⅲ7	74本回合，执行研究时，可重新roll2次骰子	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
75	2	[3, 5, 7, 8]	1	300			[44]	1	遭遇Ⅲ8	75本回合，前2次治疗，效果+1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
76	2	[3, 5, 7, 8]	1	300			[45]	1	遭遇Ⅲ9	76本回合，研究或治疗可混合使用红、绿颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
77	2	[3, 5, 7, 8]	1	300			[46]	1	遭遇40	77本回合，研究或治疗可混合使用绿、蓝颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
78	2	[3, 5, 7, 8]	1	300			[47]	1	遭遇4Ⅰ	78本回合，研究或治疗可混合使用红、蓝颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
79	3	[3, 5, 7, 8]		101			[49]	1	瞬移Ⅰ	79每回合前1次移动不消耗行动点（注意检查跟队长技是否叠加）	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
80	3	[3, 5, 7, 8]			{1: 714}	{1: '17'}	[50]	1	瞬移Ⅱ	80每回合前2次移动不消耗行动点（注意检查跟队长技是否叠加）	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
81	3	[3, 5, 7, 8]			{1: 1250}	{1: '18'}	[51]	1	瞬移Ⅲ	81每回合前3次移动不消耗行动点（注意检查跟队长技是否叠加）	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
82	3	[3, 5, 7, 8]		101			[52]	1	额外颜料Ⅰ	82本回合获取颜料时，额外获得2点颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
83	3	[3, 5, 7, 8]			{1: 714}	{1: '17'}	[53]	1	额外颜料Ⅱ	83本回合获取颜料时，额外获得3点颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
84	3	[3, 5, 7, 8]			{1: 1250}	{1: '18'}	[54]	1	额外颜料Ⅲ	84本回合获取颜料时，额外获得4点颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
85	3	[3, 5, 7, 8]		101			[55]	1	精准挑刺Ⅰ	85本回合治疗效果提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
86	3	[3, 5, 7, 8]			{1: 714}	{1: '17'}	[56]	1	精准挑刺Ⅱ	86本回合治疗效果提升2	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
87	3	[3, 5, 7, 8]			{1: 1250}	{1: '18'}	[57]	1	精准挑刺Ⅲ	87本回合治疗效果提升3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
88	3	[3, 5, 7, 8]		101			[58, 59, 60]		很多颜料Ⅰ	88获得2点所有颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
91	3	[3, 5, 7, 8]			{1: 714}	{1: '17'}	[61, 62, 63]		很多颜料Ⅱ	91获得4点所有颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
95	3	[3, 5, 7, 8]			{1: 1250}	{1: '18'}	[64, 65, 66]		很多颜料Ⅲ	95获得7点所有颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
97	3	[3, 5, 7, 8]		101			[67]	1	高效展览Ⅰ	97本回合，提升研究等级现在只需要消耗4个研究颜料（注意检查与队长技叠加，是否取最低）	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
98	3	[3, 5, 7, 8]			{1: 714}	{1: '17'}	[68]	1	高效研究Ⅱ	98本回合，提升研究等级现在只需要消耗3个研究颜料（注意检查与队长技叠加，是否取最低）	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
99	3	[3, 5, 7, 8]			{1: 1250}	{1: '18'}	[69]	1	高效研究Ⅲ	99本回合，提升研究等级现在只需要消耗2个研究颜料（注意检查与队长技叠加，是否取最低）	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
100	3	[3, 5, 7, 8]		101	{1: 714, 2: 1250}	{1: '17', 2: '18'}	[70]	1	时间静止	100本回合结算时，不走时间轴结算，但进度照常	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
101	3	[3, 5, 7, 8]			{1: 714}	{1: '17'}	[71, 72, 73]		抨击大师Ⅰ	101所有BOSS等级下降1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
104	3	[3, 5, 7, 8]			{1: 1250}	{1: '18'}	[74, 75, 76]		抨击大师Ⅱ	104所有BOSS等级下降3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
107	3	[3, 5, 7, 8]			{1: 1250}	{1: '18'}	[77, 78, 79]		巡回展览Ⅰ	107所有研究等级提升1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
110	3	[3, 5, 7, 8]		30			[80]	1	红绿混合	110本回合，研究或治疗可混合使用红、绿颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
111	3	[3, 5, 7, 8]		30			[81]	1	绿蓝混合	111本回合，研究或治疗可混合使用绿、蓝颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
112	3	[3, 5, 7, 8]		30			[82]	1	红蓝混合	112本回合，研究或治疗可混合使用红、蓝颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
113	3	[3, 5, 7, 8]		70			[83]	1	小心的议论Ⅰ	113本回合每次治疗时，需要额外花费1点对应颜色的颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
114	3	[3, 5, 7, 8]			{1: 161}	{1: '19'}	[84]	1	小心的议论Ⅱ	114本回合每次治疗时，需要额外花费2点对应颜色的颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
115	3	[3, 5, 7, 8]			{1: 156}	{1: '20'}	[85]	1	小心的议论Ⅲ	115本回合每次治疗时，需要额外花费3点对应颜色的颜料	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
116	3	[3, 5, 7, 8]			{1: 161}	{1: '19'}	[86]	1	被禁言了Ⅰ	116本回合，全部颜色只能合计治疗2次	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
117	3	[3, 5, 7, 8]			{1: 156}	{1: '20'}	[87]	1	被禁言了Ⅱ	117本回合，全部颜色只能合计治疗1次	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
118	3	[3, 5, 7, 8]		35			[88, 89, 90]		颜料干涸Ⅰ	118所有颜料减少1点	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
121	3	[3, 5, 7, 8]			{1: 81}	{1: '19'}	[91, 92, 93]		颜料干涸Ⅱ	121所有颜料减少2点	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
124	3	[3, 5, 7, 8]			{1: 78}	{1: '20'}	[94, 95, 96]		颜料干涸Ⅲ	124所有颜料减少4点	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
