Id	FactorId	Type	Level	Params	Desc	SkillDesc	AffectedSkillIds	NewSkillIds
11014016	11014	3	16	[3800]				
11014017	11014	3	17	[4000]				
11014018	11014	3	18	[4200]				
11014019	11014	3	19	[4400]				
11014020	11014	3	20	[4600]				
11014021	11014	3	21	[4700]				
11014022	11014	3	22	[4800]				
11014023	11014	3	23	[4900]				
11014024	11014	3	24	[5000]				
11014025	11014	3	25	[5200]				
11014026	11014	3	26	[5400]				
11067001	11067	3	1	[300]				
11067002	11067	3	2	[500]				
11067003	11067	3	3	[700]				
11067004	11067	3	4	[900]				
11067005	11067	3	5	[1100]				
11067006	11067	3	6	[1300]				
11067007	11067	3	7	[1500]				
11067008	11067	3	8	[1600]				
11067009	11067	3	9	[1700]				
11067010	11067	3	10	[1800]				
11067011	11067	3	11	[1900]				
11067012	11067	3	12	[2000]				
11067013	11067	3	13	[2200]				
11072001	11072	3	1	[300]				
11072002	11072	3	2	[600]				
11072003	11072	3	3	[900]				
11072004	11072	3	4	[1200]				
11072005	11072	3	5	[1500]				
11072006	11072	3	6	[1800]				
11072007	11072	3	7	[2000]				
11072008	11072	3	8	[2200]				
11072009	11072	3	9	[2400]				
11072010	11072	3	10	[2600]				
11072011	11072	3	11	[2800]				
11072012	11072	3	12	[3000]				
11072013	11072	3	13	[3200]				
11072014	11072	3	14	[3400]				
11072015	11072	3	15	[3600]				
11072016	11072	3	16	[3800]				
11072017	11072	3	17	[4000]				
11072018	11072	3	18	[4200]				
11072019	11072	3	19	[4400]				
11072020	11072	3	20	[4600]				
11072021	11072	3	21	[4700]				
11072022	11072	3	22	[4800]				
11072023	11072	3	23	[4900]				
11072024	11072	3	24	[5000]				
11072025	11072	3	25	[5200]				
11072026	11072	3	26	[5400]				
11077001	11077	2	1	[3000]				
11077002	11077	2	2	[3514]				
11077003	11077	2	3	[4029]				
11077004	11077	2	4	[4543]				
11077005	11077	2	5	[5057]				
11077006	11077	2	6	[5571]				
11077007	11077	2	7	[6086]				
11077008	11077	2	8	[6600]				
11077009	11077	2	9	[7114]				
11077010	11077	2	10	[7629]				
11077011	11077	2	11	[8143]				
11077012	11077	2	12	[8657]				
11077013	11077	2	13	[9171]				
11077014	11077	2	14	[9686]				
11077015	11077	2	15	[10200]				
11077016	11077	2	16	[10714]				
11077017	11077	2	17	[11229]				
11077018	11077	2	18	[11743]				
11077019	11077	2	19	[12257]				
11077020	11077	2	20	[12771]				
11077021	11077	2	21	[13286]				
11077022	11077	2	22	[13800]				
11077023	11077	2	23	[14314]				
11077024	11077	2	24	[14829]				
11077025	11077	2	25	[15343]				
11077026	11077	2	26	[15857]				
11077027	11077	2	27	[16371]				
11077028	11077	2	28	[16886]				
11077029	11077	2	29	[17400]				
11077030	11077	2	30	[17914]				
11077031	11077	2	31	[18429]				
11077032	11077	2	32	[18943]				
11077033	11077	2	33	[19457]				
11077034	11077	2	34	[19971]				
11077035	11077	2	35	[20486]				
11077036	11077	2	36	[21000]				
11077037	11077	2	37	[21500]				
11077038	11077	2	38	[22000]				
11077039	11077	2	39	[22500]				
11083001	11083	3	1	[1200]				
11083002	11083	3	2	[1400]				
11083003	11083	3	3	[1600]				
11083004	11083	3	4	[1700]				
11083005	11083	3	5	[1800]				
11083006	11083	3	6	[1900]				
11083007	11083	3	7	[2000]				
11083008	11083	3	8	[2100]				
11083009	11083	3	9	[2200]				
11083010	11083	3	10	[2300]				
11083011	11083	3	11	[2400]				
11083012	11083	3	12	[2500]				
11083013	11083	3	13	[2600]				
11084001	11084	3	1	[3]				
11084002	11084	3	2	[5]				
11084003	11084	3	3	[6]				
11084004	11084	3	4	[7]				
11084005	11084	3	5	[8]				
11084006	11084	3	6	[9]				
11084007	11084	3	7	[10]				
11084008	11084	3	8	[11]				
11084009	11084	3	9	[12]				
11084010	11084	3	10	[13]				
11084011	11084	3	11	[14]				
11084012	11084	3	12	[15]				
11084013	11084	3	13	[16]				
11096001	11096	3	1	[1800]				
11096002	11096	3	2	[2000]				
11096003	11096	3	3	[2200]				
11096004	11096	3	4	[2400]				
11096005	11096	3	5	[2600]				
11096006	11096	3	6	[2800]				
11096007	11096	3	7	[3000]				
11096008	11096	3	8	[3200]				
11096009	11096	3	9	[3400]				
11096010	11096	3	10	[3600]				
11096011	11096	3	11	[3800]				
11096012	11096	3	12	[4000]				
11096013	11096	3	13	[4100]				
13096001	13096	3	1	[-1800]				
13096002	13096	3	2	[-2000]				
13096003	13096	3	3	[-2200]				
13096004	13096	3	4	[-2400]				
13096005	13096	3	5	[-2600]				
13096006	13096	3	6	[-2800]				
13096007	13096	3	7	[-3000]				
13096008	13096	3	8	[-3200]				
13096009	13096	3	9	[-3400]				
13096010	13096	3	10	[-3600]				
13096011	13096	3	11	[-3800]				
13096012	13096	3	12	[-4000]				
13096013	13096	3	13	[-4100]				
21001001	21001	1	1	[8060000]	4%			
21001002	21001	1	2	[8060000]	5%			
21001003	21001	1	3	[8060000]	6%			
21001004	21001	1	4	[8060000]	7%			
21001005	21001	1	5	[8060000]	8%			
21001006	21001	1	6	[8060000]	9%			
21001007	21001	1	7	[8060000]	10%			
21001008	21001	1	8	[8060000]	11%			
21001009	21001	1	9	[8060000]	12%			
21001010	21001	1	10	[8060000]	13%			
21001011	21001	1	11	[8060000]	14%			
21001012	21001	1	12	[8060000]	15%			
21001013	21001	1	13	[8060000]	15.50%			
11031001	11031	3	1	[420]				
11031002	11031	3	2	[840]				
11031003	11031	3	3	[1260]				
11031004	11031	3	4	[1680]				
11031005	11031	3	5	[2100]				
11031006	11031	3	6	[2520]				
11031007	11031	3	7	[2800]				
11031008	11031	3	8	[3080]				
11031009	11031	3	9	[3360]				
11031010	11031	3	10	[3640]				
11031011	11031	3	11	[3920]				
11031012	11031	3	12	[4200]				
11031013	11031	3	13	[4480]				
11031014	11031	3	14	[4760]				
11031015	11031	3	15	[5040]				
11031016	11031	3	16	[5320]				
11031017	11031	3	17	[5600]				
11031018	11031	3	18	[5880]				
11031019	11031	3	19	[6160]				
11031020	11031	3	20	[6440]				
11031021	11031	3	21	[6580]				
11031022	11031	3	22	[6720]				
11031023	11031	3	23	[6860]				
11031024	11031	3	24	[7000]				
11031025	11031	3	25	[7280]				
11031026	11031	3	26	[7560]				
11030001	11030	3	1	[420]				
11030002	11030	3	2	[840]				
11030003	11030	3	3	[1260]				
11030004	11030	3	4	[1680]				
11030005	11030	3	5	[2100]				
11030006	11030	3	6	[2520]				
11030007	11030	3	7	[2800]				
11030008	11030	3	8	[3080]				
11030009	11030	3	9	[3360]				
11030010	11030	3	10	[3640]				
11030011	11030	3	11	[3920]				
11030012	11030	3	12	[4200]				
11030013	11030	3	13	[4480]				
11030014	11030	3	14	[4760]				
11030015	11030	3	15	[5040]				
11030016	11030	3	16	[5320]				
11030017	11030	3	17	[5600]				
11030018	11030	3	18	[5880]				
11030019	11030	3	19	[6160]				
11030020	11030	3	20	[6440]				
11030021	11030	3	21	[6580]				
11030022	11030	3	22	[6720]				
11030023	11030	3	23	[6860]				
11030024	11030	3	24	[7000]				
11030025	11030	3	25	[7280]				
11030026	11030	3	26	[7560]				
11029001	11029	3	1	[420]				
11029002	11029	3	2	[840]				
11029003	11029	3	3	[1260]				
11029004	11029	3	4	[1680]				
11029005	11029	3	5	[2100]				
11029006	11029	3	6	[2520]				
11029007	11029	3	7	[2800]				
11029008	11029	3	8	[3080]				
11029009	11029	3	9	[3360]				
11029010	11029	3	10	[3640]				
11029011	11029	3	11	[3920]				
11029012	11029	3	12	[4200]				
11029013	11029	3	13	[4480]				
11029014	11029	3	14	[4760]				
11029015	11029	3	15	[5040]				
11029016	11029	3	16	[5320]				
11029017	11029	3	17	[5600]				
11029018	11029	3	18	[5880]				
11029019	11029	3	19	[6160]				
11029020	11029	3	20	[6440]				
11029021	11029	3	21	[6580]				
11029022	11029	3	22	[6720]				
11029023	11029	3	23	[6860]				
11029024	11029	3	24	[7000]				
11029025	11029	3	25	[7280]				
11029026	11029	3	26	[7560]				
11032001	11032	3	1	[420]				
11032002	11032	3	2	[840]				
11032003	11032	3	3	[1260]				
11032004	11032	3	4	[1680]				
11032005	11032	3	5	[2100]				
11032006	11032	3	6	[2520]				
11032007	11032	3	7	[2800]				
11032008	11032	3	8	[3080]				
11032009	11032	3	9	[3360]				
11032010	11032	3	10	[3640]				
11032011	11032	3	11	[3920]				
11032012	11032	3	12	[4200]				
11032013	11032	3	13	[4480]				
11032014	11032	3	14	[4760]				
11032015	11032	3	15	[5040]				
11032016	11032	3	16	[5320]				
11032017	11032	3	17	[5600]				
11032018	11032	3	18	[5880]				
11032019	11032	3	19	[6160]				
11032020	11032	3	20	[6440]				
11032021	11032	3	21	[6580]				
11032022	11032	3	22	[6720]				
11032023	11032	3	23	[6860]				
11032024	11032	3	24	[7000]				
11032025	11032	3	25	[7280]				
11032026	11032	3	26	[7560]				
21006001	21006	1	1	[8060030]	4.20%			
21006002	21006	1	2	[8060030]	8.40%			
21006003	21006	1	3	[8060030]	12.60%			
21006004	21006	1	4	[8060030]	16.80%			
21006005	21006	1	5	[8060030]	21%			
21006006	21006	1	6	[8060030]	25.20%			
21006007	21006	1	7	[8060030]	28%			
21006008	21006	1	8	[8060030]	30.80%			
21006009	21006	1	9	[8060030]	33.60%			
21006010	21006	1	10	[8060030]	36.40%			
21006011	21006	1	11	[8060030]	39.20%			
21006012	21006	1	12	[8060030]	42%			
21006013	21006	1	13	[8060030]	44.80%			
21006014	21006	1	14	[8060030]	47.60%			
21006015	21006	1	15	[8060030]	50.40%			
21006016	21006	1	16	[8060030]	53.20%			
21006017	21006	1	17	[8060030]	56%			
21006018	21006	1	18	[8060030]	58.80%			
21006019	21006	1	19	[8060030]	61.60%			
21006020	21006	1	20	[8060030]	64.40%			
21006021	21006	1	21	[8060030]	65.80%			
21006022	21006	1	22	[8060030]	67.20%			
21006023	21006	1	23	[8060030]	68.60%			
21006024	21006	1	24	[8060030]	70%			
21006025	21006	1	25	[8060030]	72.80%			
21006026	21006	1	26	[8060030]	75.60%			
21007001	21007	3	1	[500]				
21007002	21007	3	2	[800]				
21007003	21007	3	3	[1100]				
21007004	21007	3	4	[1400]				
21007005	21007	3	5	[1700]				
21007006	21007	3	6	[2000]				
21007007	21007	3	7	[2200]				
21007008	21007	3	8	[2400]				
21007009	21007	3	9	[2600]				
21007010	21007	3	10	[2800]				
21007011	21007	3	11	[2900]				
21007012	21007	3	12	[3000]				
21007013	21007	3	13	[3100]				
21008001	21008	1	1	[8060001]	15%			
21008002	21008	1	2	[8060001]	20%			
21008003	21008	1	3	[8060001]	25%			
21008004	21008	1	4	[8060001]	30%			
21008005	21008	1	5	[8060001]	35%			
21008006	21008	1	6	[8060001]	40%			
21008007	21008	1	7	[8060001]	45%			
21008008	21008	1	8	[8060001]	50%			
21008009	21008	1	9	[8060001]	55%			
21008010	21008	1	10	[8060001]	60%			
21008011	21008	1	11	[8060001]	65%			
21008012	21008	1	12	[8060001]	70%			
21008013	21008	1	13	[8060001]	72.50%			
21009001	21009	1	1	[8060006]	20%			
21009002	21009	1	2	[8060006]	30%			
21009003	21009	1	3	[8060006]	39%			
21009004	21009	1	4	[8060006]	47%			
21009005	21009	1	5	[8060006]	54%			
21009006	21009	1	6	[8060006]	60%			
21009007	21009	1	7	[8060006]	65%			
21009008	21009	1	8	[8060006]	69%			
21009009	21009	1	9	[8060006]	72.5%			
21009010	21009	1	10	[8060006]	75.5%			
21009011	21009	1	11	[8060006]	78.0%			
21009012	21009	1	12	[8060006]	80%			
21009013	21009	1	13	[8060006]	82%			
21010001	21010	1	1	[8060008]	20%			
21010002	21010	1	2	[8060008]	30%			
21010003	21010	1	3	[8060008]	39%			
21010004	21010	1	4	[8060008]	47%			
21010005	21010	1	5	[8060008]	54%			
21010006	21010	1	6	[8060008]	60%			
21010007	21010	1	7	[8060008]	65%			
21010008	21010	1	8	[8060008]	69%			
21010009	21010	1	9	[8060008]	72.5%			
21010010	21010	1	10	[8060008]	75.5%			
21010011	21010	1	11	[8060008]	78.0%			
21010012	21010	1	12	[8060008]	80%			
21010013	21010	1	13	[8060008]	82%			
21011001	21011	1	1	[8060026]	28%			
21011002	21011	1	2	[8060026]	30%			
21011003	21011	1	3	[8060026]	32%			
21011004	21011	1	4	[8060026]	34%			
21011005	21011	1	5	[8060026]	36%			
21011006	21011	1	6	[8060026]	38%			
21011007	21011	1	7	[8060026]	40%			
21011008	21011	1	8	[8060026]	42%			
21011009	21011	1	9	[8060026]	44%			
21011010	21011	1	10	[8060026]	46%			
21011011	21011	1	11	[8060026]	48%			
21011012	21011	1	12	[8060026]	50%			
21011013	21011	1	13	[8060026]	52%			
21012001	21012	1	1	[8060012]	20%			
21012002	21012	1	2	[8060012]	24%			
21012003	21012	1	3	[8060012]	27%			
21012004	21012	1	4	[8060012]	31%			
21012005	21012	1	5	[8060012]	35%			
21012006	21012	1	6	[8060012]	38%			
21012007	21012	1	7	[8060012]	42%			
21012008	21012	1	8	[8060012]	45%			
21012009	21012	1	9	[8060012]	49%			
21012010	21012	1	10	[8060012]	53%			
21012011	21012	1	11	[8060012]	56%			
21012012	21012	1	12	[8060012]	60%			
21012013	21012	1	13	[8060012]	64%			
21013001	21013	1	1	[8060010]	20%			
21013002	21013	1	2	[8060010]	24%			
21013003	21013	1	3	[8060010]	27%			
21013004	21013	1	4	[8060010]	31%			
21013005	21013	1	5	[8060010]	35%			
21013006	21013	1	6	[8060010]	38%			
21013007	21013	1	7	[8060010]	42%			
21013008	21013	1	8	[8060010]	45%			
21013009	21013	1	9	[8060010]	49%			
21013010	21013	1	10	[8060010]	53%			
21013011	21013	1	11	[8060010]	56%			
21013012	21013	1	12	[8060010]	60%			
21013013	21013	1	13	[8060010]	64%			
21014001	21014	1	1	[8060014]	6%			
21014002	21014	1	2	[8060014]	12%			
21014003	21014	1	3	[8060014]	18%			
21014004	21014	1	4	[8060014]	24%			
21014005	21014	1	5	[8060014]	30%			
21014006	21014	1	6	[8060014]	36%			
21014007	21014	1	7	[8060014]	40%			
21014008	21014	1	8	[8060014]	44%			
21014009	21014	1	9	[8060014]	48%			
21014010	21014	1	10	[8060014]	52%			
21014011	21014	1	11	[8060014]	56%			
21014012	21014	1	12	[8060014]	60%			
21014013	21014	1	13	[8060014]	64%			
21014014	21014	1	14	[8060014]	68%			
21014015	21014	1	15	[8060014]	72%			
21014016	21014	1	16	[8060014]	76%			
21014017	21014	1	17	[8060014]	80%			
21014018	21014	1	18	[8060014]	84%			
21014019	21014	1	19	[8060014]	88%			
21014020	21014	1	20	[8060014]	92%			
21014021	21014	1	21	[8060014]	94%			
21014022	21014	1	22	[8060014]	96%			
21014023	21014	1	23	[8060014]	98%			
21014024	21014	1	24	[8060014]	100%			
21014025	21014	1	25	[8060014]	104%			
21014026	21014	1	26	[8060014]	108%			
21015001	21015	1	1	[8060016]	6%			
21015002	21015	1	2	[8060016]	12%			
21015003	21015	1	3	[8060016]	18%			
21015004	21015	1	4	[8060016]	24%			
21015005	21015	1	5	[8060016]	30%			
21015006	21015	1	6	[8060016]	36%			
21015007	21015	1	7	[8060016]	40%			
21015008	21015	1	8	[8060016]	44%			
21015009	21015	1	9	[8060016]	48%			
21015010	21015	1	10	[8060016]	52%			
21015011	21015	1	11	[8060016]	56%			
21015012	21015	1	12	[8060016]	60%			
21015013	21015	1	13	[8060016]	64%			
21015014	21015	1	14	[8060016]	68%			
21015015	21015	1	15	[8060016]	72%			
21015016	21015	1	16	[8060016]	76%			
21015017	21015	1	17	[8060016]	80%			
21015018	21015	1	18	[8060016]	84%			
21015019	21015	1	19	[8060016]	88%			
21015020	21015	1	20	[8060016]	92%			
21015021	21015	1	21	[8060016]	94%			
21015022	21015	1	22	[8060016]	96%			
21015023	21015	1	23	[8060016]	98%			
21015024	21015	1	24	[8060016]	100%			
21015025	21015	1	25	[8060016]	104%			
21015026	21015	1	26	[8060016]	108%			
21016001	21016	1	1	[8060028]	300s			
21016002	21016	1	2	[8060028]	280s			
21016003	21016	1	3	[8060028]	260s			
21016004	21016	1	4	[8060028]	240s			
21016005	21016	1	5	[8060028]	220s			
21016006	21016	1	6	[8060028]	210s			
21016007	21016	1	7	[8060028]	200s			
21016008	21016	1	8	[8060028]	190s			
21016009	21016	1	9	[8060028]	180s			
21016010	21016	1	10	[8060028]	170s			
21016011	21016	1	11	[8060028]	160s			
21016012	21016	1	12	[8060028]	150s			
21016013	21016	1	13	[8060028]	140s			
21016014	21016	1	14	[8060028]	130s			
21016015	21016	1	15	[8060028]	120s			
21016016	21016	1	16	[8060028]	100s			
21017001	21017	1	1	[8060023]	5%			
21017002	21017	1	2	[8060023]	10%			
21017003	21017	1	3	[8060023]	15%			
21017004	21017	1	4	[8060023]	20%			
21017005	21017	1	5	[8060023]	25%			
21017006	21017	1	6	[8060023]	30%			
21017007	21017	1	7	[8060023]	34%			
21017008	21017	1	8	[8060023]	37%			
21017009	21017	1	9	[8060023]	40%			
21017010	21017	1	10	[8060023]	43%			
21017011	21017	1	11	[8060023]	46%			
21017012	21017	1	12	[8060023]	50%			
21017013	21017	1	13	[8060023]	52%			
21018001	21018	1	1	[8060018]	8%			
21018002	21018	1	2	[8060018]	12%			
21018003	21018	1	3	[8060018]	16%			
21018004	21018	1	4	[8060018]	20%			
21018005	21018	1	5	[8060018]	24%			
21018006	21018	1	6	[8060018]	28%			
21018007	21018	1	7	[8060018]	32%			
21018008	21018	1	8	[8060018]	36%			
21018009	21018	1	9	[8060018]	40%			
21018010	21018	1	10	[8060018]	44%			
21018011	21018	1	11	[8060018]	47%			
21018012	21018	1	12	[8060018]	50%			
21018013	21018	1	13	[8060018]	52.50%			
31001001	31001	1	1	[1051101]	Thunder Brand I	DMG Bonus +50%; Lightning strikes deal DMG equal to 50% ATK.		
31001002	31001	1	2	[1051102]	Thunder Brand II	DMG Bonus +65%; Lightning strikes deal DMG equal to 80% ATK. When equipped in [Phantom Cavalry] form, max DMG +50%.		
31002001	31002	1	1	[1051103]	Ashen Memory I	DMG Bonus +35%		
31002002	31002	1	2	[1051104]	Ashen Memory II	DMG Bonus +50%. When equipped in [Resonance Edge] form, max DMG +70%.		
31003001	31003	1	1	[1051105]	Chain Blaze	DMG Bonus +50%; Max DMG +30.5%.		
31004001	31004	1	1	[1051106]	Void Sheath	DMG Bonus +60%.		
31005001	31005	1	1	[1051107]	Void Silence	The DMG bonus increases to 80%; Extra DMG Reduction increases to 40%.		
31006001	31006	1	1	[1051108]	Arc Scar	Crack deals DMG equal to 120% ATK.		
31007001	31007	1	1	[1052900]	Radiant Guard I	Extra DMG Reduction +10%; DMG Bonus +200%.		
31007002	31007	1	2	[1052906]	Radiant Guard II	Extra DMG Reduction +15%; DMG Bonus +250%. When equipped in [Iron Bastion] form, max DMG +70%.		
31008001	31008	1	1	[1052901]	Stellar Focus I	Extra DMG Reduction +15%; Imbalance Bonus +10%; DMG Bonus +30%.		
31008002	31008	1	2	[1052907]	Stellar Focus II	Extra DMG Reduction +20%; Imbalance Bonus +15%; DMG Bonus +50%. When equipped in [Mad Dissection] form, max DMG +70% while the bonus is in effect.		
31009001	31009	1	1	[1052902]	Jet Boost	Jet Boost		
31010001	31010	1	1	[1052903]	Cosmic Edge	Acquisition Efficiency +50%; Extra DMG Bonus +50%; Cooldown -5s; Extra DMG Reduction +30%.		
31011001	31011	1	1	[1052904]	Guided Focus	Aggro Focus +50%; deals additional DMG equal to 200% ATK.		
31012001	31012	1	1	[1052905]	Unfurled Stars	Unfurled Stars		
31013001	31013	1	1	[10531001]	Sacred Hymn I	Additionally recovers HP equal to 25% of Liv's Max HP.		
31013002	31013	1	2	[10531002]	Sacred Hymn II	Additionally recovers HP equal to 25% of Liv's max HP. Enhanced [Nighttime Prayer] and [Azure Firmament] additionally increase all players' total ATK by 40% for 10s after being cast.		
31014001	31014	1	1	[10531003]	Divine Decree I	Explosion deals DMG equal to 150% ATK.		
31014002	31014	1	2	[10531004]	Divine Decree II	Max DMG increased by 70%. Explosion deals DMG equal to 350% ATK. [Radiant Judgment I] and [Radiant Judgment II] DMG +45%.		
31015001	31015	1	1	[10531005]	Final Verdict	Final Verdict		
31016001	31016	1	1	[10531006]	Sacred Dawn	Healing +30%		
31017001	31017	1	1	[10531007]	Absolution Turn	Absolution Turn		
31018001	31018	1	1	[10531008]	Devout Chant	Cooldown -33%		
