Id	CharacterId	ResourcesId	Name	Quality	Series	Description	WorldDescription	FashionSuitRare	FashionSuitVideo	FashionSuitResourcePicPath	FashionSuitResourceSpinePath	FashionSuitPic	Icon	BigIcon	SkipIdParams	Priority	ItemKey	ItemCount	SmallHeadIcon	SmallHeadIconLiberation	SmallHeadIconFashion	BigHeadIcon	BigHeadIconFashion	RoundnessNotItemHeadIcon	RoundnessNotItemHeadIconLiberation	RoundnessHeadIcon	BigRoundnessHeadIcon	HalfBodyImage	RoleCharacterBigImage	BigHeadIconLiberation	CharacterIcon	GachaIcon	ShowTimeStr	SceneModelId	EffectRootName	EffectPath	AureoleId	SubItem	GiftId	FashionColorIds	FashionColorHex	DefaultHide
6210106	1021001	1020106	雨街漫步	5	1009	新生活系列——露西亚·红莲	露西亚漫步在空气清新的雨后街道上，防水的透明高分子材料上反射着商店橱窗中迷幻的光彩。						Assets/Product/Texture/Image/IconToolsSp/Clo10210090303Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210090303.png	[10019]	102194	32	21	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6210106.png				Bip001RForearm	Assets/Product/Effect/Prefab/FxR1Luxiya/FxR1LuxiyaPinzhiGuadianBip001RForearm.prefab	2					
6310101	1031001	1030101	泛用式	1	9000	初始系列——丽芙·蚀暗	构造体生产出来时配给的服装。						Assets/Product/Texture/Image/IconToolsSp/Clo10310010101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310010101.png	[19002]	103199	32	3	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png				Bip001LForearm	Assets/Product/Effect/Prefab/FxR1Lifu/FxR1LifuPinzhiGuadianBip001LForearm.prefab	3					
6310102	1031001	1030102	泛用式·改	2	9000	初始系列——丽芙·蚀暗	构造体[初阶]解放后，获得权限根据爱好修改的服装。						Assets/Product/Texture/Image/IconToolsSp/Clo10310010102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310010102.png	[19002]	103198	32	6	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png				Bip001LForearm	Assets/Product/Effect/Prefab/FxR1Lifu/FxR1LifuPinzhiGuadianBip001LForearm.prefab	3					
6310103	1031001	1030103	泛用式·终	2	9000	初始系列——丽芙·蚀暗	构造体[高阶]解放后，根据个人意愿修改的服装，完好的体现了本人意识海的特征。						Assets/Product/Texture/Image/IconToolsSp/Clo10310010103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310010103.png	[19002]	103197	32	9	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png				Bip001LForearm	Assets/Product/Effect/Prefab/FxR1Lifu/FxR1LifuPinzhiGuadianBip001LForearm.prefab	3					
6310104	1031001	1030104	银庭花冠	5	1009	新生活系列——丽芙·蚀暗	成为生态研究中心管理者的丽芙，握有微调生态系统的控制器，空中花园的各处生机都从她的手中绽放。						Assets/Product/Texture/Image/IconToolsSp/Clo10310090101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310090101.png	[10008]	103196	32	7	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png				Bip001LForearm	Assets/Product/Effect/Prefab/FxR1Lifu/FxR1LifuPinzhiGuadianBip001LForearm.prefab	3					
6310105	1031001	1030105	灰羽·蚀暗	5	1001	灰羽·灰鸦小队 基地服系列——丽芙·蚀暗	为所有和灰鸦小队结下羁绊的构造体们量身定做的制服，也是出席基地中各种重要仪式活动时的正式着装。						Assets/Product/Texture/Image/IconToolsSp/Clo10310090102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310090102.png	[10016, 80004]	103195	32	33	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310105.png				Bip001LForearm	Assets/Product/Effect/Prefab/FxR1Lifu/FxR1LifuPinzhiGuadianBip001LForearm.prefab	3					
6310106	1031001	1030106	时之女仆	5	1009	新生活系列——丽芙·蚀暗	七点钟的早安，九点钟的送别，十一点钟的一人餐。一点钟熨烫衣物，三点钟打扫房间，五点钟准备晚饭。六点钟开始期待，八点钟欢迎回来。						Assets/Product/Texture/Image/IconToolsSp/Clo10310019101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310019101.png	[10016, 80004]	103194	32	33	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310106.png				Bip001LForearm	Assets/Product/Effect/Prefab/FxR1Lifu/FxR1LifuPinzhiGuadianBip001LForearm.prefab	3					
6310107	1031001	1030107	圣诞之约	5	1009	新生活系列——丽芙·蚀暗	结合机械零件和特殊布料加工而成的衣物，融入圣诞流行的可爱元素作为主题风格的同时兼顾了优秀的防御性能。						Assets/Product/Texture/Image/IconToolsSp/Clo10310019111Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310019111.png	[10016]	103193	32	33	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310107.png				Bip001LForearm	Assets/Product/Effect/Prefab/FxR1Lifu/FxR1LifuPinzhiGuadianBip001LForearm.prefab	3					
6310108	1031001	1030108	生命之星	5	1009	新生活系列——丽芙·蚀暗	精锐医疗部队作业用制服，套装配备医疗构造箱包及紧急血清注射栓，为奋战在前线的士兵提供安心的后援。						Assets/Product/Texture/Image/IconToolsSp/Clo10310019151Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310019151.png		103192	32	21	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310108.png				Bip001LForearm	Assets/Product/Effect/Prefab/FxR1Lifu/FxR1LifuPinzhiGuadianBip001LForearm.prefab	3					
6310109	1031001	1030109	假面丽影	5	1009	新生活系列——丽芙·蚀暗	跨过霓虹的倒影，翻越隔阂的高墙，在不为人知的屋檐上飞速滑行。锁链，铁丝，格栅，闪烁的猩红色灯光不曾令少女停下步伐，她于封锁之地中穿梭，逐一拜访预定的目标。在为被缴械的卫兵包扎好伤口以后，少女指着展柜，无比认真地问出了那句话：“请问，我可以借用一下那个吗？”						Assets/Product/Texture/Image/IconToolsSp/Clo10310019341Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310019341.png	[80087]	103191	32	14	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310109.png				Bip001LForearm	Assets/Product/Effect/Prefab/FxR1Lifu/FxR1LifuPinzhiGuadianBip001LForearm.prefab	3					
