Id	Quality	Priority	Name	Description	WorldDescription	Icon	BigIcon	SkipIdParams	ModelTransId	ResonanceModelTransId1	ResonanceModelTransId2	ResonanceModelTransId3	ShopIcon
12040001	5	401	紫鸢	霓裳系列——弓	美丽的事物总是伴随着危险，就如同这把弓一样。	Assets/Product/Texture/Image/IconToolsSp/E3BowMd090011Sp.png	Assets/Product/Texture/Image/IconTools/E3BowMd090011.png	[10030, 80128]	[20470111]				Assets/Product/Texture/Image/IconCoating/IconCoating80002.png
12040002	5	402	纯白圣赞	圣誓系列——弓	如其名字一般，是一把仪式感大于实用性的武器。它应该出现在更为圣洁美好的地方，而不是兵戈相见的战场之上。	Assets/Product/Texture/Image/IconToolsSp/E3BowMd100011Sp.png	Assets/Product/Texture/Image/IconTools/E3BowMd100011.png		[20470211]				Assets/Product/Texture/Image/IconCoating/IconCoating12040002.png
12040003	5	403	夤夜惊鸿	霓裳系列——弓	无论是设计风格还是铸造技艺，都沿袭了传统猎弓的经典范式。凝重内敛的黑金弓臂和隐约亮起的星点红光总能让人联想到在暗处静静蛰伏的猎手。当弦音响起，猎物便无所遁形。	Assets/Product/Texture/Image/IconToolsSp/E3BowMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E3BowMd110011.png	[80048, 80049]	[20470311]				Assets/Product/Texture/Image/IconCoating/IconCoating12040003.png
12040004	5	404	旭日与希望之愿	往昔重绽系列——弓	那是少女最纯真的梦境，粉色的长弓张开双翼，将洋溢的热情与希望的祈愿注入箭矢，射向黎明前的黑暗。当破晓来临，少女穿梭在议论声中，窥见了熟悉的背影。粉色的弓弦于此刻偷偷绷紧，不仅是消灭邪恶的力量，它似乎还拥有着丘比特的魔法。	Assets/Product/Texture/Image/IconToolsSp/E3BowMd120011Sp.png	Assets/Product/Texture/Image/IconTools/E3BowMd120011.png	[80076]	[20470411]				Assets/Product/Texture/Image/IconCoating/IconCoating12040004.png
12040005	5	405	巡夜之弧	新生活系列——弓	在雨夜与霓虹灯光之间，总有鹰隼的目光注视着都会里每一处孳生罪恶的角落——不必害怕，对于正义而言，长夜永远有人照亮。	Assets/Product/Texture/Image/IconToolsSp/E3BowMd140011Sp.png	Assets/Product/Texture/Image/IconTools/E3BowMd140011.png	[80108, 80110]	[20470511]				Assets/Product/Texture/Image/IconCoating/IconCoating12040005.png
12040006	5	406	遐夜·罔梦欢颂	游诗歌谣系列——弓	即使夜被暮色淹没，依然有星尘穿透帷幕，将梦想与祈愿化作星矢，守护这残缺世界中的欢笑与歌谣。	Assets/Product/Texture/Image/IconToolsSp/E3BowMd150011Sp.png	Assets/Product/Texture/Image/IconTools/E3BowMd150011.png	[80171]	[20470611]				Assets/Product/Texture/Image/IconCoating/IconCoating12040006.png
12040007	5	407	热夏虹弦	阔海秘闻系列——弓	水纹在阳光下熠熠，热夏的幻景伴随弦鸣。色彩逐渐晕染，与椰林一起摇曳。遥望天际，数道虹光隐现如同幻影。	Assets/Product/Texture/Image/IconToolsSp/E3BowMd160011Sp.png	Assets/Product/Texture/Image/IconTools/E3BowMd160011.png	[80242]	[20470711]				Assets/Product/Texture/Image/IconCoating/IconCoating12040007.png
12050001	5	501	鲨齿	阔海秘闻系列——电锯	“Aloha！鲨鱼要来咯！什么，鲨鱼不是这么叫的？不要在意这些细节啦！”——鲨鱼属性满载的Na☆na☆mi	Assets/Product/Texture/Image/IconToolsSp/E3SawMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E3SawMd110011.png	[80025]	[20570111]				Assets/Product/Texture/Image/IconCoating/IconCoating12050001.png
12050002	5	502	南瓜咧嘴笑	放逐乐园系列——电锯	“这样狂欢的节日，怎么能少了欢笑！把这南瓜这样，再这样一下——瞧，它笑得多开心呀！”	Assets/Product/Texture/Image/IconToolsSp/E3SawMd120011Sp.png	Assets/Product/Texture/Image/IconTools/E3SawMd120011.png	[80037, 80112]	[20570211]				Assets/Product/Texture/Image/IconCoating/IconCoating12050002.png
12060001	5	601	米斯基之剑	放逐乐园系列——大剑	以亡灵节为主题制作的大剑，用高络合金铸造而成。简单粗暴外形，简单粗暴的强韧度，适合简单粗暴的使用者。	Assets/Product/Texture/Image/IconToolsSp/E3ClaymoreMd090011Sp.png	Assets/Product/Texture/Image/IconTools/E3ClaymoreMd090011.png		[20670111]				Assets/Product/Texture/Image/IconCoating/IconCoating12060001.png
12060002	5	602	伯利恒之星	新生活系列——大剑	以圣诞树为原型制作的大剑，剑尖的伯利恒之星紧紧吸附在剑身之上，能够随意甩动而不会被甩飞出去。剑刃并不锋利，但是却有着合适的重量，作为武器来说也有着不错的杀伤力。	Assets/Product/Texture/Image/IconToolsSp/E2ClaymoreMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E2ClaymoreMd110011.png		[10660211]				Assets/Product/Texture/Image/IconCoating/IconCoating12060002.png
12060003	5	603	深海突击	阔海秘闻系列——大剑	剑身大胆地使用了海量柔性填充材料，以应对总是超过承载极限的冲击，这也让整把剑看上去更像是抱枕而非武器。虽然剑（鱼）刃（鳍）上的寒光总能打消掉大部分人抱住它好好睡一觉的想法，但神秘的鱼眼设计却有诱人失魂的魔力，这一点就连武器设计者本人也无法幸免。	Assets/Product/Texture/Image/IconToolsSp/E3ClaymoreMd100011Sp.png	Assets/Product/Texture/Image/IconTools/E3ClaymoreMd100011.png	[80041, 80112]	[20670211]				Assets/Product/Texture/Image/IconCoating/IconCoating12060003.png
12060004	5	604	掠影神锋	霓裳系列——大剑	选用了较为含蓄沉稳的暗影配色，来凸显选材的厚重可靠。但使用者却给出了“少了点让人眼前一亮的玩意儿，而且也太正经了”这样的评价。于是那条绛红的绸带便出现在了这把大剑之上。不过恰逢年节，这点装饰倒是画龙点睛，意外地合适。	Assets/Product/Texture/Image/IconToolsSp/E3ClaymoreMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E3ClaymoreMd110011.png	[80048]	[20670311]				Assets/Product/Texture/Image/IconCoating/IconCoating12060004.png
12070001	5	701	开门红	霓裳系列——火炮	以爆竹为原型设计的火箭筒，末端的爆竹可以在攻击时装填进炮身一起发射出去，但是每次发射后都需要等待几秒钟让炮身散热。	Assets/Product/Texture/Image/IconToolsSp/E2SleeveMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E2SleeveMd110011.png	[10030]	[10760111]				Assets/Product/Texture/Image/IconCoating/IconCoating80003.png
12070002	5	702	掌心白雪	圣誓系列——火炮	雪花在掌心消融，沸腾的情感将指间的温度升高，二人一起，将再也不惧寒冬。	Assets/Product/Texture/Image/IconToolsSp/E3SleeveMd090011Sp.png	Assets/Product/Texture/Image/IconTools/E3SleeveMd090011.png	[80014]	[20770111]				Assets/Product/Texture/Image/IconCoating/IconCoating12070001.png
12070003	5	703	啸火猛兽	新生活系列——火炮	虽然经常抱怨设计师搞错了需求，自己想要的是进食的猫科猛兽而不是举起刀叉的萌兽，但其实从未去投诉或者要求更改过。	Assets/Product/Texture/Image/IconToolsSp/E3SleeveMd100011Sp.png	Assets/Product/Texture/Image/IconTools/E3SleeveMd100011.png	[80045]	[20770211]				Assets/Product/Texture/Image/IconCoating/IconCoating12070003.png
12070004	5	704	永夏激浪	阔海秘闻系列——火炮	来吧！让我们点燃这片大海！谁说打水仗非得用水枪？水炮才是王道！	Assets/Product/Texture/Image/IconToolsSp/E3SleeveMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E3SleeveMd110011.png	[80111]	[20770311]				Assets/Product/Texture/Image/IconCoating/IconCoating12070004.png
12080001	5	801	天坼玄溪	霓裳系列——短刀	不以物喜，不以己悲，即使天地解体，亦可化作溪流，巡行其中。正如这两柄短刀，不管外界如何变迁，亦能够承载着九龙的信念传承下去，直至需要它们重新出现的那一天到来。	Assets/Product/Texture/Image/IconToolsSp/E3DaggerMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3DaggerMd020011.png	[80088]	[20870111, 20870112]				Assets/Product/Texture/Image/IconCoating/IconCoating12080001.png
12090001	5	802	荧尘敛愿	游诗歌谣系列——镰刀	在那无人知晓的静谧深处，散落的荧辉点亮了尘沫。黎明将至，收束心愿的花蕾，又会迎来怎样的绽放呢？	Assets/Product/Texture/Image/IconToolsSp/E3SickMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E3SickMd110011.png	[80094]	[20970111]				Assets/Product/Texture/Image/IconCoating/IconCoating12090001.png
12100001	5	1001	龙争竞	霓裳系列——独域·大剑	以端午节的古老庆祝仪式为主题制作的大剑，某位测试者一边抱怨着这种设计应该拿去当展示品，一边忍不住在扬起锋刃劈坏了测试室的墙壁。	Assets/Product/Texture/Image/IconToolsSp/E3KamuMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3KamuMd030011.png	[80062]	[21060111]				Assets/Product/Texture/Image/IconCoating/IconCoating12100001.png
12110001	5	1101	世界树	地平线系列——枪盾	英雄守护世界，世界成为英雄的助力。 当英雄从世界树上取下枝条，它便成为不灭的神枪。 但与此同时，它仍是世界树。	Assets/Product/Texture/Image/IconToolsSp/E3SpearMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3SpearMd030011.png	[80010]	[21170211, 21170212]				Assets/Product/Texture/Image/IconCoating/IconCoating12110001.png
12110002	5	1102	赤冕耀旆	地平线系列——枪盾	朝阳初生，骑士飞驰在属于她的赛道。她将和你共享胜利的荣耀。让凯旋的辉光，在领奖台高悬的旗帜上燃烧。	Assets/Product/Texture/Image/IconToolsSp/E3SpearMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3SpearMd040011.png	[80069]	[21170311, 21170312]				Assets/Product/Texture/Image/IconCoating/IconCoating12110002.png
12110003	5	1103	耀言誓约	游诗歌谣系列——枪盾	划穿霜雪的声音响彻天空，千万年不朽的英雄传说破空而来，在世人传颂声中，坚定了最终的归宿。凛然生风，耀耀生华，都是她履行誓言的决意。	Assets/Product/Texture/Image/IconToolsSp/E3SpearMd050011Sp.png	Assets/Product/Texture/Image/IconTools/E3SpearMd050011.png	[80135]	[21170411, 21170412]				Assets/Product/Texture/Image/IconCoating/IconCoating12110003.png
12130001	5	1301	星瀚云渺	霓裳系列——独域·龙枪	沧海桑田，星瀚茫茫跨枯桑。 人间百态渺渺如云，阅尽银河风浪。 枪身沉沉但纹饰精湛，似是古时旧物。九龙古史宬记载此物曾为赠礼，随信札一封，依稀可见落款小字：鸢。	Assets/Product/Texture/Image/IconToolsSp/E3SabreMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3SabreMd020011.png	[80005]	[21370111]				Assets/Product/Texture/Image/IconCoating/IconCoating12130001.png
12130002	5	1302	静夜新生	新生活系列——独域·龙枪	忠诚的白犬架起生死的通道，优雅的黑猫驱走险恶的毒蛇。她轻挥手中的权杖，祈愿所有子民都能获得生的希望。	Assets/Product/Texture/Image/IconToolsSp/E3QuMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3QuMd030011.png	[80042, 80112]	[21370211]				Assets/Product/Texture/Image/IconCoating/IconCoating12130002.png
12140001	5	1401	天地一掷	霓裳系列——拳套	江山渺无垠，环城歌未竟。天地赌一掷，去还皆问心。即使尘封已久，拳套周身的金色铭文仍然闪烁着森芒，执此武器者，必定如它的铸造者所期望那般，精诚之心可断金石。	Assets/Product/Texture/Image/IconToolsSp/E3GloveMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3GloveMd020011.png	[80097]	[21470111, 21470112]				Assets/Product/Texture/Image/IconCoating/IconCoating12140001.png
12170001	5	1701	荆棘咏叹	深度腐蚀系列——增幅器	强劲的驱动结合绚丽的外观而诞生出的增幅器。挥舞时似是有繁星洒落，但是不能因此而忽视由它增幅出的恐怖杀伤力。	Assets/Product/Texture/Image/IconToolsSp/E3RingMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3RingMd020011.png	[80112]	[21770111]				Assets/Product/Texture/Image/IconCoating/IconCoating12170001.png
12170002	5	1702	牡刺	新生活系列——增幅器	增幅器牡刺，由于其超前的缺口设计，内部传输回路被划分得相当复杂且难以理解，它也一度因此被认为注重外观远超性能。然而突破性的创新带来的是全新高度的算力，在其巨大的算力数据前，对这样个性设计再有微词的人都只能认可。	Assets/Product/Texture/Image/IconToolsSp/E3RingMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3RingMd030011.png	[80020]	[21770211]				Assets/Product/Texture/Image/IconCoating/IconCoating80004.png
12170003	5	1703	云阙清辉	时节系列——增幅器	长风怀玉凭冰栏， 明榭能濯涧影寒。 何意清辉九万里， 故园萑苇尽阑珊。	Assets/Product/Texture/Image/IconToolsSp/E3RingMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3RingMd040011.png	[80071]	[21770311]				Assets/Product/Texture/Image/IconCoating/IconCoating12170003.png
12170004	5	1704	择晓权愿	游诗歌谣系列——增幅器	被遗忘的旧神夺回失落的权柄，她将以自己的意志行走至黎明。	Assets/Product/Texture/Image/IconToolsSp/E3RingMd050011Sp.png	Assets/Product/Texture/Image/IconTools/E3RingMd050011.png	[80077]	[21770411]				Assets/Product/Texture/Image/IconCoating/IconCoating12170004.png
12180001	5	1801	激浪MK.81改装版	阔海秘闻系列——枪械组	激浪MK.81，原本是黄金时代某第13号财团售卖的玩具。经由万事彻底改装以后，居然真的能够当作武器使用。装配的万事定制能量罐里填充了薄荷味气体，能够确保被击中方与开火方一起清爽一夏。同时，它还保有原本的功能，在闲暇之时可以降低功率，用激爽的寒浪唤醒昏昏欲睡的心灵。	Assets/Product/Texture/Image/IconToolsSp/E3RifleMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3RifleMd030011.png	[80066]	[21870112, 21870111]				Assets/Product/Texture/Image/IconCoating/IconCoating12180001.png
12190001	5	1901	辉月幻想曲	往昔重绽系列——独域·提琴剑	离开熟悉的道路，静静地走进未知的夜晚。闭上眼，无声的乐曲流入长夜，化作柔和的辉光。虽然这里不是思念的故乡，也不是旅程的终点，但旅人啊，请暂为驻足，倾听这由光编织而成的幻想曲。	Assets/Product/Texture/Image/IconToolsSp/E3CelloMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3CelloMd020011.png	[80031, 80112]	[21970111, 21970112]				Assets/Product/Texture/Image/IconCoating/IconCoating12190001.png
12190002	5	1902	星夜随想曲	游诗歌谣系列——独域·提琴剑	漫步于田野间，抬头仰望浩瀚无垠星空，张开双臂，聆听微风哼起的歌谣。旅人啊，请暂时放下一切，让自由的心灵飘荡在星与夜中，来感受这肆意而欢快的随想曲。	Assets/Product/Texture/Image/IconToolsSp/E3CelloMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3CelloMd030011.png		[21970211, 21970212]				Assets/Product/Texture/Image/IconCoating/IconCoating12190002.png
12200001	5	2001	狮魂荣光	往昔重绽系列——铳刃	狮魂荣光是法奥斯优秀毕业生配备的武器统称。它在挥舞时发出的狮子般的低沉咆哮，成为其名字的由来。狮子不会被轻易驯服，想要持有狮魂荣光同样有着严苛的条件。持有者需用纪律规范自身，将希望铭刻胸膛，方能不愧对狮魂荣光沉重的寄托。	Assets/Product/Texture/Image/IconToolsSp/E3GunbladeMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3GunbladeMd020011.png	[80012, 80112]	[22070111, 22070112]				Assets/Product/Texture/Image/IconCoating/IconCoating12200001.png
12200002	5	2002	灰月初拥	放逐乐园系列——铳刃	这把武器，切开鲜红浪潮，像是在痛饮敌人的鲜血。紧握住它，无穷的动力就会支撑着身体继续前进。这究竟是永生的诅咒，还是内心的抉择？	Assets/Product/Texture/Image/IconToolsSp/E3GunbladeMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3GunbladeMd030011.png	[80039]	[22070211, 22070212]				Assets/Product/Texture/Image/IconCoating/IconCoating12200002.png
12200003	5	2003	逸时	新生活系列——铳刃	在卡拉一型的基础之上经使用者自行改造后的版本，变得更加轻巧灵活，便于隐藏。很显然，他做好了在一切场景下都要保护对方的准备。	Assets/Product/Texture/Image/IconToolsSp/E3GunbladeMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3GunbladeMd040011.png	[80074]	[22070311, 22070312]				Assets/Product/Texture/Image/IconCoating/IconCoating12200003.png
12220001	5	2201	絮蓝悠梦	往昔重绽系列——独域·链刀	如梦似幻的湛蓝玫瑰，于骑士的手心悄然绽放，在那遥远的彼岸，祈祷梦境的延续。愿延展的花瓣能够切碎一切迷惘，指引相遇的道路。倘若彼此注定要以荆棘相连，无论苦难与疼痛，都将紧攥于手，至死不渝。	Assets/Product/Texture/Image/IconToolsSp/E3LuolanMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3LuolanMd020011.png	[80053, 80112]	[22260111, 22260112]				Assets/Product/Texture/Image/IconCoating/IconCoating12220001.png
12230001	5	2301	闪耀旗帜	新生活系列——旗枪	蕴含着意志与理想的旗帜。设计朴实无华，但团结奋斗的精神却能够切实传递到任何人的内心。只要还有人愿意联合起来，为了人类的胜利而继续战斗，它就将永远闪耀下去！	Assets/Product/Texture/Image/IconToolsSp/E3LanceMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3LanceMd020011.png	[80058, 80112]	[22370112, 22370111]				Assets/Product/Texture/Image/IconCoating/IconCoating12230001.png
12230002	5	2302	夏沫辉绽	阔海秘闻系列——旗枪	为抵御灼热的光辉，伞面如同花瓣一样绽放，为少女划分出自己的领地。她悄悄潜伏其中，于音乐的浪潮中寻找有趣的事物，直至某人在这种注视下选择绕道而行。于是，少女展示了伞的另一种用法。她绑好伞骨，握住伞柄，将它当作标枪投掷出去，迫使路过的指挥官停下脚步。	Assets/Product/Texture/Image/IconToolsSp/E3LanceMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3LanceMd030011.png	[80065]	[22370212, 22370211]				Assets/Product/Texture/Image/IconCoating/IconCoatin12230002.png
12230003	5	2303	冥途挽歌	游诗歌谣系列——旗枪	亡者向前，生者退却。唯有战士，不愿向深渊屈服，拥抱忘却的新生。征战于星穹之下，徘徊于冥界边际。但愿苍空燃尽之时，冥途的挽歌，能够指引迷失的英灵，找到回家的道路。	Assets/Product/Texture/Image/IconToolsSp/E3LanceMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3LanceMd040011.png	[80095]	[22370312, 22370311]				Assets/Product/Texture/Image/IconCoating/IconCoating12230003.png
12230004	5	2304	长缨挂帅	霓裳系列——旗枪	在远古的朝代，这面旗帜象征着将士的冀望，无论战场如何酷烈，只要旌旗不倒，就象征着战况仍有逆转余地。今日再竖起这面旌旗，含义和往日无异：“破釜为舟，背水为阵”，一切仍有逆转的余地。	Assets/Product/Texture/Image/IconToolsSp/E3LanceMd060011Sp.png	Assets/Product/Texture/Image/IconTools/E3LanceMd060011.png	[80138]	[22370412, 22370411]				Assets/Product/Texture/Image/IconCoating/IconCoating12230004.png
12240001	5	2401	瀚空	游诗歌谣系列——权杖	浩瀚的寒空之中，唯有它陪伴在寂寥的仙神身旁。她在等待，在祈祷着什么呢？也许只有真正抵达她的身旁，才能知晓了。	Assets/Product/Texture/Image/IconToolsSp/E3WandMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3WandMd020011.png	[80033]	[22470111]				Assets/Product/Texture/Image/IconCoating/IconCoating12240001.png
12240002	5	2402	除旧唤春	霓裳系列——权杖	庭下爆竹，回声毕剥。 春风送暖，去邪辟厄。 千灯争璨，浮光流火。 聊以祝祷，惟愿祥和。	Assets/Product/Texture/Image/IconToolsSp/E3WandMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3WandMd030011.png	[80050, 80112]	[22470211]				Assets/Product/Texture/Image/IconCoating/IconCoating12240002.png
12240003	5	2403	森宇幻翼	游诗歌谣系列——权杖	蝶翼承载梦想，散发玉石的荧光。只要记忆中的痕迹不曾消散，权杖的光芒就不会黯淡，实现梦想的魔法也永远存在。	Assets/Product/Texture/Image/IconToolsSp/E3WandMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3WandMd040011.png	[80063]	[22470311]				Assets/Product/Texture/Image/IconCoating/IconCoating12240003.png
12250001	5	2501	弥愿风鸣	浮世晓歌系列——笛剑	将祈祷寄予彼身，将心愿诉予神明。静坐于庭院之中的少女，轻轻吹响了她的长笛。愿此世之所有幸福，常伴那早已遥不可及的思念之人。弥愿萦声，叶落风鸣。视线穿过飘舞的白絮，于薄雾之中凝望着。哪怕只是须臾中的一刹……“可以，再见一面吗…”	Assets/Product/Texture/Image/IconToolsSp/E3FluntMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3FluntMd030011.png	[80078]	[22570111]				Assets/Product/Texture/Image/IconCoating/IconCoating12250001.png
12250002	5	2502	涟游萦奏	阔海秘闻系列——笛剑	这是一次全新的尝试，挖掘传统乐器的潜能，古典与流行结合，焕发出新的生命力。由艾拉委托蕾奥妮研制的变调Ⅲ型组件实现了两种音乐种类的完美融合。“难道以后真的会发展成把唢呐融入硬核摇滚的情况吗？”——蕾奥妮	Assets/Product/Texture/Image/IconToolsSp/E3FluntMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3FluntMd040011.png	[80119]	[22570121]				Assets/Product/Texture/Image/IconCoating/IconCoating12250002.png
12260001	5	2601	茜蕾伴生	新生活系列——独域·回旋龙厄	舞台上，少女纤细的双手紧张地握于胸前，而观众们也竖起耳朵期待第一缕歌声。她下定了决心，伸出两指划出一道弧线，就在观众们几乎要开始模仿她的动作为其应援时，一把点缀着茜色的锋刃应召而来，配合少女舞出了绝妙身法。叫好声在短暂的沉默后爆发——新生代偶像，歌声不再是唯一的标杆。	Assets/Product/Texture/Image/IconToolsSp/E3BoomerangMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3BoomerangMd020011.png	[80060]	[22660111]				Assets/Product/Texture/Image/IconCoating/IconCoatin12260001.png
12280001	5	2801	铿霆卯	霓裳系列——重破锤	工程部队开年出库的第一把武器，在某位副队长的支持下，被送往艺术协会加上了卯兔迎春的涂装，理由是“物似主人形”。重重挥下它时破空的声响正如铿锵的春雷，任谁都不会想到，在被卡列尼娜改造之前，最初的它只是一个用来捣年糕的机械臼吧。	Assets/Product/Texture/Image/IconToolsSp/E3HammerMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3HammerMd020011.png	[80089]	[22870111]				Assets/Product/Texture/Image/IconCoating/IconCoating12280001.png
12280002	5	2802	熠耀绚星	新生活系列——重破锤	艺术协会最新力作！参考了黄金时代的偶像元素，采用更加鲜艳明亮的色彩，并加装了音乐模块。每一次挥动它，都像是在施放让人变得闪耀的魔法。“既然作为‘制作人’的指挥官都这样说了，那我就尽全力歌唱吧。才……才不是因为自己也喜欢。”	Assets/Product/Texture/Image/IconToolsSp/E3HammerMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3HammerMd030011.png	[80118]	[22870121]				Assets/Product/Texture/Image/IconCoating/IconCoating12280002.png
