Id	NpcId	Level	BuffLevel	BuffIds	Note
3615	81900	1810	[1, 1]	[763655, 780243]	不明构造体α
3616	82150	565	[1, 1]	[763655, 780243]	暴动
3617	82150	565	[1, 1]	[763655, 780243]	暴动
3701	90440	825	[1]	[763637]	自律警卫(极限型）
3702	90450	565	[1]	[763637]	极地机兵
3703	90660	775	[1]	[763637]	吊人 叁型（极限型）
3704	90690	475	[1]	[763637]	禄存
3705	90740	620	[1]	[763637]	阿茂
3706	93070	775	[1]	[763637]	圣堂守卫（极限型）
3707	81900	1810	[1]	[763656]	不明构造体α
3708	82150	565	[1]	[763656]	暴动
3901	90450	675	[1]	[763638]	极地机兵
3902	90700	615	[1]	[763638]	至尊
3903	90990	740	[1]	[763638]	先锋冲浪者（极限型）
3904	81300	2210	[1]	[763638]	蔷薇之剑
3905	90740	740	[1]	[763638]	阿茂
4101	90750	595	[1, 1]	[763639, 780391]	空7-雪鸮（极限型）
4102	90760	620	[1, 1]	[763639, 780391]	陆3-长耳兔（极限型）
4103	90770	400	[1, 1]	[763639, 780391]	海5-灯乌贼（极限型）
4104	90780	295	[1, 1]	[763639, 780391]	陆1-极地熊（极限型）
4105	90970	375	[1, 1]	[763639, 780391]	M4-医疗机（极限型）
4106	93182	325	[1, 1]	[763639, 780391]	Nalasr-E（极限型）
4107	93192	480	[1, 1]	[763639, 780391]	Heal-Z（极限型）
4108	93223	385	[1, 1]	[763639, 780391]	Deporter-R（极限型）
4109	93232	435	[1, 1]	[763639, 780391]	Courier-M（极限型）
4301	90750	595	[1]	[763640]	空7-雪鸮（极限型）
4302	90760	620	[1]	[763640]	陆3-长耳兔（极限型）
4303	90770	400	[1]	[763640]	海5-灯乌贼（极限型）
4304	93182	325	[1]	[763640]	Nalasr-E（极限型）
4305	93223	385	[1]	[763640]	Deporter-R（极限型）
4306	93232	435	[1]	[763640]	Courier-M（极限型）
4401	90780	425	[1]	[763641]	陆1-极地熊（极限型）
4402	90980	540	[1]	[763641]	PK43型“警长”（极限型）
4403	83200	955	[1]	[763641]	罗塞塔
4404	90790	575	[1]	[763641]	骁卫壹型（极限型）
4601	90750	990	[1, 1]	[763642, 780393]	空7-雪鸮（极限型）
4602	90760	1030	[1, 1]	[763642, 780393]	陆3-长耳兔（极限型）
4603	90790	670	[1, 1]	[763642, 780393]	骁卫壹型（极限型）
4604	90800	535	[1, 1]	[763642, 780393]	墨鸢（极限型）
4605	90970	625	[1, 1]	[763642, 780393]	M4-医疗机（极限型）
4606	90980	630	[1, 1]	[763642, 780393]	PK43型“警长”（极限型）
4607	93182	540	[1, 1]	[763642, 780393]	Nalasr-E（极限型）
4608	83200	1115	[1, 1]	[763657, 780393]	罗塞塔
4609	83200	1115	[1, 1]	[763657, 780393]	罗塞塔
4610	83200	1115	[1, 1]	[763657, 780393]	罗塞塔
4701	90790	670	[1]	[763643]	骁卫壹型（极限型）
4702	90800	535	[1]	[763643]	墨鸢（极限型）
4703	83220	870	[1]	[763658]	罗塞塔（人形）
4704	83500	1220	[1]	[763658]	曲
4705	83900	895	[1]	[763658]	露娜
4901	90780	590	[1]	[763644]	陆1-极地熊（极限型）
4902	83220	1045	[1]	[763644]	罗塞塔（人形）
4903	83500	1465	[1]	[763644]	曲
5101	90340	310	[1, 1]	[763645, 780251]	禁卫（极限型）
5102	90830	485	[1, 1]	[763645, 780251]	蠃（极限型）
5103	90850	455	[1, 1]	[763645, 780251]	株（极限型）
5104	90890	1055	[1, 1]	[763645, 780251]	感染构造体（极限型）
5105	90900	795	[1, 1]	[763645, 780251]	海鞘（极限型）
5106	90930	1680	[1, 1]	[763645, 780251]	萤灯鱼（极限型）
5107	90940	395	[1, 1]	[763645, 780251]	刺钳蝎（极限型）
5108	90960	400	[1, 1]	[763645, 780251]	贝雅（极限型）
5109	93030	495	[1, 1]	[763645, 780251]	类人（极限型）
5110	93120	720	[1, 1]	[763645, 780251]	诛魔（极限型）
5111	93130	500	[1, 1]	[763645, 780251]	杀神（极限型）
5112	93140	720	[1, 1]	[763645, 780251]	斩仙（极限型）
5113	93160	755	[1, 1]	[763645, 780251]	“嘿”帮小弟（极限型）
5114	93170	610	[1, 1]	[763645, 780251]	命运之轮（极限型）
5115	81200	650	[1, 1]	[763661, 780251]	武藏玖型
5116	81500	1805	[1, 1]	[763661, 780251]	喷涂机械
5117	81600	455	[1, 1]	[763661, 780251]	罗兰
5118	81300	1290	[1, 1]	[763661, 780251]	蔷薇之剑
5119	81800	1080	[1, 1]	[763661, 780251]	瓦沙克
5120	81900	1265	[1, 1]	[763661, 780251]	不明构造体α
5121	90390	345	[1, 1]	[763661, 780251]	重型收割机
5122	82150	395	[1, 1]	[763661, 780251]	暴动
5123	83200	720	[1, 1]	[763661, 780251]	罗塞塔
5124	83200	720	[1, 1]	[763661, 780251]	罗塞塔
5125	83200	720	[1, 1]	[763661, 780251]	罗塞塔
5126	83800	1485	[1, 1]	[763661, 780251]	安博莉亚
5127	82200	600	[1, 1]	[763661, 780251]	如日天
5301	90830	485	[1]	[763646]	蠃（极限型）
5302	90850	455	[1]	[763646]	株（极限型）
5303	90890	1055	[1]	[763646]	感染构造体（极限型）
5304	90900	795	[1]	[763646]	海鞘（极限型）
5305	90930	1680	[1]	[763646]	萤灯鱼（极限型）
5306	90940	395	[1]	[763646]	刺钳蝎（极限型）
5307	90960	400	[1]	[763646]	贝雅（极限型）
5308	93160	755	[1]	[763646]	“嘿”帮小弟（极限型）
5401	90340	445	[1]	[763647]	禁卫（极限型）
5402	90910	830	[1]	[763647]	齿轮（极限型）
5403	90950	375	[1]	[763647]	构解囚徒（极限型）
5404	93170	870	[1]	[763647]	命运之轮（极限型）
5601	90340	520	[1, 1]	[763648, 780253]	禁卫（极限型）
5602	90890	1760	[1, 1]	[763648, 780253]	感染构造体（极限型）
5603	90900	1325	[1, 1]	[763648, 780253]	海鞘（极限型）
5604	90910	970	[1, 1]	[763648, 780253]	齿轮（极限型）
5605	90950	435	[1, 1]	[763648, 780253]	构解囚徒（极限型）
5606	93030	825	[1, 1]	[763648, 780253]	类人（极限型）
5607	93120	1200	[1, 1]	[763648, 780253]	诛魔（极限型）
5608	93130	835	[1, 1]	[763648, 780253]	杀神（极限型）
5609	93140	1200	[1, 1]	[763648, 780253]	斩仙（极限型）
5610	93170	1015	[1, 1]	[763648, 780253]	命运之轮（极限型）
5611	83600	450	[1, 1]	[763659, 780253]	加百列
5612	83600	450	[1, 1]	[763659, 780253]	加百列
5613	82200	1000	[1, 1]	[763659, 780253]	如日天
5614	81200	1080	[1, 1]	[763659, 780253]	武藏玖型
5615	81500	3005	[1, 1]	[763659, 780253]	喷涂机械
5616	81600	760	[1, 1]	[763659, 780253]	罗兰
5617	81300	2150	[1, 1]	[763659, 780253]	蔷薇之剑
5618	81800	1805	[1, 1]	[763659, 780253]	瓦沙克
5619	81900	2110	[1, 1]	[763659, 780253]	不明构造体α
5620	90390	575	[1, 1]	[763659, 780253]	重型收割机
5621	82150	660	[1, 1]	[763659, 780253]	暴动
5622	83200	1200	[1, 1]	[763659, 780253]	罗塞塔
5623	83200	1200	[1, 1]	[763659, 780253]	罗塞塔
5624	83200	1200	[1, 1]	[763659, 780253]	罗塞塔
5625	83800	2480	[1, 1]	[763659, 780253]	安博莉亚
5626	82200	1000	[1, 1]	[763659, 780253]	如日天
5627	90930	2800	[1, 1]	[763659, 780253]	萤灯鱼（极限型）
5628	90940	655	[1, 1]	[763659, 780253]	刺钳蝎（极限型）
5629	90960	665	[1, 1]	[763659, 780253]	贝雅（极限型）
5630	93160	1255	[1, 1]	[763659, 780253]	“嘿”帮小弟（极限型）
5701	90940	655	[1]	[763649]	刺钳蝎（极限型）
5702	90950	435	[1]	[763649]	构解囚徒（极限型）
5703	93030	825	[1]	[763649]	类人（极限型）
5704	83600	450	[1]	[763660]	加百列
5705	83800	2480	[1]	[763660]	安博莉亚
5706	84100	1805	[1]	[763660]	枢蛉后（帕弥什异合生物）
5901	90950	520	[1]	[763650]	构解囚徒（极限型）
5902	90340	620	[1]	[763650]	禁卫（极限型）
5903	83600	545	[1]	[763650]	加百列
5904	83800	2975	[1]	[763650]	安博莉亚
5905	84100	2165	[1]	[763650]	枢蛉后（帕弥什异合生物）
6601	90030	665	[1]	[763662]	修理机工（极限型）
6602	90890	1885	[1]	[763662]	感染构造体（极限型）
6603	90750	1140	[1]	[763662]	空7-雪鸮（极限型）
6604	90930	3000	[1]	[763662]	萤灯鱼（极限型）
6605	90960	710	[1]	[763662]	贝雅（极限型）
6606	93182	625	[1]	[763662]	Nalasr-E（极限型）
6607	90420	655	[1]	[763662]	武藏陆型（极限型）
6608	90380	1015	[1]	[763662]	构造体（极限型）
6609	90780	570	[1]	[763662]	陆1-极地熊（极限型）
6610	93030	885	[1]	[763662]	类人（极限型）
6611	90950	465	[1]	[763662]	构解囚徒（极限型）
6612	93170	1090	[1]	[763662]	命运之轮（极限型）
6613	81200	1160	[1]	[763663]	武藏玖型
6614	83100	965	[1]	[763663]	卡穆
6615	83800	2655	[1]	[763663]	安博莉亚
6616	83600	485	[1]	[763663]	加百列
6617	83600	485	[1]	[763663]	加百列
6618	90910	1040	[1]	[763663]	齿轮（极限型）
8601	90380	1150	[1]	[763664]	构造体（极限型）
8602	93050	930	[1]	[763664]	构造体士兵（女）（极限型）
8603	93063	640	[1]	[763664]	构造体队长（女）（极限型）
8604	93353	845	[1]	[763664]	精英构造体（极限型）
8605	90810	760	[1]	[763664]	太阿壹型（极限型）
8606	90440	1165	[1]	[763664]	自律警卫(极限型）
8607	90420	740	[1]	[763664]	武藏陆型（极限型）
8608	81200	1310	[1]	[763665]	武藏玖型
8609	82151	800	[1]	[763665]	暴动
8651	90830	985	[1]	[763664]	蠃（极限型）
8652	90850	920	[1]	[763664]	株（极限型）
8653	90900	1610	[1]	[763664]	海鞘（极限型）
8654	90940	795	[1]	[763664]	刺钳蝎（极限型）
8655	90930	3400	[1]	[763664]	萤灯鱼（极限型）
8656	93030	1000	[1]	[763664]	类人（极限型）
8657	93293	850	[1]	[763664]	赤礁宿体（极限型）
8658	93303	880	[1]	[763664]	仿钳宿体（极限型）
8659	93313	875	[1]	[763665]	意识聚合宿体（极限型）
8001	90480	115	[1]	[763679]	异聚哨戒机炮
8002	90330	160	[1]	[763679]	信使（极限型）
8003	90890	155	[1]	[763679]	感染构造体（极限型）
8004	90340	120	[1]	[763679]	禁卫（极限型）
8005	93030	195	[1]	[763679]	类人（极限型）
