Id	Name	ChildComboId	EffectDescription	ConditionDesc	ConditionLevel	ConditionNum	IsDecay	EffectId	EffectValid	EffectTarget	Quality
1031	矩阵-雷-1阶	103	雷属性额外伤害加成提升<color=#dbb536>50%</color>，不与其他羁绊叠加	矩阵-雷成员总星级达 <color=#dbb536>2星</color>	2	1		[10031]	[1031]	[1]	3
1032	矩阵-雷-2阶	103	造成伤害时，使敌人的额外伤害减免降低<color=#dbb536>50%</color>，持续<color=#dbb536>15</color>秒，重复触发刷新持续时间；不与其他羁绊叠加\n并继承所有<color=#dbb536>1级</color>羁绊效果	矩阵-雷成员总星级达 <color=#dbb536>4星</color>	4	1		[10031, 10032]	[1031, 1031]	[1, 1]	4
1033	矩阵-雷-3阶	103	造成伤害时，使敌人的雷属性抗性降低<color=#dbb536>70%</color>，持续<color=#dbb536>15</color>秒，重复触发刷新持续时间；不与其他羁绊叠加\n并继承所有<color=#dbb536>2级</color>羁绊效果	矩阵-雷成员总星级达 <color=#dbb536>6星</color>	6	1		[10031, 10032, 10033]	[1031, 1031, 1031]	[1, 1, 1]	5
1034	矩阵-雷-4阶	103	进入战斗后，为所有敌人施加<color=#dbb536>电极</color>效果， 基于此特性受到雷属性攻击时伤害提升<color=#dbb536>30%</color>\n并继承所有<color=#dbb536>3级</color>羁绊效果	矩阵-雷成员总星级达 <color=#dbb536>8星</color>	8	1		[10031, 10032, 10033, 10034]	[1031, 1031, 1031, 1031]	[1, 1, 1, 1]	6
1035	猩红-雷-5阶	103	造成伤害时在自身周围产生雷阵，随机雷击范围内敌人<color=#dbb536>5</color>次，每次造成<color=#dbb536>1000%</color>的雷属性伤害，该伤害有<color=#dbb536>30%</color>概率眩晕敌人；触发冷却时间<color=#dbb536>10</color>秒\n造成<color=#dbb536>雷属性伤害</color>时，最终伤害值提升<color=#dbb536>50%</color>\n并继承所有<color=#dbb536>4级</color>羁绊效果	矩阵-雷成员总星级达 <color=#dbb536>10星</color>	10	1	1	[10031, 10032, 10033, 10034, 10035]	[1031, 1031, 1031, 1031, 1031]	[1, 1, 1, 1, 1]	6
1041	矩阵-暗-1阶	104	暗属性额外伤害加成提升<color=#dbb536>50%</color>，不与其他羁绊叠加	矩阵-暗成员总星级达 <color=#dbb536>2星</color>	2	1		[10041]	[1041]	[1]	3
1042	矩阵-暗-2阶	104	造成伤害时，使敌人的额外伤害减免降低<color=#dbb536>50%</color>，持续<color=#dbb536>15</color>秒，重复触发刷新持续时间；不与其他羁绊叠加\n并继承所有<color=#dbb536>1级</color>羁绊效果	矩阵-暗成员总星级达 <color=#dbb536>4星</color>	4	1		[10041, 10042]	[1041, 1041]	[1, 1]	4
1043	矩阵-暗-3阶	104	造成伤害时，使敌人的暗属性抗性降低<color=#dbb536>70%</color>，持续<color=#dbb536>15</color>秒，重复触发刷新持续时间；不与其他羁绊叠加\n并继承所有<color=#dbb536>2级</color>羁绊效果	矩阵-暗成员总星级达 <color=#dbb536>6星</color>	6	1		[10041, 10042, 10043]	[1041, 1041, 1041]	[1, 1, 1]	5
1044	矩阵-暗-4阶	104	进入战斗后，为所有敌人施加<color=#dbb536>腐蚀</color>效果， 基于此特性受到暗属性攻击时伤害提升<color=#dbb536>30%</color>\n并继承所有<color=#dbb536>3级</color>羁绊效果	矩阵-暗成员总星级达 <color=#dbb536>8星</color>	8	1		[10041, 10042, 10043, 10044]	[1041, 1041, 1041, 1041]	[1, 1, 1, 1]	6
1045	猩红-暗-5阶	104	造成伤害时生成一个黑洞，对大范围内所有敌人造成<color=#dbb536>3000%</color>的暗属性伤害，一定延迟后牵引范围内的所有敌人；触发冷却时间<color=#dbb536>10</color>秒\n造成<color=#dbb536>暗属性伤害</color>时，最终伤害值提升<color=#dbb536>50%</color>\n并继承所有<color=#dbb536>4级</color>羁绊效果	矩阵-暗成员总星级达 <color=#dbb536>10星</color>	10	1	1	[10041, 10042, 10043, 10044, 10045]	[1041, 1041, 1041, 1041, 1041]	[1, 1, 1, 1, 1]	6
1051	矩阵-冰-1阶	105	冰属性额外伤害加成提升<color=#dbb536>50%</color>，不与其他羁绊叠加	矩阵-冰成员总星级达 <color=#dbb536>2星</color>	2	1		[10051]	[1051]	[1]	3
1052	矩阵-冰-2阶	105	造成伤害时，使敌人的额外伤害减免降低<color=#dbb536>50%</color>，持续<color=#dbb536>15</color>秒，重复触发刷新持续时间；不与其他羁绊叠加\n并继承所有<color=#dbb536>1级</color>羁绊效果	矩阵-冰成员总星级达 <color=#dbb536>4星</color>	4	1		[10051, 10052]	[1051, 1051]	[1, 1]	4
1053	矩阵-冰-3阶	105	造成伤害时，使敌人的冰属性抗性降低<color=#dbb536>70%</color>，持续<color=#dbb536>15</color>秒，重复触发刷新持续时间；不与其他羁绊叠加\n并继承所有<color=#dbb536>2级</color>羁绊效果	矩阵-冰成员总星级达 <color=#dbb536>6星</color>	6	1		[10051, 10052, 10053]	[1051, 1051, 1051]	[1, 1, 1]	5
1054	矩阵-冰-4阶	105	进入战斗后，为所有敌人施加<color=#dbb536>霜结</color>效果， 基于此特性受到冰属性攻击时伤害提升<color=#dbb536>30%</color>\n并继承所有<color=#dbb536>3级</color>羁绊效果	矩阵-冰成员总星级达 <color=#dbb536>8星</color>	8	1		[10051, 10052, 10053, 10054]	[1051, 1051, 1051, 1051]	[1, 1, 1, 1]	6
1055	矩阵-冰-5阶	105	受到来自敌人的伤害时，<color=#dbb536>免疫该次伤害</color>并对伤害来源造成<color=#dbb536>3000%</color>的冰属性伤害，该伤害会短暂<color=#dbb536>冻结</color>敌人；对每个敌人有<color=#dbb536>10</color>秒的冷却时间\n造成<color=#dbb536>冰属性伤害</color>时，最终伤害值提升<color=#dbb536>50%</color>\n并继承所有<color=#dbb536>4级</color>羁绊效果	矩阵-冰成员总星级达 <color=#dbb536>10星</color>	10	1	1	[10051, 10052, 10053, 10054, 10055]	[1051, 1051, 1051, 1051, 1051]	[1, 1, 1, 1, 1]	6
2011	凝视境界-1阶	201	超算空间内，所有角色额外伤害加成提升<color=#dbb536>50%</color>，持续<color=#dbb536>3秒</color>	凝视境界成员总星级达 <color=#dbb536>2星</color>	2	1		[20011]	[2011]	[1]	3
2012	凝视境界-2阶	201	超算空间的冷却时间减少<color=#dbb536>50%</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	凝视境界成员总星级达 <color=#dbb536>4星</color>	4	1		[20011, 20012]	[2011, 2011]	[1, 1]	4
2021	纯净恩礼-1阶	202	所有角色的溢出治疗将转化为<color=#dbb536>2000%</color>治疗量的真实伤害，伤害范围为<color=#dbb536>12米</color>	纯净恩礼成员总星级达 <color=#dbb536>2星</color>	2	1		[20021]	[2021]	[1]	3
2022	纯净恩礼-2阶	202	所有治疗与生命回复效果提升<color=#dbb536>100%</color>，并且不再受治疗降低效果的影响\n并继承所有<color=#dbb536>1级</color>羁绊效果	纯净恩礼成员总星级达 <color=#dbb536>4星</color>	4	1		[20021, 20022]	[2021, 2021]	[1, 1]	4
2023	纯净恩礼-3阶	202	所有角色（<color=#dbb536>包括后台角色</color>）每秒回复<color=#dbb536>10%</color>最大生命值，且后台角色的溢出治疗量将治疗当前角色\n并继承所有<color=#dbb536>2级</color>羁绊效果	纯净恩礼成员总星级达 <color=#dbb536>6星</color>	6	1		[20021, 20022, 20023]	[2021, 2021, 2021]	[1, 1, 1]	5
2031	极限演算-1阶	203	所有角色每次攻击造成伤害时，附加<color=#dbb536>5000</color>额外真实伤害，不会循环触发	极限演算成员总星级达 <color=#dbb536>2星</color>	2	1		[20031]	[2031]	[1]	3
2032	极限演算-2阶	203	所有角色每次攻击造成伤害时，附加<color=#dbb536>连击数*250</color>额外真实伤害，不会循环触发\n并继承所有<color=#dbb536>1级</color>羁绊效果	极限演算成员总星级达 <color=#dbb536>4星</color>	4	1		[20031, 20032]	[2031, 2031]	[1, 1]	4
2041	抗争之翼-1阶	204	所有角色生命上限提升<color=#dbb536>50%</color>；对<color=#dbb536>护盾</color>造成伤害时，额外造成等量真实伤害	抗争之翼成员总星级达 <color=#dbb536>2星</color>	2	1		[20041]	[2041]	[1]	3
2042	抗争之翼-2阶	204	所有角色获得<color=#dbb536>霸体</color>效果，并且受到单次伤害不超过自身生命上限的<color=#dbb536>20%</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	抗争之翼成员总星级达 <color=#dbb536>4星</color>	4	1		[20041, 20042]	[2041, 2041]	[1, 1]	4
2043	抗争之翼-3阶	204	所有角色每次受到伤害时，对<color=#dbb536>12米</color>内所有敌人造成<color=#dbb536>15倍</color>最大生命值真实伤害\n并继承所有<color=#dbb536>2级</color>羁绊效果	抗争之翼成员总星级达 <color=#dbb536>6星</color>	6	1		[20041, 20042, 20043]	[2041, 2041, 2041]	[1, 1, 1]	5
2051	小孩子同盟-1阶	205	进入战斗时，召唤极地熊<color=#dbb536>马丁</color>助战，并随机选择一项：\n<color=#dbb536>马丁</color>每过<color=#dbb536>10秒</color>对所有敌人造成<color=#dbb536>5%</color>最大生命值伤害；\n<color=#dbb536>马丁</color>每过<color=#dbb536>10秒</color>召唤黑洞牵引所有敌人并降低其<color=#dbb536>20%</color>所有属性抗性，持续<color=#dbb536>5秒</color>	小孩子同盟成员总星级达 <color=#dbb536>2星</color>	2	1		[20052]	[2051]	[1]	3
2052	小孩子同盟-2阶	205	进入战斗时，随机选择一项：\n每有<color=#dbb536>5锡制姜饼</color>，每秒额外回复<color=#dbb536>1点必杀能量</color>；\n每有<color=#dbb536>5锡制姜饼</color>，所有成员提升<color=#dbb536>5%</color>额外伤害加成\n并继承所有<color=#dbb536>1级</color>羁绊效果	小孩子同盟成员总星级达 <color=#dbb536>4星</color>	4	1		[20052, 20051]	[2051, 2051]	[1, 1]	4
2053	小孩子同盟-3阶	205	进入战斗时，不再需要随机，必定获取所有1级与2级羁绊效果；\n并且所有锡制姜饼加成效果提升<color=#dbb536>100%</color>	小孩子同盟成员总星级达 <color=#dbb536>6星</color>	6	1		[20052, 20051, 20053]	[2051, 2051, 2051]	[1, 1, 1]	5
2061	地狱守卫-1阶	206	每隔<color=#dbb536>5秒</color>，消耗<color=#dbb536>250闪避值</color>，获得<color=#dbb536>30%</color>额外伤害加成，持续<color=#dbb536>5秒</color>；	地狱守卫成员总星级达 <color=#dbb536>2星</color>	2	1		[20061]	[2061]	[1]	3
2062	地狱守卫-2阶	206	每秒受到自身<color=#dbb536>1%</color>最大生命值伤害，并对<color=#dbb536>12米</color>范围内所有敌人造成<color=#dbb536>1%</color>当前生命值伤害\n并继承所有<color=#dbb536>1级</color>羁绊效果	地狱守卫成员总星级达 <color=#dbb536>4星</color>	4	1		[20061, 20062]	[2061, 2061]	[1, 1]	4
2063	地狱守卫-3阶	206	角色<color=#dbb536>每损失自身1%最大生命值</color>的血量，则永久提升<color=#dbb536>2%的额外伤害加成</color>，单个角色最多叠加50层	地狱守卫成员总星级达 <color=#dbb536>6星</color>	6	1		[20061, 20062, 20063]	[2061, 2061, 2061]	[1, 1, 1]	5
2071	遗罪残响-1阶	207	长按普攻按键<color=#dbb536>1秒</color>，可在<color=#dbb536>3秒</color>内获取<color=#dbb536>100%</color>额外伤害加成；冷却时间<color=#dbb536>7秒</color>	遗罪残响成员总星级达 <color=#dbb536>2星</color>	2	1		[20071]	[2071]	[1]	3
2072	遗罪残响-2阶	207	<color=#dbb536>1秒</color>内连续使用<color=#dbb536>2次</color>闪避，或长按闪避超过<color=#dbb536>0.5</color>秒，可主动触发<color=#dbb536>超算空间</color>，冷却时间<color=#dbb536>15秒</color>（与成功闪避攻击触发的超算空间相互独立）\n并继承所有<color=#dbb536>1级</color>羁绊效果	遗罪残响成员总星级达 <color=#dbb536>4星</color>	4	1		[20071, 20072]	[2071, 2071]	[1, 1]	4
2081	最终审判-1阶	208	攻击生命值高于<color=#dbb536>40%</color>的敌人时，依据敌人血量每提高10%，获得<color=#dbb536>10%</color>的额外伤害加成，最高<color=#dbb536>60%</color>	最终审判成员总星级达 <color=#dbb536>2星</color>	2	1		[20081]	[2081]	[1]	3
2082	最终审判-2阶	208	造成伤害时，有<color=#dbb536>40%</color>概率使该次伤害额外提升<color=#dbb536>200%</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	最终审判成员总星级达 <color=#dbb536>4星</color>	4	1		[20081, 20082]	[2081, 2081]	[1, 1]	4
2083	最终审判-3阶	208	造成伤害时，<color=#dbb536>秒杀</color>生命值低于<color=#dbb536>30%</color>的敌人\n并继承所有<color=#dbb536>2级</color>羁绊效果	最终审判成员总星级达 <color=#dbb536>6星</color>	6	1		[20081, 20082, 20083]	[2081, 2081, 2081]	[1, 1, 1]	5
2091	幻绘崩奏-1阶	209	招募队伍中每有一个不同的<color=#dbb536>职业</color>，所有上阵角色获得<color=#dbb536>15%</color>额外伤害加成	幻绘崩奏成员总星级达 <color=#dbb536>2星</color>	2	1		[20091, 20092, 20093, 20094, 20095]	[2091, 2092, 2093, 2094, 2095]	[1, 1, 1, 1, 1]	3
2092	幻绘崩奏-2阶	209	招募队伍中每有一个不同的<color=#dbb536>属性</color>，所有上阵角色的生命值与攻击力提升<color=#dbb536>10%</color>\n并继承所有<color=#dbb536>前置</color>羁绊效果	幻绘崩奏成员总星级达 <color=#dbb536>4星</color>	4	1		[20091, 20092, 20093, 20094, 20095, 20096, 20097, 20098, 20099, 20100]	[2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	4
2093	幻绘崩奏-3阶	209	招募队伍中每有一个不同的<color=#dbb536>武器类型</color>，所有上阵角色获得<color=#dbb536>25%</color>额外伤害加成并继承所有<color=#dbb536>前置</color>羁绊效果	幻绘崩奏成员总星级达 <color=#dbb536>6星</color>	6	1		[20091, 20092, 20093, 20094, 20095, 20096, 20097, 20098, 20099, 20100, 20104]	[2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100, 2101]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2131]	5
2101	创毁者-1阶	210	进入战斗时，每隔3秒释放一次炮击，每发炮弹造成<color=#dbb536>10w</color>真实伤害：\n有<color=#dbb536>80%</color>概率成功，共<color=#dbb536>1</color>次炮击\n有<color=#dbb536>20%</color>概率大成功，共<color=#dbb536>5</color>次炮击	创毁者成员总星级达 <color=#dbb536>2星</color>	2	1		[20101]	[2101]	[1]	3
2102	创毁者-2阶	210	进入战斗时，召唤激光束攻击敌人，激光束自动索敌，每秒对附近敌人造成<color=#dbb536>5w</color>真实伤害：\n有<color=#dbb536>80%</color>概率成功，召唤<color=#dbb536>1</color>束，激光移动速度中等\n有<color=#dbb536>20%</color>概率大成功，召唤<color=#dbb536>2</color>束，激光移动速度加快\n并继承所有<color=#dbb536>1级</color>羁绊效果	创毁者成员总星级达 <color=#dbb536>4星</color>	4	1		[20101, 20102]	[2101, 2101]	[1, 1]	4
2103	创毁者-3阶	210	进入战斗时，每隔5秒释放一次轰炸：\n有<color=#dbb536>95%</color>概率成功，释放<color=#dbb536>重力弹</color>造成<color=#dbb536>40w</color>大范围真实伤害\n有<color=#dbb536>5%</color>概率大成功，释放<color=#dbb536>战术打击</color>造成<color=#dbb536>100w</color>大范围真实伤害\n并继承所有<color=#dbb536>2级</color>羁绊效果	创毁者成员总星级达 <color=#dbb536>6星</color>	6	1		[20101, 20102, 20103]	[2101, 2101, 2101]	[1, 1, 1]	5
3011	超频-1阶	301	释放必杀后，<color=#dbb536>15秒</color>内下一个必杀额外伤害加成提升<color=#dbb536>100%</color>，最多叠加<color=#dbb536>3</color>层；达到<color=#dbb536>3</color>层后超频，<color=#dbb536>15秒</color>内无法再次释放必杀	超频成员总星级达 <color=#dbb536>2星</color>	2	1		[30011]	[3011]	[1]	3
3012	超频-2阶	301	释放必杀后，削减被命中敌人<color=#dbb536>20%</color>额外伤害减免，持续时间无限，最多叠加至<color=#dbb536>120%</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	超频成员总星级达 <color=#dbb536>3星</color>	3	1		[30011, 30012]	[3011, 3011]	[1, 1]	4
3013	超频-3阶	301	必杀能量消耗<color=#dbb536>-50%</color>；1级羁绊效果的叠加上限提升至<color=#dbb536>5</color>层\n并继承所有<color=#dbb536>2级</color>羁绊效果	超频成员总星级达 <color=#dbb536>4星</color>	4	1		[30011, 30012, 30013]	[3011, 3011, 3011]	[1, 1, 1]	5
3021	升变-1阶	302	羁绊内至少<color=#dbb536>2名成员同时上阵</color>时，激活额外技能：\n每使用一个信号球可获取5充能，充能上限100；达到100后可激活技能；\n激活技能后，随机召唤一个羁绊内后台角色下场助战，助战角色无敌且在场期间暂时无法切换出战成员\n助战角色释放必杀技后离场，离场时触发一次超算；\n助战角色离场后，技能重新可重新开始充能；\n每次使用主动技能后，所有成员额外伤害加成提升<color=#dbb536>50%</color>，上限<color=#dbb536>150%</color>	升变成员总星级达 <color=#dbb536>2星</color>	2	2		[30021]	[3021]	[1]	3
3022	升变-2阶	302	每次使用<color=#dbb536>信号球</color>，若消球颜色与上一次<color=#dbb536>相同</color>，则根据消球数每个提升<color=#dbb536>20%</color>消球额外伤害加成，持续<color=#dbb536>6秒</color>，最多叠加至<color=#dbb536>200%</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	升变成员总星级达 <color=#dbb536>3星</color>	3	2		[30021, 30022]	[3021, 3022]	[1, 1]	4
3023	升变-3阶	302	1级羁绊中：消球提供充能提升至<color=#dbb536>10</color>；\n2级羁绊中：消球额外伤害加成每层效果提升至<color=#dbb536>40%</color>，加成上限提升至<color=#dbb536>600%</color>；\n且每次使用信号球时，有<color=#dbb536>80%</color>概率获取一个同色球（包括特殊球）\n并继承所有<color=#dbb536>2级</color>羁绊效果	升变成员总星级达 <color=#dbb536>4星</color>	4	2		[30021, 30022, 30023]	[3021, 3022, 3022]	[1, 1, 1]	5
3031	终焉-1阶	303	<color=#dbb536>连续闪避</color>后，按照同色球重排信号球	终焉成员总星级达 <color=#dbb536>2星</color>	2	2		[30031]	[3031]	[1]	3
3032	终焉-2阶	303	本场战斗中，每次释放必杀，下个必杀额外伤害加成提高<color=#dbb536>50%</color>，最高叠加至<color=#dbb536>150%</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	终焉成员总星级达 <color=#dbb536>3星</color>	3	2		[30031, 30032]	[3031, 3031]	[1, 1]	4
3033	终焉-3阶	303	同时上阵时，激活额外技能：\n每次<color=#dbb536>释放必杀</color>可为特殊技能按钮<color=#dbb536>充能</color>，激活技能按钮可<color=#dbb536>再次释放必杀</color>（这次必杀<color=#dbb536>无法</color>为特殊技能<color=#dbb536>充能</color>）\n并继承所有<color=#dbb536>2级</color>羁绊效果	终焉成员总星级达 <color=#dbb536>4星</color>	4	2		[30031, 30032, 30033]	[3031, 3031, 3032]	[1, 1, 1]	5
3041	清算-1阶	304	累计三消<color=#dbb536>3次</color>，触发超算并按照同色球重排信号球（有<color=#dbb536>8秒</color>冷却时间）	清算成员总星级达 <color=#dbb536>2星</color>	2	1		[30041]	[3041]	[1]	3
3042	清算-2阶	304	每有<color=#dbb536>5点</color>必杀能量，消球额外伤害加成提升<color=#dbb536>10%</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	清算成员总星级达 <color=#dbb536>3星</color>	3	1		[30041, 30042]	[3041, 3041]	[1, 1]	4
3043	清算-3阶	304	每次消球时，获得消球数相同的随机信号球\n并继承所有<color=#dbb536>2级</color>羁绊效果	清算成员总星级达 <color=#dbb536>4星</color>	4	1		[30041, 30042, 30043]	[3041, 3041, 3041]	[1, 1, 1]	5
3051	圣裁-1阶	305	造成暴击伤害时，提升<color=#dbb536>10%</color>暴击伤害，持续<color=#dbb536>5秒</color>，最多叠加至<color=#dbb536>300%</color>	圣裁成员总星级达 <color=#dbb536>2星</color>	2	1		[30051]	[3051]	[1]	3
3052	圣裁-2阶	305	造成暴击伤害时，额外附加敌人当前生命值<color=#dbb536>1%</color>的伤害，冷却时间<color=#dbb536>0.5秒</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	圣裁成员总星级达 <color=#dbb536>3星</color>	3	1		[30051, 30052]	[3051, 3051]	[1, 1]	4
3053	圣裁-3阶	305	造成暴击伤害时，降低敌人<color=#dbb536>80%</color>物理抗性，持续<color=#dbb536>5秒</color>，重复触发刷新持续时间\n并继承所有<color=#dbb536>2级</color>羁绊效果	圣裁成员总星级达 <color=#dbb536>4星</color>	4	1		[30051, 30052, 30053]	[3051, 3051, 3051]	[1, 1, 1]	5
3061	坚壁-1阶	306	造成普攻伤害时，获取自身<color=#dbb536>10%</color>最大生命值的护盾值，冷却时间<color=#dbb536>1秒</color>；护盾上限为<color=#dbb536>100%</color>最大生命值	坚壁成员总星级达 <color=#dbb536>2星</color>	2	1		[30061]	[3061]	[1]	3
3062	坚壁-2阶	306	造成普攻伤害时，附加自身当前护盾值<color=#dbb536>*20</color>的额外真实伤害，冷却时间<color=#dbb536>1</color>秒\n并继承所有<color=#dbb536>1级</color>羁绊效果	坚壁成员总星级达 <color=#dbb536>3星</color>	3	1		[30061, 30062]	[3061, 3061]	[1, 1]	4
3063	坚壁-3阶	306	每次受到伤害时，获得<color=#dbb536>2秒</color>无敌，冷却时间<color=#dbb536>5秒</color>\n并继承所有<color=#dbb536>2级</color>羁绊效果	坚壁成员总星级达 <color=#dbb536>4星</color>	4	1		[30061, 30062, 30063]	[3061, 3061, 3061]	[1, 1, 1]	5
3071	骤雨-1阶	307	造成普攻伤害时，随机获取一颗信号球，冷却时间<color=#dbb536>1秒</color>；	骤雨成员总星级达 <color=#dbb536>2星</color>	2	1		[30071]	[3071]	[1]	3
3072	骤雨-2阶	307	造成普攻伤害时，可消耗必杀能量在<color=#dbb536>5秒</color>内提高普攻额外伤害加成，最高消耗<color=#dbb536>40</color>能量，增伤<color=#dbb536>200%</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	骤雨成员总星级达 <color=#dbb536>3星</color>	3	1		[30071, 30072]	[3071, 3071]	[1, 1]	4
3073	骤雨-3阶	307	造成普攻伤害时，普攻额外伤害加成提高<color=#dbb536>20%</color>，持续<color=#dbb536>10秒</color>，最高叠加到<color=#dbb536>200%</color>；有<color=#dbb536>1秒</color>冷却时间\n并继承所有<color=#dbb536>2级</color>羁绊效果	骤雨成员总星级达 <color=#dbb536>4星</color>	4	1		[30071, 30072, 30073]	[3071, 3071, 3071]	[1, 1, 1]	5
3081	狂岚-1阶	308	释放必杀后，立即获取<color=#dbb536>2</color>组同色信号球	狂岚成员总星级达 <color=#dbb536>2星</color>	2	1		[30081]	[3081]	[1]	3
3082	狂岚-2阶	308	每次3消提高<color=#dbb536>30%</color>额外伤害加成，持续<color=#dbb536>3秒</color>，最高叠加到<color=#dbb536>150%</color>\n并继承所有<color=#dbb536>1级</color>羁绊效果	狂岚成员总星级达 <color=#dbb536>3星</color>	3	1		[30081, 30082]	[3081, 3081]	[1, 1]	4
3083	狂岚-3阶	308	单消与双消球均视为3消\n并继承所有<color=#dbb536>2级</color>羁绊效果	狂岚成员总星级达 <color=#dbb536>4星</color>	4	1		[30081, 30082, 30083]	[3081, 3081, 3081]	[1, 1, 1]	5
3091	离群-1阶	309	释放必杀后，额外伤害加成提升<color=#dbb536>100%</color>，持续<color=#dbb536>10秒</color>	离群成员总星级达 <color=#dbb536>2星</color>	2	1		[30091]	[3091]	[1]	3
3092	离群-2阶	309	换人冷却时间降低<color=#dbb536>50%</color>，并且换人后获得<color=#dbb536>30%</color>最大生命值的护盾值\n并继承所有<color=#dbb536>1级</color>羁绊效果	离群成员总星级达 <color=#dbb536>4星</color>	4	1		[30091, 30092]	[3091, 3091]	[1, 1]	4
