Id	EventId	StepId	NextStepId	Type	FightNodeId	EffectGroupId	StepRewardItemType	StoryId	StepRewardItemId	StepRewardItemCount	OptionDesc	OptionDownDesc	OptionIcon	OptionType	OptionItemType	OptionItemId	OptionItemCount	OptionNextStepGroupId	OptionCondition	Title	TitleContent	RoleIcon	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset
13	105	1052		3			1		{1: 96120}	{1: 3}										布道者	你拿到了教会的物资	Assets/Product/Texture/Image/RoleStory/CibeizheNormal03.png	修女	感谢对我们教会的支持，这是我们的一点小小心意	你收下了修女们的好意，她们也将为你接下来的旅途献上祈祷。	收下物资	Assets/Product/Texture/Image/BgStory/Bgstory364.png
14	105	1053		3			1		{1: 96119}	{1: 10}										布道者	你拿到了教会的物资	Assets/Product/Texture/Image/RoleStory/CibeizheNormal03.png	修女	感谢对我们教会的支持，这是我们的一点小小心意	你收下了修女们的好意，她们也将为你接下来的旅途献上祈祷。	收下物资	Assets/Product/Texture/Image/BgStory/Bgstory364.png
15	105	1054		3			7		{1: 6}	{1: 1}										布道者	你离开了这里	Assets/Product/Texture/Image/RoleStory/CibeizheNormal03.png	修女	哎。。这就离开了吗。。	你没有领取教会的物资，但修女们的祷言似乎难以忘却。。。。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory364.png
16	106	1061		2							{1: '试着倒入3瓶秘血', 2: '投下8枚姜饼', 3: '一看就是骗人的把戏'}	{1: '仿生秘血*3', 2: '锡制姜饼*8', 3: '离开这里'}		{1: 1, 2: 1, 3: 3}	{1: 1, 2: 1, 3: 0}	{1: 96120, 2: 96119, 3: 0}	{1: 3, 2: 8, 3: 0}	{1: 10611, 2: 10612, 3: 10613}		许愿之井	你走在树林之中		枯败的古井	深不见底	一口枯败的古井不知为何吸引了你的注意力，你想起了某个或许可以一试的传说——对着枯井投下钱币，似乎能够招来好运？	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory374.png
17	106	1062		3			4		{1: 9002}	{1: 1}										许愿之井	狂风正在呼啸。。		枯败的古井	呼啸的风声	你突发奇想，将一些秘血倒入井中。忽然，四周刮起一阵带着尘沙的大风。等你重新睁开眼时，一封满是皱痕的信件飘到你的脚边。上面似乎记录着渴求同伴的离群者们的位置。	拆开信件	Assets/Product/Texture/Image/BgStory/Bgstory374.png
18	106	1063		3			3		{1: 2}	{1: 1}										许愿之井	什么也没有发生？		枯败的古井	没有一丁点声响	你抱着试试看的心态向井中投下几枚姜饼，但似乎什么也没发生。正当你失望地准备离开时，却意外在古井背后发现了一个装有一些物资的补给箱。	打开箱子	Assets/Product/Texture/Image/BgStory/Bgstory374.png
19	106	1064		1																许愿之井	还是不浪费比较好		枯败的古井	深不见底	你转念一想，这些传说根本没有什么依据可言，还是不要浪费珍贵的钱财了。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory377.png
20	107	1071		2							{1: '用6颗姜饼与他交易', 2: '与他告别'}	{1: '6颗姜饼', 2: '与他告别'}		{1: 1, 2: 3}	{1: 1, 2: 0}	{1: 96119, 2: 0}	{1: 6, 2: 0}	{1: 10711, 2: 10712}		返乡者	路途的偶遇	Assets/Product/Texture/Image/RoleStory/LuolanNormal12.png	疲惫的男子	你好。。。方便留步一下吗。。。	一名风尘仆仆的男子与你在道中偶遇，身为考古学家的他曾为了寻找传说中猩红生物遗留下的痕迹而来到这里。但多年来的一无所获使他厌倦了此处的生活，因此男子正在变卖家产，筹措路费。好回到他那遥远的故乡。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory377.png
21	107	1072		3			1		{1: 96120}	{1: 6}										返乡者	你们交换了物资	Assets/Product/Texture/Image/RoleStory/LuolanNormal12.png	疲惫的男子	谢谢你的帮助，祝你旅途顺利	你用一些姜饼换来了他手中的一些物资，希望这能帮助他挺到下一个有人烟的地方。	收下物资	Assets/Product/Texture/Image/BgStory/Bgstory377.png
22	107	1073		1																返乡者	与他道别	Assets/Product/Texture/Image/RoleStory/LuolanNormal12.png	疲惫的男子	祝你旅途顺利	你与这位萍水相逢的男子告别，希望他能尽早回到他梦寐的故乡。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory377.png
23	108	1081		2							{1: '花费12颗姜饼收集情报', 2: '花费6颗姜饼收集物资', 3: '花费6颗姜饼收集古董', 4: '离开这里继续旅途'}	{1: '12颗姜饼', 2: '6颗姜饼', 3: '6颗姜饼'}		{1: 1, 2: 1, 3: 1, 4: 3}	{1: 1, 2: 1, 3: 1, 4: 0}	{1: 96119, 2: 96119, 3: 96119, 4: 0}	{1: 12, 2: 6, 3: 6, 4: 0}	{1: 10811, 2: 10812, 3: 10813, 4: 10814}		集市	你来到了喧闹的集市		嘈杂的人群	。。。。人声鼎沸。。。。	一场热闹的集市在镇上召开，在文明一度消亡之后，正是这种大规模的集市逐渐使得经济复苏，你似乎可以在这儿交换到许多对旅程有用的东西。	下定决心	Assets/Product/Texture/Image/BgStory/BgStory554.jpg
24	108	1082		3			4		{1: 9002}	{1: 1}										集市	你遇到了情报贩子		情报贩子	这是我的线索，你可以去试试看	你在情报贩子那儿收集到了不少传闻，一些有趣的人正藏匿在这座小镇的暗处，他们都有成为你同伴的潜力。	前往招募	Assets/Product/Texture/Image/BgStory/BgStory554.jpg
25	108	1083		3			1		{1: 96120}	{1: 6}										集市	你遇到了物资商人		物资商人	感谢你的惠顾，祝您旅途顺利	你从商人那儿成功换得了不少物资，这肯定会为你之后的冒险增添不少保障。	收下物资	Assets/Product/Texture/Image/BgStory/BgStory554.jpg
26	108	1084		3			3		{1: 2}	{1: 1}										集市	你遇到了古董商贩		古董商贩	我告诉你，这里面一定有大宝贝！	你在古董市场淘到了破旧的宝箱，商贩说这里面一定有好东西。	打开箱子	Assets/Product/Texture/Image/BgStory/BgStory554.jpg
27	108	1085		1																集市	我应该更加专注		嘈杂的人群	。。。。逐渐安静。。。	你相信手中的钱财能留到更关键的地方，于是什么也不做，果断地离开了这里。	继续旅途	Assets/Product/Texture/Image/BgStory/BgStory554.jpg
28	109	1091		2							{1: '花费8颗姜饼观看', 2: '你对剧目毫无兴趣'}	{1: '花费8颗姜饼', 2: '离开这里'}		{1: 1, 2: 3}	{1: 1, 2: 0}	{1: 96119, 2: 0}	{1: 8, 2: 0}	{1: 10911, 2: 10912}		旅行剧团	你遇到了旅行剧团		旅行剧团	。。。。人声鼎沸。。。。	正在4处旅行的剧团打算在这座小镇上搭设舞台，演出他们最著名的剧目《苍之太阳、红之月》，这场剧目改编自神话时代一场著名的战争——圣徒手持权杖，以生命化作火焰净化大地的灾病。当然，如此精彩的表演自然是需要门票的。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory368.png
29	109	1092		3			4		{1: 9002}	{1: 1}										旅行剧团	你观看了演出		旅行剧团	演员：她手持权杖，尽管权杖以她的。。。。	剧团的表演没有辜负任何人的期望。落幕之后，在你为这场盛大的演出心醉之余，也发现其中几位演员的眼里，藏匿着追寻冒险的渴望。	招募同伴	Assets/Product/Texture/Image/BgStory/Bgstory368.png
30	109	1093		1																旅行剧团	你离开了这里		旅行剧团	。。。。逐渐安静。。。	你没有兴致观摩演出，便离开了这有些喧嚣的舞台。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory368.png
31	110	1101		2							{1: '满足他的渴求（进入艰难的战斗）', 2: '远离他，尽快离开'}	{2: '离开这里'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 11011, 2: 11012}		最后的剑士	怨念弥漫了这里	Assets/Product/Texture/Image/RoleStory/BalaswordNomal.png	剑士	来，来和我共同上演最癫狂的舞蹈吧	曾经名震一时的剑士被怨念缠身，此时的他渴求着人生中最后的对决。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory360.png
32	110	1102		5	70011															最后的剑士	你踏入了怨念之中	Assets/Product/Texture/Image/RoleStory/BalaswordNomal.png	剑士	哈哈哈哈哈哈哈哈哈哈哈哈哈哈。。哈哈哈哈哈哈哈	你决定帮助他终结怨念，毅然决然走进了他。。。一场危险的对决再所难免	准备战斗！	Assets/Product/Texture/Image/BgStory/Bgstory360.png
33	110	1103		1																最后的剑士	你挣脱了怨念	Assets/Product/Texture/Image/RoleStory/BalaswordNomal.png	剑士	不！你不要离开，不要。。。。。	你决定尽快离开这里，充满怨念之人必将非常危险。。。	迅速离开	Assets/Product/Texture/Image/BgStory/Bgstory360.png
34	111	1111		2							{1: '终结邪恶的福音（进入艰难的战斗）', 2: '远离她，尽快离开'}	{2: '离开这里'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 11111, 2: 11112}		死亡福音	你听闻了这里的传说	Assets/Product/Texture/Image/RoleStory/XiunvNomal04.png	死亡修女	。。。。默不作声。。。	镇外的废弃教堂之中，接触了禁忌信仰的修女停驻在此，她渴求为所有世人带去最后的福音——死亡。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory358.png
35	111	1112		5	70021															死亡福音	斩断不详	Assets/Product/Texture/Image/RoleStory/XiunvNomal04.png	死亡修女	胆敢亵渎我的信仰，回归虚无吧！	如此不详的福音，是时候终结了	准备战斗！	Assets/Product/Texture/Image/BgStory/Bgstory358.png
36	111	1113		1																死亡福音	离开这里	Assets/Product/Texture/Image/RoleStory/XiunvNomal04.png	死亡修女	。。。。默不作声。。。	不应该离不详的气息如此之近，快点离开这里吧	迅速离开	Assets/Product/Texture/Image/BgStory/Bgstory358.png
37	112	1121		2							{1: '进入密林寻人（消耗秘血*2）', 2: '无视并离开此处'}	{1: '消耗秘血*2', 2: '离开此处'}		{1: 1, 2: 3}	{1: 1, 2: 0}	{1: 96120, 2: 0}	{1: 2, 2: 0}	{1: 11211, 2: 11212}		迷途之子	你遇到了失明的老妪	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal01.png	失明的老妪	我的儿子。。。你去哪里了。。。	你游荡在镇外的近郊，发现一名双目失明的老妪正停驻在路边。她在寻找爱子——格雷的途中迷失了方向，愿意用一切家当换取你的帮助。而她所指的那座森林里似乎散发着猛兽与盗匪的气息。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory373.png
38	112	1122		2							{1: '如实相告', 2: '跟她说发现了格雷的踪迹'}	{1: '如实相告', 2: '欺骗她'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 11221, 2: 11222}		迷途之子	你没有找到格雷	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal01.png	失明的老妪	你回来了。。。怎么样。。。。	一番波折之后，你还是没能发现格雷有出现在森林里的迹象，在回到老婆婆身边的时候，你选择？	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory373.png
39	112	1123		1																迷途之子	森林太过危险	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal01.png	失明的老妪	儿子。。。。。谁能来帮帮我。。。	你感到森林里隐藏着棘手的危险，再3犹豫之下，还是无视老婆婆的求助，离开了这里。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory373.png
40	112	1124		3		150002	2		{1: 96}	{1: 1}										迷途之子	你告知了她	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal01.png	失明的老妪	感谢你。。陌生人。。看来我要去其他地方看看了。。。。	在听到你的陈述后，老婆婆伤心欲绝，却还是感谢你的相助，她将原本留给爱子的戒指转交给你，回到了镇子上。	收下礼物	Assets/Product/Texture/Image/BgStory/Bgstory373.png
41	112	1125		3			1		{1: 96119, 2: 96120}	{1: 6, 2: 3}										迷途之子	你欺骗了她	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal01.png	失明的老妪	好。。。我来了。。我来了儿子。。。	老婆婆相信了你的说辞，将身上所有的钱财赠予你后，只身进入了密林之中。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory373.png
42	113	1131		2							{1: '用6颗姜饼请他去吃顿好的', 2: '赠送送他2瓶秘血', 3: '无视并离开'}	{1: '消耗姜饼*6', 2: '2瓶秘血', 3: '离开这里'}		{1: 1, 2: 1, 3: 3}	{1: 1, 2: 1, 3: 0}	{1: 96119, 2: 96120, 3: 0}	{1: 6, 2: 2, 3: 0}	{1: 11311, 2: 11312, 3: 11313}		名为“知识”的诅咒	你遇到了青年学者	Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	青年学者	怎么办。。。我已经迷失在这里太久了。。	小镇上，一名饥肠辘辘的青年学者正在路边暂歇。他的神情略显困窘，仿佛与这破败的小镇有些格格不入。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory381.png
43	113	1132		2							{1: '与他交流关于失落的知识', 2: '鼓励他自己研究'}	{1: '进行交流', 2: '鼓励他'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 11321, 2: 11322}		名为“知识”的诅咒	你帮助了青年学者	Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	青年学者	谢谢你陌生人，太感谢了	学者被你的热情所打动，与你度过了一段愉快的时光。他向你袒露，自己是秉承着老师的遗志，来这里寻找已经失落的知识。可他认为自己资质不足，希望有高人来继续指点自己	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory381.png
44	113	1133		1																名为“知识”的诅咒	你无视了青年学者	Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	青年学者	。。没有别的办法了。。只能返回故乡了。。	和这类人交流太过费神，你选择无视他的存在。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory381.png
45	113	1134		3		150003	2		{1: 104}	{1: 1}										名为“知识”的诅咒	你收下了青年学者的馈赠	Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	青年学者	请务必收下它，只有您才有能力解读这本古籍	学者惊叹于你的学识，片刻思索之后，他将一卷古籍交付给你。那是他的学派代代相传的古老睿智，他认为自己毕生没有解读它的可能，希望将其托付给拥有真正智慧之人。	收下古籍	Assets/Product/Texture/Image/BgStory/Bgstory381.png
46	113	1135		3			2		{1: 105}	{1: 1}										名为“知识”的诅咒	你收下了青年学者的馈赠	Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	青年学者	非常感谢你的激励，请收下这个吧，相信这些笔记可以帮助到您	你鼓励学者继续自己的旅途，他略带惆怅地与你告别。临走之前，他将自己旅行中所做的笔记交付给你，希望它能帮上你的忙。	收下笔记	Assets/Product/Texture/Image/BgStory/Bgstory381.png
47	114	1141		2							{1: '用3瓶秘血全力支持他的梦想', 2: '用6颗姜饼意思意思', 3: '无视并离开'}	{2: '6颗姜饼', 3: '你离开了这里'}		{1: 1, 2: 1, 3: 3}	{1: 1, 2: 1, 3: 0}	{1: 96120, 2: 96119, 3: 0}	{1: 3, 2: 6, 3: 0}	{1: 11411, 2: 11412, 3: 11413}		充满“潜力”！	你发现了一名工匠	Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal01.png	科技工匠	嗨！陌生人，想不想了解一下来自远古失落科技的机器人，只需要。。。	小镇上，一名工匠正为你兜售他的理想。支离破碎的知识让人们的机械技术始终停滞不前，而他相信自己找到了复原的关键，此时需要一些投资来协助他的“创造性发明”，或者，你也可以花费一些钱财，委托他扩充你的军火库。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory383.png
48	114	1142		3		150004	2		{1: 109}	{1: 1}										充满“潜力”！	工匠为你“还原”了战斗机器人	Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal01.png	科技工匠	我成功了！但好像不够完美！但没关系！	工匠竭尽全力，制造出了他梦想中最完美的作品，这似乎是远古时代曾经出现过的战斗用机器人。	收下物品	Assets/Product/Texture/Image/BgStory/Bgstory383.png
49	114	1143		3			2		{1: 110}	{1: 1}										充满“潜力”！	工匠为你打造了奇怪的东西	Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal01.png	科技工匠	好吧好吧，看在你诚意的份上，我就随便给你打造些什么吧	工匠有些失望，但还是发挥自己的技术，为你制造了一台能提供火力支援的自动炮台。	收下物品	Assets/Product/Texture/Image/BgStory/Bgstory383.png
50	114	1144		1																充满“潜力”！	工匠失望的走开了	Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal01.png	科技工匠	不愿意啊。。。。好吧。。。	你认为自己的实力已经足够，不需要这些额外的机械助力。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory383.png
51	115	1151		2							{1: '用秘血*2换取实用的秘藏品', 2: '用6颗姜饼买点秘血', 3: '还是算了'}	{1: '秘血*2', 2: '姜饼*6', 3: '离开这里'}		{1: 1, 2: 1, 3: 3}	{1: 1, 2: 1, 3: 0}	{1: 96120, 2: 96119, 3: 0}	{1: 2, 2: 6, 3: 0}	{1: 11511, 2: 11512, 3: 11513}		拾荒者派对	你遇到了拾荒者	Assets/Product/Texture/Image/RoleStory/TongyongNanminxiaohai.png	拾荒者们	朋友，我这里可有很多宝贝，你要不要来看看	要塞内的某个小房间里，擅自闯入这里的拾荒者们正在清点今天的收获，地板上摆满了古代的机械零件与各种补给品。如果你愿意，他们似乎能以低于市场的价格卖你一些物资。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory419.jpg
52	115	1152		3			3		{1: 2}	{1: 1}										拾荒者派对	你与他们进行了交易	Assets/Product/Texture/Image/RoleStory/TongyongNanminxiaohai.png	拾荒者们	你眼光可真好，这玩意我们还没来得及打开	你向拾荒者们换来了一些实用的“小玩意儿”，他们打包票，这些可以在要塞内帮到你很大的忙。	打开箱子	Assets/Product/Texture/Image/BgStory/Bgstory419.jpg
53	115	1153		3			1		{1: 96120}	{1: 3}										拾荒者派对	你与他们进行了交易	Assets/Product/Texture/Image/RoleStory/TongyongNanminxiaohai.png	拾荒者们	这玩意儿可是能救命的东西，你可太会挑了	你向拾荒者们换来了一些秘血的储备，在接下来的探索中，这些物资也许更能派上用场。	收拾补给	Assets/Product/Texture/Image/BgStory/Bgstory419.jpg
54	115	1154		1																拾荒者派对	你无视了他们	Assets/Product/Texture/Image/RoleStory/TongyongNanminxiaohai.png	拾荒者们	不看就算了。。。	你信不过这些唯利是图的拾荒者们，无视他们的邀请，继续朝要塞深处走去。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory419.jpg
55	116	1161		2							{1: '取走权杖', 2: '取走旗枪'}	{1: '权杖', 2: '旗枪'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 11611, 2: 11612}		被完成的谜题	你来到了。。。奇怪的房间。。		奇怪的房间	弥漫着庄严的气息	某个酷似棋盘的房间内摆满了各式各样的雕像，这似乎是在模拟一场战役，同时也是一个精巧复杂的谜题。现在，代表神话英雄的雕像矗立在房间的两端，一尊是掌持纯净火焰的圣使，另一方则是手握旗枪的女武神，你的选择是？	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory416.jpg
56	116	1162		3			2		{1: 111}	{1: 1}										被完成的谜题	拿下了权杖		奇怪的房间	你感觉你的意志更加坚定	你思索了片刻，取走了作为奖励的权杖，虽然不知道那位解题者为何人，你还是默默地向他献上谢意。	取走圣器	Assets/Product/Texture/Image/BgStory/Bgstory416.jpg
57	116	1163		3			2		{1: 112}	{1: 1}										被完成的谜题	拿下了旗枪		奇怪的房间	你感觉你的躯体更加灵活	你思索了片刻，取走了作为奖励的旗枪，虽然不知道那位解题者为何人，你还是默默地向他献上谢意。	取走圣器	Assets/Product/Texture/Image/BgStory/Bgstory416.jpg
58	117	1171		2							{1: '收下他的遗物'}	{1: '收下遗物'}		{1: 3}	{1: 0}	{1: 0}	{1: 0}	{1: 11711}		失败者	失去了气息的冒险家		要塞深处	空气都变的更加凝重	某个先行的探险者倒在了要塞深处，他用即将流尽的鲜血写下最后的提示——要塞的最深处，一位亘古以来的守护者把守着入海的通道。探险者希望有人能继承他的意志和遗物，窥得埋藏在这个世界最深处的真相。	继承意志	Assets/Product/Texture/Image/BgStory/Bgstory408.jpg
59	117	1172		3			3		{1: 1}	{1: 1}										失败者	继承他的意志		要塞深处	继续前行吧	你埋葬好那位探险者的尸体，将承载着他夙愿的遗物细心收起之后，你继续前进的理由又增加了一个。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory408.jpg
60	118	1181		2							{1: '选择搜刮秘藏品', 2: '选择搜刮秘血', 3: '选择搜刮姜饼'}	{1: '搜刮秘藏品', 2: '搜刮秘血', 3: '搜刮姜饼'}		{1: 3, 2: 3, 3: 3}	{1: 0, 2: 0, 3: 0}	{1: 0, 2: 0, 3: 0}	{1: 0, 2: 0, 3: 0}	{1: 11811, 2: 11812, 3: 11813}		军备库	来到了一间无人看管的军械库		军备库	尘封许久的军备库	你闯入了这座要塞的其中一间军备库，尘封的补给箱上残留着难以辨认的标志，那似乎是由远古符文“G”为主体拼凑起的纹章。幸运的是，这里暂时没有任何人看守。抓紧时间，选择一份自己最需要的补给	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory411.jpg
61	118	1182		3			3		{1: 1}	{1: 1}										军备库	你的选择是。。		军备库	尘封许久的军备库	你决定打开这个秘藏箱，这也许能让你在面对敌人时更加从容。	打开箱子	Assets/Product/Texture/Image/BgStory/Bgstory411.jpg
62	118	1183		3			1		{1: 96120}	{1: 3}										军备库	你的选择是。。		军备库	尘封许久的军备库	你决定翻找残留的秘血，用以应对突发的危险	收集秘血	Assets/Product/Texture/Image/BgStory/Bgstory411.jpg
63	118	1184		3			1		{1: 96119}	{1: 8}										军备库	你的选择是。。		军备库	尘封许久的军备库	钱到用时方恨少，搜集一些姜饼应该不失为一个明智的选择。	收集姜饼	Assets/Product/Texture/Image/BgStory/Bgstory411.jpg
